EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceFtPoints,Travels,Loose Ball Fouls,OffArc3ReboundPct,PenaltyArc3FGM,HeaveAttempts,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,DefCorner3ReboundPct,PenaltyArc3Accuracy,3SecondViolations,on,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,HeaveMakes,Corner3PctBlocked
1510,1610612756,Brevin Knight,Brevin Knight,1510,PHX,724.0,12,-1.0,25,24,2.0,6.0,4.0,49,1.0,1.0,1.0,1.0,2,2.0,15,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,16.666666666666668,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.25,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,1.0,0.4103,13.8,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,17914.0,299,-61.0,581,578,162.0,216.0,80.0,1159,29.0,10.0,30.0,45.0,89,128.0,620,56.0,9.0,15.0,1.0,3.0,36.0,6.0,24.0,35.0,46.0,12.0,11.0,1.0,7.0,2.0,6.0,7.0,14.0,2.0,8.0,4.0,9.0,6.0,162.0,0.6222222222222222,0.6511627906976745,0.5056179775280899,0.46551724137931033,0.504,20.471281296023562,0.5,0.12060301507537688,0.08823529411764706,0.11235955056179775,0.07462686567164178,0.1625,0.13043478260869565,0.6666666666666666,0.25,0.25862068965517243,0.3333333333333333,0.3448275862068966,0.5,0.4876262931034484,9.16629213483146,0.27882960413080893,20.0,30.0,5.0,7.0,2.0,4.0,15.0,3.0,9.0,1.0,4.0,1.0,4.0,3.0,18.0,1.0,2.0,1.0,6.0,27.0,20.0,5.0,10.0,2.0,6.0,16.0,9.0,20.0,1.0,5.0,8.0,29.0,34.0,15.0,3.0,4.0,18.0,3.0,6.0,6.0,4.0,2.0,5.0,2.0,9.0,5.0,11.0,4.0,1.0,1.0,5.0,6.0,15.0,3.0,24.0,4.0,2.0,12.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,29.0,2.0,0.8333333333333334,0.2222222222222222,0.3333333333333333,0.2,0.2222222222222222,0.5,0.45,0.5,0.42,0.5,0.5,0.23275862068965517,0.06741573033707865,0.13333333333333333,0.034482758620689655,0.03333333333333333,0.2777777777777778,0.04090909090909091,0.03571428571428571,0.03985507246376811,0.04,0.028169014084507043,0.05405405405405406,0.1,0.11538461538461539,0.07017543859649122,0.25862068965517243,0.6666666666666666,0.7692307692307693,0.8,0.5172413793103449,0.5357142857142857,0.4666666666666667,0.07758620689655173,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.15517241379310345,0.16666666666666666,0.16666666666666666,1.0,0.4375,0.7142857142857143,0.4,0.25,0.25,1.0,0.125,0.5,1.0,0.16,0.5,0.16,0.25,0.04,0.49137931034482757,0.16666666666666666,0.5450107142857142,0.458066,0.0967741935483871,0.12371134020618557,0.125,0.2265625,24.75555555555556,,,,,,,,,,,,,,,,True,,,,,,,,
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,7998.0,133,-12.0,258,255,67.0,57.0,37.0,513,3.0,1.0,4.0,17.0,26,50.0,259,24.0,7.0,8.0,1.0,4.0,17.0,,9.0,11.0,27.0,4.0,2.0,2.0,4.0,1.0,3.0,8.0,12.0,2.0,2.0,2.0,2.0,1.0,67.0,0.7058823529411765,1.0,0.6538461538461539,0.6538461538461539,0.6944444444444444,15.894039735099337,0.3333333333333333,0.09375,,0.072,0.14285714285714285,0.06818181818181818,,0.5,0.11538461538461539,0.15384615384615385,0.25,0.25,1.0,0.5282076923076923,4.196153846153846,0.2596899224806202,14.0,19.0,5.0,8.0,1.0,1.0,2.0,,,,,,,,,,,,,,16.0,5.0,8.0,,,17.0,3.0,5.0,,,4.0,10.0,10.0,,,10.0,,,3.0,1.0,,1.0,2.0,2.0,14.0,2.0,16.0,,1.0,1.0,4.0,6.0,20.0,5.0,22.0,2.0,,10.0,2.0,,,,,,2.0,10.0,2.0,,,,,,0.625,0.6,0.625,0.6,0.6538461538461539,0.625,,0.11538461538461539,0.15789473684210525,,,0.2857142857142857,0.1308411214953271,0.1,0.12598425196850394,0.23529411764705882,0.03333333333333333,0.11627906976744186,0.16666666666666666,0.0967741935483871,,0.7307692307692307,0.7368421052631579,0.875,0.6428571428571429,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,1.0,0.625,,,,,,,,0.2,1.0,,,,0.7307692307692307,,0.5571714285714285,0.38144,0.29411764705882354,0.29411764705882354,0.34,0.2,,7.0,1.0,3.0,0.07142857142857142,,,,,,,,,,,,True,,,,,,,,
2560,1610612756,Zarko Cabarkapa,Zarko Cabarkapa,2560,PHX,34471.0,575,-138.0,1112,1111,269.0,339.0,151.0,2223,48.0,16.0,45.0,75.0,165,203.0,1204,104.0,36.0,40.0,6.0,9.0,84.0,16.0,50.0,73.0,99.0,10.0,7.0,3.0,27.0,4.0,19.0,27.0,54.0,3.0,13.0,8.0,13.0,11.0,269.0,0.6933333333333334,0.8,0.45454545454545453,0.4263959390862944,0.4634703196347032,21.17920868890613,0.5,0.12626262626262627,0.11764705882352941,0.12406015037593984,0.12307692307692308,0.13414634146341464,0.09473684210526316,0.8461538461538461,0.2436548223350254,0.22842639593908629,0.35555555555555557,0.35555555555555557,0.8125,0.4977022959183675,7.664848484848482,0.24190647482014388,45.0,72.0,11.0,14.0,8.0,15.0,14.0,1.0,9.0,,1.0,,2.0,5.0,23.0,,3.0,9.0,6.0,32.0,35.0,13.0,23.0,,4.0,28.0,9.0,34.0,1.0,11.0,10.0,31.0,46.0,15.0,3.0,20.0,22.0,5.0,14.0,4.0,2.0,2.0,21.0,9.0,16.0,7.0,26.0,6.0,3.0,8.0,16.0,25.0,75.0,10.0,53.0,9.0,,26.0,5.0,,,1.0,4.0,1.0,1.0,31.0,7.0,0.8333333333333334,0.1875,,0.09090909090909091,0.1935483870967742,0.5652173913043478,0.2647058823529412,0.48148148148148145,0.23333333333333334,0.5,0.30392156862745096,0.16243654822335024,0.08484848484848485,0.16666666666666666,0.041666666666666664,,0.18421052631578946,0.038834951456310676,0.08035714285714286,0.04770992366412214,0.03759398496240601,0.03225806451612903,0.04516129032258064,0.15789473684210525,0.11764705882352941,0.06060606060606061,0.36548223350253806,0.625,0.75,0.6888888888888889,0.2916666666666667,0.30434782608695654,0.5714285714285714,0.04568527918781726,0.1111111111111111,0.1111111111111111,1.0,0.116751269035533,0.21739130434782608,0.22727272727272727,0.8,0.5185185185185185,0.7857142857142857,0.18181818181818182,0.037037037037037035,,,0.1111111111111111,,,0.3333333333333333,0.5333333333333333,0.044444444444444446,,0.2,0.5279187817258884,0.22727272727272727,0.5290421052631578,0.4949545454545454,0.12149532710280374,0.14285714285714285,0.13793103448275862,0.15270935960591134,25.706249999999997,2.0,9.0,10.0,0.04054054054054054,1.0,1.0,1.0,1.0,1.0,0.03125,0.043478260869565216,0.02631578947368421,0.17073170731707318,0.1111111111111111,,True,,,,,,,,
358,1610612756,Anfernee Hardaway,Anfernee Hardaway,358,PHX,5812.0,97,-17.0,188,187,64.0,70.0,30.0,375,4.0,4.0,12.0,7.0,24,21.0,198,10.0,9.0,12.0,2.0,4.0,27.0,1.0,3.0,4.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,,1.0,1.0,1.0,,64.0,0.7142857142857143,0.8333333333333334,0.2916666666666667,0.3269230769230769,0.375,14.414414414414413,0.25,0.043478260869565216,0.05263157894736842,0.045454545454545456,0.047619047619047616,,0.06666666666666667,,0.15384615384615385,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.75,0.46402884615384615,10.566666666666668,0.3404255319148936,2.0,8.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,2.0,4.0,1.0,3.0,,,2.0,3.0,9.0,,,4.0,10.0,4.0,3.0,,2.0,1.0,,2.0,3.0,2.0,1.0,3.0,,5.0,,5.0,1.0,1.0,,2.0,4.0,5.0,1.0,4.0,,,2.0,,,,,,,,10.0,,1.0,0.5,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.07692307692307693,0.08333333333333333,,0.5,,,0.07142857142857142,,0.05813953488372093,0.047619047619047616,0.0625,0.09090909090909091,,0.16666666666666666,0.06666666666666667,0.3076923076923077,0.25,0.25,0.5,0.25,0.5,1.0,0.038461538461538464,1.0,1.0,1.0,0.038461538461538464,,,,0.6666666666666666,0.5,,,,,,,,0.3333333333333333,0.3333333333333333,,,,0.38461538461538464,,0.45269999999999994,0.46900000000000003,0.07142857142857142,0.07692307692307693,0.09523809523809523,0.47619047619047616,25.0,,,,,,,,,,,,,,,,True,,,,,,,,
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,25350.0,422,-109.0,821,820,182.0,219.0,106.0,1641,38.0,24.0,51.0,58.0,119,180.0,899,40.0,38.0,42.0,7.0,12.0,88.0,11.0,28.0,42.0,54.0,17.0,6.0,11.0,8.0,3.0,3.0,13.0,21.0,,2.0,2.0,2.0,1.0,182.0,0.3448275862068966,0.3448275862068966,0.48739495798319327,0.4967948717948718,0.5233918128654971,20.33898305084746,0.38095238095238093,0.09427609427609428,0.10377358490566038,0.0967741935483871,0.0660377358490566,0.10185185185185185,0.08108108108108109,0.5,0.24358974358974358,0.3269230769230769,0.47058823529411764,0.47058823529411764,0.5,0.4659272727272726,10.635294117647057,0.22168087697929353,17.0,30.0,1.0,3.0,5.0,10.0,17.0,6.0,16.0,,1.0,1.0,3.0,7.0,21.0,2.0,3.0,7.0,13.0,37.0,25.0,6.0,14.0,2.0,4.0,21.0,11.0,24.0,4.0,10.0,4.0,38.0,76.0,36.0,3.0,,20.0,7.0,8.0,4.0,1.0,3.0,19.0,3.0,8.0,3.0,12.0,4.0,3.0,5.0,6.0,10.0,22.0,4.0,35.0,4.0,1.0,17.0,2.0,,,,,,,38.0,2.0,0.9230769230769231,0.35135135135135137,0.5,0.4,0.3611111111111111,0.42857142857142855,0.4583333333333333,0.5,0.5,0.525,0.5135135135135135,0.23717948717948717,0.06722689075630252,0.13333333333333333,0.10526315789473684,,0.11538461538461539,0.027491408934707903,0.03225806451612903,0.028645833333333332,0.04395604395604396,0.03225806451612903,0.009345794392523364,0.03125,0.12048192771084337,0.05405405405405406,0.19230769230769232,0.5666666666666667,0.6538461538461539,0.23529411764705882,0.4473684210526316,0.5,0.23529411764705882,0.10256410256410256,0.375,0.375,1.0,0.1346153846153846,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.16666666666666666,0.3333333333333333,,0.05555555555555555,,,0.16666666666666666,0.6666666666666666,1.0,0.29411764705882354,0.5,0.08823529411764706,0.3333333333333333,0.20588235294117646,0.42948717948717946,0.35,0.4823428571428572,0.4715166666666667,0.10059171597633136,0.12878787878787878,0.11666666666666667,0.2111111111111111,25.594594594594593,3.0,2.0,,0.03278688524590164,3.0,1.0,,1.0,1.0,,,0.037037037037037035,0.15625,0.42857142857142855,,True,,,,,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,2413.0,40,-40.0,79,80,28.0,44.0,9.0,159,1.0,3.0,8.0,5.0,12,13.0,107,8.0,2.0,3.0,,,7.0,2.0,,3.0,6.0,1.0,1.0,,2.0,1.0,2.0,2.0,4.0,,,,,,28.0,0.8,1.0,0.4166666666666667,0.4166666666666667,0.4642857142857143,20.224719101123597,0.5,,0.2857142857142857,0.09523809523809523,,,0.4,,0.08333333333333333,0.6666666666666666,0.375,0.375,1.0,0.41769999999999996,12.941666666666668,0.35443037974683544,1.0,3.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,3.0,1.0,4.0,,,2.0,1.0,3.0,,,1.0,3.0,2.0,,,2.0,,,,1.0,1.0,,2.0,,3.0,1.0,3.0,1.0,,,,2.0,9.0,1.0,4.0,,,,2.0,,,,,,,3.0,4.0,,,,,,0.25,0.3333333333333333,0.25,0.3333333333333333,0.25,0.375,,,,,,0.5,0.08823529411764706,,0.07317073170731707,0.09090909090909091,,0.14285714285714285,,,0.14285714285714285,0.25,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,,,,,,,,,0.75,0.3333333333333333,,,,,,,,,,,,,0.25,,0.4922000000000001,0.33546666666666664,,,0.15384615384615385,0.23076923076923078,,,,1.0,,,,,,,,,,,,,True,,,,,,,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,18158.0,303,-39.0,585,582,154.0,168.0,82.0,1167,48.0,1.0,12.0,59.0,120,160.0,622,48.0,15.0,17.0,2.0,5.0,36.0,15.0,39.0,57.0,90.0,9.0,6.0,3.0,19.0,6.0,7.0,16.0,35.0,5.0,8.0,6.0,8.0,2.0,154.0,0.4067796610169492,0.5333333333333333,0.49166666666666664,0.49166666666666664,0.5555555555555556,26.207906295754025,0.5428571428571428,0.18396226415094338,0.19480519480519481,0.18685121107266436,0.13513513513513514,0.17721518987341772,0.16071428571428573,0.25,0.4,0.1,0.08333333333333333,0.08333333333333333,1.0,0.4905683333333334,4.971666666666666,0.26324786324786326,37.0,60.0,16.0,20.0,4.0,9.0,21.0,,,,,,,,,,,,,,42.0,19.0,27.0,,,47.0,8.0,18.0,,,16.0,32.0,70.0,,,28.0,,,10.0,2.0,1.0,1.0,8.0,5.0,26.0,3.0,33.0,10.0,1.0,12.0,12.0,11.0,27.0,6.0,55.0,7.0,,30.0,1.0,,,1.0,1.0,1.0,1.0,32.0,2.0,,,,,,0.7037037037037037,0.4444444444444444,0.7037037037037037,0.4444444444444444,0.7580645161290323,0.5925925925925926,,0.08333333333333333,0.11666666666666667,0.0625,,0.13636363636363635,0.12682926829268293,0.08064516129032258,0.11610486891385768,0.1388888888888889,0.15492957746478872,0.08064516129032258,0.1,0.2542372881355932,0.2,0.5,0.6166666666666667,0.6981132075471698,0.35135135135135137,0.4375,0.4666666666666667,0.47619047619047616,,,,,,,,,0.7407407407407407,0.8,0.0625,,,,,,,0.5,0.4444444444444444,,,,0.5,,0.528147619047619,0.46841666666666665,0.2097902097902098,0.2097902097902098,0.29375,0.2,,9.0,2.0,2.0,0.07142857142857142,,,,2.0,,,,0.08333333333333333,0.2857142857142857,,,True,,,,,,,,
1751,1610612756,Jahidi White,Jahidi White,1751,PHX,6607.0,110,-41.0,211,213,31.0,50.0,27.0,424,3.0,,,12.0,19,34.0,251,14.0,2.0,2.0,,,4.0,5.0,15.0,24.0,40.0,3.0,2.0,1.0,7.0,2.0,4.0,10.0,17.0,1.0,10.0,9.0,10.0,7.0,31.0,0.5833333333333334,1.0,0.631578947368421,0.631578947368421,0.6296296296296297,18.10699588477366,0.4117647058823529,0.22388059701492538,0.16129032258064516,0.20408163265306123,0.2,0.21428571428571427,0.15,0.7,0.15789473684210525,,,,,0.5374052631578947,1.6526315789473685,0.14691943127962084,11.0,16.0,5.0,9.0,2.0,2.0,1.0,,,,,,,,,,,,,,10.0,5.0,9.0,,,12.0,2.0,3.0,,,4.0,8.0,10.0,,,10.0,,,2.0,,,,2.0,4.0,12.0,4.0,16.0,1.0,1.0,3.0,4.0,10.0,19.0,4.0,17.0,1.0,,8.0,1.0,,,,1.0,,1.0,8.0,,,,,,,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6,0.6666666666666666,,0.10526315789473684,0.125,,,0.6666666666666666,0.17391304347826086,0.15384615384615385,0.16842105263157894,0.2857142857142857,0.18181818181818182,0.07692307692307693,0.1111111111111111,0.3333333333333333,0.2,0.8421052631578947,0.6875,0.7857142857142857,0.5454545454545454,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,0.5555555555555556,,,,,,,,0.6666666666666666,1.0,,,,0.8421052631578947,,0.5668375,0.4692666666666667,0.3076923076923077,0.3076923076923077,0.35294117647058826,0.23529411764705882,,2.0,1.0,4.0,0.17647058823529413,,,,,,,,,0.18181818181818182,,2.0,True,,,,,,,,
2418,1610612756,Casey Jacobsen,Casey Jacobsen,2418,PHX,14400.0,240,-62.0,453,456,122.0,137.0,53.0,909,3.0,5.0,11.0,9.0,25,57.0,474,8.0,9.0,14.0,2.0,2.0,33.0,6.0,16.0,22.0,27.0,8.0,7.0,1.0,4.0,1.0,2.0,4.0,8.0,1.0,,,,,122.0,0.4444444444444444,0.4444444444444444,0.36,0.46153846153846156,0.49107142857142855,12.598425196850393,0.5,0.10126582278481013,0.09375,0.0990990990990991,0.13725490196078433,0.1076923076923077,0.09090909090909091,,0.057692307692307696,0.21153846153846154,0.45454545454545453,0.45454545454545453,0.6,0.513885576923077,9.16,0.2693156732891832,3.0,11.0,,,,2.0,1.0,5.0,16.0,,,1.0,6.0,5.0,11.0,,,2.0,10.0,27.0,9.0,1.0,1.0,,,5.0,1.0,6.0,2.0,8.0,2.0,10.0,10.0,30.0,,,11.0,5.0,3.0,5.0,3.0,2.0,5.0,1.0,4.0,,5.0,,,2.0,2.0,10.0,16.0,3.0,11.0,1.0,2.0,4.0,1.0,,,,,,,10.0,,1.0,0.37037037037037035,,0.25,0.37037037037037035,1.0,0.16666666666666666,1.0,0.2857142857142857,1.0,0.3333333333333333,0.5192307692307693,0.12,0.2727272727272727,,,,0.024390243902439025,0.023809523809523808,0.024271844660194174,,0.021739130434782608,0.04477611940298507,0.0625,0.047619047619047616,,0.21153846153846154,0.2727272727272727,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3076923076923077,0.3125,0.3125,1.0,0.21153846153846154,0.45454545454545453,0.45454545454545453,1.0,,,,,,,,,,0.14285714285714285,,0.42857142857142855,0.16666666666666666,0.14285714285714285,0.7307692307692307,0.45454545454545453,0.3923,0.49339642857142857,0.07272727272727272,0.14285714285714285,0.08771929824561403,0.17543859649122806,24.225925925925928,3.0,,1.0,,1.0,,,,,,,,0.1,0.5,,True,,,,,,,,
