EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,TotalPoss,Minutes,PlusMinus,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,FG2M,Points,PtsAssisted2s,OffThreePtRebounds,OffRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,Corner3Assists,OffTwoPtRebounds,FTOffRebounds,Steals,LostBallSteals,DeadBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FtPoints,PenaltyFtPoints,TwoPtAssists,AtRimAssists,DefThreePtRebounds,BadPassSteals,NonShootingFoulsDrawn,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,PenaltyCorner3FGM,PtsUnassisted3s,LongMidRangeAssists,PenaltyCorner3Accuracy,ShortMidRangeAssists,FTDefRebounds,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyAtRimFGM,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,PenaltyAtRimAccuracy,StepOutOfBoundsTurnovers,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,SelfOReb,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked,Clear Path Fouls
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,12.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,1610612761,Milt Palacio,Milt Palacio,1960,TOR,1204.0,33,69,20.0,-20.0,36.0,11.0,14.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,48.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,11.0,0.6666666666666666,1.0,1.0,12.195121951219512,1.0,0.18181818181818182,0.15384615384615385,0.2,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.46749999999999997,0.4155,29.450000000000003,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,1610612761,Jerome Moiso,Jerome Moiso,2040,TOR,385.0,12,23,6.0,-4.0,11.0,3.0,2.0,3.0,1.0,,,,,1.0,,13.0,,,,,,,,1.0,1.0,3.0,,,,,,,3.0,,,,6.666666666666667,,0.25,0.25,1.0,,1.0,,,,,1.0,0.5555,,,0.25,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,1610612761,Mengke Bateer,Mengke Bateer,2370,TOR,2346.0,71,143,39.0,-11.0,72.0,32.0,32.0,11.0,2.0,,,,,7.0,,79.0,,,1.0,1.0,1.0,,3.0,3.0,3.0,8.0,1.0,,1.0,2.0,6.0,10.0,32.0,,0.14285714285714285,,10.714285714285715,0.5,0.13043478260869565,0.10344827586206896,0.1111111111111111,0.125,0.2857142857142857,,,,,0.2857142857142857,0.41571428571428565,0.416,,0.4507042253521127,1.0,4.0,8.0,6.0,,5.0,0.75,0.75,0.5714285714285714,0.5714285714285714,0.5714285714285714,,0.11764705882352941,,,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,0.15384615384615385,0.3076923076923077,0.16666666666666666,0.2857142857142857,0.5,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.43235,0.25,0.5,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,1610612761,Lamond Murray,Lamond Murray,441,TOR,789.0,25,48,13.0,-5.0,23.0,11.0,15.0,6.0,,1.0,,1.0,1.0,6.0,2.0,31.0,1.0,1.0,,,,,,1.0,1.0,3.0,,,,1.0,1.0,2.0,11.0,0.25,,,28.125,,0.14285714285714285,0.125,,0.3333333333333333,,0.125,0.125,,0.3333333333333333,0.25,0.4008125,0.40009999999999996,24.1,0.44,,3.0,12.0,,2.0,2.0,,,0.5,0.75,0.75,0.6666666666666666,0.18181818181818182,0.5,1.0,,,,,,1.0,1.0,2.0,5.0,,,,1.0,2.0,5.0,6.0,,,,,,1.0,1.0,,1.0,,5.0,,,0.5,,0.8333333333333334,,0.8333333333333334,,,,,,0.125,1.0,1.0,0.625,0.4,0.4,,,,,,0.4166666666666667,16.783333333333335,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,1142.0,38,74,19.0,9.0,36.0,21.0,18.0,4.0,,,,1.0,,2.0,1.0,31.0,,1.0,,2.0,4.0,1.0,10.0,2.0,3.0,3.0,,,,,1.0,2.0,21.0,0.3333333333333333,,,9.30232558139535,,0.16666666666666666,0.1875,0.25,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,0.41076666666666667,0.3951,24.7,0.5526315789473685,,,2.0,,,,,,,,0.25,,,,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,,,1.0,,,,,,,2.0,,,,,,,0.5,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,1.0,12.95,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,1610612761,Rick Brunson,Rick Brunson,1594,TOR,360.0,12,25,6.0,6.0,13.0,9.0,10.0,1.0,2.0,,,,,4.0,,5.0,,,,1.0,1.0,1.0,3.0,,,,,,,,,,9.0,,,,30.769230769230766,,,,,,0.5,,,,,0.5,0.43405,0.4471,,0.75,,2.0,4.0,2.0,,,0.5,0.5,0.5,0.5,0.5,,,,,,,,,1.0,2.0,2.0,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,2.0,,1.0,0.5,1.0,0.5,1.0,0.5,,,,,,0.5,1.0,1.0,,,,,,0.5,,0.5,0.5,4.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,1524.0,44,90,25.0,1.0,46.0,18.0,20.0,7.0,,4.0,2.0,5.0,2.0,,9.0,46.0,4.0,5.0,,,1.0,,2.0,1.0,2.0,3.0,1.0,1.0,,1.0,,,18.0,1.0,,,19.23076923076923,1.0,0.07142857142857142,0.10526315789473684,,0.25,,0.4444444444444444,0.5555555555555556,0.5,0.5,1.0,0.5229833333333334,0.5585249999999999,24.344444444444445,0.4090909090909091,,,15.0,,1.0,1.0,,,,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.047619047619047616,0.5,,,,,,,,,,,,,,,,9.0,,,,,2.0,1.0,,,,,,9.0,,,,,1.125,,1.125,,,,,,,,,,,,,,,,,0.6,,1.0,4.0,2.0,5.0,3.0,12.0,4.0,1.0,,,,0.8,0.5555555555555556,0.75,0.5555555555555556,0.25,0.25,1.0,0.8,0.8,0.75,1.0,0.8,,,,,1.0,,1.0,1.0,,0.2,0.25,,1.0,3.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,1473.0,46,92,25.0,-11.0,46.0,22.0,18.0,3.0,2.0,,,,,12.0,,51.0,,,3.0,,2.0,,4.0,2.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,22.0,,0.25,0.5,30.0,1.0,0.13333333333333333,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,0.16666666666666666,0.40500833333333336,0.38103333333333333,,0.4782608695652174,1.0,4.0,10.0,6.0,,,0.75,0.75,0.3333333333333333,0.3333333333333333,0.38461538461538464,,,,,0.5,1.0,1.0,,,1.0,4.0,2.0,6.0,,1.0,,1.0,3.0,4.0,2.0,,,,,,,,,,,4.0,,,0.3333333333333333,,0.3333333333333333,,0.5,0.5,,,,,0.3333333333333333,0.25,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,,,0.3639,,0.4,11.1,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,,1.0,0.4,0.25,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,1144.0,36,72,19.0,-11.0,36.0,19.0,17.0,5.0,3.0,1.0,,1.0,1.0,7.0,2.0,44.0,1.0,1.0,2.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,19.0,0.2222222222222222,0.2857142857142857,0.3333333333333333,28.571428571428573,0.5,0.06666666666666667,0.0625,,,0.3333333333333333,0.1111111111111111,0.1111111111111111,,0.2,0.5555555555555556,0.4795555555555556,0.46713000000000005,24.05,0.5277777777777778,2.0,2.0,6.0,2.0,,,0.5,0.5,0.2857142857142857,0.2222222222222222,0.3,,,,,0.6666666666666666,1.0,0.5,,1.0,,1.0,,3.0,,1.0,,1.0,4.0,4.0,2.0,,,,1.0,,1.0,,,,,4.0,,,0.25,,0.2,,0.3333333333333333,,,,,0.3333333333333333,0.1111111111111111,,,0.3333333333333333,,,,,0.2,0.3639,,0.6666666666666666,8.857142857142858,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,,,,,,2.0,,,,2.0,2.0,,2.0,1.0,,,0.5,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
