EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,SelfOReb,Loose Ball Fouls,RecoveredBlocks,3SecondViolations,DefFTReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,ShortMidRangeAssists,Travels,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,HeaveMakes,HeaveAttempts,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceArc3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked,on,OffensiveGoaltends
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,13452.0,224,47.0,435,409.0,199,194.0,52.0,844,16.0,27.0,3.0,6.0,7.0,14.0,1.0,6.0,5.0,16.0,7.0,11.0,2.0,4.0,6.0,21.0,1.0,3.0,9.0,22.0,49.0,13.0,32.0,22.0,105.0,393.0,3.0,7.0,1.0,9.0,15.0,8.0,26.0,5.0,13.0,13.0,44.0,26.0,18.0,39.0,6.0,21.0,6.0,6.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,2.0,15.0,6.0,12.0,5.0,27.0,32.0,18.0,50.0,6.0,5.0,1.0,7.0,1.0,6.0,4.0,1.0,1.0,1.0,11.0,2.0,3.0,12.0,19.0,1.0,27.0,2.0,1.0,11.0,3.0,2.0,1.0,1.0,2.0,1.0,44.0,199,3.0,0.5909090909090909,0.6842105263157895,1.0,0.40625,0.38461538461538464,0.40625,0.4489795918367347,0.42857142857142855,0.3076923076923077,0.5123456790123457,0.375,0.3974358974358974,0.5645161290322581,0.5769230769230769,0.4782608695652174,0.3950617283950617,0.0625,0.12244897959183673,0.18518518518518517,0.16666666666666666,0.09523809523809523,21.052631578947366,0.6363636363636364,0.17088607594936708,0.08333333333333333,0.125,0.09523809523809523,0.16161616161616163,0.08695652173913043,0.12,0.09302325581395349,0.0392156862745098,0.08695652173913043,0.11764705882352941,0.15555555555555556,0.19148936170212766,0.16666666666666666,0.06451612903225806,0.3333333333333333,0.3333333333333333,0.5925925925925926,0.7272727272727273,0.625,0.07407407407407407,0.16666666666666666,0.2,0.19753086419753085,0.3125,0.3125,0.6,0.13580246913580246,0.6363636363636364,0.6363636363636364,1.0,0.25925925925925924,0.2857142857142857,0.3157894736842105,1.0,0.75,0.5,0.125,0.358974358974359,0.5,0.10256410256410256,0.5,0.23076923076923078,0.3333333333333333,0.7283950617283951,0.2857142857142857,0.4962919753086419,0.4955214285714286,0.47303461538461533,0.12222222222222222,0.1896551724137931,0.14285714285714285,0.41904761904761906,7.526530612244897,24.693749999999998,0.4574712643678161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1513,1610612754,Scot Pollard,Scot Pollard,1513,IND,6462.0,108,-81.0,201,207.0,36,54.0,29.0,408,8.0,19.0,5.0,13.0,1.0,3.0,,6.0,2.0,4.0,,,,,,,,,,10.0,29.0,,,,20.0,236.0,5.0,13.0,,,10.0,1.0,3.0,,,,2.0,10.0,10.0,,8.0,,,8.0,,,,,,,,,,2.0,16.0,,10.0,12.0,18.0,30.0,6.0,5.0,1.0,1.0,,1.0,2.0,,,,3.0,1.0,,13.0,24.0,1.0,2.0,,,1.0,,6.0,6.0,,6.0,,2.0,36,5.0,0.5,0.8333333333333334,,,,,0.3448275862068966,0.38461538461538464,0.3333333333333333,0.3448275862068966,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.3333333333333333,,,0.27586206896551724,0.21052631578947367,0.6666666666666666,,13.865546218487395,0.3333333333333333,0.13157894736842105,0.17391304347826086,,0.08,0.11627906976744186,0.15384615384615385,0.27586206896551724,0.13333333333333333,0.12121212121212122,0.06666666666666667,0.1,0.08,0.2727272727272727,0.06896551724137931,,,0.6551724137931034,0.42105263157894735,0.5333333333333333,0.375,0.20689655172413793,,,0.13793103448275862,0.5,0.5,1.0,,,,,,,,,1.0,0.38461538461538464,,1.0,0.3333333333333333,,,,,0.6551724137931034,,0.4939034482758621,0.533475,0.49546666666666667,0.03333333333333333,0.03333333333333333,0.5,0.1,4.389655172413793,,0.1791044776119403,2.0,2.0,3.0,3.0,1.0,0.2222222222222222,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,31353.0,523,18.0,988,959.0,371,355.0,128.0,1947,11.0,27.0,2.0,3.0,3.0,12.0,5.0,19.0,25.0,55.0,8.0,14.0,1.0,3.0,4.0,18.0,1.0,3.0,8.0,41.0,101.0,12.0,32.0,36.0,154.0,984.0,5.0,10.0,3.0,,13.0,13.0,36.0,4.0,11.0,28.0,66.0,56.0,26.0,36.0,,18.0,4.0,7.0,,57.0,23.0,80.0,17.0,6.0,28.0,18.0,183.0,2.0,1.0,5.0,33.0,39.0,3.0,42.0,15.0,6.0,9.0,15.0,3.0,9.0,16.0,1.0,6.0,1.0,31.0,4.0,14.0,14.0,47.0,6.0,45.0,3.0,,12.0,12.0,1.0,,1.0,2.0,,66.0,371,12.0,0.6829268292682927,0.6829268292682927,1.0,0.375,0.36363636363636365,0.375,0.40594059405940597,0.5,0.3611111111111111,0.44360902255639095,0.5,0.40425531914893614,0.5,0.5,0.5238095238095238,0.24060150375939848,,0.06930693069306931,0.14814814814814814,0.15789473684210525,,16.371681415929203,0.4838709677419355,0.09041095890410959,0.002638522427440633,0.05555555555555555,0.019801980198019802,0.08351648351648351,0.00625,0.008620689655172414,,,0.013513513513513514,0.037037037037037035,0.05357142857142857,0.10101010101010101,0.11038961038961038,0.07936507936507936,,0.20300751879699247,0.4074074074074074,0.4782608695652174,0.6363636363636364,0.14285714285714285,0.2631578947368421,0.3125,0.41353383458646614,0.45454545454545453,0.45454545454545453,0.84,0.10526315789473684,0.5714285714285714,0.5714285714285714,1.0,0.13533834586466165,0.2222222222222222,0.2222222222222222,1.0,0.23076923076923078,0.6666666666666666,0.07692307692307693,0.2553191489361702,0.25,0.06382978723404255,0.3333333333333333,0.1702127659574468,0.375,0.44360902255639095,0.2222222222222222,0.44893834586466164,0.4621611111111111,0.42679148936170214,0.08450704225352113,0.10909090909090909,0.08441558441558442,0.42857142857142855,11.817821782178218,24.478125,0.37550607287449395,1.0,,4.0,1.0,1.0,0.02857142857142857,,0.5,1.0,2.0,1.0,11.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.15384615384615385,0.5,1.0,,,,,,,,,,,,,,,,,,,True,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,63711.0,1062,116.0,1979,1958.0,675,597.0,286.0,3937,79.0,143.0,19.0,35.0,23.0,47.0,26.0,78.0,52.0,110.0,1.0,8.0,,1.0,3.0,18.0,2.0,2.0,10.0,157.0,331.0,4.0,26.0,76.0,402.0,1928.0,25.0,51.0,2.0,10.0,60.0,43.0,94.0,2.0,11.0,38.0,130.0,200.0,114.0,9.0,32.0,14.0,2.0,33.0,1.0,41.0,23.0,64.0,10.0,13.0,22.0,15.0,151.0,19.0,56.0,32.0,111.0,159.0,78.0,237.0,43.0,27.0,16.0,37.0,4.0,20.0,32.0,6.0,17.0,1.0,69.0,12.0,19.0,48.0,123.0,14.0,105.0,13.0,,42.0,17.0,9.0,6.0,3.0,9.0,,130.0,675,18.0,0.6369426751592356,0.7092198581560284,0.75,0.15384615384615385,0.18181818181818182,0.13043478260869565,0.4743202416918429,0.49019607843137253,0.4574468085106383,0.4565826330532213,0.4716981132075472,0.4380952380952381,0.4987593052109181,0.5084745762711864,0.5,0.07282913165266107,0.038461538461538464,0.09969788519637462,0.1888111888111888,0.07692307692307693,0.05555555555555555,20.50390964378801,0.5362318840579711,0.15502793296089384,0.07702888583218707,0.1702127659574468,0.07364341085271318,0.1581858407079646,0.07614213197969544,0.07692307692307693,0.07723577235772358,0.07692307692307693,0.07926829268292683,0.06382978723404255,0.18807339449541285,0.14622641509433962,0.13636363636363635,0.17777777777777778,0.1509433962264151,0.4005602240896359,0.5524475524475524,0.6810344827586207,0.5822784810126582,0.2184873949579832,0.3333333333333333,0.3611111111111111,0.3081232492997199,0.4727272727272727,0.4727272727272727,0.8461538461538461,0.022408963585434174,0.125,0.125,1.0,0.05042016806722689,0.16666666666666666,0.17647058823529413,0.6666666666666666,0.660377358490566,0.5428571428571428,0.03773584905660377,0.44761904761904764,0.48936170212765956,0.009523809523809525,,0.09523809523809523,0.2,0.4733893557422969,0.14285714285714285,0.472110593220339,0.4998074468085105,0.47953627450980385,0.10880829015544041,0.11666666666666667,0.14925373134328357,0.32338308457711445,8.434441087613292,27.699999999999996,0.3410813542193027,16.0,12.0,12.0,6.0,1.0,0.2318840579710145,0.0759493670886076,0.6666666666666666,,,,4.0,6.0,,,,0.10526315789473684,,,,3.0,1.0,3.0,3.0,3.0,0.03896103896103896,0.38461538461538464,,,,,,,,,,,,True,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,136039.0,2267,504.0,4220,4167.0,1092,934.0,599.0,8387,42.0,58.0,8.0,12.0,9.0,13.0,18.0,42.0,66.0,160.0,45.0,98.0,12.0,24.0,89.0,236.0,27.0,21.0,66.0,126.0,260.0,134.0,334.0,146.0,800.0,3955.0,16.0,34.0,35.0,21.0,101.0,21.0,55.0,33.0,90.0,74.0,215.0,178.0,74.0,360.0,14.0,235.0,89.0,7.0,2.0,220.0,29.0,249.0,19.0,10.0,97.0,52.0,527.0,3.0,15.0,37.0,129.0,170.0,18.0,188.0,65.0,42.0,23.0,40.0,13.0,33.0,28.0,6.0,7.0,2.0,68.0,3.0,12.0,26.0,96.0,6.0,165.0,6.0,38.0,31.0,33.0,11.0,4.0,2.0,11.0,,215.0,1092,14.0,0.7063492063492064,0.7478991596638656,0.8955223880597015,0.40119760479041916,0.36666666666666664,0.4024024024024024,0.4846153846153846,0.47058823529411764,0.38181818181818183,0.5505050505050505,0.5797101449275363,0.4862068965517241,0.5865237366003063,0.6282051282051282,0.5726256983240223,0.5622895622895623,0.005988023952095809,0.026923076923076925,0.05172413793103448,0.023809523809523808,0.00847457627118644,14.673469387755102,0.5882352941176471,0.07738452309538092,0.009357454772301934,0.10164835164835165,0.006211180124223602,0.08173313638601674,0.00862895493767977,0.017964071856287425,0.0036363636363636364,0.007246376811594203,0.0030959752321981426,0.0125,0.06707317073170732,0.06358381502890173,0.09603658536585366,0.08148148148148149,0.1595744680851064,0.09764309764309764,0.7241379310344828,0.7636363636363637,0.7142857142857143,0.0707070707070707,0.42857142857142855,0.43902439024390244,0.26936026936026936,0.4125,0.42038216560509556,0.7575757575757576,0.16498316498316498,0.45918367346938777,0.45918367346938777,0.9555555555555556,0.39730639730639733,0.3771186440677966,0.3803418803418803,0.8651685393258427,0.17391304347826086,0.6666666666666666,0.391304347826087,0.0896551724137931,0.6923076923076923,0.16551724137931034,0.5,0.45517241379310347,0.3181818181818182,0.6599326599326599,0.37872340425531914,0.5068905564924114,0.4961018867924529,0.47582430555555555,0.054838709677419356,0.10877192982456141,0.12625,0.26875,13.66576923076923,25.1877245508982,0.25876777251184835,4.0,2.0,2.0,8.0,,0.03636363636363636,0.006230529595015576,0.7272727272727273,4.0,8.0,16.0,71.0,1.0,,,0.45714285714285713,0.25,0.11594202898550725,0.5,0.75,42.0,,1.0,,,,0.5,12.0,1.0,2.0,3.0,5.0,0.01875,0.4444444444444444,1.0,0.008955223880597015,,,True,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,1988.0,33,-1.0,60,64.0,27,26.0,7.0,124,2.0,4.0,,,2.0,4.0,1.0,1.0,1.0,4.0,,,,,2.0,4.0,,,1.0,4.0,9.0,2.0,4.0,4.0,18.0,62.0,,,,,,2.0,5.0,,1.0,2.0,6.0,6.0,2.0,6.0,,4.0,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,2.0,3.0,6.0,,6.0,,,,,,,1.0,,,,1.0,,1.0,,2.0,1.0,4.0,,,2.0,,2.0,2.0,,2.0,,6.0,27,,0.75,0.75,1.0,0.5,,0.5,0.4444444444444444,,0.4,0.5384615384615384,,0.3333333333333333,0.6,,0.42857142857142855,0.3076923076923077,,0.1111111111111111,0.25,,,23.88059701492537,,0.1,,0.25,,0.13157894736842105,,,,,,,0.09090909090909091,0.1,0.1111111111111111,0.3333333333333333,,0.3076923076923077,0.5,0.6666666666666666,0.5,0.07692307692307693,1.0,1.0,0.3076923076923077,0.25,0.25,1.0,,,,,0.3076923076923077,0.5,0.5,1.0,,,,0.6666666666666666,0.5,,,0.16666666666666666,,0.6153846153846154,0.5,0.4880538461538463,,0.5354583333333333,0.13333333333333333,0.18181818181818182,,0.3333333333333333,8.488888888888889,25.15,0.45,1.0,,,1.0,,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,105101.0,1752,494.0,3264,3204.0,805,685.0,462.0,6468,164.0,295.0,26.0,47.0,38.0,74.0,48.0,140.0,48.0,151.0,16.0,51.0,4.0,12.0,32.0,101.0,10.0,4.0,25.0,260.0,586.0,48.0,152.0,214.0,878.0,3012.0,33.0,70.0,14.0,23.0,107.0,51.0,123.0,8.0,37.0,85.0,211.0,238.0,282.0,123.0,26.0,100.0,32.0,58.0,1.0,128.0,45.0,173.0,22.0,23.0,55.0,46.0,391.0,10.0,56.0,30.0,130.0,174.0,68.0,242.0,102.0,41.0,61.0,61.0,13.0,39.0,68.0,9.0,22.0,3.0,129.0,14.0,29.0,48.0,136.0,24.0,297.0,23.0,,124.0,36.0,28.0,13.0,10.0,29.0,1.0,211.0,805,10.0,0.4576923076923077,0.4817813765182186,0.8541666666666666,0.3157894736842105,0.21621621621621623,0.31788079470198677,0.44368600682593856,0.4714285714285714,0.4146341463414634,0.44986449864498645,0.5,0.39375,0.5017142857142857,0.5459183673469388,0.4861751152073733,0.20596205962059622,0.006578947368421052,0.09897610921501707,0.12203389830508475,0.12857142857142856,0.009900990099009901,26.483777367449225,0.4728682170542636,0.10093167701863354,0.0448,0.10752688172043011,0.028011204481792718,0.1021059349074665,0.04107031736154325,0.05472636815920398,0.04929577464788732,0.030805687203791468,0.024390243902439025,0.036036036036036036,0.08152173913043478,0.0947867298578199,0.12048192771084337,0.11057692307692307,0.09859154929577464,0.3997289972899729,0.5559322033898305,0.6332046332046332,0.5121951219512195,0.1897018970189702,0.34285714285714286,0.39344262295081966,0.2046070460704607,0.31788079470198677,0.32653061224489793,0.4166666666666667,0.06910569105691057,0.3137254901960784,0.3137254901960784,0.9375,0.13685636856368563,0.31683168316831684,0.32,0.8125,0.5595238095238095,0.5531914893617021,0.11904761904761904,0.4625,0.5135135135135135,0.075,0.3333333333333333,0.15625,0.16,0.6056910569105691,0.32,0.4982407734056987,0.5163992424242424,0.49327201257861647,0.14779499404052443,0.1804949053857351,0.12186788154897495,0.24031890660592256,7.279180887372014,25.007894736842108,0.24662990196078433,14.0,22.0,12.0,17.0,1.0,0.16279069767441862,0.06043956043956044,0.5862068965517241,1.0,4.0,6.0,27.0,14.0,1.0,,0.42857142857142855,0.34615384615384615,0.047619047619047616,0.25,1.0,21.0,,1.0,2.0,,0.018691588785046728,0.3125,5.0,,,,5.0,0.026490066225165563,0.5,1.0,,1.0,,True,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,8439.0,141,-12.0,275,278.0,107,91.0,34.0,553,7.0,12.0,,,1.0,1.0,1.0,5.0,1.0,6.0,,5.0,,4.0,,3.0,2.0,,2.0,9.0,23.0,,8.0,14.0,32.0,279.0,,2.0,3.0,,,2.0,7.0,,6.0,9.0,13.0,14.0,4.0,,,3.0,,3.0,1.0,12.0,2.0,14.0,1.0,1.0,5.0,6.0,30.0,,4.0,1.0,11.0,13.0,4.0,17.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,,1.0,,3.0,,2.0,7.0,16.0,,15.0,,,2.0,6.0,1.0,,1.0,1.0,,13.0,107,3.0,0.7777777777777778,0.7777777777777778,,,,,0.391304347826087,,0.2857142857142857,0.2903225806451613,,0.15384615384615385,0.41025641025641024,,0.3611111111111111,0.25806451612903225,0.125,0.13043478260869565,0.08333333333333333,0.4,,13.015873015873016,0.6666666666666666,0.11,0.041666666666666664,0.03225806451612903,,0.0916030534351145,0.03076923076923077,,0.030303030303030304,0.08571428571428572,,,0.1,0.1,0.12,0.047619047619047616,,0.3870967741935484,0.5833333333333334,0.6363636363636364,0.7142857142857143,0.16129032258064516,0.2,0.3333333333333333,0.1935483870967742,0.16666666666666666,0.16666666666666666,1.0,0.16129032258064516,,,,0.0967741935483871,,,,,,0.4,0.07692307692307693,1.0,0.3076923076923077,,0.15384615384615385,,0.6451612903225806,,0.5082838709677419,0.437025,0.4243153846153846,0.06060606060606061,0.08,,0.40625,6.27391304347826,24.437500000000007,0.3890909090909091,1.0,,1.0,,,0.16666666666666666,,,,1.0,,1.0,,,,,,0.2,,,,,,,,,1.0,,,,,,,,,,,0.2,True,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,117651.0,1961,467.0,3629,3579.0,853,705.0,516.0,7208,140.0,262.0,50.0,82.0,31.0,54.0,182.0,485.0,102.0,249.0,,4.0,,1.0,1.0,12.0,2.0,,3.0,424.0,996.0,1.0,16.0,244.0,1095.0,3390.0,78.0,138.0,3.0,40.0,196.0,81.0,181.0,,4.0,91.0,253.0,596.0,252.0,3.0,86.0,10.0,1.0,113.0,,80.0,34.0,114.0,18.0,16.0,44.0,30.0,262.0,33.0,98.0,63.0,311.0,423.0,136.0,559.0,38.0,26.0,12.0,51.0,10.0,22.0,75.0,7.0,29.0,,126.0,13.0,28.0,89.0,172.0,37.0,315.0,23.0,,135.0,34.0,141.0,109.0,26.0,143.0,8.0,253.0,853,7.0,0.7028301886792453,0.7821522309711286,1.0,0.0625,,0.07142857142857142,0.42570281124497994,0.5652173913043478,0.44751381215469616,0.42045454545454547,0.5531914893617021,0.43783783783783786,0.4727979274611399,0.593939393939394,0.5205761316872428,0.015810276679841896,,0.11345381526104417,0.22519083969465647,0.10103092783505155,,30.462633451957295,0.40476190476190477,0.21243169398907105,0.06990014265335236,0.2032258064516129,0.08188585607940446,0.21082299887260428,0.07257617728531857,0.10817307692307693,0.049800796812749,0.05785123966942149,0.07547169811320754,0.09420289855072464,0.16404494382022472,0.24672489082969432,0.22281639928698752,0.23076923076923078,0.11842105263157894,0.25889328063241107,0.5343511450381679,0.6896551724137931,0.6214285714285714,0.4792490118577075,0.3752577319587629,0.41743119266055045,0.24604743083003952,0.40963855421686746,0.4180327868852459,0.8529411764705882,0.003952569169960474,,,,0.011857707509881422,0.08333333333333333,0.08333333333333333,1.0,0.5815602836879432,0.6097560975609756,0.014184397163120567,0.2918918918918919,0.5740740740740741,0.005405405405405406,,0.016216216216216217,,0.274703557312253,0.1,0.4309366699702676,0.5014951754385966,0.4293560109289617,0.1201067615658363,0.12184115523465704,0.17899543378995433,0.2310502283105023,8.949096385542171,32.675,0.2350509782309176,49.0,12.0,8.0,93.0,4.0,0.5632183908045977,0.02564102564102564,0.6503496503496503,,1.0,,6.0,12.0,2.0,1.0,,0.2,0.0070921985815602835,,,,,2.0,5.0,10.0,0.04424778761061947,0.6813186813186813,,,,,6.0,0.020080321285140562,,,,1.0,,True,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,90118.0,1502,475.0,2771,2765.0,547,437.0,405.0,5536,140.0,218.0,40.0,81.0,15.0,28.0,9.0,27.0,12.0,42.0,,,,,,3.0,,,3.0,161.0,287.0,,3.0,80.0,402.0,2523.0,43.0,91.0,,20.0,106.0,16.0,35.0,,3.0,20.0,52.0,240.0,82.0,,64.0,3.0,,35.0,,35.0,18.0,53.0,11.0,7.0,18.0,8.0,124.0,43.0,145.0,33.0,238.0,280.0,194.0,474.0,50.0,27.0,23.0,20.0,1.0,13.0,22.0,,7.0,1.0,42.0,11.0,9.0,62.0,143.0,10.0,119.0,18.0,,56.0,13.0,20.0,14.0,6.0,20.0,1.0,52.0,547,13.0,0.7453416149068323,0.9302325581395349,,,,,0.5609756097560976,0.4725274725274725,0.45714285714285713,0.5551724137931034,0.4725274725274725,0.42105263157894735,0.5894428152492669,0.5096153846153846,0.48148148148148145,0.010344827586206896,,0.12195121951219512,0.13761467889908258,0.14814814814814814,,11.844961240310077,0.47619047619047616,0.20588235294117646,0.13666352497643733,0.14864864864864866,0.14381270903010032,0.19666182873730043,0.13823529411764707,0.13897280966767372,0.12154696132596685,0.14945652173913043,0.10294117647058823,0.23157894736842105,0.22865853658536586,0.20491803278688525,0.19047619047619047,0.13496932515337423,0.1864406779661017,0.7517241379310344,0.6422018348623854,0.7446808510638298,0.7428571428571429,0.09310344827586207,0.3333333333333333,0.391304347826087,0.14482758620689656,0.2857142857142857,0.2926829268292683,0.9166666666666666,,,,,0.010344827586206896,,,,0.8901098901098901,0.49382716049382713,,0.7368421052631579,0.5357142857142857,,,0.07894736842105263,,0.7620689655172413,,0.5466558620689655,0.5563278481012658,0.5316868421052632,0.17073170731707318,0.1723076923076923,0.263681592039801,0.12935323383084577,3.9954703832752605,28.366666666666664,0.1974016600505233,9.0,6.0,21.0,12.0,6.0,0.16071428571428573,0.06451612903225806,0.6,,,,9.0,1.0,,,,0.2,,,,,,,6.0,1.0,0.06818181818181818,0.5555555555555556,,1.0,,,,0.023809523809523808,,,,,,True,
