EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,ThreePtAssists,Arc3Assists,Corner3Assists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,OffArc3ReboundPct,SecondChanceTurnovers,ShortMidRangePctBlocked,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BlockedCorner3,SecondChanceAtRimPctAssisted,3SecondViolations,on,StepOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
1499,1610612739,Tony Battie,Tony Battie,1499,CLE,5981.0,100,-48,187,188,41.0,69.0,30.0,375,6.0,7.0,2.0,2.0,2.0,2.0,2.0,8.0,4.0,9.0,3.0,3.0,12.0,24.0,3.0,4.0,28.0,201,2.0,3.0,2.0,6.0,2.0,5.0,3.0,2.0,6.0,16.0,8.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,4.0,18.0,1.0,23.0,6.0,29.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,12.0,16.0,2.0,1.0,5.0,1.0,3.0,7.0,6.0,1.0,7.0,3.0,1.0,6.0,41.0,1.0,0.6666666666666666,0.8,0.5,0.6666666666666666,0.4,0.4444444444444444,0.6666666666666666,0.25,0.4827586206896552,0.75,0.3333333333333333,0.1111111111111111,0.041666666666666664,0.14285714285714285,15.384615384615385,0.4,0.125,0.4,0.23376623376623376,0.02247191011235955,0.2857142857142857,0.15384615384615385,0.24175824175824176,0.0392156862745098,0.047619047619047616,0.4,0.19047619047619047,0.25,0.25,0.2727272727272727,0.3333333333333333,0.42857142857142855,0.25925925925925924,0.8571428571428571,1.0,0.6666666666666666,0.2962962962962963,0.25,0.25,0.5,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.75,0.1111111111111111,0.6666666666666666,1.0,0.25,1.0,0.375,0.37037037037037035,0.440098076923077,0.47890000000000005,0.4707785714285714,0.10344827586206896,0.11538461538461539,0.21428571428571427,0.21428571428571427,9.558333333333334,30.366666666666664,0.2192513368983957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1563,1610612739,Kevin Ollie,Kevin Ollie,1563,CLE,11924.0,199,-65,377,379,129.0,137.0,50.0,756,8.0,15.0,,1.0,4.0,6.0,2.0,7.0,2.0,12.0,2.0,,12.0,34.0,2.0,18.0,42.0,367,,1.0,4.0,4.0,4.0,11.0,,10.0,18.0,16.0,8.0,,,2.0,3.0,18.0,26.0,5.0,,13.0,60.0,,5.0,,7.0,16.0,1.0,24.0,5.0,29.0,6.0,4.0,7.0,3.0,5.0,9.0,16.0,4.0,14.0,,2.0,20.0,1.0,5.0,1.0,,1.0,2.0,2.0,,18.0,129.0,2.0,0.6666666666666666,0.6666666666666666,0.35294117647058826,,0.36363636363636365,0.3333333333333333,,0.36363636363636365,0.45555555555555555,0.5,0.5294117647058824,0.05555555555555555,0.08823529411764706,0.2,14.055299539170507,0.4375,0.05555555555555555,,0.1032258064516129,0.029940119760479042,0.2,,0.12105263157894737,0.02512562814070352,0.013513513513513514,,0.06818181818181818,0.11320754716981132,0.1206896551724138,0.16,0.3,1.0,0.4166666666666667,0.5333333333333333,0.6666666666666666,0.625,0.19444444444444445,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.05555555555555555,0.5,,0.5454545454545454,0.6666666666666666,,0.4722222222222222,0.5057236111111111,0.4739,0.5369727272727274,0.125,0.13157894736842105,0.09523809523809523,0.42857142857142855,8.011764705882353,25.05,0.3421750663129973,1.0,1.0,8.0,5.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,0.044444444444444446,0.041666666666666664,0.047619047619047616,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1924,1610612739,Lee Nailon,Lee Nailon,1924,CLE,2387.0,40,-31,81,79,21.0,55.0,11.0,160,2.0,6.0,1.0,4.0,,1.0,3.0,8.0,1.0,7.0,,,6.0,21.0,,3.0,15.0,84,1.0,6.0,,2.0,1.0,4.0,,1.0,3.0,6.0,6.0,2.0,,,1.0,1.0,1.0,1.0,,,2.0,1.0,8.0,,,2.0,2.0,4.0,9.0,13.0,1.0,,2.0,,1.0,1.0,3.0,1.0,2.0,,,5.0,1.0,2.0,,,,,,,3.0,21.0,1.0,0.5,0.6,0.2857142857142857,0.16666666666666666,0.25,0.2857142857142857,0.16666666666666666,0.25,0.32608695652173914,0.16666666666666666,0.3,,0.047619047619047616,0.16666666666666666,27.659574468085108,0.6666666666666666,0.5,,0.05555555555555555,0.21052631578947367,,0.25,0.047619047619047616,0.21428571428571427,0.17647058823529413,,0.125,,,,,,0.2857142857142857,0.3333333333333333,0.4,0.5,0.38095238095238093,0.375,0.375,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.14285714285714285,,,0.6666666666666666,0.25,0.25,,,0.2857142857142857,0.4212619047619047,0.4923333333333333,0.39159999999999995,0.09090909090909091,0.09090909090909091,0.13333333333333333,0.2,8.97142857142857,,0.25925925925925924,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,0.14285714285714285,0.2857142857142857,0.07692307692307693,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2205,1610612739,DeSagana Diop,DeSagana Diop,2205,CLE,9187.0,153,-48,298,302,71.0,111.0,45.0,600,5.0,8.0,4.0,7.0,1.0,2.0,3.0,12.0,5.0,19.0,,,13.0,39.0,,1.0,27.0,295,5.0,11.0,,10.0,5.0,13.0,,,10.0,16.0,10.0,8.0,,,1.0,10.0,10.0,5.0,3.0,2.0,20.0,2.0,15.0,,6.0,27.0,2.0,35.0,17.0,52.0,3.0,3.0,8.0,,6.0,4.0,12.0,14.0,30.0,5.0,3.0,3.0,1.0,2.0,7.0,6.0,1.0,7.0,5.0,,10.0,71.0,4.0,0.6153846153846154,0.8888888888888888,0.3333333333333333,0.45454545454545453,0.38461538461538464,0.3333333333333333,0.45454545454545453,0.38461538461538464,0.3375,0.45454545454545453,0.38461538461538464,,0.02564102564102564,,14.772727272727273,0.6666666666666666,0.2,,0.23275862068965517,0.1171875,0.1935483870967742,0.05714285714285714,0.22448979591836735,0.10429447852760736,0.1694915254237288,0.2857142857142857,0.24324324324324326,0.2564102564102564,0.2,0.2,0.18181818181818182,0.7142857142857143,0.20512820512820512,0.625,0.625,0.2,0.3076923076923077,0.25,0.2727272727272727,1.0,0.48717948717948717,0.2631578947368421,0.2631578947368421,0.8,,0.6363636363636364,0.5714285714285714,0.15384615384615385,0.5,,0.20512820512820512,0.4222230769230769,0.5233,0.3819230769230769,0.05,0.05,0.37037037037037035,0.37037037037037035,11.276923076923078,,0.23825503355704697,,,,,,1.0,,,2.0,,4.0,,,,,,0.08571428571428572,0.058823529411764705,0.04,,,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2574,1610612739,Jason Kapono,Jason Kapono,2574,CLE,25390.0,423,-60,824,820,234.0,279.0,111.0,1644,9.0,15.0,4.0,6.0,1.0,2.0,1.0,16.0,21.0,54.0,24.0,9.0,31.0,85.0,44.0,20.0,145.0,819,5.0,12.0,3.0,16.0,6.0,16.0,14.0,6.0,42.0,50.0,12.0,6.0,,24.0,4.0,13.0,14.0,5.0,2.0,6.0,29.0,5.0,14.0,,6.0,30.0,,36.0,19.0,55.0,13.0,9.0,12.0,2.0,7.0,9.0,21.0,15.0,41.0,2.0,4.0,24.0,1.0,10.0,2.0,1.0,,2.0,,,42.0,234.0,10.0,0.8064516129032258,0.8928571428571429,0.36470588235294116,0.4166666666666667,0.375,0.4844961240310077,0.43333333333333335,0.6,0.5107142857142857,0.4411764705882353,0.6176470588235294,0.34108527131782945,0.047058823529411764,0.13333333333333333,16.858638743455497,0.5714285714285714,,,0.09433962264150944,0.041791044776119404,0.07407407407407407,0.06666666666666667,0.09022556390977443,0.046341463414634146,0.03496503496503497,,0.07,0.16346153846153846,0.05263157894736842,0.06896551724137931,0.08695652173913043,,0.11627906976744186,0.6,0.6923076923076923,0.5555555555555556,0.12403100775193798,0.0625,0.06666666666666667,,0.4186046511627907,0.3888888888888889,0.39622641509433965,0.9523809523809523,0.18604651162790697,0.4,0.6666666666666666,0.06666666666666667,0.5,0.3,0.4573643410852713,0.47946054687499995,0.5376375,0.4802862068965517,0.07246376811594203,0.10638297872340426,0.1103448275862069,0.2896551724137931,13.512941176470587,24.556818181818183,0.28398058252427183,2.0,3.0,1.0,1.0,,6.0,4.0,3.0,5.0,,6.0,2.0,2.0,,,,0.034482758620689655,0.05714285714285714,0.0821917808219178,0.13333333333333333,0.08620689655172414,4.0,0.0625,8.0,20.0,1.0,3.0,5.0,13.0,1.0,5.0,21.0,1.0,8.0,57.0,6.0,13.0,1.0,0.9047619047619048,0.4772727272727273,0.3333333333333333,0.5714285714285714,0.4772727272727273,0.018518518518518517,0.15503875968992248,0.4,0.4,1.0,0.5416666666666666,0.5416666666666666,0.8461538461538461,0.06666666666666667,0.5,1.0,0.16666666666666666,0.6,0.5555555555555556,0.5416666666666666,,,,True,,,,,,,,,,,,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,3497.0,58,4,114,111,31.0,32.0,20.0,225,3.0,6.0,3.0,5.0,2.0,2.0,,2.0,3.0,7.0,,,6.0,15.0,,,12.0,118,3.0,8.0,,6.0,2.0,3.0,,,4.0,6.0,6.0,6.0,,,1.0,4.0,4.0,1.0,1.0,2.0,8.0,2.0,6.0,,1.0,2.0,,3.0,8.0,11.0,1.0,,2.0,,2.0,,2.0,2.0,3.0,,,,,,2.0,2.0,,2.0,1.0,,4.0,31.0,1.0,0.5,1.0,0.4,0.375,0.6666666666666666,0.4,0.375,0.6666666666666666,0.4,0.375,0.6666666666666666,,0.06666666666666667,0.16666666666666666,11.805555555555555,1.0,,,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.15384615384615385,0.06666666666666667,0.11940298507462686,0.045454545454545456,0.3333333333333333,,0.0625,0.16666666666666666,0.14285714285714285,,0.5,0.4,0.5,0.6,,0.13333333333333333,,,,0.4666666666666667,0.42857142857142855,0.42857142857142855,1.0,,0.625,0.6,0.6666666666666666,1.0,,0.4,0.44348000000000004,0.5226000000000001,0.4147666666666667,,,0.5,0.3333333333333333,10.180000000000001,,0.2719298245614035,,,,,,,1.0,,,,1.0,,,,,,0.23529411764705882,0.06666666666666667,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2032,1610612739,Darius Miles,Darius Miles,2032,CLE,8833.0,147,-21,282,286,81.0,72.0,30.0,568,12.0,17.0,2.0,5.0,3.0,3.0,9.0,21.0,3.0,10.0,5.0,,24.0,48.0,5.0,8.0,59.0,279,3.0,7.0,1.0,7.0,4.0,9.0,,4.0,12.0,24.0,24.0,6.0,,5.0,3.0,16.0,16.0,7.0,3.0,6.0,32.0,2.0,6.0,,6.0,8.0,1.0,15.0,8.0,23.0,5.0,2.0,8.0,,5.0,1.0,9.0,4.0,8.0,,,19.0,1.0,9.0,4.0,3.0,1.0,4.0,2.0,,12.0,81.0,2.0,0.5,0.5714285714285714,0.5,0.42857142857142855,0.4444444444444444,0.4811320754716981,0.375,0.4444444444444444,0.47580645161290325,0.35,0.5,0.09433962264150944,0.0625,0.058823529411764705,22.53968253968254,0.8888888888888888,0.25,,0.07547169811320754,0.0594059405940594,0.17142857142857143,0.06451612903225806,0.09929078014184398,0.06060606060606061,0.06382978723404255,,0.02857142857142857,0.08823529411764706,0.10810810810810811,0.25,,0.5,0.32075471698113206,0.7058823529411765,0.75,0.6666666666666666,0.39622641509433965,0.42857142857142855,0.47368421052631576,0.2222222222222222,0.18867924528301888,0.3,0.3,0.6666666666666666,0.09433962264150944,0.625,0.4,0.3333333333333333,1.0,,0.41509433962264153,0.4635056603773584,0.5216857142857143,0.40984444444444446,0.14754098360655737,0.16071428571428573,0.11864406779661017,0.2033898305084746,7.939583333333332,25.380000000000003,0.2872340425531915,1.0,1.0,,,,1.0,3.0,,3.0,1.0,1.0,,1.0,,,,0.047619047619047616,0.06060606060606061,0.04,0.125,0.07692307692307693,,0.09523809523809523,,,,,,1.0,,,1.0,,,3.0,,1.0,,1.0,0.2,,,0.2,,,,,,0.2,0.2,1.0,,,,,,,0.2,,,,True,,,,,,,,,,,,
2402,1610612739,Dajuan Wagner,Dajuan Wagner,2402,CLE,7807.0,130,-56,262,264,75.0,113.0,38.0,526,6.0,18.0,,1.0,1.0,3.0,8.0,14.0,2.0,9.0,10.0,4.0,16.0,41.0,11.0,6.0,44.0,253,,2.0,3.0,3.0,4.0,9.0,5.0,3.0,14.0,12.0,20.0,,,10.0,6.0,6.0,8.0,1.0,2.0,3.0,18.0,,,,4.0,6.0,,10.0,,10.0,7.0,2.0,5.0,,3.0,3.0,8.0,12.0,18.0,,2.0,9.0,1.0,5.0,1.0,,1.0,2.0,1.0,,14.0,75.0,2.0,0.375,0.375,0.3902439024390244,,0.4444444444444444,0.36538461538461536,,0.39285714285714285,0.39285714285714285,0.25,0.4375,0.21153846153846154,0.14634146341463414,0.2777777777777778,20.846905537459286,0.625,,,0.05714285714285714,,0.14285714285714285,,0.07518796992481203,,,,0.0625,0.02631578947368421,0.08571428571428572,0.15,0.125,0.5,0.34615384615384615,0.3333333333333333,0.46153846153846156,0.5,0.2692307692307692,0.5714285714285714,0.6153846153846154,0.125,0.17307692307692307,0.2222222222222222,0.2222222222222222,1.0,0.19230769230769232,0.25,,0.21428571428571427,0.3333333333333333,0.2857142857142857,0.5576923076923077,0.49967115384615385,0.5208,0.48119642857142864,0.08928571428571429,0.1111111111111111,0.06818181818181818,0.3181818181818182,7.695121951219513,25.099999999999998,0.2862595419847328,2.0,2.0,2.0,1.0,1.0,,5.0,,2.0,1.0,1.0,,,1.0,,,,,,0.5,,,0.07142857142857142,,1.0,,,1.0,2.0,,1.0,2.0,,1.0,6.0,,2.0,,1.0,0.18181818181818182,,0.2,0.18181818181818182,,0.019230769230769232,,,,0.2,0.2,1.0,,,,0.07142857142857142,,0.25,0.2,1.0,,,True,,,,,,,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,15335.0,256,-7,508,501,135.0,165.0,58.0,1009,26.0,41.0,6.0,9.0,8.0,13.0,9.0,23.0,9.0,37.0,21.0,9.0,44.0,101.0,23.0,36.0,136.0,514,6.0,12.0,1.0,13.0,11.0,27.0,9.0,9.0,34.0,32.0,56.0,10.0,,21.0,6.0,29.0,37.0,12.0,4.0,13.0,82.0,1.0,9.0,,5.0,24.0,3.0,32.0,10.0,42.0,12.0,8.0,16.0,2.0,10.0,14.0,30.0,1.0,14.0,,3.0,44.0,4.0,20.0,7.0,1.0,5.0,7.0,3.0,,34.0,135.0,4.0,0.36363636363636365,0.41025641025641024,0.43564356435643564,0.5,0.4074074074074074,0.4032258064516129,0.5,0.3472222222222222,0.4722222222222222,0.5416666666666666,0.40476190476190477,0.18548387096774194,0.0594059405940594,0.12195121951219512,30.313588850174217,0.5333333333333333,0.17647058823529413,,0.13636363636363635,0.04864864864864865,0.08771929824561403,0.02127659574468085,0.12446351931330472,0.04310344827586207,0.024691358024691357,,0.09836065573770492,0.16071428571428573,0.15254237288135594,0.1282051282051282,,0.42857142857142855,0.33064516129032256,0.6341463414634146,0.7222222222222222,0.38461538461538464,0.18548387096774194,0.391304347826087,0.4090909090909091,0.2222222222222222,0.29838709677419356,0.24324324324324326,0.24324324324324326,0.4444444444444444,0.1693548387096774,0.75,0.6666666666666666,0.3611111111111111,0.6153846153846154,0.25,0.5161290322580645,0.47329758064516125,0.49627499999999997,0.4565138888888889,0.14285714285714285,0.17094017094017094,0.09558823529411764,0.25,9.246534653465346,25.469565217391303,0.265748031496063,,,8.0,4.0,4.0,3.0,4.0,1.0,6.0,5.0,7.0,,4.0,,,,0.09302325581395349,0.04918032786885246,0.046153846153846156,,0.02702702702702703,3.0,0.043478260869565216,,2.0,,,,4.0,,1.0,4.0,,1.0,6.0,6.0,4.0,1.0,0.5,0.17391304347826086,,0.1111111111111111,0.17391304347826086,,0.016129032258064516,,,,0.19047619047619047,0.19047619047619047,0.5,,,,,,0.1111111111111111,0.19047619047619047,,,,True,,,,,,,,,,,,
2208,1610612739,Kedrick Brown,Kedrick Brown,2208,CLE,446.0,7,-2,17,16,4.0,2.0,2.0,33,,,,,,,,2.0,2.0,3.0,,,2.0,5.0,1.0,,4.0,15,,1.0,,,,2.0,,,,2.0,2.0,,,,,,,,,,,1.0,,,,2.0,,2.0,1.0,3.0,,,,,,1.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,4.0,,0.5,0.5,0.4,,,0.3333333333333333,,,0.3333333333333333,,,0.16666666666666666,,,36.8421052631579,,,,0.2857142857142857,,,0.3333333333333333,0.2857142857142857,0.14285714285714285,,,,0.5,0.25,,,,,,,,0.3333333333333333,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,,,,,,,0.16666666666666666,0.40679166666666666,,0.34435,,,,,14.14,22.8,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
