EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,FTOffRebounds,Travels,SecondChanceTurnovers,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls
1088,1610612738,Chucky Atkins,Chucky Atkins,1088,BOS,47706.0,795,37,1541,1536,516,388,177,3077,29.0,59.0,1.0,2.0,8.0,18.0,6.0,21.0,30.0,58.0,8.0,22.0,1.0,3.0,10.0,31.0,89.0,3.0,4.0,12.0,36.0,65.0,138,39.0,111.0,42.0,289.0,1579,2.0,6.0,3.0,5.0,1.0,14.0,19.0,45.0,15.0,46.0,28.0,111.0,32.0,98.0,90.0,27.0,2.0,87.0,31.0,10.0,2.0,102.0,26.0,128.0,21.0,5.0,59.0,9.0,34.0,282.0,1.0,2.0,16.0,24.0,2.0,42.0,3.0,45.0,2.0,26.0,14.0,12.0,29.0,7.0,23.0,15.0,4.0,6.0,44.0,17.0,9.0,42.0,1.0,3.0,54.0,3.0,1.0,12.0,16.0,1.0,1.0,1.0,2.0,111.0,516,9.0,0.2461538461538461,0.2461538461538461,0.7692307692307693,0.3513513513513513,0.6,0.3260869565217391,0.3577981651376147,0.4710144927536231,0.3333333333333333,0.4222222222222222,0.4959839357429719,0.5909090909090909,0.456043956043956,0.5255474452554745,0.6363636363636364,0.5091743119266054,0.4457831325301205,0.018018018018018,0.072463768115942,0.1525423728813559,0.0476190476190476,0.0224719101123595,18.28637147786084,0.6590909090909091,0.0465116279069767,0.0424778761061946,0.0042283298097251,0.08,0.004524886877828,0.0522875816993464,0.0043227665706051,0.0093457943925233,0.0051282051282051,0.0163934426229508,0.0449438202247191,0.0272108843537414,0.05,0.0942028985507246,0.0483870967741935,0.015625,0.2369477911646586,0.4915254237288136,0.58,0.3103448275862069,0.0843373493975903,0.2857142857142857,0.3,0.2329317269076305,0.5172413793103449,0.5172413793103449,0.2333333333333333,0.0883534136546184,0.3636363636363636,0.3636363636363636,0.875,0.357429718875502,0.348314606741573,0.3563218390804598,0.7419354838709677,0.1818181818181818,0.5,1.0,0.0909090909090909,0.3636363636363636,0.75,1.0,0.1978021978021978,0.4444444444444444,0.1098901098901098,0.3,0.3956043956043956,0.3333333333333333,0.6827309236947792,0.3563218390804598,0.5290052845528456,0.5167954545454546,0.5086392045454545,0.0465116279069767,0.0816326530612244,0.0484429065743944,0.3840830449826989,9.49927536231884,25.618018018018024,0.3348475016223232,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,39382.0,656,24,1275,1263,394,280,150,2538,72.0,104.0,20.0,34.0,24.0,34.0,22.0,50.0,14.0,34.0,,,,,,,,,,,,108.0,188,,,52.0,268.0,1310,23.0,46.0,,,11.0,57.0,30.0,49.0,,,17.0,77.0,156.0,60.0,,,,,,9.0,,9.0,7.0,16.0,6.0,1.0,7.0,,2.0,39.0,20.0,48.0,31.0,100.0,15.0,146.0,70.0,216.0,4.0,26.0,20.0,6.0,25.0,,10.0,21.0,4.0,15.0,46.0,7.0,30.0,56.0,8.0,8.0,70.0,8.0,,35.0,4.0,29.0,,30.0,1.0,77.0,394,2.0,0.7222222222222222,0.8571428571428571,,,,,,0.574468085106383,0.5,0.6122448979591837,0.574468085106383,0.5,0.6122448979591837,0.6118721461187214,0.5588235294117647,0.6416666666666667,,,0.0478723404255319,0.0673076923076923,0.04,,18.364518364518364,0.5434782608695652,0.4411764705882353,0.2083333333333333,0.1182266009852216,0.2026143790849673,0.1136363636363636,0.2069510268562401,0.1168384879725085,0.1368421052631579,0.0838323353293413,0.1555555555555555,0.18,0.2295081967213114,0.2163461538461538,0.1886792452830188,0.2340425531914893,0.056338028169014,0.5531914893617021,0.6923076923076923,0.7422680412371134,0.6805555555555556,0.2659574468085106,0.44,0.4583333333333333,0.1808510638297872,0.4117647058823529,0.4117647058823529,0.9285714285714286,,,,,,,,,0.7391304347826086,0.5882352941176471,0.05,,,,,0.6938775510204082,0.7058823529411765,,,,,0.5531914893617021,,0.4977744680851064,0.5503594594594594,0.5321816326530613,0.1627906976744186,0.1627906976744186,0.2126865671641791,0.2873134328358209,5.98404255319149,,0.3090196078431372,34.0,2.0,1.0,5.0,1.0,1.0,20.0,9.0,18.0,1.0,5.0,0.0476190476190476,0.1458333333333333,0.099236641221374,0.6,0.7272727272727273,,,,,,,,,True,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,41448.0,691,49,1341,1327,455,333,151,2668,51.0,102.0,9.0,15.0,12.0,27.0,24.0,43.0,44.0,117.0,1.0,9.0,1.0,,1.0,16.0,58.0,1.0,7.0,8.0,22.0,119.0,262,17.0,67.0,118.0,407.0,1364,16.0,26.0,1.0,8.0,16.0,51.0,38.0,74.0,8.0,23.0,62.0,162.0,102.0,136.0,45.0,6.0,,58.0,16.0,19.0,,45.0,37.0,82.0,25.0,12.0,29.0,7.0,9.0,201.0,3.0,16.0,22.0,70.0,4.0,96.0,19.0,115.0,9.0,25.0,11.0,14.0,30.0,8.0,18.0,25.0,5.0,12.0,55.0,17.0,23.0,50.0,2.0,7.0,155.0,14.0,10.0,58.0,20.0,11.0,,11.0,1.0,162.0,455,9.0,0.4285714285714285,0.4594594594594595,0.8823529411764706,0.2537313432835821,0.125,0.3478260869565217,0.2537313432835821,0.4541984732824427,0.6153846153846154,0.5135135135135135,0.439209726443769,0.5147058823529411,0.5154639175257731,0.5114213197969543,0.6071428571428571,0.6052631578947368,0.2036474164133738,,0.0725190839694656,0.1568627450980392,0.0697674418604651,,29.71542025148908,0.5454545454545454,0.1025641025641025,0.1419878296146044,0.0385542168674698,0.1286549707602339,0.0157894736842105,0.1385542168674698,0.0314049586776859,,0.0112994350282485,0.02,0.0844155844155844,0.1653543307086614,0.1698113207547169,0.1538461538461538,0.074074074074074,0.0520231213872832,0.3100303951367781,0.5,0.5930232558139535,0.392156862745098,0.1306990881458966,0.5581395348837209,0.6,0.3556231003039514,0.376068376068376,0.376068376068376,0.5681818181818182,0.0273556231003039,0.1111111111111111,0.1111111111111111,1.0,0.1762917933130699,0.2758620689655172,0.2758620689655172,0.875,0.4411764705882353,0.6,,0.0294117647058823,0.2058823529411764,0.1428571428571428,1.0,0.2783505154639175,0.4444444444444444,0.0103092783505154,,0.2268041237113402,0.3636363636363636,0.513677811550152,0.2758620689655172,0.4864352134146339,0.5056339285714285,0.4717567708333334,0.1577540106951871,0.1895424836601307,0.1253071253071253,0.398034398034398,10.228244274809162,25.240298507462683,0.3392990305741983,16.0,,4.0,3.0,,,9.0,2.0,8.0,2.0,,,0.0933333333333333,0.0142857142857142,0.7272727272727273,0.25,1.0,1.0,0.0147058823529411,,,,,,True,,,
1729,1610612738,Ricky Davis,Ricky Davis,1729,BOS,25652.0,428,50,853,859,390,317,93,1712,45.0,54.0,7.0,7.0,21.0,22.0,7.0,22.0,23.0,55.0,5.0,16.0,2.0,3.0,7.0,4.0,10.0,,,1.0,5.0,75.0,131,9.0,26.0,30.0,207.0,887,10.0,12.0,,2.0,,20.0,34.0,55.0,4.0,12.0,16.0,96.0,68.0,82.0,24.0,3.0,1.0,9.0,4.0,7.0,,22.0,18.0,40.0,9.0,9.0,10.0,3.0,9.0,98.0,2.0,7.0,18.0,29.0,3.0,50.0,10.0,60.0,4.0,19.0,12.0,7.0,20.0,1.0,12.0,9.0,1.0,8.0,29.0,15.0,14.0,36.0,1.0,4.0,43.0,5.0,,16.0,8.0,4.0,1.0,4.0,,96.0,390,6.0,0.4533333333333333,0.4927536231884058,0.8888888888888888,0.3461538461538461,,0.3333333333333333,0.36,0.5725190839694656,0.8333333333333334,0.6181818181818182,0.5636942675159236,0.7142857142857143,0.5970149253731343,0.5880681818181818,0.7142857142857143,0.6233766233766234,0.1656050955414012,,0.0534351145038167,0.1111111111111111,0.0454545454545454,,21.39874739039666,0.6896551724137931,0.1363636363636363,0.098976109215017,0.0292887029288702,0.1417322834645669,0.0169491525423728,0.1119047619047619,0.0252100840336134,0.0222222222222222,0.03125,0.0263157894736842,0.0686274509803921,0.0972222222222222,0.1260504201680672,0.1538461538461538,0.1111111111111111,0.0625,0.3439490445859872,0.8333333333333334,0.9375,0.4666666666666667,0.1401273885350318,0.3181818181818182,0.3333333333333333,0.3503184713375796,0.4181818181818181,0.4181818181818181,0.4782608695652174,0.1019108280254777,0.3125,0.3125,1.0,0.0636942675159235,0.4,0.4,0.75,0.5,1.0,0.1428571428571428,0.1428571428571428,,,,0.3283582089552239,0.9545454545454546,0.1044776119402985,0.4285714285714285,0.0746268656716417,0.2,0.5095541401273885,0.4444444444444444,0.5136637820512819,0.519045,0.5083621212121212,0.0952380952380952,0.1126760563380281,0.0966183574879227,0.463768115942029,9.830534351145037,25.611538461538466,0.4572098475967174,12.0,1.0,2.0,1.0,,,2.0,1.0,3.0,,,0.0256410256410256,0.0306122448979591,0.0125,0.75,0.2857142857142857,1.0,,,,,,,,True,,,
1908,1610612738,Jumaine Jones,Jumaine Jones,1908,BOS,2353.0,39,-11,77,81,36,35,12,158,,2.0,,1.0,,2.0,2.0,2.0,,1.0,,1.0,,,,3.0,6.0,1.0,1.0,1.0,3.0,2.0,5,3.0,7.0,,13.0,84,,1.0,1.0,1.0,,3.0,1.0,4.0,1.0,3.0,,5.0,4.0,,9.0,,1.0,5.0,3.0,1.0,,,,,,,,,,,1.0,1.0,,5.0,,5.0,2.0,7.0,,3.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,2.0,6.0,1.0,,,,,,,1.0,,1.0,,5.0,36,2.0,1.0,1.0,1.0,0.4285714285714285,1.0,0.3333333333333333,0.5,0.4,,0.25,0.5416666666666666,0.75,0.3571428571428571,0.5416666666666666,0.75,0.3571428571428571,0.5833333333333334,,0.2,0.5,,,14.606741573033707,1.0,,0.1923076923076923,0.0384615384615384,,0.1111111111111111,0.1282051282051282,0.0571428571428571,0.1666666666666666,,0.3333333333333333,0.3333333333333333,0.25,,,,,0.1666666666666666,,,,0.1666666666666666,1.0,1.0,0.0833333333333333,,,,0.0833333333333333,,,,0.5,0.5,0.5,1.0,0.5,,,,0.5,1.0,1.0,0.2857142857142857,,,,0.4285714285714285,0.3333333333333333,0.75,0.6,0.5081909090909091,0.527325,0.5102166666666667,,,0.2307692307692307,0.3846153846153846,8.3,27.171428571428567,0.4675324675324675,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,True,,,
2036,1610612738,Chris Mihm,Chris Mihm,2036,BOS,9032.0,151,4,290,294,129,96,34,584,16.0,25.0,6.0,10.0,6.0,10.0,2.0,6.0,,2.0,,,,,,,,,,,,18.0,33,,,15.0,51.0,303,6.0,11.0,,,4.0,16.0,6.0,11.0,,,4.0,16.0,18.0,18.0,,,,,,9.0,,1.0,,1.0,,,1.0,,,2.0,7.0,9.0,4.0,21.0,2.0,27.0,17.0,44.0,2.0,4.0,3.0,1.0,7.0,,2.0,7.0,1.0,5.0,14.0,5.0,13.0,24.0,,3.0,18.0,2.0,,9.0,1.0,6.0,,6.0,2.0,16.0,129,4.0,0.5,0.75,,,,,,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6219512195121951,0.6153846153846154,0.6153846153846154,,,0.2727272727272727,0.24,0.5,,16.666666666666668,0.5,0.2,0.2079207920792079,0.108433734939759,0.0909090909090909,0.1458333333333333,0.1724137931034483,0.1221374045801526,,0.1081081081081081,0.2,0.2333333333333333,0.21875,0.1794871794871795,0.0967741935483871,0.0769230769230769,0.3333333333333333,0.7575757575757576,0.64,0.8421052631578947,0.5,0.1818181818181818,0.3333333333333333,0.6666666666666666,0.0606060606060606,,,,,,,,,,,,0.9090909090909092,0.6,,,,,,0.9090909090909092,0.6,,,,,0.7575757575757576,,0.5451212121212121,0.6017142857142856,0.5850909090909091,0.225,0.225,0.3137254901960784,0.3137254901960784,3.145454545454546,,0.4448275862068965,12.0,1.0,2.0,1.0,,,5.0,1.0,3.0,,1.0,0.1111111111111111,0.1470588235294117,0.1212121212121212,0.5,0.5,,,,,,,,,True,,,
2412,1610612738,Jiri Welsch,Jiri Welsch,2412,BOS,30201.0,503,15,958,951,252,186,113,1909,24.0,36.0,2.0,3.0,7.0,11.0,3.0,19.0,22.0,46.0,3.0,15.0,,1.0,3.0,9.0,25.0,1.0,1.0,1.0,9.0,49.0,101,12.0,40.0,26.0,160.0,979,3.0,6.0,1.0,1.0,4.0,13.0,14.0,27.0,2.0,12.0,9.0,43.0,42.0,56.0,27.0,9.0,1.0,24.0,9.0,8.0,,27.0,8.0,35.0,7.0,1.0,12.0,8.0,7.0,78.0,5.0,8.0,16.0,41.0,2.0,59.0,13.0,72.0,3.0,16.0,8.0,8.0,19.0,2.0,11.0,10.0,3.0,8.0,29.0,12.0,25.0,45.0,3.0,2.0,33.0,1.0,,12.0,5.0,2.0,1.0,2.0,,43.0,252,3.0,0.4285714285714285,0.4375,0.75,0.3,1.0,0.1666666666666666,0.3076923076923077,0.4851485148514851,0.5,0.5185185185185185,0.475177304964539,0.6428571428571429,0.4358974358974359,0.5095541401273885,0.65,0.4886363636363636,0.2836879432624113,,0.0792079207920792,0.1388888888888889,0.1052631578947368,,17.174515235457065,0.6551724137931034,0.074074074074074,0.1120218579234972,0.0265780730897009,0.1403508771929824,0.036231884057971,0.11875,0.0296127562642369,0.0365853658536585,0.0161290322580645,0.0277777777777777,0.0982142857142857,0.099009900990099,0.130718954248366,0.1733333333333333,0.0769230769230769,0.0422535211267605,0.2553191489361702,0.6666666666666666,0.7741935483870968,0.5416666666666666,0.1347517730496454,0.1578947368421052,0.1764705882352941,0.3262411347517731,0.4782608695652174,0.4888888888888889,0.3636363636363636,0.1063829787234042,0.2,0.2,1.0,0.1773049645390071,0.36,0.36,0.6666666666666666,0.4285714285714285,0.6666666666666666,0.5,,0.1428571428571428,1.0,1.0,0.282051282051282,0.6363636363636364,0.0769230769230769,0.3333333333333333,0.2307692307692307,0.1111111111111111,0.5390070921985816,0.375,0.4963593525179855,0.4137666666666666,0.5008078947368421,0.0789473684210526,0.1071428571428571,0.08125,0.26875,10.723762376237625,25.5275,0.2630480167014614,2.0,,,2.0,,,1.0,,1.0,,,,0.031578947368421,0.0392156862745098,0.5,,1.0,,,0.0217391304347826,,,,,True,,,
2556,1610612738,Marcus Banks,Marcus Banks,2556,BOS,841.0,14,-7,27,28,14,22,2,55,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,3,,,2.0,4.0,28,,,,,,,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,2.0,2.0,,,,,1.0,1.0,,1.0,,1.0,4.0,,,2.0,,,,1.0,,,,,2.0,14,,,,,,,,,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.5,,0.5,,,,,,,17.24137931034483,,,,,0.25,,0.0909090909090909,,,,,,,,0.25,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,0.3333333333333333,,0.4235333333333333,,0.46535,,,,0.5,7.033333333333334,,0.5185185185185185,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2599,1610612738,Brandon Hunter,Brandon Hunter,2599,BOS,13725.0,229,-20,432,434,140,68,57,866,24.0,44.0,11.0,15.0,7.0,13.0,3.0,9.0,1.0,4.0,,,,,,,2.0,,,,2.0,28.0,57,,2.0,12.0,68.0,433,12.0,16.0,,,5.0,29.0,8.0,16.0,,2.0,6.0,22.0,24.0,32.0,,,2.0,,,10.0,,9.0,1.0,10.0,1.0,,5.0,1.0,3.0,21.0,5.0,20.0,4.0,30.0,3.0,37.0,26.0,63.0,2.0,6.0,3.0,3.0,9.0,1.0,4.0,3.0,1.0,5.0,12.0,1.0,14.0,23.0,2.0,1.0,28.0,6.0,,14.0,3.0,,,,2.0,22.0,140,3.0,0.4285714285714285,0.6,,,,,,0.4912280701754385,0.75,0.5,0.4745762711864407,0.75,0.4444444444444444,0.4857142857142857,0.6904761904761905,0.44,0.0338983050847457,,0.175438596491228,0.1590909090909091,0.3333333333333333,,16.46586345381526,0.75,0.3,0.1818181818181818,0.1219512195121951,0.0714285714285714,0.0961538461538461,0.1538461538461538,0.1157407407407407,0.125,0.1388888888888889,0.1538461538461538,0.1707317073170731,0.1777777777777777,0.189873417721519,0.0769230769230769,0.0588235294117647,0.1052631578947368,0.7457627118644068,0.5454545454545454,0.6486486486486487,0.4583333333333333,0.1525423728813559,0.3333333333333333,0.5,0.0677966101694915,0.25,0.25,,,,,,0.0338983050847457,,,,0.9375,0.7333333333333333,0.0909090909090909,,,,,0.7222222222222222,0.5384615384615384,,,0.1111111111111111,,0.7796610169491526,,0.530259649122807,0.5566066666666666,0.54786875,0.208955223880597,0.2153846153846154,0.4264705882352941,0.3235294117647059,3.110526315789474,42.150000000000006,0.324074074074074,16.0,1.0,,1.0,,,,,,,,0.0434782608695652,0.0961538461538461,0.0769230769230769,,0.3333333333333333,,,,,,,,,True,,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,27818.0,464,40,898,896,251,213,94,1794,10.0,14.0,2.0,2.0,3.0,3.0,1.0,6.0,4.0,16.0,13.0,28.0,1.0,3.0,5.0,22.0,66.0,3.0,6.0,3.0,13.0,15.0,36,35.0,94.0,14.0,149.0,916,2.0,3.0,4.0,7.0,2.0,18.0,5.0,9.0,6.0,18.0,8.0,36.0,18.0,12.0,105.0,,,66.0,22.0,4.0,1.0,17.0,3.0,20.0,2.0,1.0,13.0,1.0,3.0,43.0,3.0,4.0,6.0,30.0,2.0,38.0,7.0,45.0,,16.0,11.0,5.0,12.0,1.0,5.0,5.0,,7.0,17.0,5.0,26.0,38.0,,2.0,20.0,2.0,,6.0,5.0,3.0,1.0,3.0,1.0,36.0,251,,0.6,0.6428571428571429,1.0,0.3723404255319149,0.5714285714285714,0.3333333333333333,0.3723404255319149,0.4166666666666667,0.6666666666666666,0.5555555555555556,0.5192307692307693,0.8,0.5185185185185185,0.5359712230215827,0.75,0.5454545454545454,0.7230769230769231,0.0106382978723404,0.1111111111111111,0.1428571428571428,0.1666666666666666,,15.6,0.7058823529411765,0.0769230769230769,0.0923076923076923,0.0163934426229508,0.0512820512820512,0.0204081632653061,0.0814479638009049,0.0179028132992327,0.0181818181818181,,,0.1,0.141025641025641,0.0583941605839416,0.037037037037037,0.0833333333333333,,0.1076923076923077,0.7142857142857143,0.8333333333333334,0.5,0.0461538461538461,0.1666666666666666,0.2,0.123076923076923,0.25,0.2666666666666666,0.75,0.2153846153846154,0.4642857142857143,0.4814814814814814,1.0,0.5076923076923077,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,,0.1,0.6,0.5,1.0,0.1111111111111111,1.0,0.1851851851851851,0.6,0.4814814814814814,0.2307692307692307,0.8307692307692308,0.3333333333333333,0.5420784615384617,0.5718714285714286,0.5419685185185186,0.044776119402985,0.15,0.1208053691275167,0.2416107382550335,9.869444444444444,24.70212765957447,0.2795100222717149,2.0,,1.0,3.0,,,2.0,,2.0,,,,0.0309278350515463,0.0288461538461538,0.6666666666666666,1.0,,,,0.0625,1.0,0.0357142857142857,1.0,1.0,True,,,
