EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeAssists,SelfOReb,SecondChanceTurnovers,Blocked3s,BlockedArc3,AtRimPctBlocked,SelfORebPct,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,DefensiveGoaltends,PenaltyFg3Pct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,ThreePtShootingFoulsDrawn,BlockedCorner3,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,15231.0,254.0,-7,463,463,156,178,50.0,926,19.0,27.0,3.0,3.0,6.0,7.0,13.0,31.0,11.0,33.0,43.0,91.0,26.0,112.0,450,4.0,7.0,2.0,10.0,10.0,20.0,11.0,31.0,50.0,36.0,4.0,2.0,10.0,1.0,11.0,1.0,8.0,2.0,23.0,2.0,9.0,9.0,26.0,3.0,38.0,11.0,49.0,1.0,1.0,10.0,6.0,5.0,4.0,2.0,15.0,8.0,16.0,27.0,3.0,2.0,32.0,2.0,15.0,2.0,7.0,5.0,1.0,1.0,7.0,5.0,1.0,1.0,31.0,156,3.0,0.5813953488372093,0.6097560975609756,0.4725274725274725,0.5714285714285714,0.5,0.4725274725274725,0.5714285714285714,0.5,0.5283018867924528,0.625,0.5740740740740741,0.02197802197802198,0.06451612903225806,23.26923076923077,0.6666666666666666,0.125,0.14606741573033707,0.06293706293706294,0.16363636363636364,0.038461538461538464,0.15021459227467812,0.05641025641025641,0.023255813953488372,0.08333333333333333,0.078125,0.02857142857142857,0.058823529411764705,0.1,0.18,0.14772727272727273,0.1590909090909091,0.18181818181818182,0.7142857142857143,0.2967032967032967,0.7037037037037037,0.7037037037037037,0.7368421052631579,0.34065934065934067,0.41935483870967744,0.4482758620689655,0.15384615384615385,0.3626373626373626,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.42857142857142855,1.0,0.3333333333333333,0.35,0.8571428571428571,0.2967032967032967,0.43377582417582417,0.44878,0.424625,0.14423076923076922,0.14423076923076922,0.08928571428571429,0.2767857142857143,9.562637362637362,0.3369330453563715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,6691.0,112.0,-28,202,202,39,88,30.0,404,11.0,16.0,2.0,2.0,1.0,2.0,3.0,9.0,1.0,2.0,15.0,27.0,5.0,35.0,204,3.0,6.0,,6.0,1.0,4.0,1.0,3.0,26.0,4.0,4.0,2.0,5.0,,5.0,,4.0,,10.0,5.0,5.0,8.0,17.0,,25.0,10.0,35.0,4.0,4.0,4.0,3.0,1.0,1.0,,5.0,2.0,4.0,10.0,,1.0,12.0,,5.0,1.0,4.0,2.0,,2.0,5.0,,,,3.0,39,1.0,0.8666666666666667,1.0,0.5555555555555556,0.5,0.25,0.5555555555555556,0.5,0.25,0.5303030303030303,0.42857142857142855,0.3,0.07407407407407407,0.1111111111111111,16.45021645021645,0.8,,0.2073170731707317,0.0641025641025641,0.4444444444444444,0.29411764705882354,0.25,0.10526315789473684,0.07407407407407407,0.07407407407407407,0.041666666666666664,0.35714285714285715,,0.1,0.22727272727272727,0.25,0.46153846153846156,0.4,,0.5925925925925926,0.6875,0.7333333333333333,0.8181818181818182,0.3333333333333333,0.3333333333333333,0.375,1.0,0.07407407407407407,0.5,0.5,1.0,0.3333333333333333,1.0,,0.5,0.5,0.5925925925925926,0.478825925925926,0.4093,0.474675,0.15625,0.15625,0.17142857142857143,0.08571428571428572,4.018518518518518,0.19306930693069307,1.0,1.0,2.0,1.0,1.0,0.0625,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,14191.0,237.0,11,432,427,93,161,60.0,859,7.0,15.0,1.0,1.0,,2.0,4.0,11.0,11.0,27.0,22.0,53.0,27.0,98.0,412,3.0,6.0,,9.0,2.0,10.0,5.0,9.0,12.0,32.0,,4.0,14.0,3.0,17.0,3.0,8.0,2.0,37.0,,,4.0,18.0,,22.0,,22.0,11.0,7.0,5.0,2.0,9.0,3.0,,14.0,2.0,5.0,16.0,1.0,2.0,32.0,,13.0,1.0,1.0,,,1.0,1.0,1.0,,,9.0,93,2.0,0.2727272727272727,0.2727272727272727,0.41509433962264153,0.5,0.2,0.461038961038961,0.5,0.14285714285714285,0.521978021978022,0.5,0.25,0.07547169811320754,0.09090909090909091,21.126760563380284,0.35714285714285715,,0.10465116279069768,,0.1,,0.10377358490566038,,,,,,,0.044444444444444446,0.020833333333333332,0.189873417721519,0.1111111111111111,0.07692307692307693,1.0,0.19480519480519481,0.4666666666666667,0.5833333333333334,,0.14285714285714285,0.36363636363636365,0.4,0.25,0.35064935064935066,0.4074074074074074,0.4074074074074074,0.45454545454545453,0.1111111111111111,1.0,,0.14285714285714285,,0.5064935064935064,0.4604296052631578,0.41428750000000003,0.4015115384615384,0.14444444444444443,0.19696969696969696,0.09183673469387756,0.09183673469387756,11.20754716981132,0.2152777777777778,4.0,,,,,0.2,,1.0,3.0,8.0,21.0,1.0,3.0,4.0,9.0,24.0,1.0,3.0,4.0,21.0,6.0,1.0,20.0,8.0,4.0,5.0,1.0,4.0,0.7777777777777778,0.375,0.3333333333333333,0.391304347826087,0.3116883116883117,0.03896103896103896,0.3333333333333333,0.3333333333333333,1.0,0.2727272727272727,0.38095238095238093,0.38095238095238093,0.75,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.4,26.266666666666662,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,14170.0,236.0,-11,436,437,136,216,61.0,873,16.0,31.0,3.0,3.0,4.0,5.0,3.0,8.0,15.0,28.0,34.0,67.0,24.0,107.0,445,4.0,6.0,1.0,9.0,9.0,12.0,15.0,36.0,18.0,50.0,2.0,4.0,30.0,9.0,39.0,7.0,15.0,5.0,87.0,2.0,4.0,5.0,16.0,,21.0,6.0,27.0,11.0,6.0,16.0,8.0,10.0,8.0,1.0,26.0,11.0,2.0,18.0,1.0,3.0,28.0,1.0,7.0,7.0,5.0,3.0,1.0,1.0,6.0,3.0,,1.0,36.0,136,7.0,0.2647058823529412,0.2727272727272727,0.5074626865671642,0.6666666666666666,0.75,0.44623655913978494,0.4444444444444444,0.4772727272727273,0.5,0.45,0.5806451612903226,0.05970149253731343,,26.294820717131476,0.6153846153846154,,0.1,0.028985507246376812,0.11363636363636363,0.03773584905660377,0.10294117647058823,0.031413612565445025,0.0392156862745098,0.05,,0.029411764705882353,0.05263157894736842,0.08888888888888889,,0.15789473684210525,0.12121212121212122,0.09090909090909091,0.5,0.3333333333333333,0.5161290322580645,0.5925925925925926,0.375,0.08602150537634409,0.375,0.375,,0.3010752688172043,0.5357142857142857,0.5357142857142857,0.2,0.3333333333333333,1.0,0.6666666666666666,0.22727272727272727,0.8,0.6129032258064516,0.4851886363636364,0.4772166666666667,0.47459722222222234,0.0707070707070707,0.0958904109589041,0.08411214953271028,0.3364485981308411,8.92238805970149,0.3119266055045872,10.0,,1.0,1.0,1.0,0.12903225806451613,,,3.0,5.0,23.0,,2.0,9.0,5.0,26.0,,3.0,10.0,3.0,12.0,5.0,18.0,5.0,5.0,4.0,1.0,1.0,0.2,0.19230769230769232,,0.23809523809523808,0.27956989247311825,0.03225806451612903,,,,0.24731182795698925,0.21739130434782608,0.21739130434782608,0.2,0.2222222222222222,,,0.4090909090909091,0.2777777777777778,30.89230769230769,1.0,1.0,1.0,1.0,2.0,2.0,0.1,0.1111111111111111,0.045454545454545456,0.1111111111111111,,,,,,,,,,,,,True,,,,,,
2411,1610612745,Bostjan Nachbar,Bostjan Nachbar,2411,HOU,30441.0,507.0,25,940,936,315,380,120.0,1876,20.0,38.0,5.0,7.0,5.0,9.0,1.0,8.0,3.0,23.0,24.0,69.0,21.0,138.0,920,5.0,9.0,2.0,15.0,6.0,16.0,7.0,43.0,26.0,22.0,4.0,8.0,17.0,13.0,30.0,11.0,6.0,4.0,73.0,1.0,7.0,7.0,43.0,12.0,62.0,8.0,70.0,14.0,9.0,13.0,9.0,10.0,4.0,,23.0,6.0,27.0,72.0,5.0,2.0,29.0,1.0,12.0,3.0,14.0,6.0,3.0,5.0,14.0,9.0,,,43.0,315,12.0,0.5416666666666666,0.5909090909090909,0.34782608695652173,0.5555555555555556,0.375,0.4431818181818182,0.4642857142857143,0.6,0.4726027397260274,0.5,0.6142857142857143,0.11594202898550725,0.125,15.809167446211413,0.5652173913043478,0.2857142857142857,0.1184573002754821,0.023972602739726026,0.07216494845360824,0.009259259259259259,0.10869565217391304,0.02,0.03,0.011111111111111112,0.029411764705882353,0.012987012987012988,,0.1,0.1588785046728972,0.10240963855421686,0.05405405405405406,0.13043478260869565,0.6428571428571429,0.2878787878787879,0.5263157894736842,0.625,0.55,0.06060606060606061,0.125,0.14285714285714285,,0.17424242424242425,0.13043478260869565,0.13636363636363635,0.6666666666666666,0.5,0.7142857142857143,0.6,0.3,0.5555555555555556,0.7651515151515151,0.5076246212121213,0.5108,0.4744283333333333,0.08391608391608392,0.15,0.10869565217391304,0.3115942028985507,7.46231884057971,0.3351063829787234,7.0,5.0,2.0,,,0.15789473684210525,0.06493506493506493,4.0,18.0,19.0,45.0,1.0,4.0,10.0,23.0,63.0,1.0,5.0,14.0,66.0,3.0,,45.0,19.0,5.0,1.0,3.0,,0.9565217391304348,0.36507936507936506,0.2,0.36507936507936506,0.4772727272727273,0.13636363636363635,0.2222222222222222,0.2222222222222222,1.0,0.3409090909090909,0.4222222222222222,0.4222222222222222,0.9473684210526315,0.2857142857142857,0.25,1.0,0.3333333333333333,0.4222222222222222,25.04126984126985,1.0,4.0,7.0,8.0,2.0,,0.5714285714285714,0.07142857142857142,0.13333333333333333,0.7,1.0,3.0,0.043478260869565216,0.25,,,,,,,,,True,,,,,,
983,1610612745,Moochie Norris,Moochie Norris,983,HOU,7957.0,133.0,-5,237,235,74,65,30.0,472,4.0,8.0,,,1.0,3.0,,2.0,1.0,6.0,5.0,16.0,3.0,22.0,230,,1.0,,,1.0,6.0,1.0,3.0,4.0,6.0,,3.0,12.0,6.0,18.0,6.0,6.0,2.0,42.0,,,3.0,7.0,,10.0,,10.0,2.0,1.0,6.0,3.0,5.0,3.0,2.0,11.0,3.0,3.0,5.0,,,3.0,1.0,1.0,1.0,,,,,,,,,3.0,74,,0.4,0.4,0.3125,,0.16666666666666666,0.41304347826086957,,0.125,0.4583333333333333,,0.1875,0.1875,,13.059701492537313,0.5454545454545454,,0.07446808510638298,,0.13043478260869565,,0.08547008547008547,,,,,,,0.05,0.07142857142857142,0.08695652173913043,,0.42857142857142855,,0.34782608695652173,0.5,0.8,0.25,0.08695652173913043,,,,0.2608695652173913,0.16666666666666666,0.16666666666666666,1.0,,,,0.375,0.3333333333333333,0.6521739130434783,0.5104545454545454,0.2805,0.4747642857142857,0.043478260869565216,0.0625,,0.13636363636363635,8.068750000000001,0.31223628691983124,4.0,,1.0,,,0.375,,1.0,1.0,2.0,6.0,,,2.0,3.0,7.0,,,2.0,9.0,,1.0,5.0,2.0,1.0,1.0,2.0,,1.0,0.42857142857142855,,0.5,0.30434782608695654,0.043478260869565216,1.0,1.0,1.0,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,,,,0.25,0.4,28.885714285714283,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
349,1610612745,Mark Jackson,Mark Jackson,349,HOU,6157.0,103.0,5,201,202,83,80,24.0,403,1.0,3.0,,,,1.0,3.0,6.0,1.0,1.0,5.0,10.0,15.0,37.0,205,1.0,1.0,,2.0,,2.0,8.0,14.0,2.0,8.0,,,12.0,13.0,25.0,9.0,8.0,1.0,63.0,2.0,1.0,4.0,9.0,1.0,14.0,3.0,17.0,3.0,2.0,6.0,6.0,3.0,,,9.0,5.0,1.0,5.0,,,19.0,1.0,6.0,4.0,,,,,,,,,14.0,83,1.0,0.2,0.2,0.5,1.0,,0.5,0.5,0.3,0.5967741935483871,0.5,0.4666666666666667,,,17.621145374449338,0.6666666666666666,0.1111111111111111,0.1232876712328767,0.01818181818181818,0.19047619047619047,0.07142857142857142,0.13829787234042554,0.03614457831325301,,0.06666666666666667,,0.08333333333333333,,0.0625,0.10714285714285714,0.1724137931034483,0.1875,0.2,,0.13636363636363635,0.3333333333333333,0.3333333333333333,,0.2727272727272727,0.5,0.5,,0.045454545454545456,1.0,1.0,1.0,,,,0.1,,0.6818181818181818,0.44190454545454555,0.56295,0.435935,0.2222222222222222,0.4,0.05405405405405406,0.3783783783783784,5.960000000000001,0.4129353233830846,3.0,1.0,,,,,0.09090909090909091,,,4.0,12.0,,1.0,8.0,4.0,12.0,,1.0,8.0,12.0,,,12.0,4.0,1.0,3.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.5454545454545454,,,,,0.5454545454545454,0.3333333333333333,0.3333333333333333,1.0,0.5,,,0.8,0.3333333333333333,26.566666666666663,,,2.0,2.0,4.0,,0.25,,,0.25,,,,,,,,,,,,,True,,,,,,
754,1610612745,Jim Jackson,Jim Jackson,754,HOU,11282.0,188.0,12,356,362,145,149,43.0,718,2.0,7.0,,1.0,1.0,1.0,5.0,12.0,4.0,11.0,11.0,30.0,5.0,57.0,348,,2.0,1.0,4.0,3.0,9.0,5.0,23.0,6.0,16.0,,4.0,11.0,2.0,13.0,1.0,5.0,2.0,28.0,1.0,3.0,4.0,8.0,5.0,17.0,4.0,21.0,4.0,2.0,10.0,7.0,6.0,3.0,,16.0,4.0,7.0,16.0,1.0,2.0,8.0,,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,,,23.0,145,1.0,0.2727272727272727,0.2727272727272727,0.36666666666666664,,0.3333333333333333,0.49056603773584906,0.3,0.42857142857142855,0.5,0.3,0.4583333333333333,0.13333333333333333,0.08333333333333333,17.821782178217823,0.625,0.3125,0.06015037593984962,0.02830188679245283,0.08333333333333333,0.022727272727272728,0.06629834254143646,0.02666666666666667,0.02564102564102564,0.03333333333333333,0.02702702702702703,0.03225806451612903,,0.03571428571428571,0.05128205128205128,0.07575757575757576,0.075,0.125,1.0,0.1320754716981132,0.2857142857142857,0.4,0.5,0.22641509433962265,0.4166666666666667,0.45454545454545453,,0.20754716981132076,0.36363636363636365,0.4,0.5,0.2,,,0.047619047619047616,1.0,0.5660377358490566,0.47458846153846146,0.4981625,0.46476000000000006,0.018518518518518517,0.03225806451612903,0.07017543859649122,0.40350877192982454,10.536666666666667,0.40730337078651685,4.0,1.0,4.0,,,0.2857142857142857,0.037037037037037035,5.0,13.0,5.0,10.0,1.0,2.0,6.0,10.0,23.0,1.0,3.0,12.0,30.0,,1.0,9.0,5.0,2.0,2.0,2.0,2.0,1.0,0.43478260869565216,0.3333333333333333,0.45454545454545453,0.4339622641509434,0.24528301886792453,0.38461538461538464,0.38461538461538464,1.0,0.18867924528301888,0.5,0.5,1.0,0.4,0.5,1.0,0.2857142857142857,0.5555555555555556,25.06521739130435,1.0,6.0,3.0,4.0,1.0,,0.3333333333333333,0.2,0.2857142857142857,0.5,1.0,,0.09090909090909091,0.16666666666666666,,,,,,,,,True,,,,,,
1559,1610612745,Adrian Griffin,Adrian Griffin,1559,HOU,685.0,11.0,-1,21,20,9,6,5.0,41,1.0,1.0,,,,,,,,,1.0,1.0,,2.0,23,,,,,,,,,,2.0,,,2.0,,2.0,,1.0,,4.0,,,,,,,,,2.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,9,,,,1.0,,,1.0,,,1.0,,,,,7.692307692307692,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,0.5733,,,,,,,,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,11234.0,187.0,47,354,349,137,142,51.0,703,15.0,26.0,4.0,10.0,7.0,10.0,2.0,6.0,7.0,9.0,24.0,41.0,10.0,97.0,332,6.0,14.0,1.0,19.0,11.0,18.0,9.0,52.0,32.0,16.0,6.0,6.0,3.0,5.0,8.0,4.0,1.0,1.0,21.0,5.0,10.0,5.0,23.0,5.0,33.0,16.0,49.0,5.0,3.0,7.0,4.0,1.0,3.0,,8.0,2.0,12.0,24.0,1.0,1.0,15.0,3.0,6.0,3.0,3.0,2.0,,1.0,3.0,2.0,,,52.0,137,4.0,0.6666666666666666,0.7619047619047619,0.5853658536585366,0.42857142857142855,0.6111111111111112,0.6304347826086957,0.5625,0.671875,0.6466666666666666,0.59375,0.7222222222222222,0.14634146341463414,0.3333333333333333,20.443349753694584,0.875,0.3125,0.16312056737588654,0.09803921568627451,0.15625,0.09803921568627451,0.16184971098265896,0.09803921568627451,0.08333333333333333,0.15625,0.058823529411764705,0.10810810810810811,0.07142857142857142,0.11764705882352941,0.2,0.16129032258064516,0.1111111111111111,0.4,0.6666666666666666,0.37681159420289856,0.5769230769230769,0.6818181818181818,0.6666666666666666,0.08695652173913043,0.3333333333333333,0.5,,0.13043478260869565,0.7777777777777778,0.7777777777777778,0.8571428571428571,0.625,0.4,0.5,0.3125,0.7,0.782608695652174,0.5107623188405797,0.5033583333333334,0.4915046875,0.08333333333333333,0.13636363636363635,0.1958762886597938,0.5360824742268041,5.807317073170732,0.3870056497175141,1.0,1.0,1.0,,,0.15384615384615385,0.038461538461538464,3.0,5.0,10.0,23.0,,,10.0,13.0,28.0,2.0,2.0,14.0,36.0,3.0,,23.0,10.0,2.0,,,,0.9230769230769231,0.4642857142857143,1.0,0.4642857142857143,0.4057971014492754,0.07246376811594203,0.6,0.6,0.6666666666666666,0.3333333333333333,0.43478260869565216,0.43478260869565216,1.0,,,,0.3125,0.43478260869565216,25.310714285714287,2.0,4.0,4.0,7.0,1.0,1.0,0.5,0.125,0.125,0.4,3.0,,,0.75,2.0,1.0,0.07692307692307693,1.0,1.0,,,,True,,,,,,
