EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,Loose Ball Fouls,Offensive Fouls,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,Travels,DefensiveGoaltends,DefCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,SelfOReb,ThreePtShootingFoulsDrawn,Corner3PctBlocked,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,SecondChanceTurnovers,LongMidRangePctBlocked,3SecondViolations,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,on,BlockedArc3,OffensiveGoaltends
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,6845.0,114,25,232,227,92,109,21,459,11,13,7.0,8,2.0,3,5.0,9.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,6.0,18,25,2.0,10.0,13.0,55,231,1.0,1,1.0,1.0,5,10.0,12,2.0,7.0,5.0,31.0,18.0,18,3.0,3.0,9.0,2.0,2.0,14.0,13.0,27.0,8.0,5.0,8.0,1.0,5.0,67.0,1.0,2.0,9,11,1,12,7.0,6.0,1.0,4.0,1.0,1.0,3.0,3.0,7.0,3.0,4.0,6,1.0,19.0,1.0,2.0,4.0,5.0,31.0,92,1.0,0.5,0.5,0.5,0.2,1.0,0.2857142857142857,0.2,0.72,1.0,0.8333333333333334,0.6,1.25,0.6842105263157895,0.6162790697674418,1.25,0.6739130434782609,0.2857142857142857,0.08,0.15384615384615385,19.762845849802375,0.5714285714285714,0.13043478260869565,0.017241379310344827,0.07142857142857142,0.1134020618556701,0.009900990099009901,0.05263157894736842,0.08333333333333333,0.22727272727272727,0.08695652173913043,0.09090909090909091,0.37142857142857144,0.8461538461538461,1.0,0.5454545454545454,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.5,0.2571428571428571,0.5555555555555556,0.5555555555555556,0.4,0.02857142857142857,0.2571428571428571,0.2222222222222222,0.2222222222222222,0.5,0.5,1.0,1.0,0.42105263157894735,0.875,0.05263157894736842,0.3157894736842105,0.3333333333333333,0.6571428571428571,0.2222222222222222,0.5411823529411766,0.472075,0.5740722222222223,0.10526315789473684,0.14285714285714285,0.09090909090909091,0.5636363636363636,7.768,26.02,0.39655172413793105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1738,1610612760,Ansu Sesay,Ansu Sesay,1738,SEA,9365.0,156,55,306,306,113,108,34,612,11,18,5.0,7,4.0,9,4.0,17.0,2.0,1.0,1.0,3.0,,,1.0,3.0,19,44,2.0,5.0,10.0,54,279,2.0,5,,,6,8.0,17,2.0,4.0,3.0,25.0,20.0,18,6.0,,3.0,1.0,3.0,3.0,5.0,8.0,2.0,3.0,2.0,1.0,,21.0,6.0,5.0,11,19,10,29,7.0,4.0,3.0,1.0,1.0,,3.0,1.0,4.0,,10.0,15,,14.0,2.0,,7.0,1.0,25.0,113,1.0,0.5263157894736842,0.5555555555555556,1.0,0.4,,0.5,0.4,0.4318181818181818,0.4,0.47058823529411764,0.4489795918367347,0.4,0.5238095238095238,0.4909090909090909,0.5,0.5208333333333334,0.10204081632653061,0.06818181818181818,0.1111111111111111,17.151162790697676,0.25,0.10784313725490197,0.06741573033707865,0.1388888888888889,0.11594202898550725,0.06569343065693431,0.03571428571428571,0.06666666666666667,0.14814814814814814,0.1111111111111111,0.1724137931034483,0.3673469387755102,0.6111111111111112,0.6875,0.45454545454545453,0.1836734693877551,0.4444444444444444,0.5,0.25,0.3469387755102041,0.23529411764705882,0.23529411764705882,1.0,0.04081632653061224,0.061224489795918366,0.3333333333333333,0.5,1.0,,,,0.3333333333333333,0.7142857142857143,0.047619047619047616,0.14285714285714285,0.3333333333333333,0.46938775510204084,0.3333333333333333,0.47267959183673464,0.44557499999999994,0.5051738095238095,0.12962962962962962,0.14285714285714285,0.1111111111111111,0.46296296296296297,9.229545454545454,24.380000000000003,0.369281045751634,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,9.0,1.0,4.0,1.0,1.0,4.0,10.0,7.0,0.2,0.1111111111111111,0.3333333333333333,0.6,0.07692307692307693,0.0625,0.15,0.04878048780487805,0.075,0.7,0.5,0.5,1.0,0.6,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
1744,1610612760,Jerome James,Jerome James,1744,SEA,2871.0,48,17,90,87,20,26,9,177,4,10,,3,2.0,7,,,,,,,,,,,6,17,,,,12,74,1.0,2,,,2,,4,,,,,8.0,4,,,,,4.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,2.0,2.0,7,9,3,12,2.0,1.0,1.0,1.0,,1.0,3.0,,4.0,2.0,2.0,7,,2.0,2.0,,2.0,,,20,1.0,0.6666666666666666,0.6666666666666666,,,,,,0.35294117647058826,0.5,,0.35294117647058826,0.5,,0.35294117647058826,0.5,,,0.23529411764705882,0.3,21.21212121212121,0.25,0.2,0.058823529411764705,0.18181818181818182,0.1956521739130435,0.06382978723404255,,0.25,0.09090909090909091,0.25,0.125,0.5882352941176471,0.4,0.5714285714285714,0.75,0.4117647058823529,0.2857142857142857,0.3333333333333333,0.5,,,,,,,,,,,,,0.75,,,,,0.5882352941176471,,0.46112352941176477,0.4057,0.4396,0.11764705882352941,0.11764705882352941,0.16666666666666666,,4.594117647058824,,0.2222222222222222,,,,,,,,1.0,,,1.0,2.0,3.0,,1.0,,,2.0,3.0,3.0,,0.14285714285714285,,,,0.07692307692307693,0.0625,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,True,,
2499,1610612760,Richie Frahm,Richie Frahm,2499,SEA,27514.0,459,77,917,910,320,391,91,1827,17,23,7.0,9,1.0,4,11.0,20.0,36.0,8.0,17.0,56.0,2.0,7.0,5.0,21.0,29,47,34.0,92.0,23.0,183,921,3.0,6,5.0,12.0,22,8.0,13,9.0,29.0,14.0,57.0,50.0,8,99.0,3.0,55.0,17.0,5.0,15.0,9.0,24.0,7.0,2.0,7.0,1.0,7.0,57.0,7.0,18.0,24,44,12,56,16.0,9.0,7.0,5.0,,3.0,2.0,2.0,7.0,1.0,22.0,50,,26.0,2.0,5.0,6.0,4.0,57.0,320,7.0,0.8620689655172413,0.9259259259259259,0.9705882352941176,0.3695652173913043,0.4166666666666667,0.3103448275862069,0.37362637362637363,0.6170212765957447,0.5,0.6153846153846154,0.5755395683453237,0.5833333333333334,0.5119047619047619,0.6047297297297297,0.5833333333333334,0.5729166666666666,0.6618705035971223,0.10638297872340426,0.17391304347826086,15.255905511811024,0.7142857142857143,0.08,0.028225806451612902,0.1651376146788991,0.10268948655256724,0.02457002457002457,0.05263157894736842,0.044444444444444446,0.13043478260869565,0.06779661016949153,0.1839080459770115,0.16546762589928057,0.7391304347826086,0.8947368421052632,0.8235294117647058,0.02877697841726619,0.25,0.3333333333333333,1.0,0.14388489208633093,0.55,0.55,0.9090909090909091,0.2589928057553957,0.4028776978417266,0.30357142857142855,0.3090909090909091,1.0,0.3888888888888889,0.2857142857142857,1.0,0.21428571428571427,0.7777777777777778,0.19047619047619047,0.5,0.23809523809523808,0.8273381294964028,0.3090909090909091,0.5261751824817519,0.47630357142857144,0.52045375,0.04861111111111111,0.11764705882352941,0.12021857923497267,0.3114754098360656,8.882978723404253,24.901086956521734,0.3489640130861505,3.0,3.0,17.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,,4.0,,1.0,,1.0,2.0,4.0,2.0,0.03260869565217391,0.25,0.017857142857142856,0.08333333333333333,0.0625,0.018867924528301886,,0.02912621359223301,0.017241379310344827,0.5,0.4722222222222222,0.5,0.9411764705882353,0.16666666666666666,1.0,0.3333333333333333,0.5,,1.0,0.09090909090909091,3.0,5.0,1.0,1.0,1.0,0.05555555555555555,0.023255813953488372,0.015384615384615385,0.2777777777777778,0.6,0.6666666666666666,0.010752688172043012,,,,,,,True,,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,16851.0,281,56,556,549,206,227,62,1105,19,31,9.0,13,3.0,12,15.0,37.0,5.0,2.0,6.0,20.0,,1.0,,5.0,37,80,8.0,25.0,31.0,129,547,3.0,7,,1.0,7,12.0,21,,7.0,22.0,46.0,32.0,42,18.0,6.0,20.0,6.0,6.0,26.0,17.0,43.0,8.0,9.0,17.0,2.0,7.0,103.0,4.0,3.0,15,18,6,24,19.0,8.0,11.0,17.0,5.0,13.0,8.0,4.0,25.0,6.0,9.0,20,,38.0,1.0,2.0,8.0,9.0,46.0,206,5.0,0.43243243243243246,0.4444444444444444,0.75,0.32,,,0.32,0.4625,0.42857142857142855,0.5714285714285714,0.4666666666666667,0.375,0.42857142857142855,0.5245901639344263,0.3888888888888889,0.575,0.23809523809523808,0.075,0.12903225806451613,23.482428115015974,0.68,0.08522727272727272,0.025806451612903226,0.05357142857142857,0.07758620689655173,0.023622047244094488,0.045454545454545456,0.11538461538461539,0.05357142857142857,0.08823529411764706,0.0625,0.29523809523809524,0.6129032258064516,0.7037037037037037,0.42105263157894735,0.11428571428571428,0.25,0.2727272727272727,0.6666666666666666,0.3523809523809524,0.40540540540540543,0.4166666666666667,0.4,0.047619047619047616,0.19047619047619047,0.3,0.3,0.6666666666666666,0.125,,,0.4642857142857143,0.6923076923076923,0.07142857142857142,0.17857142857142858,,0.5333333333333333,0.3,0.47914190476190466,0.49589,0.4870375,0.07964601769911504,0.09195402298850575,0.05426356589147287,0.35658914728682173,9.98875,24.468000000000007,0.37050359712230213,1.0,3.0,2.0,,1.0,2.0,,2.0,,,1.0,1.0,,,,,,,,,,0.08333333333333333,,,,0.020202020202020204,,0.029411764705882353,,,0.4,0.4,1.0,0.375,0.3333333333333333,,,,,,,,,3.0,1.0,,0.07142857142857142,0.05555555555555555,,,,0.038461538461538464,1.0,2.0,0.02702702702702703,,,,True,,
1916,1610612760,Calvin Booth,Calvin Booth,1916,SEA,8432.0,141,2,274,276,93,94,24,550,10,12,4.0,4,4.0,9,5.0,7.0,,,,,,,,,19,28,,,12.0,50,289,3.0,3,,,8,7.0,10,,,9.0,23.0,32.0,6,,,,,4.0,1.0,1.0,2.0,1.0,,,1.0,,5.0,5.0,5.0,16,21,8,29,1.0,,1.0,3.0,,1.0,7.0,2.0,10.0,1.0,4.0,16,,13.0,3.0,,8.0,,23.0,93,,0.8421052631578947,1.0,,,,,,0.6785714285714286,1.0,0.7,0.6785714285714286,1.0,0.7,0.7575757575757576,1.0,0.8214285714285714,,0.14285714285714285,0.16666666666666666,14.144736842105264,0.3,0.16494845360824742,0.06944444444444445,0.16129032258064516,0.1640625,0.06504065040650407,0.1,0.30434782608695654,0.17142857142857143,0.07692307692307693,0.13043478260869565,0.42857142857142855,0.8333333333333334,1.0,0.7,0.32142857142857145,0.4444444444444444,0.5714285714285714,1.0,0.25,0.7142857142857143,0.7142857142857143,1.0,,,,,,,,,0.4,1.0,,,,0.42857142857142855,,0.4543892857142858,0.5514,0.47957,0.24242424242424243,0.24242424242424243,0.16,0.46,6.796428571428572,,0.33941605839416056,3.0,3.0,,,2.0,6.0,,3.0,,,4.0,3.0,12.0,1.0,4.0,1.0,,8.0,13.0,11.0,,0.2222222222222222,,,,0.058823529411764705,,0.0967741935483871,0.07692307692307693,0.8461538461538461,,,,1.0,1.0,,,,,0.25,,,,,,,,,,,,,,1.0,,1.0,,,True,,
2436,1610612760,Flip Murray,Flip Murray,2436,SEA,16657.0,278,10,559,557,211,257,50,1116,28,45,10.0,14,12.0,25,16.0,41.0,15.0,9.0,11.0,33.0,,2.0,3.0,17.0,56,111,18.0,48.0,27.0,193,578,3.0,7,,3.0,12,19.0,33,8.0,26.0,6.0,68.0,36.0,76,48.0,6.0,31.0,11.0,11.0,30.0,5.0,35.0,2.0,3.0,20.0,4.0,6.0,75.0,3.0,4.0,15,19,3,22,15.0,8.0,7.0,11.0,3.0,6.0,11.0,5.0,22.0,4.0,7.0,27,,33.0,6.0,,15.0,3.0,68.0,211,10.0,0.32142857142857145,0.32142857142857145,0.8888888888888888,0.375,,0.3076923076923077,0.391304347826087,0.5045045045045045,0.42857142857142855,0.5757575757575758,0.5220125786163522,0.3,0.5254237288135594,0.561046511627907,0.5,0.53125,0.3018867924528302,0.0990990990990991,0.2,31.596091205211728,0.5,0.08241758241758242,0.019736842105263157,0.057971014492753624,0.07569721115537849,0.012448132780082987,0.04878048780487805,0.05454545454545454,0.05555555555555555,0.1232876712328767,0.019230769230769232,0.2830188679245283,0.6222222222222222,0.7777777777777778,0.25,0.15723270440251572,0.48,0.48,0.3333333333333333,0.2578616352201258,0.3902439024390244,0.41025641025641024,0.4375,0.09433962264150944,0.20754716981132076,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.2,,,0.23728813559322035,0.7142857142857143,0.15254237288135594,0.288135593220339,0.17647058823529413,0.5849056603773585,0.3548387096774194,0.4764436305732483,0.49754499999999996,0.4673131578947368,0.09467455621301775,0.125,0.06217616580310881,0.35233160621761656,8.981981981981985,26.570833333333336,0.3774597495527728,2.0,4.0,7.0,5.0,6.0,,,,,,1.0,4.0,5.0,,3.0,,1.0,1.0,5.0,2.0,,,,,,,0.024390243902439025,,,0.4,0.4666666666666667,0.4666666666666667,1.0,0.4,0.5,0.5,0.5555555555555556,2.0,,0.17647058823529413,,1.0,2.0,,1.0,,,,0.1,,,0.02040816326530612,,2.0,0.04878048780487805,,,,True,,
699,1610612760,Brent Barry,Brent Barry,699,SEA,6515.0,109,12,222,221,80,98,20,443,3,8,2.0,5,2.0,2,,,3.0,1.0,6.0,16.0,1.0,3.0,1.0,5.0,5,10,7.0,19.0,6.0,37,237,1.0,2,2.0,4.0,10,3.0,6,1.0,6.0,4.0,13.0,4.0,6,18.0,3.0,16.0,6.0,2.0,14.0,9.0,23.0,4.0,5.0,7.0,2.0,5.0,55.0,,3.0,14,18,2,20,2.0,2.0,,7.0,2.0,5.0,3.0,2.0,10.0,1.0,4.0,9,,6.0,,,1.0,2.0,13.0,80,1.0,0.4,0.4,0.8571428571428571,0.3684210526315789,0.5,0.16666666666666666,0.3684210526315789,0.5,0.5,0.5,0.5344827586206896,0.6666666666666666,0.375,0.578125,0.7142857142857143,0.4642857142857143,0.6551724137931034,0.2,0.25,17.355371900826448,0.7,0.175,,0.1111111111111111,0.1588785046728972,0.020202020202020204,,0.14285714285714285,0.125,0.22857142857142856,0.1,0.27586206896551724,0.375,0.5,0.6666666666666666,0.06896551724137931,1.0,1.0,,,,,,0.10344827586206896,0.5517241379310345,0.375,0.375,0.8333333333333334,0.5,0.3333333333333333,1.0,0.4166666666666667,0.4,0.08333333333333333,0.4166666666666667,0.2,0.9310344827586207,0.375,0.5430517241379311,0.48771666666666663,0.5318458333333334,0.03333333333333333,0.09090909090909091,0.2702702702702703,0.35135135135135137,1.7599999999999998,24.905263157894737,0.36036036036036034,,1.0,1.0,,2.0,,,2.0,,1.0,,1.0,3.0,,1.0,,1.0,1.0,3.0,1.0,,,,0.2,,0.044444444444444446,,,0.030303030303030304,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,,,,0.14285714285714285,1.0,1.0,,,,,0.08333333333333333,,0.16666666666666666,1.0,1.0,,,1.0,,,,,True,,
951,1610612760,Ray Allen,Ray Allen,951,SEA,5805.0,97,16,199,199,39,69,16,398,10,13,1.0,3,3.0,5,1.0,8.0,1.0,,8.0,17.0,,,1.0,5.0,14,26,9.0,18.0,14.0,69,213,,3,,,2,1.0,3,1.0,5.0,,5.0,2.0,26,9.0,18.0,16.0,8.0,1.0,7.0,5.0,12.0,4.0,1.0,3.0,2.0,2.0,29.0,,3.0,6,9,1,10,4.0,4.0,,6.0,3.0,,4.0,6.0,10.0,3.0,3.0,6,,16.0,3.0,1.0,9.0,,5.0,39,1.0,0.07142857142857142,0.07142857142857142,0.3333333333333333,0.5,,0.2,0.5294117647058824,0.5384615384615384,,0.3333333333333333,0.625,,0.3125,0.69,0.25,0.3125,0.4090909090909091,0.038461538461538464,,28.169014084507044,0.6,0.09230769230769231,,0.12,0.1,0.012658227848101266,,0.15,0.08695652173913043,0.045454545454545456,0.05,0.29545454545454547,0.7692307692307693,0.7692307692307693,0.1,0.11363636363636363,0.6,0.6,,0.18181818181818182,0.125,0.14285714285714285,,0.022727272727272728,0.38636363636363635,0.47058823529411764,0.47058823529411764,0.25,,,,0.375,0.3333333333333333,,0.625,0.2,0.7045454545454546,0.5,0.4987813953488371,0.3749,0.4362785714285714,0.18,0.28125,0.028985507246376812,0.07246376811594203,7.015384615384615,27.050000000000004,0.19597989949748743,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,0.03125,,,0.043478260869565216,,1.0,1.0,1.0,0.3333333333333333,,,,1.0,,0.4,,,1.0,,,,,,,,,,,,0.125,,,,True,,
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,10071.0,168,60,348,343,157,192,35,691,7,8,2.0,3,1.0,3,3.0,10.0,7.0,1.0,4.0,16.0,,1.0,3.0,9.0,11,21,7.0,23.0,16.0,59,332,2.0,4,,2.0,9,4.0,10,4.0,10.0,10.0,30.0,6.0,16,18.0,3.0,16.0,4.0,1.0,11.0,4.0,15.0,3.0,1.0,5.0,2.0,4.0,34.0,5.0,7.0,17,31,7,38,9.0,7.0,2.0,4.0,,2.0,4.0,2.0,8.0,6.0,8.0,16,,19.0,1.0,,7.0,3.0,30.0,157,4.0,0.2727272727272727,0.3333333333333333,0.8571428571428571,0.30434782608695654,,0.4,0.30434782608695654,0.5238095238095238,0.5,0.4,0.48863636363636365,0.3333333333333333,0.5,0.5566037735849056,0.5,0.6,0.5227272727272727,0.047619047619047616,,15.885416666666668,0.5,0.17346938775510204,0.06097560975609756,0.17073170731707318,0.17266187050359713,0.0472972972972973,0.11538461538461539,0.2,0.15151515151515152,0.17142857142857143,0.19444444444444445,0.18181818181818182,0.875,0.875,0.2857142857142857,0.06818181818181818,0.3333333333333333,0.5,,0.22727272727272727,0.3,0.3,0.3333333333333333,0.1590909090909091,0.36363636363636365,0.25,0.25,0.75,0.16666666666666666,,,0.15,0.6666666666666666,0.05,0.45,0.3333333333333333,0.7045454545454546,0.25,0.47722840909090897,0.44875,0.448665,0.14,0.25925925925925924,0.15254237288135594,0.5084745762711864,9.77142857142857,24.99130434782608,0.4511494252873563,2.0,3.0,3.0,1.0,5.0,4.0,,2.0,,7.0,1.0,1.0,5.0,,3.0,,1.0,1.0,5.0,2.0,,0.3333333333333333,,0.5,,0.030303030303030304,,0.05714285714285714,0.022222222222222223,0.4,0.42857142857142855,0.42857142857142855,1.0,0.5,0.6666666666666666,,1.0,1.0,,,,1.0,,,,,0.047619047619047616,,0.16666666666666666,,,,,,,,,,True,,
