EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SelfOReb,LostBallSteals,Clear Path Fouls,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,Corner3Assists,FTOffRebounds,Travels,Loose Ball Fouls,BlockedLongMidRange,RecoveredBlocks,3SecondViolations,PenaltyFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,BlockedShortMidRange,Corner3PctBlocked,PenaltyCorner3Accuracy,DefensiveGoaltends,OffensiveGoaltends,HeaveMakes,on,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips
1594,1610612741,Rick Brunson,Rick Brunson,1594,CHI,5213.0,87,-1,178,178,75,100,30,356,4.0,7,1.0,1.0,2.0,1.0,2,3.0,9,3.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,18,2.0,6.0,5.0,27,174,1.0,2.0,2.0,3.0,5.0,3.0,8.0,2.0,3.0,9.0,6.0,10.0,3.0,3.0,2.0,3.0,2.0,3.0,13,1.0,14,1.0,3.0,1.0,9,29,1.0,2.0,3.0,2,1.0,6,3.0,9,2.0,2.0,8.0,1.0,5.0,3,1.0,3.0,11,3.0,2.0,5,8,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,75,1.0,0.375,0.42857142857142855,0.5,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.375,0.4583333333333333,0.25,0.3,0.5,0.4166666666666667,0.375,0.25,0.16666666666666666,0.14285714285714285,0.2222222222222222,17.75700934579439,0.7272727272727273,0.07142857142857142,0.037037037037037035,0.028169014084507043,0.17647058823529413,0.058823529411764705,0.07042253521126761,0.03409090909090909,0.0625,0.023255813953488372,0.08333333333333333,0.0625,0.038461538461538464,0.14285714285714285,0.3333333333333333,0.2916666666666667,0.5714285714285714,0.6666666666666666,0.08333333333333333,0.5,0.5,1.0,0.375,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.125,0.125,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.25,0.2,0.5,0.1,0.1,0.5416666666666666,0.6666666666666666,0.4706729166666667,0.5228375,0.44676,0.08,0.10526315789473684,0.18518518518518517,0.3333333333333333,10.66111111111111,24.55,0.42134831460674155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1944,1610612741,Eddie Robinson,Eddie Robinson,1944,CHI,10087.0,168,11,330,331,114,176,52,661,7.0,10,2.0,3.0,5.0,4.0,8,15.0,46,1.0,,1.0,,,,,26.0,64,,1.0,2.0,54,316,1.0,8.0,,,2.0,8.0,18.0,1.0,,16.0,40.0,12.0,,,2.0,,,1.0,11,1.0,12,1.0,4.0,2.0,5,25,,4.0,1.0,7,,8,4.0,12,10.0,5.0,4.0,3.0,3.0,5,1.0,1.0,9,3.0,5.0,7,13,1.0,3.0,1.0,2.0,,,,,16.0,114,1.0,0.7692307692307693,0.8,,,,0.40625,0.125,0.4444444444444444,0.4,0.125,0.42105263157894735,0.4090909090909091,0.125,0.42105263157894735,0.015384615384615385,0.015625,0.1,,19.23076923076923,0.4444444444444444,,0.05982905982905983,0.026845637583892617,0.03125,,0.053691275167785234,0.023809523809523808,0.023255813953488372,0.027777777777777776,,,0.08333333333333333,0.041666666666666664,,0.15384615384615385,0.7,0.7777777777777778,0.12307692307692308,0.5,0.5,1.0,0.7076923076923077,0.32608695652173914,0.32608695652173914,0.8666666666666667,0.015384615384615385,,,,,0.25,,,0.2631578947368421,0.6,0.05263157894736842,,0.16923076923076924,,0.4515261538461538,0.43755,0.47280526315789473,0.030303030303030304,0.03076923076923077,0.037037037037037035,0.2962962962962963,14.3515625,23.3,0.34545454545454546,1.0,1.0,5.0,1.0,0.029411764705882353,0.07142857142857142,0.02631578947368421,0.42857142857142855,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,13449.0,224,-10,453,457,172,223,65,910,23.0,41,17.0,8.0,14.0,7.0,28,12.0,35,1.0,,1.0,2.0,7.0,,5.0,42.0,104,2.0,8.0,28.0,118,467,9.0,25.0,,12.0,30.0,13.0,39.0,6.0,14.0,46.0,54.0,30.0,6.0,,10.0,6.0,2.0,3.0,12,4.0,16,3.0,5.0,1.0,6,36,2.0,20.0,8.0,22,13.0,43,23.0,66,9.0,7.0,3.0,,1.0,9,1.0,2.0,12,1.0,5.0,15,32,5.0,40.0,2.0,17.0,4.0,4.0,3.0,4.0,46.0,172,5.0,0.6428571428571429,0.7297297297297297,1.0,0.25,0.2857142857142857,0.40384615384615385,0.36,0.3333333333333333,0.4017857142857143,0.36,0.35555555555555557,0.45038167938931295,0.46875,0.42592592592592593,0.07142857142857142,0.028846153846153848,0.024390243902439025,,26.9811320754717,0.25,0.5652173913043478,0.15942028985507245,0.10869565217391304,0.1509433962264151,0.04081632653061224,0.15706806282722513,0.0944206008583691,0.16666666666666666,0.11627906976744186,0.05263157894736842,0.12121212121212122,0.19402985074626866,0.125,0.23076923076923078,0.36607142857142855,0.5609756097560976,0.575,0.25,0.25,0.2692307692307692,0.7142857142857143,0.3125,0.34285714285714286,0.34285714285714286,1.0,0.008928571428571428,0.0625,0.2857142857142857,0.2857142857142857,1.0,0.68,,,0.3111111111111111,0.5714285714285714,0.022222222222222223,0.1111111111111111,0.4375,0.3333333333333333,0.4600846846846847,0.5082478260869565,0.4550147727272727,0.13385826771653545,0.14285714285714285,0.2542372881355932,0.3898305084745763,8.483653846153846,27.575000000000003,0.37969094922737306,8.0,5.0,2.0,,0.04,0.13157894736842105,0.07936507936507936,0.43478260869565216,0.47058823529411764,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.07142857142857142,0.058823529411764705,0.25,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2037,1610612741,Jamal Crawford,Jamal Crawford,2037,CHI,29533.0,492,-97,952,972,265,332,136,1924,14.0,33,1.0,4.0,10.0,16.0,39,21.0,61,17.0,2.0,5.0,30.0,83.0,9.0,24.0,51.0,133,34.0,100.0,44.0,248,1022,3.0,6.0,11.0,3.0,18.0,18.0,46.0,29.0,16.0,73.0,30.0,72.0,66.0,36.0,2.0,81.0,30.0,12.0,68,11.0,79,5.0,31.0,10.0,27,169,1.0,8.0,14.0,29,2.0,45,10.0,55,18.0,13.0,20.0,9.0,12.0,14,1.0,8.0,34,2.0,8.0,16,32,2.0,53.0,2.0,14.0,4.0,4.0,1.0,6.0,73.0,265,4.0,0.29411764705882354,0.3,0.6470588235294118,0.34,0.3469387755102041,0.38345864661654133,0.5,0.391304347826087,0.43776824034334766,0.4411764705882353,0.38,0.48023715415019763,0.47368421052631576,0.43373493975903615,0.4291845493562232,0.09022556390977443,0.21212121212121213,0.04918032786885246,25.786163522012576,0.5882352941176471,0.05555555555555555,0.08333333333333333,0.019801980198019802,0.14285714285714285,0.010526315789473684,0.09641255605381166,0.018036072144288578,0.024793388429752067,0.005917159763313609,,0.10227272727272728,0.08275862068965517,0.12857142857142856,0.17857142857142858,0.14163090128755365,0.42424242424242425,0.5384615384615384,0.16738197424892703,0.41025641025641024,0.43243243243243246,0.3125,0.26180257510729615,0.3442622950819672,0.3620689655172414,0.3333333333333333,0.07296137339055794,0.3562231759656652,0.3614457831325301,0.37037037037037035,0.6333333333333333,0.058823529411764705,0.11764705882352941,0.5294117647058824,0.13333333333333333,0.4,0.06666666666666667,0.32,0.5708154506437768,0.37037037037037035,0.48331623376623367,0.5173033333333333,0.4503575342465754,0.07228915662650602,0.09655172413793103,0.07258064516129033,0.29435483870967744,11.441353383458647,25.579000000000004,0.27836134453781514,1.0,4.0,5.0,1.0,0.03508771929824561,0.06956521739130435,0.031007751937984496,0.21428571428571427,1.0,7.0,7.0,2.0,6.0,1.0,,1.0,3.0,4.0,,0.2413793103448276,0.05128205128205128,0.030303030303030304,0.6666666666666666,,0.2916666666666667,4.0,3.0,3.0,2.0,7.0,4.0,2.0,2.0,1.0,0.2727272727272727,0.02,0.024096385542168676,0.038461538461538464,0.23529411764705882,0.23529411764705882,0.75,0.3333333333333333,0.6666666666666666,0.038461538461538464,,,,,,,,,True,,,,,
2648,1610612741,Ronald Dupree,Ronald Dupree,2648,CHI,54106.0,902,-129,1763,1783,521,671,254,3546,55.0,107,25.0,20.0,34.0,19.0,49,33.0,117,8.0,,3.0,,1.0,1.0,,107.0,273,4.0,9.0,66.0,292,1824,21.0,47.0,1.0,18.0,60.0,29.0,74.0,3.0,24.0,85.0,124.0,90.0,12.0,,20.0,1.0,,29.0,37,18.0,55,17.0,17.0,7.0,13,128,9.0,43.0,29.0,74,9.0,112,55.0,167,32.0,20.0,20.0,10.0,13.0,31,2.0,7.0,51,9.0,19.0,46,134,9.0,105.0,9.0,49.0,8.0,17.0,13.0,18.0,85.0,521,35.0,0.5794392523364486,0.6391752577319587,1.0,0.4444444444444444,0.4444444444444444,0.39194139194139194,0.44680851063829785,0.3918918918918919,0.40070921985815605,0.4375,0.3961038961038961,0.44242424242424244,0.5,0.45698924731182794,0.031914893617021274,0.10622710622710622,0.205607476635514,0.017094017094017096,18.50412821758135,0.39215686274509803,0.13432835820895522,0.1167192429022082,0.05874316939890711,0.15425531914893617,0.05555555555555555,0.12530413625304138,0.058165548098434,0.04265402843601896,0.051829268292682924,0.032520325203252036,0.0945945945945946,0.12903225806451613,0.15827338129496402,0.14285714285714285,0.37943262411347517,0.514018691588785,0.6470588235294118,0.17375886524822695,0.3877551020408163,0.4318181818181818,0.5263157894736842,0.4148936170212766,0.28205128205128205,0.28695652173913044,0.8484848484848485,0.028368794326241134,0.0035460992907801418,,,,0.5208333333333334,,0.020833333333333332,0.44155844155844154,0.5882352941176471,0.03896103896103896,,0.41134751773049644,,0.4849397163120567,0.5010051282051282,0.5012207792207792,0.15217391304347827,0.15654952076677317,0.2054794520547945,0.2910958904109589,9.500732600732599,23.733333333333334,0.2955190017016449,13.0,3.0,12.0,,0.08808290155440414,0.11594202898550725,0.02158273381294964,0.43636363636363634,0.52,,1.0,,1.0,3.0,5.0,8.0,1.0,9.0,,0.3333333333333333,0.10204081632653061,0.04838709677419355,0.5,0.23076923076923078,,4.0,,,1.0,,,1.0,1.0,,,0.1111111111111111,,0.1282051282051282,0.5,0.5714285714285714,1.0,,,,1.0,2.0,3.0,0.125,0.3333333333333333,,,,True,,,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,12584.0,210,-19,402,407,127,129,65,809,5.0,14,9.0,1.0,3.0,4.0,16,4.0,6,,,,,1.0,,,13.0,36,,1.0,12.0,38,374,4.0,10.0,,2.0,10.0,4.0,10.0,,2.0,10.0,16.0,10.0,,,8.0,,,6.0,4,1.0,5,1.0,2.0,,2,11,3.0,22.0,10.0,27,7.0,44,26.0,70,4.0,4.0,2.0,2.0,2.0,2,,,4,1.0,1.0,11,21,,22.0,,10.0,1.0,13.0,11.0,13.0,10.0,127,1.0,0.6153846153846154,0.8888888888888888,,,,0.3611111111111111,0.4,0.4,0.35135135135135137,0.4,0.4,0.3958333333333333,0.45454545454545453,0.4166666666666667,0.02702702702702703,0.16666666666666666,0.14285714285714285,0.16666666666666666,10.947368421052632,0.5,0.3888888888888889,0.19285714285714287,0.1286549707602339,0.2,0.09090909090909091,0.19473684210526315,0.12254901960784313,0.14,0.1566265060240964,0.07142857142857142,0.20689655172413793,0.208955223880597,0.21052631578947367,0.16666666666666666,0.3783783783783784,0.35714285714285715,0.4166666666666667,0.43243243243243246,0.25,0.3076923076923077,0.75,0.16216216216216217,0.6666666666666666,0.8,1.0,,0.02702702702702703,,,,0.9,,,0.3,0.3333333333333333,,,0.40540540540540543,,0.4882444444444444,0.6034888888888889,0.48613999999999996,0.2127659574468085,0.21739130434782608,0.2631578947368421,0.2631578947368421,6.291666666666668,53.6,0.31592039800995025,3.0,3.0,,,0.05263157894736842,0.1590909090909091,0.1875,0.2,0.3333333333333333,,,1.0,,1.0,,4.0,1.0,8.0,,,0.1875,0.041666666666666664,0.6153846153846154,,,,,,,,,,,1.0,,,,0.2,,,,,,,,,1.0,,,1.0,,,True,,,,,
213,1610612741,Antonio Davis,Antonio Davis,213,CHI,26118.0,435,-59,847,847,218,274,126,1694,14.0,27,8.0,8.0,10.0,18.0,29,20.0,46,,,,,,,,52.0,102,,,27.0,131,887,15.0,20.0,,6.0,36.0,14.0,25.0,,14.0,42.0,76.0,28.0,,,16.0,,,6.0,20,5.0,25,3.0,8.0,9.0,3,55,8.0,28.0,15.0,63,8.0,86,36.0,122,7.0,5.0,11.0,1.0,7.0,7,1.0,4.0,18,1.0,4.0,16,32,3.0,33.0,4.0,14.0,5.0,6.0,5.0,6.0,42.0,218,4.0,0.7307692307692307,0.8636363636363636,,,,0.5098039215686274,0.75,0.56,0.5098039215686274,0.75,0.56,0.5598290598290598,0.8181818181818182,0.65625,,0.058823529411764705,0.18518518518518517,,13.521695257315843,0.6111111111111112,0.3333333333333333,0.19504643962848298,0.07608695652173914,0.1595744680851064,0.11267605633802817,0.18705035971223022,0.08200455580865604,0.06722689075630252,0.06993006993006994,0.10526315789473684,0.1527777777777778,0.26573426573426573,0.14925373134328357,0.18518518518518517,0.2647058823529412,0.5185185185185185,0.6363636363636364,0.28431372549019607,0.6206896551724138,0.6428571428571429,0.6666666666666666,0.45098039215686275,0.43478260869565216,0.43478260869565216,0.95,,,,,,0.4,,,0.4,0.8,,,0.2647058823529412,,0.4424607843137255,0.466511111111111,0.4598,0.125,0.125,0.2748091603053435,0.32061068702290074,10.465686274509803,,0.25737898465171194,6.0,1.0,2.0,,0.09433962264150944,0.12962962962962962,0.022727272727272728,0.5,0.75,,,,2.0,,1.0,4.0,,3.0,,,0.034482758620689655,,0.5,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,1.0,,,,1.0,,True,,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,33743.0,562,-75,1101,1107,267,369,152,2208,14.0,39,5.0,,8.0,6.0,22,14.0,44,11.0,1.0,4.0,26.0,58.0,6.0,11.0,34.0,105,31.0,69.0,32.0,193,1146,2.0,7.0,7.0,3.0,16.0,4.0,23.0,15.0,20.0,43.0,16.0,52.0,69.0,24.0,,56.0,26.0,7.0,95,17.0,112,12.0,32.0,26.0,37,241,1.0,5.0,13.0,29,2.0,44,6.0,50,22.0,10.0,27.0,6.0,18.0,21,2.0,9.0,48,2.0,9.0,31,70,6.0,36.0,1.0,10.0,7.0,2.0,,2.0,43.0,267,20.0,0.23529411764705882,0.23529411764705882,0.7419354838709677,0.4492753623188406,0.4626865671641791,0.3238095238095238,0.2857142857142857,0.17391304347826086,0.46264367816091956,0.4642857142857143,0.3026315789473684,0.5,0.5,0.4479166666666667,0.39655172413793105,0.06666666666666667,0.07692307692307693,0.045454545454545456,18.695993715632365,0.5625,0.05263157894736842,0.07196029776674938,0.01126126126126126,0.10743801652892562,0.009708737864077669,0.08015267175572519,0.010968921389396709,0.02097902097902098,0.005494505494505495,0.012345679012345678,0.053763440860215055,0.06521739130434782,0.13043478260869565,0.034482758620689655,0.22413793103448276,0.358974358974359,0.3888888888888889,0.12643678160919541,0.2727272727272727,0.3,0.16666666666666666,0.25287356321839083,0.3181818181818182,0.3333333333333333,0.2857142857142857,0.06321839080459771,0.3333333333333333,0.4482758620689655,0.45614035087719296,0.6923076923076923,0.35714285714285715,0.07142857142857142,0.42857142857142855,0.21052631578947367,,0.10526315789473684,0.2894736842105263,0.6206896551724138,0.4642857142857143,0.5017997093023254,0.5619374999999999,0.4807851351351351,0.0546448087431694,0.08771929824561403,0.08290155440414508,0.22279792746113988,9.698095238095238,25.6536231884058,0.24250681198910082,2.0,2.0,12.0,,0.008403361344537815,0.09523809523809523,0.021052631578947368,0.21428571428571427,0.4,4.0,5.0,2.0,5.0,,2.0,1.0,1.0,2.0,,0.3333333333333333,0.09090909090909091,,1.0,,0.36363636363636365,5.0,3.0,3.0,1.0,3.0,,,,,0.42857142857142855,0.014492753623188406,0.017241379310344827,,0.45454545454545453,0.45454545454545453,1.0,0.5,1.0,,1.0,2.0,1.0,,0.25,,,,True,,,,,
966,1610612741,Jerome Williams,Jerome Williams,966,CHI,10850.0,181,-23,348,357,102,168,52,705,12.0,20,2.0,2.0,2.0,1.0,3,6.0,11,,,,,2.0,,2.0,19.0,34,,2.0,12.0,50,355,2.0,4.0,,,4.0,6.0,7.0,2.0,9.0,21.0,32.0,6.0,,,2.0,2.0,,3.0,6,2.0,8,1.0,1.0,3.0,2,18,3.0,11.0,7.0,19,5.0,31,14.0,45,12.0,8.0,6.0,,2.0,1,,4.0,7,2.0,5.0,6,19,1.0,19.0,1.0,8.0,2.0,2.0,1.0,2.0,21.0,102,8.0,0.8421052631578947,0.8888888888888888,,,,0.5588235294117647,0.5,0.8571428571428571,0.5277777777777778,0.5,0.6666666666666666,0.5555555555555556,0.5,0.65625,0.05555555555555555,0.08823529411764706,0.15,,12.871287128712872,0.8571428571428571,0.29411764705882354,0.168141592920354,0.07913669064748201,0.18421052631578946,0.09375,0.17218543046357615,0.08187134502923976,0.06976744186046512,0.078125,0.13043478260869565,0.14285714285714285,0.15789473684210525,0.2,0.125,0.5555555555555556,0.6,0.7058823529411765,0.08333333333333333,0.3333333333333333,0.3333333333333333,,0.3055555555555556,0.5454545454545454,0.5454545454545454,1.0,,0.05555555555555555,,,,0.5,,,0.2222222222222222,1.0,,0.2222222222222222,0.6111111111111112,,0.5167842857142857,0.36629999999999996,0.46403125,0.18604651162790697,0.1951219512195122,0.08,0.42,6.11764705882353,32.0,0.29310344827586204,1.0,2.0,4.0,,0.09375,0.2,0.15384615384615385,0.8333333333333334,0.5,,,,1.0,,,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
916,1610612741,Corie Blount,Corie Blount,916,CHI,7042.0,117,-17,219,227,54,91,36,446,3.0,6,2.0,,1.0,4.0,8,12.0,27,,,,,2.0,,1.0,19.0,41,,2.0,5.0,43,229,2.0,4.0,,2.0,6.0,3.0,7.0,1.0,2.0,8.0,32.0,6.0,,,2.0,2.0,,,7,2.0,9,2.0,5.0,,2,20,3.0,12.0,1.0,18,3.0,22,15.0,37,6.0,4.0,4.0,3.0,3.0,5,,1.0,9,1.0,3.0,7,15,,8.0,,3.0,1.0,,,,8.0,54,1.0,0.8421052631578947,0.8888888888888888,,,,0.4634146341463415,0.5,0.42857142857142855,0.4418604651162791,0.5,0.375,0.4574468085106383,0.6,0.4,0.046511627906976744,,,,21.455938697318008,0.4444444444444444,0.2727272727272727,0.20224719101123595,0.12244897959183673,0.07692307692307693,0.21428571428571427,0.18627450980392157,0.13392857142857142,0.09090909090909091,0.11538461538461539,0.3,0.15384615384615385,0.21052631578947367,0.1111111111111111,,0.13953488372093023,0.5,0.5,0.18604651162790697,0.5,0.5,0.75,0.627906976744186,0.4444444444444444,0.4444444444444444,1.0,,0.046511627906976744,,,,0.5,,,0.125,,,0.125,0.18604651162790697,,0.40895813953488375,0.499125,0.35380000000000006,0.06521739130434782,0.06818181818181818,0.13953488372093023,0.18604651162790697,13.456097560975609,28.049999999999997,0.2465753424657534,1.0,1.0,2.0,,0.16666666666666666,0.24,0.041666666666666664,0.3333333333333333,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
