EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsAssisted3s,PtsPutbacks,Fg3aBlocked,Corner3Assists,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Assisted3sPct,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,HeaveAttempts,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends,Clear Path Fouls
1510,1610612764,Brevin Knight,Brevin Knight,1510,WAS,14995.0,250,-107.0,487,487,160.0,124,56,974,9.0,12.0,2.0,4.0,5.0,15.0,13.0,37.0,1.0,1.0,2.0,1.0,1.0,27.0,64,1.0,3.0,11.0,68.0,512,1.0,4.0,2.0,5.0,16.0,1.0,1.0,7.0,20.0,12.0,42.0,3.0,2.0,1.0,3.0,38.0,2.0,40.0,2.0,22.0,6.0,10.0,82.0,2.0,3.0,8.0,11.0,19.0,5.0,24.0,1.0,21.0,7.0,14.0,14.0,5.0,12.0,6.0,1.0,2.0,20.0,3.0,6.0,7.0,21.0,1.0,13.0,3.0,4.0,4.0,1.0,20.0,160.0,4.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,1.0,0.3333333333333333,0.421875,0.25,0.3125,0.4253731343283582,0.25,0.38235294117647056,0.4722222222222222,0.25,0.47619047619047616,0.04477611940298507,0.046875,0.16666666666666666,0.06666666666666667,16.78832116788321,0.7,0.06358381502890173,0.015789473684210527,0.15384615384615385,0.04878048780487805,0.08444444444444445,0.021645021645021644,0.014705882352941176,0.024390243902439025,0.06896551724137931,0.0847457627118644,0.03773584905660377,0.06557377049180328,0.17073170731707318,0.09090909090909091,0.027777777777777776,0.1791044776119403,0.75,0.9,0.1111111111111111,0.22388059701492538,0.3333333333333333,0.35714285714285715,0.5522388059701493,0.35135135135135137,0.35135135135135137,0.38461538461538464,0.014925373134328358,0.029850746268656716,0.5,0.5,0.23529411764705882,0.5,0.058823529411764705,1.0,0.22388059701492538,0.5,0.4345507462686567,0.402825,0.4056852941176471,0.058823529411764705,0.06153846153846154,0.029411764705882353,0.29411764705882354,12.290625000000002,26.3,0.32854209445585214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1716,1610612764,Larry Hughes,Larry Hughes,1716,WAS,54643.0,911,-139.0,1811,1790,587.0,510,266,3601,67.0,121.0,29.0,43.0,17.0,62.0,53.0,153.0,16.0,23.0,76.0,11.0,29.0,137.0,336,30.0,92.0,115.0,479.0,1861,21.0,40.0,56.0,45.0,92.0,14.0,32.0,42.0,174.0,128.0,146.0,15.0,76.0,23.0,32.0,55.0,10.0,65.0,7.0,27.0,7.0,21.0,140.0,6.0,35.0,18.0,69.0,89.0,41.0,130.0,11.0,38.0,23.0,15.0,39.0,7.0,19.0,33.0,3.0,20.0,72.0,9.0,27.0,25.0,72.0,2.0,150.0,10.0,64.0,13.0,,174.0,587.0,15.0,0.46715328467153283,0.512,0.32608695652173914,0.4375,0.32608695652173914,0.40773809523809523,0.525,0.4891304347826087,0.4252336448598131,0.45918367346938777,0.532258064516129,0.4808467741935484,0.49107142857142855,0.5838926174496645,0.21495327102803738,0.09523809523809523,0.12396694214876033,0.16129032258064516,26.77982083922678,0.5416666666666666,0.10267857142857142,0.05028735632183908,0.10778443113772455,0.031578947368421054,0.10369487485101311,0.046275395033860044,0.045454545454545456,0.05905511811023622,0.04081632653061224,0.056074766355140186,0.10396039603960396,0.140625,0.10655737704918032,0.1111111111111111,0.048672566371681415,0.2827102803738318,0.5537190082644629,0.6320754716981132,0.373134328358209,0.14485981308411214,0.27419354838709675,0.3269230769230769,0.3574766355140187,0.3464052287581699,0.363013698630137,0.6415094339622641,0.037383177570093455,0.17757009345794392,0.3026315789473684,0.30666666666666664,0.3467741935483871,0.6744186046511628,0.23387096774193547,0.3793103448275862,0.4976635514018692,0.3026315789473684,0.48936425233644876,0.4952313953488372,0.49921088709677425,0.13457556935817805,0.1641025641025641,0.11691022964509394,0.36325678496868474,10.430357142857146,25.5054347826087,0.3241303147432358,12.0,19.0,7.0,3.0,3.0,1.0,9.0,1.0,9.0,11.0,75.0,24.0,1.0,3.0,2.0,1.0,3.0,10.0,3.0,1.0,12.0,1.0,1.0,5.0,1.0,6.0,13.0,10.0,1.0,0.8333333333333334,0.1111111111111111,0.010869565217391304,0.0457516339869281,0.013157894736842105,0.047619047619047616,0.04504504504504504,0.7692307692307693,0.29411764705882354,0.4375,0.4375,1.0,0.782608695652174,0.3877551020408163,0.631578947368421,0.1836734693877551,0.1111111111111111,1.0,0.024193548387096774,1.0,0.010752688172043012,,,,,,,,,,,,True,,,,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,113992.0,1900,-303.0,3714,3708,1174.0,1027,521,7422,180.0,310.0,44.0,79.0,67.0,175.0,10.0,41.0,,,,,,257.0,526,,,191.0,705.0,3876,55.0,124.0,164.0,69.0,144.0,,,76.0,214.0,316.0,198.0,,,,63.0,50.0,18.0,68.0,12.0,16.0,7.0,27.0,154.0,39.0,131.0,66.0,246.0,345.0,183.0,528.0,9.0,36.0,27.0,9.0,63.0,4.0,26.0,50.0,5.0,37.0,113.0,16.0,36.0,126.0,219.0,33.0,295.0,21.0,128.0,30.0,2.0,214.0,1174.0,18.0,0.6147859922178989,0.7314814814814815,,,,0.48859315589353614,0.4435483870967742,0.4791666666666667,0.48859315589353614,0.4435483870967742,0.4791666666666667,0.5316742081447964,0.5,0.5376884422110553,,0.11977186311787072,0.12580645161290321,0.12571428571428572,17.942196531791907,0.5575221238938053,0.181549815498155,0.09363831308077197,0.18181818181818182,0.10344827586206896,0.18160651920838183,0.09572072072072071,0.09090909090909091,0.09225092250922509,0.09183673469387756,0.16169154228855723,0.17966903073286053,0.19811320754716982,0.19305019305019305,0.15384615384615385,0.04411764705882353,0.5893536121673004,0.5806451612903226,0.6642066420664207,0.6277777777777778,0.33269961977186313,0.38285714285714284,0.43790849673202614,0.0779467680608365,0.24390243902439024,0.2564102564102564,0.8,,,,,0.5486111111111112,0.5569620253164557,,,0.5893536121673004,,0.49877243346007644,0.5130979381443299,0.4859388888888889,0.20221169036334913,0.20221169036334913,0.2326241134751773,0.30354609929078014,4.349999999999997,,0.31610123855681205,47.0,100.0,,,,,,,,54.0,,82.0,,6.0,33.0,1.0,9.0,19.0,,,123.0,,,69.0,3.0,51.0,123.0,80.0,8.0,,,,0.04878048780487805,,0.336734693877551,0.09832134292565947,0.6504065040650406,0.5522388059701493,,,,,0.8064516129032258,0.47,,,,,,,13.0,6.0,0.08609271523178808,0.14457831325301204,0.0851063829787234,,,,,,,True,,,,,
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,42993.0,717,-90.0,1396,1398,428.0,445,167,2794,64.0,95.0,24.0,33.0,20.0,63.0,3.0,13.0,,,,,,87.0,171,,,84.0,258.0,1487,27.0,34.0,66.0,30.0,51.0,,,42.0,102.0,86.0,88.0,,,,17.0,29.0,9.0,38.0,7.0,18.0,7.0,4.0,85.0,6.0,40.0,23.0,75.0,117.0,50.0,167.0,6.0,23.0,15.0,8.0,17.0,3.0,11.0,20.0,2.0,6.0,37.0,2.0,12.0,26.0,48.0,2.0,122.0,10.0,55.0,11.0,1.0,102.0,428.0,7.0,0.4942528735632184,0.6417910447761194,,,,0.5087719298245614,0.7941176470588235,0.5882352941176471,0.5087719298245614,0.7941176470588235,0.5882352941176471,0.5682819383259912,0.8461538461538461,0.6538461538461539,,0.09941520467836257,0.09473684210526316,0.12698412698412698,16.582914572864322,0.4594594594594595,0.15368852459016394,0.08298755186721991,0.1419753086419753,0.05084745762711865,0.15076923076923077,0.07666666666666666,0.07407407407407407,0.06077348066298342,0.061224489795918366,0.14285714285714285,0.1524390243902439,0.16230366492146597,0.10526315789473684,0.22916666666666666,0.09090909090909091,0.5555555555555556,0.6736842105263158,0.7441860465116279,0.515625,0.3684210526315789,0.31746031746031744,0.36363636363636365,0.07602339181286549,0.23076923076923078,0.23076923076923078,1.0,,,,,0.6470588235294118,0.7272727272727273,,,0.5555555555555556,,0.4816245614035089,0.5667064516129032,0.5227117647058822,0.25462962962962965,0.25462962962962965,0.2558139534883721,0.3953488372093023,4.988888888888889,,0.30659025787965616,24.0,30.0,,,,,,,,12.0,,40.0,,2.0,19.0,,6.0,4.0,,,21.0,,,9.0,1.0,11.0,21.0,13.0,1.0,,,,,,0.4418604651162791,0.1223021582733813,0.6190476190476191,0.35,,,,,0.8823529411764706,0.8,,,,,,,4.0,2.0,0.06557377049180328,,0.125,,,,,,,True,,,,,
2407,1610612764,Jared Jeffries,Jared Jeffries,2407,WAS,57668.0,961,-133.0,1857,1859,573.0,469,303,3716,51.0,104.0,7.0,19.0,14.0,66.0,15.0,52.0,2.0,4.0,17.0,1.0,6.0,80.0,222,4.0,19.0,47.0,219.0,1887,23.0,63.0,56.0,15.0,48.0,1.0,7.0,13.0,46.0,78.0,82.0,3.0,17.0,4.0,21.0,30.0,14.0,44.0,11.0,18.0,4.0,8.0,102.0,10.0,84.0,17.0,103.0,125.0,94.0,219.0,10.0,26.0,15.0,11.0,34.0,5.0,24.0,30.0,1.0,10.0,64.0,8.0,16.0,46.0,108.0,11.0,73.0,3.0,32.0,6.0,,46.0,573.0,13.0,0.4875,0.6,0.21052631578947367,0.14285714285714285,0.21052631578947367,0.36036036036036034,0.36507936507936506,0.3125,0.35684647302904565,0.35384615384615387,0.3,0.3967391304347826,0.3835616438356164,0.359375,0.07883817427385892,0.0945945945945946,0.0673076923076923,0.16666666666666666,15.280898876404494,0.53125,0.15080527086383602,0.1126005361930295,0.09714285714285714,0.050505050505050504,0.13986013986013987,0.09957627118644068,0.09523809523809523,0.08771929824561403,0.05161290322580645,0.11518324607329843,0.20095693779904306,0.13780918727915195,0.11627906976744186,0.043478260869565216,0.07462686567164178,0.4315352697095436,0.49038461538461536,0.5257731958762887,0.5098039215686274,0.27385892116182575,0.21212121212121213,0.2545454545454545,0.2157676348547718,0.28846153846153844,0.30612244897959184,0.6666666666666666,0.008298755186721992,0.07053941908713693,0.23529411764705882,0.23529411764705882,0.34545454545454546,0.3684210526315789,0.10909090909090909,0.16666666666666666,0.5103734439834025,0.23529411764705882,0.4822352083333334,0.5258303278688525,0.48676574074074075,0.11851851851851852,0.12749003984063745,0.2557077625570776,0.2100456621004566,7.159909909909909,26.0,0.308562197092084,17.0,46.0,,,1.0,,1.0,,2.0,10.0,9.0,30.0,,3.0,5.0,2.0,5.0,12.0,,,13.0,,,3.0,1.0,9.0,13.0,6.0,1.0,0.75,,,0.057692307692307696,,0.10869565217391304,0.1608695652173913,0.46153846153846156,0.21428571428571427,,,,0.75,0.7076923076923077,0.3695652173913043,0.015384615384615385,,,0.01818181818181818,,,,2.0,,0.046511627906976744,0.058823529411764705,1.0,0.015384615384615385,,,,,True,,,,,
2413,1610612764,Juan Dixon,Juan Dixon,2413,WAS,42954.0,716,-116.0,1377,1385,449.0,417,195,2762,37.0,65.0,12.0,20.0,16.0,51.0,40.0,111.0,30.0,18.0,60.0,5.0,17.0,93.0,227,30.0,90.0,53.0,329.0,1463,15.0,34.0,44.0,26.0,63.0,7.0,26.0,34.0,107.0,84.0,102.0,39.0,59.0,18.0,22.0,45.0,17.0,62.0,13.0,24.0,2.0,19.0,141.0,3.0,15.0,13.0,45.0,58.0,18.0,76.0,4.0,38.0,22.0,16.0,33.0,7.0,18.0,22.0,2.0,15.0,55.0,4.0,19.0,16.0,54.0,2.0,70.0,2.0,22.0,10.0,,107.0,449.0,6.0,0.45161290322580644,0.46153846153846156,0.3333333333333333,0.2692307692307692,0.33707865168539325,0.40969162995594716,0.4411764705882353,0.4126984126984127,0.4353312302839117,0.45652173913043476,0.4101123595505618,0.46839080459770116,0.4673913043478261,0.49074074074074076,0.28391167192429023,0.09691629955947137,0.16923076923076924,0.1568627450980392,24.907292954264523,0.6,0.09018036072144289,0.028735632183908046,0.1092436974789916,0.020689655172413793,0.09385113268608414,0.026986506746626688,0.023255813953488372,0.02040816326530612,0.018867924528301886,0.07407407407407407,0.0967741935483871,0.09569377990430622,0.09523809523809523,0.14285714285714285,0.023952095808383235,0.20504731861198738,0.5692307692307692,0.6851851851851852,0.3783783783783784,0.1608832807570978,0.3137254901960784,0.37209302325581395,0.3501577287066246,0.36036036036036034,0.37037037037037035,0.5,0.0946372239747634,0.1892744479495268,0.3,0.3,0.2247191011235955,0.6,0.19101123595505617,0.29411764705882354,0.4889589905362776,0.3050847457627119,0.47144458598726124,0.43429342105263163,0.46706511627906977,0.06804733727810651,0.08906882591093117,0.1337386018237082,0.3252279635258359,11.302202643171803,25.654444444444444,0.3260711692084241,6.0,8.0,12.0,2.0,9.0,3.0,9.0,4.0,12.0,2.0,51.0,4.0,,4.0,,3.0,6.0,3.0,5.0,1.0,2.0,,,1.0,,1.0,2.0,2.0,,0.5666666666666667,0.3333333333333333,,0.02702702702702703,,,0.045454545454545456,1.0,0.5,0.4,0.4,0.75,0.4444444444444444,0.17391304347826086,0.75,0.1956521739130435,0.3333333333333333,1.0,0.10112359550561797,0.2222222222222222,0.01098901098901099,,,,0.02564102564102564,0.16666666666666666,3.0,0.06521739130434782,1.0,1.0,0.3333333333333333,1.0,True,,,,,
2553,1610612764,Jarvis Hayes,Jarvis Hayes,2553,WAS,65150.0,1086,-214.0,2107,2110,666.0,537,289,4217,58.0,92.0,15.0,24.0,23.0,72.0,45.0,128.0,29.0,10.0,35.0,4.0,13.0,126.0,292,22.0,64.0,51.0,369.0,2215,19.0,38.0,44.0,34.0,82.0,6.0,24.0,22.0,108.0,160.0,92.0,,35.0,10.0,15.0,44.0,12.0,56.0,9.0,23.0,9.0,12.0,124.0,9.0,31.0,23.0,66.0,96.0,42.0,138.0,3.0,35.0,23.0,12.0,37.0,12.0,22.0,32.0,2.0,15.0,69.0,9.0,18.0,41.0,86.0,2.0,67.0,10.0,32.0,6.0,,108.0,666.0,8.0,0.6349206349206349,0.7079646017699115,0.34375,0.25,0.34375,0.4315068493150685,0.5,0.4146341463414634,0.44662921348314605,0.44565217391304346,0.4056603773584906,0.48046875,0.46808510638297873,0.453781512605042,0.1797752808988764,0.05136986301369863,0.10869565217391304,0.041666666666666664,18.542775276299633,0.5362318840579711,0.08418367346938775,0.037758830694275276,0.11274509803921569,0.04455445544554455,0.09008097165991903,0.039100684261974585,0.03187250996015936,0.02932551319648094,0.05128205128205128,0.07203389830508475,0.06967213114754098,0.10526315789473684,0.09333333333333334,0.16666666666666666,0.015625,0.25842696629213485,0.6304347826086957,0.7073170731707317,0.6896551724137931,0.20224719101123595,0.3194444444444444,0.3333333333333333,0.3595505617977528,0.3515625,0.35714285714285715,0.7333333333333333,0.08146067415730338,0.09831460674157304,0.2857142857142857,0.2857142857142857,0.22641509433962265,0.625,0.12264150943396226,0.3076923076923077,0.43820224719101125,0.2857142857142857,0.48092219101123584,0.5330743589743591,0.4730325471698113,0.08465608465608465,0.10191082802547771,0.11924119241192412,0.2926829268292683,10.52465753424657,24.69375000000001,0.3160892263882297,15.0,25.0,12.0,2.0,11.0,,5.0,1.0,8.0,3.0,66.0,26.0,,3.0,7.0,1.0,,12.0,1.0,,4.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,,1.0,0.125,,0.015625,,0.14583333333333334,0.056768558951965066,0.6,0.30434782608695654,0.41379310344827586,0.41379310344827586,1.0,1.0,0.5434782608695652,0.6,0.10869565217391304,,,0.10377358490566038,0.18181818181818182,,2.0,3.0,0.025974025974025976,0.021739130434782608,0.13333333333333333,3.0,0.06521739130434782,1.0,,0.3333333333333333,1.0,True,,,,,
348,1610612764,Mitchell Butler,Mitchell Butler,348,WAS,18057.0,301,-18.0,594,601,198.0,175,81,1195,11.0,21.0,4.0,9.0,2.0,11.0,5.0,17.0,5.0,8.0,12.0,,1.0,18.0,49,9.0,17.0,2.0,65.0,608,1.0,7.0,5.0,7.0,19.0,1.0,2.0,2.0,19.0,20.0,16.0,,12.0,8.0,9.0,11.0,6.0,17.0,6.0,6.0,1.0,4.0,40.0,3.0,6.0,5.0,19.0,24.0,10.0,34.0,2.0,14.0,8.0,6.0,8.0,,6.0,3.0,1.0,2.0,11.0,2.0,2.0,17.0,29.0,,5.0,1.0,3.0,,,19.0,198.0,4.0,0.5555555555555556,0.5555555555555556,0.5294117647058824,0.5,0.5294117647058824,0.3673469387755102,0.14285714285714285,0.3684210526315789,0.4772727272727273,0.3125,0.40476190476190477,0.47794117647058826,0.3125,0.41304347826086957,0.25757575757575757,0.1836734693877551,0.23809523809523808,0.2727272727272727,11.549707602339181,0.7272727272727273,0.08370044052863436,0.02843601895734597,0.07936507936507936,0.05357142857142857,0.08275862068965517,0.033707865168539325,,0.02531645569620253,0.06666666666666667,0.07246376811594203,0.06329113924050633,0.11392405063291139,0.07894736842105263,0.08,0.07142857142857142,0.3181818181818182,0.5238095238095238,0.6875,0.45454545454545453,0.16666666666666666,0.18181818181818182,0.25,0.25757575757575757,0.29411764705882354,0.3125,0.8,0.07575757575757576,0.18181818181818182,0.6666666666666666,0.7272727272727273,0.42857142857142855,0.4444444444444444,0.047619047619047616,,0.5757575757575758,0.6666666666666666,0.47036590909090903,0.52121875,0.4314880952380952,0.04411764705882353,0.058823529411764705,0.07692307692307693,0.2923076923076923,8.618367346938774,24.735294117647058,0.3333333333333333,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,27.0,,1.0,,,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,1.0,0.058823529411764705,0.058823529411764705,0.08333333333333333,,0.06451612903225806,,0.5,0.2,0.2,1.0,1.0,0.625,0.2,0.125,1.0,1.0,0.047619047619047616,1.0,,1.0,,0.030303030303030304,,,,,,,,,True,,,,,
363,1610612764,Christian Laettner,Christian Laettner,363,WAS,25290.0,422,-66.0,821,816,265.0,198,110,1637,18.0,28.0,5.0,7.0,2.0,12.0,29.0,65.0,,3.0,9.0,,3.0,49.0,105,3.0,9.0,22.0,129.0,834,5.0,9.0,16.0,21.0,35.0,,3.0,8.0,50.0,80.0,18.0,3.0,8.0,3.0,3.0,29.0,7.0,36.0,5.0,17.0,3.0,9.0,79.0,5.0,13.0,17.0,56.0,80.0,20.0,100.0,,16.0,8.0,8.0,13.0,1.0,10.0,6.0,1.0,3.0,19.0,3.0,10.0,16.0,42.0,3.0,28.0,4.0,13.0,3.0,,50.0,265.0,4.0,0.8163265306122449,0.851063829787234,0.3333333333333333,,0.375,0.4666666666666667,0.5555555555555556,0.6,0.4692982456140351,0.65,0.5526315789473685,0.5119047619047619,0.6666666666666666,0.5813953488372093,0.07894736842105263,0.02857142857142857,0.10714285714285714,,15.360169491525424,0.6842105263157895,0.1661721068249258,0.040123456790123455,0.22077922077922077,0.060240963855421686,0.17632850241545894,0.044226044226044224,0.060240963855421686,0.050359712230215826,0.07462686567164178,0.11764705882352941,0.14942528735632185,0.22137404580152673,0.2222222222222222,0.21739130434782608,,0.24561403508771928,0.6428571428571429,0.72,0.6666666666666666,0.10526315789473684,0.16666666666666666,0.16666666666666666,0.5701754385964912,0.4461538461538462,0.4461538461538462,0.896551724137931,,0.07894736842105263,0.3333333333333333,0.3333333333333333,0.18421052631578946,0.7142857142857143,0.07894736842105263,,0.32456140350877194,0.375,0.4479353982300885,0.4836625,0.42857631578947364,0.10569105691056911,0.11403508771929824,0.12403100775193798,0.3875968992248062,12.674285714285709,27.755555555555556,0.3227771010962241,2.0,5.0,,,,1.0,1.0,1.0,1.0,3.0,6.0,4.0,,2.0,7.0,,,3.0,,,11.0,1.0,1.0,8.0,2.0,1.0,12.0,6.0,,0.6666666666666666,1.0,,,,0.3181818181818182,0.00980392156862745,0.5,1.0,,,,0.6666666666666666,0.5,0.4,0.1,1.0,1.0,,,,2.0,,0.06896551724137931,,,,,,1.0,,,True,,,,,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,1091.0,18,-3.0,37,34,11.0,8,8,71,2.0,4.0,,1.0,,1.0,,,,,,,,2.0,5,,,3.0,7.0,43,2.0,4.0,7.0,,1.0,,,2.0,2.0,,4.0,,,,,,,,,,,,,1.0,5.0,,2.0,2.0,8.0,10.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,2.0,,4.0,,2.0,,,2.0,11.0,1.0,,,,,,0.4,0.5,,0.4,0.5,,0.5,0.5833333333333334,0.5,,,,,16.0,1.0,0.25,0.38461538461538464,,0.16666666666666666,0.16666666666666666,0.3157894736842105,0.2,0.4,0.16666666666666666,1.0,0.3333333333333333,,,,0.3333333333333333,0.8,0.5,0.5,,0.2,,,,,,,,,,,1.0,,,,0.8,,0.47864000000000007,0.48734999999999995,0.3362,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,3.06,,0.2972972972972973,2.0,4.0,,,,,,,,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,1.0,0.5,,,,,,,2.0,,0.6666666666666666,,,,,,,,,True,,,,,
