EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,BlockedAtRim,BlockedLongMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,HeaveAttempts,Blocked3s,BlockedArc3,3SecondViolations,PenaltyArc3Accuracy,SecondChanceCorner3FGA,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,FTOffRebounds,OffFTReboundPct,on,3pt And 1 Free Throw Trips,DefensiveGoaltends,HeaveMakes,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
1504,1610612742,Danny Fortson,Danny Fortson,1504,DAL,2388.0,40,7,77,74,25,27,15,151,6.0,10.0,3.0,5.0,2.0,2.0,1.0,1.0,7.0,11,6.0,20.0,61,3.0,5.0,3.0,9.0,2.0,2.0,5.0,9.0,6.0,8.0,6.0,2.0,1.0,8.0,4.0,8,1.0,13,9.0,22,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2,1,9,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,9.0,25,3.0,0.42857142857142855,0.75,0.6363636363636364,0.6,1.0,0.6363636363636364,0.6,1.0,0.7692307692307693,0.75,1.125,0.18181818181818182,0.2,15.789473684210527,0.5,0.25,0.27586206896551724,0.17777777777777778,0.3333333333333333,0.2,0.2926829268292683,0.18,0.4444444444444444,0.18181818181818182,0.2,0.25,0.18181818181818182,0.35714285714285715,0.4444444444444444,1.0,0.9090909090909091,0.6,0.75,0.3333333333333333,0.09090909090909091,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.9090909090909091,0.5543181818181818,0.5934,0.62765,0.25,0.25,0.45,0.45,1.6272727272727274,0.3246753246753247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1712,1610612742,Antawn Jamison,Antawn Jamison,1712,DAL,26753.0,446,58,860,870,301,338,125,1730,44.0,62.0,14.0,18.0,18.0,25.0,12.0,29.0,85.0,161,43.0,231.0,896,19.0,32.0,9.0,47.0,28.0,53.0,23.0,85.0,122.0,48.0,26.0,13.0,8.0,26.0,13.0,31,11.0,55,34.0,89,16.0,11.0,5.0,7.0,6.0,1.0,1.0,13,11,27,2.0,54.0,3.0,19.0,9.0,6.0,1.0,6.0,3.0,85.0,301,4.0,0.7176470588235294,0.8472222222222222,0.5279503105590062,0.59375,0.5283018867924528,0.5371428571428571,0.5757575757575758,0.5344827586206896,0.5775,0.6025641025641025,0.6071428571428571,0.08074534161490683,0.0967741935483871,20.80078125,0.5384615384615384,0.34375,0.09779179810725552,0.07602339181286549,0.13829787234042554,0.09195402298850575,0.1070559610705596,0.07925407925407925,0.08653846153846154,0.050359712230215826,0.07042253521126761,0.10416666666666667,0.061855670103092786,0.12096774193548387,0.15714285714285714,0.5,0.35428571428571426,0.7096774193548387,0.7857142857142857,0.7272727272727273,0.1657142857142857,0.41379310344827586,0.42857142857142855,1.0,0.5454545454545454,0.7777777777777778,0.43103448275862066,0.72,0.4342857142857143,0.47089600000000004,0.5020499999999999,0.4922258620689655,0.09947643979057591,0.10734463276836158,0.20346320346320346,0.36796536796536794,6.533540372670807,0.35,29.0,70.0,3.0,5.0,2.0,4.0,3.0,9.0,1.0,1.0,6.0,14.0,1.0,2.0,5.0,18.0,9.0,3.0,10.0,5.0,15.0,4.0,1.0,7.0,1.0,2.0,35.0,7.0,6.0,1.0,1.0,2.0,5.0,2.0,4.0,1.0,1.0,0.42857142857142855,0.4,0.42857142857142855,0.08,0.08571428571428572,0.034482758620689655,0.10101010101010101,0.1875,0.08333333333333333,0.10144927536231885,0.4,0.4142857142857143,0.453125,0.5862068965517241,0.02857142857142857,0.6,0.6,1.0,0.05142857142857143,0.3333333333333333,0.3333333333333333,1.0,0.35714285714285715,0.030303030303030304,0.06896551724137931,0.5,0.017241379310344827,0.3333333333333333,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,21700.0,362,55,695,692,197,206,94,1387,17.0,26.0,3.0,7.0,3.0,5.0,39.0,79.0,70.0,140,51.0,209.0,713,6.0,19.0,3.0,21.0,15.0,35.0,14.0,44.0,78.0,62.0,8.0,3.0,3.0,14.0,16.0,58,14.0,88,17.0,105,15.0,10.0,5.0,8.0,4.0,2.0,2.0,12,22,27,,61.0,5.0,29.0,4.0,15.0,3.0,15.0,9.0,44.0,197,1.0,0.5571428571428572,0.5909090909090909,0.5,0.3157894736842105,0.42857142857142855,0.47305389221556887,0.391304347826087,0.36585365853658536,0.5358974358974359,0.42,0.44,0.02142857142857143,0.07692307692307693,25.492610837438427,0.6666666666666666,0.5833333333333334,0.23577235772357724,0.050724637681159424,0.20512820512820512,0.04054054054054054,0.22839506172839505,0.04857142857142857,0.045454545454545456,0.05405405405405406,0.03389830508474576,0.2153846153846154,0.2972972972972973,0.205607476635514,0.21568627450980393,0.6,0.15568862275449102,0.6538461538461539,0.7083333333333334,0.4117647058823529,0.47305389221556887,0.4936708860759494,0.4936708860759494,0.7435897435897436,0.30434782608695654,0.42857142857142855,0.12195121951219512,0.6,0.31736526946107785,0.4506404191616767,0.455128947368421,0.426409756097561,0.1518324607329843,0.17682926829268292,0.10047846889952153,0.21052631578947367,12.572142857142856,0.28345323741007195,14.0,35.0,1.0,5.0,,2.0,5.0,22.0,4.0,4.0,6.0,27.0,4.0,,6.0,15.0,22.0,5.0,12.0,5.0,17.0,4.0,1.0,7.0,4.0,1.0,39.0,2.0,6.0,,,1.0,4.0,1.0,10.0,2.0,0.8333333333333334,0.2222222222222222,,0.2222222222222222,0.16167664670658682,0.02857142857142857,,0.05194805194805195,0.06666666666666667,0.18518518518518517,0.022988505747126436,0.20958083832335328,0.4,0.4117647058823529,0.21428571428571427,0.029940119760479042,0.2,0.2,1.0,0.1317365269461078,0.22727272727272727,0.22727272727272727,0.8,,0.17391304347826086,0.04878048780487805,,0.0975609756097561,0.22727272727272727,24.922222222222224,2.0,2.0,3.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,43203.0,720,49,1384,1398,460,508,208,2782,48.0,96.0,16.0,34.0,17.0,30.0,14.0,41.0,70.0,158,30.0,176.0,1438,20.0,44.0,12.0,52.0,24.0,45.0,9.0,60.0,102.0,38.0,22.0,16.0,13.0,54.0,24.0,61,4.0,89,67.0,156,35.0,29.0,6.0,13.0,16.0,3.0,1.0,29,39,90,12.0,46.0,4.0,23.0,2.0,18.0,6.0,19.0,11.0,60.0,460,10.0,0.7285714285714285,0.864406779661017,0.4430379746835443,0.45454545454545453,0.5333333333333333,0.4506172839506173,0.45454545454545453,0.53125,0.4808743169398907,0.5,0.5454545454545454,0.10126582278481013,0.13541666666666666,12.85627653123105,0.4482758620689655,0.08,0.12224448897795591,0.09358752166377816,0.14545454545454545,0.09027777777777778,0.1280120481927711,0.09292649098474341,0.10227272727272728,0.048034934497816595,0.09482758620689655,0.13970588235294118,0.11392405063291139,0.11707317073170732,0.15517241379310345,0.5789473684210527,0.5925925925925926,0.5,0.5783132530120482,0.7083333333333334,0.25308641975308643,0.34146341463414637,0.34146341463414637,0.8571428571428571,0.7727272727272727,0.47058823529411764,0.625,0.5666666666666667,0.6172839506172839,0.5083378881987578,0.522515,0.5165095744680851,0.1270718232044199,0.12994350282485875,0.29545454545454547,0.3409090909090909,5.835443037974684,0.33236994219653176,8.0,21.0,,,,,2.0,4.0,,3.0,2.0,4.0,,1.0,3.0,3.0,3.0,2.0,21.0,4.0,25.0,3.0,1.0,13.0,2.0,6.0,54.0,5.0,10.0,,,6.0,8.0,6.0,11.0,1.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.024691358024691357,0.14285714285714285,,0.14534883720930233,0.07142857142857142,0.12244897959183673,0.06944444444444445,0.12962962962962962,0.38095238095238093,0.4444444444444444,0.625,,,,,0.024691358024691357,0.5,0.5,0.5,0.25,,,,0.0625,0.6666666666666666,32.025,,,3.0,4.0,2.0,,,,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,
959,1610612742,Steve Nash,Steve Nash,959,DAL,22319.0,372,14,730,733,253,251,104,1463,13.0,29.0,,3.0,8.0,9.0,12.0,31.0,32.0,85,56.0,180.0,778,1.0,7.0,5.0,13.0,17.0,27.0,34.0,86.0,14.0,50.0,,6.0,2.0,10.0,12.0,19,,31,12.0,43,7.0,6.0,1.0,19.0,6.0,3.0,1.0,25,7,16,1.0,63.0,,9.0,16.0,,,,,86.0,253,3.0,0.21875,0.21875,0.3764705882352941,0.14285714285714285,0.6296296296296297,0.484375,0.3333333333333333,0.5909090909090909,0.5584415584415584,0.42857142857142855,0.6774193548387096,0.07058823529411765,0.10344827586206896,20.741599073001158,0.76,,0.0708955223880597,0.03484320557491289,0.1348314606741573,0.021505376344086023,0.08683473389355742,0.031578947368421054,0.031914893617021274,0.039603960396039604,0.02631578947368421,0.0547945205479452,0.03488372093023256,0.11009174311926606,0.08955223880597014,,0.2265625,0.4482758620689655,0.5,0.15384615384615385,0.2421875,0.3870967741935484,0.4,0.4166666666666667,0.25,,0.20454545454545456,0.8888888888888888,0.5625,0.5021070866141732,0.5369111111111111,0.5060104651162791,0.07246376811594203,0.09574468085106383,0.07222222222222222,0.4777777777777778,9.474117647058824,0.34657534246575344,7.0,25.0,1.0,2.0,,1.0,19.0,41.0,4.0,16.0,20.0,43.0,5.0,6.0,17.0,36.0,40.0,19.0,72.0,11.0,83.0,8.0,3.0,36.0,13.0,23.0,177.0,1.0,16.0,1.0,,3.0,7.0,3.0,,,0.6,0.46511627906976744,0.35294117647058826,0.47619047619047616,0.3359375,0.08,0.03225806451612903,0.03260869565217391,,0.2727272727272727,0.014492753623188406,0.1953125,0.28,0.30434782608695654,,0.015625,0.5,0.5,,0.3203125,0.4634146341463415,0.4634146341463415,0.631578947368421,,0.3333333333333333,0.022727272727272728,,0.36363636363636365,0.475,26.088372093023256,2.0,2.0,24.0,1.0,,0.4,0.5,1.0,6.0,1.0,,,,0.375,1.0,10.0,1.0,0.08333333333333333,0.022727272727272728,,,,,,,True,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,17016.0,284,49,541,547,207,230,88,1088,19.0,33.0,7.0,15.0,10.0,12.0,6.0,34.0,31.0,92,15.0,89.0,545,8.0,22.0,5.0,24.0,13.0,33.0,7.0,36.0,32.0,30.0,12.0,6.0,5.0,26.0,11.0,24,2.0,37,31.0,68,8.0,6.0,2.0,6.0,2.0,,,8,14,35,6.0,25.0,1.0,10.0,3.0,8.0,4.0,8.0,3.0,36.0,207,4.0,0.5161290322580645,0.64,0.33695652173913043,0.36363636363636365,0.3939393939393939,0.3523809523809524,0.41304347826086957,0.3815789473684211,0.3803418803418803,0.46153846153846156,0.4,0.06521739130434782,0.12121212121212122,19.142419601837673,0.75,0.11764705882352941,0.13186813186813187,0.11016949152542373,0.14864864864864866,0.11627906976744186,0.13671875,0.1111111111111111,0.1282051282051282,0.11458333333333333,0.11428571428571428,0.10638297872340426,0.14035087719298245,0.14102564102564102,0.10204081632653061,0.375,0.3142857142857143,0.5757575757575758,0.6551724137931034,0.5789473684210527,0.3238095238095238,0.17647058823529413,0.17647058823529413,0.5,0.6521739130434783,0.4666666666666667,0.3157894736842105,0.8333333333333334,0.4380952380952381,0.47777355769230767,0.534064705882353,0.4909337837837837,0.08771929824561403,0.09900990099009901,0.2696629213483146,0.4044943820224719,9.45,0.3826247689463956,6.0,25.0,2.0,6.0,1.0,2.0,2.0,7.0,,3.0,4.0,13.0,1.0,1.0,5.0,9.0,6.0,2.0,20.0,4.0,24.0,3.0,1.0,4.0,3.0,13.0,52.0,8.0,6.0,,,1.0,4.0,1.0,2.0,2.0,0.75,0.3076923076923077,0.2,0.3333333333333333,0.12380952380952381,0.08,,0.08064516129032258,0.125,0.24,0.13114754098360656,0.23809523809523808,0.24,0.2608695652173913,0.3333333333333333,0.05714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,0.2857142857142857,0.2857142857142857,0.5,0.14285714285714285,,0.05263157894736842,0.5,0.07894736842105263,0.3333333333333333,27.992307692307687,,1.0,3.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,0.043478260869565216,,1.0,1.0,1.0,,,,True,,,,,,,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,12825.0,214,-4,409,420,120,174,64,829,25.0,43.0,8.0,10.0,5.0,9.0,7.0,21.0,43.0,89,14.0,112.0,445,9.0,14.0,2.0,20.0,9.0,23.0,3.0,27.0,34.0,52.0,16.0,10.0,4.0,15.0,5.0,9,,14,19.0,33,6.0,2.0,4.0,11.0,5.0,5.0,,16,4,6,,21.0,1.0,9.0,2.0,1.0,,1.0,1.0,27.0,120,1.0,0.3953488372093023,0.4857142857142857,0.48314606741573035,0.6428571428571429,0.391304347826087,0.5,0.6428571428571429,0.42857142857142855,0.5185185185185185,0.625,0.43548387096774194,0.11235955056179775,0.16279069767441862,25.46201232032854,0.6875,,0.06716417910447761,0.0872093023255814,0.08771929824561403,0.14814814814814814,0.07329842931937172,0.09547738693467336,0.1590909090909091,0.056818181818181816,0.15,0.05,0.06976744186046512,0.0784313725490196,0.05128205128205128,1.0,0.4387755102040816,0.5813953488372093,0.6944444444444444,0.52,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.7142857142857143,0.8,0.32142857142857145,0.5555555555555556,0.5306122448979592,0.4808545918367347,0.5142749999999999,0.4420571428571428,0.08490566037735849,0.09278350515463918,0.17857142857142858,0.24107142857142858,7.060674157303371,0.293398533007335,11.0,25.0,,2.0,,1.0,4.0,7.0,,4.0,4.0,9.0,,2.0,5.0,12.0,7.0,4.0,24.0,6.0,30.0,4.0,2.0,9.0,3.0,12.0,66.0,4.0,6.0,3.0,,1.0,8.0,,1.0,,1.0,0.4444444444444444,0.4,0.4444444444444444,0.09183673469387756,0.12,,0.075,0.14285714285714285,0.16666666666666666,0.1,0.25510204081632654,0.44,0.5,0.18181818181818182,0.02040816326530612,,,,0.07142857142857142,0.5714285714285714,0.5714285714285714,1.0,0.125,,0.03571428571428571,,0.14285714285714285,0.5714285714285714,25.422222222222224,,,,2.0,,,,,2.0,,,,,0.5,,,,,,,,,,,,True,,,,,,,,
696,1610612742,Travis Best,Travis Best,696,DAL,9812.0,164,32,312,315,117,138,42,627,9.0,13.0,1.0,2.0,1.0,2.0,5.0,17.0,16.0,35,11.0,43.0,306,2.0,4.0,,4.0,2.0,10.0,9.0,13.0,6.0,26.0,,1.0,1.0,2.0,1.0,8,,9,3.0,12,9.0,6.0,3.0,5.0,5.0,1.0,,10,2,11,,13.0,1.0,4.0,3.0,,,,,13.0,117,1.0,0.1875,0.1875,0.45714285714285713,0.5,0.2,0.42105263157894735,0.3333333333333333,0.2,0.48863636363636365,0.3333333333333333,0.43333333333333335,0.02857142857142857,0.07692307692307693,14.516129032258064,0.5,,0.06666666666666667,0.016,0.029411764705882353,0.041666666666666664,0.05844155844155844,0.020134228187919462,0.05555555555555555,,0.05555555555555555,,0.046511627906976744,0.13636363636363635,0.04,,0.34210526315789475,0.6923076923076923,0.75,0.1111111111111111,0.4473684210526316,0.29411764705882354,0.29411764705882354,0.4,0.3333333333333333,0.5,0.2,0.5,0.42105263157894735,0.46543026315789476,0.47535000000000005,0.43183000000000005,0.0975609756097561,0.10526315789473684,0.09302325581395349,0.3023255813953488,10.728571428571428,0.375,2.0,5.0,,,,,,3.0,2.0,,,3.0,2.0,,,,3.0,,26.0,7.0,33.0,5.0,2.0,13.0,2.0,11.0,73.0,1.0,4.0,,,,4.0,2.0,,,,,,,0.07894736842105263,,,,,,0.05263157894736842,0.13157894736842105,0.4,0.4,,,,,,0.07894736842105263,,,,,0.3333333333333333,,,,,27.433333333333337,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,25266.0,421,20,809,818,254,281,121,1627,10.0,17.0,,2.0,2.0,4.0,25.0,76.0,47.0,123,41.0,210.0,845,1.0,11.0,4.0,15.0,14.0,33.0,21.0,76.0,62.0,32.0,,4.0,,5.0,7.0,26,1.0,34,5.0,39,7.0,7.0,,10.0,8.0,4.0,,18,12,21,,48.0,,15.0,7.0,4.0,,4.0,2.0,76.0,254,2.0,0.6595744680851063,0.6595744680851063,0.3821138211382114,0.09090909090909091,0.42424242424242425,0.4401041666666667,0.3055555555555556,0.5,0.48130841121495327,0.375,0.5597014925373134,0.032520325203252036,0.17647058823529413,24.116424116424117,0.5555555555555556,0.03571428571428571,0.08666666666666667,0.01488095238095238,0.07,,0.0825,0.01152073732718894,0.00980392156862745,0.016,,0.03529411764705882,0.09473684210526316,0.11666666666666667,0.05970149253731343,0.5,0.08854166666666667,0.5882352941176471,0.7142857142857143,0.8,0.3958333333333333,0.32894736842105265,0.32894736842105265,0.76,0.1111111111111111,,0.07272727272727272,0.5,0.4479166666666667,0.4780171052631579,0.474946875,0.47146111111111116,0.07246376811594203,0.10869565217391304,0.07142857142857142,0.3619047619047619,13.936585365853658,0.31396786155747836,12.0,30.0,3.0,12.0,1.0,5.0,22.0,57.0,5.0,17.0,25.0,69.0,7.0,9.0,22.0,54.0,55.0,22.0,28.0,9.0,37.0,9.0,,15.0,5.0,8.0,83.0,,6.0,2.0,,,5.0,2.0,3.0,1.0,0.72,0.36231884057971014,0.4090909090909091,0.373134328358209,0.359375,0.03333333333333333,,0.01834862385321101,,0.09090909090909091,,0.15625,0.4,0.41379310344827586,0.3333333333333333,0.0625,0.25,0.25,1.0,0.296875,0.38596491228070173,0.38596491228070173,0.6818181818181818,,0.2777777777777778,0.09090909090909091,0.2,0.3090909090909091,0.4,25.428985507246374,2.0,3.0,21.0,4.0,,0.42857142857142855,0.4,1.0,8.0,2.0,,,,0.47058823529411764,2.0,4.0,,0.1111111111111111,,1.0,0.5,1.0,,,,True,,,,,,,,
952,1610612742,Antoine Walker,Antoine Walker,952,DAL,21346.0,356,-45,670,688,222,251,105,1358,32.0,59.0,10.0,19.0,9.0,12.0,5.0,12.0,53.0,114,18.0,139.0,733,12.0,27.0,1.0,25.0,19.0,34.0,13.0,54.0,44.0,62.0,16.0,14.0,4.0,28.0,10.0,35,11.0,56,33.0,89,11.0,9.0,2.0,17.0,12.0,7.0,2.0,29,12,27,2.0,29.0,5.0,14.0,3.0,8.0,1.0,8.0,6.0,54.0,222,7.0,0.41509433962264153,0.4888888888888889,0.4649122807017544,0.4444444444444444,0.5588235294117647,0.4201388888888889,0.42857142857142855,0.43617021276595747,0.44551282051282054,0.43103448275862066,0.4909090909090909,0.12280701754385964,0.1694915254237288,22.92441140024783,0.5862068965517241,0.4782608695652174,0.14112903225806453,0.09427609427609428,0.1282051282051282,0.05,0.13803680981595093,0.08488063660477453,0.10752688172043011,0.08333333333333333,0.06060606060606061,0.1044776119402985,0.1927710843373494,0.12244897959183673,0.0784313725490196,0.75,0.4097222222222222,0.5423728813559322,0.6530612244897959,0.4375,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.2,0.6785714285714286,0.5263157894736842,0.2553191489361702,0.75,0.6180555555555556,0.5065416083916086,0.5232583333333333,0.47974021739130435,0.0915032679738562,0.11382113821138211,0.17985611510791366,0.38848920863309355,4.574561403508772,0.33134328358208953,16.0,43.0,1.0,4.0,,1.0,4.0,26.0,1.0,12.0,5.0,30.0,1.0,1.0,13.0,15.0,26.0,4.0,39.0,8.0,47.0,6.0,2.0,18.0,5.0,16.0,102.0,4.0,10.0,,1.0,4.0,10.0,3.0,7.0,,1.0,0.16666666666666666,0.07692307692307693,0.16666666666666666,0.20833333333333334,0.09302325581395349,,0.09375,,0.2222222222222222,0.057971014492753624,0.2986111111111111,0.37209302325581395,0.41025641025641024,0.4375,0.027777777777777776,0.25,0.25,1.0,0.18055555555555555,0.15384615384615385,0.15384615384615385,1.0,,0.03571428571428571,0.02127659574468085,,0.2553191489361702,0.15384615384615385,25.269999999999996,,,,5.0,,,,,1.0,,,,,0.08333333333333333,,,,,,,,,,1.0,0.05555555555555555,True,,,,,,,,
