EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,FTOffRebounds,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3FGM,Fg3aBlocked,Travels,Blocked3s,BlockedCorner3,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,OffensiveGoaltends,HeaveMakes,Clear Path Fouls,3pt And 1 Free Throw Trips
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,19462.0,324,-11.0,571,579,149,158,76.0,1150,9.0,28.0,1.0,5.0,2.0,10.0,7.0,9.0,20.0,8.0,15.0,2.0,14.0,41.0,1.0,3.0,4.0,10.0,18.0,55.0,22.0,56.0,33.0,135.0,564,2.0,12.0,1.0,3.0,5.0,12.0,3.0,15.0,4.0,12.0,12.0,30.0,22.0,14.0,60.0,6.0,4.0,41.0,14.0,11.0,17.0,6.0,23.0,4.0,2.0,5.0,3.0,9.0,52.0,2.0,11.0,17.0,42.0,4.0,63.0,13.0,76.0,2.0,8.0,5.0,3.0,12.0,2.0,8.0,8.0,1.0,4.0,20.0,2.0,5.0,16.0,33.0,1.0,5.0,36.0,1.0,3.0,14.0,3.0,6.0,3.0,3.0,6.0,1.0,1.0,30.0,149,2.0,0.6111111111111112,0.6875,0.9090909090909091,0.39285714285714285,0.3333333333333333,0.3333333333333333,0.39285714285714285,0.32727272727272727,0.16666666666666666,0.2,0.4594594594594595,0.23333333333333334,0.3333333333333333,0.5236220472440944,0.3333333333333333,0.453125,0.5045045045045045,0.2,0.2857142857142857,0.42857142857142855,22.340425531914892,0.6,0.19047619047619047,0.20095693779904306,0.05472636815920398,0.3541666666666667,0.02666666666666667,0.22957198443579765,0.04710144927536232,0.07246376811594203,0.038461538461538464,0.05,0.03636363636363636,0.13333333333333333,0.25,0.19791666666666666,0.375,0.3125,0.03508771929824561,0.16666666666666666,0.25225225225225223,0.32142857142857145,0.45,0.5555555555555556,0.06306306306306306,0.18018018018018017,0.45,0.45,0.6666666666666666,0.13513513513513514,0.5333333333333333,0.5333333333333333,1.0,0.36936936936936937,0.34146341463414637,0.34146341463414637,0.8571428571428571,0.3333333333333333,0.2,0.2,0.3333333333333333,1.0,0.37037037037037035,0.2,0.07407407407407407,0.37037037037037035,0.4,0.7567567567567568,0.34146341463414637,0.5092599099099098,0.4435708333333333,0.4971166666666666,0.11290322580645161,0.20588235294117646,0.08888888888888889,0.2222222222222222,8.24181818181818,24.780357142857145,0.2609457092819615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1513,1610612754,Scot Pollard,Scot Pollard,1513,IND,40746.0,679,-78.0,1219,1232,341,364,167.0,2451,38.0,78.0,18.0,38.0,8.0,16.0,24.0,6.0,12.0,,,,,,,,,,47.0,114.0,,,12.0,106.0,1222,20.0,41.0,,,1.0,41.0,10.0,22.0,,,2.0,22.0,58.0,36.0,,,34.0,,,22.0,7.0,3.0,10.0,3.0,,2.0,,5.0,23.0,12.0,53.0,12.0,74.0,11.0,97.0,67.0,164.0,5.0,23.0,17.0,6.0,9.0,4.0,4.0,13.0,,5.0,22.0,4.0,5.0,63.0,110.0,8.0,3.0,21.0,3.0,,11.0,1.0,26.0,23.0,3.0,26.0,16.0,,22.0,341,13.0,0.6170212765957447,0.9666666666666667,,,,,,0.41228070175438597,0.4878048780487805,0.45454545454545453,0.41228070175438597,0.4878048780487805,0.45454545454545453,0.43089430894308944,0.4659090909090909,0.4583333333333333,,0.19298245614035087,0.1794871794871795,0.3333333333333333,10.28368794326241,0.4090909090909091,0.2558139534883721,0.15913978494623657,0.11252653927813164,0.13636363636363635,0.08888888888888889,0.15551537070524413,0.10726072607260725,0.16129032258064516,0.10218978102189781,0.0782122905027933,0.06666666666666667,0.1532258064516129,0.208955223880597,0.13043478260869565,0.12307692307692308,0.17391304347826086,0.11627906976744186,0.6153846153846154,0.6842105263157895,0.48717948717948717,0.59375,0.5263157894736842,0.21052631578947367,0.10526315789473684,0.5,0.5,1.0,,,,,,,,,0.926829268292683,0.47368421052631576,,,,0.7272727272727273,0.5,,,,0.6842105263157895,,0.4961078947368421,0.5248171428571428,0.4957318181818182,0.09016393442622951,0.09016393442622951,0.3867924528301887,0.20754716981132076,4.2438596491228076,,0.2797374897456932,3.0,2.0,1.0,6.0,0.058823529411764705,0.13333333333333333,0.125,0.1875,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,29593.0,493,-58.0,873,883,269,286,120.0,1756,8.0,18.0,2.0,2.0,1.0,2.0,24.0,26.0,66.0,3.0,15.0,3.0,8.0,24.0,1.0,1.0,2.0,6.0,42.0,108.0,11.0,39.0,26.0,143.0,905,8.0,14.0,1.0,1.0,3.0,22.0,12.0,30.0,3.0,9.0,13.0,46.0,44.0,40.0,24.0,9.0,4.0,24.0,8.0,5.0,41.0,17.0,58.0,14.0,3.0,23.0,4.0,14.0,133.0,4.0,4.0,6.0,26.0,,32.0,8.0,40.0,5.0,24.0,11.0,13.0,20.0,2.0,13.0,4.0,,7.0,24.0,1.0,9.0,20.0,38.0,1.0,,29.0,2.0,7.0,7.0,5.0,2.0,1.0,,3.0,3.0,1.0,46.0,269,4.0,0.5238095238095238,0.55,0.7272727272727273,0.28205128205128205,1.0,0.3333333333333333,0.28205128205128205,0.3888888888888889,0.5714285714285714,0.4,0.3979591836734694,0.6333333333333333,0.4230769230769231,0.43312101910828027,0.65625,0.4888888888888889,0.2653061224489796,0.046296296296296294,0.05555555555555555,0.125,17.956349206349206,0.8333333333333334,,0.0790273556231003,0.012121212121212121,0.08695652173913043,0.04,0.08040201005025126,0.018604651162790697,0.009174311926605505,0.011235955056179775,0.015151515151515152,0.04411764705882353,0.046511627906976744,0.08247422680412371,0.0958904109589041,0.08333333333333333,0.09523809523809523,0.058823529411764705,1.0,0.12244897959183673,0.4444444444444444,0.47058823529411764,0.375,0.16326530612244897,0.4489795918367347,0.3939393939393939,0.4,0.7307692307692307,0.10204081632653061,0.2,0.2,1.0,0.16326530612244897,0.3333333333333333,0.34782608695652173,0.625,0.13333333333333333,1.0,0.06666666666666667,1.0,1.0,0.05128205128205128,0.5,0.07692307692307693,0.15384615384615385,0.3333333333333333,0.3877551020408163,0.3333333333333333,0.4440326530612244,0.4320866666666667,0.3969910256410257,0.046052631578947366,0.061946902654867256,0.15384615384615385,0.32167832167832167,13.493518518518519,24.78205128205128,0.30813287514318444,8.0,,,,,0.03125,0.3333333333333333,0.38095238095238093,,1.0,1.0,2.0,1.0,1.0,1.0,0.02564102564102564,0.015151515151515152,0.041666666666666664,0.3333333333333333,,,,,,,,,,,,,True,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,25327.0,422,-77.0,744,756,192,217,99.0,1500,20.0,46.0,9.0,15.0,5.0,14.0,56.0,24.0,61.0,3.0,10.0,4.0,3.0,11.0,,1.0,1.0,4.0,71.0,163.0,6.0,21.0,36.0,196.0,762,14.0,22.0,,3.0,6.0,34.0,24.0,42.0,2.0,8.0,11.0,65.0,60.0,82.0,15.0,3.0,14.0,10.0,3.0,16.0,15.0,7.0,22.0,4.0,3.0,7.0,2.0,6.0,51.0,8.0,17.0,7.0,48.0,6.0,61.0,25.0,86.0,5.0,7.0,4.0,3.0,14.0,2.0,7.0,19.0,4.0,7.0,33.0,5.0,12.0,12.0,37.0,3.0,7.0,49.0,3.0,,21.0,5.0,2.0,2.0,,2.0,1.0,,65.0,192,3.0,0.4225352112676056,0.46875,0.8333333333333334,0.2857142857142857,,0.25,0.3,0.43558282208588955,0.6363636363636364,0.5714285714285714,0.43478260869565216,0.56,0.54,0.47342995169082125,0.5862068965517241,0.5803571428571429,0.11413043478260869,0.09815950920245399,0.2391304347826087,0.017857142857142856,28.2021151586369,0.42424242424242425,0.23076923076923078,0.1797752808988764,0.059233449477351915,0.125,0.09523809523809523,0.17027863777089783,0.0673854447439353,0.053763440860215055,0.060240963855421686,0.06306306306306306,0.11320754716981132,0.17333333333333334,0.22077922077922077,0.1565217391304348,0.11627906976744186,0.15384615384615385,0.05555555555555555,0.5,0.25,0.43478260869565216,0.5714285714285714,0.35,0.30434782608695654,0.33152173913043476,0.39344262295081966,0.42105263157894735,0.7083333333333334,0.05434782608695652,0.3,0.3,0.6666666666666666,0.059782608695652176,0.2727272727272727,0.2727272727272727,1.0,0.6,0.6,0.04,,,0.28,0.35714285714285715,0.08,0.08,0.25,0.3641304347826087,0.3,0.44600928961748637,0.506915,0.4442377551020407,0.10396039603960396,0.11602209944751381,0.17346938775510204,0.33163265306122447,9.99877300613497,25.838095238095235,0.25806451612903225,27.0,,,,,0.06451612903225806,0.48214285714285715,0.4909090909090909,0.2222222222222222,1.0,,4.0,,,,,0.06557377049180328,,0.25,2.0,1.0,1.0,0.2222222222222222,0.08,,,,,,,,True,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,18373.0,306,-15.0,568,568,147,178,75.0,1136,20.0,38.0,4.0,7.0,6.0,10.0,23.0,14.0,37.0,4.0,8.0,3.0,8.0,28.0,1.0,4.0,1.0,6.0,41.0,98.0,12.0,36.0,38.0,156.0,545,6.0,13.0,1.0,4.0,,15.0,17.0,29.0,3.0,9.0,13.0,56.0,40.0,42.0,33.0,3.0,6.0,27.0,8.0,6.0,16.0,5.0,21.0,2.0,3.0,8.0,5.0,3.0,47.0,1.0,3.0,6.0,26.0,4.0,36.0,6.0,42.0,1.0,17.0,11.0,6.0,18.0,2.0,12.0,12.0,2.0,6.0,30.0,5.0,6.0,6.0,22.0,1.0,6.0,50.0,4.0,,22.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0,56.0,147,1.0,0.4878048780487805,0.5263157894736842,0.9166666666666666,0.3333333333333333,0.25,0.3333333333333333,0.34285714285714286,0.41836734693877553,0.46153846153846156,0.5862068965517241,0.44029850746268656,0.4411764705882353,0.5657894736842105,0.4968152866242038,0.4411764705882353,0.5957446808510638,0.26865671641791045,0.061224489795918366,0.13157894736842105,0.043478260869565216,28.50609756097561,0.6,0.2,0.12560386473429952,0.013392857142857142,0.13333333333333333,0.01694915254237288,0.12698412698412698,0.014134275618374558,0.036585365853658534,,,0.023809523809523808,0.08064516129032258,0.1320754716981132,0.15217391304347827,0.15625,0.07692307692307693,0.014285714285714285,1.0,0.2835820895522388,0.5263157894736842,0.6060606060606061,0.6,0.17164179104477612,0.27611940298507465,0.3783783783783784,0.3783783783783784,0.2857142857142857,0.05970149253731343,0.5,0.5,1.0,0.208955223880597,0.2857142857142857,0.2857142857142857,0.875,0.4117647058823529,0.5714285714285714,0.23529411764705882,0.25,1.0,0.2631578947368421,0.6,0.07894736842105263,0.15789473684210525,0.16666666666666666,0.5522388059701493,0.2962962962962963,0.4684299242424243,0.47046000000000004,0.43694861111111116,0.14473684210526316,0.1896551724137931,0.09615384615384616,0.358974358974359,9.431632653061225,26.050000000000004,0.25880281690140844,7.0,2.0,,,0.1111111111111111,,0.30434782608695654,0.3181818181818182,0.5714285714285714,2.0,,2.0,,,1.0,,,,0.6666666666666666,,1.0,,0.25,,,,,,,,,True,,,,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,31414.0,524,11.0,925,938,280,264,129.0,1863,20.0,41.0,1.0,4.0,7.0,13.0,13.0,9.0,32.0,3.0,8.0,4.0,8.0,27.0,,1.0,1.0,9.0,33.0,86.0,11.0,35.0,37.0,136.0,901,2.0,7.0,1.0,2.0,2.0,9.0,11.0,29.0,3.0,13.0,10.0,41.0,32.0,34.0,33.0,,,23.0,8.0,8.0,52.0,18.0,70.0,11.0,7.0,16.0,10.0,26.0,158.0,1.0,10.0,5.0,31.0,1.0,37.0,11.0,48.0,1.0,27.0,18.0,9.0,19.0,3.0,13.0,8.0,1.0,6.0,27.0,4.0,7.0,24.0,42.0,1.0,2.0,51.0,1.0,,21.0,5.0,6.0,3.0,1.0,7.0,5.0,,41.0,280,6.0,0.48484848484848486,0.48484848484848486,1.0,0.3142857142857143,0.5,0.23076923076923078,0.3548387096774194,0.38372093023255816,0.2857142857142857,0.3793103448275862,0.4090909090909091,0.3888888888888889,0.36904761904761907,0.4657534246575342,0.45,0.41836734693877553,0.2892561983471074,0.09302325581395349,0.12195121951219512,,16.16822429906542,0.7037037037037037,0.03333333333333333,0.08493150684931507,0.028985507246376812,0.078125,0.009900990099009901,0.08391608391608392,0.02466367713004484,0.04310344827586207,,0.0364963503649635,,0.06382978723404255,0.05825242718446602,0.1130952380952381,0.044444444444444446,0.15789473684210525,0.01639344262295082,0.7142857142857143,0.33884297520661155,0.4878048780487805,0.5555555555555556,0.4,0.10743801652892562,0.2644628099173554,0.28125,0.3103448275862069,0.5555555555555556,0.06611570247933884,0.375,0.42857142857142855,1.0,0.2231404958677686,0.2962962962962963,0.3076923076923077,1.0,0.4444444444444444,0.25,0.1111111111111111,,,0.30952380952380953,0.5384615384615384,0.09523809523809523,0.21428571428571427,0.1111111111111111,0.628099173553719,0.34782608695652173,0.4750175213675214,0.5187928571428572,0.4594249999999999,0.14893617021276595,0.19811320754716982,0.0661764705882353,0.3014705882352941,9.026744186046514,27.374285714285705,0.3027027027027027,4.0,,,,,0.030303030303030304,0.3076923076923077,0.3076923076923077,0.75,2.0,2.0,2.0,1.0,,2.0,0.05714285714285714,0.09375,0.037037037037037035,0.5,1.0,4.0,,,0.1111111111111111,1.0,1.0,0.125,1.0,1.0,,,True,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,6462.0,108,-81.0,201,207,36,54,29.0,408,1.0,2.0,,1.0,,,2.0,1.0,5.0,3.0,10.0,2.0,3.0,6.0,,,1.0,2.0,4.0,9.0,6.0,16.0,4.0,30.0,236,,1.0,,,,,1.0,1.0,2.0,4.0,3.0,11.0,2.0,6.0,15.0,3.0,,6.0,3.0,,11.0,1.0,12.0,,1.0,4.0,3.0,4.0,25.0,,1.0,1.0,1.0,1.0,3.0,1.0,4.0,,3.0,3.0,,4.0,,3.0,1.0,1.0,1.0,5.0,,2.0,1.0,2.0,,,6.0,,,1.0,2.0,1.0,,,1.0,,,11.0,36,,0.25,0.25,0.8333333333333334,0.375,,0.5,0.375,0.4444444444444444,,1.0,0.52,,0.8,0.5357142857142857,,0.7857142857142857,0.64,,,,13.865546218487395,0.8,0.1111111111111111,0.013157894736842105,0.010869565217391304,0.1,,0.023255813953488372,0.008547008547008548,,,0.030303030303030304,,,,0.034482758620689655,0.1111111111111111,,,,0.08,0.5,0.5,,0.08,0.2,0.2,0.2,,0.4,0.3,0.3,0.6666666666666666,0.24,0.5,0.5,1.0,1.0,,,,,,,0.4,0.4,0.5,0.72,0.5,0.5316820000000001,0.6091,0.52259,0.038461538461538464,0.1,,0.36666666666666664,12.722222222222221,24.075,0.1791044776119403,2.0,,,,,,1.0,1.0,0.5,1.0,,,,,1.0,,,,0.5,,,,,,,,,,,,,True,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,10702.0,178,-36.0,327,329,84,104,52.0,656,15.0,24.0,7.0,9.0,4.0,5.0,39.0,10.0,27.0,,,,,,,,,,39.0,90.0,,,12.0,90.0,333,8.0,11.0,,,2.0,18.0,8.0,18.0,,,2.0,18.0,52.0,26.0,,,12.0,,,11.0,6.0,2.0,8.0,2.0,,2.0,,4.0,18.0,,12.0,4.0,30.0,5.0,39.0,13.0,52.0,1.0,4.0,1.0,3.0,7.0,,2.0,8.0,2.0,5.0,15.0,4.0,6.0,11.0,18.0,1.0,2.0,16.0,1.0,,5.0,2.0,7.0,5.0,1.0,7.0,4.0,,18.0,84,4.0,0.6666666666666666,0.7878787878787878,,,,,,0.43333333333333335,0.7272727272727273,0.4444444444444444,0.43333333333333335,0.7272727272727273,0.4444444444444444,0.4639175257731959,0.75,0.47368421052631576,,0.12222222222222222,0.16666666666666666,0.1282051282051282,28.79177377892031,0.4666666666666667,0.625,0.2127659574468085,0.0784313725490196,0.25,,0.21656050955414013,0.06779661016949153,0.07692307692307693,0.03333333333333333,0.12962962962962962,,0.25,0.13953488372093023,0.2413793103448276,0.3076923076923077,,0.025,0.5714285714285714,0.26666666666666666,0.625,0.75,0.4666666666666667,0.43333333333333335,0.3,0.37037037037037035,0.4,1.0,,,,,,,,,0.8181818181818182,0.7777777777777778,,,,0.2777777777777778,0.8,,,,0.26666666666666666,,0.4334,0.5325,0.4508888888888889,0.06315789473684211,0.05319148936170213,0.2,0.2,9.202222222222222,,0.25688073394495414,14.0,1.0,,,0.1111111111111111,,0.358974358974359,0.4117647058823529,0.6428571428571429,,,3.0,,,1.0,,0.07407407407407407,,,,,,0.14285714285714285,,,,,,,1.0,1.0,True,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,6683.0,111,3.0,202,202,72,72,27.0,404,13.0,18.0,2.0,2.0,4.0,8.0,8.0,2.0,6.0,,2.0,,3.0,8.0,,,1.0,3.0,17.0,32.0,3.0,10.0,24.0,67.0,194,3.0,4.0,,,2.0,8.0,5.0,12.0,1.0,3.0,14.0,27.0,22.0,12.0,9.0,,2.0,8.0,3.0,4.0,4.0,1.0,5.0,1.0,,2.0,,2.0,11.0,1.0,5.0,4.0,7.0,,11.0,6.0,17.0,1.0,4.0,2.0,2.0,10.0,,7.0,2.0,,3.0,12.0,1.0,3.0,4.0,10.0,1.0,1.0,26.0,2.0,,10.0,4.0,6.0,5.0,1.0,6.0,4.0,,27.0,72,,0.6470588235294118,0.6875,1.0,0.3,,0.3333333333333333,0.3,0.53125,0.75,0.4166666666666667,0.5119047619047619,0.75,0.43333333333333335,0.6203703703703703,0.8,0.6136363636363636,0.23809523809523808,0.125,0.16666666666666666,0.125,28.205128205128208,0.8333333333333334,,0.07692307692307693,0.07692307692307693,0.23529411764705882,0.038461538461538464,0.10185185185185185,0.06593406593406594,0.1111111111111111,0.13333333333333333,0.03125,0.058823529411764705,0.05,0.034482758620689655,0.11904761904761904,0.21428571428571427,0.3333333333333333,0.05555555555555555,0.6666666666666666,0.42857142857142855,0.7222222222222222,0.8666666666666667,0.6153846153846154,0.19047619047619047,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5,0.047619047619047616,,,,0.19047619047619047,0.375,0.375,1.0,0.5,1.0,,,,0.5333333333333333,0.5,,0.2,0.3333333333333333,0.6666666666666666,0.375,0.5015642857142856,0.44916666666666666,0.51622,0.2,0.25,0.11940298507462686,0.40298507462686567,6.3875,25.270000000000003,0.3564356435643564,2.0,,2.0,,,,0.25,0.2857142857142857,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,
72,1610612754,Kenny Anderson,Kenny Anderson,72,IND,8798.0,147,-39.0,270,266,52,46,35.0,536,7.0,14.0,1.0,1.0,,,14.0,10.0,28.0,,,,,,,,,,21.0,56.0,,,7.0,49.0,258,1.0,6.0,,,3.0,5.0,3.0,12.0,,,5.0,11.0,20.0,22.0,,,,,,5.0,8.0,5.0,13.0,3.0,2.0,4.0,,4.0,31.0,,2.0,,6.0,,6.0,2.0,8.0,,7.0,2.0,5.0,12.0,,7.0,1.0,1.0,5.0,13.0,2.0,3.0,4.0,12.0,,,8.0,,,2.0,2.0,1.0,,1.0,1.0,1.0,,11.0,52,,0.47619047619047616,0.47619047619047616,,,,,,0.375,0.16666666666666666,0.25,0.375,0.16666666666666666,0.25,0.4083333333333333,0.3125,0.36666666666666664,,0.08928571428571429,0.14285714285714285,0.14285714285714285,23.397435897435898,0.9230769230769231,,0.05357142857142857,0.01694915254237288,,,0.046153846153846156,0.013888888888888888,0.02631578947368421,0.022222222222222223,,,0.12121212121212122,0.03225806451612903,0.020833333333333332,,,,1.0,0.25,0.5,0.5833333333333334,0.14285714285714285,0.25,0.5,0.35714285714285715,0.37037037037037035,0.9,,,,,,,,,0.16666666666666666,1.0,,,,,,,,,0.25,,0.43394642857142857,0.3778,0.337525,0.034482758620689655,0.034482758620689655,0.10204081632653061,0.22448979591836735,11.519642857142859,,0.1925925925925926,4.0,,,,,,0.2857142857142857,0.3333333333333333,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,True,,,,
