EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,LostBallSteals,BadPassTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,PenaltyFtPoints,PtsAssisted3s,Assisted3sPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceTurnovers,Offensive Fouls,Blocked3s,BlockedArc3,OffShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,3SecondViolations,SecondChanceFtPoints,Corner3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,SelfORebPct,Loose Ball Fouls,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceArc3Frequency,StepOutOfBoundsTurnovers,on,BlockedLongMidRange,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,4191.0,70.0,-43.0,120,127,12,21,10.0,247,4.0,6.0,1.0,2.0,1.0,11.0,8.0,14.0,13.0,31.0,1.0,27.0,145.0,2.0,4.0,4.0,1.0,2.0,2.0,16.0,10.0,2.0,4.0,4.0,4.0,3.0,1.0,8.0,2.0,1.0,1.0,3.0,1.0,5.0,3.0,8.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,10.0,11.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,12,0.6153846153846154,0.6666666666666666,0.41935483870967744,0.5,0.5,0.41935483870967744,0.5,0.5,0.43548387096774194,0.5,0.5,0.12903225806451613,0.16666666666666666,0.18181818181818182,0.07142857142857142,27.27272727272727,0.6,0.14285714285714285,0.2,0.061224489795918366,0.038461538461538464,0.09090909090909091,0.06666666666666667,0.03333333333333333,0.1111111111111111,0.05263157894736842,0.047619047619047616,0.10526315789473684,0.25,0.6666666666666666,0.1935483870967742,0.6666666666666666,0.8,0.25,0.3548387096774194,0.09090909090909091,0.1111111111111111,0.45161290322580644,0.5714285714285714,0.6153846153846154,0.875,0.5,0.5,0.1935483870967742,0.4144806451612903,0.48272499999999996,0.37995,0.03225806451612903,0.03225806451612903,0.14814814814814814,0.07407407407407407,11.561290322580644,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1559,1610612745,Adrian Griffin,Adrian Griffin,1559,HOU,7320.0,122.0,-47.0,225,241,41,65,24.0,466,2.0,3.0,,,1.0,3.0,1.0,10.0,4.0,16.0,,11.0,259.0,,,,,1.0,3.0,6.0,2.0,,,8.0,10.0,2.0,1.0,22.0,,,5.0,12.0,1.0,18.0,1.0,19.0,7.0,3.0,3.0,,,2.0,,3.0,7.0,17.0,4.0,,1.0,2.0,1.0,1.0,2.0,,,3.0,41,0.75,0.75,0.25,,,0.3055555555555556,,0.75,0.275,,0.5,,,,,9.2,1.0,0.1111111111111111,,0.1348314606741573,,0.2,0.14912280701754385,0.010309278350515464,,,0.18421052631578946,0.13513513513513514,0.6,,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.1,0.1,1.0,,,0.2777777777777778,0.4318416666666666,,0.30779999999999996,0.05263157894736842,0.058823529411764705,,0.2727272727272727,13.187500000000002,0.18222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.1111111111111111,0.058823529411764705,0.07142857142857142,0.1,1.0,0.05555555555555555,0.05555555555555555,1.0,1.0,0.5,1.0,1.0,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,3864.0,64.0,-34.0,120,136,25,52,15.0,256,3.0,5.0,,,2.0,3.0,1.0,4.0,6.0,12.0,6.0,36.0,154.0,,,,,,4.0,4.0,8.0,,,3.0,3.0,2.0,1.0,6.0,,,3.0,5.0,,8.0,,8.0,,,1.0,1.0,1.0,,,2.0,2.0,4.0,8.0,,2.0,,,,,,,4.0,25,0.3333333333333333,0.3333333333333333,0.5,,,0.6818181818181818,,,0.6923076923076923,,0.6666666666666666,,,,,20.74074074074074,0.5,,,0.1111111111111111,,0.1875,0.13114754098360656,,,,,0.23529411764705882,,,0.22727272727272727,0.6,0.6,0.6666666666666666,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.18181818181818182,0.25,0.25,,,,0.6818181818181818,0.521025,,,0.08333333333333333,0.14285714285714285,,0.1111111111111111,7.858333333333333,0.20833333333333334,3.0,4.0,7.0,,,6.0,10.0,,,6.0,7.0,4.0,,,,,,1.0,,2.0,1.0,0.6,,0.6,0.45454545454545453,,,0.23076923076923078,,0.13636363636363635,0.3181818181818182,0.5714285714285714,0.5714285714285714,,,0.5714285714285714,24.880000000000003,2.0,4.0,12.0,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,4665.0,78.0,-44.0,148,155,24,47,15.0,303,4.0,9.0,,1.0,1.0,3.0,2.0,6.0,7.0,18.0,7.0,24.0,172.0,,1.0,,1.0,2.0,5.0,2.0,12.0,,,8.0,9.0,3.0,2.0,19.0,1.0,,2.0,4.0,,6.0,1.0,7.0,3.0,2.0,3.0,2.0,4.0,2.0,,7.0,3.0,7.0,11.0,1.0,4.0,1.0,,1.0,2.0,2.0,,5.0,24,0.14285714285714285,0.14285714285714285,0.3888888888888889,,0.5,0.38636363636363635,,0.3333333333333333,0.4444444444444444,,0.5,,,,,20.731707317073173,0.42857142857142855,,,0.06153846153846154,0.01694915254237288,0.1111111111111111,0.07228915662650602,0.014492753623188406,,,0.1111111111111111,,,1.0,0.4090909090909091,0.4444444444444444,0.4444444444444444,0.25,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3333333333333333,,1.0,,0.5909090909090909,0.48112954545454545,,0.39116666666666666,0.16,0.19047619047619047,,0.20833333333333334,8.122222222222224,0.16216216216216217,2.0,,2.0,,1.0,1.0,4.0,,1.0,,2.0,,1.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,0.25,,0.25,0.18181818181818182,,,0.15384615384615385,,0.09090909090909091,0.09090909090909091,,,0.3333333333333333,,,26.349999999999998,1.0,3.0,3.0,1.0,0.1111111111111111,0.5,0.5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.041666666666666664,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
221,1610612745,Clar. Weatherspoon,Clar. Weatherspoon,221,HOU,3411.0,57.0,-18.0,105,118,23,20,12.0,223,3.0,5.0,,1.0,1.0,5.0,2.0,6.0,6.0,16.0,3.0,15.0,119.0,,1.0,,1.0,2.0,4.0,12.0,,,1.0,2.0,2.0,2.0,,4.0,2.0,,2.0,4.0,1.0,7.0,3.0,10.0,2.0,2.0,2.0,,1.0,1.0,,3.0,3.0,4.0,4.0,,1.0,,,,,,1.0,4.0,23,1.0,1.0,0.375,,0.5,0.375,,0.5,0.4166666666666667,,0.6666666666666666,0.0625,,0.2,,17.94871794871795,0.6666666666666666,0.2,,0.10256410256410256,0.058823529411764705,0.125,0.10909090909090909,0.06818181818181818,,0.07692307692307693,,0.1111111111111111,,,0.3125,0.6,0.6,1.0,0.3125,0.2,0.25,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.3125,0.43280625000000006,0.5319,0.49050000000000005,0.058823529411764705,0.058823529411764705,,0.26666666666666666,9.14375,0.21904761904761905,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,0.1,0.1111111111111111,0.13333333333333333,1.0,,,,,,,,,,2.0,,,0.4,,,,,1.0,1.0,,,,,0.09090909090909091,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,4542.0,76.0,-26.0,134,142,13,36,16.0,276,10.0,12.0,5.0,7.0,9.0,20.0,2.0,6.0,21.0,38.0,12.0,54.0,154.0,6.0,9.0,16.0,2.0,3.0,4.0,24.0,18.0,10.0,4.0,1.0,3.0,,,8.0,8.0,,3.0,9.0,,12.0,10.0,22.0,,,,,4.0,,,4.0,,2.0,12.0,,6.0,3.0,1.0,2.0,3.0,2.0,,4.0,13,0.5714285714285714,0.75,0.5526315789473685,0.6666666666666666,0.6666666666666666,0.5526315789473685,0.6666666666666666,0.6666666666666666,0.6136363636363636,0.7272727272727273,0.6666666666666666,0.10526315789473684,0.08333333333333333,0.15,,31.788079470198674,,,,0.19148936170212766,0.15384615384615385,0.23076923076923078,0.2,0.16129032258064516,0.4,0.045454545454545456,0.1875,0.15,,0.6666666666666666,0.3157894736842105,0.8333333333333334,0.9090909090909091,0.5,0.5263157894736842,0.45,0.5294117647058824,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.7777777777777778,0.7142857142857143,0.3157894736842105,0.4410815789473684,0.510375,0.3956,0.13636363636363635,0.13636363636363635,0.2962962962962963,0.07407407407407407,7.376315789473685,0.09701492537313433,,,,,,,,,,,,,2.0,1.0,1.0,2.0,,,2.0,,,,,,,0.2,0.25,0.2727272727272727,0.5555555555555556,,,,,,,,,,,,,0.2727272727272727,,,,,,,,2.0,,,0.15,,,,4.0,1.0,1.0,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
754,1610612745,Jim Jackson,Jim Jackson,754,HOU,2688.0,45.0,-24.0,89,99,21,31,5.0,188,,1.0,,,3.0,4.0,,1.0,3.0,6.0,5.0,14.0,103.0,,,1.0,1.0,1.0,4.0,,6.0,,,3.0,5.0,,2.0,12.0,,,1.0,7.0,3.0,11.0,,11.0,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,3.0,5.0,,1.0,,,,,,,4.0,21,,,0.5,,1.0,0.5,,1.0,0.5909090909090909,,1.0,,,,,13.829787234042554,0.5,0.42857142857142855,,0.15555555555555556,,0.09090909090909091,0.14285714285714285,,,,0.17391304347826086,0.16666666666666666,,,0.1111111111111111,,,,0.4444444444444444,0.75,0.75,0.1111111111111111,,,,,,0.4444444444444444,0.4732666666666667,,0.4164,0.1,0.14285714285714285,0.07142857142857142,0.2857142857142857,9.966666666666667,0.23595505617977527,,1.0,3.0,,,1.0,3.0,,,,3.0,1.0,2.0,,1.0,,3.0,,1.0,1.0,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,0.125,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,25.2,,2.0,3.0,1.0,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
891,1610612745,Charles Oakley,Charles Oakley,891,HOU,42.0,1.0,-2.0,3,3,3,3,,6,1.0,1.0,,,,,,,1.0,1.0,,2.0,6.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,33.333333333333336,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,0.522,,0.522,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
349,1610612745,Mark Jackson,Mark Jackson,349,HOU,3465.0,58.0,-8.0,101,107,16,15,11.0,208,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,115.0,,,,,,,2.0,,,,6.0,10.0,3.0,,24.0,,,1.0,4.0,,5.0,,5.0,2.0,1.0,5.0,,1.0,2.0,,6.0,1.0,2.0,2.0,,1.0,,,,,,,,16,1.0,1.0,1.0,,,0.125,,,0.16666666666666666,,,,,,,13.392857142857142,0.8333333333333334,,,0.12121212121212122,,0.125,0.12195121951219512,,,,,0.14285714285714285,,,,,,,,,,0.125,1.0,1.0,1.0,,,0.875,0.46792500000000004,,0.4116,0.1111111111111111,0.5,,,15.6,0.15841584158415842,1.0,,6.0,,1.0,,7.0,,1.0,,6.0,,4.0,3.0,3.0,,1.0,3.0,1.0,,,,,,0.875,,,0.125,,0.125,0.75,,,1.0,,,25.61428571428571,,,,,0.25,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,1189.0,20.0,6.0,39,38,11,23,7.0,77,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,,18.0,32.0,1.0,4.0,5.0,1.0,1.0,8.0,2.0,4.0,2.0,1.0,,,,,,4.0,,1.0,4.0,,5.0,5.0,10.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,8.0,11,0.3333333333333333,0.5,0.42857142857142855,0.25,1.0,0.75,0.5,1.3333333333333333,0.75,0.5,1.3333333333333333,0.14285714285714285,0.2,,,28.26086956521739,,,,0.3076923076923077,0.26666666666666666,0.2,0.2777777777777778,0.2631578947368421,0.4,,0.16666666666666666,0.42857142857142855,,,0.4166666666666667,0.2,0.25,,0.08333333333333333,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,0.8,0.25,0.8333333333333334,0.5437083333333333,0.58249,0.4846,,,0.2777777777777778,0.4444444444444444,4.8428571428571425,0.28205128205128205,2.0,2.0,3.0,,,4.0,5.0,2.0,2.0,3.0,3.0,2.0,,,,1.0,1.0,,,,,0.8,1.0,0.8,0.4166666666666667,0.25,0.25,0.3333333333333333,,0.16666666666666666,0.25,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,24.919999999999998,2.0,,9.0,0.75,,1.0,1.0,0.5,1.0,,,,,,,0.2857142857142857,,,,,,1.0,1.0,0.25,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.2,1.0,1.0,0.6666666666666666,1.0,,,,True,,,,,,,,,,,,,,,,,
