EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedAtRim,3SecondViolations,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,LostBallTurnovers,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,BlockedCorner3,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,HeaveAttempts,Fg3aBlocked,FTOffRebounds,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,PenaltyCorner3FGM,SecondChanceArc3FGM,PtsUnassisted3s,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,OffensiveGoaltends,Corner3PctBlocked,HeaveMakes,Clear Path Fouls
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,11119.0,185,-29,346,342,104,88,36.0,688,6.0,21.0,1.0,4.0,1.0,6.0,1.0,3.0,1.0,3.0,8.0,14.0,2.0,3.0,3.0,14.0,1.0,1.0,3.0,8.0,27.0,11.0,28.0,15.0,64.0,353,1.0,4.0,2.0,4.0,4.0,12.0,2.0,9.0,1.0,3.0,5.0,12.0,4.0,12.0,33.0,2.0,14.0,3.0,8.0,11.0,4.0,15.0,1.0,3.0,2.0,2.0,7.0,34.0,2.0,5.0,10.0,29.0,4.0,43.0,7.0,50.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,1.0,10.0,17.0,1.0,1.0,17.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,12.0,104,1.0,0.25,0.2857142857142857,1.0,0.39285714285714285,0.5,0.3333333333333333,0.39285714285714285,0.2962962962962963,0.25,0.2222222222222222,0.44545454545454544,0.5,0.2916666666666667,0.5,0.6,0.39285714285714285,0.509090909090909,0.2962962962962963,0.3333333333333333,0.3333333333333333,17.010309278350515,0.75,0.4444444444444444,0.22137404580152673,0.041666666666666664,0.3225806451612903,0.0625,0.24074074074074073,0.046052631578947366,0.07317073170731707,0.05128205128205128,0.05263157894736842,0.07692307692307693,0.26666666666666666,0.25,0.17543859649122806,0.2916666666666667,0.42857142857142855,0.07407407407407407,0.5,0.38181818181818183,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.05454545454545454,0.3333333333333333,0.5,0.05454545454545454,0.3333333333333333,0.3333333333333333,0.2545454545454545,0.5714285714285714,0.5714285714285714,1.0,0.2545454545454545,0.21428571428571427,0.21428571428571427,1.0,0.5,0.25,0.375,0.6666666666666666,1.0,0.125,0.5,0.16666666666666666,0.25,0.3333333333333333,0.8909090909090909,0.21428571428571427,0.5241254545454546,0.52395,0.48708750000000006,0.11475409836065574,0.21212121212121213,0.1875,0.1875,3.307407407407407,24.307142857142857,0.30057803468208094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1513,1610612754,Scot Pollard,Scot Pollard,1513,IND,8798.0,147,-39,270,266,52,46,35.0,536,4.0,12.0,3.0,7.0,,,1.0,11.0,3.0,6.0,,,,,,,,,,8.0,29.0,,,3.0,19.0,258,3.0,8.0,,,,6.0,1.0,1.0,,,1.0,3.0,10.0,6.0,,6.0,,,7.0,2.0,,2.0,,,1.0,,1.0,4.0,1.0,13.0,1.0,19.0,1.0,21.0,14.0,35.0,2.0,9.0,7.0,3.0,3.0,3.0,6.0,1.0,14.0,21.0,1.0,1.0,5.0,1.0,,3.0,,9.0,,9.0,5.0,,3.0,52,,0.625,1.0,,,,,,0.27586206896551724,0.375,1.0,0.27586206896551724,0.375,1.0,0.3064516129032258,0.375,0.75,,0.2413793103448276,0.25,0.36363636363636365,11.858974358974358,0.5,0.1111111111111111,0.16964285714285715,0.11016949152542373,0.05555555555555555,0.038461538461538464,0.15384615384615385,0.09722222222222222,0.18421052631578946,0.02857142857142857,,0.1111111111111111,0.12121212121212122,0.2903225806451613,0.125,0.0625,,0.15384615384615385,0.5555555555555556,0.41379310344827586,0.3333333333333333,0.4444444444444444,0.25,0.3793103448275862,0.09090909090909091,0.14285714285714285,0.20689655172413793,0.5,0.5,,,,,,,,,0.875,0.42857142857142855,,,,,,,,,0.41379310344827586,,0.4475448275862069,0.50885,0.3674,0.0967741935483871,0.0967741935483871,0.3157894736842105,0.15789473684210525,7.075862068965518,,0.1925925925925926,2.0,1.0,1.0,9.0,1.0,0.1111111111111111,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,3607.0,60,-11,117,109,51,34,20.0,226,1.0,3.0,,,,2.0,,3.0,3.0,5.0,,,,,,1.0,,,,4.0,11.0,,1.0,2.0,10.0,122,1.0,1.0,,,,2.0,,3.0,,,,,8.0,,,,1.0,,3.0,9.0,1.0,10.0,,1.0,3.0,4.0,2.0,21.0,1.0,,,2.0,,2.0,1.0,3.0,1.0,1.0,,3.0,2.0,3.0,6.0,5.0,2.0,3.0,,,2.0,,,1.0,,,,1.0,1.0,,,51,,1.0,1.0,,,,,,0.36363636363636365,1.0,,0.3333333333333333,1.0,,0.38461538461538464,1.0,,0.08333333333333333,0.2727272727272727,0.3333333333333333,0.6666666666666666,13.571428571428573,0.5,,0.05405405405405406,,,0.1111111111111111,0.0392156862745098,0.017241379310344827,,,0.14285714285714285,,,,0.1111111111111111,,,0.25,1.0,0.25,0.3333333333333333,0.5,1.0,0.25,,,0.4166666666666667,0.6,0.6,,,,,0.08333333333333333,,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,,0.4128166666666666,0.3426,0.4774333333333333,0.07692307692307693,0.08333333333333333,0.2,,10.299999999999999,26.8,0.4358974358974359,1.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,3098.0,52,-29,99,99,30,31,5.0,198,4.0,7.0,,,2.0,4.0,,2.0,,2.0,,1.0,,,2.0,5.0,,2.0,3.0,4.0,11.0,2.0,6.0,6.0,20.0,114,,,,,,,2.0,6.0,2.0,3.0,3.0,13.0,6.0,2.0,6.0,,5.0,2.0,,2.0,,2.0,,,2.0,,,4.0,,1.0,,4.0,,4.0,1.0,5.0,1.0,,,7.0,4.0,7.0,14.0,2.0,2.0,5.0,,2.0,10.0,,,4.0,1.0,,,,,1.0,13.0,30,,0.75,0.75,1.0,0.3333333333333333,,0.6666666666666666,0.3333333333333333,0.36363636363636365,,0.3333333333333333,0.4117647058823529,,0.5555555555555556,0.45454545454545453,,0.5416666666666666,0.35294117647058826,,,,33.9622641509434,0.5,,0.11764705882352941,0.043478260869565216,,,0.09523809523809523,0.027777777777777776,0.16666666666666666,,,,,0.18181818181818182,0.1111111111111111,,,0.09090909090909091,,0.4117647058823529,0.5714285714285714,0.5714285714285714,0.75,0.11764705882352941,,,0.11764705882352941,,,0.058823529411764705,,,,0.29411764705882354,0.4,0.4,1.0,,,,,,,0.4444444444444444,0.5,0.3333333333333333,0.6666666666666666,0.7647058823529411,0.4,0.5311676470588235,,0.5472888888888888,0.19047619047619047,0.26666666666666666,,0.65,5.054545454545456,25.366666666666664,0.30303030303030304,,2.0,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
72,1610612754,Kenny Anderson,Kenny Anderson,72,IND,54598.0,910,87,1673,1651,287,264,251.0,3324,50.0,89.0,6.0,10.0,4.0,11.0,20.0,48.0,42.0,115.0,1.0,4.0,,,,,,,,112.0,252.0,1.0,4.0,35.0,262.0,1618,12.0,29.0,,,9.0,33.0,17.0,40.0,,,18.0,52.0,130.0,94.0,3.0,6.0,,,15.0,98.0,27.0,125.0,17.0,10.0,46.0,18.0,34.0,277.0,5.0,14.0,12.0,50.0,,62.0,19.0,81.0,1.0,26.0,15.0,38.0,27.0,12.0,50.0,12.0,29.0,73.0,3.0,1.0,48.0,4.0,,21.0,5.0,4.0,3.0,5.0,3.0,,52.0,287,5.0,0.5803571428571429,0.5963302752293578,1.0,0.25,,,0.25,0.4444444444444444,0.41379310344827586,0.425,0.443359375,0.41379310344827586,0.425,0.4712230215827338,0.4852941176470588,0.5098039215686274,0.015625,0.05952380952380952,0.11235955056179775,0.08333333333333333,16.692111959287534,0.76,,0.07342143906020558,0.02064896755162242,0.09523809523809523,0.03184713375796178,0.0768277571251549,0.022754491017964073,0.0297029702970297,0.01968503937007874,0.038461538461538464,0.018867924528301886,0.09852216748768473,0.0547945205479452,0.0694980694980695,0.0989010989010989,0.08571428571428572,0.007936507936507936,0.6,0.34765625,0.5617977528089888,0.6329113924050633,0.46,0.1875,0.4166666666666667,0.45454545454545453,0.44921875,0.3652173913043478,0.3684210526315789,0.015625,0.25,0.25,1.0,,,,,0.3448275862068966,0.6,,,,,0.275,0.36363636363636365,,,0.36328125,,0.45771191406249995,0.43707777777777773,0.4046900000000001,0.07692307692307693,0.07806691449814127,0.12595419847328243,0.1984732824427481,10.293650793650796,23.700000000000003,0.17154811715481172,11.0,3.0,5.0,1.0,,0.013513513513513514,0.2,0.9047619047619048,11.0,1.0,,,4.0,2.0,1.0,0.008695652173913044,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,14377.0,240,-18,443,437,114,95,51.0,880,11.0,18.0,,1.0,,2.0,4.0,5.0,4.0,14.0,1.0,3.0,,,1.0,9.0,,,,19.0,37.0,2.0,12.0,18.0,62.0,433,,3.0,,,2.0,2.0,3.0,9.0,,1.0,2.0,8.0,28.0,10.0,6.0,,9.0,1.0,,18.0,1.0,19.0,,1.0,6.0,4.0,8.0,39.0,,4.0,1.0,10.0,,11.0,4.0,15.0,,10.0,6.0,6.0,5.0,4.0,10.0,1.0,8.0,16.0,1.0,1.0,19.0,1.0,,7.0,3.0,2.0,1.0,2.0,2.0,,8.0,114,,0.7368421052631579,0.7368421052631579,1.0,0.16666666666666666,,,0.16666666666666666,0.5135135135135135,,0.3333333333333333,0.4489795918367347,,0.3,0.5344827586206896,0.25,0.36363636363636365,0.24489795918367346,,,,13.385826771653543,0.6,,0.06097560975609756,0.024096385542168676,0.027777777777777776,,0.055,0.019801980198019802,,0.05263157894736842,,,0.06382978723404255,,0.09722222222222222,0.034482758620689655,,,1.0,0.3673469387755102,0.6111111111111112,0.6111111111111112,0.7272727272727273,0.10204081632653061,0.8,0.8,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.061224489795918366,0.3333333333333333,0.3333333333333333,1.0,0.1836734693877551,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,,,,,,0.2,,,,0.6122448979591837,0.1111111111111111,0.5100836734693878,0.41863333333333336,0.43243,0.12727272727272726,0.16279069767441862,0.03225806451612903,0.12903225806451613,8.29189189189189,25.141666666666666,0.25733634311512416,4.0,1.0,1.0,1.0,,0.018518518518518517,0.75,0.75,1.0,,,,1.0,,,,,1.0,0.1,,,,,,,,,,,,,,,,,,True,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,27253.0,454,13,821,817,147,167,125.0,1638,38.0,64.0,11.0,21.0,6.0,10.0,14.0,43.0,23.0,48.0,1.0,6.0,,,1.0,8.0,,,1.0,75.0,155.0,2.0,14.0,46.0,202.0,825,13.0,27.0,,,6.0,32.0,9.0,16.0,,1.0,18.0,36.0,90.0,60.0,6.0,20.0,7.0,1.0,14.0,21.0,9.0,30.0,4.0,5.0,13.0,3.0,5.0,69.0,6.0,31.0,14.0,56.0,8.0,78.0,38.0,116.0,8.0,16.0,10.0,12.0,7.0,15.0,27.0,1.0,15.0,55.0,8.0,9.0,58.0,5.0,3.0,22.0,8.0,4.0,1.0,4.0,3.0,1.0,36.0,147,3.0,0.6,0.6923076923076923,1.0,0.14285714285714285,,,0.15384615384615385,0.4838709677419355,0.48148148148148145,0.5625,0.46153846153846156,0.48148148148148145,0.5294117647058824,0.5154639175257731,0.5161290322580645,0.6071428571428571,0.08284023668639054,0.09032258064516129,0.171875,0.06976744186046512,22.80701754385965,0.4444444444444444,0.3076923076923077,0.1794871794871795,0.09393939393939393,0.21212121212121213,0.07228915662650602,0.18518518518518517,0.08958837772397095,0.12,0.09523809523809523,0.07407407407407407,0.06896551724137931,0.1744186046511628,0.19,0.1746031746031746,0.18181818181818182,0.2727272727272727,0.10526315789473684,0.75,0.378698224852071,0.59375,0.7169811320754716,0.5789473684210527,0.25443786982248523,0.32558139534883723,0.35,0.28402366863905326,0.4791666666666667,0.4791666666666667,0.03550295857988166,0.16666666666666666,0.16666666666666666,1.0,0.047337278106508875,0.125,0.14285714285714285,1.0,0.7777777777777778,0.5238095238095238,,,,,0.5882352941176471,0.6,0.058823529411764705,,0.46153846153846156,0.14285714285714285,0.4599404761904762,0.49648,0.46753125000000006,0.11827956989247312,0.12790697674418605,0.15841584158415842,0.1782178217821782,8.299354838709675,25.99285714285714,0.17904993909866018,6.0,,5.0,3.0,1.0,0.0673076923076923,0.35714285714285715,0.782608695652174,5.0,,,,1.0,4.0,,,,,,1.0,1.0,1.0,2.0,0.07142857142857142,0.125,0.034482758620689655,,,,,,,,,,,True,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,37734.0,629,116,1155,1132,176,165,177.0,2287,48.0,80.0,11.0,16.0,9.0,14.0,15.0,40.0,21.0,59.0,8.0,22.0,,3.0,19.0,53.0,4.0,2.0,6.0,84.0,179.0,27.0,75.0,35.0,284.0,1088,13.0,20.0,3.0,7.0,2.0,37.0,14.0,27.0,6.0,13.0,12.0,58.0,70.0,98.0,66.0,8.0,53.0,19.0,13.0,60.0,10.0,70.0,3.0,7.0,27.0,8.0,25.0,150.0,2.0,17.0,9.0,50.0,6.0,65.0,20.0,85.0,4.0,36.0,21.0,20.0,15.0,28.0,48.0,10.0,18.0,49.0,6.0,10.0,55.0,1.0,,23.0,5.0,10.0,4.0,11.0,7.0,,58.0,176,3.0,0.4166666666666667,0.4375,0.8148148148148148,0.36,0.42857142857142855,0.46153846153846156,0.36,0.4692737430167598,0.65,0.5185185185185185,0.49015748031496065,0.6481481481481481,0.575,0.505338078291815,0.6379310344827587,0.5918367346938775,0.2952755905511811,0.07262569832402235,0.1,0.1,24.191176470588236,0.4166666666666667,0.2608695652173913,0.10121457489878542,0.035864978902953586,0.10975609756097561,0.01834862385321101,0.10243055555555555,0.032590051457975985,0.034722222222222224,0.02824858757062147,,0.0625,0.07894736842105263,0.08284023668639054,0.13872832369942195,0.13114754098360656,0.047619047619047616,0.03125,0.6363636363636364,0.31496062992125984,0.6,0.6666666666666666,0.5208333333333334,0.15748031496062992,0.375,0.4166666666666667,0.23228346456692914,0.3559322033898305,0.3620689655172414,0.08661417322834646,0.36363636363636365,0.36363636363636365,1.0,0.20866141732283464,0.3584905660377358,0.3584905660377358,0.7368421052631579,0.5925925925925926,0.6875,0.1111111111111111,,,0.14814814814814814,0.35,0.6428571428571429,0.15,0.3333333333333333,0.610236220472441,0.3584905660377358,0.49499389763779533,0.5436547619047619,0.48183500000000007,0.08333333333333333,0.11442786069651742,0.13028169014084506,0.20422535211267606,8.534636871508381,24.912000000000003,0.1523809523809524,15.0,4.0,10.0,5.0,,0.0457516339869281,0.26666666666666666,0.2857142857142857,5.0,1.0,,,2.0,9.0,1.0,0.01694915254237288,0.6363636363636364,7.0,0.175,,,1.0,1.0,,,0.029411764705882353,4.0,3.0,15.0,1.0,0.75,1.0,0.5714285714285714,,,,True,,,,
2056,1610612754,Primoz Brezec,Primoz Brezec,2056,IND,1055.0,18,-13,36,34,26,24,2.0,70,3.0,3.0,,,2.0,2.0,,2.0,1.0,2.0,,,,,,,,,,4.0,7.0,,,2.0,10.0,41,,,,,,,3.0,5.0,,,1.0,7.0,6.0,2.0,,,,,,2.0,,2.0,,,,1.0,1.0,4.0,,,2.0,1.0,,3.0,,3.0,,,,1.0,1.0,2.0,3.0,2.0,3.0,5.0,,,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,7.0,26,1.0,0.75,0.75,,,,,,0.5714285714285714,,0.6,0.5714285714285714,,0.6,0.625,,0.5833333333333334,,,,,28.94736842105263,0.3333333333333333,,0.08333333333333333,,0.4,,0.17647058823529413,,,,,,,,0.16666666666666666,0.3333333333333333,0.5,,1.0,0.42857142857142855,1.0,1.0,1.0,0.2857142857142857,,,0.2857142857142857,0.5,0.5,,,,,,,,,,,,,,,0.4,1.0,,,0.42857142857142855,,0.4388142857142857,,0.42794,0.14285714285714285,0.14285714285714285,,0.7,7.485714285714286,,0.7222222222222222,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2592,1610612754,James Jones,James Jones,2592,IND,222.0,4,1,6,6,2,1,,12,,,,,,,,,,,,,,,1.0,2.0,,1.0,2.0,,,1.0,2.0,,3.0,4,,,,,,,,,1.0,2.0,,3.0,,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,2,,,,1.0,0.5,,0.5,0.5,,,,0.75,,0.75,0.75,,0.75,1.0,,,,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,1.0,0.5,1.0,0.5,0.443625,,0.443625,,,,1.0,,25.15,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
