EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,3SecondViolations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,on,Clear Path Fouls,Blocked3s,BlockedArc3,Arc3PctBlocked,BlockedCorner3
1043,1610612755,Amal McCaskill,Amal McCaskill,1043,PHI,8777.0,146,-35,271,280,83,83,30,551,12.0,16,6.0,6.0,3.0,5,3.0,6,2.0,10,17.0,32,9,43,278,7.0,7,3.0,17.0,4.0,11,2,10,16.0,18.0,12.0,2,4.0,3.0,7.0,3.0,3.0,1.0,17.0,3.0,6,1.0,6,14.0,2.0,22,10,32,5.0,5.0,2.0,1.0,2.0,2.0,4.0,12,20,1.0,1.0,12,2.0,6.0,1.0,3.0,3.0,3.0,1.0,10,83,2.0,0.47058823529411764,0.7272727272727273,0.53125,1.0,0.36363636363636365,0.53125,1.0,0.36363636363636365,0.581081081081081,0.9444444444444444,0.4166666666666667,0.0625,0.0625,0.1,13.57615894039735,0.5,0.2222222222222222,0.1111111111111111,0.14,0.05714285714285714,0.14285714285714285,0.13636363636363635,0.14084507042253522,0.07086614173228346,0.08,0.08,0.03636363636363636,0.17647058823529413,0.11764705882352941,0.045454545454545456,0.20454545454545456,0.08823529411764706,0.375,0.3333333333333333,0.5,0.75,0.8,0.5,0.1875,0.5,0.5,0.3125,0.2,0.2222222222222222,1.0,0.8571428571428571,1.0,0.45454545454545453,0.6,0.5,0.4548374999999999,0.4862166666666667,0.43386363636363634,0.16666666666666666,0.16666666666666666,0.3953488372093023,0.23255813953488372,6.7625,0.3062730627306273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,1763.0,29,-18,47,51,20,13,8,98,,1,,1.0,,1,,1,,1,,3,6,6,58,,1,2.0,2.0,,1,4,4,,,,1,,,,,,,,,1,,1,,1.0,2,1,3,,,,,,,,2,4,,,8,,3.0,1.0,,,,,4,20,,,,,,,,,,0.42857142857142855,0.5,0.6666666666666666,0.3333333333333333,1.0,,12.727272727272727,,0.5,,,0.045454545454545456,0.2,,0.05555555555555555,0.038461538461538464,,0.16666666666666666,,,,,,0.2,,,0.3333333333333333,,,,0.3333333333333333,,,0.3333333333333333,,,,1.0,,1.0,,0.3333333333333333,0.43839999999999996,0.5252,0.5252,0.5,0.5,0.3333333333333333,0.6666666666666666,10.533333333333333,0.425531914893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,41828.0,697,-64,1287,1304,385,406,178,2591,23.0,47,4.0,9.0,6.0,11,9.0,41,22.0,43,54.0,131,20,164,1305,9.0,17,,24.0,14.0,36,9,43,72.0,36.0,2.0,9,36.0,9.0,45.0,7.0,18.0,13.0,99.0,3.0,24,1.0,13,58.0,4.0,75,28,103,21.0,14.0,20.0,2.0,16.0,14.0,34.0,41,77,3.0,3.0,27,1.0,11.0,3.0,4.0,4.0,4.0,2.0,43,385,7.0,0.6666666666666666,0.6792452830188679,0.4122137404580153,0.5294117647058824,0.3888888888888889,0.4114285714285714,0.6,0.3695652173913043,0.43617021276595747,0.6,0.41346153846153844,0.06870229007633588,0.1276595744680851,,14.989871708305198,0.5882352941176471,0.07407407407407407,0.024390243902439025,0.1228813559322034,0.04771371769383698,0.08441558441558442,0.02564102564102564,0.1134185303514377,0.043548387096774194,0.07333333333333333,0.0425531914893617,0.0330188679245283,,0.0821917808219178,0.11450381679389313,0.15897435897435896,0.09016393442622951,0.0625,0.5,0.26857142857142857,0.48936170212765956,0.5609756097560976,0.7391304347826086,0.2342857142857143,0.21951219512195122,0.23684210526315788,0.24571428571428572,0.5116279069767442,0.5116279069767442,0.6818181818181818,0.45,0.4444444444444444,0.2391304347826087,0.5454545454545454,0.52,0.46592542857142877,0.4909,0.4568869565217393,0.05945945945945946,0.07801418439716312,0.14634146341463414,0.2621951219512195,8.700763358778623,0.29914529914529914,6.0,23.0,2.0,3.0,2.0,5.0,6.0,21.0,5.0,12.0,44.0,2.0,3.0,2.0,10.0,36.0,21.0,6.0,2.0,5.0,3.0,7.0,2.0,4.0,3.0,12.0,1.0,1.0,0.2727272727272727,0.6666666666666666,0.2,0.2727272727272727,0.25142857142857145,0.07317073170731707,0.08823529411764706,0.03125,0.4444444444444444,0.13142857142857142,0.2608695652173913,0.2608695652173913,1.0,0.12,0.2857142857142857,0.2857142857142857,1.0,0.5,0.15,0.6666666666666666,1.0,0.10869565217391304,0.4,0.10869565217391304,0.2857142857142857,24.175,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,8985.0,150,-21,272,282,88,119,29,554,9.0,12,,1.0,3.0,3,2.0,9,4.0,14,15.0,35,6,51,292,,1,,,4.0,11,1,9,16.0,14.0,,5,15.0,2.0,17.0,2.0,8.0,5.0,36.0,,2,,4,10.0,1.0,15,2,17,5.0,3.0,6.0,3.0,5.0,5.0,11.0,5,10,1.0,1.0,7,1.0,3.0,1.0,2.0,1.0,2.0,1.0,9,88,2.0,0.5333333333333333,0.5333333333333333,0.42857142857142855,,0.36363636363636365,0.5113636363636364,,0.3333333333333333,0.5425531914893617,,0.34615384615384615,0.14285714285714285,0.08333333333333333,0.14285714285714285,19.205298013245034,0.5454545454545454,0.1111111111111111,,0.08695652173913043,0.019801980198019802,0.12121212121212122,,0.0945945945945946,0.016129032258064516,0.034482758620689655,0.03125,,,0.02857142857142857,0.17647058823529413,0.06521739130434782,0.11538461538461539,0.14285714285714285,0.5,0.2727272727272727,0.75,0.8181818181818182,0.4444444444444444,0.20454545454545456,0.2222222222222222,0.2857142857142857,0.3181818181818182,0.2857142857142857,0.3333333333333333,0.75,1.0,,0.25,1.0,0.4772727272727273,0.47538181818181824,0.5957,0.4011291666666667,0.06521739130434782,0.08108108108108109,,0.17647058823529413,9.937142857142858,0.3235294117647059,1.0,2.0,,,,,4.0,7.0,1.0,5.0,9.0,,,,1.0,15.0,7.0,4.0,,2.0,,2.0,,1.0,,4.0,,1.0,0.5555555555555556,,,0.5555555555555556,0.20454545454545456,0.2222222222222222,,,0.5,0.045454545454545456,0.5,0.5,1.0,0.1590909090909091,0.5714285714285714,0.5714285714285714,1.0,,,,,,,0.08333333333333333,0.5714285714285714,25.311111111111114,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,10885.0,181,-78,351,361,120,142,38,712,11.0,22,,,5.0,9,3.0,12,11.0,42,25.0,76,41,118,400,1.0,8,5.0,13.0,10.0,29,23,52,10.0,40.0,,3,27.0,1.0,28.0,,18.0,7.0,57.0,,4,1.0,3,5.0,1.0,9,5,14,7.0,7.0,21.0,2.0,17.0,7.0,28.0,2,8,,3.0,59,4.0,20.0,9.0,,,,,52,120,3.0,0.2,0.2,0.32894736842105265,0.125,0.3448275862068966,0.3701923076923077,0.3333333333333333,0.3815789473684211,0.4461538461538462,0.43333333333333335,0.48148148148148145,0.039473684210526314,0.045454545454545456,,40.30612244897959,0.75,0.05555555555555555,0.05,0.04132231404958678,0.03076923076923077,0.08108108108108109,,0.05063291139240506,0.024390243902439025,,,0.0625,,,0.06451612903225806,0.05357142857142857,0.06451612903225806,0.16666666666666666,,0.21153846153846154,0.5,0.5238095238095238,0.2727272727272727,0.11538461538461539,0.25,0.3,0.40384615384615385,0.2619047619047619,0.2619047619047619,0.18181818181818182,,,0.23684210526315788,0.5555555555555556,0.4807692307692308,0.4687951923076924,0.43488,0.4501434210526316,0.17355371900826447,0.21739130434782608,0.11016949152542373,0.4406779661016949,11.565789473684212,0.3418803418803419,,,,,,,9.0,28.0,9.0,9.0,28.0,2.0,4.0,3.0,9.0,18.0,28.0,9.0,1.0,2.0,1.0,,1.0,4.0,,7.0,,0.6666666666666666,0.32142857142857145,0.5,0.3333333333333333,0.32142857142857145,0.2692307692307692,0.16666666666666666,,0.015384615384615385,,,,,,0.2692307692307692,0.32142857142857145,0.32142857142857145,0.6666666666666666,,,,,,,0.23684210526315788,0.32142857142857145,25.50714285714286,,2.0,,2.0,4.0,3.0,9.0,2.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.034482758620689655,,,,,,,,,True,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,20962.0,349,17,636,645,192,198,92,1281,20.0,37,1.0,1.0,7.0,14,8.0,21,16.0,38,44.0,96,30,118,636,3.0,5,,6.0,10.0,28,18,38,34.0,54.0,2.0,6,55.0,17.0,72.0,13.0,25.0,23.0,161.0,2.0,5,,11,15.0,1.0,27,7,34,11.0,5.0,12.0,4.0,9.0,9.0,21.0,8,26,,4.0,39,,12.0,7.0,,,,,38,192,4.0,0.38636363636363635,0.3953488372093023,0.4583333333333333,0.6,0.35714285714285715,0.4536082474226804,0.5,0.35714285714285715,0.5043103448275862,0.5,0.47435897435897434,0.0625,0.10810810810810811,,18.66485013623978,0.5714285714285714,0.037037037037037035,,0.06666666666666667,0.022222222222222223,0.1506849315068493,0.031746031746031744,0.087248322147651,0.024305555555555556,0.04054054054054054,0.016129032258064516,0.011235955056179775,0.023809523809523808,0.07692307692307693,0.028985507246376812,0.08791208791208792,0.15,0.15384615384615385,,0.38144329896907214,0.5405405405405406,0.6060606060606061,0.35,0.21649484536082475,0.38095238095238093,0.42105263157894735,0.3917525773195876,0.42105263157894735,0.42105263157894735,0.625,0.16666666666666666,1.0,0.5,0.5,0.3917525773195876,0.45999845360824737,0.38915,0.48501071428571424,0.11009174311926606,0.1111111111111111,0.05084745762711865,0.3220338983050847,9.155208333333334,0.3018867924528302,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,4.0,7.0,1.0,6.0,,3.0,1.0,4.0,,,,,,,0.010309278350515464,0.09523809523809523,0.047619047619047616,0.022222222222222223,,,,,,0.010309278350515464,,,,,,,,,,,,25.3,,1.0,,,1.0,,,1.0,,0.16666666666666666,,,,,,,,,,,,,True,,,,,
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,22438.0,374,-20,682,680,182,189,98,1362,38.0,59,11.0,13.0,10.0,14,8.0,26,9.0,26,55.0,111,36,146,697,11.0,16,4.0,26.0,12.0,26,10,34,82.0,28.0,12.0,8,8.0,10.0,18.0,7.0,5.0,2.0,46.0,10.0,24,1.0,14,47.0,11.0,72,35,107,13.0,8.0,8.0,2.0,4.0,20.0,28.0,20,44,7.0,6.0,43,3.0,21.0,2.0,8.0,6.0,8.0,5.0,34,182,2.0,0.7454545454545455,0.8367346938775511,0.4954954954954955,0.6875,0.46153846153846156,0.4954954954954955,0.6875,0.46153846153846156,0.5572519083969466,0.7222222222222222,0.53125,0.07207207207207207,0.0847457627118644,,20.101137800252843,0.2857142857142857,0.34375,0.0625,0.1843137254901961,0.09125475285171103,0.18666666666666668,0.16129032258064516,0.18484848484848485,0.10461538461538461,0.06944444444444445,0.07692307692307693,0.11504424778761062,0.21428571428571427,0.16883116883116883,0.2125,0.17346938775510204,0.18032786885245902,0.21428571428571427,0.625,0.5315315315315315,0.6440677966101694,0.7037037037037037,0.7368421052631579,0.23423423423423423,0.3076923076923077,0.34782608695652173,0.23423423423423423,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.8125,0.8461538461538461,0.5384615384615384,0.7142857142857143,0.5315315315315315,0.47672432432432427,0.5321307692307692,0.4927,0.16279069767441862,0.16279069767441862,0.1780821917808219,0.2328767123287671,6.443243243243244,0.2668621700879765,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,5.0,3.0,4.0,4.0,6.0,2.0,,,,,,,0.11538461538461539,0.05,0.10638297872340426,0.625,,,,,,,,,0.36363636363636365,,,,,,,,,,4.0,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,True,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,16539.0,276,-10,505,515,129,163,72,1020,12.0,23,,1.0,1.0,2,1.0,6,4.0,22,17.0,51,9,58,479,,2,2.0,2.0,4.0,10,8,22,14.0,20.0,,4,22.0,8.0,30.0,4.0,9.0,10.0,68.0,1.0,5,1.0,6,22.0,1.0,29,7,36,7.0,3.0,5.0,1.0,3.0,4.0,9.0,9,16,,,11,,,5.0,1.0,,1.0,1.0,22,129,3.0,0.4117647058823529,0.4117647058823529,0.3333333333333333,,0.4,0.34507042253521125,,0.4375,0.375,0.3333333333333333,0.5238095238095238,0.0784313725490196,0.17391304347826086,,14.529914529914532,0.5555555555555556,0.06666666666666667,0.05,0.10837438423645321,0.023809523809523808,0.08571428571428572,0.020833333333333332,0.10256410256410256,0.023255813953488372,0.015151515151515152,,0.041237113402061855,0.03225806451612903,0.125,0.06521739130434782,0.11827956989247312,0.11538461538461539,,1.0,0.323943661971831,0.5217391304347826,0.631578947368421,0.5833333333333334,0.08450704225352113,0.16666666666666666,0.16666666666666666,0.30985915492957744,0.18181818181818182,0.18181818181818182,,0.5,,0.125,0.5,0.6056338028169014,0.4868359154929577,0.4697,0.4388875,,,0.034482758620689655,0.3793103448275862,8.913725490196077,0.25544554455445545,1.0,6.0,,,,2.0,4.0,14.0,4.0,5.0,20.0,,,2.0,6.0,15.0,14.0,4.0,4.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,,1.0,0.25,,0.3333333333333333,0.25,0.28169014084507044,,,0.022222222222222223,,0.08450704225352113,0.16666666666666666,0.16666666666666666,1.0,0.19718309859154928,0.2857142857142857,0.2857142857142857,1.0,,,,,0.125,,0.25,0.2857142857142857,24.999999999999996,,2.0,1.0,,,2.0,,1.0,,,,,0.5,,,,,,,,,,True,,,,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,16584.0,276,-11,520,523,159,138,82,1043,2.0,6,1.0,2.0,1.0,2,1.0,5,9.0,33,12.0,44,5,101,512,3.0,7,3.0,15.0,3.0,13,1,25,22.0,2.0,2.0,3,16.0,2.0,18.0,1.0,10.0,2.0,38.0,3.0,5,,9,17.0,1.0,27,8,35,8.0,7.0,12.0,2.0,7.0,4.0,16.0,17,23,,,6,,1.0,,2.0,2.0,2.0,1.0,25,159,1.0,0.9166666666666666,1.0,0.2727272727272727,0.42857142857142855,0.23076923076923078,0.4897959183673469,0.4,0.42857142857142855,0.5,0.46875,0.42857142857142855,0.06818181818181818,0.16666666666666666,0.030303030303030304,19.205298013245034,0.75,0.041666666666666664,,0.09941520467836257,0.02512562814070352,0.13636363636363635,0.05357142857142857,0.10970464135021098,0.03137254901960784,0.037037037037037035,,0.037037037037037035,0.05128205128205128,0.11940298507462686,0.06976744186046512,0.09836065573770492,0.1,0.25,0.5,0.061224489795918366,0.3333333333333333,0.4,0.5,0.05102040816326531,0.2,0.25,0.336734693877551,0.2727272727272727,0.28125,1.0,0.13333333333333333,0.5,0.07142857142857142,0.5,0.6122448979591837,0.4893219387755101,0.5385384615384615,0.48420892857142855,0.02,0.022222222222222223,0.1485148514851485,0.24752475247524752,14.968181818181817,0.3057692307692308,8.0,20.0,,1.0,2.0,7.0,16.0,34.0,8.0,24.0,54.0,2.0,8.0,6.0,15.0,72.0,34.0,16.0,1.0,4.0,1.0,1.0,2.0,5.0,,3.0,,1.0,0.4444444444444444,0.25,0.4,0.4444444444444444,0.5510204081632653,0.2,0.058823529411764705,0.017543859649122806,1.0,0.20408163265306123,0.4,0.42105263157894735,1.0,0.3469387755102041,0.47058823529411764,0.47058823529411764,1.0,,0.06666666666666667,,,0.25,0.2857142857142857,0.2857142857142857,0.47058823529411764,24.755555555555556,,3.0,,2.0,7.0,4.0,,1.0,1.0,0.4666666666666667,0.2857142857142857,1.0,0.5,0.01818181818181818,,,,,1.0,0.018518518518518517,0.05,,True,,,,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,15392.0,257,-20,479,481,166,142,62,960,21.0,38,3.0,3.0,6.0,12,7.0,27,19.0,47,47.0,112,24,142,489,5.0,11,2.0,12.0,16.0,40,5,37,38.0,56.0,2.0,4,22.0,4.0,26.0,4.0,8.0,8.0,56.0,,7,,9,7.0,1.0,17,7,24,9.0,4.0,15.0,1.0,8.0,5.0,20.0,10,24,1.0,2.0,32,2.0,17.0,,2.0,1.0,2.0,2.0,37,166,3.0,0.40425531914893614,0.41304347826086957,0.41964285714285715,0.45454545454545453,0.4,0.44696969696969696,0.4166666666666667,0.3404255319148936,0.48299319727891155,0.46153846153846156,0.3557692307692308,0.03571428571428571,0.05263157894736842,0.02127659574468085,30.363636363636363,0.75,0.05,,0.041916167664670656,0.03608247422680412,0.16363636363636364,,0.07207207207207207,0.030973451327433628,0.04838709677419355,0.03571428571428571,0.02631578947368421,,0.05263157894736842,0.023255813953488372,0.04477611940298507,0.18604651162790697,0.08333333333333333,1.0,0.2878787878787879,0.5526315789473685,0.5833333333333334,0.3333333333333333,0.20454545454545456,0.25925925925925924,0.2692307692307692,0.3560606060606061,0.40425531914893614,0.41304347826086957,0.5789473684210527,0.25,1.0,0.2553191489361702,0.5,0.4393939393939394,0.4589286259541984,0.42710833333333337,0.4348173913043479,0.11564625850340136,0.13385826771653545,0.08450704225352113,0.2605633802816901,9.802678571428572,0.3465553235908142,,,,,,,8.0,20.0,7.0,8.0,20.0,,1.0,,7.0,21.0,19.0,8.0,,6.0,2.0,5.0,1.0,7.0,1.0,5.0,,0.875,0.4,,,0.42105263157894735,0.15151515151515152,0.037037037037037035,,0.027777777777777776,0.14285714285714285,,,,,0.15151515151515152,0.4,0.4,0.875,0.3333333333333333,,,,,,0.14893617021276595,0.42105263157894735,26.610000000000003,,3.0,1.0,,1.0,,3.0,,,0.08333333333333333,,,,,,,,,,,,1.0,True,,,,,
