EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedArc3,3SecondViolations,BlockedShortMidRange,OffensiveGoaltends,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedCorner3,on,SecondChanceCorner3FGM,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,108771.0,1813,80,3292,3283,833,696,430,6575,50.0,91.0,3.0,8.0,11.0,23.0,13.0,41.0,88.0,221.0,22.0,61.0,5.0,15.0,57.0,198.0,4.0,12.0,15.0,50.0,151.0,353,79.0,259.0,155.0,694.0,3347,16.0,33.0,4.0,12.0,18.0,62.0,37.0,87.0,20.0,65.0,65.0,199.0,166.0,136.0,198.0,39.0,2.0,1.0,197.0,57.0,14.0,178.0,50.0,228.0,44.0,6.0,90.0,32.0,56.0,506.0,2.0,22.0,2.0,37.0,117.0,2.0,156.0,26.0,182.0,6.0,66.0,39.0,27.0,68.0,6.0,47.0,22.0,4.0,21.0,1.0,4.0,90.0,7.0,14.0,34.0,79.0,1.0,5.0,188.0,10.0,7.0,59.0,5.0,29.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,199.0,833,10.0,0.5496688741721855,0.5533333333333333,0.8354430379746836,0.305019305019305,0.3333333333333333,0.3076923076923077,0.3062015503875969,0.42776203966005666,0.48484848484848486,0.42528735632183906,0.440359477124183,0.4888888888888889,0.4407894736842105,0.4949640287769784,0.5740740740740741,0.5157068062827225,0.42320261437908496,0.039660056657223795,0.08791208791208792,0.07317073170731707,0.013574660633484163,20.701476793248943,0.7555555555555555,0.023529411764705882,0.018691588785046728,0.09097978227060653,0.018379281537176273,0.1002710027100271,0.005970149253731343,0.09305135951661632,0.015665796344647518,0.034482758620689655,0.008875739644970414,0.012448132780082987,0.003676470588235294,0.015873015873015872,0.08296943231441048,0.0838150289017341,0.1037344398340249,0.08949416342412451,0.125,0.017045454545454544,0.3333333333333333,0.14869281045751634,0.5494505494505495,0.6024096385542169,0.54,0.06699346405228758,0.3170731707317073,0.34210526315789475,0.3076923076923077,0.3611111111111111,0.39819004524886875,0.4036697247706422,0.5909090909090909,0.09967320261437909,0.36065573770491804,0.36065573770491804,1.0,0.3235294117647059,0.2878787878787879,0.2878787878787879,0.7719298245614035,0.17777777777777778,0.375,0.3333333333333333,0.26666666666666666,0.3333333333333333,1.0,0.1513157894736842,0.4782608695652174,0.09868421052631579,0.3333333333333333,0.32894736842105265,0.3,0.5718954248366013,0.2893401015228426,0.4863136288998359,0.4609813953488372,0.4644124161073826,0.0960960960960961,0.14676616915422885,0.01893939393939394,0.0893371757925072,0.28674351585014407,13.124362606232296,24.895752895752896,0.25303766707168895,,,,,,,,,True,,,,,,,,
1735,1610612757,Vladimir Stepania,Vladimir Stepania,1735,POR,5400.0,90,5,155,159,34,55,25,314,6.0,7.0,3.0,3.0,3.0,3.0,,3.0,1.0,1.0,,,,,,,,,,,7.0,11,,,1.0,15.0,158,3.0,4.0,,,1.0,7.0,3.0,3.0,,,,6.0,10.0,4.0,,,4.0,,,,2.0,,1.0,1.0,1.0,,,,,3.0,,4.0,2.0,1.0,15.0,2.0,18.0,6.0,24.0,,,,,1.0,,1.0,1.0,,,,,2.0,,2.0,1.0,9.0,2.0,1.0,4.0,,,2.0,,,1.0,1.0,,1.0,1.0,,1.0,6.0,34,1.0,0.7142857142857143,1.0,,,,,,0.6363636363636364,0.75,1.0,0.6363636363636364,0.75,1.0,0.5769230769230769,0.5833333333333334,0.75,,0.18181818181818182,0.14285714285714285,0.3333333333333333,,8.19672131147541,0.5,1.0,0.25,0.25862068965517243,0.06557377049180328,0.058823529411764705,,0.21333333333333335,0.05263157894736842,0.11764705882352941,0.05555555555555555,0.038461538461538464,,,0.3125,0.14285714285714285,0.2857142857142857,,0.2,,1.0,0.6363636363636364,0.8571428571428571,1.0,0.6666666666666666,0.2727272727272727,,,,0.09090909090909091,1.0,1.0,1.0,,,,,,,,,0.75,1.0,0.3333333333333333,,,,1.0,1.0,,,,,0.6363636363636364,,0.49355454545454547,0.5259333333333334,0.5786,0.15384615384615385,0.15384615384615385,,0.4666666666666667,0.4,4.381818181818182,,0.21935483870967742,,,,,,,,,True,,,,,,,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,40577.0,676,5,1229,1254,407,406,169,2483,75.0,113.0,22.0,32.0,22.0,31.0,7.0,20.0,3.0,15.0,,1.0,,1.0,,4.0,,1.0,,3.0,85.0,148,,5.0,54.0,224.0,1288,24.0,37.0,,1.0,6.0,54.0,25.0,36.0,,4.0,19.0,69.0,92.0,78.0,,,36.0,1.0,3.0,,18.0,33.0,13.0,46.0,8.0,5.0,23.0,2.0,8.0,105.0,13.0,31.0,1.0,16.0,38.0,2.0,56.0,45.0,101.0,5.0,31.0,18.0,13.0,24.0,2.0,11.0,19.0,7.0,13.0,,2.0,43.0,3.0,15.0,15.0,59.0,6.0,5.0,90.0,7.0,,42.0,,6.0,7.0,4.0,3.0,9.0,6.0,2.0,2.0,69.0,407,11.0,0.5411764705882353,0.6865671641791045,,,,,,0.5743243243243243,0.6486486486486487,0.6944444444444444,0.5555555555555556,0.631578947368421,0.625,0.5773195876288659,0.6585365853658537,0.6052631578947368,0.032679738562091505,0.12162162162162163,0.12389380530973451,0.2,,16.666666666666664,0.5581395348837209,0.05405405405405406,0.018867924528301886,0.07966457023060797,0.07451923076923077,0.1038961038961039,0.08783783783783784,0.08557844690966719,0.07801418439716312,0.09848484848484848,0.08396946564885496,0.0457516339869281,0.07317073170731707,0.16,0.08536585365853659,0.04032258064516129,0.10052910052910052,0.08928571428571429,0.14285714285714285,0.1111111111111111,0.6666666666666666,0.738562091503268,0.6637168141592921,0.7575757575757576,0.5466666666666666,0.13071895424836602,0.35,0.4375,0.42857142857142855,0.09803921568627451,0.2,0.2,0.6666666666666666,0.006535947712418301,,,,0.026143790849673203,,,,0.8421052631578947,0.6875,0.09090909090909091,0.02631578947368421,,,0.775,0.7096774193548387,0.025,,0.075,,0.7712418300653595,,0.5435756578947367,0.5312633333333333,0.5682397435897436,0.22340425531914893,0.22950819672131148,,0.24107142857142858,0.3080357142857143,2.958783783783784,27.959999999999997,0.33116354759967453,2.0,2.0,1.0,,,,,,True,,,,,,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,86176.0,1436,84,2619,2600,639,523,327,5219,142.0,236.0,43.0,68.0,52.0,66.0,92.0,206.0,71.0,174.0,,,,,1.0,2.0,,,,,305.0,616,1.0,2.0,124.0,737.0,2646,54.0,95.0,,,19.0,127.0,82.0,137.0,,,50.0,214.0,368.0,242.0,3.0,,76.0,1.0,1.0,1.0,44.0,47.0,14.0,61.0,12.0,2.0,30.0,6.0,11.0,136.0,9.0,82.0,5.0,53.0,220.0,26.0,299.0,96.0,395.0,19.0,35.0,21.0,14.0,51.0,4.0,19.0,60.0,10.0,32.0,3.0,9.0,111.0,6.0,22.0,35.0,105.0,17.0,20.0,172.0,16.0,,79.0,,15.0,20.0,13.0,,22.0,13.0,,1.0,214.0,639,10.0,0.6032786885245902,0.6891385767790262,1.0,0.5,,,1.0,0.49512987012987014,0.5684210526315789,0.5985401459854015,0.4959546925566343,0.5684210526315789,0.5985401459854015,0.5294540229885057,0.5825688073394495,0.6445783132530121,0.003236245954692557,0.07142857142857142,0.1271186440677966,0.06310679611650485,0.005747126436781609,26.935914552736982,0.4594594594594595,0.37142857142857144,0.060240963855421686,0.21739130434782608,0.08798283261802575,0.18928571428571428,0.036290322580645164,0.21130030959752322,0.07711864406779662,0.13058419243986255,0.07421875,0.06493506493506493,0.04433497536945813,,0.20612813370473537,0.21641791044776118,0.22857142857142856,0.1919191919191919,0.18292682926829268,0.07224334600760456,0.5909090909090909,0.3818770226537217,0.6016949152542372,0.6893203883495146,0.5774647887323944,0.3333333333333333,0.44660194174757284,0.47668393782383417,0.5434782608695652,0.2815533980582524,0.40804597701149425,0.41040462427745666,0.7323943661971831,,,,,0.003236245954692557,0.5,0.5,1.0,0.7157894736842105,0.6323529411764706,0.16279069767441862,,,,0.48175182481751827,0.7878787878787878,,,,,0.3851132686084142,1.0,0.4488334683954619,0.49711590909090897,0.45634014598540135,0.11600587371512482,0.11634756995581738,,0.1723202170963365,0.2903663500678426,7.831655844155843,49.5,0.24398625429553264,2.0,2.0,8.0,7.0,1.0,,,,True,,,,,,,,
2241,1610612757,Omar Cook,Omar Cook,2241,POR,3074.0,51,11,92,88,25,23,19,180,1.0,3.0,1.0,1.0,1.0,1.0,,3.0,2.0,7.0,,,,,,,,,,,3.0,13,,,,6.0,92,1.0,1.0,,,,2.0,2.0,3.0,,,,4.0,4.0,2.0,,,,,,,1.0,10.0,2.0,12.0,1.0,1.0,5.0,1.0,4.0,26.0,,,,,,,,,,,4.0,3.0,1.0,2.0,,2.0,1.0,1.0,,,,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,4.0,25,,0.6666666666666666,0.6666666666666666,,,,,,0.23076923076923078,1.0,0.6666666666666666,0.23076923076923078,1.0,0.6666666666666666,0.23076923076923078,1.0,0.6666666666666666,,0.07692307692307693,0.3333333333333333,,,14.15929203539823,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,0.23076923076923078,0.3333333333333333,0.5,1.0,0.23076923076923078,,,,0.5384615384615384,0.2857142857142857,0.2857142857142857,0.5,,,,,,,,,1.0,1.0,1.0,,,,0.3333333333333333,1.0,,,,,0.23076923076923078,,0.43659230769230767,,0.4634666666666667,,,,0.3333333333333333,0.6666666666666666,12.223076923076924,,0.2717391304347826,,,,,,,,,True,,,,,,,,
445,1610612757,Wesley Person,Wesley Person,445,POR,2234.0,37,1,83,70,42,27,8,153,,,,,,,,2.0,,2.0,,,,,1.0,1.0,,,,,,4,1.0,1.0,1.0,4.0,73,,,,,,,,1.0,,,1.0,1.0,,,3.0,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,2.0,,1.0,,2.0,4.0,2.0,8.0,1.0,9.0,,,,,2.0,,2.0,,,,,,2.0,,1.0,,,,,2.0,,,,,1.0,,,,,,,,1.0,42,,,,1.0,1.0,,,1.0,,,,0.3,,,0.3333333333333333,,0.25,0.2,,,,,8.79120879120879,1.0,0.2857142857142857,,0.2,0.03571428571428571,0.3333333333333333,,0.23076923076923078,0.029411764705882353,0.1,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,0.4,,,,0.4,,,,,,,,0.2,1.0,1.0,1.0,,,,,,,,,,,,,0.2,1.0,0.41326,,0.3043,,,,,0.25,14.65,23.9,0.5060240963855421,,,,,,,,,True,,,,,,,,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,92762.0,1546,118,2821,2810,707,575,360,5631,34.0,77.0,4.0,6.0,8.0,23.0,29.0,72.0,54.0,134.0,8.0,31.0,3.0,9.0,83.0,196.0,6.0,13.0,23.0,54.0,117.0,283,91.0,227.0,66.0,573.0,2833,14.0,26.0,6.0,14.0,14.0,60.0,29.0,75.0,26.0,63.0,34.0,170.0,74.0,160.0,216.0,57.0,8.0,,196.0,83.0,21.0,220.0,44.0,264.0,32.0,12.0,104.0,51.0,65.0,572.0,6.0,21.0,,29.0,101.0,2.0,132.0,27.0,159.0,6.0,55.0,24.0,31.0,66.0,8.0,39.0,23.0,2.0,27.0,2.0,4.0,89.0,9.0,25.0,38.0,82.0,1.0,2.0,76.0,,11.0,16.0,1.0,15.0,2.0,,,3.0,,,1.0,170.0,707,16.0,0.3162393162393162,0.3274336283185841,0.7912087912087912,0.4008810572687225,0.42857142857142855,0.4126984126984127,0.4008810572687225,0.4134275618374558,0.5384615384615384,0.38666666666666666,0.4970588235294118,0.575,0.4927536231884058,0.522140221402214,0.6413043478260869,0.5448717948717948,0.44509803921568625,0.07420494699646643,0.18181818181818182,0.041666666666666664,0.029850746268656716,19.48733786287832,0.7415730337078652,0.02702702702702703,,0.09140271493212669,0.02048780487804878,0.09177215189873418,0.02097902097902098,0.09148486980999296,0.020594965675057208,0.018404907975460124,0.010309278350515464,0.029411764705882353,0.02608695652173913,,0.08651399491094147,0.0915032679738562,0.0960591133004926,0.09417040358744394,0.08602150537634409,0.022222222222222223,,0.15098039215686274,0.44155844155844154,0.5396825396825397,0.4117647058823529,0.1411764705882353,0.4027777777777778,0.42028985507246375,0.1724137931034483,0.2627450980392157,0.40298507462686567,0.4153846153846154,0.3333333333333333,0.060784313725490195,0.25806451612903225,0.25806451612903225,1.0,0.3843137254901961,0.42346938775510207,0.42346938775510207,0.7710843373493976,0.15,0.6666666666666666,0.5,0.325,0.46153846153846156,1.0,0.16666666666666666,0.34782608695652173,0.06521739130434782,0.3333333333333333,0.391304347826087,0.42592592592592593,0.596078431372549,0.42346938775510207,0.4931836274509804,0.4714241935483871,0.47317572463768115,0.03225806451612903,0.05351170568561873,0.0043859649122807015,0.10471204188481675,0.29668411867364747,11.595406360424027,24.745374449339213,0.2506203473945409,1.0,1.0,,2.0,,1.0,0.025,,True,,,,,,,,
976,1610612757,Jeff McInnis,Jeff McInnis,976,POR,4222.0,70,5,136,129,59,56,15,265,4.0,4.0,,,2.0,2.0,4.0,9.0,5.0,11.0,,,,,2.0,3.0,1.0,1.0,,,13.0,24,2.0,3.0,5.0,37.0,143,2.0,2.0,1.0,1.0,,7.0,6.0,11.0,,,5.0,17.0,16.0,10.0,6.0,,,,3.0,2.0,,5.0,2.0,7.0,2.0,,5.0,,,16.0,,,,,2.0,,2.0,,2.0,,1.0,1.0,,3.0,1.0,2.0,2.0,,1.0,,1.0,5.0,,3.0,3.0,5.0,,,5.0,1.0,,2.0,,1.0,,,,,,,,17.0,59,1.0,0.6153846153846154,0.6153846153846154,1.0,0.6666666666666666,1.0,,0.6666666666666666,0.5416666666666666,1.0,0.5454545454545454,0.5925925925925926,1.1666666666666667,0.5454545454545454,0.6379310344827587,1.1666666666666667,0.6538461538461539,0.1111111111111111,,,,,22.666666666666668,0.6,,,0.03508771929824561,,,,0.028985507246376812,,,,,,,,0.125,,,,,,0.14814814814814814,1.0,1.0,0.5,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.25,0.4074074074074074,0.45454545454545453,0.45454545454545453,1.0,,,,,0.1111111111111111,0.6666666666666666,0.6666666666666666,1.0,,,,0.3333333333333333,1.0,1.0,0.18181818181818182,1.0,,,,,0.25925925925925924,0.6666666666666666,0.43261851851851857,0.49125,0.39380909090909094,0.07142857142857142,0.08,,0.1891891891891892,0.4594594594594595,11.649999999999999,24.266666666666666,0.4338235294117647,,,,,,,,,True,,,,,,,,
2417,1610612757,Qyntel Woods,Qyntel Woods,2417,POR,3818.0,64,-26,125,122,37,36,18,247,5.0,13.0,1.0,3.0,,4.0,,5.0,1.0,9.0,,1.0,,,,,,,,,6.0,27,,1.0,1.0,13.0,138,1.0,3.0,,,,2.0,,6.0,,,,,8.0,4.0,,,2.0,,,,4.0,2.0,,2.0,,,1.0,,1.0,4.0,4.0,3.0,,1.0,4.0,1.0,6.0,7.0,13.0,,4.0,3.0,1.0,4.0,,2.0,2.0,,2.0,,,6.0,1.0,1.0,8.0,12.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,37,1.0,0.6666666666666666,0.8,,,,,,0.2222222222222222,0.3333333333333333,,0.21428571428571427,0.3333333333333333,,0.23214285714285715,0.3333333333333333,,0.03571428571428571,0.14814814814814814,0.15384615384615385,0.4,,22.818791946308725,0.6666666666666666,0.5,,0.09523809523809523,0.057692307692307696,0.16666666666666666,0.2857142857142857,0.10416666666666667,0.10606060606060606,0.11764705882352941,0.0625,,0.3,0.25,0.07142857142857142,0.09090909090909091,0.11764705882352941,,0.5,,1.0,0.4642857142857143,0.38461538461538464,0.45454545454545453,0.6,0.17857142857142858,,,,0.32142857142857145,0.1111111111111111,0.1111111111111111,1.0,0.03571428571428571,,,,,,,,1.0,0.3333333333333333,,,,,0.6666666666666666,,,,,,0.5,,0.4969571428571428,0.5576,0.5445,0.03571428571428571,0.037037037037037035,,0.15384615384615385,,8.381481481481481,22.8,0.296,,,,,,,,,True,,,,,,,,
905,1610612757,Dale Davis,Dale Davis,905,POR,29762.0,496,-27,903,897,251,250,119,1800,21.0,38.0,8.0,19.0,5.0,12.0,4.0,18.0,4.0,21.0,,,,,,,,,,,29.0,77,,,19.0,77.0,920,9.0,23.0,,,1.0,19.0,6.0,20.0,,,10.0,22.0,34.0,24.0,,,12.0,,,,10.0,13.0,7.0,20.0,5.0,2.0,6.0,1.0,6.0,47.0,12.0,31.0,1.0,19.0,57.0,9.0,85.0,44.0,129.0,3.0,13.0,8.0,5.0,9.0,1.0,3.0,3.0,1.0,6.0,,,12.0,4.0,2.0,24.0,48.0,3.0,,34.0,2.0,,17.0,,1.0,27.0,22.0,,27.0,17.0,,,22.0,251,5.0,0.5862068965517241,0.7391304347826086,,,,,,0.37662337662337664,0.391304347826087,0.3,0.37662337662337664,0.391304347826087,0.3,0.41397849462365593,0.38,0.39285714285714285,,0.12987012987012986,0.21052631578947367,,0.09523809523809523,10.028653295128938,0.75,0.2903225806451613,0.030303030303030304,0.16193181818181818,0.08806818181818182,0.1743119266055046,0.12121212121212122,0.1648590021691974,0.09534368070953436,0.08620689655172414,0.08108108108108109,0.096,0.125,0.10526315789473684,0.13385826771653545,0.20652173913043478,0.15789473684210525,0.1527777777777778,0.21621621621621623,0.08108108108108109,0.6296296296296297,0.4935064935064935,0.5526315789473685,0.7,0.6666666666666666,0.23376623376623376,0.2222222222222222,0.2222222222222222,0.75,0.2727272727272727,0.19047619047619047,0.21052631578947367,,,,,,,,,,0.8260869565217391,0.42105263157894735,0.125,,,,0.6,0.4166666666666667,,,,,0.4935064935064935,,0.4723298701298702,0.5513444444444445,0.477135,0.18478260869565216,0.18478260869565216,,0.24675324675324675,0.2857142857142857,6.974025974025974,,0.2779623477297896,,,1.0,5.0,,,,,True,,,,,,,,
