EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,ShortMidRangeAssists,LostBallSteals,Offensive Fouls,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,BlockedCorner3,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,3pt And 1 Free Throw Trips,on,OffensiveGoaltends
1720,1610612743,Michael Doleac,Michael Doleac,1720,DEN,14249.0,237,-23,455,453,143,172,54,908,9.0,18.0,4.0,12.0,1.0,3.0,2.0,6.0,19.0,40.0,30.0,64,12.0,72.0,476,5.0,17.0,10.0,6.0,19.0,6.0,18.0,50.0,10.0,8.0,2.0,9.0,2.0,11.0,2.0,6.0,3.0,24.0,1.0,21.0,7.0,24.0,2.0,33.0,22.0,55,1.0,5.0,5.0,6.0,3.0,4.0,3.0,2.0,9.0,1.0,3.0,28.0,37,1.0,14.0,6.0,1.0,5.0,3.0,2.0,5.0,3.0,18.0,143,3.0,0.8333333333333334,0.9615384615384616,0.46875,0.29411764705882354,0.3157894736842105,0.46875,0.29411764705882354,0.3157894736842105,0.5070422535211268,0.29411764705882354,0.391304347826087,0.03125,0.05555555555555555,0.025,15.209125475285171,0.6666666666666666,0.14285714285714285,0.13186813186813187,0.10552763819095477,0.17073170731707318,0.03125,0.13901345291479822,0.09523809523809523,0.175,0.05263157894736842,0.09917355371900827,0.03571428571428571,0.14,0.15,0.1111111111111111,0.18518518518518517,0.14285714285714285,0.03225806451612903,0.6,0.28125,0.5,0.5294117647058824,0.5555555555555556,0.09375,0.3333333333333333,0.3333333333333333,0.5,0.625,0.475,0.48717948717948717,1.0,0.7058823529411765,0.3333333333333333,0.15789473684210525,0.3333333333333333,0.28125,0.42629843749999996,0.46599374999999993,0.36217894736842104,0.08571428571428572,0.08571428571428572,0.1388888888888889,0.25,11.5390625,0.3142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1763,1610612743,Ryan Bowen,Ryan Bowen,1763,DEN,17392.0,290,-27,534,556,180,207,95,1090,8.0,16.0,2.0,4.0,4.0,6.0,,3.0,2.0,16.0,10.0,35,10.0,30.0,529,2.0,7.0,8.0,4.0,12.0,6.0,14.0,18.0,2.0,2.0,4.0,12.0,3.0,15.0,3.0,3.0,6.0,33.0,4.0,23.0,3.0,26.0,1.0,30.0,27.0,57,1.0,11.0,7.0,3.0,1.0,3.0,2.0,,5.0,1.0,2.0,20.0,39,2.0,10.0,3.0,2.0,9.0,6.0,3.0,10.0,5.0,14.0,180,6.0,0.9,1.0,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.375,0.4444444444444444,0.4666666666666667,0.11428571428571428,0.25,,6.901840490797547,0.6,0.038461538461538464,0.12093023255813953,0.08303249097472924,0.075,0.10526315789473684,0.11372549019607843,0.08571428571428572,0.07142857142857142,0.0196078431372549,0.10897435897435898,0.1,0.1780821917808219,0.12903225806451613,0.0625,0.09523809523809523,0.05263157894736842,0.05263157894736842,0.5,0.45714285714285713,0.5,0.6666666666666666,0.875,0.08571428571428572,,,,0.45714285714285713,0.125,0.125,1.0,0.5714285714285714,0.5,0.5,0.6666666666666666,0.45714285714285713,0.46574857142857146,0.48638571428571425,0.45930000000000004,0.07894736842105263,0.07894736842105263,0.26666666666666666,0.4666666666666667,9.051428571428572,0.33707865168539325,4.0,3.0,4.0,1.0,1.0,1.0,1.0,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,110293.0,1838,8,3588,3571,1277,1170,486,7159,59.0,106.0,4.0,6.0,18.0,34.0,61.0,158.0,146.0,331.0,266.0,595,142.0,839.0,3685,29.0,52.0,77.0,84.0,194.0,81.0,315.0,204.0,328.0,14.0,29.0,239.0,56.0,295.0,44.0,99.0,109.0,646.0,7.0,32.0,25.0,69.0,7.0,101.0,42.0,143,9.0,51.0,16.0,71.0,17.0,50.0,29.0,21.0,100.0,3.0,41.0,23.0,84,1.0,162.0,44.0,29.0,3.0,1.0,1.0,3.0,1.0,315.0,1277,18.0,0.38345864661654133,0.3938223938223938,0.4470588235294118,0.5576923076923077,0.4329896907216495,0.4549608355091384,0.49264705882352944,0.45525291828793774,0.4934052757793765,0.5205479452054794,0.5183946488294314,0.04873949579831933,0.09433962264150944,0.02416918429003021,22.43574345423973,0.71,0.05,0.04985549132947977,0.02295552367288379,0.09157509157509157,0.0220125786163522,0.056729028364514184,0.0227803738317757,0.020887728459530026,0.019543973941368076,0.02556818181818182,0.022988505747126436,0.033542976939203356,0.033766233766233764,0.07662835249042145,0.0898876404494382,0.09473684210526316,0.022727272727272728,0.3333333333333333,0.13838120104438642,0.5566037735849056,0.6145833333333334,0.5084745762711864,0.206266318537859,0.3860759493670886,0.41496598639455784,0.19672131147540983,0.4321148825065274,0.44108761329305135,0.4520123839009288,0.410958904109589,0.08823529411764706,0.6666666666666666,0.13229571984435798,0.5294117647058824,0.36161879895561355,0.45819467805519054,0.4465571428571429,0.44453019607843147,0.0546583850931677,0.0694006309148265,0.09177592371871275,0.37544696066746125,12.481848739495799,0.35590858416945376,10.0,31.0,35.0,1.0,,,,0.017543859649122806,,6.0,17.0,2.0,2.0,4.0,49.0,154.0,3.0,14.0,20.0,59.0,55.0,171.0,3.0,16.0,22.0,63.0,111.0,54.0,3.0,151.0,49.0,2.0,12.0,3.0,3.0,3.0,4.0,1.0,5.0,22.0,1.0,0.6727272727272727,0.3216374269005848,0.1875,0.3492063492063492,0.3273809523809524,0.22323759791122716,0.011695906432748537,0.06962025316455696,0.012987012987012988,0.023076923076923078,0.022193211488250653,0.35294117647058826,0.35294117647058826,1.0,0.2010443864229765,0.3181818181818182,0.3223684210526316,0.6326530612244898,0.029411764705882353,0.20588235294117646,0.21428571428571427,0.6666666666666666,0.01556420233463035,0.5,0.22957198443579765,0.3389830508474576,0.32450331125827814,25.44736842105262,,,,,,,,,,,True,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,45366.0,756,80,1491,1468,655,535,194,2959,59.0,88.0,9.0,13.0,21.0,39.0,25.0,65.0,24.0,61.0,108.0,214,121.0,352.0,1548,11.0,27.0,34.0,35.0,82.0,64.0,143.0,82.0,134.0,10.0,23.0,84.0,19.0,103.0,12.0,47.0,31.0,225.0,4.0,35.0,15.0,42.0,4.0,61.0,39.0,100,4.0,39.0,23.0,30.0,5.0,16.0,18.0,14.0,48.0,7.0,21.0,22.0,52,4.0,142.0,51.0,23.0,5.0,4.0,,6.0,,143.0,655,12.0,0.37962962962962965,0.39805825242718446,0.5046728971962616,0.4074074074074074,0.4268292682926829,0.49148936170212765,0.4032258064516129,0.41578947368421054,0.584717607973422,0.4722222222222222,0.5416666666666666,0.10747663551401869,0.14772727272727273,0.03278688524590164,20.337995337995338,0.625,0.06666666666666667,0.0782122905027933,0.06566604127579738,0.11450381679389313,0.03571428571428571,0.08532934131736528,0.06046511627906977,0.037267080745341616,0.10294117647058823,0.0635593220338983,0.044444444444444446,0.035897435897435895,0.09219858156028368,0.10945273631840796,0.10344827586206896,0.13636363636363635,0.0449438202247191,,0.37446808510638296,0.6704545454545454,0.7866666666666666,0.4576271186440678,0.2765957446808511,0.38461538461538464,0.43859649122807015,0.24,0.25957446808510637,0.39344262295081966,0.4067796610169492,0.3333333333333333,0.41935483870967744,0.6923076923076923,0.4105263157894737,0.5384615384615384,0.46382978723404256,0.4715663793103448,0.4554285714285714,0.46890698924731183,0.18705035971223022,0.19921875,0.09659090909090909,0.40625,7.622897196261683,0.43930248155600266,9.0,6.0,16.0,3.0,1.0,1.0,1.0,,0.2222222222222222,1.0,5.0,,1.0,4.0,4.0,16.0,1.0,4.0,2.0,9.0,5.0,21.0,1.0,4.0,3.0,13.0,9.0,6.0,3.0,13.0,4.0,,7.0,,2.0,1.0,6.0,,9.0,,1.0,0.6,0.23809523809523808,0.25,0.23076923076923078,0.2777777777777778,0.08936170212765958,,0.12307692307692308,,,0.02127659574468085,0.2,0.2,1.0,0.06808510638297872,0.25,0.25,0.5,,0.12903225806451613,0.25,1.0,0.042105263157894736,0.25,0.09473684210526316,0.2222222222222222,0.3076923076923077,30.176190476190477,1.0,0.045454545454545456,,,,,,,,,True,
2403,1610612743,Nene,Nene,2403,DEN,50318.0,839,60,1632,1617,559,453,210,3249,65.0,94.0,11.0,16.0,24.0,34.0,8.0,29.0,7.0,38.0,80.0,161,92.0,252.0,1655,12.0,26.0,35.0,25.0,44.0,36.0,86.0,112.0,48.0,14.0,17.0,35.0,7.0,42.0,7.0,23.0,10.0,91.0,6.0,33.0,15.0,102.0,9.0,126.0,44.0,170,3.0,48.0,33.0,28.0,8.0,15.0,41.0,13.0,69.0,7.0,21.0,36.0,99,8.0,145.0,69.0,12.0,16.0,10.0,5.0,18.0,10.0,86.0,559,11.0,0.7,0.7671232876712328,0.4968944099378882,0.46153846153846156,0.5681818181818182,0.4968944099378882,0.46153846153846156,0.5681818181818182,0.5625,0.546875,0.6056338028169014,0.10559006211180125,0.09574468085106383,0.02631578947368421,15.660074826296098,0.4057971014492754,0.16666666666666666,0.16859504132231404,0.05555555555555555,0.11278195488721804,0.046511627906976744,0.15853658536585366,0.05394190871369295,0.03867403314917127,0.06802721088435375,0.06015037593984962,0.04716981132075472,0.16267942583732056,0.13690476190476192,0.19736842105263158,0.09782608695652174,0.14634146341463414,0.04918032786885246,0.5555555555555556,0.5838509316770186,0.6914893617021277,0.7647058823529411,0.6615384615384615,0.18012422360248448,0.27586206896551724,0.36363636363636365,0.75,0.2360248447204969,0.18421052631578946,0.1891891891891892,1.0,0.6153846153846154,0.6875,0.7727272727272727,0.7058823529411765,0.5838509316770186,0.5030217391304348,0.4874208333333332,0.5436727272727272,0.32547169811320753,0.32547169811320753,0.1388888888888889,0.3412698412698413,5.392546583850931,0.3425245098039216,11.0,2.0,15.0,19.0,2.0,2.0,1.0,0.043478260869565216,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,2.0,3.0,,18.0,,1.0,,,,,,,,0.2413793103448276,,0.08196721311475409,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,True,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,37687.0,628,4,1231,1235,487,358,175,2466,41.0,72.0,13.0,33.0,15.0,27.0,11.0,28.0,15.0,48.0,67.0,148,46.0,180.0,1315,15.0,43.0,41.0,22.0,53.0,20.0,64.0,104.0,30.0,24.0,5.0,28.0,5.0,33.0,2.0,17.0,9.0,71.0,13.0,51.0,19.0,115.0,24.0,158.0,64.0,222,4.0,25.0,15.0,19.0,4.0,12.0,11.0,7.0,30.0,6.0,9.0,45.0,77,7.0,54.0,22.0,8.0,54.0,41.0,10.0,54.0,25.0,64.0,487,9.0,0.7761194029850746,0.9454545454545454,0.4527027027027027,0.3488372093023256,0.41509433962264153,0.44966442953020136,0.3488372093023256,0.41509433962264153,0.5202312138728323,0.41,0.5079365079365079,0.033783783783783786,0.05555555555555555,,14.175977653631284,0.6333333333333333,0.4897959183673469,0.24520255863539445,0.11038961038961038,0.19791666666666666,0.11403508771929824,0.23716814159292035,0.1111111111111111,0.08387096774193549,0.14563106796116504,0.11274509803921569,0.12121212121212122,0.20382165605095542,0.2803030303030303,0.25555555555555554,0.1875,0.21875,0.0547945205479452,0.46296296296296297,0.48322147651006714,0.5694444444444444,0.6029411764705882,0.7073170731707317,0.18791946308724833,0.39285714285714285,0.4074074074074074,0.9090909090909091,0.3221476510067114,0.3125,0.3125,0.8666666666666667,0.7674418604651163,0.3939393939393939,0.5094339622641509,0.5555555555555556,0.4899328859060403,0.4883859060402685,0.5350371428571428,0.48667547169811315,0.13333333333333333,0.13414634146341464,0.22777777777777777,0.35555555555555557,7.556081081081082,0.39561332250203085,11.0,2.0,10.0,5.0,,,,0.06666666666666667,0.23076923076923078,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,3.0,,1.0,,,,6.0,,3.0,,,,,,0.006711409395973154,,0.03571428571428571,,,,,,,0.006711409395973154,,,,,,,,,,,,,25.6,,,,,,,,,,,True,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,29171.0,486,-8,924,923,270,287,128,1847,20.0,34.0,12.0,18.0,2.0,8.0,9.0,24.0,20.0,48.0,49.0,106,15.0,113.0,911,16.0,24.0,36.0,10.0,26.0,7.0,27.0,70.0,28.0,24.0,8.0,16.0,2.0,18.0,2.0,4.0,9.0,38.0,4.0,30.0,11.0,54.0,12.0,77.0,35.0,112,3.0,25.0,16.0,10.0,2.0,7.0,9.0,3.0,19.0,2.0,5.0,47.0,78,11.0,23.0,10.0,2.0,24.0,19.0,4.0,25.0,16.0,27.0,270,6.0,0.7142857142857143,0.9459459459459459,0.46226415094339623,0.6666666666666666,0.38461538461538464,0.45794392523364486,0.6666666666666666,0.37037037037037035,0.4788135593220339,0.6923076923076923,0.43548387096774194,0.07547169811320754,0.08823529411764706,,12.744186046511627,0.5263157894736842,0.27906976744186046,0.14555256064690028,0.07894736842105263,0.16176470588235295,0.0547945205479452,0.1480637813211845,0.07505518763796909,0.06593406593406594,0.10256410256410256,0.07582938388625593,0.05172413793103448,0.128,0.17894736842105263,0.1390728476821192,0.14893617021276595,0.19047619047619047,0.0625,0.64,0.3177570093457944,0.5882352941176471,0.6451612903225806,0.45,0.22429906542056074,0.375,0.47368421052631576,0.7777777777777778,0.4485981308411215,0.4166666666666667,0.4166666666666667,0.95,0.75,0.6666666666666666,0.2962962962962963,0.25,0.32710280373831774,0.44191415094339626,0.5057900000000001,0.4411961538461538,0.08620689655172414,0.08695652173913043,0.3185840707964602,0.23893805309734514,9.861320754716978,0.2922077922077922,4.0,3.0,9.0,2.0,1.0,,3.0,0.06666666666666667,0.08333333333333333,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,3.0,,1.0,,1.0,,,,,,0.009345794392523364,,0.20833333333333334,,0.030303030303030304,,,,,0.009345794392523364,,,,,,,,,,0.037037037037037035,,,79.6,,,2.0,1.0,1.0,,,,,,True,
702,1610612743,Voshon Lenard,Voshon Lenard,702,DEN,33870.0,564,-1,1116,1106,467,383,156,2222,23.0,32.0,2.0,3.0,10.0,12.0,7.0,29.0,33.0,89.0,63.0,150,46.0,265.0,1174,4.0,15.0,29.0,26.0,51.0,30.0,124.0,66.0,60.0,4.0,8.0,30.0,7.0,37.0,7.0,16.0,9.0,81.0,4.0,12.0,5.0,19.0,1.0,25.0,16.0,41,2.0,13.0,9.0,17.0,1.0,8.0,13.0,9.0,30.0,2.0,16.0,17.0,48,1.0,59.0,15.0,10.0,4.0,3.0,1.0,4.0,2.0,124.0,467,12.0,0.5238095238095238,0.5409836065573771,0.42,0.26666666666666666,0.5098039215686274,0.47198275862068967,0.4166666666666667,0.5595238095238095,0.5078125,0.5,0.6029411764705882,0.05333333333333334,0.09375,0.02247191011235955,22.01693610469592,0.5666666666666667,0.017857142857142856,0.04470588235294118,0.02977667493796526,0.05,0.032520325203252036,0.045714285714285714,0.030418250950570342,0.023076923076923078,0.054945054945054944,0.02197802197802198,0.0297029702970297,0.06666666666666667,0.035398230088495575,0.027210884353741496,0.04477611940298507,0.06060606060606061,0.015625,0.5,0.13793103448275862,0.71875,0.7931034482758621,0.6086956521739131,0.125,0.2413793103448276,0.2692307692307692,0.2857142857142857,0.38362068965517243,0.3707865168539326,0.3793103448275862,0.5151515151515151,0.125,0.6666666666666666,0.14285714285714285,0.8333333333333334,0.49137931034482757,0.47003814655172427,0.4892631578947369,0.46604345238095246,0.06910569105691057,0.09259259259259259,0.10943396226415095,0.4679245283018868,12.836000000000002,0.41845878136200715,9.0,5.0,4.0,7.0,,,,0.045454545454545456,0.5,14.0,31.0,2.0,6.0,13.0,17.0,51.0,3.0,7.0,8.0,20.0,31.0,82.0,4.0,9.0,14.0,33.0,87.0,6.0,,51.0,17.0,,,,3.0,,2.0,,3.0,6.0,,0.9354838709677419,0.3780487804878049,0.4444444444444444,0.42424242424242425,0.3780487804878049,0.35344827586206895,,0.10344827586206896,,,0.1336206896551724,0.45161290322580644,0.45161290322580644,1.0,0.21982758620689655,0.3333333333333333,0.3333333333333333,0.8823529411764706,0.08333333333333333,0.2916666666666667,0.42857142857142855,1.0,0.15476190476190477,0.46153846153846156,0.23809523809523808,0.4,0.3333333333333333,24.603658536585368,2.0,0.023809523809523808,,,,1.0,0.5,1.0,,,True,
2206,1610612743,Rodney White,Rodney White,2206,DEN,43378.0,723,7,1406,1394,409,432,192,2800,51.0,83.0,9.0,15.0,17.0,26.0,20.0,52.0,62.0,145.0,133.0,280,57.0,410.0,1410,20.0,34.0,63.0,41.0,79.0,28.0,128.0,184.0,82.0,14.0,22.0,38.0,8.0,46.0,7.0,15.0,19.0,100.0,12.0,24.0,8.0,67.0,8.0,83.0,37.0,120,3.0,28.0,13.0,32.0,6.0,23.0,27.0,9.0,59.0,6.0,12.0,41.0,86,4.0,81.0,35.0,9.0,16.0,10.0,3.0,16.0,8.0,128.0,409,8.0,0.6917293233082706,0.7301587301587301,0.475,0.5882352941176471,0.5189873417721519,0.5115942028985507,0.6744186046511628,0.5050505050505051,0.5380577427821522,0.7,0.5470085470085471,0.07857142857142857,0.14457831325301204,0.013793103448275862,26.944274341702393,0.5423728813559322,0.16,0.12159709618874773,0.04419889502762431,0.0761904761904762,0.08823529411764706,0.11432926829268293,0.053019145802650956,0.0859375,0.05714285714285714,0.02258064516129032,0.08849557522123894,0.14054054054054055,0.12345679012345678,0.10294117647058823,0.1,0.02857142857142857,0.019736842105263157,0.5,0.24057971014492754,0.6144578313253012,0.7183098591549296,0.6274509803921569,0.15072463768115943,0.38461538461538464,0.45454545454545453,0.8,0.42028985507246375,0.42758620689655175,0.43356643356643354,0.7096774193548387,0.3488372093023256,0.6,0.26262626262626265,0.6538461538461539,0.4289855072463768,0.46624227405247787,0.5080685714285715,0.44861546391752566,0.09408602150537634,0.11400651465798045,0.15365853658536585,0.3121951219512195,11.729642857142855,0.29089615931721197,5.0,4.0,15.0,13.0,,,1.0,0.08695652173913043,0.2222222222222222,2.0,8.0,,,1.0,27.0,57.0,6.0,9.0,6.0,19.0,29.0,65.0,6.0,9.0,6.0,20.0,78.0,9.0,1.0,56.0,27.0,1.0,1.0,1.0,3.0,,3.0,,8.0,,3.0,0.896551724137931,0.4461538461538462,0.6666666666666666,0.3,0.453125,0.18840579710144928,0.015384615384615385,0.15384615384615385,,0.023809523809523808,0.02318840579710145,0.25,0.2857142857142857,1.0,0.16521739130434782,0.47368421052631576,0.47368421052631576,0.8888888888888888,,0.20930232558139536,0.6666666666666666,1.0,0.010101010101010102,,0.1919191919191919,0.3157894736842105,0.48214285714285715,25.496923076923075,,,1.0,,,,,,0.125,,True,
2401,1610612743,Nikoloz Tskitishvili,Nikoloz Tskitishvili,2401,DEN,14694.0,245,-32,473,477,186,231,78,950,11.0,18.0,4.0,10.0,6.0,6.0,7.0,16.0,16.0,58.0,34.0,92,14.0,91.0,481,8.0,21.0,16.0,20.0,35.0,9.0,52.0,54.0,14.0,6.0,3.0,7.0,3.0,10.0,3.0,2.0,5.0,23.0,3.0,13.0,5.0,16.0,10.0,31.0,18.0,49,1.0,6.0,5.0,6.0,,3.0,9.0,3.0,15.0,3.0,7.0,21.0,40,4.0,19.0,10.0,,6.0,5.0,1.0,6.0,4.0,52.0,186,5.0,0.7941176470588235,0.8709677419354839,0.3695652173913043,0.38095238095238093,0.5714285714285714,0.37745098039215685,0.36363636363636365,0.5375,0.4099099099099099,0.36363636363636365,0.5777777777777777,0.03260869565217391,0.1111111111111111,,22.30088495575221,0.4,0.45454545454545453,0.09248554913294797,0.05803571428571429,0.16129032258064516,0.07142857142857142,0.10294117647058823,0.06015037593984962,0.08888888888888889,0.07142857142857142,0.043795620437956206,0.08823529411764706,0.11864406779661017,0.061224489795918366,0.09230769230769231,0.10526315789473684,0.25,0.016666666666666666,0.6666666666666666,0.17647058823529413,0.6111111111111112,0.6875,0.5454545454545454,0.1568627450980392,0.4375,0.4666666666666667,0.7142857142857143,0.5686274509803921,0.27586206896551724,0.27586206896551724,1.0,0.45454545454545453,0.4,0.15,1.0,0.27450980392156865,0.42791519607843126,0.465895,0.41116,0.09009009009009009,0.09900990099009901,0.17582417582417584,0.5714285714285714,13.566304347826087,0.39323467230443976,,,1.0,4.0,,,,,0.25,,1.0,1.0,,1.0,3.0,9.0,,,1.0,4.0,3.0,10.0,,1.0,1.0,5.0,9.0,,,9.0,3.0,,,2.0,,1.0,4.0,,1.0,,,1.0,0.3,,0.2,0.3,0.09803921568627451,,0.0625,,0.18181818181818182,0.00980392156862745,,,,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.045454545454545456,,,,0.025,,0.1,0.25,0.3333333333333333,24.71,,,,,1.0,,,,,,True,
