EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Travels,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsPutbacks,SelfOReb,Loose Ball Fouls,3SecondViolations,SecondChanceFg3Pct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,DefensiveGoaltends,Blocked3s,BlockedArc3,BlockedLongMidRange,Clear Path Fouls,on,HeaveMakes,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,25217.0,420,-4,780,779,227.0,261,68,1559,8.0,19.0,1.0,2.0,4.0,10.0,23.0,48.0,27.0,74.0,5.0,12.0,2.0,3.0,3.0,15.0,2.0,1.0,4.0,58.0,141,8.0,27.0,35.0,175.0,727,2.0,11.0,2.0,4.0,15.0,41.0,3.0,7.0,16.0,55.0,34.0,82.0,24.0,15.0,3.0,10.0,38.0,11.0,49.0,5.0,6.0,17.0,21.0,109.0,1.0,2.0,5.0,32.0,3.0,40.0,3.0,43.0,5.0,2.0,3.0,20.0,6.0,11.0,21.0,4.0,9.0,41.0,1.0,12.0,18.0,32.0,8.0,44.0,2.0,7.0,10.0,9.0,1.0,1.0,1.0,1.0,55.0,227.0,1.0,0.29310344827586204,0.29310344827586204,1.0,0.2962962962962963,0.42857142857142855,0.2962962962962963,0.41134751773049644,0.18181818181818182,0.36585365853658536,0.4166666666666667,0.15384615384615385,0.40625,0.4594594594594595,0.15384615384615385,0.46551724137931033,0.16071428571428573,0.07092198581560284,0.3157894736842105,0.0625,0.013513513513513514,26.218097447795827,0.4878048780487805,0.09375,0.10423452768729642,0.006920415224913495,0.0684931506849315,0.013157894736842105,0.09736842105263158,0.00821917808219178,0.016666666666666666,0.006211180124223602,0.02702702702702703,0.0782608695652174,0.14864864864864866,0.1016949152542373,0.08196721311475409,1.0,0.1130952380952381,0.42105263157894735,0.6153846153846154,0.75,0.2857142857142857,0.4791666666666667,0.5111111111111111,0.08695652173913043,0.44047619047619047,0.36486486486486486,0.3698630136986301,0.3333333333333333,0.07142857142857142,0.4166666666666667,0.4166666666666667,1.0,0.08928571428571429,0.2,0.2,1.0,0.15384615384615385,0.5,1.0,0.15384615384615385,0.20833333333333334,0.4,0.0625,0.6666666666666666,0.08333333333333333,0.25,0.27380952380952384,0.2,0.4307086826347306,0.43414444444444444,0.4325351063829786,0.056818181818181816,0.06711409395973154,0.022857142857142857,0.3142857142857143,12.340425531914896,25.08518518518519,0.29102564102564105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,29712.0,495,-106,875,868,200.0,192,95,1743,7.0,18.0,3.0,3.0,,2.0,13.0,24.0,29.0,94.0,4.0,8.0,,1.0,4.0,24.0,,,6.0,49.0,136,8.0,32.0,23.0,145.0,859,4.0,6.0,,11.0,11.0,28.0,,7.0,16.0,38.0,54.0,44.0,18.0,22.0,4.0,8.0,59.0,11.0,70.0,4.0,7.0,22.0,29.0,151.0,,4.0,3.0,42.0,1.0,46.0,4.0,50.0,11.0,8.0,3.0,16.0,3.0,11.0,13.0,2.0,5.0,29.0,2.0,7.0,19.0,34.0,3.0,32.0,1.0,1.0,5.0,11.0,5.0,3.0,5.0,2.0,38.0,200.0,3.0,0.5510204081632653,0.5510204081632653,0.75,0.25,,0.26666666666666666,0.3602941176470588,0.6666666666666666,0.39285714285714285,0.3630952380952381,0.6666666666666666,0.3142857142857143,0.39617486338797814,0.7857142857142857,0.4222222222222222,0.19047619047619047,0.058823529411764705,0.3333333333333333,0.041666666666666664,0.010638297872340425,21.574642126789367,0.5517241379310345,0.03571428571428571,0.11290322580645161,0.0113314447592068,0.03571428571428571,,0.09868421052631579,0.009111617312072893,0.022727272727272728,0.005405405405405406,,0.14035087719298245,0.0990990990990991,0.10204081632653061,0.030303030303030304,0.4,0.10714285714285714,0.3888888888888889,0.5833333333333334,0.42857142857142855,0.14285714285714285,0.5416666666666666,0.5652173913043478,0.15384615384615385,0.5595238095238095,0.30851063829787234,0.3118279569892473,0.7586206896551724,0.047619047619047616,0.5,0.5,0.75,0.14285714285714285,0.16666666666666666,0.17391304347826086,0.75,0.5,1.0,0.3333333333333333,,0.05714285714285714,,0.02857142857142857,,0.17142857142857143,,0.2976190476190476,0.18181818181818182,0.4194248484848484,0.4446666666666667,0.3677045454545455,0.029069767441860465,0.03571428571428571,0.07586206896551724,0.2620689655172414,14.597794117647057,26.79375,0.22857142857142856,3.0,6.0,2.0,1.0,8.0,1.0,2.0,2.0,0.03125,0.041666666666666664,0.0125,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,42048.0,701,-33,1253,1266,313.0,324,136,2519,44.0,76.0,11.0,14.0,13.0,20.0,36.0,84.0,66.0,166.0,7.0,17.0,1.0,5.0,17.0,49.0,2.0,6.0,13.0,146.0,326,24.0,66.0,120.0,484.0,1205,19.0,35.0,5.0,53.0,33.0,67.0,7.0,18.0,66.0,153.0,114.0,178.0,60.0,47.0,17.0,11.0,54.0,9.0,63.0,4.0,5.0,15.0,33.0,135.0,3.0,20.0,14.0,65.0,3.0,82.0,23.0,105.0,22.0,15.0,7.0,31.0,8.0,17.0,25.0,3.0,14.0,56.0,4.0,10.0,23.0,43.0,8.0,138.0,3.0,15.0,32.0,31.0,12.0,7.0,12.0,5.0,153.0,313.0,2.0,0.3904109589041096,0.4222222222222222,0.8333333333333334,0.36363636363636365,0.3888888888888889,0.375,0.44785276073619634,0.5428571428571428,0.4925373134328358,0.4642857142857143,0.55,0.5117647058823529,0.5210176991150443,0.5777777777777777,0.628099173553719,0.1683673469387755,0.03374233128834356,0.10526315789473684,0.011904761904761904,0.012048192771084338,36.136849607982896,0.5535714285714286,0.07692307692307693,0.12172284644194757,0.04048582995951417,0.12280701754385964,0.024193548387096774,0.12191358024691358,0.0372168284789644,0.07627118644067797,0.019157088122605363,0.03225806451612903,0.09815950920245399,0.06432748538011696,0.19,0.12195121951219512,0.4166666666666667,0.19387755102040816,0.5789473684210527,0.6470588235294118,0.3409090909090909,0.21428571428571427,0.42857142857142855,0.43373493975903615,0.16666666666666666,0.42346938775510207,0.39759036144578314,0.4024390243902439,0.5454545454545454,0.04336734693877551,0.4117647058823529,0.4117647058823529,1.0,0.125,0.3469387755102041,0.3469387755102041,0.7647058823529411,0.35,0.7857142857142857,0.09090909090909091,0.05,0.23529411764705882,0.65,0.058823529411764705,0.2,0.15294117647058825,0.46153846153846156,0.3622448979591837,0.3617021276595745,0.4585306410256409,0.4692776315789473,0.4552172619047618,0.07600950118764846,0.09014084507042254,0.10950413223140495,0.31611570247933884,11.875460122699389,26.2621212121212,0.24980047885075818,9.0,12.0,2.0,,6.0,1.0,2.0,5.0,,,0.05217391304347826,0.125,2.0,3.0,2.0,22.0,9.0,1.0,1.0,0.4,0.016129032258064516,0.0430622009569378,0.075,0.6666666666666666,1.0,,,,,,,,,,,,,,True,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,29103.0,485,-27,861,875,225.0,241,77,1736,19.0,27.0,1.0,1.0,3.0,5.0,5.0,18.0,10.0,25.0,11.0,35.0,2.0,7.0,14.0,35.0,4.0,2.0,15.0,34.0,70,25.0,70.0,21.0,164.0,799,2.0,5.0,6.0,11.0,5.0,10.0,4.0,22.0,8.0,30.0,42.0,26.0,66.0,34.0,14.0,4.0,16.0,6.0,22.0,2.0,4.0,3.0,11.0,50.0,2.0,3.0,19.0,49.0,3.0,71.0,7.0,78.0,15.0,11.0,4.0,11.0,1.0,7.0,5.0,,4.0,16.0,1.0,1.0,20.0,42.0,1.0,25.0,3.0,,10.0,1.0,4.0,2.0,4.0,3.0,30.0,225.0,7.0,0.6176470588235294,0.6176470588235294,0.88,0.35714285714285715,0.18181818181818182,0.36231884057971014,0.4857142857142857,0.4,0.5,0.5107142857142857,0.45454545454545453,0.34375,0.5466666666666666,0.5,0.4166666666666667,0.5,0.05714285714285714,0.037037037037037035,0.1111111111111111,0.04,17.547568710359407,0.6875,0.08108108108108109,0.13649025069637882,0.00949367088607595,0.25675675675675674,0.023809523809523808,0.15704387990762125,0.0125,0.015384615384615385,0.012422360248447204,0.025,0.10714285714285714,0.1326530612244898,0.1610738255033557,0.28125,0.75,0.19285714285714287,0.7037037037037037,0.7307692307692307,0.5263157894736842,0.12857142857142856,0.2777777777777778,0.3125,0.2,0.17857142857142858,0.4,0.4166666666666667,1.0,0.25,0.3142857142857143,0.3142857142857143,1.0,0.25,0.4,0.4,0.7857142857142857,0.09090909090909091,1.0,,0.36363636363636365,0.15625,0.6,0.21875,0.2857142857142857,0.46875,0.13333333333333333,0.6928571428571428,0.4117647058823529,0.4944757246376812,0.43205714285714286,0.4799316666666666,0.08053691275167785,0.12987012987012986,0.06707317073170732,0.18292682926829268,9.155714285714287,24.984285714285708,0.2613240418118467,1.0,9.0,1.0,,2.0,1.0,,2.0,,,,0.1,,2.0,2.0,,1.0,1.0,,0.3333333333333333,0.022727272727272728,0.014285714285714285,0.18181818181818182,,,2.0,2.0,2.0,0.06896551724137931,0.5,0.5,0.027777777777777776,,,,,,,True,,,,,
688,1610612761,Michael Curry,Michael Curry,688,TOR,73369.0,1223,-166,2172,2198,495.0,528,221,4370,25.0,43.0,2.0,7.0,2.0,5.0,5.0,21.0,43.0,117.0,3.0,10.0,,2.0,,5.0,1.0,,2.0,73.0,181,3.0,15.0,49.0,204.0,2098,3.0,13.0,1.0,8.0,6.0,22.0,,4.0,20.0,32.0,118.0,28.0,9.0,5.0,,13.0,37.0,16.0,53.0,8.0,8.0,14.0,15.0,122.0,7.0,14.0,8.0,48.0,9.0,65.0,22.0,87.0,23.0,9.0,14.0,19.0,11.0,8.0,29.0,1.0,11.0,48.0,7.0,9.0,73.0,153.0,11.0,58.0,2.0,1.0,21.0,7.0,5.0,4.0,5.0,3.0,32.0,495.0,12.0,0.8082191780821918,0.8082191780821918,1.0,0.2,,0.2,0.40331491712707185,0.23076923076923078,0.2727272727272727,0.39540816326530615,0.21428571428571427,0.23076923076923078,0.4551569506726457,0.26666666666666666,0.43243243243243246,0.07653061224489796,0.0718232044198895,0.18604651162790697,0.19047619047619047,0.008547008547008548,11.193721602643535,0.3958333333333333,0.11842105263157894,0.05211726384364821,0.016374269005847954,0.041884816753926704,0.034653465346534656,0.050359712230215826,0.019867549668874173,0.035897435897435895,0.013333333333333334,0.045871559633027525,0.038461538461538464,0.06343283582089553,0.05449591280653951,0.04,0.6,0.2193877551020408,0.5813953488372093,0.7142857142857143,0.8,0.10714285714285714,0.23809523809523808,0.29411764705882354,0.2,0.5969387755102041,0.36752136752136755,0.3706896551724138,0.8837209302325582,0.05102040816326531,0.3,0.3,1.0,0.025510204081632654,,,,0.5,0.2857142857142857,1.0,0.07142857142857142,0.19230769230769232,0.4,0.07692307692307693,,0.07692307692307693,,0.29591836734693877,,0.4378086734693876,0.44406,0.4364846153846154,0.10185185185185185,0.105,0.0392156862745098,0.1568627450980392,13.250828729281766,23.76,0.22790055248618785,2.0,,,,8.0,5.0,1.0,1.0,,,0.004761904761904762,0.04878048780487805,,,,,1.0,2.0,,,0.021505376344086023,0.009345794392523364,,,,,1.0,1.0,0.018518518518518517,,,0.0625,2.0,,,,,,True,,,,,
2425,1610612761,Robert Archibald,Robert Archibald,2425,TOR,2758.0,46,-21,90,89,24.0,37,8,179,2.0,7.0,,4.0,,1.0,,,,,,,,,,,,,,2.0,7,,,6.0,10.0,77,,4.0,,,,1.0,,,1.0,1.0,2.0,2.0,,,,,1.0,1.0,2.0,,1.0,,1.0,5.0,2.0,4.0,2.0,2.0,2.0,6.0,6.0,12.0,3.0,1.0,2.0,,,,2.0,,,2.0,,1.0,2.0,12.0,2.0,9.0,,,4.0,1.0,,,,,1.0,24.0,4.0,0.5,0.5,,,,,0.2857142857142857,,,0.2857142857142857,,,0.4166666666666667,,0.16666666666666666,,,,,,13.0,,0.5,0.06666666666666667,0.11764705882352941,0.2222222222222222,0.2,0.10256410256410256,0.13636363636363635,0.2727272727272727,,0.14285714285714285,0.14285714285714285,,0.09090909090909091,0.2857142857142857,,1.0,0.2857142857142857,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,0.5448000000000001,0.5522,0.5455,0.36363636363636365,0.36363636363636365,,0.1,,,0.26666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,1.0,2.0,,,0.3333333333333333,0.2,,,,,,,,,,,1.0,,,,,,True,,,,,
2437,1610612761,Lonny Baxter,Lonny Baxter,2437,TOR,9021.0,150,-35,261,267,51.0,39,30,528,14.0,21.0,5.0,7.0,3.0,3.0,5.0,13.0,1.0,4.0,,,,,,,,,,20.0,38,,,5.0,45.0,251,6.0,8.0,,12.0,4.0,4.0,,,2.0,10.0,20.0,20.0,,,,2.0,2.0,,2.0,,,1.0,1.0,4.0,,12.0,7.0,18.0,3.0,28.0,13.0,41.0,6.0,5.0,1.0,6.0,,3.0,3.0,2.0,3.0,9.0,3.0,,11.0,18.0,,11.0,3.0,,6.0,1.0,7.0,3.0,7.0,7.0,10.0,51.0,,0.5,0.625,,,,,0.5263157894736842,0.75,1.0,0.5263157894736842,0.75,1.0,0.5357142857142857,0.6666666666666666,0.8333333333333334,,0.05263157894736842,0.047619047619047616,0.07692307692307693,,17.28813559322034,0.6666666666666666,0.3333333333333333,0.15126050420168066,0.10619469026548672,0.2916666666666667,,0.17482517482517482,0.08888888888888889,0.15384615384615385,0.08333333333333333,,0.17647058823529413,0.11428571428571428,0.16,0.2727272727272727,1.0,0.5526315789473685,0.6666666666666666,0.7,0.35714285714285715,0.34210526315789475,0.38461538461538464,0.4166666666666667,0.8,0.10526315789473684,0.25,0.25,1.0,,,,,,,,,0.875,0.7142857142857143,,,0.75,1.0,,,,,0.5526315789473685,,0.4769184210526317,0.52485,0.568625,0.14634146341463414,0.14634146341463414,0.26666666666666666,0.2222222222222222,4.528947368421053,,0.19540229885057472,,,,,,,,4.0,,,0.1111111111111111,0.5,,,,8.0,1.0,4.0,1.0,,,0.0625,,,,,1.0,,0.07142857142857142,,,,3.0,1.0,,,,,True,,,,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,32121.0,535,-83,949,966,174.0,209,90,1915,28.0,51.0,4.0,11.0,4.0,9.0,13.0,43.0,19.0,59.0,,1.0,,1.0,2.0,3.0,3.0,,1.0,60.0,153,2.0,4.0,59.0,185.0,932,10.0,20.0,3.0,33.0,7.0,22.0,,2.0,8.0,22.0,74.0,46.0,6.0,3.0,2.0,19.0,14.0,2.0,16.0,,2.0,8.0,6.0,34.0,10.0,25.0,10.0,67.0,9.0,86.0,35.0,121.0,10.0,6.0,4.0,16.0,,7.0,14.0,2.0,9.0,30.0,2.0,6.0,20.0,38.0,3.0,80.0,6.0,,39.0,4.0,27.0,20.0,28.0,17.0,22.0,174.0,3.0,0.6166666666666667,0.6607142857142857,1.0,0.5,,0.5,0.39215686274509803,0.5,0.3181818181818182,0.4012738853503185,0.5652173913043478,0.2916666666666667,0.47680412371134023,0.5892857142857143,0.3793103448275862,0.025477707006369428,0.12418300653594772,0.21568627450980393,0.11627906976744186,0.05084745762711865,21.25237191650854,0.5333333333333333,0.28125,0.15914489311163896,0.06702412868632708,0.14492753623188406,0.1282051282051282,0.15714285714285714,0.07760532150776053,0.0875,0.05699481865284974,0.024390243902439025,0.10869565217391304,0.25471698113207547,0.14124293785310735,0.07272727272727272,0.6071428571428571,0.3248407643312102,0.5490196078431373,0.7,0.6785714285714286,0.27388535031847133,0.3023255813953488,0.34210526315789475,0.46153846153846156,0.37579617834394907,0.3220338983050847,0.3392857142857143,0.631578947368421,0.006369426751592357,,,,0.01910828025477707,0.6666666666666666,0.6666666666666666,1.0,0.4782608695652174,0.36363636363636365,0.25,0.13043478260869565,0.375,0.4444444444444444,0.041666666666666664,,0.041666666666666664,,0.3503184713375796,0.6666666666666666,0.4435872611464969,0.49713,0.44102083333333336,0.20526315789473684,0.20967741935483872,0.1783783783783784,0.11891891891891893,9.235294117647058,24.675,0.1833508956796628,7.0,,,,,2.0,6.0,7.0,,,0.07,0.42857142857142855,,,2.0,8.0,1.0,2.0,,0.6666666666666666,0.24324324324324326,0.013513513513513514,,,,2.0,,,,0.6666666666666666,1.0,,1.0,4.0,1.0,1.0,,,True,,,,,
923,1610612761,Donyell Marshall,Donyell Marshall,923,TOR,36879.0,615,-36,1123,1129,330.0,344,117,2252,35.0,54.0,12.0,21.0,9.0,16.0,7.0,24.0,18.0,47.0,11.0,44.0,3.0,11.0,7.0,23.0,3.0,4.0,7.0,60.0,125,18.0,67.0,38.0,212.0,1092,12.0,23.0,7.0,37.0,13.0,33.0,7.0,18.0,18.0,65.0,82.0,38.0,54.0,23.0,7.0,9.0,16.0,6.0,22.0,1.0,5.0,11.0,3.0,50.0,9.0,30.0,22.0,92.0,20.0,134.0,39.0,173.0,14.0,7.0,7.0,14.0,2.0,7.0,13.0,1.0,7.0,27.0,5.0,4.0,22.0,42.0,6.0,52.0,,3.0,19.0,4.0,23.0,12.0,24.0,14.0,65.0,330.0,3.0,0.6833333333333333,0.82,1.0,0.26865671641791045,0.3888888888888889,0.26865671641791045,0.48,0.5217391304347826,0.3939393939393939,0.453125,0.5,0.46078431372549017,0.4837962962962963,0.5441176470588235,0.5163934426229508,0.3489583333333333,0.072,0.1111111111111111,0.08333333333333333,0.02127659574468085,19.37799043062201,0.5185185185185185,0.47619047619047616,0.19742489270386265,0.07389162561576355,0.2037037037037037,0.0703125,0.1986062717770035,0.07303370786516854,0.15053763440860216,0.046948356807511735,0.07692307692307693,0.20394736842105263,0.1956521739130435,0.19318181818181818,0.24096385542168675,0.5833333333333334,0.28125,0.6481481481481481,0.7291666666666666,0.5714285714285714,0.125,0.2916666666666667,0.3181818181818182,0.7142857142857143,0.24479166666666666,0.3829787234042553,0.391304347826087,0.8888888888888888,0.22916666666666666,0.25,0.25,1.0,0.11979166666666667,0.30434782608695654,0.30434782608695654,1.0,0.7,0.5714285714285714,0.16666666666666666,0.1,0.3137254901960784,0.5625,0.21568627450980393,0.2727272727272727,0.13725490196078433,0.5714285714285714,0.6302083333333334,0.30434782608695654,0.5023718749999999,0.5758590909090909,0.49944705882352947,0.09433962264150944,0.13194444444444445,0.17452830188679244,0.30660377358490565,8.964799999999999,23.86268656716417,0.29385574354407834,7.0,,,,2.0,2.0,1.0,9.0,,,0.06,0.08,,4.0,2.0,20.0,4.0,2.0,,0.2857142857142857,0.06349206349206349,0.038834951456310676,0.13333333333333333,,,2.0,,1.0,,0.6666666666666666,1.0,0.014705882352941176,,,1.0,1.0,2.0,,True,,,,,
1960,1610612761,Milt Palacio,Milt Palacio,1960,TOR,20323.0,339,-80,587,606,125.0,142,71,1193,14.0,33.0,,1.0,2.0,2.0,2.0,11.0,3.0,24.0,1.0,2.0,1.0,2.0,,2.0,,,2.0,19.0,68,1.0,4.0,10.0,51.0,594,,3.0,,1.0,4.0,11.0,1.0,4.0,4.0,15.0,14.0,24.0,3.0,2.0,,8.0,42.0,12.0,54.0,5.0,7.0,12.0,26.0,120.0,1.0,3.0,7.0,27.0,,34.0,4.0,38.0,13.0,8.0,5.0,11.0,4.0,5.0,14.0,1.0,6.0,25.0,1.0,6.0,9.0,28.0,5.0,15.0,1.0,,6.0,2.0,4.0,2.0,4.0,3.0,15.0,125.0,1.0,0.3684210526315789,0.3684210526315789,1.0,0.25,0.25,0.25,0.27941176470588236,,0.36363636363636365,0.2847222222222222,,0.36666666666666664,0.3227848101265823,0.125,0.4166666666666667,0.05555555555555555,0.11764705882352941,0.24242424242424243,,,15.615615615615615,0.44,,0.1,0.012145748987854251,0.15217391304347827,0.022727272727272728,0.10759493670886076,0.013745704467353952,0.03076923076923077,0.008403361344537815,,0.09302325581395349,0.075,0.125,0.1111111111111111,0.75,0.4583333333333333,0.42424242424242425,0.56,0.42857142857142855,0.1527777777777778,0.18181818181818182,0.18181818181818182,,0.3333333333333333,0.125,0.125,0.3333333333333333,0.027777777777777776,0.5,0.5,1.0,0.027777777777777776,,,,0.3333333333333333,,,,0.13333333333333333,1.0,0.13333333333333333,0.5,0.13333333333333333,,0.5138888888888888,,0.5011555555555556,0.48185,0.4367533333333334,0.07792207792207792,0.0821917808219178,0.0196078431372549,0.29411764705882354,7.670588235294116,23.95,0.21294718909710392,1.0,,,,4.0,1.0,2.0,1.0,,,,0.3,,,,,2.0,,,,0.041666666666666664,0.045454545454545456,,,,,,,,,,,1.0,,,,1.0,,True,,,,,
