EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyFg3Pct,SecondChanceFg2Pct,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedArc3,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,OffensiveGoaltends
1049,1610612759,Shane Heal,Shane Heal,1049,SAS,2493.0,42,31,78,76,24,19,14,154,2.0,4,2.0,1.0,3.0,8.0,1.0,1.0,2.0,2,4,3.0,10.0,13,49,1.0,1.0,3.0,1.0,1,3.0,2.0,2.0,2.0,9.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3,1.0,1.0,2.0,24,1.0,0.5,0.5,1.0,0.3,1.0,0.3,0.5,1.0,0.4642857142857143,1.5,0.25,0.4642857142857143,1.5,0.25,0.7142857142857143,0.25,0.25,17.708333333333336,0.6666666666666666,0.047619047619047616,0.08333333333333333,0.0392156862745098,0.022222222222222223,0.1,0.11764705882352941,0.125,0.2857142857142857,0.5,0.6666666666666666,0.5,0.14285714285714285,0.5714285714285714,0.375,0.375,1.0,1.0,1.0,1.0,0.25,0.5,0.7142857142857143,0.375,0.48517142857142853,0.57465,0.4572625,0.23076923076923078,0.15384615384615385,19.175,25.439999999999998,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,77305.0,1288,235,2409,2384,861,782,351,4793,19.0,67,16.0,5.0,31.0,92.0,6.0,11.0,41.0,100,240,41.0,108.0,392,2214,9.0,16.0,92.0,37.0,77,46.0,147.0,142.0,58.0,114.0,92.0,31.0,14.0,78.0,101.0,22.0,225.0,21.0,114.0,164.0,108.0,272.0,9.0,48.0,28.0,30.0,19.0,25.0,2.0,55,3.0,165.0,147.0,861,17.0,0.71,0.8452380952380952,0.926829268292683,0.37962962962962965,0.5625,0.37962962962962965,0.4166666666666667,0.4805194805194805,0.4640804597701149,0.564935064935065,0.4959349593495935,0.49370277078085645,0.5679012345679012,0.5212765957446809,0.3103448275862069,0.058333333333333334,0.014925373134328358,15.994338287331917,0.5454545454545454,0.1171634121274409,0.07581227436823104,0.11904761904761904,0.08528428093645485,0.06598984771573604,0.11931818181818182,0.047619047619047616,0.1925287356321839,0.2835820895522388,0.2878787878787879,0.7368421052631579,0.04597701149425287,0.26436781609195403,0.33695652173913043,0.33695652173913043,0.9354838709677419,0.14285714285714285,0.5454545454545454,0.8333333333333334,0.04065040650406504,0.3333333333333333,0.6293103448275862,0.33695652173913043,0.4905666666666669,0.5149892307692308,0.47197682926829265,0.23469387755102042,0.375,8.047499999999998,24.87777777777778,0.3574097135740971,63.0,111.0,25.0,43.0,19.0,35.0,18.0,62.0,10.0,3.0,5.0,3.0,13.0,69.0,30.0,61.0,5.0,16.0,25.0,9.0,32.0,23.0,16.0,7.0,42.0,14.0,81.0,6.0,26.0,24.0,20.0,10.0,1.0,11.0,17.0,88.0,16.0,10.0,107.0,9.0,49.0,9.0,49.0,27.0,5.0,17.0,49.0,27.0,4.0,1.0,3.0,0.34782608695652173,0.4918032786885246,0.09009009009009009,0.04838709677419355,0.2727272727272727,0.047619047619047616,0.088139281828074,0.12807881773399016,0.08394160583941605,0.08571428571428572,0.09393939393939393,0.1,0.15017064846416384,0.08536585365853659,0.13664596273291926,0.09523809523809523,0.5510204081632653,0.31896551724137934,0.5675675675675675,0.6237623762376238,0.6984126984126984,0.1781609195402299,0.2903225806451613,0.3050847457627119,0.7222222222222222,0.625,0.625,0.9,0.5584415584415584,0.5813953488372093,0.36,0.06493506493506493,0.6,0.6666666666666666,0.2845528455284553,0.5428571428571428,0.6,0.3170731707317073,0.12628865979381443,0.175,,,,,,,,,,,,,,True,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,37986.0,633,152,1168,1163,460,397,154,2331,8.0,17,53.0,22.0,2.0,6.0,,,2.0,35,66,30.0,59.0,180,1060,5.0,7.0,21.0,13.0,21,24.0,67.0,40.0,30.0,90.0,6.0,2.0,4.0,22.0,24.0,7.0,50.0,6.0,33.0,55.0,15.0,70.0,2.0,23.0,16.0,8.0,5.0,9.0,2.0,17,2.0,40.0,67.0,460,5.0,0.5714285714285714,0.5882352941176471,1.0,0.5084745762711864,0.7142857142857143,0.5084745762711864,0.5303030303030303,0.6190476190476191,0.64,0.6333333333333333,0.6555555555555556,0.6474820143884892,0.6176470588235294,0.6568627450980392,0.472,0.06060606060606061,,11.504424778761061,0.47058823529411764,0.06666666666666667,0.04838709677419355,0.08166666666666667,0.025134649910233394,0.07058823529411765,0.06779661016949153,0.03773584905660377,0.136,0.47058823529411764,0.47058823529411764,0.625,0.424,0.048,0.3333333333333333,0.4,1.0,,,,0.4888888888888889,0.044444444444444446,0.664,0.3333333333333333,0.5240683999999999,0.5364269230769231,0.5416555555555557,0.11666666666666667,0.37222222222222223,7.984848484848484,23.355932203389827,0.3938356164383562,17.0,24.0,1.0,2.0,8.0,9.0,10.0,25.0,28.0,5.0,7.0,11.0,,20.0,2.0,8.0,2.0,11.0,8.0,,2.0,2.0,2.0,,9.0,6.0,8.0,1.0,16.0,6.0,7.0,3.0,1.0,3.0,3.0,16.0,3.0,2.0,32.0,4.0,12.0,6.0,7.0,1.0,1.0,5.0,7.0,3.0,,,,0.4583333333333333,0.25,0.08333333333333333,0.08,0.15384615384615385,0.017543859649122806,0.018475750577367205,0.1523809523809524,0.022222222222222223,0.025806451612903226,0.006993006993006993,,0.05161290322580645,0.07975460122699386,0.14772727272727273,0.17647058823529413,0.42857142857142855,0.192,0.7083333333333334,0.7727272727272727,0.6470588235294118,0.2,0.4,0.43478260869565216,0.4,0.5283018867924528,0.5384615384615384,1.0,0.13333333333333333,0.5,,0.4666666666666667,0.7142857142857143,1.0,0.2,0.8888888888888888,0.5,,0.09022556390977443,0.16216216216216217,2.0,0.03389830508474576,0.018867924528301886,0.16666666666666666,,,,,,,,,,True,,
1500,1610612759,Ron Mercer,Ron Mercer,1500,SAS,14382.0,240,-10,446,464,165,182,65,910,28.0,68,1.0,,1.0,4.0,,1.0,3.0,44,99,1.0,5.0,94,399,,1.0,7.0,16.0,34,3.0,33.0,72.0,16.0,,4.0,1.0,3.0,5.0,7.0,2.0,16.0,2.0,14.0,19.0,5.0,24.0,,7.0,7.0,5.0,1.0,6.0,3.0,11,,20.0,33.0,165,6.0,0.8181818181818182,0.8372093023255814,,0.2,,0.2,0.4444444444444444,0.47058823529411764,0.4375,0.5,0.43243243243243246,0.44339622641509435,0.5,0.4342105263157895,0.04807692307692308,0.030303030303030304,,22.285714285714285,0.45454545454545453,0.07253886010362694,0.041666666666666664,0.07983193277310924,0.02066115702479339,0.05,0.07692307692307693,,0.6538461538461539,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.009615384615384616,0.038461538461538464,0.25,0.25,,0.16666666666666666,,,,0.08108108108108109,0.19230769230769232,0.25,0.4285927884615386,0.4135416666666667,0.42900270270270274,0.07446808510638298,0.35106382978723405,14.12020202020202,25.28,0.36995515695067266,9.0,15.0,1.0,2.0,4.0,5.0,7.0,16.0,,,,,,3.0,3.0,5.0,1.0,,1.0,3.0,2.0,2.0,2.0,,2.0,1.0,3.0,,5.0,,,,1.0,4.0,5.0,6.0,,1.0,4.0,,2.0,,2.0,,,2.0,2.0,1.0,,,,,0.6,0.13333333333333333,0.0625,,,0.015463917525773196,0.1111111111111111,0.02,,0.02564102564102564,,0.04838709677419355,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.5,0.14423076923076922,0.6,0.6923076923076923,0.8888888888888888,0.15384615384615385,0.4375,0.4666666666666667,0.5714285714285714,,,,0.3333333333333333,0.5,,,,,0.13513513513513514,0.8,,,0.018867924528301886,0.019801980198019802,,,,,,,,,,,,,,True,,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,24796.0,413,5,762,758,207,193,104,1520,20.0,43,,,,,,,,68,131,,,143,745,,,37.0,14.0,28,,30.0,90.0,46.0,,,,4.0,20.0,26.0,7.0,58.0,2.0,53.0,64.0,36.0,100.0,7.0,7.0,5.0,6.0,5.0,11.0,,17,3.0,51.0,30.0,207,3.0,0.6617647058823529,0.8181818181818182,,,,,0.5190839694656488,0.5,0.5190839694656488,0.5862068965517241,0.5,0.5218978102189781,0.5967741935483871,0.5,,0.030534351145038167,,17.28395061728395,0.35294117647058826,0.16666666666666666,0.02,0.15706806282722513,0.08673469387755102,,0.16393442622950818,0.1206896551724138,0.3282442748091603,0.46511627906976744,0.46511627906976744,1.0,,,,,,,,,,,0.3511450381679389,,0.4501267175572519,0.5186714285714287,0.4532785714285715,0.25874125874125875,0.2097902097902098,8.27557251908397,,0.27165354330708663,31.0,46.0,13.0,20.0,7.0,11.0,17.0,42.0,,,,,,7.0,17.0,29.0,3.0,,2.0,,26.0,6.0,5.0,1.0,12.0,1.0,32.0,2.0,7.0,4.0,2.0,3.0,1.0,1.0,5.0,30.0,7.0,4.0,13.0,1.0,6.0,1.0,35.0,22.0,,13.0,36.0,22.0,,3.0,1.0,,0.5862068965517241,0.021739130434782608,0.07142857142857142,0.2,0.09523809523809523,0.1095890410958904,0.109375,0.1978021978021978,0.07954545454545454,0.061946902654867256,0.05714285714285714,0.15789473684210525,0.1782178217821782,0.1346153846153846,,0.6111111111111112,0.3511450381679389,0.6739130434782609,0.6888888888888889,0.5161290322580645,0.32061068702290074,0.40476190476190477,0.4358974358974359,0.5294117647058824,,,,0.6896551724137931,0.65,0.07692307692307693,,,,0.39285714285714285,0.6363636363636364,,,0.04411764705882353,0.04411764705882353,,,,,1.0,1.0,,,,,,,,True,,
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,6957.0,116,-12,221,221,60,97,33,442,5.0,16,,,,1.0,,,1.0,25,50,,1.0,59,220,,,13.0,7.0,14,1.0,17.0,28.0,22.0,,1.0,,2.0,2.0,3.0,,7.0,1.0,11.0,15.0,11.0,26.0,1.0,9.0,4.0,3.0,,5.0,1.0,8,,13.0,17.0,60,1.0,0.56,0.6363636363636364,,,,,0.5,0.5,0.49019607843137253,0.5,0.4666666666666667,0.5175438596491229,0.5909090909090909,0.5,0.0196078431372549,0.04,,25.29182879377432,0.375,0.13414634146341464,0.045454545454545456,0.12631578947368421,0.09482758620689655,0.05555555555555555,0.13793103448275862,0.045454545454545456,0.3137254901960784,0.3125,0.3125,0.4,,0.0196078431372549,,,,,,,,0.06666666666666667,0.37254901960784315,,0.45747941176470597,0.48674285714285714,0.40790999999999994,0.22033898305084745,0.288135593220339,8.628,25.3,0.27149321266968324,14.0,18.0,3.0,6.0,4.0,6.0,6.0,16.0,,,,,,9.0,4.0,8.0,5.0,,3.0,,6.0,1.0,1.0,,2.0,,10.0,,1.0,3.0,5.0,1.0,1.0,3.0,3.0,6.0,,2.0,13.0,1.0,7.0,,,,,,,,,,2.0,,0.5,0.05555555555555555,0.0625,0.3333333333333333,,0.10638297872340426,0.07692307692307693,0.16666666666666666,0.12121212121212122,0.05405405405405406,,0.16666666666666666,0.10344827586206896,,0.3333333333333333,,0.35294117647058826,0.7777777777777778,0.8235294117647058,0.6428571428571429,0.3137254901960784,0.375,0.4,0.5,,,,0.75,0.5,,,,,0.4,0.6666666666666666,,,0.12280701754385964,0.125,1.0,1.0,,1.0,,,,,,,,,,True,,
2045,1610612759,Hedo Turkoglu,Hedo Turkoglu,2045,SAS,43490.0,725,214,1351,1328,415,397,204,2679,29.0,79,27.0,9.0,15.0,50.0,1.0,4.0,14.0,72,162,26.0,77.0,271,1224,1.0,4.0,31.0,15.0,46,23.0,71.0,82.0,62.0,75.0,50.0,15.0,9.0,36.0,48.0,9.0,108.0,5.0,99.0,121.0,20.0,141.0,1.0,28.0,16.0,14.0,12.0,15.0,2.0,29,5.0,64.0,71.0,415,10.0,0.5694444444444444,0.6119402985074627,0.9615384615384616,0.33766233766233766,0.25,0.33766233766233766,0.4444444444444444,0.32608695652173914,0.46443514644351463,0.4166666666666667,0.32608695652173914,0.5018518518518519,0.44285714285714284,0.4176470588235294,0.32217573221757323,0.05555555555555555,0.012658227848101266,18.81686595342983,0.4827586206896552,0.1783783783783784,0.031446540880503145,0.1716867469879518,0.02748091603053435,0.04310344827586207,0.20476190476190476,0.007575757575757576,0.3305439330543933,0.3670886075949367,0.3717948717948718,0.7931034482758621,0.11297071129707113,0.20920502092050208,0.3,0.3,0.9333333333333333,0.13333333333333333,0.25,1.0,0.13043478260869565,0.2028985507246377,0.5564853556485355,0.3,0.48716506276150634,0.4712520833333332,0.45826739130434774,0.11439114391143912,0.26199261992619927,11.180246913580246,24.30519480519481,0.30717986676535897,37.0,56.0,6.0,11.0,5.0,11.0,6.0,27.0,11.0,,,3.0,2.0,49.0,11.0,26.0,6.0,5.0,26.0,3.0,10.0,12.0,8.0,4.0,19.0,8.0,13.0,2.0,15.0,7.0,12.0,7.0,,2.0,7.0,28.0,8.0,1.0,69.0,7.0,27.0,11.0,11.0,5.0,3.0,3.0,13.0,7.0,,,,0.21739130434782608,0.4230769230769231,0.08928571428571429,0.1111111111111111,0.14,0.02564102564102564,0.02620967741935484,0.13761467889908258,,0.023529411764705882,0.046632124352331605,,0.13043478260869565,0.19021739130434784,0.12790697674418605,0.17391304347826086,0.5384615384615384,0.23430962343096234,0.6607142857142857,0.7254901960784313,0.4864864864864865,0.11297071129707113,0.2222222222222222,0.25,,0.4074074074074074,0.4074074074074074,1.0,0.36666666666666664,0.5454545454545454,0.16666666666666666,,,,0.15942028985507245,0.45454545454545453,0.3333333333333333,0.14285714285714285,0.10424710424710425,0.14835164835164835,,,,,2.0,,3.0,1.0,2.0,,,,,True,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,8004.0,133,3,246,253,101,83,40,499,7.0,15,,,,,,,,27,63,,,67,244,,,15.0,16.0,28,,34.0,36.0,18.0,,,,5.0,8.0,11.0,2.0,25.0,2.0,14.0,25.0,16.0,41.0,4.0,6.0,3.0,6.0,1.0,8.0,1.0,14,1.0,16.0,34.0,101,1.0,0.6666666666666666,0.75,,,,,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.45454545454545453,0.5714285714285714,0.4785714285714286,0.5357142857142857,0.5862068965517241,,0.07936507936507936,,28.571428571428573,0.42857142857142855,0.14893617021276595,0.07692307692307693,0.17647058823529413,0.1037037037037037,0.05555555555555555,0.16666666666666666,0.13793103448275862,0.23809523809523808,0.4666666666666667,0.4666666666666667,0.7142857142857143,,,,,,,,,,,0.5079365079365079,,0.47478253968253964,0.5389888888888889,0.4796,0.22388059701492538,0.5074626865671642,6.988888888888889,,0.4105691056910569,15.0,32.0,3.0,7.0,7.0,14.0,5.0,16.0,,,,,,13.0,5.0,11.0,5.0,,2.0,,6.0,3.0,2.0,1.0,4.0,2.0,12.0,2.0,7.0,4.0,3.0,1.0,1.0,5.0,5.0,6.0,3.0,2.0,18.0,3.0,9.0,1.0,4.0,2.0,,2.0,4.0,3.0,,1.0,,,0.45454545454545453,0.125,0.0625,0.2857142857142857,0.2222222222222222,0.11009174311926606,0.28,0.20588235294117646,0.03125,0.09302325581395349,0.125,0.08333333333333333,0.17857142857142858,0.3157894736842105,0.16666666666666666,0.75,0.5079365079365079,0.46875,0.5357142857142857,0.7333333333333333,0.25396825396825395,0.3125,0.3333333333333333,0.4,,,,0.6363636363636364,0.42857142857142855,0.3333333333333333,,,,0.5,0.5,,,0.13043478260869565,0.13043478260869565,,,,,,,,1.0,,,,,,True,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,37076.0,618,238,1166,1138,485,400,172,2304,18.0,52,,,,5.0,,,4.0,151,314,,5.0,396,993,,,81.0,55.0,126,4.0,151.0,152.0,150.0,,5.0,,21.0,44.0,54.0,13.0,118.0,15.0,112.0,147.0,73.0,220.0,16.0,20.0,14.0,33.0,15.0,13.0,1.0,46,7.0,44.0,151.0,485,5.0,0.5033112582781457,0.5984251968503937,,,,,0.48089171974522293,0.4365079365079365,0.47335423197492166,0.532258064516129,0.4230769230769231,0.5,0.5785714285714286,0.4575757575757576,0.01567398119122257,0.06687898089171974,0.038461538461538464,32.30994152046784,0.717391304347826,0.23529411764705882,0.11811023622047244,0.22956521739130434,0.11721611721611722,0.0851063829787234,0.2229299363057325,0.1103448275862069,0.16300940438871472,0.34615384615384615,0.36,0.6111111111111112,,0.01567398119122257,,,,,,,,0.03076923076923077,0.4106583072100313,,0.4541308777429468,0.4957980392156863,0.456403076923077,0.20454545454545456,0.3813131313131313,6.827388535031846,25.0,0.4159519725557461,85.0,126.0,26.0,42.0,38.0,58.0,48.0,136.0,,,,,,94.0,33.0,62.0,15.0,,41.0,,48.0,10.0,8.0,2.0,28.0,3.0,49.0,9.0,20.0,15.0,6.0,6.0,1.0,18.0,15.0,27.0,6.0,3.0,179.0,25.0,86.0,16.0,63.0,45.0,2.0,16.0,64.0,37.0,,1.0,,,0.532258064516129,0.07142857142857142,0.07352941176470588,0.3488372093023256,0.10588235294117647,0.11694510739856802,0.20202020202020202,0.21138211382113822,0.08695652173913043,0.06666666666666667,0.21212121212121213,0.2733333333333333,0.21301775147928995,0.21518987341772153,0.15,0.578125,0.3949843260188088,0.6746031746031746,0.7264957264957265,0.5882352941176471,0.4263322884012539,0.35294117647058826,0.38095238095238093,0.3125,,,,0.6774193548387096,0.6190476190476191,0.07692307692307693,,,,0.4461538461538462,0.6551724137931034,,,0.22631578947368422,0.22933333333333333,,,,,1.0,1.0,,,,,,,,True,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,47530.0,792,186,1497,1466,518,492,230,2963,17.0,41,18.0,7.0,20.0,61.0,1.0,1.0,20.0,100,223,24.0,79.0,363,1362,2.0,6.0,53.0,30.0,74,27.0,122.0,78.0,122.0,66.0,55.0,20.0,16.0,76.0,104.0,24.0,236.0,18.0,74.0,91.0,39.0,130.0,5.0,48.0,35.0,38.0,28.0,25.0,4.0,63,4.0,73.0,122.0,518,14.0,0.39,0.4105263157894737,0.9166666666666666,0.3037974683544304,0.3333333333333333,0.3287671232876712,0.4484304932735426,0.40540540540540543,0.4503311258278146,0.4375,0.3712871287128713,0.5043227665706052,0.4807692307692308,0.476,0.26158940397350994,0.07174887892376682,0.024390243902439025,23.22946175637394,0.6031746031746031,0.12563667232597622,0.09836065573770492,0.12535211267605634,0.04993252361673414,0.11382113821138211,0.1,0.03355704697986577,0.1357615894039735,0.4146341463414634,0.425,0.35294117647058826,0.059602649006622516,0.20198675496688742,0.32786885245901637,0.3448275862068966,0.9,0.020833333333333332,1.0,1.0,0.06930693069306931,0.19801980198019803,0.7086092715231788,0.36363636363636365,0.5211067567567568,0.5013175675675675,0.5025257894736841,0.14600550964187328,0.33608815426997246,5.639461883408074,26.984810126582282,0.3460253841015364,71.0,135.0,11.0,27.0,23.0,48.0,12.0,47.0,4.0,1.0,5.0,,5.0,91.0,18.0,42.0,11.0,5.0,47.0,6.0,10.0,28.0,9.0,19.0,45.0,7.0,19.0,2.0,15.0,2.0,13.0,11.0,1.0,10.0,19.0,24.0,8.0,5.0,115.0,8.0,40.0,12.0,5.0,3.0,1.0,1.0,6.0,5.0,,,,0.18518518518518517,0.42857142857142855,0.05925925925925926,0.14893617021276595,0.03333333333333333,0.02564102564102564,0.034050179211469536,0.12396694214876033,0.05,0.026041666666666668,0.026881720430107527,0.06666666666666667,0.08152173913043478,0.19487179487179487,0.11827956989247312,0.14285714285714285,0.8333333333333334,0.4470198675496689,0.5259259259259259,0.5590551181102362,0.4084507042253521,0.15562913907284767,0.2553191489361702,0.3,0.3333333333333333,0.2222222222222222,0.2222222222222222,1.0,0.5625,0.4074074074074074,0.36363636363636365,0.10416666666666667,0.2,1.0,0.4752475247524752,0.4791666666666667,,0.25,0.12835820895522387,0.1568627450980392,3.0,0.0379746835443038,,0.04918032786885246,1.0,1.0,1.0,14.0,,6.0,2.0,3.0,0.0375,True,,
