EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,OffThreePtRebounds,DefThreePtRebounds,PenaltyFg2Pct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3FGA,NonHeaveArc3FGA,Arc3Frequency,PenaltyArc3FGA,OffCorner3ReboundPct,PenaltyArc3Frequency,ThreePtAssists,Corner3Assists,BadPassSteals,Blocked2s,BlockedLongMidRange,Blocks,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,on,SecondChanceFtPoints,PenaltyFtPoints,Arc3Assists,ShortMidRangeAssists,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Clear Path Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveMakes,Fg3aBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,501.0,8,-17,14,16,1.0,2.0,2.0,30,1.0,2.0,1.0,2.0,1.0,3.0,25,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,17.64705882352941,0.2,0.16666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,0.5799,0.3333333333333333,0.3333333333333333,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,1610612744,Rusty LaRue,Rusty LaRue,1601,GSW,1142.0,19,-17,38,38,9.0,5.0,7.0,76,,,,2.0,1.0,4.0,48,,,3.0,3.0,3.0,2.0,,2.0,1.0,9.0,,,,,0.5,0.5,,,17.77777777777778,0.23076923076923078,0.2,,,,,,0.3333333333333333,0.43274999999999997,0.25,0.3333333333333333,0.23684210526315788,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,0.3333333333333333,0.75,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.43425,0.75,17.95,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,1610612744,Brian Cardinal,Brian Cardinal,2073,GSW,1103.0,18,-14,36,36,8.0,5.0,7.0,72,1.0,1.0,2.0,5.0,,4.0,45,,2.0,1.0,1.0,3.0,1.0,,,,8.0,1.0,,,0.4,0.4,0.4,0.4,,13.953488372093023,0.08333333333333333,0.07142857142857142,,0.2,1.0,1.0,,0.2,0.39988,,,0.2222222222222222,2.0,,,,,,,,,,,1.0,1.0,1.0,,2.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,0.3333333333333333,,0.4,,,,,,,0.31545,,9.559999999999999,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.5,0.5,0.5,0.5,0.5,0.15384615384615385,0.11764705882352941,0.25,0.25,0.4,0.5,1.0,0.5,1.0,0.37705,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,461.0,8,-4,20,17,7.0,5.0,4.0,37,1.0,3.0,1.0,4.0,,2.0,22,,,2.0,3.0,4.0,2.0,,,,7.0,2.0,,,0.25,0.25,0.25,,,20.833333333333336,0.4,0.5,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,,0.75,0.47204999999999997,,,0.35,1.0,,,,,,,,,2.0,,1.0,1.0,,1.0,2.0,,,,,,1.0,,1.0,,,2.0,,,,,0.5,0.5,,,,0.5,0.25,,,,,,,0.5734,1.0,5.7749999999999995,,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,0.1111111111111111,,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,1610612744,Troy Murphy,Troy Murphy,2211,GSW,77.0,1,1,3,2,,,,5,,,1.0,1.0,,2.0,2,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,33.333333333333336,,,,,,,,,0.4397,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,1610612744,Mickael Pietrus,Mickael Pietrus,2554,GSW,245.0,4,-3,8,8,3.0,2.0,3.0,16,,1.0,,1.0,,,7,,,,,,,,,,3.0,,,,,,,,,27.272727272727273,,,,0.3333333333333333,,,,1.0,0.42966666666666664,,,0.375,,,1.0,,1.0,,2.0,,1.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,0.3333333333333333,,,,1.0,,0.3192,,3.1,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1610612744,Calbert Cheaney,Calbert Cheaney,384,GSW,744.0,12,-13,22,23,3.0,,3.0,45,1.0,1.0,2.0,4.0,,4.0,30,4.0,,,,,2.0,,,,3.0,,1.0,1.0,0.5,0.5,0.5,,,16.0,,,,0.25,1.0,1.0,1.0,0.25,0.4201,,,0.13636363636363635,1.0,,,,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,0.25,,,,,,,0.3328,,7.425,,,,,2.0,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,1610612744,Mike Dunleavy,Mike Dunleavy,2399,GSW,341.0,6,-6,16,13,7.0,3.0,4.0,29,,,,,,,20,,,1.0,1.0,2.0,,,,,7.0,,,,,,,,,5.2631578947368425,0.25,0.2,1.0,,,,,1.0,0.43755,,,0.4375,,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.43755,,,24.4,,,,,,,,,,,,1.0,,,,,,,0.16666666666666666,,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1610612744,Clifford Robinson,Clifford Robinson,361,GSW,723.0,12,-14,23,26,6.0,3.0,3.0,49,1.0,1.0,3.0,5.0,,6.0,33,2.0,,1.0,1.0,1.0,1.0,,,,6.0,,0.3333333333333333,0.3333333333333333,0.6,0.5,0.5,,,26.923076923076923,0.125,0.1111111111111111,,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.41185833333333327,,,0.2608695652173913,1.0,,,,,,1.0,,,4.0,,,1.0,,,3.0,1.0,,1.0,,1.0,,,1.0,,,4.0,,,,,1.0,1.0,0.16666666666666666,1.0,,0.2,0.16666666666666666,,,,,,,0.3609,0.6666666666666666,7.840000000000001,25.4,,,1.0,3.0,,,,2.0,4.0,,,,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,,,,,,2.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1610612744,Erick Dampier,Erick Dampier,956,GSW,373.0,6,2,10,11,1.0,,2.0,21,3.0,4.0,3.0,4.0,,6.0,8,4.0,,1.0,1.0,3.0,,,,,1.0,,0.6666666666666666,1.0,0.75,0.75,0.75,,,41.66666666666667,0.16666666666666666,0.16666666666666666,,1.0,0.75,0.75,0.6666666666666666,1.0,0.50265,,,0.1,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,0.25,,,,,,,,0.3538,,,,1.0,2.0,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,,,0.25,0.2,1.0,,,,,1.0,0.5,0.45675,0.3333333333333333,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,33973.0,566,-66,1041,1049,265.0,257.0,139.0,2090,36.0,60.0,58.0,128.0,18.0,134.0,1099,74.0,10.0,83.0,112.0,166.0,66.0,5.0,33.0,13.0,265.0,2.0,0.6379310344827587,0.7254901960784313,0.453125,0.453125,0.47183098591549294,0.078125,0.1,13.42668863261944,0.18863636363636363,0.19324577861163228,0.11403508771929824,0.46875,0.6,0.6666666666666666,0.6666666666666666,0.46875,0.45557343749999996,0.09558823529411764,0.09558823529411764,0.25456292026897215,17.0,,,,,,,,,37.0,,12.0,17.0,8.0,3.0,39.0,6.0,2.0,6.0,3.0,4.0,15.0,2.0,21.0,1.0,38.0,37.0,,,,,0.4827586206896552,0.5138888888888888,,0.2857142857142857,0.20270270270270271,0.2247191011235955,0.1328125,,,,,,,0.4516137931034483,0.27611940298507465,5.2789062499999995,,9.0,24.0,19.0,51.0,12.0,35.0,29.0,29.0,42.0,14.0,40.0,54.0,0.34285714285714286,0.34285714285714286,0.3815789473684211,0.058823529411764705,0.058823529411764705,0.09900990099009901,0.1029126213592233,0.10948905109489052,0.08333333333333333,0.3984375,0.37254901960784315,0.3958333333333333,0.6857142857142857,0.375,0.48702758620689657,0.21641791044776118,9.0,13.0,14.0,13.0,20.0,0.4827586206896552,0.21505376344086022,0.11711711711711711,0.07894736842105263,0.2,0.4482758620689655,0.6923076923076923,3.0,0.17647058823529413,0.1875,1.0,,,,,0.2,,5.0,3.0,4.0,46.0,1.0,46.0,1.0,,0.023255813953488372,False,5.0,9.0,2.0,1.0,9.0,4.0,1.0,4.0,4.0,5.0,5.0,6.0,29.0,16.0,31.0,1.0,1.0,0.3,0.10810810810810811,0.24242424242424243,0.06666666666666667,0.6739130434782609,0.5263157894736842,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
