EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,ShortMidRangeAssists,StepOutOfBoundsTurnovers,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,FTOffRebounds,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3PctBlocked,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Blocked3s,BlockedArc3,on,HeaveMakes,3pt And 1 Free Throw Trips
1542,1610612746,Predrag Drobnjak,Predrag Drobnjak,1542,LAC,35851.0,598,-111,1149,1138,359.0,322.0,170.0,2287,28.0,53.0,10.0,17.0,11.0,21.0,26.0,61.0,34.0,99.0,3.0,7.0,22.0,2.0,3.0,6.0,88.0,213.0,7.0,25.0,44.0,241.0,1259,13.0,31.0,2.0,8.0,34.0,25.0,61.0,3.0,6.0,25.0,84.0,120.0,56.0,21.0,20.0,22.0,7.0,8.0,1.0,19.0,7.0,26.0,7.0,13.0,6.0,59.0,6.0,31.0,14.0,64.0,11.0,89.0,37.0,126.0,7.0,15.0,11.0,4.0,20.0,2.0,10.0,13.0,3.0,10.0,4.0,33.0,2.0,8.0,24.0,55.0,6.0,2.0,53.0,3.0,20.0,8.0,18.0,17.0,1.0,18.0,14.0,1.0,2.0,84.0,359.0,8.0,0.6818181818181818,0.7692307692307693,1.0,0.28,0.5,0.28,0.4131455399061033,0.41935483870967744,0.4098360655737705,0.41386554621848737,0.3939393939393939,0.44029850746268656,0.45817490494296575,0.4473684210526316,0.5121951219512195,0.10504201680672269,0.04,0.03755868544600939,0.07547169811320754,0.03278688524590164,0.020202020202020204,0.045454545454545456,21.94217939214233,0.6060606060606061,0.3333333333333333,0.16120906801007556,0.06638115631691649,0.125,0.05084745762711865,0.15324165029469547,0.06324786324786325,0.08391608391608392,0.06766917293233082,0.05235602094240838,0.052083333333333336,0.045454545454545456,0.1889763779527559,0.2169811320754717,0.10365853658536585,0.12658227848101267,0.12121212121212122,0.05223880597014925,0.7777777777777778,0.22268907563025211,0.5283018867924528,0.5714285714285714,0.4642857142857143,0.25630252100840334,0.4262295081967213,0.4406779661016949,0.6153846153846154,0.41596638655462187,0.3434343434343434,0.35051546391752575,0.9117647058823529,0.012605042016806723,0.09243697478991597,0.3181818181818182,0.3333333333333333,1.0,0.5151515151515151,0.5882352941176471,0.2,0.06060606060606061,0.31343283582089554,0.5238095238095238,0.08955223880597014,0.5,0.3277310924369748,0.3181818181818182,0.4527447478991597,0.49350740740740745,0.45817537313432843,0.0784313725490196,0.08695652173913043,0.14107883817427386,0.34854771784232363,10.610328638497652,25.316000000000003,0.3124456048738033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,111598.0,1860,-115,3580,3564,1160.0,920.0,526.0,7144,161.0,257.0,47.0,88.0,44.0,65.0,121.0,273.0,52.0,144.0,,,,,,,334.0,674.0,,,267.0,935.0,3904,64.0,126.0,,50.0,178.0,86.0,166.0,,,113.0,285.0,392.0,276.0,,86.0,,,43.0,,124.0,40.0,164.0,35.0,59.0,50.0,368.0,17.0,160.0,41.0,225.0,27.0,293.0,177.0,470.0,25.0,46.0,30.0,16.0,77.0,6.0,32.0,49.0,5.0,45.0,6.0,126.0,7.0,35.0,91.0,159.0,11.0,18.0,357.0,37.0,163.0,35.0,112.0,74.0,30.0,112.0,65.0,,6.0,285.0,1160.0,15.0,0.5868263473053892,0.6735395189003437,,,,,0.49554896142433236,0.5079365079365079,0.5180722891566265,0.49554896142433236,0.5079365079365079,0.5180722891566265,0.5598802395209581,0.5705128205128205,0.6038135593220338,,,0.06379821958456973,0.10505836575875487,0.054945054945054944,0.006944444444444444,,22.781205505457997,0.6111111111111112,0.225,0.16853932584269662,0.11825572801182557,0.12130177514792899,0.0529595015576324,0.1589958158995816,0.1057347670250896,0.1574468085106383,0.12335958005249344,0.07768924302788845,0.0539568345323741,0.046511627906976744,0.1554524361948956,0.21227621483375958,0.14619883040935672,0.10756972111553785,0.16091954022988506,0.08445945945945946,0.5803571428571429,0.38130563798219586,0.6264591439688716,0.7,0.5341614906832298,0.4050445103857567,0.4432234432234432,0.4689922480620155,0.5206611570247934,0.21364985163204747,0.3611111111111111,0.36363636363636365,0.9038461538461539,,,,,,0.6984126984126984,0.5340909090909091,0.0425531914893617,,0.39156626506024095,0.676923076923077,,,0.38130563798219586,,0.46816587537091975,0.5209319327731092,0.462837951807229,0.20375,0.20375,0.19037433155080213,0.3048128342245989,7.118991097922847,,0.3240223463687151,5.0,15.0,2.0,8.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,157806.0,2630,-167,5056,5042,1572.0,1365.0,717.0,10098,241.0,370.0,38.0,53.0,67.0,111.0,31.0,102.0,105.0,310.0,19.0,71.0,212.0,26.0,24.0,80.0,377.0,782.0,76.0,231.0,526.0,1508.0,5471,51.0,93.0,33.0,45.0,168.0,108.0,224.0,26.0,87.0,226.0,520.0,436.0,318.0,213.0,52.0,210.0,71.0,80.0,3.0,190.0,34.0,224.0,25.0,85.0,55.0,482.0,22.0,72.0,71.0,239.0,24.0,334.0,96.0,430.0,19.0,65.0,48.0,17.0,100.0,31.0,52.0,107.0,12.0,48.0,8.0,207.0,11.0,66.0,73.0,217.0,6.0,37.0,620.0,46.0,251.0,62.0,16.0,10.0,2.0,16.0,11.0,,1.0,520.0,1572.0,37.0,0.5782493368700266,0.6210826210826211,0.9342105263157895,0.329004329004329,0.2988505747126437,0.3318777292576419,0.4820971867007673,0.5483870967741935,0.48214285714285715,0.4846989141164857,0.4880952380952381,0.47266881028938906,0.5767731878409976,0.5496688741721855,0.5912240184757506,0.228035538005923,0.012987012987012988,0.10230179028132992,0.13783783783783785,0.16666666666666666,0.03870967741935484,0.009433962264150943,25.130801687763714,0.4830917874396135,0.13559322033898305,0.1286329386437029,0.03709428129829984,0.14760914760914762,0.048034934497816595,0.13253527148353997,0.03918299291371405,0.044274809160305344,0.0528169014084507,0.018105849582172703,0.043256997455470736,0.07692307692307693,0.07563025210084033,0.11851851851851852,0.1798063623789765,0.15193370165745856,0.13445378151260504,0.04042553191489362,0.6875,0.36525172754195456,0.6513513513513514,0.7554858934169278,0.5435684647302904,0.10069101678183613,0.30392156862745096,0.36470588235294116,0.41935483870967744,0.3060217176702863,0.3387096774193548,0.3523489932885906,0.7047619047619048,0.018756169792694965,0.20927936821322804,0.33490566037735847,0.3380952380952381,0.9295774647887324,0.42063492063492064,0.7169811320754716,0.13157894736842105,0.20634920634920634,0.35691318327974275,0.6036036036036037,0.2572347266881029,0.3,0.5932872655478776,0.3380952380952381,0.5140207920792076,0.5031763157894736,0.5062896103896104,0.20802620802620803,0.25430597771023306,0.11140583554376658,0.3448275862068966,8.847570332480817,25.56363636363636,0.31091772151898733,9.0,50.0,6.0,4.0,,1.0,5.0,2.0,7.0,2.0,7.0,5.0,7.0,15.0,2.0,2.0,32.0,3.0,0.21212121212121213,0.05263157894736842,0.011904761904761904,0.2631578947368421,0.2777777777777778,1.0,0.05555555555555555,0.2857142857142857,1.0,0.19230769230769232,1.0,0.022508038585209004,0.2857142857142857,0.01282051282051282,,,,True,,
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,41138.0,686,-59,1340,1339,421.0,381.0,171.0,2679,26.0,43.0,2.0,2.0,11.0,16.0,12.0,31.0,35.0,91.0,5.0,2.0,24.0,3.0,,12.0,73.0,165.0,3.0,29.0,38.0,193.0,1428,4.0,15.0,3.0,6.0,14.0,23.0,46.0,,14.0,19.0,65.0,48.0,98.0,6.0,4.0,23.0,2.0,10.0,,59.0,20.0,79.0,17.0,32.0,23.0,178.0,3.0,7.0,10.0,32.0,,42.0,10.0,52.0,2.0,34.0,18.0,16.0,25.0,9.0,13.0,18.0,3.0,12.0,2.0,43.0,1.0,17.0,19.0,68.0,3.0,2.0,44.0,3.0,20.0,4.0,3.0,2.0,1.0,3.0,1.0,,,65.0,421.0,16.0,0.3287671232876712,0.3380281690140845,0.6666666666666666,0.10344827586206896,,0.10714285714285714,0.44242424242424244,0.26666666666666666,0.5,0.39948453608247425,0.2222222222222222,0.38333333333333336,0.44883720930232557,0.3181818181818182,0.45774647887323944,0.14948453608247422,,0.06060606060606061,0.18604651162790697,0.06451612903225806,,,16.53796653796654,0.5813953488372093,,0.06438631790744467,0.012987012987012988,0.08620689655172414,0.02459016393442623,0.06851549755301795,0.015128593040847202,0.011834319526627219,0.013513513513513514,0.013513513513513514,0.029411764705882353,,0.08024691358024691,0.05263157894736842,0.060109289617486336,0.07954545454545454,0.10714285714285714,0.019417475728155338,0.3333333333333333,0.22164948453608246,0.6046511627906976,0.7428571428571429,0.19230769230769232,0.15979381443298968,0.3870967741935484,0.41379310344827586,0.16666666666666666,0.4690721649484536,0.38461538461538464,0.38461538461538464,0.4857142857142857,0.02577319587628866,0.12371134020618557,0.08333333333333333,0.08333333333333333,0.5,0.1111111111111111,1.0,,0.16666666666666666,0.26666666666666666,0.6875,0.2,,0.3711340206185567,0.08695652173913043,0.45344481865284986,0.43201428571428574,0.44260593220338984,0.0947867298578199,0.10989010989010989,0.07253886010362694,0.33678756476683935,12.139393939393939,26.713793103448275,0.31417910447761194,3.0,4.0,,,,,1.0,,,,2.0,,,3.0,1.0,,,,,,,0.2,0.2,1.0,,,,,,0.03333333333333333,,,,,,True,,
2047,1610612746,Quentin Richardson,Quentin Richardson,2047,LAC,94323.0,1572,-91,3097,3089,984.0,874.0,455.0,6186,135.0,259.0,47.0,79.0,45.0,83.0,38.0,108.0,45.0,124.0,38.0,61.0,183.0,11.0,17.0,59.0,218.0,491.0,73.0,221.0,91.0,746.0,3374,51.0,97.0,13.0,14.0,125.0,65.0,139.0,22.0,78.0,38.0,234.0,196.0,240.0,183.0,74.0,182.0,61.0,45.0,2.0,78.0,16.0,94.0,14.0,45.0,24.0,204.0,9.0,87.0,41.0,134.0,6.0,181.0,96.0,277.0,25.0,49.0,34.0,15.0,46.0,9.0,28.0,42.0,5.0,18.0,4.0,88.0,7.0,30.0,38.0,81.0,3.0,14.0,127.0,16.0,55.0,13.0,13.0,6.0,5.0,14.0,8.0,,,234.0,984.0,8.0,0.44954128440366975,0.5414364640883977,0.8356164383561644,0.33031674208144796,0.28205128205128205,0.33181818181818185,0.4439918533604888,0.5257731958762887,0.4676258992805755,0.45997191011235955,0.5045454545454545,0.45161290322580644,0.48562091503267973,0.5208333333333334,0.4875,0.3103932584269663,0.00904977375565611,0.09164969450101833,0.138996138996139,0.046296296296296294,0.03225806451612903,0.00546448087431694,23.376267470539872,0.5227272727272727,0.05714285714285714,0.12039532794249776,0.07474226804123711,0.14285714285714285,0.02912621359223301,0.125,0.06517311608961303,0.10023310023310024,0.05714285714285714,0.06233766233766234,0.034220532319391636,,0.07588075880758807,0.10967741935483871,0.16589861751152074,0.13551401869158877,0.1643835616438356,0.06887052341597796,0.5714285714285714,0.3637640449438202,0.5212355212355212,0.6053811659192825,0.4888888888888889,0.15168539325842698,0.35185185185185186,0.36893203883495146,0.2894736842105263,0.17415730337078653,0.3629032258064516,0.375,0.4666666666666667,0.05337078651685393,0.25702247191011235,0.3333333333333333,0.33516483516483514,0.819672131147541,0.7181818181818181,0.5949367088607594,0.19148936170212766,0.1,0.3824884792626728,0.5421686746987951,0.271889400921659,0.288135593220339,0.6741573033707865,0.33516483516483514,0.5040774647887327,0.534956,0.5093497685185184,0.07446808510638298,0.10377358490566038,0.1675603217158177,0.3136729222520107,6.552342158859469,25.323529411764714,0.3177268324184695,2.0,9.0,2.0,2.0,1.0,1.0,12.0,2.0,2.0,5.0,19.0,1.0,3.0,36.0,1.0,,4.0,1.0,0.23076923076923078,0.02631578947368421,,0.3157894736842105,0.32432432432432434,0.9166666666666666,0.01818181818181818,1.0,0.5,0.09090909090909091,1.0,0.08755760368663594,0.2631578947368421,0.0045045045045045045,2.0,1.0,1.0,True,,
2060,1610612746,Marko Jaric,Marko Jaric,2060,LAC,78097.0,1302,-38,2503,2489,788.0,619.0,352.0,4992,51.0,110.0,3.0,18.0,14.0,31.0,14.0,28.0,34.0,91.0,10.0,34.0,99.0,11.0,12.0,29.0,99.0,229.0,37.0,109.0,50.0,359.0,2701,7.0,27.0,12.0,4.0,36.0,32.0,72.0,13.0,32.0,32.0,135.0,82.0,116.0,90.0,6.0,97.0,34.0,15.0,2.0,178.0,37.0,215.0,32.0,85.0,56.0,467.0,9.0,28.0,14.0,71.0,3.0,88.0,37.0,125.0,9.0,66.0,49.0,17.0,51.0,15.0,39.0,29.0,2.0,12.0,2.0,80.0,3.0,24.0,38.0,103.0,,5.0,70.0,6.0,27.0,11.0,14.0,9.0,4.0,15.0,10.0,,1.0,135.0,788.0,16.0,0.41414141414141414,0.4270833333333333,0.8108108108108109,0.3394495412844037,0.40625,0.34579439252336447,0.43231441048034935,0.25925925925925924,0.4444444444444444,0.45710059171597633,0.41025641025641024,0.4951923076923077,0.4851351351351351,0.43902439024390244,0.5487804878048781,0.3224852071005917,0.01834862385321101,0.06550218340611354,0.11818181818181818,0.03571428571428571,0.01098901098901099,0.020202020202020204,15.295717199184228,0.6375,0.04225352112676056,0.07634408602150537,0.03017241379310345,0.0603448275862069,0.036290322580645164,0.07314974182444062,0.031462585034013606,0.0436046511627907,0.011194029850746268,0.03164556962025317,0.041666666666666664,,0.05333333333333334,0.06319702602230483,0.10526315789473684,0.05747126436781609,0.06896551724137931,0.04945054945054945,0.6666666666666666,0.3254437869822485,0.4636363636363636,0.5257731958762887,0.37254901960784315,0.08284023668639054,0.5,0.5185185185185185,0.21428571428571427,0.2692307692307692,0.37362637362637363,0.37777777777777777,0.5588235294117647,0.029585798816568046,0.29289940828402367,0.3434343434343434,0.35051546391752575,0.7941176470588235,0.46153846153846156,0.16666666666666666,,0.28205128205128205,0.2980769230769231,0.45161290322580644,0.27884615384615385,0.41379310344827586,0.6479289940828402,0.35051546391752575,0.5046022388059699,0.5238900000000001,0.4820866336633662,0.07520891364902507,0.108,0.10027855153203342,0.37604456824512533,8.935371179039304,26.1211009174312,0.3148222133439872,5.0,37.0,,1.0,,2.0,3.0,,1.0,1.0,3.0,6.0,6.0,21.0,2.0,,,,0.5,,,0.3,0.3,1.0,0.02564102564102564,,,0.5454545454545454,0.8333333333333334,0.028846153846153848,0.3333333333333333,,,1.0,1.0,True,,
2067,1610612746,Eddie House,Eddie House,2067,LAC,36363.0,606,-94,1151,1145,381.0,408.0,164.0,2296,17.0,35.0,1.0,5.0,6.0,14.0,4.0,25.0,32.0,86.0,13.0,19.0,52.0,6.0,9.0,21.0,53.0,146.0,24.0,65.0,16.0,194.0,1264,4.0,15.0,7.0,,17.0,18.0,54.0,12.0,28.0,10.0,82.0,64.0,42.0,57.0,,51.0,19.0,6.0,1.0,68.0,8.0,76.0,5.0,35.0,17.0,160.0,2.0,10.0,16.0,33.0,3.0,52.0,12.0,64.0,3.0,43.0,25.0,18.0,21.0,8.0,18.0,14.0,3.0,3.0,,35.0,2.0,10.0,19.0,47.0,1.0,2.0,21.0,1.0,6.0,5.0,1.0,,1.0,1.0,,,,82.0,381.0,9.0,0.6037735849056604,0.6037735849056604,0.7916666666666666,0.36923076923076925,0.42857142857142855,0.375,0.363013698630137,0.26666666666666666,0.3333333333333333,0.4218009478672986,0.38636363636363635,0.43902439024390244,0.43891402714932126,0.38636363636363635,0.4659090909090909,0.3080568720379147,0.015384615384615385,0.0410958904109589,0.08571428571428572,0.08,0.011627906976744186,0.019230769230769232,18.977020014825797,0.6,0.06666666666666667,0.08333333333333333,0.02207505518763797,0.13793103448275862,0.019417475728155338,0.095703125,0.02158273381294964,0.014705882352941176,0.0273972602739726,0.023391812865497075,0.023255813953488372,,0.07575757575757576,0.08661417322834646,0.08759124087591241,0.14606741573033707,0.1111111111111111,0.024390243902439025,,0.16587677725118483,0.4857142857142857,0.53125,0.4117647058823529,0.11848341232227488,0.16,0.17391304347826086,0.25,0.4075829383886256,0.37209302325581395,0.3764705882352941,0.75,0.061611374407582936,0.24644549763033174,0.36538461538461536,0.37254901960784315,0.7368421052631579,0.22727272727272727,0.2,,0.2727272727272727,0.17073170731707318,0.42857142857142855,0.25609756097560976,0.42857142857142855,0.47393364928909953,0.37254901960784315,0.4733310096153846,0.4620157894736842,0.46426687500000013,0.027777777777777776,0.039735099337748346,0.08762886597938144,0.422680412371134,12.797945205479452,25.755384615384617,0.3310165073848827,3.0,16.0,1.0,,,,5.0,,1.0,3.0,7.0,3.0,3.0,15.0,1.0,,,,0.42857142857142855,,,0.38461538461538464,0.38461538461538464,1.0,0.045454545454545456,,,0.5,0.6666666666666666,0.08536585365853659,0.42857142857142855,,,,,True,,
2250,1610612746,Bobby Simmons,Bobby Simmons,2250,LAC,37581.0,626,31,1200,1210,443.0,405.0,181.0,2410,32.0,63.0,12.0,26.0,16.0,27.0,10.0,31.0,25.0,62.0,2.0,,2.0,,,1.0,67.0,156.0,1.0,4.0,66.0,203.0,1278,17.0,36.0,,8.0,42.0,25.0,48.0,,1.0,39.0,89.0,86.0,48.0,3.0,22.0,2.0,,18.0,1.0,40.0,12.0,52.0,12.0,22.0,9.0,116.0,9.0,41.0,13.0,49.0,4.0,66.0,53.0,119.0,5.0,23.0,11.0,12.0,14.0,1.0,8.0,13.0,1.0,6.0,,27.0,5.0,12.0,38.0,93.0,6.0,9.0,78.0,7.0,32.0,10.0,11.0,8.0,2.0,11.0,5.0,,,89.0,443.0,19.0,0.6417910447761194,0.7678571428571429,1.0,0.25,,0.25,0.42948717948717946,0.4722222222222222,0.5208333333333334,0.428125,0.4722222222222222,0.5102040816326531,0.517948717948718,0.525,0.6357142857142857,0.025,0.25,0.11538461538461539,0.20634920634920634,0.06451612903225806,0.04838709677419355,,15.800711743772242,0.5185185185185185,0.08888888888888889,0.11893203883495146,0.08855291576673865,0.09154929577464789,0.09473684210526316,0.11191335740072202,0.08960573476702509,0.08536585365853659,0.06504065040650407,0.10795454545454546,0.10588235294117647,,0.0916030534351145,0.11864406779661017,0.1411042944785276,0.09821428571428571,0.06666666666666667,0.06944444444444445,0.45454545454545453,0.39375,0.5079365079365079,0.64,0.53125,0.19375,0.3225806451612903,0.3448275862068966,0.5,0.3875,0.4032258064516129,0.423728813559322,0.84,0.0125,0.0125,,,,0.7222222222222222,0.46153846153846156,,,0.5510204081632653,0.5925925925925926,0.02040816326530612,,0.41875,,0.46662281249999993,0.5008129032258065,0.4936897959183675,0.17297297297297298,0.17679558011049723,0.20689655172413793,0.43842364532019706,9.075641025641024,25.2,0.36916666666666664,,9.0,,1.0,1.0,,1.0,,,,,,,,,3.0,1.0,,,0.5,0.06818181818181818,0.5,1.0,1.0,,,,,,,,,,,,True,,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,17836.0,297,-56,566,570,192.0,201.0,82.0,1136,20.0,35.0,8.0,14.0,6.0,8.0,5.0,13.0,3.0,5.0,3.0,,2.0,1.0,,,28.0,53.0,1.0,5.0,12.0,71.0,624,9.0,15.0,2.0,2.0,20.0,8.0,12.0,,1.0,4.0,20.0,34.0,22.0,3.0,16.0,2.0,,5.0,,16.0,1.0,17.0,1.0,8.0,4.0,35.0,5.0,23.0,7.0,25.0,1.0,33.0,28.0,61.0,3.0,13.0,8.0,5.0,14.0,5.0,9.0,8.0,,5.0,,22.0,3.0,5.0,23.0,36.0,1.0,2.0,18.0,2.0,8.0,2.0,1.0,1.0,,1.0,,,,20.0,192.0,5.0,0.6071428571428571,0.85,1.0,0.2,,0.2,0.5283018867924528,0.6,0.6666666666666666,0.5086206896551724,0.5294117647058824,0.6153846153846154,0.5378787878787878,0.5555555555555556,0.5882352941176471,0.08620689655172414,,0.09433962264150944,,0.38461538461538464,,,13.213213213213212,0.6363636363636364,0.05263157894736842,0.12626262626262627,0.10697674418604651,0.11864406779661017,0.1111111111111111,0.1245136186770428,0.1076923076923077,0.12307692307692308,0.078125,0.11627906976744186,0.10526315789473684,0.14285714285714285,0.06153846153846154,0.16176470588235295,0.15384615384615385,0.06666666666666667,0.2857142857142857,0.125,,0.603448275862069,0.5714285714285714,0.5714285714285714,0.55,0.22413793103448276,0.38461538461538464,0.625,0.6,0.08620689655172414,0.6,0.6,1.0,0.05172413793103448,0.034482758620689655,,,,0.8235294117647058,0.5714285714285714,0.125,0.058823529411764705,0.6153846153846154,0.75,,,0.6896551724137931,,0.518303448275862,0.5363399999999999,0.5203346153846153,0.125,0.13559322033898305,0.28169014084507044,0.28169014084507044,3.745283018867925,24.7,0.3392226148409894,,4.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.058823529411764705,,,,,0.07692307692307693,,,,,,True,,
77,1610612746,Doug Overton,Doug Overton,77,LAC,31803.0,530,-37,996,1001,317.0,257.0,138.0,1997,5.0,16.0,2.0,3.0,1.0,5.0,3.0,13.0,37.0,79.0,,1.0,7.0,,,4.0,45.0,108.0,1.0,7.0,9.0,102.0,1084,3.0,9.0,,,6.0,10.0,26.0,,4.0,6.0,26.0,58.0,32.0,,4.0,7.0,1.0,4.0,,61.0,10.0,71.0,10.0,27.0,24.0,152.0,3.0,4.0,8.0,30.0,2.0,40.0,7.0,47.0,,13.0,8.0,5.0,17.0,10.0,14.0,12.0,,3.0,,29.0,2.0,12.0,23.0,46.0,,1.0,12.0,,2.0,4.0,,,,,,,,26.0,317.0,11.0,0.6444444444444445,0.6744186046511628,,0.14285714285714285,,0.14285714285714285,0.4166666666666667,0.3333333333333333,0.38461538461538464,0.4043478260869565,0.3333333333333333,0.3333333333333333,0.4214876033057851,0.3333333333333333,0.38235294117647056,0.06086956521739131,,0.037037037037037035,0.1875,0.07692307692307693,,,13.020833333333334,0.5862068965517241,0.05128205128205128,0.07633587786259542,0.010752688172043012,0.08163265306122448,0.043478260869565216,0.07739307535641547,0.015873015873015872,0.027522935779816515,0.009345794392523364,,0.03225806451612903,0.14285714285714285,0.07758620689655173,0.019417475728155338,0.10919540229885058,0.06493506493506493,0.14285714285714285,,,0.1391304347826087,0.3125,0.38461538461538464,0.4,0.11304347826086956,0.23076923076923078,0.25,0.6666666666666666,0.6869565217391305,0.46835443037974683,0.46835443037974683,0.6756756756756757,,0.06086956521739131,0.14285714285714285,0.14285714285714285,,0.3333333333333333,0.6666666666666666,,,0.16666666666666666,0.2,0.13333333333333333,,0.2,0.14285714285714285,0.4303004347826086,0.43170000000000003,0.43320166666666676,0.017094017094017096,0.01818181818181818,0.058823529411764705,0.2549019607843137,14.728703703703705,25.82857142857143,0.31827309236947793,,10.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,True,,
