EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,SelfOReb,Travels,BlockingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,HeaveAttempts,Loose Ball Fouls,ShortMidRangePctBlocked,BlockingFoulsDrawn,Corner3FGM,ShortMidRangeAssists,FTDefRebounds,Defensive 3 Seconds Violations,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,on,OffCorner3ReboundPct,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn
1889,1610612757,Andre Miller,Andre Miller,1889,POR,7815.0,130.0,-21.0,226.0,226,29.0,48.0,22.0,452,6.0,6.0,1.0,1.0,1.0,4.0,7.0,15.0,1.0,1.0,4.0,1.0,1.0,1.0,14.0,25.0,1.0,5.0,11.0,42.0,249.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,4.0,13.0,2.0,26.0,3.0,4.0,1.0,19.0,5.0,24.0,3.0,2.0,15.0,4.0,53.0,1.0,3.0,8.0,11.0,1.0,12.0,2.0,1.0,1.0,6.0,2.0,5.0,4.0,1.0,1.0,10.0,1.0,3.0,5.0,13.0,1.0,11.0,14.0,2.0,5.0,1.0,13.0,29.0,1.0,1.0,0.07142857142857142,0.07142857142857142,1.0,0.2,1.0,0.2,0.56,1.0,0.5,0.5166666666666667,0.5,0.6428571428571429,0.5694444444444444,0.5,0.6666666666666666,0.16666666666666666,18.326693227091635,0.6,0.10526315789473684,0.10714285714285714,0.05263157894736842,0.10576923076923077,0.00980392156862745,0.06666666666666667,0.15,0.15625,0.09523809523809523,0.14285714285714285,0.2,1.0,1.0,0.13333333333333333,0.25,0.25,0.5,0.4666666666666667,0.4666666666666667,0.14285714285714285,0.03333333333333333,0.13333333333333333,0.25,0.25,1.0,0.5,0.14285714285714285,1.0,0.14285714285714285,1.0,0.36666666666666664,0.25,0.46538500000000005,0.3689,0.45762857142857144,0.14285714285714285,0.16666666666666666,0.047619047619047616,0.30952380952380953,11.532,24.18,0.12831858407079647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,8570.0,143.0,-29.0,244.0,246,40.0,46.0,26.0,490,13.0,19.0,1.0,2.0,11.0,32.0,9.0,23.0,,,,,,,33.0,74.0,,,13.0,79.0,276.0,2.0,5.0,,6.0,2.0,9.0,,,,4.0,40.0,26.0,,,,2.0,2.0,4.0,2.0,,1.0,1.0,10.0,,3.0,10.0,13.0,6.0,19.0,3.0,2.0,1.0,3.0,1.0,,3.0,1.0,3.0,6.0,1.0,2.0,5.0,10.0,,21.0,18.0,,8.0,1.0,4.0,40.0,1.0,1.0,0.6060606060606061,0.6451612903225806,,,,,0.44594594594594594,0.4,0.2222222222222222,0.44594594594594594,0.4,0.2222222222222222,0.4759036144578313,0.375,0.2,,32.481751824817515,0.5,0.12987012987012986,0.1,,0.12149532710280374,0.05263157894736842,,0.047619047619047616,0.21875,0.08333333333333333,0.16666666666666666,0.25675675675675674,0.6842105263157895,0.8125,0.43243243243243246,0.34375,0.34375,0.3108108108108108,0.391304347826087,0.391304347826087,0.6666666666666666,,,,,,,0.2222222222222222,0.5,,,0.25675675675675674,,0.44989189189189194,0.51858,0.4281,0.0975609756097561,0.0975609756097561,0.0759493670886076,0.05063291139240506,9.591891891891892,,0.16393442622950818,2.0,3.0,2.0,4.0,3.0,6.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,5.0,3.0,1.0,0.04054054054054054,0.15789473684210525,0.06521739130434782,0.14285714285714285,0.05263157894736842,0.030303030303030304,0.08333333333333333,0.05263157894736842,0.6,0.7692307692307693,0.36363636363636365,0.6,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,2868.0,48.0,-10.0,82.0,83,19.0,35.0,8.0,165,1.0,1.0,,,1.0,5.0,3.0,5.0,1.0,,1.0,,,,5.0,11.0,,2.0,,10.0,86.0,1.0,3.0,,2.0,1.0,1.0,,,,2.0,2.0,8.0,,,,2.0,2.0,4.0,2.0,,2.0,,10.0,,,5.0,5.0,,5.0,,,,,,,,,,,,,1.0,6.0,,2.0,2.0,,1.0,,2.0,19.0,2.0,,0.2,0.2,,,,,0.45454545454545453,0.3333333333333333,1.0,0.38461538461538464,0.3333333333333333,1.0,0.35714285714285715,0.3333333333333333,1.0,0.15384615384615385,14.893617021276597,,0.18518518518518517,,,0.11627906976744186,,,0.18181818181818182,0.125,,,0.07692307692307693,1.0,1.0,0.38461538461538464,0.2,0.25,0.38461538461538464,0.6,0.6,0.3333333333333333,0.07692307692307693,0.07692307692307693,,,,,,,,,0.23076923076923078,,0.43099166666666666,0.5432,0.4174,0.07142857142857142,0.08333333333333333,0.2,0.2,12.545454545454545,34.05,0.23170731707317074,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,0.09090909090909091,,,,,,0.25,,,,,0.3333333333333333,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,1661.0,28.0,12.0,49.0,48,11.0,16.0,3.0,97,,,,,,,,2.0,,2.0,4.0,,,,,2.0,2.0,4.0,1.0,7.0,39.0,,,,,,,,,,,,,6.0,4.0,2.0,1.0,,1.0,,,,1.0,2.0,,3.0,2.0,5.0,1.0,6.0,,,,1.0,,1.0,,,,1.0,,1.0,3.0,4.0,,1.0,2.0,,1.0,,,11.0,,,,,1.0,0.5,,0.5,,,,0.5,,,0.5,,,0.6666666666666666,14.814814814814813,1.0,0.1,0.3333333333333333,,0.1724137931034483,0.045454545454545456,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,0.6666666666666666,0.5,0.4881333333333333,,,0.14285714285714285,0.3333333333333333,,,15.25,24.95,0.22448979591836735,,,,,,1.0,,,1.0,,,,,,,,,,,0.0625,,0.16666666666666666,,0.16666666666666666,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
948,1610612757,Marcus Camby,Marcus Camby,948,POR,10011.0,167.0,-16.0,287.0,290,49.0,68.0,29.0,577,7.0,13.0,3.0,5.0,1.0,5.0,1.0,3.0,1.0,,,,,,9.0,21.0,1.0,1.0,,21.0,306.0,4.0,11.0,,8.0,3.0,6.0,,,,6.0,10.0,8.0,3.0,,,8.0,,8.0,,,4.0,1.0,16.0,3.0,9.0,22.0,40.0,18.0,58.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,,,5.0,,2.0,8.0,18.0,,5.0,2.0,,1.0,,6.0,49.0,,,0.5555555555555556,1.0,1.0,1.0,,1.0,0.42857142857142855,0.36363636363636365,0.5,0.4772727272727273,0.36363636363636365,0.5,0.45652173913043476,0.36363636363636365,0.5,0.045454545454545456,8.695652173913043,0.6,0.2268041237113402,0.225,0.10344827586206896,0.22627737226277372,0.13432835820895522,0.14285714285714285,0.17857142857142858,0.15384615384615385,0.22580645161290322,0.2222222222222222,0.5909090909090909,0.5384615384615384,0.5384615384615384,0.22727272727272727,0.2,0.2,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.045454545454545456,,,,,,0.8333333333333334,0.6,,,0.6363636363636364,,0.5268704545454546,0.6000599999999999,0.516,0.043478260869565216,0.045454545454545456,0.38095238095238093,0.2857142857142857,5.438095238095238,22.8,0.17073170731707318,4.0,9.0,,8.0,,15.0,2.0,,,2.0,2.0,9.0,4.0,5.0,9.0,5.0,,,,0.14285714285714285,0.08,0.18181818181818182,0.1388888888888889,0.36666666666666664,0.16666666666666666,0.5555555555555556,0.42857142857142855,1.0,0.8181818181818182,0.4444444444444444,,3.0,,,1.0,3.0,9.0,1.0,0.75,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,7869.0,131.0,-26.0,224.0,227,33.0,40.0,24.0,451,8.0,12.0,1.0,2.0,3.0,9.0,3.0,6.0,6.0,2.0,10.0,2.0,,3.0,14.0,27.0,7.0,16.0,11.0,60.0,253.0,1.0,2.0,2.0,6.0,1.0,4.0,,4.0,,2.0,20.0,8.0,21.0,10.0,2.0,3.0,,3.0,,,2.0,1.0,6.0,,,3.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,,2.0,2.0,,,4.0,,1.0,5.0,9.0,1.0,10.0,13.0,,7.0,,2.0,33.0,1.0,,0.7142857142857143,0.7142857142857143,1.0,0.4375,,0.4375,0.5185185185185185,0.5,0.25,0.5697674418604651,0.625,0.125,0.6122448979591837,0.75,0.125,0.37209302325581395,20.784313725490197,0.5,0.04225352112676056,,,0.0297029702970297,0.009433962264150943,,0.1111111111111111,0.03125,,,0.27906976744186046,0.6666666666666666,0.7272727272727273,0.20930232558139536,0.3333333333333333,0.3333333333333333,0.13953488372093023,0.5,0.5,1.0,0.13953488372093023,0.23255813953488372,0.2,0.2,1.0,0.5,0.25,0.5,0.375,,0.6511627906976745,0.2,0.5000023255813953,0.5902,0.48875625,0.14285714285714285,0.21212121212121213,0.1,0.03333333333333333,7.451851851851852,24.1,0.14732142857142858,1.0,2.0,1.0,,1.0,1.0,1.0,,,,2.0,1.0,,1.0,1.0,,,0.037037037037037035,0.08333333333333333,0.011764705882352941,,0.02702702702702703,,,0.047619047619047616,,0.75,0.3333333333333333,0.5,0.5,,,,1.0,5.0,,,,,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.125,,,,,True,,,,,,,,,,,,,
2222,1610612757,Gerald Wallace,Gerald Wallace,2222,POR,7594.0,127.0,,218.0,217,44.0,44.0,25.0,435,15.0,22.0,3.0,5.0,1.0,5.0,1.0,6.0,2.0,2.0,8.0,,,1.0,17.0,33.0,2.0,10.0,14.0,54.0,220.0,4.0,4.0,,8.0,4.0,7.0,,1.0,5.0,13.0,12.0,22.0,6.0,8.0,2.0,6.0,5.0,11.0,1.0,4.0,1.0,3.0,27.0,1.0,7.0,14.0,22.0,5.0,27.0,5.0,3.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,9.0,1.0,1.0,5.0,12.0,2.0,13.0,18.0,,8.0,1.0,13.0,44.0,,1.0,0.35294117647058826,0.46153846153846156,1.0,0.2,,0.2,0.5151515151515151,1.0,0.5714285714285714,0.46511627906976744,1.0,0.5,0.5192307692307693,1.0,0.5909090909090909,0.23255813953488372,24.796747967479675,0.3333333333333333,0.18181818181818182,0.2692307692307692,0.05,0.20388349514563106,0.04716981132075472,0.0625,0.13043478260869565,0.22580645161290322,0.3,0.16666666666666666,0.5116279069767442,0.6818181818181818,0.75,0.11627906976744186,0.2,0.25,0.13953488372093023,0.16666666666666666,0.16666666666666666,,0.046511627906976744,0.18604651162790697,0.25,0.2857142857142857,1.0,,0.625,0.6,0.125,,0.7441860465116279,0.25,0.5416860465116279,0.5808,0.5715187500000001,0.1568627450980392,0.1951219512195122,0.14814814814814814,0.24074074074074073,5.254545454545455,24.97,0.2018348623853211,3.0,3.0,,8.0,3.0,4.0,,,,,,2.0,2.0,,2.0,2.0,,0.09090909090909091,0.09090909090909091,0.046511627906976744,0.047619047619047616,0.05,0.04,0.17391304347826086,,1.0,0.4,,0.75,1.0,,,0.2,,,2.0,1.0,,0.08333333333333333,,,,,,,1.0,,,,,,,1.0,1.0,0.1,0.125,True,,,,,,,,,,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,3043.0,51.0,-3.0,88.0,92,17.0,35.0,7.0,180,2.0,4.0,,,2.0,4.0,2.0,2.0,3.0,1.0,5.0,,,2.0,6.0,10.0,1.0,8.0,,15.0,93.0,,,,,1.0,1.0,,3.0,,2.0,,12.0,3.0,3.0,1.0,3.0,,3.0,,,1.0,1.0,6.0,,,2.0,3.0,,3.0,4.0,4.0,,1.0,,1.0,2.0,,,3.0,1.0,,2.0,5.0,1.0,4.0,,,,,2.0,17.0,,,,,1.0,0.125,,0.16666666666666666,0.6,,1.0,0.4166666666666667,,0.25,0.4166666666666667,,0.25,0.4444444444444444,21.875,0.3333333333333333,0.06896551724137931,,,0.045454545454545456,,,,0.1,,,0.2222222222222222,0.5,1.0,0.2222222222222222,0.5,0.5,0.1111111111111111,1.0,1.0,,0.16666666666666666,0.2777777777777778,0.2,0.2,1.0,,,,0.5,,0.6666666666666666,0.3333333333333333,0.518896875,,0.50645,,,,0.13333333333333333,7.49,33.725,0.19318181818181818,,,,,2.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,0.2,0.5,,,,,0.1,,,,,,,2.0,,,,,1.0,1.0,,0.25,,,,1.0,,,1.0,,,,,,0.25,,,,,True,,,,,,,,,,,,,
202356,1610612757,Armon Johnson,Armon Johnson,202356,POR,,,,,1,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201988,1610612757,Patty Mills,Patty Mills,201988,POR,165.0,3.0,2.0,5.0,6,,,,11,,,,,,,,,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,,1.0,,,0.25,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,0.411,,,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
