EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,OffRebounds,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyFG2M,PtsPutbacks,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffCorner3ReboundPct,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls,Blocked3s,BlockedArc3
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,4723.0,79,-33.0,137,136,31.0,44.0,25.0,273,4.0,6.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,2.0,11.0,1.0,3.0,6.0,17.0,3.0,13.0,12.0,33.0,172,1.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,5.0,8.0,4.0,6.0,3.0,11.0,2.0,1.0,4.0,4.0,8.0,3.0,1.0,1.0,2.0,1.0,20.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,12.0,14.0,2.0,7.0,1.0,5.0,31.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.35294117647058826,0.5,0.35,0.3333333333333333,0.3,0.4583333333333333,0.5,0.4166666666666667,0.43333333333333335,0.058823529411764705,0.16666666666666666,23.49397590361446,0.6666666666666666,0.10869565217391304,0.078125,0.06666666666666667,0.16666666666666666,0.10526315789473684,0.2,0.6666666666666666,0.8,0.75,0.1,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.125,0.125,1.0,0.06666666666666667,0.5,0.5,1.0,0.36666666666666664,0.18181818181818182,0.18181818181818182,0.5,0.3333333333333333,0.2,0.6,0.3333333333333333,0.6333333333333333,0.18181818181818182,0.4590383333333333,0.512525,0.41733000000000003,0.2,0.3181818181818182,0.12121212121212122,0.15151515151515152,11.200000000000001,25.638461538461538,0.22627737226277372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1499,1610612755,Tony Battie,Tony Battie,1499,PHI,1158.0,19,-3.0,33,33,8.0,5.0,4.0,66,,,,1.0,2.0,,,,,,,,,,1.0,2.0,,,1.0,3.0,39,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,3.0,3.0,4.0,,,,1.0,,,1.0,,1.0,,4.0,4.0,1.0,2.0,,1.0,,,8.0,,1.0,1.0,,,,,0.5,,0.5,,,0.5,0.5,,,,,10.81081081081081,1.0,0.17647058823529413,0.14285714285714285,0.25,0.25,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,0.41645,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,8.899999999999999,,0.24242424242424243,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.08333333333333333,0.058823529411764705,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,9557.0,159,-2.0,279,281,45.0,61.0,41.0,560,6.0,11.0,1.0,19.0,29.0,5.0,14.0,,,,,,,,30.0,54.0,,,8.0,68.0,312,3.0,6.0,,3.0,9.0,4.0,,,1.0,5.0,32.0,28.0,,,,,2.0,,2.0,2.0,2.0,,,,,6.0,17.0,26.0,36.0,2.0,2.0,,1.0,,2.0,1.0,1.0,3.0,,9.0,17.0,9.0,11.0,1.0,6.0,,5.0,45.0,,0.5333333333333333,0.5714285714285714,,,,,0.5555555555555556,0.5,0.5555555555555556,0.5,0.5,0.576271186440678,0.5625,0.5,,0.037037037037037035,0.18181818181818182,19.018404907975462,0.3333333333333333,0.17708333333333334,0.17037037037037037,0.20689655172413793,0.1935483870967742,0.1388888888888889,0.2037037037037037,0.5454545454545454,0.6666666666666666,0.5,0.5370370370370371,0.6551724137931034,0.6551724137931034,0.25925925925925924,0.35714285714285715,0.35714285714285715,1.0,,,,,,,,,,0.25,,,0.2037037037037037,,0.43424814814814816,0.5001,0.40217499999999995,0.1016949152542373,0.1016949152542373,0.1323529411764706,0.07352941176470588,10.222222222222225,,0.16129032258064516,9.0,10.0,6.0,3.0,3.0,6.0,3.0,0.07627118644067797,0.06944444444444445,0.05660377358490566,0.5,0.42105263157894735,1.0,1.0,1.0,2.0,4.0,1.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,0.5,0.23076923076923078,0.15384615384615385,0.038461538461538464,0.06060606060606061,0.125,0.047619047619047616,0.16666666666666666,0.1111111111111111,0.045454545454545456,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,8936.0,149,-13.0,266,262,50.0,66.0,38.0,528,5.0,9.0,1.0,2.0,10.0,2.0,9.0,3.0,7.0,,8.0,13.0,2.0,2.0,9.0,28.0,11.0,20.0,11.0,62.0,299,,2.0,1.0,1.0,4.0,1.0,3.0,4.0,5.0,14.0,8.0,10.0,27.0,6.0,13.0,8.0,5.0,23.0,3.0,26.0,2.0,1.0,8.0,7.0,8.0,55.0,11.0,13.0,15.0,8.0,7.0,1.0,7.0,6.0,1.0,1.0,,8.0,,5.0,7.0,8.0,13.0,,4.0,2.0,14.0,50.0,2.0,0.4444444444444444,0.4444444444444444,0.8181818181818182,0.55,0.75,0.55,0.32142857142857145,,0.53125,0.5,0.9,0.5648148148148148,0.5,0.9285714285714286,0.4166666666666667,0.17857142857142858,0.2222222222222222,20.327868852459016,0.875,0.11956521739130435,0.09448818897637795,0.03571428571428571,0.13333333333333333,0.17647058823529413,0.1875,0.5555555555555556,0.7142857142857143,0.8,0.20833333333333334,0.2,0.2857142857142857,0.1875,0.2222222222222222,0.2222222222222222,,0.14583333333333334,0.42857142857142855,0.42857142857142855,1.0,0.2708333333333333,0.6153846153846154,0.6153846153846154,0.75,,0.2,0.4,1.0,0.6041666666666666,0.6153846153846154,0.50063125,0.44258333333333333,0.56933,0.07692307692307693,0.125,0.06451612903225806,0.22580645161290322,9.575000000000001,24.65,0.18796992481203006,2.0,2.0,1.0,1.0,,1.0,1.0,0.018018018018018018,0.014598540145985401,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,0.08333333333333333,0.02857142857142857,,0.03225806451612903,0.03225806451612903,,0.041666666666666664,,0.045454545454545456,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3333333333333333,1.0,1.0,0.4,0.5,,,,,,,,,,,,True,,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,10914.0,182,-18.0,323,321,56.0,68.0,48.0,644,11.0,15.0,1.0,,1.0,8.0,22.0,1.0,4.0,,2.0,10.0,,2.0,19.0,38.0,3.0,14.0,10.0,57.0,361,4.0,5.0,1.0,1.0,9.0,9.0,,2.0,1.0,13.0,14.0,24.0,9.0,,10.0,2.0,1.0,26.0,8.0,34.0,4.0,4.0,11.0,7.0,8.0,76.0,13.0,28.0,35.0,5.0,3.0,2.0,7.0,6.0,7.0,1.0,,14.0,4.0,8.0,16.0,13.0,14.0,,7.0,,13.0,56.0,,0.3684210526315789,0.4375,1.0,0.21428571428571427,,0.21428571428571427,0.5,0.8,0.4519230769230769,0.6666666666666666,0.5454545454545454,0.4830508474576271,0.6428571428571429,0.5416666666666666,0.2692307692307692,0.02631578947368421,,19.363395225464192,0.5,0.11403508771929824,0.14556962025316456,0.058823529411764705,0.05405405405405406,0.20930232558139536,0.28846153846153844,0.7333333333333333,0.7333333333333333,0.45454545454545453,0.019230769230769232,,,0.4230769230769231,0.36363636363636365,0.36363636363636365,0.25,0.07692307692307693,0.25,0.25,1.0,0.19230769230769232,0.2,0.2,1.0,,0.09090909090909091,0.18181818181818182,,0.5576923076923077,0.2,0.4815269230769231,0.4973583333333333,0.411090909090909,0.11864406779661017,0.15555555555555556,0.15789473684210525,0.22807017543859648,11.492105263157894,24.564285714285713,0.17337461300309598,6.0,7.0,2.0,1.0,1.0,2.0,,0.043795620437956206,0.041176470588235294,0.03333333333333333,,,3.0,4.0,1.0,6.0,6.0,1.0,10.0,5.0,,2.0,1.0,2.0,,1.0,,,0.6666666666666666,0.38461538461538464,0.22727272727272727,0.030303030303030304,0.02564102564102564,0.07894736842105263,,0.21212121212121213,0.2727272727272727,,0.6666666666666666,0.75,1.0,,,,1.0,,1.0,,,1.0,0.16666666666666666,,,,,3.0,1.0,1.0,0.125,,,,,,,,True,,,,,
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,4577.0,76,13.0,129,133,10.0,5.0,18.0,262,6.0,10.0,1.0,3.0,9.0,2.0,7.0,,,,,1.0,,,11.0,26.0,,1.0,2.0,24.0,145,2.0,6.0,,2.0,6.0,2.0,,,,2.0,18.0,4.0,,,1.0,,4.0,5.0,2.0,7.0,2.0,,4.0,,1.0,16.0,8.0,11.0,15.0,,,,1.0,,,1.0,,1.0,,5.0,7.0,3.0,4.0,,2.0,,2.0,10.0,,0.8181818181818182,1.0,,,,,0.4230769230769231,0.3333333333333333,0.4074074074074074,0.3333333333333333,0.5,0.41379310344827586,0.42857142857142855,0.5,0.037037037037037035,0.15384615384615385,0.3,20.13422818791946,1.0,0.16326530612244897,0.14084507042253522,0.13333333333333333,0.125,0.2222222222222222,0.37037037037037035,0.6,0.8571428571428571,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25925925925925924,0.2857142857142857,0.3333333333333333,1.0,,,,,0.037037037037037035,,,,,0.5,,,0.4074074074074074,,0.45696851851851855,0.48629999999999995,0.41755,0.06896551724137931,0.07142857142857142,0.25,0.08333333333333333,8.088461538461537,26.9,0.07751937984496124,3.0,4.0,2.0,2.0,,2.0,2.0,0.058823529411764705,0.04918032786885246,,1.0,1.0,2.0,4.0,,1.0,4.0,,2.0,1.0,,,1.0,,,,2.0,,0.5,0.2,0.09090909090909091,,0.23076923076923078,,,0.07142857142857142,0.125,,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,1.0,,1.0,0.14285714285714285,0.5,,,,,True,,,,,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,2515.0,42,-5.0,74,74,29.0,24.0,9.0,148,2.0,6.0,4.0,3.0,6.0,,2.0,,1.0,,3.0,3.0,1.0,1.0,5.0,14.0,3.0,4.0,2.0,21.0,81,2.0,4.0,,,4.0,7.0,1.0,1.0,2.0,9.0,8.0,2.0,9.0,,3.0,3.0,3.0,1.0,,1.0,,,1.0,,,2.0,3.0,7.0,9.0,1.0,,1.0,,,,,,,,5.0,6.0,1.0,2.0,,,1.0,9.0,29.0,1.0,0.8,0.8,1.0,0.75,1.0,0.75,0.35714285714285715,0.5,0.5277777777777778,0.5,0.4375,0.5526315789473685,0.5,0.5,0.2222222222222222,0.21428571428571427,0.3333333333333333,22.61904761904762,,0.125,0.1891891891891892,0.14285714285714285,,0.2,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.6,0.1111111111111111,,,,0.05555555555555555,,,,0.16666666666666666,1.0,1.0,1.0,,0.5,0.125,1.0,0.5555555555555556,1.0,0.4721583333333334,0.519675,0.47581874999999996,,,0.19047619047619047,0.42857142857142855,7.442857142857143,25.375,0.3918918918918919,2.0,2.0,1.0,1.0,,1.0,,0.06451612903225806,0.05714285714285714,,,1.0,2.0,3.0,1.0,2.0,,,4.0,,,,,,,,,,0.2857142857142857,,0.3076923076923077,,0.15384615384615385,,,0.18181818181818182,1.0,,0.75,0.6666666666666666,0.25,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,0.5,,,,True,,,,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,5179.0,86,-32.0,154,152,28.0,52.0,26.0,306,11.0,22.0,4.0,3.0,8.0,4.0,10.0,,,,,1.0,,,18.0,40.0,,1.0,2.0,38.0,181,5.0,8.0,,,10.0,9.0,,,,12.0,26.0,10.0,,,1.0,,5.0,3.0,1.0,4.0,1.0,,2.0,1.0,,9.0,6.0,6.0,19.0,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,5.0,9.0,6.0,6.0,,3.0,,12.0,28.0,,0.7222222222222222,0.9285714285714286,,,,,0.45,0.625,0.43902439024390244,0.625,0.6666666666666666,0.4318181818181818,0.5,0.6666666666666666,0.024390243902439025,0.125,0.18181818181818182,24.864864864864863,0.5,0.1111111111111111,0.08333333333333333,0.15384615384615385,0.05555555555555555,0.13043478260869565,0.5365853658536586,0.5,0.6111111111111112,0.5454545454545454,0.1951219512195122,0.375,0.42857142857142855,0.24390243902439024,0.4,0.4,1.0,,,,,0.024390243902439025,,,,,0.4444444444444444,,,0.5609756097560976,,0.4746853658536585,0.5081166666666667,0.44196666666666673,0.06818181818181818,0.06976744186046512,0.2631578947368421,0.3157894736842105,7.375,25.1,0.18181818181818182,8.0,13.0,,,,,,0.11428571428571428,0.14772727272727273,0.15625,,1.0,4.0,7.0,2.0,6.0,8.0,5.0,,,2.0,1.0,,,1.0,2.0,,2.0,0.6666666666666666,,,0.2777777777777778,0.045454545454545456,0.125,0.3076923076923077,,,0.1111111111111111,0.875,0.5714285714285714,0.5,,,,,,,,,0.125,,,,,,,,,0.2,,,,,,,,True,,,,,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,5968.0,99,7.0,186,181,13.0,15.0,26.0,367,2.0,3.0,,,1.0,3.0,8.0,2.0,2.0,,4.0,9.0,,1.0,5.0,12.0,6.0,11.0,5.0,33.0,185,,,1.0,,,,,1.0,,,6.0,4.0,18.0,,9.0,4.0,,1.0,3.0,4.0,2.0,1.0,,1.0,,11.0,3.0,8.0,10.0,3.0,2.0,1.0,1.0,1.0,,,,1.0,,4.0,6.0,3.0,6.0,,2.0,,,13.0,,0.6,0.6,1.0,0.5454545454545454,,0.5454545454545454,0.4166666666666667,,0.6086956521739131,,,0.62,,,0.4782608695652174,,,12.037037037037036,1.0,0.043478260869565216,0.08695652173913043,0.1,0.037037037037037035,,0.13043478260869565,0.6666666666666666,0.6666666666666666,,0.043478260869565216,,,0.34782608695652173,0.375,0.375,1.0,0.08695652173913043,1.0,1.0,1.0,0.391304347826087,0.4444444444444444,0.5714285714285714,1.0,,,1.0,,0.6086956521739131,0.4444444444444444,0.48111521739130436,0.5838,0.40425,0.08,0.14285714285714285,,,13.041666666666666,25.072727272727274,0.06989247311827956,2.0,2.0,,,,,,0.025974025974025976,0.020833333333333332,0.030303030303030304,,,,,,,,,5.0,,,1.0,1.0,,,,,2.0,,,0.21739130434782608,,0.047619047619047616,,,0.2,0.25,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,2.0,0.18181818181818182,0.2222222222222222,True,,,,,
2804,1610612755,Andres Nocioni,Andres Nocioni,2804,PHI,136.0,2,2.0,3,3,,,2.0,6,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
