EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceFtPoints,OffThreePtRebounds,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,DefensiveGoaltends,OffensiveGoaltends,AtRimPctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,FTDefRebounds,DefFTReboundPct,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,on,BlockedCorner3,3SecondViolations,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted
200796,1610612763,Leon Powe,Leon Powe,200796,MEM,290.0,5,-3,9,8,4,5,3,17,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,17,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.076923076923077,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5233333333333333,0.5233333333333333,1.0,5.333333333333333,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201564,1610612763,O.J. Mayo,O.J. Mayo,201564,MEM,8451.0,141,-33,265,260,90,87,34,525,8.0,16.0,3.0,4.0,8.0,12.0,35.0,49.0,307,4.0,6.0,14.0,8.0,3.0,13.0,17.0,7.0,14.0,90,0.3333333333333333,0.36363636363636365,0.34285714285714286,0.6666666666666666,0.38181818181818183,0.4230769230769231,0.4152542372881356,0.4375,20.792079207920793,0.08823529411764706,0.104,0.07692307692307693,0.2909090909090909,0.5,0.5,0.25,0.14545454545454545,0.3076923076923077,0.75,0.6545454545454545,0.5056547169811321,0.46657272727272725,0.2857142857142857,8.36857142857143,0.33962264150943394,1.0,1.0,1.0,3.0,11.0,4.0,9.0,2.0,11.0,1.0,7.0,6.0,20.0,7.0,2.0,3.0,4.0,1.0,7.0,3.0,16.0,18.0,2.0,2.0,9.0,2.0,2.0,12.0,1.0,13.0,1.0,6.0,3.0,3.0,27.0,4.0,10.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,7.0,14.0,1.0,1.0,10.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,0.3,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.05714285714285714,0.25,0.5,0.10989010989010989,0.0392156862745098,0.031496062992125984,0.09090909090909091,0.030303030303030304,0.1,0.08333333333333333,0.2,0.125,0.03125,1.0,0.125,0.16666666666666666,0.2,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.16363636363636364,0.4444444444444444,0.4444444444444444,1.0,0.2,0.18181818181818182,0.18181818181818182,1.0,0.3333333333333333,1.0,0.5384615384615384,0.14285714285714285,0.2222222222222222,0.5206,0.07017543859649122,0.10810810810810811,0.08163265306122448,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201589,1610612763,Darrell Arthur,Darrell Arthur,201589,MEM,12044.0,201,-55,375,373,116,144,54,748,17.0,34.0,4.0,11.0,22.0,38.0,84.0,92.0,426,8.0,24.0,25.0,54.0,5.0,15.0,29.0,19.0,25.0,116,0.7105263157894737,0.8181818181818182,0.4523809523809524,0.3333333333333333,0.4647058823529412,0.38,0.4946236559139785,0.44642857142857145,23.798627002288328,0.08620689655172414,0.0847457627118644,0.1,0.4,0.5,0.5862068965517241,0.6470588235294118,0.25882352941176473,0.44,0.36363636363636365,0.4117647058823529,0.45758470588235284,0.460936,0.2717391304347826,8.95952380952381,0.30933333333333335,4.0,6.0,9.0,12.0,28.0,,,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,11.0,13.0,1.0,1.0,6.0,22.0,3.0,10.0,,1.0,1.0,5.0,7.0,,7.0,,7.0,,,14.0,13.0,10.0,14.0,,7.0,2.0,5.0,,2.0,7.0,,12.0,4.0,19.0,30.0,,1.0,17.0,2.0,9.0,1.0,12.0,7.0,5.0,12.0,6.0,1.0,2.0,,1.0,1.0,1.0,1.0,0.5454545454545454,0.5454545454545454,0.5416666666666666,0.011764705882352941,0.05952380952380952,,0.4166666666666667,0.08403361344537816,0.0783132530120482,0.07142857142857142,0.05084745762711865,0.06382978723404255,0.09259259259259259,0.075,0.08,0.05555555555555555,,0.5,0.4090909090909091,0.4090909090909091,0.32941176470588235,0.42857142857142855,0.42857142857142855,0.9166666666666666,,,,,0.011764705882352941,1.0,1.0,1.0,0.5454545454545454,0.6666666666666666,0.04,1.0,1.0,0.47500000000000003,0.09782608695652174,0.0989010989010989,0.14130434782608695,24.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,0.14705882352941177,0.03333333333333333,0.11666666666666667,0.0625,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
202349,1610612763,Greivis Vasquez,Greivis Vasquez,202349,MEM,5248.0,87,4,168,163,59,64,25,331,3.0,7.0,1.0,1.0,6.0,8.0,15.0,25.0,179,1.0,3.0,4.0,,4.0,9.0,10.0,8.0,4.0,59,,,0.5333333333333333,0.3333333333333333,0.5789473684210527,0.3333333333333333,0.5681818181818182,0.5,15.384615384615385,0.125,0.10975609756097561,0.17391304347826086,0.3684210526315789,0.42857142857142855,0.75,,0.3157894736842105,0.3333333333333333,1.0,0.5789473684210527,0.4614710526315789,0.47796666666666665,0.16,6.833333333333333,0.35119047619047616,2.0,2.0,3.0,2.0,2.0,,,2.0,4.0,,,2.0,4.0,3.0,2.0,2.0,7.0,,,2.0,16.0,3.0,2.0,,4.0,2.0,4.0,18.0,4.0,22.0,2.0,8.0,3.0,7.0,48.0,1.0,5.0,1.0,,2.0,,6.0,1.0,5.0,2.0,,8.0,3.0,5.0,9.0,,,6.0,,3.0,,2.0,2.0,,2.0,2.0,,3.0,,0.5,0.5,,0.5,1.0,1.1666666666666667,1.1666666666666667,0.21052631578947367,0.26666666666666666,0.16666666666666666,0.75,0.1,0.014705882352941176,0.012987012987012988,,,0.09523809523809523,0.08695652173913043,0.16666666666666666,,,1.0,0.5,0.6,0.10526315789473684,1.0,1.0,,,,,,0.21052631578947367,0.5,0.5,0.5,0.6666666666666666,1.0,,,0.5,0.5961333333333333,0.13636363636363635,0.16666666666666666,0.28,25.125000000000004,,,2.0,1.0,,,,,1.0,,,,,0.42857142857142855,,0.03571428571428571,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,9140.0,152,-12,282,279,98,111,37,561,4.0,8.0,1.0,3.0,12.0,11.0,21.0,31.0,301,4.0,10.0,14.0,12.0,5.0,21.0,29.0,10.0,14.0,98,0.5454545454545454,0.6666666666666666,0.5238095238095238,0.4,0.45588235294117646,0.3684210526315789,0.44285714285714284,0.35,11.764705882352942,0.10638297872340426,0.14388489208633093,0.08823529411764706,0.23529411764705882,0.5,0.6666666666666666,0.5,0.35294117647058826,0.15789473684210525,0.3333333333333333,0.6176470588235294,0.49146093750000003,0.4720970588235294,0.45161290322580644,5.738095238095238,0.3475177304964539,2.0,4.0,6.0,1.0,1.0,2.0,9.0,1.0,4.0,1.0,4.0,3.0,13.0,,4.0,6.0,11.0,2.0,9.0,,10.0,9.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,14.0,7.0,15.0,8.0,,4.0,2.0,2.0,,2.0,1.0,,3.0,,4.0,14.0,2.0,,2.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,0.23076923076923078,0.2222222222222222,0.2727272727272727,0.6666666666666666,0.7857142857142857,0.7857142857142857,0.38235294117647056,0.09523809523809523,,0.6666666666666666,0.16304347826086957,0.05982905982905983,0.055944055944055944,0.02702702702702703,0.05714285714285714,0.125,0.21212121212121213,0.15789473684210525,0.15384615384615385,,1.0,0.5,0.5,0.029411764705882353,1.0,1.0,,0.2647058823529412,0.2222222222222222,0.2222222222222222,1.0,0.11764705882352941,0.25,0.25,1.0,0.5714285714285714,0.5,0.21052631578947367,0.25,0.5,0.46360714285714283,0.02857142857142857,0.045454545454545456,0.3548387096774194,28.76153846153846,,1.0,2.0,,,,,2.0,1.0,1.0,1.0,,,0.25,0.038461538461538464,0.08888888888888889,,0.6666666666666666,1.0,1.0,1.0,1.0,,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,5.0,1.0,0.07692307692307693,0.07692307692307693,0.2631578947368421,0.2,,,,,,,,,,,,True,,,,,
201632,1610612763,Hamed Haddadi,Hamed Haddadi,201632,MEM,497.0,8,4,19,17,5,8,4,36,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,22,1.0,1.0,2.0,,1.0,1.0,2.0,,2.0,5,,,0.5,1.0,0.5,1.0,0.5,1.0,9.090909090909092,0.25,0.1111111111111111,0.3333333333333333,0.5,1.0,1.0,,0.5,1.0,1.0,0.5,0.56455,0.7426,1.0,6.1,0.2631578947368421,1.0,1.0,,,,,,,,,,,,,1.0,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,0.16666666666666666,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.7426,,,1.0,,,,,,,,,1.0,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201970,1610612763,Sam Young,Sam Young,201970,MEM,3649.0,61,-22,116,116,26,43,20,232,6.0,10.0,,1.0,4.0,10.0,24.0,25.0,127,,4.0,,8.0,2.0,2.0,5.0,1.0,,26,0.4,0.4444444444444444,0.4166666666666667,,0.42592592592592593,,0.44642857142857145,,21.42857142857143,0.09523809523809523,0.038461538461538464,0.09090909090909091,0.37037037037037035,0.6,0.6666666666666666,0.3333333333333333,0.14814814814814814,0.2,,0.48148148148148145,0.46904814814814816,0.34136000000000005,,10.1125,0.22413793103448276,2.0,2.0,1.0,3.0,10.0,1.0,3.0,,,,,1.0,3.0,2.0,2.0,4.0,7.0,,1.0,,12.0,3.0,2.0,,,,1.0,1.0,,1.0,,,,1.0,2.0,3.0,,3.0,,2.0,1.0,2.0,,1.0,,,2.0,,1.0,4.0,,1.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,,2.0,,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.7,0.7,0.1111111111111111,0.041666666666666664,,1.0,,0.047619047619047616,0.04411764705882353,0.038461538461538464,,,,,0.1,,1.0,0.25,0.25,0.37037037037037035,0.3,0.3,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,,,,,0.4,1.0,,,,0.48006000000000004,0.03571428571428571,0.04,0.28,23.233333333333334,,,1.0,1.0,,,,,,,,,,0.1,,0.10526315789473684,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,0.2,,1.0,1.0,0.2,1.0,1.0,,,,,,,True,,,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,6766.0,113,-59,205,209,60,83,29,414,7.0,14.0,3.0,5.0,8.0,12.0,36.0,34.0,243,6.0,12.0,16.0,4.0,5.0,13.0,14.0,9.0,16.0,60,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.2857142857142857,0.42857142857142855,0.3541666666666667,0.5,22.916666666666668,0.17857142857142858,0.13,0.16666666666666666,0.3333333333333333,0.5,0.6363636363636364,0.2857142857142857,0.19047619047619047,0.35714285714285715,0.6,0.47619047619047616,0.4730476190476191,0.4207000000000001,0.47058823529411764,9.844444444444443,0.2926829268292683,,1.0,2.0,3.0,14.0,,,,6.0,,2.0,,6.0,10.0,,2.0,1.0,,2.0,4.0,20.0,,,,6.0,,4.0,18.0,5.0,23.0,1.0,6.0,6.0,6.0,51.0,,8.0,1.0,,1.0,1.0,3.0,3.0,2.0,4.0,1.0,7.0,1.0,2.0,7.0,,,12.0,,6.0,,1.0,1.0,,1.0,,,3.0,,,,,,,,0.125,0.14285714285714285,0.1111111111111111,0.125,0.42857142857142855,0.1111111111111111,,0.008264462809917356,,,0.08823529411764706,0.11764705882352941,0.14285714285714285,0.2,,,0.25,0.2857142857142857,0.3333333333333333,0.21428571428571427,0.21428571428571427,,,,,,0.14285714285714285,,,,0.3333333333333333,,0.14285714285714285,,,0.49038333333333334,0.125,0.14285714285714285,0.029411764705882353,25.649999999999995,1.0,1.0,,1.0,,,,,,,,,,0.21428571428571427,0.047619047619047616,,,,,1.0,,1.0,,4.0,,0.3333333333333333,,,,,,,0.1111111111111111,,,,,,,,,,,,,,True,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,5955.0,99,-22,184,185,76,106,25,369,6.0,8.0,4.0,6.0,18.0,16.0,29.0,45.0,196,9.0,17.0,25.0,22.0,11.0,25.0,30.0,14.0,25.0,76,0.6875,0.6875,0.5517241379310345,0.5294117647058824,0.5517241379310345,0.5294117647058824,0.6428571428571429,0.625,19.339622641509433,0.3548387096774194,0.2159090909090909,0.3333333333333333,0.27586206896551724,0.75,0.8571428571428571,0.8333333333333334,0.6206896551724138,0.35294117647058826,0.6666666666666666,0.27586206896551724,0.4287241379310345,0.4446,0.5555555555555556,7.4896551724137925,0.41304347826086957,,2.0,7.0,3.0,3.0,,,,,,,,,13.0,4.0,6.0,12.0,,,7.0,10.0,,,,,,2.0,1.0,2.0,3.0,1.0,,1.0,,8.0,5.0,8.0,5.0,,2.0,1.0,5.0,,1.0,1.0,,6.0,2.0,4.0,6.0,,1.0,14.0,2.0,7.0,1.0,5.0,3.0,2.0,6.0,3.0,,,1.0,,,,,0.6666666666666666,0.6666666666666666,0.75,,0.06896551724137931,0.05555555555555555,0.8333333333333334,0.14035087719298245,0.05813953488372093,0.049019607843137254,0.1,0.05,0.12,0.10526315789473684,0.23076923076923078,0.4,,0.5,0.3888888888888889,0.4117647058823529,0.10344827586206896,1.0,1.0,0.6666666666666666,,,,,,,,,0.3333333333333333,,,,,0.40166,0.20588235294117646,0.20588235294117646,0.26666666666666666,,4.0,,1.0,4.0,,1.0,,1.0,,,3.0,,,0.125,,0.027777777777777776,,0.5714285714285714,,,,,,1.0,,,,,,,6.0,0.75,,,,,,,,,1.0,1.0,1.0,,,,True,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,3034.0,51,-44,94,98,11,41,14,192,7.0,11.0,,1.0,3.0,7.0,15.0,20.0,124,,1.0,,8.0,,3.0,7.0,3.0,,11,0.5714285714285714,0.8,0.4666666666666667,,0.5,,0.5263157894736842,,19.642857142857142,,0.08823529411764706,,0.6470588235294118,0.6363636363636364,0.7,0.5714285714285714,0.17647058823529413,1.0,,0.7647058823529411,0.5386617647058823,0.4195,,4.326666666666666,0.11702127659574468,3.0,3.0,,,1.0,1.0,2.0,,,,,1.0,2.0,3.0,3.0,3.0,6.0,,,,6.0,3.0,4.0,,,,2.0,3.0,,3.0,,2.0,,1.0,6.0,3.0,3.0,4.0,,2.0,1.0,1.0,,1.0,2.0,,3.0,1.0,2.0,9.0,,,4.0,,2.0,,,,,,,,2.0,,1.0,0.5,,0.5,1.0,1.0,1.0,0.11764705882352941,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.13636363636363635,0.06382978723404255,0.07692307692307693,0.05263157894736842,0.1,0.08333333333333333,,0.2857142857142857,,,,,,0.058823529411764705,,,,0.11764705882352941,0.5,0.5,1.0,,,,,1.0,1.0,,,,0.54635,0.10526315789473684,0.11764705882352941,0.3,24.65,,1.0,1.0,,,,2.0,,,,,,,0.09090909090909091,0.2,0.05555555555555555,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
