EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFtPoints,PtsAssisted2s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,OffFTReboundPct,OffLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fg2aBlocked,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,SecondChanceTurnovers,BlockingFouls,OffensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefShortMidRangeReboundPct,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3FGM,LongMidRangeAssists,DefThreePtRebounds,LostBallTurnovers,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,ShortMidRangePctBlocked,LongMidRangePctBlocked,Travels,BlockedAtRim,PenaltyCorner3FGA,PenaltyCorner3Frequency,on,SecondChanceCorner3FGA,Charge Fouls,Technical Free Throw Trips,DefCorner3ReboundPct,SecondChanceCorner3Frequency,RecoveredBlocks,OffCorner3ReboundPct,BlocksRecoveredPct,Clear Path Fouls,Blocked3s,BlockedCorner3,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveMakes,DefensiveGoaltends,3SecondViolations
101122,1610612754,Danny Granger,Danny Granger,101122,IND,983.0,16,1,38,31,17,11.0,5.0,69,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,3.0,4.0,2.0,6.0,2.0,14,39,2.0,2.0,4.0,2.0,3.0,2.0,2.0,6.0,6.0,6.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,16,1.0,1.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6,1.0,0.4,0.6363636363636364,1.0,0.5,0.6,27.272727272727273,0.25,0.15384615384615385,0.16666666666666666,0.1,0.125,0.5,0.5,0.2,1.0,1.0,0.2,0.5,0.5,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.4,1.0,0.4,0.8,0.3333333333333333,0.409245,0.42410000000000003,0.41768,0.2857142857142857,0.42857142857142855,9.875,26.16666666666667,0.4473684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,2927.0,49,21,88,86,18,17.0,13.0,174,2.0,4.0,,1.0,,,1.0,1.0,,,,4.0,7.0,,,2.0,10,77,,1.0,2.0,1.0,1.0,,,2.0,2.0,,,,,4.0,6.0,6.0,6.0,12.0,,,2.0,,6.0,5.0,,5.0,,2.0,18,1.0,,,,0.5714285714285714,,1.0,0.5714285714285714,,1.0,0.5555555555555556,0.3333333333333333,1.0,,10.784313725490195,0.17647058823529413,0.13333333333333333,0.15384615384615385,0.09523809523809523,,0.14285714285714285,0.3,0.5714285714285714,0.5,0.5,0.14285714285714285,1.0,1.0,,,,,1.0,,,,,0.5714285714285714,,0.4712285714285714,0.4276,0.384,0.2,0.2,6.057142857142857,,0.20454545454545456,1.0,2.0,2.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,0.75,0.75,1.0,0.3333333333333333,0.25,0.5,0.2857142857142857,0.5,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201177,1610612754,Josh McRoberts,Josh McRoberts,201177,IND,2573.0,43,26,82,76,28,25.0,14.0,158,3.0,11.0,2.0,5.0,1.0,4.0,1.0,2.0,,1.0,,5.0,15.0,,1.0,5.0,15,63,2.0,6.0,4.0,1.0,4.0,,2.0,4.0,4.0,,4.0,1.0,,5.0,1.0,3.0,7.0,10.0,,1.0,3.0,1.0,10.0,6.0,1.0,7.0,,4.0,27,1.0,,,,0.3333333333333333,0.3333333333333333,0.25,0.3125,0.3333333333333333,0.25,0.39473684210526316,0.3333333333333333,0.4,0.0625,22.448979591836736,0.04,0.17857142857142858,0.03571428571428571,0.1590909090909091,0.4166666666666667,,0.06666666666666667,0.6875,0.2727272727272727,0.5,0.125,0.5,0.5,0.0625,,,,0.8333333333333334,0.4,1.0,0.25,,0.75,,0.48498125000000003,0.5258499999999999,0.509375,0.26666666666666666,0.26666666666666666,4.6066666666666665,26.7,0.34146341463414637,1.0,2.0,,6.0,1.0,3.0,,7.0,,2.0,1.0,1.0,2.0,2.0,6.0,,,1.0,4.0,,,,,0.6,1.0,0.6666666666666666,,,0.3333333333333333,0.125,0.5,0.5,1.0,1.0,0.21052631578947367,0.2222222222222222,5.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.45454545454545453,0.6666666666666666,0.125,0.15384615384615385,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201985,1610612754,AJ Price,AJ Price,201985,IND,2612.0,44,18,81,80,14,9.0,10.0,161,1.0,2.0,,,,,1.0,3.0,6.0,10.0,1.0,3.0,7.0,6.0,11.0,9.0,33,80,,,3.0,,1.0,1.0,3.0,6.0,6.0,3.0,,10.0,6.0,,4.0,4.0,1.0,5.0,,2.0,3.0,1.0,3.0,9.0,1.0,10.0,,6.0,14,,0.16666666666666666,0.5454545454545454,0.5454545454545454,0.42857142857142855,,,0.6666666666666666,1.5,0.75,0.75,1.5,1.0,0.6111111111111112,26.881720430107524,0.13333333333333333,,0.11428571428571428,0.02631578947368421,,,0.1875,0.1111111111111111,0.5,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.6,0.6,0.16666666666666666,,,,,0.5,0.7222222222222222,0.6,0.47724166666666673,0.55275,0.416825,0.09090909090909091,0.18181818181818182,10.62857142857143,25.427272727272726,0.1728395061728395,1.0,2.0,,,3.0,4.0,1.0,11.0,,3.0,1.0,2.0,1.0,1.0,,,,,3.0,,,,,,,0.3333333333333333,,,,0.1111111111111111,0.5,0.5,,,0.22727272727272727,0.3,,1.0,2.0,1.0,,1.0,,,,,,,,,0.07142857142857142,0.09090909090909091,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1111111111111111,0.05555555555555555,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2399,1610612754,Mike Dunleavy,Mike Dunleavy,2399,IND,4310.0,72,24,139,131,44,32.0,21.0,270,1.0,2.0,,,1.0,1.0,3.0,8.0,2.0,9.0,3.0,4.0,10.0,3.0,10.0,8.0,25,131,,,4.0,1.0,1.0,3.0,5.0,7.0,2.0,9.0,,9.0,2.0,,4.0,6.0,,6.0,,,1.0,,3.0,8.0,1.0,12.0,2.0,7.0,43,,1.0,0.3,0.3,0.4,,1.0,0.425,1.5,0.25,0.5,1.0,0.5,0.5,15.950920245398773,0.09302325581395349,,0.11764705882352941,,,,0.08,0.1,0.5,0.5,0.4,0.375,0.375,0.45,0.2222222222222222,0.2222222222222222,1.0,,,0.25,1.0,0.75,0.6,0.2222222222222222,0.4754675,,0.4665,0.16,0.28,15.820000000000002,25.259999999999998,0.31654676258992803,,,1.0,6.0,1.0,8.0,,17.0,,4.0,2.0,2.0,1.0,,2.0,,,,1.0,,,,,0.75,0.75,1.0,,,1.0,,,,,0.6666666666666666,0.13043478260869565,0.09090909090909091,,7.0,1.0,2.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,2.0,1.0,,0.08333333333333333,0.05,1.0,1.0,,0.16666666666666666,1.0,4.0,2.0,1.0,1.0,2.0,0.25,0.16666666666666666,0.25,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,
201575,1610612754,Brandon Rush,Brandon Rush,201575,IND,2249.0,37,9,70,70,17,8.0,10.0,140,1.0,2.0,1.0,1.0,,,1.0,5.0,1.0,2.0,,2.0,7.0,2.0,3.0,1.0,11,72,1.0,2.0,2.0,,,,1.0,1.0,2.0,6.0,,2.0,1.0,,5.0,6.0,,6.0,,,1.0,1.0,1.0,2.0,,2.0,,1.0,17,,1.0,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.5,,0.5,0.5,,0.5,0.5,0.5,0.3,14.634146341463415,0.25,,0.23076923076923078,,,,0.2727272727272727,0.2,0.5,0.5,0.5,0.2,0.2,0.2,0.5,0.5,1.0,0.5,1.0,,,,0.5,0.5,0.437345,0.44925000000000004,,0.18181818181818182,0.09090909090909091,15.728571428571428,25.03333333333333,0.24285714285714285,,,,2.0,1.0,3.0,,7.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,0.5,0.5,1.0,,,1.0,,,,,,0.09090909090909091,0.125,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.2857142857142857,0.1,,,,,1.0,2.0,1.0,1.0,,,0.16666666666666666,,0.16666666666666666,1.0,1.0,1.0,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,
201946,1610612754,Tyler Hansbrough,Tyler Hansbrough,201946,IND,1556.0,26,2,55,52,13,10.0,6.0,107,2.0,4.0,,2.0,1.0,1.0,3.0,7.0,,,,7.0,13.0,,,3.0,17,61,,2.0,,3.0,4.0,,,6.0,4.0,,,,,1.0,1.0,1.0,2.0,3.0,,,2.0,,3.0,4.0,,3.0,,6.0,12,,,,,0.5384615384615384,,0.75,0.5384615384615384,,0.75,0.6071428571428571,,0.75,,25.806451612903228,0.07142857142857142,0.05555555555555555,0.0625,0.08695652173913043,,,0.1111111111111111,0.3076923076923077,0.5,0.6666666666666666,0.5384615384615384,0.42857142857142855,0.42857142857142855,,,,,1.0,,0.25,1.0,,0.3076923076923077,,0.4544307692307692,0.5181,0.40995000000000004,,0.35294117647058826,11.976923076923079,,0.23636363636363636,2.0,2.0,,10.0,,,,,,,,,2.0,,1.0,,1.0,1.0,2.0,,,,,0.7142857142857143,0.7142857142857143,1.0,,0.1,0.5,0.15384615384615385,1.0,1.0,0.5,1.0,0.14285714285714285,0.14285714285714285,1.0,,,,,1.0,,,,,,0.07692307692307693,0.25,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201954,1610612754,Darren Collison,Darren Collison,201954,IND,1057.0,18,4,38,31,23,22.0,8.0,69,,1.0,,,,1.0,1.0,5.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,8,34,,,,1.0,5.0,1.0,2.0,7.0,2.0,,,1.0,1.0,2.0,2.0,2.0,2.0,4.0,,,1.0,1.0,1.0,3.0,,4.0,1.0,7.0,22,,,1.0,1.0,0.1111111111111111,,0.2,0.25,,0.4166666666666667,0.3333333333333333,,0.5,0.1,27.659574468085108,0.2222222222222222,0.125,0.18181818181818182,0.1,,0.3333333333333333,0.3333333333333333,0.1,,,0.5,0.2,0.25,0.1,1.0,1.0,,,,0.16666666666666666,,0.16666666666666666,0.2,1.0,0.37699,,0.3580833333333333,,0.875,13.355555555555554,24.7,0.6052631578947368,,3.0,,,,3.0,,6.0,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,0.14285714285714285,,0.3,,,,,0.09090909090909091,0.1,3.0,3.0,,1.0,,,,1.0,,,,0.3333333333333333,1.0,,,,0.2,,,,1.0,,,1.0,3.0,,,,,,,1.0,,,,,1.0,,,2.0,,1.0,,1.0,,,,,,,,,0.3333333333333333,0.2,,,,,True,,,,,,,,,,,,,,,,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,832.0,14,7,29,24,21,11.0,6.0,53,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,3.0,,,2.0,4,27,1.0,1.0,4.0,1.0,1.0,,,2.0,2.0,,2.0,,,2.0,,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,3.0,,2.0,,2.0,21,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,,13.513513513513514,,0.18181818181818182,,0.125,,0.5,,0.6666666666666666,0.5,0.5,0.3333333333333333,,,,,,,1.0,1.0,1.0,1.0,,0.6666666666666666,,0.4893,0.6674,0.6674,1.0,0.5,8.0,,0.7241379310344828,,,2.0,,,1.0,,2.0,,,,,,,2.0,,,,1.0,1.0,,,1.0,,,,,0.25,,,,,,,0.25,0.25,,1.0,,,1.0,,1.0,,,1.0,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,
2551,1610612754,T.J. Ford,T.J. Ford,2551,IND,636.0,11,2,20,19,7,,3.0,39,,,,,,,2.0,2.0,,,,2.0,2.0,,,,4,17,,,,1.0,1.0,,,2.0,2.0,,,,,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,2.0,7,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,17.391304347826086,0.25,,0.2,,,,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,,,,,,0.44225000000000003,,0.4714,,0.5,17.35,,0.35,,,,2.0,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,0.5,0.5,0.5,,,,,,,,0.5,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
