EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassTurnovers,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,DefLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,PtsAssisted2s,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceArc3FGM,OffThreePtRebounds,FTDefRebounds,OffRebounds,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,OffTwoPtRebounds,SelfOReb,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,SecondChanceFg2Pct,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,FTOffRebounds,OffFTReboundPct,DefCorner3ReboundPct,3SecondViolations,BlockingFouls,BlockedAtRim,HeaveAttempts,on,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefensiveGoaltends,SecondChanceAtRimPctAssisted
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,3528.0,59,-4.0,107,102,43,46,9.0,209,1.0,1.0,4.0,5.0,6.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,11.0,13.0,3.0,6.0,8.0,39.0,123,1.0,2.0,3.0,4.0,4.0,2.0,3.0,5.0,19.0,22.0,3.0,6.0,4.0,2.0,1.0,10.0,4.0,14.0,3.0,1.0,3.0,5.0,2.0,32.0,3.0,4.0,7.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,9.0,12.0,1.0,1.0,4.0,2.0,19.0,43,2.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.5,0.8461538461538461,1.0,0.8157894736842105,0.75,1.0,0.7916666666666666,0.75,0.9,0.3157894736842105,0.07692307692307693,0.14285714285714285,23.076923076923077,0.6666666666666666,0.125,0.21428571428571427,0.15217391304347827,0.09090909090909091,0.21428571428571427,0.2727272727272727,0.05263157894736842,1.0,1.0,0.2631578947368421,0.8,0.8,0.3684210526315789,0.8571428571428571,1.0,0.10526315789473684,0.5,0.5,1.0,0.21052631578947367,0.5,0.5,0.5,1.0,1.0,0.5,0.14285714285714285,1.0,0.2857142857142857,0.5,0.3684210526315789,0.5,0.4214921052631579,0.62535,0.4081214285714286,0.18181818181818182,0.25,0.07692307692307693,0.48717948717948717,12.607692307692306,25.150000000000002,0.40186915887850466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101127,1610612740,Jarrett Jack,Jarrett Jack,101127,NOH,2439.0,41,-8.0,72,70,10,9,5.0,142,,2.0,3.0,3.0,2.0,5.0,,1.0,,,,,,1.0,,,,5.0,10.0,,2.0,5.0,15.0,77,,,,,,,,,,10.0,,,1.0,,,8.0,,8.0,,,2.0,4.0,2.0,16.0,,4.0,4.0,4.0,,,,4.0,2.0,,1.0,6.0,,2.0,5.0,7.0,,,2.0,,,10,,,,,,,0.5,,0.4166666666666667,,,0.5,,,0.16666666666666666,,,27.272727272727273,0.6666666666666666,0.15384615384615385,,0.10256410256410256,0.125,0.125,,0.16666666666666666,,,0.25,1.0,1.0,0.4166666666666667,0.4,0.4,0.08333333333333333,,,,0.08333333333333333,,,,,,,,,,,0.3333333333333333,,0.4444416666666667,,,0.2,0.16666666666666666,,,11.940000000000001,24.4,0.1388888888888889,3.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201158,1610612740,Marco Belinelli,Marco Belinelli,201158,NOH,1350.0,22,-4.0,46,44,4,7,3.0,90,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,3.0,,1.0,1.0,3.0,5.0,2.0,4.0,,12.0,47,,,,,1.0,1.0,1.0,,3.0,2.0,6.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,4,,1.0,0.5,,1.0,0.5,0.6,,0.6666666666666666,,0.75,0.6666666666666666,,0.75,0.4444444444444444,,,18.367346938775512,,,,,,,,0.2222222222222222,0.5,0.5,0.2222222222222222,1.0,1.0,0.1111111111111111,,,0.1111111111111111,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,,0.5,1.0,0.6666666666666666,0.6666666666666666,0.4874222222222222,,0.396475,,,,0.25,8.36,25.95,0.08695652173913043,,,,,,,,,4.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2584,1610612740,Willie Green,Willie Green,2584,NOH,5009.0,83,-14.0,152,146,45,51,12.0,298,2.0,3.0,7.0,12.0,3.0,12.0,1.0,3.0,,1.0,,2.0,1.0,6.0,3.0,,2.0,12.0,27.0,2.0,9.0,4.0,34.0,173,1.0,4.0,3.0,1.0,5.0,,4.0,1.0,3.0,10.0,6.0,,6.0,1.0,1.0,2.0,2.0,4.0,,2.0,1.0,,1.0,10.0,3.0,,4.0,5.0,2.0,2.0,,1.0,2.0,1.0,,3.0,2.0,14.0,8.0,7.0,1.0,,3.0,1.0,3.0,45,1.0,1.0,0.2222222222222222,0.25,,0.2222222222222222,0.4444444444444444,0.2,0.4166666666666667,0.375,0.1111111111111111,0.4358974358974359,0.375,0.15,0.25,0.037037037037037035,0.08333333333333333,25.30120481927711,0.3333333333333333,,0.13636363636363635,0.041666666666666664,,,0.17647058823529413,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.5833333333333334,0.3333333333333333,0.25,0.2727272727272727,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,,,0.75,0.2222222222222222,,0.2222222222222222,,0.3333333333333333,0.16666666666666666,0.4439138888888889,0.53725,0.4204611111111111,0.07894736842105263,0.10344827586206896,0.08823529411764706,0.08823529411764706,11.98888888888889,24.888888888888886,0.29605263157894735,1.0,,,1.0,,,,,14.0,7.0,0.5833333333333334,0.5833333333333334,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.05555555555555555,0.01694915254237288,0.14285714285714285,1.0,0.6666666666666666,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2772,1610612740,Trevor Ariza,Trevor Ariza,2772,NOH,2739.0,46,-7.0,82,78,34,42,7.0,160,4.0,6.0,1.0,3.0,,1.0,2.0,4.0,,,2.0,3.0,,4.0,,,2.0,5.0,10.0,2.0,8.0,5.0,21.0,99,,,5.0,3.0,6.0,2.0,5.0,2.0,14.0,4.0,6.0,,4.0,,1.0,3.0,1.0,4.0,,1.0,1.0,1.0,1.0,9.0,,2.0,2.0,6.0,2.0,2.0,,,1.0,,,1.0,1.0,1.0,3.0,5.0,1.0,,2.0,1.0,14.0,34,,1.0,0.25,,0.4,0.25,0.5,0.5,0.4444444444444444,1.0,0.5454545454545454,0.525,1.25,0.5833333333333334,0.4444444444444444,0.1,,21.73913043478261,,0.08,,0.05714285714285714,,0.125,,0.3333333333333333,0.6666666666666666,0.8,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.05555555555555555,,,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,,,,,,,0.2727272727272727,0.6666666666666666,0.18181818181818182,,0.7777777777777778,,0.4693166666666667,0.5854,0.44324545454545455,0.10526315789473684,0.18181818181818182,0.23809523809523808,0.6666666666666666,5.609999999999999,24.525000000000002,0.4146341463414634,,,,,,1.0,0.1111111111111111,,6.0,,0.6,0.75,1.0,,,2.0,,4.0,,,,,,0.16666666666666666,0.12121212121212122,0.25,0.5,,,,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.09523809523809523,0.2,0.125,0.125,0.1,0.5,1.0,1.0,0.36363636363636365,0.5,,,,,,,,True,,,,,,,,,,,,
201160,1610612740,Jason Smith,Jason Smith,201160,NOH,2127.0,35,-11.0,67,63,19,27,7.0,130,,,,1.0,3.0,8.0,,,,,,,,,,,,3.0,9.0,,,,6.0,84,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,7.0,,,,,,,,19,,,,,,,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,,,,0.1111111111111111,0.125,12.0,,0.05263157894736842,0.1111111111111111,0.07142857142857142,,,,,,,0.1111111111111111,,,0.8888888888888888,0.375,0.42857142857142855,,,,,,,,,,,,,,,,,,0.4063777777777778,,0.40245,,,,,15.988888888888892,,0.2835820895522388,,,,,,,0.14285714285714285,,6.0,5.0,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,0.5,,,,,True,,,,,,,,,,,,
201189,1610612740,Aaron Gray,Aaron Gray,201189,NOH,2326.0,39,2.0,71,69,25,22,6.0,140,2.0,4.0,2.0,3.0,,,,,,,,,,,,,,4.0,7.0,,,1.0,9.0,75,,,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,1.0,9.0,11.0,14.0,2.0,1.0,1.0,1.0,2.0,,1.0,3.0,,5.0,3.0,3.0,1.0,,1.0,1.0,,25,1.0,,,,,,0.5714285714285714,,0.5714285714285714,0.5,,0.5625,0.3333333333333333,,,,,14.102564102564102,0.3333333333333333,0.391304347826087,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.625,0.16666666666666666,0.5714285714285714,0.5,0.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,0.5714285714285714,,0.4948142857142857,0.56655,0.3964,0.14285714285714285,0.14285714285714285,0.2222222222222222,,3.5857142857142854,,0.352112676056338,,,1.0,,,,0.125,,6.0,3.0,0.75,1.0,1.0,,,,1.0,3.0,,,,,0.3333333333333333,,0.1111111111111111,,0.5,,,,1.0,2.0,,1.0,1.0,2.0,,2.0,3.0,2.0,2.0,,,2.0,2.0,2.0,,0.5,,0.15789473684210525,0.3333333333333333,0.16666666666666666,,0.6666666666666666,1.0,1.0,0.5,1.0,,,,,1.0,,,,True,,,,,,,,,,,,
2731,1610612740,Emeka Okafor,Emeka Okafor,2731,NOH,1983.0,33,-6.0,58,58,11,16,4.0,116,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,2.0,3.0,,,,4.0,63,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,2.0,,,2.0,,6.0,3.0,,,,,,,11,,,,,,,0.6666666666666666,,0.6666666666666666,,,0.6666666666666666,,,,,,8.064516129032258,,0.041666666666666664,0.08333333333333333,0.05555555555555555,,,0.1111111111111111,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.4141000000000001,,0.2235,,,,,9.533333333333333,,0.1896551724137931,,1.0,,,,,0.125,,4.0,5.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,True,,,,,,,,,,,,
201171,1610612740,Carl Landry,Carl Landry,201171,NOH,2599.0,43,-8.0,76,73,24,22,5.0,149,2.0,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,4.0,8.0,,,7.0,15.0,82,,,,,,,,2.0,2.0,,,,,,1.0,1.0,,1.0,,,1.0,,,2.0,3.0,2.0,5.0,7.0,1.0,1.0,,2.0,2.0,,2.0,4.0,3.0,8.0,6.0,7.0,1.0,,4.0,,2.0,24,,,,,,,0.5,,0.5,,,0.6818181818181818,,1.0,,0.125,,18.29268292682927,0.5,0.07692307692307693,0.25,0.13157894736842105,,0.09090909090909091,0.2222222222222222,0.375,0.6666666666666666,1.0,0.375,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,,,,,,,,,,,,,,,,0.375,,0.4533625,,,0.36363636363636365,0.36363636363636365,,0.13333333333333333,7.012500000000001,,0.3157894736842105,,,2.0,1.0,,1.0,0.125,,8.0,5.0,1.0,1.0,1.0,,,1.0,,2.0,,,,,,0.08333333333333333,0.06060606060606061,0.3333333333333333,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,0.047619047619047616,,0.14285714285714285,,,,,,,,,,0.3333333333333333,,,,,True,,,,,,,,,,,,
2788,1610612740,DJ Mbenga,DJ Mbenga,2788,NOH,815.0,14,-10.0,25,23,6,9,2.0,48,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,36,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,3.0,,2.0,2.0,4.0,1.0,1.0,,,1.0,,,1.0,,5.0,1.0,2.0,,,1.0,,1.0,6,,,,,,,,,,,,0.5,,0.5,,,,7.142857142857142,,0.2857142857142857,,0.2,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,0.24,,,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,0.18181818181818182,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.25,0.5,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,
