EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,PenaltyFG2M,PenaltyFG2A,DefTwoPtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg2Pct,PenaltyEfgPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShortMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtShootingFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,ShootingFouls,Fouls,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,on,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsAssisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Defensive 3 Seconds Violations,Assisted3sPct,SecondChanceFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls Drawn,DefensiveGoaltends,OffensiveGoaltends,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted
200796,1610612763,Leon Powe,Leon Powe,200796,MEM,460.0,8,-1.0,17,17,10,17,2.0,34,2.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,19,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,10,2.0,1.0,1.0,0.2,0.2,0.35714285714285715,0.5,0.75,0.4,1.0,36.8421052631579,0.25,0.3333333333333333,0.125,0.25,0.5,0.25,0.5,0.4,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,0.4,0.46896000000000004,0.7248,0.4,0.6,12.040000000000001,0.5882352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632,1610612763,Hamed Haddadi,Hamed Haddadi,201632,MEM,460.0,8,-1.0,17,17,10,17,2.0,34,1.0,,,,1.0,2.0,,2.0,19,,,,,2.0,2.0,,,,1.0,,1.0,,,,2.0,10,,1.0,1.0,0.5,0.5,0.5,,0.5,,,15.789473684210526,,,0.125,,,,,0.5,,,,,,0.5,0.51795,,,1.0,3.3,0.5882352941176471,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.51795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201970,1610612763,Sam Young,Sam Young,201970,MEM,507.0,8,-3.0,19,18,12,18,3.0,37,1.0,,,,,3.0,,,21,,,,,,,,,1.0,1.0,,1.0,,,,,12,,,,,,,,,,,13.636363636363637,,0.3333333333333333,0.125,,,,0.5,0.3333333333333333,,,,,,0.3333333333333333,0.33716666666666667,,,,5.366666666666666,0.631578947368421,,,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.3333333333333333,,0.33716666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202349,1610612763,Greivis Vasquez,Greivis Vasquez,202349,MEM,507.0,8,-3.0,19,18,12,18,3.0,37,,,,,1.0,1.0,2.0,7.0,21,,,,2.0,7.0,,,,1.0,1.0,,1.0,1.0,2.0,,7.0,12,,,,1.0,1.25,1.1666666666666667,,1.1666666666666667,,,18.181818181818183,,0.3333333333333333,0.125,,,,,,,,,,,0.5,0.405475,,,1.0,7.7,0.631578947368421,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.25,1.0,,,,,,,0.5,,,0.405475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,24.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202397,1610612763,Ish Smith,Ish Smith,202397,MEM,590.0,10,-5.0,21,21,14,21,3.0,42,,,,,2.0,3.0,,4.0,25,,,,,,,,,,2.0,,2.0,,,,,14,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,16.666666666666668,,,0.2222222222222222,,,,,,,,,,,,0.37566666666666665,,,,8.833333333333334,0.6666666666666666,,,,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0.3333333333333333,,,,,,1.0,,,0.3919,2.0,,,,,,,,,4.0,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,83.0,1,-2.0,2,3,2,3,,5,,,,,,1.0,,,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,50.0,,,,,,,,,,,,,,,0.2957,,,,11.4,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,0.2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,130.0,2,-4.0,4,4,4,4,1.0,8,1.0,1.0,,,,1.0,,,6,1.0,,,,,,,1.0,,,1.0,1.0,,,,,4,,,,,,,,,,,20.0,0.3333333333333333,,,0.3333333333333333,0.5,,,1.0,,,,,1.0,1.0,0.3911,0.3911,,,1.6,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201589,1610612763,Darrell Arthur,Darrell Arthur,201589,MEM,53.0,1,-2.0,2,2,2,2,1.0,4,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,83.0,1,-2.0,2,3,2,3,,5,1.0,,,,1.0,1.0,,2.0,4,,,,,2.0,2.0,,,,1.0,,1.0,,,,2.0,2,,1.0,1.0,1.0,1.0,1.0,,1.0,,,50.0,,,1.0,,,,,1.0,,,,,,1.0,0.6855,,,1.0,0.8,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,0.6855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,77.0,1,-2.0,2,2,2,2,,4,,,,,,,,,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
