EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,PtsPutbacks,Fg2aBlocked,Arc3Assists,OffThreePtRebounds,FTDefRebounds,SelfOReb,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LostBallTurnovers,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,SecondChanceArc3PctAssisted,SecondChanceTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3FGM,PenaltyFG3M,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,on,SecondChanceCorner3FGA,PenaltyCorner3FGA,Charge Fouls,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,BlockedLongMidRange,OffCorner3ReboundPct,Clear Path Fouls,BlockingFoulsDrawn,OffensiveGoaltends,PenaltyCorner3FGM,Travels,LongMidRangePctBlocked,PenaltyCorner3Accuracy,HeaveAttempts,HeaveMakes,DefensiveGoaltends,3SecondViolations
101122,1610612754,Danny Granger,Danny Granger,101122,IND,1431.0,24.0,-22.0,41,46,6,11.0,5.0,87,1.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,3.0,4.0,7.0,2.0,16.0,67,1.0,1.0,1.0,2.0,2.0,2.0,12.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.7,0.7272727272727273,0.5,0.7,25.0,1.0,0.05,0.3333333333333333,0.13793103448275862,0.1111111111111111,0.2857142857142857,0.5,0.3,0.3333333333333333,0.3333333333333333,0.1,1.0,1.0,1.0,0.6,0.5,0.5,1.0,0.5,1.0,0.7,0.5,0.4595749999999999,0.490575,0.35235,0.125,18.633333333333333,25.21428571428572,0.14634146341463414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,1631.0,27.0,5.0,46,48,5,5.0,7.0,94,,1.0,,,,,,,1.0,3.0,,,2.0,4.0,48,1.0,,,,,,,,,1.0,1.0,2.0,1.0,,5.0,,2.0,2.0,6.0,1.0,1.0,2.0,,2.0,4.0,4.0,,3.0,,2.0,1.0,2.0,4.0,,,,0.3333333333333333,0.3333333333333333,0.5,,,11.11111111111111,0.5,0.11764705882352941,,0.08333333333333333,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,0.46436666666666665,0.3864,,,7.599999999999999,,0.10869565217391304,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.15789473684210525,0.12,1.0,0.15384615384615385,0.125,0.5,0.6666666666666666,0.5,0.5,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201177,1610612754,Josh McRoberts,Josh McRoberts,201177,IND,1671.0,28.0,,50,51,8,12.0,7.0,101,1.0,4.0,,,,1.0,,,5.0,12.0,,1.0,2.0,12.0,54,3.0,,,,2.0,4.0,,1.0,,1.0,2.0,3.0,1.0,1.0,8.0,,4.0,5.0,9.0,1.0,1.0,1.0,,2.0,4.0,4.0,1.0,3.0,,,,,7.0,,,,0.4166666666666667,0.38461538461538464,0.42857142857142855,0.5,0.07692307692307693,25.423728813559322,1.0,0.36363636363636365,,0.25,,,,0.3076923076923077,0.25,0.25,,,,,0.07692307692307693,,,,,,0.46153846153846156,,0.4697615384615385,0.49319999999999997,0.46085,0.16666666666666666,9.125,26.7,0.16,3.0,5.0,,2.0,6.0,,3.0,,4.0,1.0,1.0,,,,1.0,,,1.0,2.0,,,,0.6,0.75,0.3333333333333333,,0.15789473684210525,0.15384615384615385,,0.07692307692307693,0.2,,0.38461538461538464,0.6,0.75,0.3333333333333333,0.14285714285714285,0.15384615384615385,0.16666666666666666,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.08333333333333333,0.2,1.0,0.14285714285714285,0.5,0.14285714285714285,0.6,0.2857142857142857,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201575,1610612754,Brandon Rush,Brandon Rush,201575,IND,3311.0,55.0,-7.0,100,104,25,21.0,14.0,204,1.0,6.0,2.0,2.0,1.0,2.0,,,3.0,9.0,3.0,4.0,1.0,16.0,119,2.0,,,1.0,1.0,2.0,9.0,2.0,1.0,2.0,1.0,3.0,,,7.0,1.0,6.0,7.0,7.0,1.0,,1.0,1.0,3.0,5.0,3.0,,2.0,,,,1.0,24.0,1.0,0.75,0.75,0.3333333333333333,0.5769230769230769,0.5714285714285714,0.5,0.3076923076923077,12.711864406779661,1.0,0.16216216216216217,0.08333333333333333,0.14285714285714285,,0.1,,0.46153846153846156,0.16666666666666666,0.16666666666666666,0.15384615384615385,1.0,1.0,1.0,0.15384615384615385,0.5,0.5,1.0,,,0.5384615384615384,0.5,0.4598923076923077,0.44925000000000004,,0.0625,14.600000000000001,24.700000000000003,0.25,2.0,3.0,,2.0,4.0,2.0,,,,1.0,,1.0,,,,,1.0,,1.0,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.2857142857142857,,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.07142857142857142,0.1,0.125,1.0,1.0,,,,,1.0,,,,,1.0,,,,1.0,0.5,,0.5,,,,,,,,0.15384615384615385,,,,,,,0.5,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201985,1610612754,AJ Price,AJ Price,201985,IND,2101.0,35.0,-5.0,62,64,9,6.0,10.0,126,1.0,3.0,,,3.0,6.0,1.0,,2.0,6.0,3.0,6.0,6.0,19.0,74,,1.0,,,,2.0,,6.0,3.0,1.0,3.0,4.0,,1.0,11.0,,,,1.0,2.0,1.0,4.0,2.0,,2.0,6.0,,7.0,,,,,9.0,,0.5,0.5,0.3333333333333333,0.5416666666666666,0.6333333333333333,,0.5,25.333333333333332,0.5,,,,,,,0.25,0.3333333333333333,0.3333333333333333,,,,,0.5,0.5,0.5,,1.0,,0.5833333333333334,0.5,0.4814375,0.55275,0.3898,,12.266666666666666,25.916666666666668,0.14516129032258066,,1.0,,3.0,2.0,,,,1.0,2.0,1.0,1.0,2.0,,,1.0,,,3.0,,,,0.5,0.5,1.5,,,0.029411764705882353,,,,,0.08333333333333333,,,,0.26666666666666666,0.3333333333333333,0.15789473684210525,,,,,1.0,2.0,,,1.0,,,3.0,1.0,,,,,,1.5,,,,,0.1111111111111111,,0.1111111111111111,,,0.16666666666666666,0.5,0.5,,1.0,,,,,1.0,,,,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2563,1610612754,Dahntay Jones,Dahntay Jones,2563,IND,20.0,,-1.0,1,3,1,3.0,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2399,1610612754,Mike Dunleavy,Mike Dunleavy,2399,IND,2249.0,37.0,9.0,70,70,17,8.0,10.0,140,2.0,6.0,,,2.0,6.0,1.0,1.0,3.0,8.0,2.0,6.0,,12.0,72,,1.0,1.0,,2.0,,6.0,6.0,2.0,4.0,1.0,5.0,,1.0,11.0,1.0,1.0,2.0,2.0,1.0,,1.0,,1.0,2.0,3.0,1.0,,,,,,17.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,18.29268292682927,1.0,0.05,0.16666666666666666,0.07692307692307693,,0.16666666666666666,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5714285714285714,0.3333333333333333,0.48008928571428566,,0.530775,0.16666666666666666,15.025,25.349999999999998,0.24285714285714285,1.0,2.0,,3.0,6.0,2.0,,,,3.0,2.0,1.0,,,,,,,,,,,1.0,1.0,1.5,,,,,,0.09090909090909091,,0.14285714285714285,0.5,0.5,1.0,,,0.25,,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,2.0,,1.0,1.5,0.5,,,,,,,,,,,,,1.0,,,0.5,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,959.0,16.0,-3.0,28,30,14,9.0,5.0,58,,2.0,,,,,,,1.0,4.0,,,5.0,7.0,36,1.0,,,1.0,3.0,2.0,,,,1.0,,1.0,,,2.0,,,,4.0,1.0,1.0,1.0,,1.0,1.0,3.0,,6.0,1.0,,,,14.0,,,,0.25,0.25,0.5,0.75,,22.22222222222222,1.0,,,,,,,0.5,,,,,,,,,,,,,0.5,,0.473175,0.6674,0.6674,0.42857142857142855,10.975,,0.5,1.0,2.0,2.0,4.0,,,4.0,,4.0,,,,,,,,,,2.0,,,,,,1.0,,0.36363636363636365,0.2857142857142857,0.3333333333333333,0.6,,,0.5,0.5,0.5,,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,0.3333333333333333,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,
201954,1610612754,Darren Collison,Darren Collison,201954,IND,547.0,9.0,-1.0,17,17,8,11.0,1.0,34,1.0,1.0,,,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,9.0,23,,,1.0,,3.0,2.0,,2.0,2.0,2.0,,2.0,,1.0,4.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,1.0,1.0,,1.0,8.0,,1.0,1.0,0.5,1.0,0.9,1.5,0.5,36.8421052631579,1.0,0.09090909090909091,,0.08333333333333333,,,,0.25,1.0,1.0,,,,,0.5,1.0,1.0,,,1.0,0.75,1.0,0.4952125,,0.3384,0.3333333333333333,9.0,24.65,0.47058823529411764,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,,0.25,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,1.5,0.5,1.0,,,,,,,,,,,,,,,,1.0,,,,,,6.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,
201946,1610612754,Tyler Hansbrough,Tyler Hansbrough,201946,IND,1629.0,27.0,-8.0,52,55,15,15.0,6.0,107,1.0,4.0,,,,,,,3.0,9.0,,,5.0,11.0,66,3.0,,,2.0,8.0,,,,,,,,,,,,3.0,3.0,6.0,1.0,,1.0,,2.0,4.0,7.0,,6.0,,,,,15.0,,,,0.3333333333333333,0.3333333333333333,0.4583333333333333,0.6666666666666666,,21.666666666666668,1.0,0.13043478260869565,,0.10714285714285714,0.25,,,0.4444444444444444,0.25,0.25,,,,,,,,,,,0.3333333333333333,,0.452111111111111,0.5096499999999999,0.4282,0.7272727272727273,11.222222222222221,,0.28846153846153844,1.0,3.0,,,6.0,,2.0,,3.0,,,,,,,,2.0,,3.0,,,,1.0,1.0,,,0.1111111111111111,0.13636363636363635,0.3333333333333333,0.1,0.125,,0.3333333333333333,0.3333333333333333,0.5,1.0,0.25,0.25,,,2.0,1.0,1.0,1.0,2.0,,3.0,5.0,,1.0,,1.0,,,8.0,,0.6,,0.6,0.1111111111111111,0.3333333333333333,,0.25,,0.25,,,0.2222222222222222,0.5,0.5,1.0,1.0,0.6666666666666666,,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
