EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,BlockingFouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimPctAssisted,PtsUnassisted3s,StepOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,PenaltyArc3FGM,Clear Path Fouls,PenaltyArc3Accuracy,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,on,HeaveMakes,HeaveAttempts
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,12719.0,212,-18.0,399,395,157,121.0,43.0,794,22.0,33.0,5.0,8.0,6.0,10.0,8.0,25.0,3.0,11.0,33.0,69.0,10.0,76.0,424,6.0,12.0,12.0,10.0,21.0,2.0,22.0,38.0,28.0,8.0,3.0,11.0,5.0,16.0,3.0,2.0,9.0,2.0,37.0,3.0,13.0,7.0,34.0,6.0,47.0,16.0,63.0,3.0,3.0,3.0,8.0,3.0,5.0,10.0,3.0,18.0,2.0,9.0,8.0,17.0,2.0,2.0,3.0,15.0,2.0,2.0,1.0,16.0,8.0,15.0,10.0,5.0,15.0,9.0,22.0,155,3.0,0.5757575757575758,0.6551724137931034,0.4782608695652174,0.5,0.47619047619047616,0.4782608695652174,0.5,0.47619047619047616,0.4935064935064935,0.5,0.5,0.043478260869565216,0.030303030303030304,0.08,21.205357142857142,0.4444444444444444,0.2857142857142857,0.22972972972972974,0.10743801652892562,0.2916666666666667,0.061224489795918366,0.23837209302325582,0.09411764705882353,0.09090909090909091,0.1590909090909091,0.06818181818181818,0.0967741935483871,0.22727272727272727,0.25862068965517243,0.1956521739130435,0.35714285714285715,0.2,0.09090909090909091,0.6,0.4782608695652174,0.6666666666666666,0.6875,0.6363636363636364,0.36231884057971014,0.32,0.34782608695652173,0.5,0.15942028985507245,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.625,0.47619047619047616,0.6,0.4782608695652174,0.4950884057971014,0.5750222222222222,0.48947619047619045,0.1038961038961039,0.1038961038961039,0.15789473684210525,0.2894736842105263,6.156521739130436,0.39348370927318294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,7265.0,121,16.0,231,229,77,64.0,23.0,460,11.0,11.0,,,4.0,4.0,1.0,6.0,3.0,8.0,15.0,25.0,27.0,72.0,218,,,4.0,6.0,9.0,16.0,31.0,12.0,18.0,,,12.0,2.0,14.0,2.0,,7.0,3.0,30.0,1.0,,2.0,9.0,2.0,13.0,1.0,14.0,,9.0,5.0,11.0,,9.0,3.0,2.0,14.0,,4.0,5.0,8.0,,,2.0,25.0,1.0,1.0,1.0,33.0,10.0,2.0,1.0,1.0,2.0,1.0,29.0,75,,0.4,0.4,0.6,,0.6666666666666666,0.5232558139534884,,0.5769230769230769,0.6206896551724138,0.4,0.6739130434782609,,,,28.015564202334634,0.7857142857142857,0.18181818181818182,0.09090909090909091,,0.15384615384615385,0.034482758620689655,0.09821428571428571,0.010752688172043012,,,,,0.06666666666666667,0.05128205128205128,0.16666666666666666,0.2857142857142857,,,0.5,0.2558139534883721,1.0,1.0,0.5454545454545454,0.13953488372093023,0.16666666666666666,0.16666666666666666,,0.18604651162790697,0.375,0.375,,,,0.3076923076923077,1.0,0.6744186046511628,0.5267581395348837,0.64835,0.4999346153846154,0.2,0.3125,0.05555555555555555,0.4305555555555556,9.28,0.3333333333333333,2.0,7.0,3.0,1.0,2.0,3.0,11.0,2.0,5.0,18.0,3.0,4.0,1.0,4.0,15.0,11.0,3.0,2.0,4.0,1.0,1.0,3.0,8.0,7.0,1.0,0.2777777777777778,0.25,0.2777777777777778,0.4186046511627907,0.07692307692307693,0.16279069767441862,0.2857142857142857,0.2857142857142857,1.0,0.2558139534883721,0.2727272727272727,0.2727272727272727,1.0,1.0,0.15384615384615385,0.5,0.15384615384615385,0.2727272727272727,24.52777777777778,,,,,,,,,,,,,,,,,,,,,,,True,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,405.0,7,-9.0,12,14,7,2.0,2.0,26,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,2.0,15,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,2.0,7,,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.39225,0.3846,0.3846,,,1.0,1.0,2.75,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
201588,1610612759,George Hill,George Hill,201588,SAS,7863.0,131,-14.0,242,241,104,73.0,30.0,483,3.0,10.0,1.0,2.0,2.0,5.0,2.0,3.0,4.0,5.0,9.0,18.0,20.0,47.0,274,1.0,2.0,2.0,5.0,9.0,12.0,25.0,8.0,10.0,2.0,2.0,6.0,3.0,9.0,3.0,,3.0,3.0,21.0,2.0,2.0,2.0,14.0,2.0,18.0,4.0,22.0,1.0,8.0,2.0,4.0,,4.0,3.0,,7.0,,3.0,5.0,11.0,,,,20.0,1.0,1.0,1.0,23.0,5.0,2.0,1.0,1.0,2.0,,23.0,102,2.0,0.4444444444444444,0.5,0.5,0.5,0.5555555555555556,0.48214285714285715,0.5,0.4642857142857143,0.5897435897435898,0.5,0.5714285714285714,0.1111111111111111,0.2,,16.666666666666668,0.5714285714285714,0.125,0.1794871794871795,0.02631578947368421,0.14285714285714285,0.0625,0.17391304347826086,0.037037037037037035,0.09090909090909091,,,0.1,0.14285714285714285,0.1935483870967742,0.19230769230769232,0.125,0.16666666666666666,0.07692307692307693,,0.35714285714285715,0.3,0.375,0.3333333333333333,0.10714285714285714,0.6666666666666666,0.6666666666666666,,0.17857142857142858,0.8,0.8,0.75,1.0,0.5,0.35714285714285715,0.4,0.7142857142857143,0.5089660714285714,0.5314,0.5141428571428571,0.15151515151515152,0.21739130434782608,0.0425531914893617,0.5319148936170213,7.383333333333334,0.4297520661157025,2.0,5.0,,1.0,2.0,1.0,5.0,3.0,3.0,10.0,,,1.0,5.0,6.0,5.0,1.0,,6.0,,,,6.0,5.0,0.6666666666666666,0.3,0.2,0.3,0.35714285714285715,,0.17857142857142858,0.4,0.4,1.0,0.17857142857142858,0.2,0.2,,,0.14285714285714285,0.5,0.21428571428571427,0.2,24.339999999999996,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,True,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,10804.0,180,-21.0,337,332,122,101.0,35.0,669,19.0,26.0,2.0,2.0,7.0,8.0,9.0,19.0,6.0,17.0,34.0,62.0,27.0,98.0,353,5.0,5.0,12.0,9.0,15.0,12.0,33.0,20.0,48.0,,7.0,16.0,8.0,24.0,3.0,5.0,7.0,6.0,56.0,,1.0,2.0,9.0,1.0,12.0,1.0,13.0,,6.0,2.0,9.0,2.0,7.0,8.0,2.0,17.0,,5.0,5.0,9.0,,1.0,1.0,24.0,,2.0,,35.0,12.0,2.0,,2.0,2.0,,33.0,121,1.0,0.29411764705882354,0.29411764705882354,0.5483870967741935,1.0,0.6,0.5071428571428571,1.0,0.5833333333333334,0.5632183908045977,0.8571428571428571,0.66,0.11290322580645161,0.19230769230769232,0.10526315789473684,27.80748663101604,0.5294117647058824,0.058823529411764705,0.07086614173228346,0.010101010101010102,0.09523809523809523,,0.07432432432432433,0.0070921985815602835,,0.030303030303030304,,,0.05128205128205128,0.08,0.07894736842105263,,0.2222222222222222,,,0.37142857142857144,0.7307692307692307,0.9047619047619048,0.3684210526315789,0.2714285714285714,0.47368421052631576,0.5294117647058824,0.2222222222222222,0.24285714285714285,0.35294117647058826,0.35294117647058826,0.16666666666666666,0.4,1.0,0.4444444444444444,0.875,0.4857142857142857,0.4787385714285715,0.35769999999999996,0.49784166666666674,0.14814814814814814,0.1643835616438356,0.12244897959183673,0.336734693877551,8.461290322580645,0.3620178041543027,,4.0,,,1.0,1.0,4.0,2.0,1.0,8.0,,2.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,,1.0,6.0,5.0,1.0,0.125,0.3333333333333333,0.125,0.11428571428571428,,0.05714285714285714,,,,0.05714285714285714,0.25,0.25,1.0,,0.05555555555555555,,0.1111111111111111,0.25,24.2625,0.5,,1.0,1.0,,1.0,1.0,0.5,,,,,,,,,,,,,,,True,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,8423.0,140,-16.0,263,263,98,74.0,27.0,526,1.0,2.0,,1.0,,1.0,,2.0,3.0,6.0,4.0,10.0,4.0,30.0,271,,1.0,,,3.0,3.0,9.0,6.0,2.0,,,3.0,1.0,4.0,1.0,,2.0,1.0,9.0,,1.0,3.0,15.0,,18.0,2.0,20.0,,2.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,,1.0,7.0,12.0,,,1.0,5.0,,1.0,1.0,6.0,2.0,3.0,3.0,,3.0,2.0,9.0,98,1.0,0.75,0.75,0.4,,,0.5416666666666666,,0.375,0.5555555555555556,,0.45,,,,10.884353741496598,0.6,,0.14285714285714285,0.012048192771084338,0.16666666666666666,,0.14634146341463414,0.009009009009009009,,0.03125,,,0.02857142857142857,0.13157894736842105,0.28125,0.16666666666666666,0.16666666666666666,,0.6666666666666666,0.08333333333333333,0.5,0.5,1.0,0.08333333333333333,,,,0.25,0.5,0.5,0.6666666666666666,1.0,,0.125,,0.6666666666666666,0.5214416666666667,,0.49505,0.07692307692307693,0.16666666666666666,,0.3,13.65,0.3726235741444867,4.0,5.0,,2.0,2.0,2.0,9.0,3.0,6.0,14.0,,,2.0,5.0,18.0,9.0,2.0,,,,3.0,,1.0,1.0,1.0,0.42857142857142855,0.4,0.42857142857142855,0.5833333333333334,,0.20833333333333334,0.8,0.8,1.0,0.375,0.2222222222222222,0.2222222222222222,1.0,,0.25,1.0,0.375,0.2222222222222222,24.2,,,,,,,,,1.0,2.0,0.09090909090909091,,,,,,,,,,,,True,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,3780.0,63,-21.0,125,122,69,53.0,14.0,247,1.0,1.0,,,1.0,1.0,2.0,8.0,3.0,5.0,6.0,14.0,1.0,25.0,160,1.0,2.0,2.0,5.0,10.0,1.0,23.0,2.0,10.0,2.0,1.0,2.0,,2.0,,,,1.0,4.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,8.0,1.0,,,,,,2.0,,2.0,,,4.0,7.0,,,1.0,2.0,,,,1.0,,1.0,1.0,,1.0,,23.0,68,,0.16666666666666666,0.2,0.42857142857142855,0.5,0.5,0.4444444444444444,0.3333333333333333,0.6111111111111112,0.4444444444444444,0.3333333333333333,0.6111111111111112,0.07142857142857142,,0.125,20.13888888888889,,0.25,0.08823529411764706,0.024390243902439025,0.16666666666666666,0.0625,0.1,0.03508771929824561,,0.0625,,,0.14285714285714285,0.06666666666666667,0.08333333333333333,,0.3333333333333333,0.06666666666666667,,0.037037037037037035,1.0,1.0,,0.2962962962962963,0.25,0.2857142857142857,0.5,0.18518518518518517,0.6,0.6,,,,0.05555555555555555,1.0,0.5185185185185185,0.46041851851851845,0.41325,0.4573138888888889,,,0.08,0.92,12.107142857142858,0.552,,3.0,1.0,,1.0,4.0,10.0,7.0,4.0,13.0,1.0,,4.0,8.0,9.0,10.0,4.0,1.0,,,2.0,,,,0.75,0.3076923076923077,0.5,0.3076923076923077,0.48148148148148145,0.2,0.1111111111111111,,,,0.37037037037037035,0.4,0.4,0.75,0.3333333333333333,0.05555555555555555,,0.3888888888888889,0.4,24.946153846153848,,3.0,,1.0,1.0,4.0,,0.5714285714285714,,1.0,,1.0,0.07692307692307693,0.3333333333333333,,,,,,,,,True,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,3239.0,54,-9.0,103,101,67,47.0,11.0,204,,,,,,,,,1.0,1.0,1.0,1.0,5.0,16.0,123,,,6.0,1.0,1.0,5.0,16.0,2.0,,,,1.0,,1.0,,,,1.0,2.0,2.0,,,3.0,1.0,4.0,2.0,6.0,,1.0,1.0,,,,,,,,,4.0,11.0,,2.0,,3.0,1.0,,,6.0,1.0,,,,,,16.0,67,2.0,1.0,1.0,1.0,,1.0,0.6111111111111112,1.5,0.9166666666666666,0.6666666666666666,1.0,0.8888888888888888,,,,10.16949152542373,,0.125,0.08333333333333333,,,0.09090909090909091,0.06976744186046512,0.0425531914893617,,,,0.13333333333333333,0.1111111111111111,0.13333333333333333,,,,,,,,,,,,,,0.1111111111111111,1.0,1.0,1.0,,,,,0.8888888888888888,0.5265944444444445,0.57765,0.5228916666666666,0.1,0.5,0.375,1.0,14.2,0.6504854368932039,,2.0,,,2.0,3.0,6.0,3.0,3.0,8.0,1.0,3.0,3.0,5.0,9.0,6.0,3.0,,,,,,2.0,2.0,1.0,0.375,0.6,0.375,0.8888888888888888,,0.2222222222222222,,,,0.6666666666666666,0.5,0.5,1.0,,0.3333333333333333,,0.5,0.5,24.9,,,,,,3.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,,
686,1610612759,Antonio McDyess,Antonio McDyess,686,SAS,8281.0,138,-6.0,258,251,77,55.0,28.0,509,5.0,10.0,2.0,5.0,2.0,3.0,,2.0,9.0,23.0,14.0,35.0,4.0,32.0,258,3.0,7.0,8.0,3.0,10.0,4.0,10.0,24.0,4.0,4.0,1.0,6.0,2.0,8.0,1.0,1.0,5.0,,18.0,3.0,5.0,3.0,13.0,3.0,19.0,9.0,28.0,,2.0,2.0,2.0,2.0,2.0,5.0,,7.0,1.0,4.0,6.0,19.0,,,2.0,11.0,5.0,1.0,,7.0,,5.0,3.0,2.0,5.0,2.0,10.0,75,3.0,0.8571428571428571,1.0,0.4,0.42857142857142855,0.3,0.4,0.42857142857142855,0.3,0.41025641025641024,0.5,0.38461538461538464,0.02857142857142857,,0.5,15.625,0.2857142857142857,0.3333333333333333,0.13,0.05747126436781609,0.17647058823529413,0.125,0.13675213675213677,0.07207207207207207,0.043478260869565216,0.10714285714285714,0.027777777777777776,0.125,0.14705882352941177,0.05714285714285714,0.1935483870967742,0.16666666666666666,0.2,,0.4,0.2857142857142857,0.5,0.5,0.6,0.05714285714285714,,,,0.6571428571428571,0.391304347826087,0.391304347826087,1.0,0.7142857142857143,0.4,0.3,0.6666666666666666,0.2857142857142857,0.45117142857142856,0.4761666666666667,0.47424,,,0.25,0.3125,13.131428571428568,0.29844961240310075,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,,4.0,3.0,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.14285714285714285,,,,,,,,,,,1.0,True,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,769.0,13,9.0,22,24,6,12.0,2.0,46,1.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,4.0,3.0,5.0,20,1.0,1.0,2.0,1.0,2.0,,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,2.0,2.0,,,,2.0,,,2.0,4.0,2.0,,,,,,2.0,6,,,,0.25,1.0,0.5,0.25,1.0,0.5,0.4166666666666667,1.0,0.5,0.25,,1.0,25.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,0.25,,,,,,,,1.0,1.0,1.0,0.5,0.75,0.501875,0.4834,0.52565,0.3333333333333333,0.3333333333333333,0.4,0.4,2.325,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,True,,
