EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,FG2A,OpponentPoints,Fg2aBlocked,OffThreePtRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,AtRimPctBlocked,Usage,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,Points,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,FoulsDrawn,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,Avg3ptShotDistance,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGA,OffTwoPtRebounds,OffTwoPtReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,DefThreePtRebounds,DefRebounds,LostBallTurnovers,Loose Ball Fouls,PenaltyFg2Pct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PtsAssisted3s,Assisted3sPct,Arc3PctAssisted,on,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,PtsPutbacks,Corner3Assists,AtRimAssists,ShortMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,BadPassSteals,DeadBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Charge Fouls,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyFtPoints,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,SelfOReb,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Fg3aBlocked,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,BlockingFouls,BlockedCorner3
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,237.0,4,-5,9,8,4,6,3.0,17,1.0,1.0,13,1.0,1.0,1.0,1.0,1.0,1.0,4,1.0,1.0,8.333333333333334,1.0,0.2,1.0,1.0,1.0,0.7993,1.6,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,396.0,7,-4,13,13,6,11,4.0,26,,2.0,19,,,,,,,6,,,16.666666666666668,,,,,0.3333333333333333,0.40075,16.9,0.46153846153846156,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,0.40665,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612737,Jamal Crawford,Jamal Crawford,2037,ATL,396.0,7,-4,13,13,6,11,4.0,26,,3.0,19,,,,,,,6,,,33.333333333333336,,,,,0.25,0.4079125,20.266666666666666,0.46153846153846156,2.0,3.0,1.0,1.0,2.0,1.0,8.0,1.0,,1.0,1.0,,,,0.6666666666666666,0.875,0.8,0.25,0.75,0.6666666666666666,0.6666666666666666,,0.25,1.0,0.49575,27.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,1.5,0.5,1.5,1.0,1.0,1.0,1.0,1.0,0.36229999999999996,0.2,0.25,0.25,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,1610612737,Etan Thomas,Etan Thomas,2041,ATL,396.0,7,-4,13,13,6,11,4.0,26,2.0,2.0,19,1.0,,1.0,1.0,,,6,0.5,0.5,11.11111111111111,,0.125,,1.0,1.0,0.5002,1.7,0.46153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.4664,,,,,1.0,1.0,0.14285714285714285,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,302.0,5,1,8,9,2,7,2.0,17,1.0,2.0,12,,,,,,,2,,,18.181818181818183,,,,0.5,0.5,0.437,9.65,0.25,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,0.3729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,149.0,2,-5,6,5,4,5,3.0,11,1.0,1.0,7,,,,1.0,,,4,,,20.0,,,,1.0,1.0,0.3744,2.8,0.6666666666666666,,,,,1.0,,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,0.3744,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,2.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,1610612737,Kirk Hinrich,Kirk Hinrich,2550,ATL,104.0,2,1,3,4,2,4,,7,,,6,,,,,1.0,1.0,2,,,33.333333333333336,,,,,1.0,0.56355,,0.6666666666666666,,,1.0,1.0,,1.0,3.0,1.0,,1.0,,,,,,1.5,1.5,1.0,,,,,1.0,1.0,0.56355,25.3,1.0,1.0,1.0,,,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,3.0,,1.0,1.0,1.0,,,1.5,,1.5,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,12722.0,212,-26,385,381,103,114,46.0,766,14.0,44.0,416,7.0,1.0,9.0,26.0,8.0,1.0,101,0.1590909090909091,0.21428571428571427,16.363636363636363,0.030303030303030304,0.04591836734693878,,0.2545454545454545,0.45454545454545453,0.44706,12.493181818181814,0.2675324675324675,10.0,24.0,3.0,2.0,19.0,11.0,57.0,5.0,30.0,3.0,7.0,,0.7894736842105263,0.8333333333333334,0.4318181818181818,0.42727272727272725,0.45,0.2,0.43636363636363634,0.4166666666666667,0.43478260869565216,1.0,0.05454545454545454,0.18181818181818182,0.40482727272727276,24.49090909090909,2.0,1.0,3.0,10.0,2.0,7.0,6.0,1.0,9.0,8.0,,2.0,4.0,2.0,6.0,1.0,1.0,14.0,8.0,4.0,12.0,7.0,18.0,13.0,3.0,9.0,2.0,0.2727272727272727,0.2,0.2727272727272727,0.2857142857142857,0.2857142857142857,0.4090909090909091,0.3333333333333333,0.4090909090909091,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.45718333333333333,0.05172413793103448,0.06382978723404255,0.10526315789473684,0.15789473684210525,4.0,8.0,0.049079754601226995,0.07142857142857142,0.5714285714285714,6.0,1.0,2.0,3.0,6.0,6.0,17.0,4.0,2.0,0.5,0.1276595744680851,0.0847457627118644,0.15789473684210525,0.42857142857142855,0.5454545454545454,0.18181818181818182,0.5,9.0,1.0,1.0,False,1.0,3.0,6.0,1.0,8.0,3.0,2.0,2.0,1.0,2.0,1.0,9.0,2.0,7.0,4.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,7.0,6.0,1.0,7.0,4.0,0.5,0.041666666666666664,0.25,0.06923076923076923,0.05405405405405406,0.06666666666666667,0.023255813953488372,0.038461538461538464,0.11475409836065574,0.5714285714285714,0.6666666666666666,0.10909090909090909,0.5,1.0,0.3333333333333333,0.14545454545454545,0.125,0.125,1.0,0.25,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200756,1610612737,Hilton Armstrong,Hilton Armstrong,200756,ATL,2126.0,35,1,66,64,26,52,12.0,130,4.0,5.0,63,2.0,1.0,4.0,10.0,3.0,2.0,26,0.4,0.5,12.658227848101266,0.16666666666666666,0.125,0.16666666666666666,0.8,0.8,0.59344,1.7,0.3939393939393939,,,,,1.0,,5.0,,,,6.0,1.0,,,0.2,0.2,0.3125,,,,,,,,0.5718333333333333,,,,,3.0,,2.0,2.0,,3.0,2.0,,,1.0,,1.0,,,2.0,1.0,1.0,2.0,,7.0,6.0,2.0,3.0,2.0,,,,,,,0.25,0.25,0.5,,,,,0.59385,0.2857142857142857,0.2857142857142857,0.4,0.6,2.0,3.0,0.11538461538461539,,1.0,1.0,,2.0,,3.0,,6.0,,,,,0.13793103448275862,,0.25,0.5,0.6666666666666666,,,,,False,,,1.0,,,,2.0,,,1.0,,4.0,2.0,1.0,1.0,,,5.0,,,,1.0,,,,,,,,0.5,0.2,0.2857142857142857,,0.2,,0.2727272727272727,,,0.2,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,27676.0,461,-62,815,811,220,168,80.0,1626,32.0,133.0,887,7.0,6.0,25.0,115.0,5.0,2.0,217,0.05263157894736842,0.15625,18.061674008810574,0.07407407407407407,0.06459948320413436,0.08620689655172414,0.23880597014925373,0.2462686567164179,0.43018731343283584,12.741353383458646,0.26993865030674846,25.0,77.0,1.0,1.0,57.0,1.0,134.0,1.0,92.0,1.0,31.0,2.0,0.8070175438596491,0.8518518518518519,0.42857142857142855,0.4253731343283582,0.4557823129251701,0.007462686567164179,0.5746268656716418,0.3246753246753247,0.32894736842105265,1.0,0.007462686567164179,0.02564102564102564,0.42411538461538467,25.2,,,,20.0,4.0,10.0,11.0,,38.0,22.0,,,30.0,12.0,42.0,11.0,12.0,96.0,9.0,5.0,17.0,3.0,33.0,26.0,8.0,38.0,3.0,,,,0.4,0.4,0.38461538461538464,0.4583333333333333,0.4318181818181818,0.5294117647058824,,,,,0.50165,0.056338028169014086,0.05673758865248227,0.08208955223880597,0.2835820895522388,6.0,19.0,0.06209150326797386,0.05,0.6,24.0,7.0,10.0,15.0,38.0,22.0,90.0,4.0,7.0,0.39473684210526316,0.171875,0.1964735516372796,0.17894736842105263,0.75,0.8888888888888888,0.2564102564102564,0.7,,,,False,4.0,8.0,24.0,,,,3.0,6.0,1.0,15.0,3.0,56.0,12.0,3.0,8.0,2.0,2.0,18.0,,1.0,,5.0,10.0,6.0,4.0,12.0,4.0,0.041666666666666664,0.012987012987012988,0.5217391304347826,0.20817843866171004,0.11538461538461539,0.043478260869565216,0.1836734693877551,0.18309859154929578,0.25,0.3333333333333333,0.625,0.1791044776119403,0.3333333333333333,0.34782608695652173,0.75,,,,,0.6666666666666666,,8.0,1.0,,,,5.0,0.05319148936170213,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.15151515151515152,0.029411764705882353,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
