EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,PenaltyTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,HeaveAttempts,SecondChanceFtPoints,3SecondViolations,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,on,DefensiveGoaltends,OffCorner3ReboundPct,Blocked3s,BlockedArc3,BlockedLongMidRange
101144,1610612738,Von Wafer,Von Wafer,101144,BOS,4.0,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,17587.0,542,143.0,1082,293.0,37.0,540.0,96.0,61.0,18.0,34.0,1.0,1.0,3.0,4.0,5.0,17.0,16.0,28.0,3.0,6.0,2.0,2.0,1.0,2.0,17.0,37.0,3.0,5.0,1.0,5.0,39.0,79.0,20.0,43.0,24.0,162.0,561.0,2.0,4.0,5.0,7.0,19.0,7.0,15.0,2.0,7.0,20.0,34.0,44.0,57.0,3.0,2.0,37.0,17.0,7.0,15.0,9.0,24.0,6.0,3.0,8.0,2.0,5.0,57.0,1.0,4.0,3.0,24.0,4.0,31.0,5.0,36.0,2.0,9.0,4.0,5.0,8.0,3.0,5.0,9.0,1.0,3.0,2.0,17.0,3.0,14.0,2.0,23.0,1.0,2.0,1.0,30.0,1.0,2.0,4.0,1.0,28.0,5.0,1.0,12.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,20.0,95.0,1.0,0.4358974358974359,0.4473684210526316,0.95,0.46511627906976744,0.7142857142857143,0.2857142857142857,0.46511627906976744,0.4936708860759494,0.5,0.4666666666666667,0.5655737704918032,0.8636363636363636,0.45454545454545453,0.6098484848484849,0.8636363636363636,0.45454545454545453,0.3524590163934426,0.08860759493670886,0.14705882352941177,0.058823529411764705,0.03571428571428571,24.426229508196723,0.47058823529411764,0.21052631578947367,0.12631578947368421,0.020202020202020204,0.043478260869565216,0.02,0.10424710424710425,0.020161290322580645,0.013888888888888888,0.019230769230769232,0.02702702702702703,0.024390243902439025,0.0847457627118644,0.15384615384615385,0.13924050632911392,0.06521739130434782,0.03571428571428571,0.5,0.2786885245901639,0.5294117647058824,0.6206896551724138,0.4444444444444444,0.13934426229508196,0.29411764705882354,0.3125,0.2,0.22950819672131148,0.5714285714285714,0.5925925925925926,0.5,0.04918032786885246,0.5,0.5,1.0,0.30327868852459017,0.4594594594594595,0.4594594594594595,0.9411764705882353,0.09090909090909091,1.0,0.18181818181818182,1.0,1.0,0.45454545454545453,0.6,1.0,0.18181818181818182,0.75,0.09090909090909091,0.5,0.22727272727272727,0.2,0.6311475409836066,0.4594594594594595,0.5060254098360655,0.52684375,0.4581909090909091,0.10687022900763359,0.13953488372093023,0.044444444444444446,0.11728395061728394,0.12345679012345678,9.070886075949367,25.06279069767442,0.17777777777777778,,,,,,,,,,,,,,True,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,17285.0,535,130.0,1064,288.0,65.0,529.0,91.0,64.0,32.0,55.0,,4.0,5.0,6.0,3.0,9.0,9.0,25.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,44.0,89.0,,2.0,18.0,106.0,531.0,,6.0,,2.0,,6.0,11.0,,1.0,22.0,32.0,56.0,,,,1.0,,11.0,45.0,28.0,73.0,17.0,11.0,13.0,6.0,26.0,174.0,1.0,8.0,8.0,20.0,,28.0,9.0,37.0,2.0,10.0,6.0,4.0,17.0,9.0,15.0,13.0,3.0,2.0,1.0,30.0,1.0,4.0,,11.0,,2.0,,31.0,,1.0,2.0,2.0,29.0,3.0,,12.0,,4.0,,,,,,,22.0,90.0,4.0,0.36363636363636365,0.36363636363636365,,,,,,0.4943820224719101,,0.5454545454545454,0.4835164835164835,,0.5,0.5096153846153846,,0.6470588235294118,0.02197802197802198,0.12359550561797752,0.18181818181818182,0.1111111111111111,,22.259136212624586,0.5666666666666667,,0.10471204188481675,0.041025641025641026,0.11428571428571428,0.023809523809523808,0.10727969348659004,0.0379746835443038,0.07246376811594203,0.02,0.02631578947368421,0.030303030303030304,0.06153846153846154,0.1509433962264151,0.1095890410958904,0.1111111111111111,0.05555555555555555,,0.6043956043956044,0.5818181818181818,0.7111111111111111,0.25,0.0989010989010989,0.3333333333333333,0.375,1.0,0.27472527472527475,0.36,0.36,0.5555555555555556,0.01098901098901099,,,,0.01098901098901099,,,,0.5,,0.125,,,0.125,,,0.5,0.8333333333333334,0.08333333333333333,,,,0.6263736263736264,,0.534067032967033,0.498,0.4854416666666666,0.12,0.12244897959183673,,,0.20754716981132076,6.404494382022472,23.950000000000003,0.1720226843100189,10.0,7.0,2.0,0.12,,,,,,,,,,True,,,,,
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,4114.0,130,53.0,263,69.0,11.0,133.0,46.0,16.0,2.0,4.0,,,1.0,1.0,,3.0,2.0,3.0,2.0,4.0,,1.0,,1.0,1.0,3.0,,,,1.0,4.0,10.0,3.0,7.0,2.0,19.0,130.0,,,,1.0,,1.0,1.0,,2.0,4.0,6.0,2.0,9.0,,,2.0,1.0,2.0,1.0,,1.0,,,,,1.0,2.0,,4.0,4.0,3.0,2.0,9.0,4.0,13.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,3.0,,1.0,,6.0,,,,5.0,,,,,3.0,1.0,,2.0,,,2.0,1.0,1.0,2.0,2.0,,4.0,46.0,1.0,0.75,0.75,1.0,0.42857142857142855,,,0.5,0.4,,1.0,0.5,,0.3333333333333333,0.5277777777777778,,0.5,0.4117647058823529,0.2,,0.6666666666666666,,14.093959731543624,0.6666666666666666,0.3333333333333333,0.06818181818181818,0.10810810810810811,0.3076923076923077,,0.12280701754385964,0.07407407407407407,,0.21428571428571427,0.125,,0.125,0.06666666666666667,,0.5,,1.0,0.23529411764705882,0.5,0.5,0.5,0.17647058823529413,,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.23529411764705882,0.5,0.5,1.0,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,,,1.0,,,,,,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,,0.6470588235294118,0.5,0.49924375,0.6099,0.5949,0.1111111111111111,0.18181818181818182,,,0.21052631578947367,8.580000000000002,27.142857142857142,0.3458646616541353,2.0,,,0.14285714285714285,1.0,,,,,,,,,True,,,,,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,19662.0,604,156.0,1207,328.0,44.0,603.0,109.0,70.0,26.0,40.0,5.0,9.0,9.0,9.0,11.0,37.0,19.0,49.0,,,,,,,,1.0,,,,1.0,56.0,126.0,,1.0,22.0,134.0,622.0,6.0,17.0,,,16.0,14.0,23.0,,1.0,32.0,64.0,48.0,,,10.0,1.0,,5.0,14.0,9.0,23.0,8.0,1.0,8.0,2.0,4.0,55.0,7.0,14.0,20.0,51.0,6.0,77.0,21.0,98.0,3.0,17.0,12.0,5.0,8.0,4.0,7.0,11.0,,1.0,1.0,19.0,1.0,14.0,,27.0,1.0,2.0,3.0,23.0,,1.0,1.0,,29.0,,,12.0,,3.0,9.0,5.0,4.0,9.0,3.0,,32.0,108.0,1.0,0.5714285714285714,0.6274509803921569,,,,,,0.4444444444444444,0.35294117647058826,0.6086956521739131,0.4409448818897638,0.35294117647058826,0.5833333333333334,0.47183098591549294,0.4,0.5925925925925926,0.007874015748031496,0.03968253968253968,0.1,0.02702702702702703,,23.46041055718475,0.42105263157894735,0.2727272727272727,0.2383177570093458,0.06481481481481481,0.2702702702702703,0.125,0.2465277777777778,0.07720588235294118,0.11688311688311688,0.03333333333333333,0.0379746835443038,0.15217391304347827,0.18571428571428572,0.15,0.34523809523809523,0.2916666666666667,0.046875,0.3333333333333333,0.31496062992125984,0.65,0.7222222222222222,0.5384615384615384,0.29133858267716534,0.2972972972972973,0.3055555555555556,0.18181818181818182,0.3858267716535433,0.3877551020408163,0.3877551020408163,0.8421052631578947,,,,,0.007874015748031496,,,,0.5294117647058824,0.5555555555555556,,,,,,,0.375,1.0,,,0.041666666666666664,,0.3228346456692913,,0.44133543307086615,0.495864705882353,0.4406291666666666,0.08633093525179857,0.08695652173913043,,0.11940298507462686,0.23880597014925373,10.130952380952383,25.1,0.18076285240464346,4.0,5.0,2.0,0.23076923076923078,,4.0,2.0,,,,,,,True,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,5325.0,156,54.0,315,89.0,-1.0,159.0,42.0,24.0,4.0,8.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,6.0,,,,,,,,,,,,,7.0,17.0,,,6.0,20.0,188.0,3.0,3.0,,,6.0,2.0,6.0,,,4.0,8.0,6.0,,,2.0,,,2.0,1.0,,1.0,,,,,1.0,2.0,1.0,3.0,2.0,10.0,,12.0,4.0,16.0,,1.0,1.0,,,,,3.0,,,1.0,3.0,1.0,5.0,,10.0,,1.0,1.0,8.0,,1.0,2.0,,6.0,,,3.0,,,,,,,,,4.0,42.0,3.0,0.5714285714285714,0.6666666666666666,,,,,,0.4117647058823529,1.0,0.3333333333333333,0.4117647058823529,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,,0.11764705882352941,0.25,,,12.365591397849462,,,0.18181818181818182,0.05172413793103448,0.13333333333333333,0.07692307692307693,0.17142857142857143,0.056338028169014086,0.09090909090909091,,0.05555555555555555,0.08333333333333333,0.25,0.0625,0.21739130434782608,0.125,,,0.47058823529411764,0.5,0.6666666666666666,0.75,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,0.3333333333333333,1.0,,,,,,,0.5,0.3333333333333333,,,,,0.47058823529411764,,0.476335294117647,0.5084500000000001,0.49135,0.15,0.15,,0.3,0.2,8.83529411764706,,0.2641509433962264,,,,0.14285714285714285,,,1.0,,,,,,,True,,,,,
2753,1610612738,Delonte West,Delonte West,2753,BOS,5030.0,149,68.0,307,84.0,-28.0,158.0,51.0,15.0,2.0,5.0,1.0,1.0,,1.0,1.0,2.0,3.0,4.0,2.0,2.0,,,,,3.0,9.0,2.0,2.0,,3.0,6.0,11.0,5.0,11.0,6.0,33.0,179.0,1.0,1.0,2.0,2.0,8.0,,1.0,,3.0,5.0,2.0,10.0,15.0,,2.0,9.0,3.0,2.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,,4.0,,2.0,1.0,3.0,4.0,7.0,2.0,2.0,,2.0,5.0,1.0,4.0,4.0,1.0,1.0,,9.0,1.0,3.0,1.0,10.0,,,1.0,5.0,,,,,8.0,,,2.0,,2.0,,,,,,,3.0,50.0,2.0,0.16666666666666666,0.2,1.0,0.45454545454545453,1.0,,0.45454545454545453,0.5454545454545454,1.0,,0.6136363636363636,1.3333333333333333,,0.6346153846153846,1.3333333333333333,0.35714285714285715,0.5,0.18181818181818182,0.4,,,20.0,0.5555555555555556,0.16666666666666666,0.0425531914893617,0.07547169811320754,,,0.03225806451612903,0.05263157894736842,0.09523809523809523,0.11764705882352941,,,0.06666666666666667,0.058823529411764705,,,0.2222222222222222,,0.22727272727272727,0.4,0.6666666666666666,,0.09090909090909091,0.5,0.5,,0.18181818181818182,0.75,0.75,0.3333333333333333,0.09090909090909091,1.0,1.0,1.0,0.4090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,0.6666666666666666,1.0,1.0,0.25,,,,0.75,,0.7272727272727273,0.3333333333333333,0.47526363636363644,0.515725,0.435675,0.08333333333333333,0.15384615384615385,,0.24242424242424243,0.15151515151515152,10.036363636363635,24.272727272727273,0.3227848101265823,5.0,3.0,1.0,,,,,,,,,,,True,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,17811.0,548,140.0,1092,297.0,44.0,544.0,92.0,61.0,11.0,17.0,,1.0,1.0,1.0,1.0,6.0,8.0,20.0,10.0,14.0,3.0,3.0,,1.0,17.0,34.0,1.0,2.0,1.0,5.0,20.0,43.0,27.0,48.0,19.0,140.0,559.0,2.0,6.0,4.0,5.0,20.0,2.0,4.0,1.0,6.0,19.0,24.0,16.0,75.0,6.0,,34.0,17.0,5.0,16.0,3.0,19.0,1.0,2.0,10.0,2.0,4.0,41.0,,3.0,8.0,15.0,1.0,24.0,3.0,27.0,,11.0,8.0,3.0,4.0,2.0,3.0,3.0,,1.0,1.0,7.0,2.0,10.0,,19.0,,,,18.0,,2.0,2.0,2.0,19.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,,1.0,,,19.0,91.0,1.0,0.6,0.6,0.9259259259259259,0.5625,0.8,0.16666666666666666,0.5625,0.46511627906976744,0.3333333333333333,0.5,0.6648351648351648,0.7272727272727273,0.35,0.7040816326530612,0.7916666666666666,0.59375,0.5274725274725275,0.11627906976744186,0.23529411764705882,0.16666666666666666,,17.15686274509804,0.5714285714285714,0.045454545454545456,0.07614213197969544,0.015957446808510637,0.11940298507462686,,0.08712121212121213,0.0125,0.015625,0.018518518518518517,0.014285714285714285,,0.109375,0.05660377358490566,0.0625,0.06976744186046512,,,0.18681318681318682,0.6470588235294118,0.8461538461538461,0.5454545454545454,0.06593406593406594,0.16666666666666666,0.2,,0.21978021978021978,0.4,0.4,0.75,0.15384615384615385,0.7142857142857143,0.7142857142857143,1.0,0.37362637362637363,0.5,0.5151515151515151,0.8823529411764706,0.09090909090909091,,0.2727272727272727,1.0,1.0,0.18181818181818182,0.5,1.0,0.1,1.0,0.1,,0.5,0.2,0.7142857142857143,0.5,0.5363005494505494,0.5042863636363637,0.530405,0.053763440860215055,0.08888888888888889,0.020833333333333332,0.14285714285714285,0.1357142857142857,9.81860465116279,24.42708333333333,0.16911764705882354,12.0,,5.0,0.20833333333333334,,4.0,,1.0,1.0,0.020833333333333332,0.029411764705882353,,,True,,,,,
979,1610612738,Jermaine O'Neal,Jermaine O'Neal,979,BOS,10970.0,340,29.0,675,183.0,62.0,335.0,16.0,38.0,10.0,19.0,4.0,8.0,,1.0,7.0,13.0,3.0,8.0,,,,,,,,,,,,,20.0,40.0,,,10.0,50.0,318.0,6.0,11.0,,,13.0,,1.0,,,,28.0,12.0,,,8.0,,,8.0,7.0,1.0,8.0,1.0,,4.0,1.0,2.0,17.0,,12.0,6.0,10.0,4.0,20.0,14.0,34.0,,2.0,,2.0,2.0,,1.0,5.0,1.0,1.0,,7.0,1.0,23.0,2.0,30.0,,1.0,2.0,17.0,2.0,3.0,5.0,,11.0,3.0,,7.0,,,16.0,13.0,3.0,16.0,7.0,1.0,,16.0,1.0,0.7,0.875,,,,,,0.5,0.5454545454545454,,0.5,0.5454545454545454,,0.5681818181818182,0.5909090909090909,,,0.2,0.3684210526315789,,0.125,13.45646437994723,0.2857142857142857,0.3076923076923077,0.07692307692307693,0.09302325581395349,0.13043478260869565,,0.09090909090909091,0.0784313725490196,0.09302325581395349,0.11764705882352941,0.07692307692307693,,,0.12121212121212122,0.11320754716981132,0.09090909090909091,,0.4375,0.475,0.5263157894736842,0.8333333333333334,0.4,0.325,0.5384615384615384,0.5384615384615384,1.0,0.2,0.375,0.42857142857142855,1.0,,,,,,,,,0.7272727272727273,0.5,,,,,,,1.0,,,,,,0.475,,0.47718499999999997,0.53789,0.5717,0.1590909090909091,0.1590909090909091,,0.26,,7.3825,,0.04776119402985075,,,,0.23076923076923078,,1.0,2.0,,,,,2.0,0.4,True,,,,,
2420,1610612738,Nenad Krstic,Nenad Krstic,2420,BOS,452.0,12,6.0,24,8.0,-10.0,12.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,16.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,7.692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3883,,,,,,,,18.9,,,,,,,,,,,,,,,,True,,,,,
