EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyTsPct,FG3APct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg3ptShotDistance,BadPassSteals,BlockingFoulsDrawn,LongMidRangeFGM,SelfOReb,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsPutbacks,Corner3Assists,OffThreePtRebounds,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,Charge Fouls,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,FTDefRebounds,PenaltyFg2Pct,DefFTReboundPct,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3PctAssisted,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyTurnovers,BlockingFouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls Drawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Fg3aBlocked,Travels,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101142,1610612752,Ronny Turiaf,Ronny Turiaf,101142,NYK,4481.0,75,-30,141,142,5.0,1.0,18.0,283,8.0,12.0,1.0,8.0,12.0,7.0,23.0,166,1.0,12.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,4.0,3.0,4.0,7.0,4.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,8.0,1.0,1.0,10.0,2.0,6.0,6.0,5.0,1.0,6.0,3.0,1.0,5.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.71875,0.08333333333333333,0.08333333333333333,11.585365853658537,0.6666666666666666,0.06349206349206349,0.06779661016949153,0.3,0.0958904109589041,0.05333333333333334,0.08333333333333333,0.18181818181818182,0.08333333333333333,0.07692307692307693,0.2857142857142857,0.3333333333333333,0.5,1.0,0.6666666666666666,0.7272727272727273,0.75,1.0,1.0,0.5723250000000001,0.6112,0.375,0.375,1.4666666666666668,0.03546099290780142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612752,Chauncey Billups,Chauncey Billups,1497,NYK,1675.0,28,3,50,50,3.0,,5.0,100,,1.0,,1.0,5.0,2.0,10.0,51,,,2.0,,3.0,1.0,4.0,1.0,1.0,1.0,9.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,2.0,1.0,2.0,,1.0,,,2.0,,1.0,,,,,,,3.0,,,0.2,0.4444444444444444,0.5,,,21.818181818181817,0.5,0.04,,,0.034482758620689655,,,,,,,,,0.1111111111111111,,,,,0.5555555555555556,0.49728333333333335,,0.1,0.16666666666666666,15.320000000000002,0.06,1.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,0.4444444444444444,0.25,0.1111111111111111,1.0,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.2,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200761,1610612752,Shawne Williams,Shawne Williams,200761,NYK,910.0,15,-1,26,28,2.0,1.0,3.0,54,,,,,3.0,1.0,1.0,27,,,,,,,,,,,,1.0,,2.0,2.0,1.0,3.0,1.0,,,,,,,1.0,2.0,1.0,1.0,,,2.0,,1.0,,,,,,,2.0,,,,,0.125,,,13.793103448275863,,0.15384615384615385,0.1111111111111111,,0.13333333333333333,0.08333333333333333,1.0,,0.2,,,,,,,,,,,0.40853333333333336,,0.25,0.25,16.733333333333334,0.07692307692307693,,,3.0,,,,,,,,,,,,,,,,,,,,0.25,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202361,1610612752,Landry Fields,Landry Fields,202361,NYK,3302.0,55,-29,106,107,3.0,,12.0,213,2.0,3.0,1.0,3.0,8.0,1.0,7.0,119,1.0,6.0,,,1.0,,1.0,,1.0,,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,,1.0,,2.0,1.0,3.0,,,,2.0,,,4.0,,2.0,3.0,2.0,,3.0,1.0,,3.0,1.0,1.0,0.375,0.3,0.2916666666666667,,,12.195121951219512,0.3333333333333333,0.019230769230769232,0.020833333333333332,,0.016666666666666666,0.01694915254237288,,0.1111111111111111,,,,,0.3333333333333333,0.3,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.5044000000000001,0.4588,0.16666666666666666,0.2,7.5625,0.02830188679245283,,3.0,2.0,,,2.0,,2.0,,,,,2.0,,,1.0,,,,,,0.2,0.1111111111111111,0.3,,,0.2,,0.2,,,,,,24.5,2.0,,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,3846.0,64,-27,122,121,3.0,1.0,18.0,243,5.0,10.0,4.0,8.0,22.0,4.0,35.0,144,6.0,6.0,10.0,4.0,7.0,2.0,9.0,1.0,3.0,3.0,20.0,3.0,,13.0,13.0,5.0,18.0,1.0,,4.0,2.0,3.0,2.0,7.0,3.0,7.0,,5.0,,,6.0,1.0,3.0,2.0,2.0,,2.0,,,3.0,0.375,0.42857142857142855,0.36363636363636365,0.4305555555555556,0.4473684210526316,0.18181818181818182,0.3,31.03448275862069,0.5714285714285714,0.25,0.057692307692307696,,0.21666666666666667,0.07462686567164178,0.08333333333333333,,0.21052631578947367,0.3333333333333333,,,,0.2777777777777778,0.5,0.7142857142857143,0.4,0.5,0.6666666666666666,0.5162402777777778,0.5637333333333333,0.07894736842105263,0.125,9.277272727272727,0.02459016393442623,1.0,3.0,9.0,1.0,5.0,13.0,5.0,14.0,,3.0,9.0,6.0,13.0,5.0,1.0,1.0,3.0,0.6,0.35714285714285715,0.35714285714285715,0.75,0.3888888888888889,0.1111111111111111,0.08333333333333333,0.3333333333333333,0.5,0.25,0.027777777777777776,0.3611111111111111,0.38461538461538464,0.38461538461538464,0.6,0.38461538461538464,0.08571428571428572,24.907142857142862,1.0,,2.0,,,,,0.2222222222222222,0.2222222222222222,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.3333333333333333,0.4375,0.75,0.4375,0.3333333333333333,0.13333333333333333,0.05555555555555555,0.16666666666666666,0.5,0.25,0.5,0.5,1.0,0.47595,0.2,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,1610612752,Henry Walker,Henry Walker,201611,NYK,1109.0,18,6,34,34,4.0,1.0,4.0,68,,1.0,,1.0,2.0,,5.0,42,,,2.0,,,,,,,,,,,2.0,2.0,,2.0,,,,,1.0,,1.0,,3.0,1.0,1.0,,,,,,,,,,,,4.0,,,0.5,0.8333333333333334,0.8333333333333334,,,10.526315789473685,,0.15384615384615385,,,0.13333333333333333,,,,0.2,0.3333333333333333,,,,0.3333333333333333,,,,,0.6666666666666666,0.5708166666666666,,,,2.65,0.11764705882352941,1.0,1.0,,,1.0,1.0,1.0,1.0,,,3.0,,1.0,1.0,,,,1.0,1.0,1.0,,0.3333333333333333,,0.3333333333333333,1.0,1.0,,,0.3333333333333333,1.0,1.0,1.0,1.0,,24.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,1610612752,Amar'e Stoudemire,Amar'e Stoudemire,2405,NYK,3654.0,61,-35,117,117,3.0,,14.0,234,5.0,13.0,2.0,10.0,26.0,8.0,28.0,139,3.0,10.0,10.0,4.0,2.0,1.0,3.0,1.0,2.0,,7.0,2.0,1.0,8.0,10.0,3.0,13.0,1.0,1.0,1.0,1.0,4.0,,5.0,,3.0,,5.0,,,10.0,,5.0,3.0,3.0,,3.0,2.0,,3.0,0.5,0.5555555555555556,0.38461538461538464,0.38461538461538464,0.45161290322580644,0.15384615384615385,0.23076923076923078,26.470588235294116,0.2,0.1509433962264151,0.038461538461538464,0.1,0.14285714285714285,0.045454545454545456,0.08695652173913043,,0.14285714285714285,0.09523809523809523,0.14285714285714285,,0.6666666666666666,0.5,0.38461538461538464,0.5,,0.6666666666666666,0.5,0.4927076923076923,0.5665666666666667,0.16129032258064516,0.16129032258064516,8.61923076923077,0.02564102564102564,2.0,4.0,9.0,,,,,,,2.0,,,,,,2.0,2.0,,,,1.0,,0.2727272727272727,0.15384615384615385,0.5,0.6666666666666666,0.34615384615384615,,,,,,,0.07142857142857142,,,1.0,3.0,1.0,,,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,1.0,,,3.0,1.0,,,2.0,,1.0,,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,0.375,0.25,0.07142857142857142,,0.09090909090909091,0.5,,,,,0.6534,0.10714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201962,1610612752,Toney Douglas,Toney Douglas,201962,NYK,2876.0,48,-28,92,92,2.0,,14.0,184,2.0,6.0,,3.0,13.0,4.0,22.0,116,2.0,,6.0,1.0,2.0,2.0,4.0,1.0,2.0,,10.0,1.0,2.0,3.0,5.0,1.0,6.0,1.0,,,,1.0,,1.0,2.0,6.0,,3.0,,1.0,4.0,,2.0,,,,,,,2.0,,,0.23076923076923078,0.45,0.5,0.07692307692307693,0.16666666666666666,20.72072072072072,,0.07894736842105263,0.023809523809523808,0.3333333333333333,0.11363636363636363,0.019230769230769232,0.05263157894736842,,0.08333333333333333,0.1111111111111111,,1.0,,0.3,0.3333333333333333,0.4,,,0.65,0.50451,0.4728375,0.09090909090909091,0.13333333333333333,8.446153846153846,0.021739130434782608,,3.0,4.0,2.0,3.0,5.0,4.0,7.0,2.0,2.0,6.0,6.0,5.0,3.0,,,2.0,0.5,0.5714285714285714,0.5714285714285714,0.5,0.35,,0.15,,,0.2,0.1,0.25,0.6,0.6,0.3333333333333333,0.6,0.09090909090909091,24.22857142857143,1.0,,1.0,,1.0,,,0.25,0.25,,,1.0,2.0,,,,1.0,2.0,3.0,1.0,,,,1.0,,,,,0.5,,,0.375,,0.375,,,,,,0.5,0.5,,,0.8035,0.13636363636363635,,,1.0,,,,,,,1.0,,1.0,0.5,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612752,Anthony Carter,Anthony Carter,1853,NYK,338.0,6,-6,11,11,,,1.0,22,1.0,1.0,,1.0,3.0,,2.0,13,1.0,,2.0,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.25,0.25,,,33.333333333333336,,0.2,0.2,,0.2,0.14285714285714285,1.0,,,,,,,0.25,1.0,1.0,,,0.5,0.4376,0.4337,,,10.266666666666667,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,0.25,0.5,0.25,,,0.25,,0.25,,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,38.0,1,-5,1,3,,1.0,,4,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
