EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,BadPassTurnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,FTDefRebounds,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,Clear Path Fouls,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,ThreePtAssists,Arc3Assists,BadPassSteals,Offensive Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Loose Ball Fouls Drawn,DefensiveGoaltends,3SecondViolations,Corner3FGM,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,on,SecondChanceCorner3FGA,BadPassOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls Drawn,SecondChanceCorner3Frequency,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,PenaltyCorner3FGM,Travels,LongMidRangePctBlocked,PenaltyCorner3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes
101122,1610612754,Danny Granger,Danny Granger,101122,IND,1623.0,27.0,-26.0,53.0,53,22.0,26,7.0,106,2.0,3.0,1.0,2.0,3.0,9.0,1.0,2.0,2.0,6.0,14.0,3.0,4.0,16.0,73,3.0,3.0,6.0,1.0,4.0,2.0,2.0,4.0,4.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,21.0,0.3333333333333333,0.4,0.42857142857142855,1.0,0.25,0.35294117647058826,1.0,0.16666666666666666,0.4166666666666667,1.0,0.2857142857142857,0.17647058823529413,29.6875,1.0,0.21428571428571427,0.08695652173913043,0.18181818181818182,0.2,0.07407407407407407,0.125,0.25,0.4,0.3333333333333333,0.6666666666666666,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.11764705882352941,0.5,0.5,0.5294117647058824,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.3333333333333333,0.35294117647058826,0.46855882352941186,0.4657,0.43726666666666664,0.058823529411764705,0.07142857142857142,0.375,0.25,13.349999999999998,25.3,0.41509433962264153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,2320.0,39.0,,72.0,69,19.0,30,13.0,141,,2.0,1.0,1.0,1.0,1.0,,,,2.0,4.0,,,4.0,78,,1.0,,1.0,1.0,,,2.0,4.0,,,,1.0,1.0,,,2.0,3.0,2.0,6.0,8.0,6.0,14.0,2.0,,2.0,,1.0,2.0,,,1.0,,2.0,18.0,1.0,1.0,0.5,,1.0,0.5,,1.0,0.4,,1.0,,7.865168539325842,1.0,0.2727272727272727,0.1,0.25,0.26666666666666666,0.1282051282051282,0.16666666666666666,,0.14285714285714285,0.38461538461538464,,0.5,,,0.25,1.0,1.0,0.25,1.0,1.0,1.0,,,,0.5,0.42767499999999997,0.4276,0.384,0.2,0.2,,0.5,8.325,,0.2638888888888889,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,7.0,2.0,2.0,1.0,1.0,2.0,0.25,0.5,0.25,0.2222222222222222,0.08333333333333333,0.2,0.25,0.2857142857142857,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201177,1610612754,Josh McRoberts,Josh McRoberts,201177,IND,1861.0,31.0,-16.0,56.0,58,22.0,26,8.0,114,2.0,5.0,,,,,,,,2.0,5.0,,1.0,5.0,72,1.0,1.0,2.0,,,,,,2.0,2.0,2.0,,1.0,1.0,,1.0,2.0,2.0,,1.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,,,1.0,,,21.0,0.5,1.0,0.4,1.0,,0.4,1.0,,0.4166666666666667,1.0,,,14.285714285714286,0.3333333333333333,0.043478260869565216,0.125,,0.034482758620689655,0.08,0.5,,,,,1.0,0.4,0.4,,,,,,,,,,,1.0,0.49512,0.5576,,0.16666666666666666,0.16666666666666666,0.4,,2.04,,0.39285714285714285,1.0,,,,,,1.0,3.0,,7.0,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.16666666666666666,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201575,1610612754,Brandon Rush,Brandon Rush,201575,IND,20.0,,-1.0,1.0,3,1.0,3,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2563,1610612754,Dahntay Jones,Dahntay Jones,2563,IND,2974.0,50.0,-17.0,92.0,92,32.0,39,13.0,184,5.0,8.0,2.0,5.0,2.0,4.0,2.0,1.0,,9.0,17.0,3.0,8.0,26.0,108,1.0,2.0,3.0,3.0,4.0,2.0,4.0,10.0,2.0,16.0,2.0,1.0,1.0,2.0,1.0,,5.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,,6.0,9.0,2.0,,4.0,,10.0,31.0,0.1111111111111111,0.125,0.5294117647058824,0.5,0.75,0.45,0.3333333333333333,0.5,0.5652173913043478,0.5,0.7142857142857143,0.15,23.85321100917431,0.6666666666666666,,0.05714285714285714,,,0.044444444444444446,0.08333333333333333,0.14285714285714285,,,,0.4,0.625,0.7142857142857143,0.25,0.4,0.5,0.2,0.5,0.5,,0.1,0.05,,0.55,0.46260500000000004,0.4821166666666667,0.47317500000000007,0.21739130434782608,0.21052631578947367,0.11538461538461539,0.38461538461538464,6.935294117647059,23.96666666666667,0.34782608695652173,2.0,2.0,,,,,,2.0,,7.0,,,,,,0.11764705882352941,0.125,,,,,,,,0.6666666666666666,1.0,,,1.0,,1.0,,,1.0,,,,0.2,0.5,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201954,1610612754,Darren Collison,Darren Collison,201954,IND,1697.0,28.0,-15.0,54.0,53,24.0,29,8.0,107,,,,,,3.0,1.0,,,,3.0,1.0,2.0,2.0,67,,,,,,1.0,,,,,,,1.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,3.0,4.0,,,2.0,,,24.0,,,,,,,,,0.16666666666666666,,,0.25,12.121212121212121,1.0,0.058823529411764705,0.043478260869565216,,0.038461538461538464,0.038461538461538464,,,,0.16666666666666666,,,,,,,,0.75,,,,0.25,,,0.25,0.45457499999999995,,0.5244,0.3333333333333333,0.4,,,18.46666666666667,23.1,0.4444444444444444,,,1.0,,,2.0,,,,1.0,,1.0,,,1.0,,,,,0.09090909090909091,,,,,,,,1.0,1.0,,,,,1.0,,,0.3333333333333333,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201985,1610612754,AJ Price,AJ Price,201985,IND,1241.0,21.0,1.0,37.0,35,7.0,6,5.0,72,1.0,1.0,,2.0,1.0,4.0,1.0,5.0,2.0,2.0,7.0,6.0,,10.0,36,,1.0,,,1.0,2.0,,3.0,,4.0,,4.0,,1.0,,,3.0,,,4.0,4.0,,4.0,,,,,2.0,,,,,,3.0,7.0,,,0.2857142857142857,,,0.38461538461538464,,0.5,0.38461538461538464,,0.5,0.46153846153846156,30.952380952380953,,0.25,,,0.2222222222222222,,,,0.2,0.3333333333333333,,0.07692307692307693,1.0,1.0,0.15384615384615385,,,0.3076923076923077,0.25,0.25,,0.07692307692307693,0.38461538461538464,0.6666666666666666,0.5384615384615384,0.42506666666666665,0.3926,0.416825,,,,0.3,13.542857142857143,30.016666666666666,0.1891891891891892,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.5,0.4,0.4,0.4,0.5,0.5,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201946,1610612754,Tyler Hansbrough,Tyler Hansbrough,201946,IND,1113.0,19.0,-1.0,36.0,34,10.0,13,5.0,70,2.0,5.0,1.0,2.0,,2.0,,,,3.0,9.0,,4.0,10.0,36,,4.0,,1.0,2.0,,,2.0,2.0,4.0,,,,,,,,4.0,2.0,,2.0,4.0,6.0,2.0,1.0,2.0,,4.0,4.0,,,2.0,,2.0,10.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.45454545454545453,,0.5,,28.26086956521739,1.0,,0.21052631578947367,0.3333333333333333,0.125,0.2,0.375,,,,,0.5555555555555556,0.4,0.5,0.2222222222222222,0.5,0.5,0.2222222222222222,,,,,,,0.5555555555555556,0.5172,0.56485,0.39490000000000003,0.18181818181818182,0.18181818181818182,,0.2,5.7666666666666675,,0.2777777777777778,3.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,0.1111111111111111,0.2,,,0.1,,,0.4,1.0,0.75,,,1.0,,,,,,,,,0.2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,654.0,11.0,-17.0,20.0,23,13.0,9,,43,1.0,1.0,,,,,,,,1.0,1.0,,4.0,6.0,30,,,,1.0,1.0,,2.0,4.0,2.0,,,,,,,,,,1.0,2.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,4.0,,,2.0,,4.0,13.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,25.0,0.5,0.18181818181818182,,0.25,0.2,,,,,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,1.0,0.658,,0.658,0.6666666666666666,0.6666666666666666,,0.6666666666666666,1.3,,0.65,,,,,,,,3.0,1.0,3.0,,2.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,0.16666666666666666,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202331,1610612754,Paul George,Paul George,202331,IND,16.0,,-2.0,,1,,1,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
