EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,DefThreePtRebounds,Charge Fouls Drawn,DefThreePtReboundPct,DefCorner3ReboundPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,PtsAssisted2s,HeaveAttempts,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,LiveBallTurnoverPct,AtRimPctAssisted,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,TwoPtAssists,Assists,AtRimAssists,AssistPoints,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,SecondChanceFG2A,SecondChanceShotQualityAvg,OffTwoPtRebounds,FTOffRebounds,OffRebounds,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,on,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,DefArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2M,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted3sPct,PenaltyFg3Pct,SecondChanceFg2Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,3SecondViolations,DefensiveGoaltends,OffCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,462.0,8,-4.0,14,14,7.0,6.0,28,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,8.0,18,2.0,3.0,4.0,8.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,7.0,1.0,1.0,0.4,0.6666666666666666,0.4,0.6666666666666666,0.5714285714285714,0.8,49.99999999999999,0.5,0.5,1.0,0.2,1.0,1.0,0.4,0.5,0.5,0.4,0.3333333333333333,1.0,0.2,0.45775999999999994,0.49246666666666666,0.16666666666666666,0.16666666666666666,1.0,12.419999999999998,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,353.0,6,7.0,10,10,5.0,2.0,20,1.0,1.0,,,,,,1.0,1.0,,2.0,8,,,,,2.0,,1.0,1.0,1.0,1.0,,,,,5.0,,,1.0,,1.0,,1.0,,8.333333333333334,,0.2,,1.0,1.0,1.0,,,,,,,1.0,0.8508,,,,,0.8,0.5,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,541.0,9,4.0,14,14,5.0,6.0,28,1.0,1.0,,,,,,1.0,1.0,2.0,4.0,13,,,,,,,,,,1.0,2.0,1.0,,,5.0,,,1.0,,0.5,,0.6666666666666666,,25.0,,,,0.5,1.0,1.0,,,,,,,1.0,0.7153,,0.3333333333333333,0.5,,0.8,0.35714285714285715,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,1610612738,Delonte West,Delonte West,2753,BOS,566.0,9,-7.0,15,17,7.0,6.0,32,,,,,2.0,2.0,,2.0,2.0,,4.0,23,1.0,1.0,,2.0,4.0,,,,2.0,,,,,2.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0,20.0,,,,,,,1.0,1.0,1.0,,,,,0.365,0.3841,,,0.5,11.0,0.4666666666666667,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1610612738,Shaquille O'Neal,Shaquille O'Neal,406,BOS,721.0,12,,19,20,7.0,6.0,39,1.0,1.0,,,,1.0,,1.0,2.0,,2.0,23,,,,,,,,,4.0,1.0,2.0,1.0,,,7.0,,,0.5,,0.5,,0.3333333333333333,,14.285714285714286,,,,0.5,1.0,1.0,0.5,,,,,,0.5,0.57695,,0.3333333333333333,0.3333333333333333,,4.4,0.3684210526315789,2.0,,,,,,,,,2.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,2.0,,,4.0,1.0,0.4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,70.0,1,-4.0,2,3,2.0,,5,,,,,,,,,,,,6,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,523.0,9,,13,13,2.0,4.0,26,,,,,,,,,,,,15,,,,,,2.0,2.0,4.0,,,,,,,2.0,,,,,,,,,6.666666666666667,0.5,0.4,,,,,,,,,,,,,,,,,,0.15384615384615385,2.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,2.0,1.0,0.25,0.25,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,369.0,6,4.0,8,9,,,17,,,,,,,1.0,,1.0,,3.0,9,,,,,,,,,1.0,1.0,,,,,,,,,,0.75,,0.75,,20.0,,,,,,,,,,0.5,,,0.5,0.4962,,,,,16.4,,2.0,,,,,1.0,,1.0,,,,,,,,,,,0.5,,,0.5,,25.3,,,,,,,,,0.5775,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101144,1610612738,Von Wafer,Von Wafer,101144,BOS,308.0,5,-3.0,10,10,1.0,8.0,20,,1.0,,,,,,,1.0,,,11,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,18.181818181818183,,0.2,,0.5,,,,,,,,,1.0,0.463825,,,,,2.6,0.1,1.0,1.0,,0.3333333333333333,,1.0,,1.0,,,,,,,,,,,0.5,,,0.5,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,False,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,20144.0,336,13.0,625,623,136.0,173.0,1248,20.0,37.0,5.0,6.0,7.0,23.0,36.0,45.0,96.0,26.0,179.0,654,12.0,25.0,,33.0,46.0,30.0,39.0,44.0,29.0,32.0,30.0,13.0,1.0,33.0,135.0,3.0,,0.46875,0.48,0.534965034965035,0.4714285714285714,0.577922077922078,0.4714285714285714,25.320056899004268,0.13452914798206278,0.11326860841423948,0.15730337078651685,0.25874125874125875,0.5405405405405406,0.6451612903225806,0.16083916083916083,0.30434782608695654,0.3333333333333333,0.2517482517482518,0.17142857142857143,0.8333333333333334,0.5874125874125874,0.4948073426573427,0.44574428571428576,0.09803921568627451,0.125,0.18435754189944134,9.451041666666667,0.2176,69.0,5.0,1.0,0.05813953488372093,,41.0,8.0,47.0,10.0,44.0,,12.0,5.0,13.0,5.0,24.0,0.4888888888888889,0.5,0.32867132867132864,0.5416666666666666,0.5,0.2867132867132867,0.22857142857142856,25.082978723404253,16.0,25.0,9.0,59.0,8.0,5.0,16.0,6.0,0.4996650000000001,4.0,,5.0,,0.01762114537444934,0.01773049645390071,0.022727272727272728,0.07792207792207792,0.17543859649122806,18.0,3.0,5.0,21.0,5.0,7.0,21.0,6.0,41.0,18.0,0.44680851063829785,0.7142857142857143,0.44680851063829785,0.8076923076923077,0.8076923076923077,0.43902439024390244,0.43902439024390244,0.38461538461538464,0.6,0.43902439024390244,0.11731843575418995,False,11.0,0.11458333333333333,0.16216216216216217,0.0847457627118644,1.0,1.0,18.0,3.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,57.0,2.0,9.0,6.0,3.0,2.0,5.0,1.0,4.0,2.0,7.0,3.0,11.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,0.9047619047619048,0.3,0.5,0.08695652173913043,0.08333333333333333,0.2,0.01818181818181818,0.0125,0.01694915254237288,0.023255813953488372,0.03125,0.75,0.42857142857142855,0.5,0.5454545454545454,0.5,0.04195804195804196,0.5,0.5,1.0,0.8888888888888888,0.07692307692307693,1.0,0.15384615384615385,1.0,1.0,1.0,0.05714285714285714,0.5,0.25,0.04081632653061224,,,,,,,,
