EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Arc3Frequency,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,PenaltyFG3A,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,DefCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,Arc3FGM,FG3M,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,LongMidRangeAssists,Fg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefAtRimReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGA,PenaltyFG3M,PtsAssisted3s,Arc3Assists,AtRimAssists,SelfOReb,BadPassOutOfBoundsTurnovers,Assisted3sPct,PenaltyFg3Pct,AtRimPctBlocked,OffLongMidRangeReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3FGM,ShortMidRangeAssists,BlockedShortMidRange,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BlockingFoulsDrawn,SecondChanceFg3Pct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimAccuracy,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsPutbacks,LostBallSteals,Travels,Charge Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,3SecondViolations,DefensiveGoaltends,OffensiveGoaltends,BlockedCorner3,Corner3PctBlocked
101133,1610612742,Ian Mahinmi,Ian Mahinmi,101133,DAL,2002.0,33,-12.0,64,61,23,20.0,4.0,125,1.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,11.0,78,1.0,1.0,2.0,4.0,1.0,1.0,4.0,6.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,13.0,1.0,16.0,7.0,3.0,1.0,9.0,1.0,2.0,3.0,6.0,23,2.0,3.0,0.6666666666666666,0.6666666666666666,0.6,1.0,1.0,0.6,1.0,1.0,0.6111111111111112,1.0,0.75,13.043478260869566,0.3333333333333333,0.08333333333333333,0.125,0.14285714285714285,0.14285714285714285,0.10526315789473684,0.13043478260869565,0.5,0.2,0.14285714285714285,0.25,0.4,0.5,0.5,1.0,0.4,0.5,0.5,0.2,1.0,1.0,1.0,0.4,0.40965999999999997,0.3009,0.3009,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.5454545454545454,9.08,0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,1359.0,23,-15.0,42,39,10,2.0,3.0,81,1.0,1.0,,2.0,,2.0,1.0,5.0,2.0,4.0,57,,,,,,1.0,,,,2.0,,,1.0,2.0,,3.0,,3.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,,1.0,,,10,,,,,0.2,,,0.14285714285714285,,,0.25,,,21.73913043478261,,0.2857142857142857,,0.5,,0.3333333333333333,,,,0.25,1.0,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,0.2857142857142857,,,,0.42857142857142855,0.43415,,0.4259,0.125,0.16666666666666666,,,11.920000000000002,0.23809523809523808,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.2,0.5,0.5,1.0,1.0,0.2857142857142857,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,632.0,11,,20,19,9,8.0,2.0,39,,1.0,,1.0,,,,2.0,2.0,2.0,21,,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,2.0,1.0,,,2.0,,1.0,,,9,,,,,,,,,,,0.25,,,27.272727272727273,,,,0.5,,0.2,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,0.6666666666666666,0.4270333333333333,,0.32220000000000004,0.25,0.3333333333333333,,,7.0,0.45,,1.0,,,,,,,1.0,,1.0,,2.0,,,,,,,0.3333333333333333,,,0.5,,,,23.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,1616.0,27,-14.0,50,47,12,10.0,4.0,97,1.0,1.0,2.0,2.0,2.0,4.0,5.0,7.0,,13.0,68,,,,,1.0,1.0,,2.0,2.0,8.0,,,,2.0,,2.0,,2.0,1.0,1.0,,,,1.0,,,,,,,2.0,12,,,0.2,0.2,0.7142857142857143,,1.0,0.65,,1.0,0.65,,1.0,20.0,,0.2222222222222222,,,,0.18181818181818182,,,,0.25,,0.1,1.0,1.0,,0.2,1.0,1.0,0.4,0.5,0.5,,0.4,0.4573055555555556,,0.3651,,,,0.15384615384615385,12.1,0.24,2.0,3.0,1.0,,1.0,2.0,1.0,5.0,1.0,1.0,,,1.0,,,,,,,0.3,,,1.0,,,0.2,29.53333333333333,1.0,,,,,,,0.1,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,1596.0,27,-14.0,51,49,19,13.0,2.0,100,1.0,5.0,1.0,1.0,,1.0,2.0,7.0,2.0,15.0,66,,1.0,,,,1.0,1.0,4.0,,4.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,2.0,3.0,,1.0,3.0,1.0,2.0,,4.0,19,,,,,0.2857142857142857,,,0.5416666666666666,,0.375,0.5769230769230769,,0.4,33.33333333333333,,0.1,0.07692307692307693,,,0.0625,0.05555555555555555,,,0.14285714285714285,,0.4166666666666667,0.2,0.25,,0.08333333333333333,1.0,1.0,0.08333333333333333,,,,0.8333333333333334,0.48134999999999994,0.3938,0.5037625,0.15384615384615385,0.25,,0.26666666666666666,5.271428571428571,0.37254901960784315,3.0,5.0,3.0,1.0,3.0,4.0,1.0,11.0,4.0,4.0,1.0,,5.0,,2.0,,,,,0.4166666666666667,0.14285714285714285,,0.8,,,0.25,24.06,2.0,1.0,3.0,,,,,0.16666666666666666,0.25,1.0,3.0,3.0,,1.0,,1.0,,0.6,0.6,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.2,0.2,0.16666666666666666,1.0,1.0,1.0,0.25,1.0,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,489.0,8,,16,16,4,7.0,2.0,32,,,,,,,,,,3.0,16,,,,,,,,3.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,3.0,4,,,,,,,,0.75,,0.75,0.75,,0.75,16.666666666666668,,,,0.5,,0.25,,,,,,,,,,,,,,,,,1.0,0.48945000000000005,,0.48945000000000005,,,,1.0,,0.25,2.0,2.0,2.0,,,1.0,,2.0,1.0,1.0,,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,1.0,24.85,,,2.0,,,,0.5,,,1.0,1.0,3.0,,1.0,,1.0,,0.5,0.5,,,,,0.5,0.5,0.5,,,,2.0,1.0,,,,,,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612742,DeShawn Stevenson,DeShawn Stevenson,2052,DAL,1294.0,22,-6.0,40,39,12,12.0,2.0,79,,,,,,,,,1.0,13.0,51,,,,3.0,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,2.0,2.0,,1.0,2.0,,1.0,,,12,,,,,,,,1.5,1.5,,1.3,1.5,,11.627906976744185,,,,0.2,,0.07142857142857142,,,,,,,,,,,,,,,,,1.0,0.6220875,0.5739,,0.2,1.0,0.23076923076923078,,,0.3,2.0,4.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,0.5,24.2,2.0,,,,,,1.0,0.5,,2.0,4.0,3.0,,2.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,,2.0,,,,9.0,,,,,0.75,,,,,1.0,1.0,0.5,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612742,Peja Stojakovic,Peja Stojakovic,978,DAL,76.0,1,-6.0,4,3,2,,,7,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.38235,,0.38235,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,24.8,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,1610612742,Brian Cardinal,Brian Cardinal,2073,DAL,643.0,11,3.0,22,22,13,18.0,1.0,44,,,,,,,,,,3.0,21,,,,,,,,3.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,3.0,13,1.0,,,,,,,1.5,,1.5,1.5,,1.5,4.3478260869565215,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,0.5838,,0.5838,,,,1.0,,0.5909090909090909,,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,1.0,,,,,,,23.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,3.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201147,1610612742,Corey Brewer,Corey Brewer,201147,DAL,303.0,5,4.0,11,10,11,10.0,,21,1.0,1.0,,,,1.0,1.0,2.0,,2.0,6,,,,,1.0,2.0,,2.0,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,11,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,27.272727272727273,,,,,,,,,,,,0.5,1.0,1.0,,,,,0.5,,,,0.5,0.54105,,0.54105,,,,1.0,10.1,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
