EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,PtsAssisted2s,Blocked2s,BlockedLongMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimFGM,AtRimPctAssisted,PenaltyAtRimAccuracy,FTDefRebounds,DefFTReboundPct,PtsPutbacks,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,Charge Fouls,Corner3FGM,Blocked3s,BlockedArc3,OffensiveGoaltends,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,HeaveAttempts
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,9914.0,165,-31,294,294,66,76,29.0,588,4.0,9.0,1.0,1.0,7.0,12.0,8.0,16.0,1.0,1.0,1.0,4.0,9.0,1.0,2.0,2.0,3.0,19.0,37.0,4.0,10.0,25.0,75.0,332,2.0,2.0,1.0,3.0,7.0,4.0,7.0,2.0,4.0,12.0,26.0,38.0,9.0,3.0,9.0,4.0,4.0,34.0,8.0,42.0,7.0,1.0,13.0,13.0,8.0,92.0,1.0,1.0,7.0,19.0,26.0,2.0,28.0,1.0,6.0,2.0,4.0,10.0,2.0,8.0,5.0,1.0,2.0,1.0,15.0,1.0,4.0,3.0,10.0,1.0,25.0,1.0,2.0,4.0,31.0,1.0,2.0,8.0,2.0,4.0,26.0,66,4.0,4.0,0.75,0.4,0.3333333333333333,0.5,0.4,0.5135135135135135,1.0,0.5714285714285714,0.5319148936170213,0.7,0.6363636363636364,0.6083333333333333,0.7,0.7222222222222222,0.2127659574468085,0.10810810810810811,0.2222222222222222,0.08333333333333333,0.0625,22.865853658536587,0.6666666666666666,0.19,0.009523809523809525,0.22580645161290322,0.03571428571428571,0.1984732824427481,0.015037593984962405,0.02857142857142857,0.043478260869565216,0.19230769230769232,0.1794871794871795,0.2,0.23076923076923078,0.2,0.05263157894736842,0.19148936170212766,0.4444444444444444,0.5714285714285714,0.2553191489361702,0.5833333333333334,0.6363636363636364,0.3404255319148936,0.5,0.5333333333333333,0.02127659574468085,0.19148936170212766,0.4444444444444444,0.4444444444444444,0.75,0.2,1.0,0.2,0.4,0.5,1.0,0.09090909090909091,0.2727272727272727,0.6666666666666666,0.40425531914893614,0.4444444444444444,0.46383617021276596,0.46926666666666667,0.4525318181818182,0.17857142857142858,0.18181818181818182,0.16666666666666666,0.09333333333333334,0.3466666666666667,10.854054054054055,25.639999999999997,0.22448979591836735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101127,1610612740,Jarrett Jack,Jarrett Jack,101127,NOH,3784.0,63,-18,107,107,35,34,10.0,214,,2.0,,1.0,4.0,6.0,3.0,12.0,,,,,2.0,,1.0,,,7.0,20.0,,2.0,5.0,19.0,125,,2.0,,1.0,,1.0,5.0,,,4.0,6.0,10.0,,,2.0,,2.0,9.0,,9.0,,,4.0,2.0,3.0,18.0,,,2.0,4.0,6.0,,6.0,,1.0,,1.0,2.0,,1.0,2.0,,1.0,,4.0,1.0,1.0,,3.0,1.0,6.0,,1.0,,7.0,,1.0,1.0,,2.0,6.0,35,1.0,2.0,,,,,,0.35,,0.2,0.3181818181818182,,0.2,0.36,,0.35714285714285715,0.09090909090909091,0.1,0.5,0.16666666666666666,,24.576271186440678,0.5,0.0975609756097561,,0.13333333333333333,,0.10714285714285714,,,,0.08333333333333333,0.14285714285714285,0.09090909090909091,0.15384615384615385,,,0.09090909090909091,,,0.2727272727272727,0.6666666666666666,0.8,0.5454545454545454,0.25,0.25,,0.09090909090909091,,,,0.3333333333333333,,,0.3333333333333333,,,,,,0.18181818181818182,,0.40976590909090915,0.52795,0.37656,0.043478260869565216,0.047619047619047616,,,0.3157894736842105,13.26,25.6,0.32710280373831774,1.0,4.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.25,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201158,1610612740,Marco Belinelli,Marco Belinelli,201158,NOH,7811.0,130,-28,232,235,32,54,23.0,467,4.0,7.0,,,6.0,11.0,3.0,13.0,3.0,,1.0,5.0,14.0,,,,1.0,13.0,31.0,5.0,17.0,4.0,45.0,257,1.0,2.0,,,2.0,1.0,3.0,,2.0,,2.0,6.0,15.0,,14.0,5.0,4.0,3.0,1.0,4.0,,1.0,,1.0,2.0,9.0,,,,2.0,2.0,,2.0,,3.0,,3.0,,,,3.0,1.0,,,3.0,,,3.0,10.0,2.0,3.0,,1.0,,4.0,,,2.0,,,2.0,32,2.0,,1.0,0.29411764705882354,,,0.29411764705882354,0.41935483870967744,0.5,0.3333333333333333,0.4270833333333333,0.5,0.2,0.45,0.5,0.2,0.3541666666666667,0.12903225806451613,0.14285714285714285,0.2727272727272727,,20.384615384615383,,0.021739130434782608,,,,0.01818181818181818,,,,,0.02857142857142857,0.029411764705882353,,,,0.14583333333333334,0.5714285714285714,0.6666666666666666,0.22916666666666666,0.5454545454545454,0.75,0.2708333333333333,0.23076923076923078,0.23076923076923078,0.0625,0.2916666666666667,0.35714285714285715,0.35714285714285715,1.0,,,,,,,0.2,0.2,,0.5,0.35714285714285715,0.48252604166666674,,0.56395,0.04,0.06060606060606061,,0.044444444444444446,0.044444444444444446,11.816129032258065,25.235294117647058,0.13793103448275862,2.0,20.0,,,,0.7692307692307693,0.7692307692307693,0.6666666666666666,1.0,0.4,1.0,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201160,1610612740,Jason Smith,Jason Smith,201160,NOH,977.0,16,2,29,27,10,8,1.0,56,,,,,,,3.0,6.0,,,,,,,,,,3.0,6.0,,,,6.0,28,,,,,,2.0,2.0,,,,4.0,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,1.0,1.0,3.0,,3.0,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,4.0,10,,,,,,,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,,,,,20.0,,0.08333333333333333,,0.16666666666666666,,0.1111111111111111,,,,,,0.2,0.16666666666666666,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,0.40195000000000003,,0.37795,,,,,0.6666666666666666,17.7,,0.3448275862068966,,6.0,,,,1.0,1.0,,1.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2731,1610612740,Emeka Okafor,Emeka Okafor,2731,NOH,11262.0,188,-39,331,332,72,86,33.0,663,10.0,14.0,4.0,5.0,10.0,15.0,,2.0,,,,,,,,,,20.0,31.0,,,4.0,44.0,371,4.0,5.0,,,8.0,6.0,9.0,,,,12.0,6.0,,,,,5.0,,,,,,,,,,5.0,12.0,2.0,12.0,16.0,17.0,33.0,,6.0,4.0,2.0,4.0,1.0,2.0,8.0,2.0,2.0,2.0,12.0,1.0,2.0,16.0,28.0,1.0,11.0,1.0,1.0,,11.0,1.0,,6.0,,,12.0,72,3.0,,,,,,,0.6451612903225806,0.8,0.6666666666666666,0.6451612903225806,0.8,0.6666666666666666,0.6111111111111112,0.8,0.6666666666666666,,0.16129032258064516,0.21428571428571427,0.13333333333333333,,13.008130081300813,0.3333333333333333,0.09917355371900827,0.1,0.05555555555555555,0.15625,0.08917197452229299,0.1118421052631579,0.13513513513513514,0.16,0.03225806451612903,0.09302325581395349,0.14893617021276595,0.06666666666666667,,,0.45161290322580644,0.7142857142857143,0.9090909090909091,0.4838709677419355,0.6666666666666666,0.7692307692307693,0.06451612903225806,,,,,,,,1.0,0.8,,,,,,,,0.45161290322580644,,0.4663483870967742,0.5762,0.41338888888888886,0.16666666666666666,0.16666666666666666,,0.18181818181818182,0.2727272727272727,6.02258064516129,,0.2175226586102719,2.0,34.0,6.0,,6.0,0.85,0.9444444444444444,1.0,,0.2222222222222222,2.0,0.7,1.0,2.0,0.25,4.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,0.08571428571428572,0.08333333333333333,0.14285714285714285,0.5,0.25,,,,,,,,,,True,,,,,,,,,,,,
201171,1610612740,Carl Landry,Carl Landry,201171,NOH,9319.0,155,-44,269,271,51,63,29.0,540,14.0,25.0,2.0,6.0,6.0,14.0,5.0,12.0,,,,,,,,,,25.0,51.0,,,23.0,73.0,306,2.0,7.0,,,6.0,3.0,4.0,,,12.0,18.0,10.0,,,,,7.0,4.0,1.0,5.0,1.0,,3.0,,1.0,11.0,2.0,6.0,5.0,9.0,15.0,8.0,23.0,,3.0,2.0,1.0,3.0,,1.0,4.0,2.0,2.0,,7.0,2.0,2.0,9.0,15.0,1.0,22.0,1.0,2.0,,26.0,4.0,,12.0,,3.0,18.0,51,,3.0,,,,,,0.49019607843137253,0.2857142857142857,0.75,0.49019607843137253,0.2857142857142857,0.75,0.5887096774193549,0.375,0.9,,0.13725490196078433,0.2,0.14285714285714285,,22.8476821192053,0.42857142857142855,0.09183673469387756,0.06,0.17857142857142858,0.07142857142857142,0.1111111111111111,0.0625,0.06060606060606061,0.045454545454545456,0.125,0.07692307692307693,0.08571428571428572,0.17391304347826086,0.2,,0.49019607843137253,0.56,0.7,0.27450980392156865,0.42857142857142855,0.5,0.23529411764705882,0.4166666666666667,0.4166666666666667,,,,,,0.8571428571428571,0.3333333333333333,,,,,,,,0.49019607843137253,,0.4594705882352942,0.49615,0.53225,0.2033898305084746,0.2033898305084746,,0.0821917808219178,0.2465753424657534,7.166666666666667,,0.1895910780669145,2.0,40.0,2.0,,2.0,0.8,0.8333333333333334,0.8333333333333334,1.0,0.5,2.0,0.7142857142857143,1.0,1.0,0.2,2.0,,,,1.0,1.0,,,,0.125,,0.16666666666666666,,0.5,2.0,1.0,,,,,,,,True,,,,,,,,,,,,
201189,1610612740,Aaron Gray,Aaron Gray,201189,NOH,819.0,14,5,28,28,8,12,3.0,56,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,2.0,,,,2.0,31,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,,5.0,,,,,1.0,,,,,1.0,,1.0,,,5.0,5.0,,1.0,,,,,,,,,,,8,,,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,,,,,9.375,1.0,0.4,,0.5,,0.4166666666666667,,,,1.0,1.0,,,1.0,,0.5,1.0,1.0,0.5,,,,,,,,,,,1.0,1.0,,,,,,,,0.5,,0.43545,0.4727,,,,,1.0,,4.65,,0.2857142857142857,,2.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,
2772,1610612740,Trevor Ariza,Trevor Ariza,2772,NOH,10056.0,168,-40,295,296,67,79,29.0,591,12.0,20.0,2.0,4.0,3.0,12.0,5.0,12.0,4.0,,,2.0,10.0,,,1.0,2.0,20.0,44.0,4.0,14.0,7.0,59.0,333,2.0,5.0,,,7.0,4.0,9.0,1.0,2.0,3.0,14.0,18.0,12.0,,10.0,2.0,3.0,14.0,2.0,16.0,2.0,,8.0,4.0,2.0,34.0,1.0,3.0,5.0,18.0,24.0,4.0,28.0,2.0,5.0,4.0,1.0,2.0,,1.0,4.0,,1.0,1.0,6.0,1.0,2.0,5.0,15.0,,9.0,1.0,1.0,1.0,10.0,4.0,,5.0,,2.0,14.0,67,3.0,1.0,1.0,0.2857142857142857,,0.5,0.2857142857142857,0.45454545454545453,0.4,0.4444444444444444,0.4482758620689655,0.4,0.5,0.48360655737704916,0.5833333333333334,0.5833333333333334,0.2413793103448276,0.06818181818181818,0.05,0.16666666666666666,,20.426829268292686,0.3333333333333333,0.17647058823529413,0.027777777777777776,0.16129032258064516,0.03571428571428571,0.17293233082706766,0.029411764705882353,0.029411764705882353,0.045454545454545456,0.125,0.1891891891891892,0.1951219512195122,0.2,,0.06451612903225806,0.3448275862068966,0.6,0.631578947368421,0.20689655172413793,0.25,0.3,0.20689655172413793,0.4166666666666667,0.4166666666666667,0.06896551724137931,0.1724137931034483,0.2,0.2,1.0,0.8,0.5,,,,,,0.18181818181818182,0.5,0.5862068965517241,0.2,0.4707836206896552,0.45232,0.4075863636363636,0.0847457627118644,0.1111111111111111,,0.11864406779661017,0.23728813559322035,8.034090909090908,25.11428571428571,0.2271186440677966,4.0,22.0,2.0,,3.0,0.55,0.6111111111111112,0.3333333333333333,0.6,0.36363636363636365,2.0,0.5833333333333334,0.5,1.0,0.14285714285714285,4.0,3.0,,,,2.0,1.0,,,0.029411764705882353,0.025,,0.3333333333333333,,3.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,True,,,,,,,,,,,,
2584,1610612740,Willie Green,Willie Green,2584,NOH,1983.0,33,-6,58,58,11,16,4.0,116,1.0,1.0,,,1.0,4.0,2.0,6.0,,,,,1.0,,,,,4.0,11.0,,1.0,1.0,9.0,63,,,,,,,2.0,,,1.0,1.0,4.0,,,1.0,,,,,,,,,,,,1.0,,3.0,,3.0,1.0,4.0,,,,,,,,1.0,,,,1.0,,,2.0,8.0,,4.0,,1.0,1.0,2.0,,,,,1.0,1.0,11,,1.0,,,,,,0.36363636363636365,,,0.3333333333333333,,,0.34615384615384615,,0.16666666666666666,0.08333333333333333,,,,,22.580645161290324,,,,0.25,0.14285714285714285,0.08333333333333333,0.047619047619047616,,,,,,0.3333333333333333,,,0.08333333333333333,1.0,1.0,0.3333333333333333,0.25,0.25,0.5,0.3333333333333333,0.3333333333333333,,0.08333333333333333,,,,,,,,,,,,,0.16666666666666666,,0.4103666666666666,,0.3136,,,,,0.1111111111111111,13.327272727272726,27.2,0.1896551724137931,,4.0,,,,0.5,0.5,,0.5,,,1.0,,,,,,1.0,,,,,,,,,0.5,,,,1.0,,,,,,,,True,,,,,,,,,,,,
202347,1610612740,Quincy Pondexter,Quincy Pondexter,202347,NOH,385.0,6,4,12,12,8,2,4.0,24,,2.0,,1.0,,,,,1.0,,,,,,,,,,2.0,,1.0,,,9,,1.0,,,,,2.0,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,0.5,,,18.75,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,0.3333333333333333,,,,,1.0,,,,,,,,,1.0,,0.5158333333333334,0.5575,0.4724,,,,,,3.25,24.1,0.6666666666666666,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
