EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Corner3Assists,AssistPoints,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,Loose Ball Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,Fg3aBlocked,TwoPtAssists,AtRimAssists,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallTurnovers,Offensive Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,Offensive Fouls Drawn,BlockedShortMidRange,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFouls,Charge Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SelfOReb,SelfORebPct,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,on,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations
101126,1610612760,Nate Robinson,Nate Robinson,101126,OKC,494.0,8,-7,17,18,14.0,14.0,35,2.0,4.0,2.0,4.0,2.0,4.0,2.0,8.0,28,2.0,4.0,2.0,8.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,8.0,14.0,1.0,0.5,0.5,0.5,0.5,0.75,0.75,0.8,0.8,1.0,29.41176470588235,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.544275,0.544275,1.0,24.75,0.8235294117647058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1737,1610612760,Nazr Mohammed,Nazr Mohammed,1737,OKC,5200.0,87,-1,161,160,26.0,32.0,321,,,,,,,4.0,28.0,168,,,,2.0,,,,,,,,,9.0,16.0,9.0,8.0,,2.0,26.0,,,,,,0.5714285714285714,0.5,0.56,0.5,,15.300546448087431,,,,,,,0.5238095238095238,,0.47758095238095233,0.39990000000000003,0.07142857142857142,,0.16149068322981366,17.0,7.0,11.0,2.0,5.0,4.0,6.0,1.0,4.0,12.0,21.0,2.0,5.0,4.0,1.0,2.0,18.0,6.0,4.0,5.0,2.0,5.0,3.0,9.0,2.0,14.0,7.0,21.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,0.75,0.9,0.5714285714285714,0.4,0.5,0.4,0.4,0.23809523809523808,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.4,0.13043478260869565,0.11363636363636363,0.2727272727272727,0.0625,0.15,0.09210526315789473,0.05555555555555555,0.36363636363636365,0.041666666666666664,0.125,0.11538461538461539,0.16,0.1111111111111111,0.3333333333333333,0.75,0.5238095238095238,0.6363636363636364,0.875,0.7142857142857143,0.2857142857142857,0.6666666666666666,1.0,0.75,0.19047619047619047,0.25,0.25,1.0,1.0,0.4,0.5525333333333333,0.16,0.16,0.14285714285714285,7.0809523809523816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201161,1610612760,Daequan Cook,Daequan Cook,201161,OKC,11706.0,195,20,364,365,94.0,90.0,729,6.0,22.0,1.0,7.0,16.0,46.0,4.0,64.0,405,6.0,17.0,2.0,24.0,48.0,,18.0,6.0,,1.0,,2.0,9.0,17.0,3.0,4.0,1.0,24.0,93.0,1.0,1.0,0.34782608695652173,0.35294117647058826,0.38095238095238093,0.5357142857142857,0.5789473684210527,0.5517241379310345,0.6,0.8214285714285714,15.70048309178744,0.39285714285714285,0.2727272727272727,0.2857142857142857,1.0,0.3684210526315789,0.14285714285714285,0.875,0.3333333333333333,0.553803846153846,0.5790375,0.375,26.484782608695657,0.25824175824175827,42.0,3.0,3.0,,,1.0,1.0,2.0,6.0,6.0,10.0,,,,2.0,2.0,10.0,2.0,,,1.0,,9.0,16.0,1.0,26.0,1.0,27.0,3.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,7.0,,1.0,,,,,,2.0,0.8333333333333334,0.8333333333333334,0.6,,1.0,,,,,,0.2857142857142857,0.1,0.11940298507462686,,0.23684210526315788,0.013888888888888888,0.14534883720930233,0.0064516129032258064,,,0.017857142857142856,,0.15384615384615385,0.09090909090909091,0.125,0.21428571428571427,,0.05357142857142857,1.0,1.0,0.6666666666666666,0.017857142857142856,1.0,1.0,1.0,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,,,0.55455,0.017543859649122806,0.09090909090909091,,12.789999999999997,2.0,2.0,10.0,24.0,5.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,0.021739130434782608,0.045454545454545456,0.3,0.42857142857142855,0.4166666666666667,0.4166666666666667,1.0,1.0,0.10526315789473684,1.0,0.5263157894736842,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201953,1610612760,Eric Maynor,Eric Maynor,201953,OKC,8286.0,138,-3,251,257,35.0,41.0,508,5.0,11.0,,1.0,5.0,11.0,15.0,60.0,291,,1.0,,,9.0,6.0,10.0,5.0,10.0,28.0,6.0,66.0,4.0,11.0,11.0,19.0,,,35.0,,0.6,0.45454545454545453,,0.5,0.5,,0.5555555555555556,,0.24444444444444444,23.44322344322344,0.24444444444444444,0.45454545454545453,0.45454545454545453,0.6,1.0,,0.4888888888888889,0.5,0.47143636363636365,,,27.50909090909091,0.1394422310756972,20.0,6.0,11.0,,,6.0,15.0,3.0,8.0,15.0,34.0,,1.0,1.0,,,2.0,28.0,,5.0,3.0,1.0,1.0,5.0,,6.0,4.0,10.0,6.0,4.0,2.0,4.0,3.0,3.0,6.0,,10.0,2.0,10.0,,,,,,1.0,0.06666666666666667,0.06666666666666667,0.4411764705882353,,,,0.25,0.14705882352941177,0.2727272727272727,0.06666666666666667,0.4,,0.050505050505050504,0.018518518518518517,0.041666666666666664,0.06976744186046512,0.04878048780487805,0.041237113402061855,0.05555555555555555,,0.08823529411764706,,0.1,0.05405405405405406,,0.05263157894736842,,0.24444444444444444,0.5454545454545454,0.75,0.16666666666666666,0.3333333333333333,0.4,0.42857142857142855,,0.17777777777777778,0.375,0.42857142857142855,,,,,0.18518518518518517,0.23255813953488372,0.016666666666666666,7.655882352941177,,,,,,,,,1.0,,18.0,9.0,,1.0,1.0,,,,,,,,,,,,,1.0,4.0,3.0,6.0,1.0,2.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2767,1610612760,Royal Ivey,Royal Ivey,2767,OKC,367.0,6,-4,14,14,14.0,14.0,28,,,,,2.0,2.0,,6.0,21,2.0,2.0,,6.0,6.0,,,,1.0,1.0,,3.0,,,,,,6.0,14.0,,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,14.285714285714285,,,,,,,1.0,,0.615,0.615,1.0,22.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,0.16666666666666666,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,2915.0,49,3,86,86,10.0,16.0,172,,,,,,,1.0,25.0,115,,,,4.0,,,,,,,,,6.0,9.0,2.0,2.0,,4.0,10.0,,,,,,0.75,0.6666666666666666,0.7352941176470589,0.6666666666666666,,18.367346938775512,,,,,,,0.5,,0.53315,0.5627333333333334,0.16,,0.11627906976744186,11.0,7.0,8.0,2.0,3.0,2.0,3.0,3.0,5.0,12.0,16.0,3.0,4.0,6.0,2.0,3.0,20.0,4.0,4.0,1.0,,3.0,1.0,4.0,1.0,6.0,3.0,9.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,,,0.8333333333333334,1.0,0.75,0.75,0.6666666666666666,0.75,0.75,0.0625,0.125,,,0.5,0.13333333333333333,0.2,0.14285714285714285,,0.13513513513513514,0.125,0.2,0.4,,,0.2,0.13333333333333333,0.1,,1.0,0.5,0.875,1.0,0.7142857142857143,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.3125,0.6,0.6,1.0,0.75,0.6666666666666666,0.552075,0.058823529411764705,0.058823529411764705,0.24,7.8125,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,0.6666666666666666,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201935,1610612760,James Harden,James Harden,201935,OKC,11144.0,186,34,341,343,78.0,70.0,684,5.0,26.0,,7.0,7.0,30.0,29.0,80.0,374,,8.0,6.0,10.0,21.0,,26.0,5.0,15.0,31.0,7.0,77.0,12.0,17.0,27.0,34.0,2.0,10.0,77.0,1.0,1.0,0.23333333333333334,,0.23333333333333334,0.49038461538461536,0.18181818181818182,0.582089552238806,0.35714285714285715,0.5769230769230769,20.971867007672632,0.5,0.19230769230769232,0.19230769230769232,1.0,0.6363636363636364,,0.8461538461538461,0.19230769230769232,0.5299634615384616,0.4449772727272727,0.125,24.783333333333335,0.2287390029325513,42.0,10.0,14.0,1.0,1.0,,1.0,5.0,7.0,15.0,22.0,1.0,1.0,14.0,2.0,3.0,8.0,22.0,,2.0,4.0,1.0,5.0,23.0,1.0,29.0,5.0,34.0,5.0,4.0,1.0,11.0,2.0,3.0,5.0,,16.0,,15.0,4.0,1.0,4.0,2.0,,2.0,0.26666666666666666,0.26666666666666666,0.6818181818181818,1.0,0.6666666666666666,0.8,0.875,0.09090909090909091,0.14285714285714285,,0.6875,0.1111111111111111,0.184,0.01282051282051282,0.13157894736842105,0.06153846153846154,0.17177914110429449,0.03496503496503497,,,0.06,0.06666666666666667,0.13157894736842105,0.16666666666666666,0.2564102564102564,0.14285714285714285,0.5,0.2692307692307692,0.7142857142857143,0.8333333333333334,0.2,0.019230769230769232,,,,0.1346153846153846,0.7142857142857143,0.7142857142857143,0.4,0.2,1.0,0.6138,0.23076923076923078,0.42857142857142855,0.175,7.327272727272727,1.0,1.0,2.0,4.0,,1.0,4.0,4.0,,,16.0,12.0,,1.0,2.0,,,0.1,0.07692307692307693,0.5,0.5,1.0,0.8,0.09090909090909091,1.0,0.09090909090909091,,6.0,8.0,2.0,2.0,8.0,1.0,2.0,2.0,,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.5,0.041666666666666664,1.0,0.5,1.0,,,,,,,,,,,True,,,,,,,,,,,
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,451.0,8,-7,18,21,11.0,13.0,39,,1.0,,,,1.0,,,17,,,,,,,1.0,,,,,,1.0,1.0,,,,,10.0,,,,,,,,,,1.0,11.11111111111111,1.0,,,,,,1.0,,0.53325,,,26.8,0.6111111111111112,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,4.0,,4.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.42857142857142855,,0.2,,0.3333333333333333,,,,,,0.25,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,3433.0,57,23,115,108,61.0,49.0,223,3.0,9.0,3.0,5.0,3.0,9.0,20.0,59.0,114,3.0,5.0,9.0,26.0,,9.0,9.0,3.0,,2.0,,4.0,1.0,10.0,14.0,23.0,1.0,24.0,60.0,,,0.3333333333333333,0.6,0.3333333333333333,0.4431818181818182,0.40476190476190477,0.5462962962962963,0.5,0.20454545454545456,41.95804195804196,0.20454545454545456,0.3333333333333333,0.3333333333333333,,0.23809523809523808,0.6,0.5454545454545454,0.3333333333333333,0.4795704545454546,0.4844904761904762,0.4406779661016949,25.333333333333332,0.5304347826086957,22.0,8.0,15.0,,,5.0,12.0,2.0,8.0,15.0,35.0,,1.0,4.0,4.0,16.0,2.0,28.0,,4.0,1.0,2.0,1.0,3.0,,4.0,3.0,7.0,,,,4.0,,3.0,2.0,,6.0,,11.0,,,,,,1.0,0.06666666666666667,0.06666666666666667,0.42857142857142855,,0.25,,0.4,0.11428571428571428,0.2,0.08333333333333333,0.6666666666666666,,0.08571428571428572,0.06896551724137931,0.07142857142857142,0.03333333333333333,0.08163265306122448,0.05084745762711865,0.07692307692307693,,0.043478260869565216,,,0.05555555555555555,0.25,0.1111111111111111,,0.3409090909090909,0.5333333333333333,0.6666666666666666,,0.2727272727272727,0.4166666666666667,0.45454545454545453,,0.18181818181818182,0.25,0.25,0.5,,,0.47982500000000006,0.22641509433962265,0.25,0.06779661016949153,7.994285714285715,3.0,6.0,,,,,1.0,1.0,,,2.0,1.0,,,2.0,,,,,,,,0.5,0.2857142857142857,0.5,,,4.0,,1.0,,1.0,,,2.0,,,,,,1.0,,,,,0.14285714285714285,,,,1.0,1.0,1.0,1.0,0.1111111111111111,,,,,,True,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,8060.0,134,26,241,247,35.0,30.0,488,,,,,,,3.0,35.0,264,,,2.0,8.0,,,,,3.0,9.0,,21.0,8.0,17.0,7.0,6.0,,8.0,35.0,,,,,,0.6153846153846154,1.0,0.603448275862069,1.0,,11.355311355311356,,,,,,,0.7307692307692307,,0.5443576923076923,0.6505,0.22857142857142856,,0.14522821576763487,28.0,12.0,19.0,4.0,6.0,1.0,3.0,3.0,4.0,16.0,26.0,4.0,8.0,8.0,3.0,3.0,20.0,12.0,6.0,3.0,2.0,10.0,3.0,14.0,2.0,19.0,12.0,31.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,3.0,6.0,6.0,6.0,3.0,,,0.625,0.7692307692307693,0.6153846153846154,0.5,1.0,0.5,0.5,0.11538461538461539,0.10526315789473684,0.3333333333333333,0.5,0.2857142857142857,0.14893617021276595,0.1724137931034483,0.11538461538461539,0.043478260869565216,0.14166666666666666,0.11538461538461539,0.13043478260869565,0.2222222222222222,0.05263157894736842,,0.11538461538461539,0.19444444444444445,0.125,0.1,0.5,0.7307692307692307,0.631578947368421,0.7058823529411765,0.5833333333333334,0.11538461538461539,0.3333333333333333,0.5,,0.15384615384615385,0.75,0.75,1.0,0.75,0.6666666666666666,0.5388333333333333,0.10344827586206896,0.10344827586206896,0.22857142857142856,4.815384615384615,3.0,3.0,,,,,,,,,6.0,1.0,,,,,,0.16666666666666666,,,,,,1.0,1.0,,,,3.0,1.0,4.0,,,,,,1.0,,,,,,1.0,,,0.17647058823529413,,,,2.0,,,,,2.0,0.2857142857142857,,,,True,,,,,,,,,,,
