EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Offensive Fouls Drawn,OffShortMidRangeReboundPct,SecondChanceAtRimFGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,PtsPutbacks,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,BlockingFoulsDrawn,BlockedLongMidRange,Corner3PctBlocked,OffArc3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,BlockingFouls,Charge Fouls Drawn,BlockedCorner3,DefensiveGoaltends,on,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,8907.0,148,-39.0,261,262,56,65,32,523,5.0,13,3.0,1.0,2.0,2.0,5.0,4.0,12.0,1.0,7.0,2.0,1.0,2.0,1.0,11.0,30,2.0,9.0,4.0,32.0,303,1.0,6.0,2.0,1.0,3.0,3.0,2.0,18.0,4.0,6.0,2.0,1.0,8.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,1.0,6.0,2.0,5.0,1.0,8.0,7.0,15.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,7.0,1.0,3.0,5.0,15.0,2.0,4.0,6.0,2.0,1.0,1.0,7.0,6.0,1.0,7.0,4.0,2.0,54,1.0,0.8181818181818182,0.8181818181818182,1.0,0.2222222222222222,0.2222222222222222,0.36666666666666664,0.16666666666666666,0.3333333333333333,0.358974358974359,0.16666666666666666,0.16666666666666666,0.36585365853658536,0.14285714285714285,0.16666666666666666,0.23076923076923078,0.26666666666666666,0.3076923076923077,0.6,0.08333333333333333,16.0,0.5714285714285714,0.25,0.054945054945054944,0.05042016806722689,0.06451612903225806,0.045454545454545456,0.05737704918032787,0.04964539007092199,0.06666666666666667,0.06779661016949153,0.07692307692307693,0.030303030303030304,0.05,0.07894736842105263,0.07692307692307693,0.5714285714285714,0.3333333333333333,0.38461538461538464,0.5555555555555556,0.8,0.1282051282051282,0.4,1.0,0.5,0.3076923076923077,0.3333333333333333,0.36363636363636365,1.0,0.1794871794871795,0.14285714285714285,0.14285714285714285,1.0,0.05128205128205128,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.5641025641025641,0.5,0.47524999999999995,0.43979999999999997,0.3961083333333333,0.025,0.03225806451612903,0.0625,0.0625,9.826666666666664,24.37777777777778,0.21455938697318008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200756,1610612737,Hilton Armstrong,Hilton Armstrong,200756,ATL,805.0,13,-10.0,24,23,3,23,5,47,,1,1.0,,,,,,,,,,,,,,1,,,,,31,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,2.0,,2.0,1.0,1.0,,,,1.0,,,4.0,5.0,,1.0,,,,,,,,,,,3,1.0,,,,,,,,,,,,,,,,,,,,6.8965517241379315,1.0,,,0.08333333333333333,,,,0.07142857142857142,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.6055,0.6055,,,,,,1.0,,0.125,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2037,1610612737,Jamal Crawford,Jamal Crawford,2037,ATL,17796.0,297,-42.0,530,518,179,176,64,1048,7.0,13,2.0,3.0,6.0,9.0,22.0,11.0,36.0,5.0,11.0,5.0,12.0,39.0,12.0,27.0,71,17.0,50.0,33.0,138.0,587,3.0,9.0,12.0,10.0,24.0,17.0,52.0,22.0,32.0,36.0,38.0,12.0,3.0,25.0,2.0,27.0,1.0,7.0,6.0,12.0,56.0,,,6.0,4.0,1.0,11.0,,11.0,8.0,4.0,4.0,7.0,2.0,1.0,5.0,,8.0,,5.0,4.0,11.0,1.0,26.0,38.0,10.0,10.0,4.0,2.0,,2.0,3.0,,50.0,176,2.0,0.4074074074074074,0.4074074074074074,0.7058823529411765,0.34,0.3469387755102041,0.38028169014084506,0.3333333333333333,0.4166666666666667,0.43388429752066116,0.34615384615384615,0.4634146341463415,0.4924812030075188,0.39285714285714285,0.5425531914893617,0.4132231404958678,0.04225352112676056,,0.09090909090909091,0.027777777777777776,23.383084577114428,0.875,0.058823529411764705,0.023391812865497075,,0.07407407407407407,,0.03968253968253968,,,,,0.029850746268656716,0.05128205128205128,,0.06349206349206349,,0.10743801652892562,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.18181818181818182,0.4090909090909091,0.45,0.4444444444444444,0.2975206611570248,0.3055555555555556,0.3142857142857143,0.2727272727272727,0.09090909090909091,0.45454545454545453,0.45454545454545453,1.0,0.32231404958677684,0.3076923076923077,0.3157894736842105,0.5833333333333334,0.15384615384615385,0.14634146341463414,0.5,0.12195121951219512,0.2926829268292683,0.5206611570247934,0.3157894736842105,0.45475168067226895,0.42207083333333334,0.4538207317073171,0.08527131782945736,0.1282051282051282,0.08695652173913043,0.37681159420289856,12.945070422535212,25.772,0.33773584905660375,4.0,,1.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,6.0,14.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.25,0.35294117647058826,0.02,0.02564102564102564,0.1111111111111111,0.5,0.3076923076923077,0.25,1.0,0.6,0.25,0.0196078431372549,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,29797.0,497,-57.0,872,866,237,198,96,1738,11.0,23,6.0,2.0,6.0,31.0,60.0,27.0,73.0,2.0,11.0,3.0,16.0,31.0,9.0,69.0,156,18.0,42.0,34.0,226.0,942,7.0,14.0,23.0,13.0,35.0,12.0,60.0,40.0,98.0,36.0,31.0,16.0,13.0,33.0,7.0,40.0,5.0,15.0,10.0,8.0,87.0,2.0,16.0,18.0,16.0,3.0,37.0,18.0,55.0,13.0,9.0,4.0,19.0,13.0,12.0,6.0,,31.0,3.0,5.0,11.0,19.0,1.0,36.0,42.0,4.0,16.0,5.0,1.0,,,1.0,,56.0,234,1.0,0.2898550724637681,0.30303030303030304,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.4423076923076923,0.5,0.37142857142857144,0.48484848484848486,0.5263157894736842,0.43617021276595747,0.5162790697674419,0.55,0.5272727272727272,0.21212121212121213,0.08333333333333333,0.2608695652173913,0.08333333333333333,0.0273972602739726,24.84787018255578,0.6129032258064516,0.125,0.05333333333333334,0.047058823529411764,0.1323529411764706,0.02247191011235955,0.0779816513761468,0.04195804195804196,0.04225352112676056,0.028901734104046242,0.038461538461538464,0.06306306306306306,0.03896103896103896,0.05357142857142857,0.14,,0.11616161616161616,0.4782608695652174,0.6470588235294118,0.45454545454545453,0.30303030303030304,0.5166666666666667,0.5636363636363636,0.16129032258064516,0.3686868686868687,0.3698630136986301,0.38028169014084506,0.37037037037037035,0.05555555555555555,0.18181818181818182,0.2,1.0,0.15656565656565657,0.5161290322580645,0.5161290322580645,0.625,0.3157894736842105,0.1276595744680851,0.3333333333333333,0.06382978723404255,0.19148936170212766,0.3282828282828283,0.5161290322580645,0.4422748730964468,0.494528125,0.44909347826086965,0.0761904761904762,0.09523809523809523,0.10176991150442478,0.26548672566371684,12.208333333333334,25.34761904761905,0.2717889908256881,,0.08333333333333333,2.0,,2.0,4.0,5.0,2.0,5.0,3.0,5.0,19.0,18.0,,1.0,2.0,4.0,,,,2.0,0.4,0.4166666666666667,0.023809523809523808,,0.1111111111111111,0.3333333333333333,0.21052631578947367,0.5,0.5,,0.5555555555555556,,1.0,6.0,6.0,5.0,4.0,2.0,2.0,1.0,0.09090909090909091,0.015873015873015872,0.06382978723404255,0.05263157894736842,,,,,,,,,,,,True,,,,
2550,1610612737,Kirk Hinrich,Kirk Hinrich,2550,ATL,8619.0,144,-7.0,250,252,69,71,30,502,4.0,6,2.0,1.0,1.0,1.0,3.0,9.0,18.0,1.0,1.0,,5.0,16.0,5.0,14.0,27,6.0,17.0,1.0,47.0,255,1.0,4.0,5.0,3.0,4.0,5.0,9.0,14.0,14.0,18.0,16.0,5.0,3.0,11.0,3.0,14.0,1.0,3.0,2.0,6.0,31.0,1.0,,6.0,6.0,,12.0,1.0,13.0,7.0,1.0,6.0,2.0,,1.0,2.0,,3.0,,,5.0,17.0,,3.0,1.0,1.0,,,2.0,2.0,,2.0,,9.0,67,2.0,0.5,0.5,1.0,0.35294117647058826,0.35294117647058826,0.5185185185185185,0.25,0.75,0.5227272727272727,0.35714285714285715,0.5,0.5227272727272727,0.35714285714285715,0.5,0.38636363636363635,0.1111111111111111,0.16666666666666666,,0.1111111111111111,16.376306620209057,0.6666666666666666,,0.06818181818181818,,0.13043478260869565,0.03571428571428571,0.08955223880597014,0.007692307692307693,,,,,0.07407407407407407,0.125,0.09090909090909091,,0.13636363636363635,0.6666666666666666,0.8,0.5,0.06818181818181818,0.3333333333333333,0.3333333333333333,,0.4090909090909091,0.5,0.5625,0.5555555555555556,0.022727272727272728,1.0,1.0,1.0,0.36363636363636365,0.3125,0.3125,1.0,0.2857142857142857,0.1111111111111111,1.0,,0.5555555555555556,0.5227272727272727,0.3125,0.4640965909090909,0.46473000000000003,0.5066555555555555,,,0.10638297872340426,0.19148936170212766,14.592592592592593,25.288235294117648,0.276,1.0,,,,1.0,3.0,1.0,1.0,3.0,,1.0,,,,,2.0,,,,,,0.3333333333333333,0.2,,,0.23076923076923078,,0.42857142857142855,0.3333333333333333,1.0,,0.2,,,,,1.0,,,,,,0.043478260869565216,,,,,,,,,,,,,,True,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,25916.0,432,-49.0,759,753,202,152,80,1512,23.0,29,6.0,7.0,9.0,8.0,23.0,25.0,72.0,,,,,1.0,1.0,56.0,124,,1.0,20.0,132.0,827,4.0,10.0,11.0,15.0,35.0,1.0,38.0,92.0,20.0,,1.0,,4.0,30.0,11.0,41.0,10.0,15.0,3.0,12.0,93.0,6.0,19.0,20.0,51.0,11.0,82.0,25.0,107.0,4.0,2.0,2.0,9.0,5.0,8.0,4.0,2.0,17.0,2.0,3.0,17.0,31.0,,29.0,26.0,,8.0,5.0,9.0,6.0,3.0,11.0,4.0,38.0,199,3.0,0.8214285714285714,0.8679245283018868,,,,0.45161290322580644,0.4,0.42857142857142855,0.448,0.4,0.4166666666666667,0.4782608695652174,0.4583333333333333,0.4634146341463415,0.008,0.03225806451612903,0.10344827586206896,0.043478260869565216,,18.171160609613132,0.5294117647058824,0.5238095238095238,0.204,0.06506849315068493,0.1694915254237288,0.07894736842105263,0.19293478260869565,0.06793478260869565,0.11538461538461539,0.05228758169934641,0.045454545454545456,0.17204301075268819,0.18181818181818182,0.25274725274725274,0.1724137931034483,0.36363636363636365,0.232,0.7931034482758621,0.8846153846153846,0.6521739130434783,0.184,0.34782608695652173,0.36363636363636365,0.75,0.576,0.3472222222222222,0.3472222222222222,1.0,,,,,0.008,,,,0.6,0.25,0.7777777777777778,,0.027777777777777776,0.24,,0.43058080000000004,0.50165,0.4259416666666667,0.06015037593984962,0.06060606060606061,0.08333333333333333,0.2878787878787879,12.892741935483873,25.2,0.26613965744400525,,0.05747126436781609,4.0,,,,,,,3.0,,8.0,,,,1.0,,,2.0,2.0,5.0,,,,,0.16129032258064516,0.6666666666666666,,,,,,,,6.0,2.0,1.0,1.0,1.0,,,,0.09259259259259259,0.03125,,1.0,7.0,3.0,1.0,1.0,1.0,0.25,,,,,True,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,12200.0,203,-31.0,362,361,77,39,28,723,17.0,24,,4.0,9.0,12.0,21.0,4.0,11.0,,,,1.0,5.0,1.0,33.0,56,1.0,5.0,14.0,83.0,404,1.0,1.0,4.0,5.0,16.0,1.0,13.0,22.0,44.0,3.0,5.0,1.0,7.0,20.0,3.0,23.0,2.0,5.0,3.0,12.0,49.0,,,6.0,7.0,,13.0,,13.0,6.0,2.0,4.0,4.0,2.0,3.0,2.0,,7.0,1.0,1.0,6.0,7.0,,15.0,17.0,,10.0,,3.0,2.0,,3.0,,13.0,76,,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.5892857142857143,1.0,0.3125,0.5655737704918032,1.0,0.29411764705882354,0.6102941176470589,1.0,0.3611111111111111,0.08196721311475409,0.125,0.125,0.14285714285714285,0.09090909090909091,18.987341772151897,0.5714285714285714,,0.051470588235294115,,0.1276595744680851,,0.07103825136612021,,,,,0.017857142857142856,0.06451612903225806,0.08163265306122448,0.03333333333333333,,0.39344262295081966,0.7083333333333334,0.8095238095238095,0.35294117647058826,0.3442622950819672,0.5714285714285714,0.6666666666666666,0.4166666666666667,0.18032786885245902,0.36363636363636365,0.4,,,,,,0.08196721311475409,0.2,0.2,1.0,,0.5294117647058824,0.4444444444444444,,0.058823529411764705,0.47540983606557374,0.2,0.4650573770491803,0.3878,0.4554264705882353,0.14705882352941177,0.15873015873015872,0.04819277108433735,0.1566265060240964,7.291071428571429,25.14,0.212707182320442,,,,,,,,,,2.0,,3.0,,,,1.0,3.0,,,,,,,,,0.29411764705882354,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,True,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,24596.0,410,-26.0,722,713,189,139,76,1435,33.0,52,12.0,11.0,18.0,17.0,41.0,10.0,41.0,,7.0,1.0,3.0,16.0,7.0,60.0,134,3.0,23.0,37.0,166.0,749,12.0,16.0,27.0,16.0,30.0,8.0,46.0,74.0,46.0,9.0,16.0,3.0,9.0,26.0,6.0,32.0,4.0,17.0,5.0,4.0,70.0,2.0,13.0,21.0,51.0,3.0,75.0,15.0,90.0,11.0,8.0,3.0,13.0,8.0,11.0,5.0,,24.0,1.0,8.0,16.0,34.0,2.0,47.0,61.0,,30.0,4.0,22.0,18.0,4.0,23.0,14.0,46.0,188,2.0,0.6166666666666667,0.6727272727272727,1.0,0.13043478260869565,0.13043478260869565,0.44776119402985076,0.75,0.5333333333333333,0.410828025477707,0.631578947368421,0.4605263157894737,0.45108695652173914,0.6136363636363636,0.48936170212765956,0.1464968152866242,0.06716417910447761,0.09615384615384616,0.0975609756097561,,25.552825552825553,0.5416666666666666,0.15789473684210525,0.2056451612903226,0.04727272727272727,0.1794871794871795,0.025,0.19726027397260273,0.04225352112676056,0.06,0.040268456375838924,,0.1797752808988764,0.24242424242424243,0.20430107526881722,0.19047619047619047,0.6086956521739131,0.33121019108280253,0.6346153846153846,0.7021276595744681,0.6363636363636364,0.2611464968152866,0.4146341463414634,0.4594594594594595,0.47058823529411764,0.2611464968152866,0.24390243902439024,0.24390243902439024,0.8,0.044585987261146494,,,,0.10191082802547771,0.1875,0.1875,1.0,0.631578947368421,0.47368421052631576,0.6111111111111112,0.02631578947368421,0.18421052631578946,0.47770700636942676,0.1875,0.47121815286624213,0.5448638888888889,0.4769855263157895,0.16666666666666666,0.1910828025477707,0.16265060240963855,0.27710843373493976,8.862686567164179,25.02173913043478,0.26177285318559557,2.0,0.05263157894736842,8.0,,,3.0,1.0,,3.0,3.0,1.0,11.0,,,,2.0,7.0,,1.0,,4.0,,0.125,,,0.15151515151515152,0.6666666666666666,0.15789473684210525,,,,0.14285714285714285,,,10.0,1.0,6.0,2.0,1.0,1.0,,,0.03389830508474576,0.012345679012345678,,,,3.0,,,1.0,0.375,2.0,2.0,1.0,1.0,True,,,,
2041,1610612737,Etan Thomas,Etan Thomas,2041,ATL,302.0,5,1.0,8,9,2,7,2,17,,1,,,,,,,,,,,,,,,1,,,,,12,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1.0,1.0,,,9.090909090909092,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.534,,,,,,,1.4,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2215,1610612737,Jason Collins,Jason Collins,2215,ATL,8968.0,149,-20.0,261,266,43,24,21,527,5.0,8,2.0,,,,,3.0,4.0,,,,,,,8.0,12,,,2.0,18.0,261,,2.0,1.0,,,,1.0,14.0,2.0,,,,,1.0,,1.0,,,,1.0,2.0,1.0,3.0,4.0,5.0,1.0,10.0,4.0,14.0,5.0,2.0,3.0,1.0,,4.0,1.0,,5.0,,,20.0,28.0,1.0,17.0,6.0,,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,43,1.0,0.875,0.875,,,,0.6666666666666666,,,0.6666666666666666,,,0.6,0.16666666666666666,0.25,,,,,,6.993006993006993,0.2,0.125,0.053763440860215055,0.03125,0.08333333333333333,0.03571428571428571,0.06382978723404255,0.03225806451612903,,0.022222222222222223,,0.07142857142857142,0.1111111111111111,,0.11764705882352941,0.5,0.6666666666666666,0.625,0.625,1.0,,,,,0.3333333333333333,0.75,0.75,0.6666666666666666,,,,,,,,,1.0,,,,,0.6666666666666666,,0.5185833333333334,0.529,,0.14285714285714285,0.14285714285714285,0.05555555555555555,0.05555555555555555,6.691666666666667,,0.16475095785440613,1.0,0.05714285714285714,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,0.045454545454545456,,,,1.0,2.0,,2.0,1.0,,,7.0,,,True,,,,
