EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,BlockingFouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,StepOutOfBoundsTurnovers,Travels,SecondChanceArc3Frequency,Clear Path Fouls,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceTurnovers,Charge Fouls Drawn,on,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,7265.0,121,16,231,229,77,64.0,23.0,460,11.0,17.0,3.0,3.0,1.0,4.0,3.0,11.0,1.0,7.0,15.0,35.0,8.0,38.0,218,3.0,5.0,6.0,2.0,6.0,2.0,6.0,20.0,10.0,4.0,1.0,8.0,4.0,12.0,2.0,2.0,7.0,1.0,28.0,2.0,6.0,4.0,23.0,3.0,30.0,8.0,38.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,8.0,3.0,3.0,7.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,12.0,6.0,9.0,6.0,3.0,9.0,5.0,6.0,75,2.0,0.6666666666666666,0.7692307692307693,0.42857142857142855,0.6,0.3333333333333333,0.42857142857142855,0.6,0.3333333333333333,0.4634146341463415,0.6,0.42857142857142855,0.02857142857142857,0.058823529411764705,19.06614785992218,0.375,0.2727272727272727,0.23232323232323232,0.09375,0.3076923076923077,0.06896551724137931,0.24107142857142858,0.08602150537634409,0.1111111111111111,0.08695652173913043,0.08695652173913043,0.125,0.26666666666666666,0.23076923076923078,0.2,0.2857142857142857,0.3333333333333333,0.05263157894736842,0.5555555555555556,0.4857142857142857,0.6470588235294118,0.6875,0.7272727272727273,0.3142857142857143,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.2,0.14285714285714285,0.14285714285714285,0.6,1.0,0.6666666666666666,0.25,0.4857142857142857,0.48967428571428573,0.67715,0.5055666666666667,0.14634146341463414,0.14634146341463414,0.15789473684210525,0.15789473684210525,6.854285714285714,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,10460.0,174,19,330,328,102,88.0,38.0,658,13.0,17.0,,,4.0,5.0,3.0,13.0,6.0,12.0,22.0,42.0,32.0,103.0,331,1.0,2.0,6.0,7.0,15.0,16.0,36.0,18.0,26.0,,1.0,18.0,3.0,21.0,2.0,1.0,10.0,4.0,45.0,2.0,,5.0,10.0,3.0,18.0,2.0,20.0,,13.0,6.0,14.0,,10.0,3.0,17.0,6.0,7.0,13.0,,,2.0,30.0,1.0,1.0,1.0,41.0,13.0,3.0,2.0,1.0,3.0,1.0,34.0,99,,0.4090909090909091,0.4090909090909091,0.5238095238095238,0.5,0.4666666666666667,0.5071428571428571,0.2,0.47619047619047616,0.5795454545454546,0.42857142857142855,0.5806451612903226,0.023809523809523808,0.058823529411764705,28.378378378378375,0.8235294117647058,0.21428571428571427,0.07751937984496124,,0.18518518518518517,0.045454545454545456,0.09615384615384616,0.0136986301369863,,,,0.038461538461538464,0.05128205128205128,0.058823529411764705,0.1282051282051282,0.2857142857142857,0.07692307692307693,,0.3333333333333333,0.24285714285714285,0.7647058823529411,0.8125,0.46153846153846156,0.18571428571428572,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.17142857142857143,0.5,0.5,,,0.23809523809523808,0.8,0.6428571428571429,0.5110448529411764,0.54497,0.46728,0.1625,0.25,0.05825242718446602,0.34951456310679613,8.495238095238095,0.3090909090909091,2.0,9.0,3.0,1.0,3.0,7.0,19.0,1.0,3.0,9.0,28.0,3.0,4.0,2.0,6.0,21.0,6.0,1.0,2.0,16.0,6.0,4.0,7.0,1.0,4.0,2.0,3.0,2.0,8.0,7.0,0.7777777777777778,0.32142857142857145,0.3333333333333333,0.3076923076923077,0.4,0.05555555555555555,0.16666666666666666,0.12857142857142856,0.2222222222222222,0.2222222222222222,1.0,0.2714285714285714,0.3684210526315789,0.3684210526315789,0.7142857142857143,0.6,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.375,26.28928571428571,,,,,,,,,,,,,,,,True,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,2261.0,38,-10,68,72,15,14.0,9.0,140,7.0,10.0,4.0,5.0,2.0,3.0,1.0,3.0,,,8.0,13.0,,16.0,83,4.0,5.0,8.0,2.0,4.0,,4.0,10.0,6.0,6.0,1.0,1.0,,1.0,,,,1.0,2.0,,5.0,,2.0,2.0,4.0,5.0,9.0,2.0,3.0,3.0,1.0,,1.0,1.0,2.0,,3.0,4.0,,1.0,,6.0,2.0,,,3.0,2.0,1.0,1.0,,1.0,,4.0,15,,0.625,1.0,0.6153846153846154,0.8,0.5,0.6153846153846154,0.8,0.5,0.5714285714285714,0.8,0.5,0.07692307692307693,,19.48051948051948,0.5,0.6666666666666666,0.10526315789473684,0.21739130434782608,,,0.08333333333333333,0.1388888888888889,0.4444444444444444,0.16666666666666666,,,,0.125,0.2,,,0.5,,0.7692307692307693,0.7,0.7,0.5714285714285714,0.23076923076923078,0.3333333333333333,0.5,1.0,,,,1.0,0.8,0.75,0.6666666666666666,0.7692307692307693,0.4856615384615384,0.5587799999999999,0.4275,0.15384615384615385,0.15384615384615385,0.5,0.25,2.853846153846154,0.22058823529411764,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.25,,,,,,,,,,,,,,True,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,5696.0,95,1,179,181,61,54.0,24.0,360,5.0,11.0,,2.0,1.0,3.0,,1.0,2.0,6.0,7.0,18.0,10.0,36.0,198,,3.0,,3.0,6.0,8.0,17.0,6.0,8.0,,2.0,5.0,2.0,7.0,2.0,,3.0,1.0,16.0,1.0,1.0,2.0,7.0,,9.0,2.0,11.0,,4.0,,3.0,,3.0,2.0,5.0,3.0,1.0,8.0,,,,9.0,1.0,,,11.0,2.0,1.0,1.0,,1.0,,13.0,58,2.0,0.42857142857142855,0.42857142857142855,0.3888888888888889,,0.5,0.5,,0.5625,0.5806451612903226,,0.7083333333333334,0.1111111111111111,0.18181818181818182,17.647058823529413,0.6,,0.1206896551724138,0.01694915254237288,0.125,0.037037037037037035,0.12162162162162163,0.023255813953488372,,0.047619047619047616,,0.06666666666666667,0.125,0.08695652173913043,0.15789473684210525,0.125,0.125,,,0.4230769230769231,0.45454545454545453,0.5555555555555556,0.4,0.038461538461538464,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.5,,0.375,0.3333333333333333,0.7307692307692307,0.5569384615384615,0.49197500000000005,0.5227437500000001,0.07407407407407407,0.10526315789473684,,0.4722222222222222,7.305555555555555,0.3407821229050279,3.0,6.0,,1.0,1.0,1.0,2.0,,1.0,4.0,8.0,1.0,,1.0,2.0,9.0,3.0,,,2.0,1.0,1.0,4.0,,,1.0,1.0,,4.0,2.0,0.75,0.5,0.5,0.5,0.3076923076923077,,0.5,0.23076923076923078,0.5,0.5,1.0,0.07692307692307693,0.5,0.5,,,0.125,1.0,0.125,,0.5,24.862499999999997,,,1.0,1.0,1.0,0.25,,,,,,,,,,True,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,7268.0,121,7,228,227,66,70.0,21.0,455,13.0,21.0,2.0,2.0,4.0,6.0,10.0,15.0,4.0,11.0,27.0,47.0,12.0,66.0,232,5.0,5.0,11.0,5.0,10.0,4.0,14.0,12.0,42.0,,5.0,14.0,5.0,19.0,2.0,3.0,5.0,6.0,43.0,,,1.0,8.0,,9.0,,9.0,,2.0,1.0,5.0,,3.0,5.0,10.0,3.0,3.0,6.0,,1.0,,11.0,,1.0,,15.0,5.0,2.0,,2.0,2.0,,14.0,64,1.0,0.2222222222222222,0.2222222222222222,0.574468085106383,1.0,0.5,0.5294117647058824,1.0,0.45454545454545453,0.5689655172413793,0.9166666666666666,0.5384615384615384,0.10638297872340426,0.23809523809523808,27.2,0.5,,0.09090909090909091,,0.058823529411764705,,0.08571428571428572,,,,,,0.07142857142857142,0.1111111111111111,0.08333333333333333,,0.125,,,0.4117647058823529,0.6190476190476191,0.8125,0.23076923076923078,0.29411764705882354,0.6666666666666666,0.6666666666666666,0.2,0.21568627450980393,0.36363636363636365,0.36363636363636365,0.4,1.0,0.5454545454545454,0.6666666666666666,0.49019607843137253,0.46797745098039223,0.35769999999999996,0.48840909090909096,0.09090909090909091,0.09803921568627451,0.16666666666666666,0.21212121212121213,8.099999999999998,0.2894736842105263,,2.0,,,1.0,,2.0,,,,4.0,,1.0,,1.0,,,,,2.0,,3.0,1.0,3.0,2.0,,1.0,,3.0,2.0,,,,,0.0784313725490196,,0.25,0.0392156862745098,,,,0.0392156862745098,,,,,0.09090909090909091,,,,,24.075,,0.5,,1.0,1.0,,1.0,,,,,,,,,True,,,,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,5434.0,91,9,176,175,47,34.0,16.0,351,2.0,3.0,,,,,,1.0,2.0,3.0,4.0,7.0,3.0,14.0,154,,,,,,,3.0,6.0,2.0,,,,1.0,1.0,1.0,,,,3.0,,1.0,2.0,13.0,,15.0,2.0,17.0,,1.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,,,,3.0,,1.0,,3.0,2.0,3.0,3.0,,3.0,2.0,3.0,46,,0.75,0.75,0.5714285714285714,,,0.39285714285714285,,1.5,0.4666666666666667,,1.5,,,10.416666666666668,0.8,,0.1566265060240964,0.018518518518518517,0.14285714285714285,,0.15463917525773196,0.014084507042253521,,0.058823529411764705,,,0.03571428571428571,0.16129032258064516,0.2916666666666667,0.1111111111111111,0.2,,0.6666666666666666,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.07142857142857142,,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,,,,,0.7142857142857143,0.5300928571428573,,0.6153,0.13333333333333333,0.25,,0.21428571428571427,9.957142857142857,0.26704545454545453,1.0,2.0,,1.0,1.0,,5.0,,,1.0,7.0,,,1.0,1.0,3.0,,,,5.0,,,,,2.0,,1.0,,,,1.0,0.14285714285714285,1.0,0.14285714285714285,0.5,,0.5,0.14285714285714285,0.5,0.5,1.0,0.35714285714285715,,,,,1.0,1.0,,,,24.52857142857143,,,,,,,,1.0,1.0,0.16666666666666666,,,,,,True,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,2584.0,43,18,83,81,34,24.0,15.0,164,1.0,1.0,,,,,2.0,7.0,1.0,2.0,4.0,10.0,2.0,19.0,87,,1.0,,2.0,2.0,,10.0,6.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,,5.0,,,2.0,4.0,1.0,7.0,,7.0,,1.0,,,,,1.0,1.0,,4.0,5.0,,,,1.0,,,,2.0,1.0,,,,,,10.0,33,,0.75,0.75,0.4,,1.0,0.425,,0.8333333333333334,0.4523809523809524,,0.8333333333333334,0.1,,22.0,,0.2,0.14285714285714285,,0.18181818181818182,,0.15384615384615385,,,,,,,0.18181818181818182,0.18181818181818182,0.2,0.16666666666666666,,,0.05,1.0,1.0,,0.35,0.2857142857142857,0.3333333333333333,1.0,0.1,0.5,0.5,,,,,0.55,0.45965249999999996,,0.4767166666666666,0.047619047619047616,0.09090909090909091,,0.5263157894736842,10.559999999999999,0.40963855421686746,,3.0,,,1.0,3.0,7.0,2.0,3.0,3.0,10.0,,,2.0,4.0,9.0,,,,7.0,3.0,1.0,1.0,,,1.0,,,,,1.0,0.3,0.5,0.3,0.5,,1.0,0.15,,,,0.35,0.42857142857142855,0.42857142857142855,1.0,,0.16666666666666666,,0.5,0.6666666666666666,0.42857142857142855,24.869999999999997,0.14285714285714285,,,,1.0,,,,1.0,,1.0,0.1,0.3333333333333333,,,True,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,4123.0,69,8,128,126,51,37.0,18.0,254,1.0,1.0,1.0,1.0,,,3.0,3.0,2.0,3.0,6.0,7.0,2.0,26.0,143,1.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,,1.0,,1.0,,,,1.0,2.0,2.0,2.0,1.0,7.0,,8.0,4.0,12.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,10.0,,2.0,,4.0,,1.0,,4.0,2.0,1.0,1.0,,1.0,1.0,6.0,51,1.0,0.5,0.6,0.8571428571428571,1.0,1.0,0.75,0.5,0.625,0.7222222222222222,0.5,0.6,,,13.013698630136986,,,0.15555555555555556,0.046511627906976744,0.07692307692307693,0.09090909090909091,0.13793103448275862,0.06153846153846154,0.05263157894736842,0.07142857142857142,,0.07142857142857142,0.3333333333333333,0.15,,,0.1111111111111111,,1.0,0.0625,1.0,1.0,,0.1875,1.0,1.0,0.3333333333333333,0.1875,0.6666666666666666,0.6666666666666666,0.5,1.0,,,0.625,0.4922375,0.4498,0.509275,0.1111111111111111,0.2222222222222222,0.11538461538461539,0.23076923076923078,9.814285714285715,0.3984375,2.0,4.0,,,1.0,2.0,5.0,1.0,2.0,4.0,9.0,1.0,1.0,1.0,3.0,12.0,,,,5.0,2.0,,,,,,,,,,1.0,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.5625,0.125,1.0,0.25,0.5,0.5,1.0,0.3125,0.4,0.4,1.0,,0.25,,0.5,0.5,0.4,24.422222222222224,,,1.0,,,0.5,,,,,,,,,,True,,,,,
686,1610612759,Antonio McDyess,Antonio McDyess,686,SAS,6055.0,101,25,188,183,44,40.0,19.0,371,3.0,7.0,2.0,5.0,1.0,2.0,,2.0,8.0,13.0,11.0,22.0,1.0,23.0,167,2.0,5.0,4.0,2.0,6.0,1.0,5.0,18.0,4.0,4.0,1.0,5.0,2.0,7.0,1.0,1.0,4.0,,16.0,3.0,5.0,3.0,10.0,3.0,16.0,9.0,25.0,,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,14.0,,,1.0,7.0,3.0,1.0,,3.0,,5.0,3.0,2.0,5.0,2.0,5.0,42,3.0,0.8181818181818182,1.0,0.5,0.4,0.3333333333333333,0.5,0.4,0.3333333333333333,0.4791666666666667,0.4,0.35714285714285715,0.045454545454545456,,12.918660287081341,0.25,0.42857142857142855,0.12195121951219512,0.08928571428571429,0.23076923076923078,0.15,0.1368421052631579,0.10526315789473684,0.06666666666666667,0.13636363636363635,0.05263157894736842,0.16666666666666666,0.1111111111111111,0.06666666666666667,0.2,0.25,0.2,,0.4,0.3181818181818182,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.09090909090909091,,,,0.5909090909090909,0.6153846153846154,0.6153846153846154,1.0,0.4,0.3333333333333333,0.5,0.3181818181818182,0.4537181818181818,0.5199,0.4667666666666667,,,0.17391304347826086,0.21739130434782608,12.427272727272726,0.23404255319148937,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,0.125,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,0.2,,,,1.0,1.0,True,,,,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,1101.0,18,1,35,34,11,11.0,7.0,69,3.0,6.0,1.0,3.0,1.0,2.0,,2.0,,,3.0,8.0,,6.0,38,1.0,3.0,2.0,1.0,2.0,,2.0,6.0,,,2.0,1.0,1.0,2.0,,1.0,,1.0,5.0,,2.0,,1.0,1.0,2.0,3.0,5.0,,,,,,,,,,,,,,,3.0,,2.0,,1.0,1.0,,,,,,2.0,11,,1.0,1.0,0.375,0.3333333333333333,0.5,0.375,0.3333333333333333,0.5,0.375,0.3333333333333333,0.5,0.25,0.16666666666666666,19.51219512195122,,1.0,0.07692307692307693,0.125,,,0.05555555555555555,0.10526315789473684,0.125,0.14285714285714285,,,,0.2,,,,,,0.75,0.5,0.6,1.0,0.25,,,,,,,1.0,0.3333333333333333,1.0,0.5,0.75,0.4940875,0.6129000000000001,0.59635,0.125,0.125,0.3333333333333333,0.3333333333333333,2.8625,0.3142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,1.0,,0.5,,,,,,True,,,,,
