EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Fg2aBlocked,SelfOReb,LostBallTurnovers,Travels,Charge Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceFtPoints,DefensiveGoaltends,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveMakes,HeaveAttempts,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,271.0,5,-2.0,9,8,4.0,7,1.0,17,1.0,2.0,,,,,,,,,,,,,,1.0,2.0,,,,2.0,10,,,,1.0,,,,,2.0,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,2.0,2.0,,2.0,,,,,,,1.0,,1.0,,,1.0,,3.0,,1.0,1.0,,,,,,,,,,,4.0,1.0,,1.0,1.0,,,,,0.5,,0.5,,0.5,,,30.0,,1.0,,,,,,,,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.3798,,0.3355,,2.45,,0.4444444444444444,,1.0,,,,1.0,,,,,,,,,,0.5,0.5,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
436,1610612748,Juwan Howard,Juwan Howard,436,MIA,516.0,9,3.0,15,15,2.0,1,1.0,30,,1.0,,,,,,,,,,,,,,,1.0,,,2.0,2.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,0.5,,,18.75,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5224,,,,2.4,,0.13333333333333333,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
980,1610612748,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,MIA,6002.0,100,-67.0,182,180,9.0,13,29.0,362,8.0,14.0,10.0,1.0,6.0,4.0,9.0,,,,,,,,,13.0,29.0,,,4.0,30.0,223,10.0,,,,,,,,14.0,12.0,,,,3.0,,3.0,,,2.0,,1.0,6.0,1.0,14.0,5.0,12.0,,17.0,15.0,32.0,,,,3.0,1.0,2.0,6.0,,9.0,1.0,,8.0,,15.0,1.0,4.0,6.0,1.0,1.0,6.0,,3.0,3.0,,3.0,3.0,,9.0,1.0,,0.5384615384615384,1.0,,,,,0.4482758620689655,,0.4482758620689655,,0.46875,,,19.069767441860467,0.3333333333333333,,0.17142857142857143,0.18421052631578946,0.5,0.041666666666666664,0.2125,0.15,0.3684210526315789,0.12121212121212122,0.05555555555555555,0.2608695652173913,,0.24,0.5,1.0,0.4827586206896552,0.5714285714285714,0.6153846153846154,0.20689655172413793,0.16666666666666666,0.2,0.3103448275862069,0.4444444444444444,0.4444444444444444,1.0,,,,,,,,,1.0,,,,,0.4827586206896552,,0.45794137931034484,0.56505,,,8.479310344827587,,0.04945054945054945,6.0,,6.0,12.0,12.0,2.0,2.0,1.0,,,,3.0,0.6,0.6,0.6,0.06896551724137931,0.07142857142857142,0.16666666666666666,0.125,,0.14285714285714285,0.25,1.0,0.6,,0.09375,0.09375,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,18020.0,300,61.0,521,530,177.0,146,71.0,1051,10.0,17.0,7.0,1.0,8.0,,1.0,,,,,,,,,11.0,26.0,,,9.0,31.0,548,10.0,,3.0,4.0,,,4.0,10.0,14.0,8.0,,,,1.0,1.0,2.0,,1.0,,1.0,,5.0,5.0,15.0,9.0,24.0,2.0,35.0,21.0,56.0,1.0,1.0,,1.0,,1.0,6.0,1.0,7.0,1.0,3.0,16.0,,27.0,2.0,4.0,15.0,4.0,2.0,14.0,1.0,15.0,8.0,7.0,15.0,9.0,10.0,177.0,,1.0,0.6363636363636364,0.875,,,,,0.4230769230769231,0.75,0.4230769230769231,0.75,0.4696969696969697,0.7142857142857143,,6.6006600660066015,0.14285714285714285,0.2222222222222222,0.11594202898550725,0.09090909090909091,0.14516129032258066,0.06172839506172839,0.12267657992565056,0.08130081300813008,0.08888888888888889,0.1076923076923077,0.05172413793103448,0.16176470588235295,0.05970149253731343,0.125,0.175,0.6,0.6538461538461539,0.5882352941176471,0.625,0.3076923076923077,0.125,0.16666666666666666,0.038461538461538464,,,,,,,,,,,,0.7,,,,,0.6538461538461539,,0.5224346153846153,0.5748375,0.447175,0.3225806451612903,3.503846153846154,,0.3397312859884837,4.0,3.0,4.0,8.0,6.0,3.0,1.0,,,,,6.0,0.4,0.4,0.4,0.11538461538461539,0.058823529411764705,0.25,0.07272727272727272,0.09090909090909091,0.08333333333333333,0.7,,0.5714285714285714,0.75,0.1875,0.1875,0.25806451612903225,2.0,,,,1.0,,,,,,,,0.05,0.08695652173913043,0.25,,,0.6666666666666666,,,,,1.0,,,,,,,,False,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,30380.0,506,83.0,917,914,308.0,262,100.0,1831,13.0,16.0,,6.0,17.0,3.0,7.0,16.0,38.0,16.0,16.0,46.0,3.0,5.0,10.0,22.0,40.0,32.0,84.0,23.0,163.0,940,3.0,6.0,6.0,11.0,15.0,26.0,13.0,70.0,16.0,28.0,90.0,43.0,15.0,33.0,11.0,44.0,8.0,3.0,21.0,2.0,10.0,99.0,1.0,2.0,11.0,25.0,,36.0,4.0,40.0,27.0,18.0,9.0,20.0,3.0,16.0,8.0,2.0,28.0,4.0,10.0,26.0,1.0,46.0,2.0,2.0,33.0,3.0,2.0,32.0,6.0,1.0,,1.0,1.0,1.0,70.0,306.0,3.0,6.0,0.36363636363636365,0.36363636363636365,0.9375,0.38095238095238093,0.5769230769230769,0.3780487804878049,0.55,0.5454545454545454,0.5645161290322581,0.7702702702702703,0.5833333333333334,0.7727272727272727,0.6774193548387096,16.023166023166024,0.7142857142857143,,0.07936507936507936,0.007722007722007722,0.09166666666666666,0.007633587786259542,0.08275862068965517,0.007692307692307693,,0.009523809523809525,,0.07142857142857142,0.0990990990990991,0.0660377358490566,0.06329113924050633,1.0,0.12903225806451613,0.8125,0.8666666666666667,0.13709677419354838,0.35294117647058826,0.4,0.056451612903225805,0.42857142857142855,0.42857142857142855,1.0,0.3064516129032258,0.42105263157894735,0.42105263157894735,1.0,0.3709677419354839,0.34782608695652173,0.34782608695652173,0.875,,0.3333333333333333,0.43243243243243246,0.2702702702702703,0.5,0.8064516129032258,0.3488372093023256,0.5188789256198347,0.55755,0.5311728571428572,0.4294478527607362,7.972499999999999,25.198809523809523,0.33587786259541985,,6.0,1.0,6.0,,3.0,1.0,4.0,,,2.0,10.0,0.3333333333333333,0.2777777777777778,0.3333333333333333,0.075,0.0625,0.11764705882352941,0.012195121951219513,0.14634146341463414,0.015625,0.3076923076923077,0.16666666666666666,,0.16216216216216217,0.07575757575757576,0.20833333333333334,0.03680981595092025,4.0,,1.0,6.0,1.0,1.0,,1.0,2.0,,,0.16666666666666666,0.03225806451612903,0.025,,,,0.6666666666666666,,10.0,0.625,1.0,,,,,,,,,False,1.0,3.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,,,
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,11156.0,186,53.0,336,335,129.0,129,35.0,671,4.0,8.0,3.0,1.0,2.0,2.0,4.0,2.0,7.0,1.0,6.0,25.0,3.0,1.0,9.0,7.0,14.0,8.0,32.0,,38.0,308,4.0,3.0,4.0,5.0,1.0,10.0,,11.0,4.0,10.0,24.0,24.0,6.0,7.0,5.0,12.0,2.0,3.0,4.0,2.0,1.0,29.0,1.0,8.0,10.0,20.0,3.0,33.0,9.0,42.0,7.0,5.0,2.0,3.0,,2.0,3.0,2.0,6.0,,1.0,8.0,,24.0,4.0,,2.0,,1.0,,,1.0,,1.0,1.0,,11.0,128.0,3.0,,0.2857142857142857,0.5,1.0,0.25,0.1,0.25806451612903225,0.5,0.8,0.41304347826086957,0.36666666666666664,0.41304347826086957,0.36666666666666664,0.6956521739130435,13.793103448275861,0.5,0.2,0.1941747572815534,0.0851063829787234,0.19607843137254902,0.024390243902439025,0.19480519480519481,0.06666666666666667,0.13333333333333333,0.0975609756097561,0.03125,0.14705882352941177,0.18518518518518517,0.23809523809523808,0.2,,0.17391304347826086,0.5,0.5714285714285714,0.043478260869565216,0.5,0.5,0.08695652173913043,0.5,0.5,0.5,0.15217391304347827,0.2857142857142857,0.2857142857142857,1.0,0.5434782608695652,0.24,0.24,1.0,0.42857142857142855,0.42857142857142855,0.06666666666666667,0.6,0.1111111111111111,0.8695652173913043,0.25,0.5109188888888889,0.5623999999999999,0.4291107142857143,0.2894736842105263,8.15,26.153125000000003,0.38392857142857145,2.0,2.0,3.0,6.0,6.0,1.0,2.0,1.0,1.0,,,,0.75,0.42857142857142855,0.42857142857142855,0.07142857142857142,0.125,,,0.1875,0.07692307692307693,0.25,,0.6666666666666666,0.13333333333333333,,,0.15789473684210525,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,False,,,,1.0,,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,30562.0,509,69.0,912,915,374.0,307,100.0,1827,50.0,68.0,13.0,8.0,32.0,24.0,62.0,2.0,7.0,4.0,19.0,51.0,4.0,8.0,22.0,82.0,162.0,21.0,58.0,75.0,302.0,958,16.0,4.0,35.0,68.0,9.0,26.0,36.0,133.0,42.0,122.0,24.0,51.0,19.0,49.0,25.0,74.0,17.0,8.0,26.0,6.0,17.0,173.0,4.0,12.0,13.0,53.0,11.0,77.0,18.0,95.0,15.0,12.0,3.0,14.0,2.0,6.0,21.0,2.0,35.0,2.0,16.0,13.0,,31.0,3.0,5.0,80.0,3.0,2.0,92.0,15.0,10.0,7.0,1.0,12.0,5.0,133.0,371.0,2.0,13.0,0.25609756097560976,0.27631578947368424,0.38095238095238093,0.3620689655172414,0.34615384615384615,0.3620689655172414,0.5061728395061729,0.5147058823529411,0.5159090909090909,0.5159574468085106,0.5791505791505791,0.5789473684210527,0.2636363636363636,28.474246841593782,0.4,0.3793103448275862,0.17207792207792208,0.046153846153846156,0.11206896551724138,0.031007751937984496,0.15566037735849056,0.04113110539845758,0.06060606060606061,0.03669724770642202,0.010869565217391304,0.12121212121212122,0.1650485436893204,0.22641509433962265,0.09210526315789473,0.4166666666666667,0.3090909090909091,0.7352941176470589,0.7692307692307693,0.14545454545454545,0.25,0.2857142857142857,0.2818181818181818,0.3870967741935484,0.4,0.041666666666666664,0.031818181818181815,0.2857142857142857,0.2857142857142857,0.5,0.2318181818181818,0.37254901960784315,0.38,0.3684210526315789,0.65,0.2,0.0425531914893617,0.23404255319148937,0.36363636363636365,0.5727272727272728,0.37254901960784315,0.45277727272727275,0.5019588235294119,0.4395771276595744,0.44039735099337746,9.512345679012347,25.196551724137933,0.4100877192982456,8.0,31.0,9.0,31.0,12.0,9.0,2.0,8.0,5.0,1.0,12.0,36.0,0.5625,0.525,0.62,0.05555555555555555,0.04411764705882353,0.125,0.047058823529411764,0.15,0.019801980198019802,0.34,0.375,0.6153846153846154,0.32978723404255317,0.14754098360655737,0.1935483870967742,0.10264900662251655,23.0,1.0,1.0,39.0,2.0,3.0,3.0,2.0,3.0,,2.0,0.25,0.05,0.08108108108108109,0.125,0.25,1.0,0.7419354838709677,,1.0,0.25,10.0,,,2.0,2.0,1.0,0.017241379310344827,0.0196078431372549,,False,,,,,,,,0.03225806451612903,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,28943.0,482,114.0,863,861,264.0,197,94.0,1724,34.0,57.0,18.0,11.0,21.0,33.0,70.0,,,,,3.0,,,2.0,78.0,148.0,,3.0,82.0,238.0,833,22.0,,20.0,41.0,,2.0,34.0,74.0,112.0,44.0,,3.0,,10.0,2.0,12.0,1.0,1.0,5.0,1.0,4.0,26.0,7.0,20.0,15.0,47.0,6.0,68.0,27.0,95.0,5.0,,5.0,17.0,1.0,7.0,10.0,3.0,27.0,1.0,4.0,18.0,,25.0,2.0,,64.0,5.0,,102.0,6.0,12.0,9.0,3.0,12.0,6.0,71.0,261.0,3.0,3.0,0.717948717948718,0.8115942028985508,,,,,0.527027027027027,0.4878048780487805,0.5165562913907285,0.46511627906976744,0.5979899497487438,0.5967741935483871,0.019867549668874173,23.25102880658436,0.6296296296296297,0.2222222222222222,0.15309446254071662,0.07936507936507936,0.13392857142857142,0.061946902654867256,0.14797136038186157,0.07397260273972603,0.10666666666666667,0.04716981132075472,0.07142857142857142,0.10752688172043011,0.1941747572815534,0.15315315315315314,0.12658227848101267,0.5,0.37748344370860926,0.5964912280701754,0.6538461538461539,0.1390728476821192,0.5238095238095238,0.5789473684210527,0.46357615894039733,0.4714285714285714,0.4782608695652174,0.8787878787878788,,,,,0.019867549668874173,,,,0.8181818181818182,,,0.046511627906976744,,0.3973509933774834,,0.4467132450331125,0.519105,0.44819999999999993,0.31092436974789917,10.232432432432432,25.333333333333332,0.30590961761297797,11.0,17.0,14.0,36.0,18.0,8.0,3.0,10.0,3.0,,6.0,48.0,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.05405405405405406,0.08771929824561403,0.09523809523809523,0.09859154929577464,0.15151515151515152,0.047619047619047616,0.5882352941176471,0.6363636363636364,0.6111111111111112,0.3953488372093023,0.24870466321243523,0.25263157894736843,0.15126050420168066,9.0,,,,,3.0,,,,,,,,0.034482758620689655,0.09090909090909091,,,0.5294117647058824,,,,8.0,1.0,2.0,,,,,,,False,,,,,,,,0.014285714285714285,,
2592,1610612748,James Jones,James Jones,2592,MIA,13253.0,221,33.0,392,393,140.0,116,55.0,785,1.0,1.0,1.0,1.0,1.0,4.0,8.0,5.0,15.0,5.0,6.0,11.0,1.0,2.0,3.0,6.0,10.0,11.0,26.0,11.0,56.0,399,2.0,3.0,2.0,4.0,3.0,8.0,4.0,17.0,4.0,8.0,33.0,11.0,6.0,2.0,,2.0,,,1.0,,1.0,4.0,2.0,1.0,6.0,16.0,1.0,23.0,3.0,26.0,5.0,5.0,,1.0,,1.0,1.0,,2.0,,,6.0,1.0,20.0,,,6.0,1.0,1.0,11.0,2.0,,,,,,17.0,138.0,4.0,2.0,0.3333333333333333,0.4,1.0,0.4230769230769231,0.375,0.4230769230769231,0.6,0.5,0.625,0.5416666666666666,0.6666666666666666,0.6071428571428571,0.7222222222222222,8.99122807017544,0.5,0.07692307692307693,0.11347517730496454,0.0078125,0.14285714285714285,0.03636363636363636,0.12021857923497267,0.01639344262295082,,0.0196078431372549,0.05555555555555555,0.06818181818181818,0.13725490196078433,0.13043478260869565,0.14285714285714285,,0.027777777777777776,1.0,1.0,0.027777777777777776,1.0,1.0,0.2222222222222222,0.5,0.5,0.5,0.4166666666666667,0.3333333333333333,0.3333333333333333,1.0,0.3055555555555556,0.5454545454545454,0.5454545454545454,1.0,0.2,0.2,0.4166666666666667,0.25,0.6666666666666666,0.75,0.5454545454545454,0.5162333333333334,0.5531,0.4916791666666667,0.30357142857142855,17.33,24.184615384615388,0.35714285714285715,1.0,1.0,2.0,7.0,2.0,,,,,,,,1.0,0.7,0.7,,,,,0.14285714285714285,,,,1.0,0.08333333333333333,0.02702702702702703,,0.125,1.0,,1.0,,,1.0,,,4.0,1.0,,0.3333333333333333,,,,,,1.0,0.037037037037037035,1.0,0.2,,,1.0,,,,,,,False,1.0,2.0,,,0.4,0.5,1.0,,1.0,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,15121.0,252,20.0,455,456,174.0,151,38.0,911,13.0,19.0,4.0,2.0,6.0,6.0,32.0,,,,,,,,,21.0,57.0,,,6.0,48.0,465,7.0,,6.0,24.0,,,4.0,16.0,38.0,4.0,,,,3.0,4.0,7.0,1.0,3.0,1.0,,2.0,18.0,3.0,6.0,5.0,22.0,7.0,34.0,9.0,43.0,6.0,3.0,3.0,7.0,,2.0,3.0,1.0,10.0,1.0,5.0,14.0,,28.0,5.0,1.0,13.0,1.0,4.0,7.0,,3.0,3.0,,3.0,2.0,16.0,173.0,4.0,,0.9047619047619048,0.95,,,,,0.3684210526315789,0.25,0.3684210526315789,0.25,0.4,0.3076923076923077,,14.056224899598392,0.7,0.4117647058823529,0.15492957746478872,0.05,0.07042253521126761,0.05555555555555555,0.1267605633802817,0.05172413793103448,0.1111111111111111,0.016666666666666666,0.075,0.20454545454545456,0.13725490196078433,0.1276595744680851,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.6842105263157895,0.8125,0.10526315789473684,0.3333333333333333,0.4,0.5614035087719298,0.1875,0.1875,1.0,,,,,,,,,0.5714285714285714,,,,,0.3333333333333333,,0.4428070175438597,0.48268333333333335,0.43036666666666673,0.3333333333333333,10.584210526315792,,0.3824175824175824,2.0,7.0,2.0,9.0,2.0,4.0,,5.0,1.0,1.0,1.0,4.0,0.2857142857142857,0.2857142857142857,0.5,0.07017543859649122,0.15789473684210525,0.16666666666666666,0.06060606060606061,0.043478260869565216,,0.8461538461538461,1.0,0.5,0.2916666666666667,0.06666666666666667,0.06666666666666667,0.1875,3.0,,,,,,,,,,,,,,0.5,,,0.42857142857142855,,,,5.0,,,,,,,,,False,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,26724.0,445,66.0,813,812,326.0,255,89.0,1625,52.0,77.0,19.0,22.0,58.0,14.0,34.0,3.0,4.0,1.0,9.0,37.0,3.0,5.0,21.0,88.0,169.0,12.0,41.0,84.0,296.0,831,26.0,4.0,29.0,62.0,5.0,22.0,28.0,101.0,52.0,124.0,18.0,35.0,9.0,39.0,17.0,56.0,8.0,9.0,24.0,5.0,10.0,129.0,10.0,16.0,19.0,40.0,,59.0,26.0,85.0,24.0,15.0,9.0,23.0,4.0,12.0,16.0,3.0,39.0,4.0,12.0,12.0,1.0,30.0,2.0,4.0,69.0,1.0,4.0,105.0,6.0,16.0,7.0,6.0,18.0,11.0,99.0,323.0,5.0,5.0,0.29545454545454547,0.325,0.5,0.2926829268292683,0.22727272727272727,0.3076923076923077,0.5207100591715976,0.46774193548387094,0.5047619047619047,0.43452380952380953,0.5758754863813229,0.505,0.19523809523809524,32.173913043478265,0.5897435897435898,,0.1423487544483986,0.06639004149377593,0.18627450980392157,0.08849557522123894,0.15404699738903394,0.07344632768361582,0.08108108108108109,0.03125,0.075,0.14285714285714285,0.14893617021276595,0.13541666666666666,0.16666666666666666,0.6111111111111112,0.36666666666666664,0.6753246753246753,0.7536231884057971,0.2761904761904762,0.3793103448275862,0.4,0.1619047619047619,0.4117647058823529,0.4117647058823529,0.07142857142857142,0.01904761904761905,0.75,0.75,1.0,0.1761904761904762,0.24324324324324326,0.24324324324324326,0.3333333333333333,0.6333333333333333,0.1,0.011904761904761904,0.25,0.23809523809523808,0.5619047619047619,0.2571428571428571,0.4839189903846154,0.5079225,0.47071524390243913,0.34121621621621623,7.652662721893492,26.52682926829268,0.4009840098400984,10.0,25.0,13.0,41.0,16.0,11.0,4.0,11.0,2.0,,8.0,47.0,0.5,0.5833333333333334,0.640625,0.0650887573964497,0.1038961038961039,0.05172413793103448,0.09859154929577464,0.23333333333333334,0.043010752688172046,0.40384615384615385,0.18181818181818182,0.5263157894736842,0.2976190476190476,0.199203187250996,0.22596153846153846,0.13851351351351351,17.0,2.0,3.0,18.0,,2.0,,2.0,,3.0,3.0,0.75,,0.12121212121212122,0.2,0.6666666666666666,1.0,0.68,0.06976744186046512,,,6.0,,,2.0,2.0,,,,,False,1.0,1.0,,2.0,0.03333333333333333,1.0,1.0,,,1.0
2067,1610612748,Eddie House,Eddie House,2067,MIA,2701.0,45,,88,89,35.0,34,8.0,177,,,,,1.0,1.0,6.0,1.0,3.0,2.0,2.0,6.0,,,2.0,1.0,7.0,3.0,9.0,,11.0,91,1.0,,,1.0,,4.0,,,2.0,,9.0,6.0,2.0,1.0,,1.0,,,1.0,,,2.0,1.0,,2.0,2.0,,4.0,1.0,5.0,4.0,4.0,,2.0,,2.0,2.0,,4.0,,1.0,4.0,,6.0,,1.0,,,,,,,,,,,,35.0,,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.14285714285714285,,0.34375,,0.34375,,0.5625,20.833333333333336,0.5,,0.07407407407407407,,0.25,0.07142857142857142,0.11428571428571428,0.030303030303030304,,,0.09090909090909091,,0.07692307692307693,0.09090909090909091,0.3333333333333333,,,,,0.0625,,,0.375,0.16666666666666666,0.16666666666666666,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,,,0.4,0.4,,0.5625,0.3333333333333333,0.47558125,0.3738,0.53284,,19.142857142857142,24.311111111111114,0.3977272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,
436,1610612748,Juwan Howard,Juwan Howard,436,MIA,3089.0,51,-10.0,91,99,43.0,60,13.0,190,1.0,2.0,,1.0,4.0,2.0,2.0,,,,,,,,,4.0,8.0,,,7.0,15.0,113,1.0,,2.0,6.0,,,6.0,10.0,6.0,2.0,,,,,1.0,1.0,1.0,,,,,3.0,,2.0,2.0,5.0,,7.0,3.0,10.0,,,,,,,1.0,,1.0,,,3.0,1.0,7.0,2.0,,6.0,1.0,,11.0,4.0,,,,,,10.0,43.0,3.0,4.0,0.75,0.75,,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5384615384615384,0.45454545454545453,,13.20754716981132,,,0.22727272727272727,0.07692307692307693,0.2,,0.21875,0.05,,,,0.4,0.125,0.2222222222222222,0.16666666666666666,,0.25,0.5,1.0,0.5,0.25,0.5,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,0.25,,0.4621,0.6272,0.4472833333333333,0.6666666666666666,7.0875,,0.4725274725274725,,1.0,,4.0,,3.0,,,1.0,,,1.0,,,0.5,0.375,0.5,0.5,0.25,0.25,,1.0,,,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.26666666666666666,,,,,1.0,,,,1.0,,,,0.3333333333333333,,,,,,,,,4.0,,,,,,,,,False,,,,,,,,,,
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,800.0,13,-11.0,24,24,,6,2.0,48,1.0,3.0,1.0,,,,,,,,,,,,,1.0,3.0,,,,2.0,34,1.0,,,,,,,,,2.0,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,,,2.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,11.538461538461538,,1.0,,0.1,,,,0.1,0.25,,,,,,,,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.5083000000000001,0.5788,,,2.033333333333333,,,1.0,,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,
