EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PenaltyFtPoints,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3FGA,SecondChanceFG3A,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceAtRimFGM,PtsPutbacks,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SelfOReb,Travels,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SelfORebPct,SecondChanceAtRimPctAssisted,Corner3FGM,PtsUnassisted3s,OffShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,BlockingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,BlockingFouls,Offensive Fouls Drawn,OffArc3ReboundPct,DefensiveGoaltends,on,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedCorner3
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,5011.0,84,-25,152,153,36,34,16,305,3.0,7.0,1.0,1.0,2.0,3.0,5.0,4.0,12.0,2.0,1.0,1.0,2.0,1.0,2.0,10.0,24.0,1.0,4.0,4.0,27.0,170,1.0,4.0,2.0,2.0,3.0,1.0,3.0,7.0,16.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,10.0,2.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,9.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,1.0,5.0,4.0,1.0,5.0,3.0,7.0,36,2.0,0.8,0.8,1.0,0.25,0.3333333333333333,0.25,0.4166666666666667,0.25,0.6666666666666666,0.4107142857142857,0.25,0.5833333333333334,0.4,0.2,0.5833333333333334,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.4,19.07514450867052,0.3333333333333333,0.5,0.1111111111111111,0.014492753623188406,0.15,0.08333333333333333,0.12162162162162163,0.024691358024691357,0.05263157894736842,0.14285714285714285,0.05263157894736842,0.07692307692307693,0.18181818181818182,0.21428571428571427,0.6,0.25,0.42857142857142855,0.6,1.0,0.17857142857142858,0.6,1.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,0.07142857142857142,0.5,0.5,1.0,0.25,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.39285714285714285,0.5,0.4312857142857142,0.4489,0.40044166666666664,0.034482758620689655,0.04,0.07407407407407407,0.25925925925925924,12.291666666666664,25.3,0.23684210526315788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
200756,1610612737,Hilton Armstrong,Hilton Armstrong,200756,ATL,629.0,10,7,20,20,11,20,3,40,,2.0,1.0,,2.0,,1.0,,,,,,,,,,3.0,,,2.0,2.0,14,,1.0,1.0,,3.0,,,2.0,,,,,,2.0,,,,,,2.0,,2.0,2.0,4.0,2.0,6.0,,,,,,1.0,1.0,,,1.0,,,,2.0,4.0,,1.0,1.0,,,,,,2.0,11,1.0,,,,,,,,,,,,,0.2,0.25,0.2,,0.6666666666666666,1.0,,25.0,,0.6666666666666666,0.2857142857142857,0.2857142857142857,,,0.16666666666666666,0.2222222222222222,0.5,,1.0,,0.16666666666666666,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,,,,1.0,0.6666666666666666,,,,,0.6666666666666666,,0.5718333333333333,0.5822,0.5718333333333333,0.25,0.25,0.5,1.0,2.2666666666666666,,0.55,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,14286.0,238,-32,426,428,102,74,37,854,19.0,27.0,,5.0,11.0,13.0,23.0,4.0,15.0,,,1.0,7.0,,1.0,36.0,65.0,1.0,7.0,19.0,94.0,465,1.0,1.0,4.0,6.0,20.0,,1.0,17.0,22.0,50.0,3.0,7.0,1.0,7.0,24.0,28.0,3.0,60.0,,,7.0,10.0,,17.0,,17.0,6.0,2.0,4.0,4.0,2.0,4.0,8.0,2.0,8.0,10.0,,,,18.0,23.0,,13.0,,3.0,2.0,,3.0,,17.0,101,1.0,0.3055555555555556,0.3055555555555556,1.0,0.14285714285714285,,0.14285714285714285,0.5538461538461539,1.0,0.3,0.5208333333333334,0.5,0.2857142857142857,0.573170731707317,0.6666666666666666,0.3695652173913043,0.09722222222222222,0.1076923076923077,0.1111111111111111,0.13043478260869565,19.10828025477707,0.5,,0.06289308176100629,,0.11864406779661017,,0.0779816513761468,,,,0.03076923076923077,0.08823529411764706,0.08333333333333333,0.05263157894736842,,0.375,0.7037037037037037,0.7916666666666666,0.3157894736842105,0.3194444444444444,0.5652173913043478,0.65,0.38461538461538464,0.20833333333333334,0.26666666666666666,0.2857142857142857,,,0.09722222222222222,0.14285714285714285,0.14285714285714285,1.0,,0.5238095238095238,0.45454545454545453,,0.047619047619047616,,0.4722222222222222,0.14285714285714285,0.4679375000000002,0.4615,0.4728690476190477,0.15853658536585366,0.17333333333333334,0.0425531914893617,0.18085106382978725,7.813846153846153,25.157142857142855,0.23943661971830985,2.0,5.0,1.0,,1.0,1.0,4.0,3.0,1.0,6.0,15.0,3.0,2.0,1.0,3.0,1.0,0.06666666666666667,0.23809523809523808,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2694,1610612737,Josh Powell,Josh Powell,2694,ATL,653.0,11,5,21,21,11,21,3,42,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,2.0,3.0,,,,4.0,16,2.0,2.0,4.0,1.0,1.0,,,2.0,2.0,2.0,,,,1.0,,,,,,2.0,1.0,1.0,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,11,,0.5,1.0,,,,,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,,0.3333333333333333,0.5,,12.0,,,0.14285714285714285,0.25,0.2,,0.16666666666666666,0.2,0.25,,,,0.16666666666666666,0.2,,0.6666666666666666,0.5,1.0,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,0.5,1.0,1.0,,,,0.6666666666666666,,0.5577333333333333,0.5487,0.7487,,,1.0,0.5,6.6000000000000005,,0.5238095238095238,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2863,1610612737,Damien Wilkins,Damien Wilkins,2863,ATL,1099.0,18,8,34,35,15,25,5,69,1.0,2.0,,1.0,2.0,,,1.0,2.0,,,,1.0,,1.0,2.0,4.0,,1.0,,4.0,27,,,,1.0,2.0,,1.0,2.0,,4.0,,1.0,,,1.0,1.0,,2.0,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,2.0,,,,1.0,,,,,,,,,,2.0,15,,,,,,,,0.5,,0.5,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.2,,,,14.634146341463415,1.0,,0.058823529411764705,,,,0.04,,,,,,0.1,,,0.4,0.5,0.5,,,,,,0.4,0.5,0.5,,,0.2,,,,,0.6666666666666666,0.5,,0.3333333333333333,,0.6,,0.4104900000000001,,0.43511666666666665,,,,0.5,8.775,27.7,0.4411764705882353,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,11148.0,186,-38,329,332,59,35,22,661,13.0,18.0,1.0,2.0,4.0,4.0,10.0,8.0,26.0,,,,,,,25.0,54.0,,,3.0,53.0,379,1.0,1.0,2.0,2.0,10.0,,,6.0,46.0,4.0,,,,4.0,12.0,14.0,1.0,30.0,1.0,9.0,8.0,29.0,2.0,39.0,10.0,49.0,1.0,,1.0,4.0,2.0,5.0,9.0,2.0,8.0,13.0,,1.0,,11.0,4.0,,1.0,1.0,5.0,2.0,3.0,6.0,1.0,6.0,58,2.0,0.92,0.92,,,,,0.46296296296296297,1.0,0.2,0.46296296296296297,1.0,0.2,0.4732142857142857,1.0,0.2727272727272727,,0.07407407407407407,0.2222222222222222,,18.258426966292134,0.4444444444444444,0.4,0.2396694214876033,0.075,0.2,0.038461538461538464,0.22981366459627328,0.0684931506849315,0.2,0.1,0.19148936170212766,0.25806451612903225,0.27906976744186046,0.19230769230769232,0.16666666666666666,0.3333333333333333,0.7222222222222222,0.9285714285714286,0.8461538461538461,0.18518518518518517,0.4,0.4,1.0,0.48148148148148145,0.3076923076923077,0.3076923076923077,1.0,,,,,,1.0,0.4,0.5,,,,0.3333333333333333,,0.4519425925925926,,0.45506,0.01818181818181818,0.01818181818181818,0.03773584905660377,0.11320754716981132,11.424074074074074,,0.17933130699088146,,2.0,1.0,1.0,,,2.0,2.0,,8.0,3.0,,2.0,1.0,,,,0.21428571428571427,,1.0,,0.06349206349206349,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.04,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2037,1610612737,Jamal Crawford,Jamal Crawford,2037,ATL,7766.0,129,-14,237,233,67,50,25,470,3.0,6.0,1.0,2.0,4.0,3.0,8.0,7.0,14.0,5.0,,2.0,11.0,,2.0,13.0,28.0,3.0,16.0,9.0,44.0,250,,2.0,,6.0,9.0,,2.0,14.0,6.0,20.0,6.0,11.0,2.0,2.0,6.0,7.0,1.0,15.0,,1.0,2.0,1.0,1.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,2.0,2.0,6.0,1.0,2.0,6.0,,,1.0,6.0,10.0,6.0,1.0,1.0,1.0,,1.0,1.0,,12.0,66,1.0,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.1875,,0.1875,0.4642857142857143,,0.6666666666666666,0.3977272727272727,,0.5454545454545454,0.42391304347826086,,0.5833333333333334,0.36363636363636365,0.07142857142857142,,0.125,19.548872180451127,0.6666666666666666,0.14285714285714285,0.011235955056179775,0.011627906976744186,0.06666666666666667,,0.025210084033613446,0.009433962264150943,,,0.025,,,0.1,,0.13636363636363635,0.5,0.5,0.3333333333333333,0.18181818181818182,0.375,0.42857142857142855,0.3333333333333333,0.3181818181818182,0.5,0.5384615384615384,0.14285714285714285,0.11363636363636363,0.25,0.18181818181818182,0.18181818181818182,0.5,0.3333333333333333,0.36363636363636365,0.5,,0.18181818181818182,,0.5,0.18181818181818182,0.4593654761904762,0.42995,0.41561000000000003,0.022222222222222223,0.034482758620689655,,0.3181818181818182,11.842857142857142,26.75,0.28270042194092826,,2.0,1.0,,1.0,1.0,1.0,,1.0,3.0,2.0,,2.0,,,,0.07142857142857142,,0.3333333333333333,,,,,,,,,,,,,,,1.0,3.0,0.045454545454545456,0.2,0.2,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,12200.0,203,-31,362,361,77,39,28,723,4.0,7.0,1.0,1.0,3.0,9.0,17.0,12.0,28.0,5.0,,7.0,12.0,2.0,3.0,25.0,52.0,9.0,17.0,13.0,90.0,404,1.0,2.0,5.0,4.0,10.0,2.0,3.0,22.0,16.0,34.0,21.0,12.0,7.0,3.0,16.0,17.0,6.0,35.0,,2.0,5.0,6.0,,11.0,2.0,13.0,10.0,8.0,2.0,9.0,6.0,4.0,13.0,2.0,7.0,8.0,,,,14.0,15.0,3.0,5.0,2.0,,,,,,22.0,76,,0.32,0.32,0.7777777777777778,0.5294117647058824,0.6666666666666666,0.5294117647058824,0.4807692307692308,0.5,0.4,0.5579710144927537,0.8333333333333334,0.5384615384615384,0.5878378378378378,0.8333333333333334,0.65625,0.2463768115942029,0.057692307692307696,0.14285714285714285,0.058823529411764705,22.025316455696203,0.6923076923076923,,0.04411764705882353,0.015037593984962405,0.10638297872340426,,0.060109289617486336,0.0125,0.03225806451612903,,0.05357142857142857,0.03225806451612903,0.04081632653061224,0.13333333333333333,,0.10144927536231885,0.5714285714285714,0.6666666666666666,0.5,0.2463768115942029,0.5294117647058824,0.5625,0.2222222222222222,0.4057971014492754,0.42857142857142855,0.4444444444444444,0.3333333333333333,0.07246376811594203,0.17391304347826086,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.3333333333333333,0.23076923076923078,0.3333333333333333,,0.23076923076923078,0.6666666666666666,0.34782608695652173,0.5833333333333334,0.44993115942028983,0.5213333333333333,0.45278461538461534,0.06944444444444445,0.09090909090909091,0.05555555555555555,0.24444444444444444,12.894230769230772,24.71764705882353,0.212707182320442,,8.0,1.0,2.0,1.0,1.0,1.0,1.0,,8.0,2.0,3.0,3.0,,2.0,,0.03571428571428571,0.058823529411764705,0.3333333333333333,,,0.014492753623188406,,1.0,,,,,,,,0.03225806451612903,,2.0,6.0,,0.4,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.058823529411764705,0.2,1.0,1.0,,,,,,True,,,,,,,,,,,,,,
2215,1610612737,Jason Collins,Jason Collins,2215,ATL,3160.0,53,-24,92,95,20,9,5,187,2.0,3.0,1.0,,,,,4.0,4.0,,,,,,,6.0,7.0,,,1.0,13.0,119,,1.0,1.0,,,,,,8.0,4.0,,,,1.0,,,,,,2.0,1.0,2.0,1.0,4.0,2.0,6.0,,,,,,,,,7.0,7.0,,,,3.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,,20,,0.6666666666666666,0.6666666666666666,,,,,0.8571428571428571,,,0.8571428571428571,,,0.8125,0.25,,,0.14285714285714285,0.3333333333333333,,8.16326530612245,,1.0,0.07142857142857142,0.06451612903225806,0.07142857142857142,,0.07142857142857142,0.05263157894736842,0.25,,0.18181818181818182,,,0.1111111111111111,1.0,0.42857142857142855,0.6666666666666666,1.0,1.0,,,,,0.5714285714285714,1.0,1.0,0.5,,,,,,1.0,,,,,,0.42857142857142855,,0.49434285714285714,0.5674,,0.125,0.125,0.07692307692307693,,9.785714285714286,,0.21739130434782608,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,True,,,,,,,,,,,,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,3753.0,63,4,109,111,37,25,14,220,4.0,5.0,3.0,,1.0,2.0,2.0,1.0,3.0,,,,,,,7.0,10.0,,,8.0,22.0,104,2.0,4.0,7.0,,1.0,,,5.0,10.0,4.0,,,,,2.0,2.0,1.0,4.0,2.0,3.0,4.0,8.0,1.0,13.0,5.0,18.0,,,,2.0,1.0,2.0,4.0,2.0,5.0,11.0,,2.0,1.0,8.0,12.0,,4.0,2.0,,,,,,5.0,37,1.0,0.7142857142857143,0.8333333333333334,,,,,0.7,0.5,,0.7,0.5,,0.6875,0.5833333333333334,0.5,,,,,15.873015873015873,0.5,0.25,0.1702127659574468,0.07142857142857142,0.21052631578947367,0.4,0.18181818181818182,0.10638297872340426,0.08333333333333333,0.3333333333333333,0.2,0.3,0.058823529411764705,0.2,,0.5,0.8,0.8,0.75,0.2,1.0,1.0,0.5,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.75,1.0,,,,,0.5,,0.42576,0.42810000000000004,0.3499,0.2857142857142857,0.2857142857142857,0.3181818181818182,0.22727272727272727,7.2700000000000005,,0.3394495412844037,3.0,5.0,,2.0,,,,,,,1.0,,1.0,,,,,0.2222222222222222,,2.0,2.0,,0.6666666666666666,,,1.0,,,,1.0,,,0.5,,,0.2222222222222222,,,,,,,,,,,,,,1.0,1.0,0.5,,True,,,,,,,,,,,,,,
