EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceFG2M,SecondChanceFG2A,FTDefRebounds,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,DefFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceArc3FGA,Fg3aBlocked,Loose Ball Fouls,Offensive Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctAssisted,SecondChanceArc3Frequency,FTOffRebounds,ShootingFouls,Loose Ball Fouls Drawn,OffFTReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsPutbacks,SelfOReb,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGM,Charge Fouls,Charge Fouls Drawn,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangePctBlocked,HeaveAttempts,on,Travels,OffArc3ReboundPct,BlockedLongMidRange,Arc3PctBlocked,BlockingFouls,BlockedAtRim,Blocked3s,BlockedArc3,OffensiveGoaltends
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,4360.0,73,11.0,132,132,45.0,52,11.0,264,1.0,6.0,7.0,6.0,10.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,12.0,18.0,2.0,5.0,14.0,44.0,143,1.0,1.0,3.0,6.0,8.0,2.0,4.0,11.0,29.0,2.0,22.0,3.0,3.0,2.0,1.0,1.0,20.0,5.0,25.0,2.0,3.0,10.0,6.0,4.0,55.0,1.0,3.0,7.0,10.0,1.0,11.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,6.0,1.0,1.0,13.0,2.0,17.0,1.0,1.0,4.0,1.0,3.0,29.0,45.0,3.0,0.08333333333333333,0.08333333333333333,0.5,0.4,1.0,0.5,0.4,0.6666666666666666,0.75,0.6521739130434783,1.5,0.75,0.7166666666666667,1.5,0.7777777777777778,0.21739130434782608,0.05555555555555555,1.0,24.82758620689655,0.3333333333333333,0.14,0.02702702702702703,0.3333333333333333,0.1694915254237288,0.02040816326530612,0.05263157894736842,0.23529411764705882,0.16666666666666666,0.42857142857142855,0.043478260869565216,0.30434782608695654,0.8571428571428571,0.8571428571428571,0.16666666666666666,0.43478260869565216,0.6,0.6,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.08695652173913043,0.5,0.5,1.0,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.2608695652173913,0.5,0.4283239130434783,0.62535,0.4243875,0.18518518518518517,0.19047619047619047,0.16666666666666666,0.06818181818181818,0.6590909090909091,13.35,24.439999999999998,0.3409090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
101127,1610612740,Jarrett Jack,Jarrett Jack,101127,NOH,2611.0,44,3.0,83,83,28.0,25,7.0,166,3.0,2.0,3.0,1.0,3.0,,1.0,,,,,,2.0,,1.0,4.0,9.0,,3.0,9.0,17.0,86,,,2.0,1.0,1.0,,1.0,5.0,7.0,4.0,4.0,,,2.0,,,5.0,,5.0,,,2.0,2.0,1.0,10.0,,2.0,3.0,7.0,,7.0,,,,4.0,,3.0,,,1.0,4.0,,1.0,6.0,,11.0,,1.0,3.0,,2.0,7.0,28.0,2.0,0.5,0.5,,,,,,0.4444444444444444,1.0,0.3333333333333333,0.5,0.5,0.47058823529411764,0.5,0.6,0.25,,,23.076923076923077,1.0,0.11538461538461539,,0.18181818181818182,0.13513513513513514,,,0.1111111111111111,0.1,0.14285714285714285,0.25,0.25,0.6666666666666666,0.6666666666666666,0.5,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,,,,0.16666666666666666,,,,,,,,0.5,,0.5,,0.4758291666666667,0.4295,0.445225,0.2,0.25,,0.11764705882352941,0.4117647058823529,9.155555555555557,24.866666666666664,0.3373493975903614,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.14285714285714285,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201158,1610612740,Marco Belinelli,Marco Belinelli,201158,NOH,2485.0,41,-3.0,78,78,9.0,30,8.0,156,,1.0,1.0,,3.0,2.0,5.0,,,,,1.0,4.0,,,1.0,4.0,3.0,9.0,,11.0,85,,1.0,,,,,,,,2.0,,9.0,,4.0,1.0,,,,,,,,,,,,1.0,2.0,3.0,,3.0,2.0,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,9.0,,1.0,1.0,1.0,0.3333333333333333,,,0.3333333333333333,0.25,,0.4230769230769231,,,0.4230769230769231,,,0.6923076923076923,,,14.444444444444445,,0.06896551724137931,,0.25,0.09090909090909091,,,0.2222222222222222,,0.5,,0.07692307692307693,1.0,1.0,1.0,0.23076923076923078,,,0.38461538461538464,0.4,0.5,1.0,0.3076923076923077,0.25,0.25,,,,,,,,0.6923076923076923,0.25,0.5196615384615384,0.44125000000000003,,,,,,,13.8,24.544444444444444,0.11538461538461539,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,0.1111111111111111,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201160,1610612740,Jason Smith,Jason Smith,201160,NOH,1703.0,28,-8.0,55,54,20.0,31,5.0,109,,,1.0,2.0,5.0,,,,,,,,,,,2.0,6.0,,,,4.0,66,,,,1.0,2.0,,,,2.0,4.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,5.0,1.0,,,,,,,,2.0,20.0,,1.0,1.0,,,,,,0.3333333333333333,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.5,,,,9.836065573770492,,0.07692307692307693,,0.25,0.11764705882352941,,,,0.14285714285714285,,,0.16666666666666666,,,,0.8333333333333334,0.4,0.4,,,,,,,,,,,,,,,,,0.40563333333333335,,0.422,,,,,0.5,16.3,,0.36363636363636365,,,,,,,,,,1.0,,,,,,,,,,,,1.0,2.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201189,1610612740,Aaron Gray,Aaron Gray,201189,NOH,5213.0,87,4.0,160,160,49.0,62,14.0,320,7.0,3.0,5.0,1.0,1.0,,,,,,,,,,,9.0,13.0,,,3.0,21.0,175,,,4.0,1.0,2.0,,,1.0,3.0,16.0,2.0,,,,,,2.0,,2.0,,,2.0,,,4.0,3.0,3.0,14.0,18.0,3.0,21.0,2.0,1.0,1.0,1.0,,,4.0,,1.0,5.0,,13.0,6.0,,8.0,2.0,,4.0,,1.0,3.0,49.0,1.0,0.8888888888888888,1.0,,,,,,0.6923076923076923,0.5,0.6923076923076923,0.6666666666666666,0.5,0.65625,0.5,0.5,,,,11.797752808988763,0.2,0.24561403508771928,0.061224489795918366,0.23076923076923078,0.24285714285714285,0.046153846153846156,,0.3888888888888889,0.13043478260869565,0.1111111111111111,0.5384615384615384,0.38461538461538464,0.6,0.6,1.0,0.07692307692307693,1.0,1.0,,,,,,,,,,,,,,,0.5384615384615384,,0.48116153846153836,0.5352666666666667,0.476,0.26666666666666666,0.26666666666666666,,0.19047619047619047,0.14285714285714285,4.738461538461539,,0.30625,5.0,2.0,3.0,1.0,,,0.6666666666666666,0.14285714285714285,0.25,0.5,0.7142857142857143,0.7142857142857143,0.8,,,,,,,,,,10.0,,,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.14285714285714285,0.08333333333333333,0.5,1.0,1.0,0.6666666666666666,0.5,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,
2731,1610612740,Emeka Okafor,Emeka Okafor,2731,NOH,819.0,14,5.0,28,28,8.0,12,3.0,56,4.0,2.0,2.0,,,,,,,,,,,,,4.0,6.0,,,1.0,9.0,31,,,2.0,1.0,1.0,,,,2.0,8.0,,,,,,1.0,,,,,,,,,,3.0,,1.0,2.0,3.0,5.0,1.0,1.0,,,,,,,,,,2.0,1.0,,1.0,1.0,,1.0,,,2.0,8.0,,1.0,1.0,,,,,,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.75,0.5,1.0,,0.16666666666666666,0.25,18.75,,0.1,0.3333333333333333,,0.08333333333333333,0.2727272727272727,0.5,,0.16666666666666666,,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5011833333333333,0.5423,0.4637,0.16666666666666666,0.16666666666666666,,0.2222222222222222,0.2222222222222222,5.283333333333334,,0.2857142857142857,2.0,1.0,2.0,1.0,,1.0,0.5,1.0,,,0.5,0.6666666666666666,1.0,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,0.5,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,True,,,,,,,,,
2584,1610612740,Willie Green,Willie Green,2584,NOH,2326.0,39,2.0,71,69,25.0,22,6.0,140,2.0,5.0,7.0,1.0,4.0,,1.0,,,,1.0,1.0,4.0,,2.0,7.0,13.0,1.0,5.0,1.0,18.0,75,1.0,2.0,3.0,1.0,3.0,,3.0,,2.0,6.0,8.0,3.0,,4.0,1.0,1.0,2.0,2.0,4.0,,2.0,1.0,,1.0,10.0,,,,,,,2.0,2.0,,1.0,,1.0,2.0,1.0,,3.0,2.0,7.0,4.0,,3.0,1.0,,2.0,,,2.0,25.0,,0.42857142857142855,0.42857142857142855,1.0,0.2,0.5,,0.2,0.5384615384615384,0.3333333333333333,0.4722222222222222,0.75,0.16666666666666666,0.47368421052631576,0.75,0.16666666666666666,0.2777777777777778,0.07692307692307693,,28.205128205128204,0.3333333333333333,,,,,,,,,,0.1111111111111111,0.3888888888888889,0.7142857142857143,0.7142857142857143,0.4,0.2222222222222222,0.25,0.3333333333333333,0.05555555555555555,,,,0.2222222222222222,0.25,0.25,,,,0.16666666666666666,,0.3333333333333333,,0.3888888888888889,0.25,0.43330555555555555,0.33105,0.4159,0.10526315789473684,0.14285714285714285,,0.16666666666666666,0.1111111111111111,9.976923076923079,25.199999999999996,0.352112676056338,1.0,,,,,,,,,,0.5,0.5,1.0,2.0,,,1.0,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,0.5,1.0,,,,,,,True,,,,,,,,,
201171,1610612740,Carl Landry,Carl Landry,201171,NOH,2514.0,42,8.0,73,72,20.0,13,6.0,145,6.0,,1.0,1.0,5.0,,,,,,,,,,,5.0,12.0,,,6.0,16.0,73,,,2.0,,1.0,,,2.0,2.0,10.0,,,,,,1.0,1.0,,1.0,,,,1.0,,2.0,1.0,1.0,2.0,3.0,2.0,5.0,,,,1.0,,,2.0,,1.0,3.0,2.0,7.0,4.0,,6.0,,,2.0,,1.0,2.0,20.0,1.0,1.0,1.0,,,,,,0.4166666666666667,,0.4166666666666667,,,0.5333333333333333,1.0,0.5,,0.08333333333333333,0.16666666666666666,22.5,0.3333333333333333,0.06060606060606061,0.041666666666666664,0.16666666666666666,0.07692307692307693,0.0625,0.07692307692307693,0.1,,0.25,0.5,0.08333333333333333,,,,0.4166666666666667,0.2,0.2,,,,,,,,,,,,,,,0.5,,0.4278583333333334,,0.3463,0.14285714285714285,0.14285714285714285,,0.125,0.125,9.566666666666666,,0.273972602739726,4.0,,,,1.0,1.0,,,0.07142857142857142,,0.6666666666666666,0.8,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.125,0.25,,,True,,,,,,,,,
2772,1610612740,Trevor Ariza,Trevor Ariza,2772,NOH,3659.0,61,,109,112,33.0,51,10.0,221,8.0,2.0,6.0,4.0,8.0,2.0,2.0,,,2.0,2.0,,1.0,,1.0,10.0,22.0,2.0,3.0,6.0,32.0,125,,,2.0,2.0,4.0,2.0,3.0,2.0,12.0,6.0,14.0,6.0,,1.0,,2.0,1.0,1.0,2.0,,1.0,,1.0,,5.0,2.0,1.0,5.0,7.0,2.0,9.0,3.0,2.0,1.0,1.0,,1.0,,,,1.0,,,4.0,,8.0,,,3.0,,1.0,12.0,33.0,,0.3,0.3333333333333333,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.45454545454545453,0.5,0.52,0.5,0.7142857142857143,0.5517241379310345,0.5,0.75,0.12,0.09090909090909091,0.125,23.577235772357724,1.0,0.11627906976744186,0.05405405405405406,0.14285714285714285,0.12,0.0425531914893617,,0.09090909090909091,0.15789473684210525,0.25,0.32,0.24,0.3333333333333333,0.4,,0.32,0.5,0.5,0.08,1.0,1.0,1.0,0.04,,,,,,0.2857142857142857,1.0,0.14285714285714285,,0.44,,0.439216,0.50195,0.4181857142857143,0.10714285714285714,0.12,,0.0625,0.375,9.249999999999998,24.233333333333334,0.30275229357798167,4.0,1.0,2.0,1.0,,,0.5,0.14285714285714285,0.07692307692307693,,0.5,0.5714285714285714,0.25,,,,,,,,,,,,,0.5,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,0.09090909090909091,0.1111111111111111,0.09090909090909091,,0.5,1.0,,0.42857142857142855,0.6666666666666666,,,,,,,,,,,0.16666666666666666,,True,,,,,,,,,
2788,1610612740,DJ Mbenga,DJ Mbenga,2788,NOH,125.0,2,,3,4,,4,,7,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,4,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,25.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5086,,,,,,,,2.2,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
