EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockingFouls,OffensiveGoaltends,Charge Fouls Drawn,3pt And 1 Free Throw Trips,FTOffRebounds,Loose Ball Fouls Drawn,OffFTReboundPct,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,DefensiveGoaltends,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1737,1610612760,Nazr Mohammed,Nazr Mohammed,1737,OKC,739.0,12,-5,22,28,3,14,1.0,50,1.0,1.0,1.0,2.0,24,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3,1.0,13.043478260869565,1.0,0.07692307692307693,0.14285714285714285,0.25,0.11764705882352941,0.1111111111111111,0.3333333333333333,0.25,0.3333333333333333,0.5,0.5,1.0,0.5,0.44079999999999997,0.448,10.0,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,20665.0,344,-49,647,657,118,161,81.0,1304,24.0,6.0,13.0,41.0,673,7.0,10.0,13.0,28.0,,41.0,12.0,53.0,13.0,24.0,7.0,13.0,2.0,114,1.0,11.940298507462686,,0.1076923076923077,0.0425531914893617,0.16883116883116883,0.12166172106824925,0.03870967741935484,0.047619047619047616,0.14492753623188406,0.21052631578947367,0.3582089552238806,0.19402985074626866,0.75,0.746268656716418,0.5593380597014925,0.5616214285714286,7.95609756097561,0.18238021638330756,20.0,6.0,4.0,5.0,2.0,4.0,5.0,3.0,15.0,2.0,1.0,11.0,1.0,1.0,1.0,27.0,4.0,26.0,13.0,79.0,6.0,1.0,2.0,14.0,6.0,9.0,1.0,3.0,5.0,20.0,34.0,20.0,12.0,8.0,11.0,1.0,1.0,11.0,1.0,12.0,1.0,4.0,2.0,5.0,25.0,2.0,1.0,16.0,11.0,5.0,10.0,1.0,6.0,5.0,1.0,4.0,1.0,1.0,15.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,5.0,4.0,18.0,1.0,0.6296296296296297,0.7391304347826086,1.0,0.15384615384615385,0.3333333333333333,0.15384615384615385,0.6585365853658537,0.8571428571428571,0.6666666666666666,0.4925373134328358,0.75,0.625,0.541095890410959,0.7777777777777778,0.7142857142857143,0.3880597014925373,0.024390243902439025,0.041666666666666664,0.6666666666666666,0.02666666666666667,0.08064516129032258,0.01818181818181818,0.03333333333333333,0.0891089108910891,0.1,0.15517241379310345,0.02857142857142857,0.8,0.8333333333333334,0.8695652173913043,0.55,0.05970149253731343,0.5,0.5,0.5,0.38461538461538464,0.38461538461538464,1.0,0.22388059701492538,0.2,0.2,1.0,0.16417910447761194,0.09090909090909091,0.09090909090909091,1.0,1.0,0.3333333333333333,0.125,0.4166666666666667,0.8,0.16666666666666666,0.08333333333333333,1.0,0.09090909090909091,0.49784999999999996,0.07042253521126761,0.1111111111111111,0.17721518987341772,0.25316455696202533,23.676923076923075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,19598.0,327,-36,613,618,113,147,80.0,1231,24.0,3.0,57.0,112.0,632,7.0,1.0,15.0,40.0,8.0,63.0,2.0,65.0,16.0,29.0,43.0,63.0,6.0,109,4.0,29.772079772079774,0.4444444444444444,0.16597510373443983,0.004405286343612335,0.2,0.17405063291139242,0.006688963210702341,,0.1746031746031746,0.1111111111111111,0.14545454545454545,0.34545454545454546,0.21428571428571427,0.4666666666666667,0.47882591463414625,0.5195954545454545,12.283928571428573,0.18433931484502447,18.0,1.0,1.0,1.0,12.0,31.0,24.0,1.0,3.0,,12.0,50.0,7.0,5.0,16.0,54.0,13.0,53.0,51.0,198.0,3.0,7.0,4.0,16.0,4.0,8.0,5.0,16.0,11.0,34.0,68.0,40.0,36.0,,49.0,12.0,5.0,18.0,6.0,24.0,1.0,10.0,3.0,5.0,54.0,1.0,,5.0,3.0,2.0,9.0,2.0,3.0,8.0,3.0,6.0,,,17.0,1.0,6.0,1.0,,1.0,20.0,8.0,4.0,,4.0,11.0,7.0,32.0,2.0,0.6296296296296297,0.6296296296296297,0.9230769230769231,0.24528301886792453,0.3125,0.25,0.48214285714285715,0.42857142857142855,0.5,0.44545454545454544,0.42857142857142855,0.4791666666666667,0.5051813471502591,0.5,0.532258064516129,0.3212121212121212,0.044642857142857144,0.08333333333333333,0.5294117647058824,0.013888888888888888,0.01694915254237288,,0.017543859649122806,0.15053763440860216,0.17647058823529413,0.22807017543859648,,0.6363636363636364,0.75,0.8181818181818182,0.6666666666666666,0.18787878787878787,0.3870967741935484,0.41379310344827586,0.5833333333333334,0.42105263157894735,0.42857142857142855,0.625,0.01818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.30303030303030304,0.24,0.25,0.9166666666666666,0.3333333333333333,1.0,0.5,0.041666666666666664,1.0,,0.6666666666666666,0.3125,0.24489795918367346,0.44598333333333334,0.12299465240641712,0.15267175572519084,0.08080808080808081,0.1717171717171717,25.43207547169811,2.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,0.2857142857142857,0.03773584905660377,0.06451612903225806,0.017543859649122806,0.04,0.2857142857142857,1.0,0.05357142857142857,,,,,,,,,,,,True,,,,,,,
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,19753.0,329,-61,615,621,104,138,79.0,1236,50.0,8.0,58.0,135.0,649,15.0,10.0,4.0,17.0,1.0,22.0,14.0,36.0,5.0,22.0,43.0,62.0,6.0,101,4.0,31.107954545454547,0.058823529411764705,0.07024793388429752,0.043859649122807015,0.056338028169014086,0.0670926517571885,0.046822742474916385,0.05,0.109375,,0.3225806451612903,0.3741935483870968,0.42105263157894735,0.45161290322580644,0.4866096774193548,0.5141833333333333,9.832592592592592,0.16910569105691056,26.0,3.0,3.0,8.0,9.0,27.0,19.0,2.0,3.0,,5.0,17.0,4.0,,,54.0,7.0,20.0,49.0,178.0,6.0,4.0,6.0,24.0,7.0,24.0,,,15.0,29.0,10.0,98.0,6.0,4.0,17.0,5.0,8.0,50.0,9.0,59.0,8.0,20.0,6.0,24.0,127.0,4.0,2.0,13.0,9.0,4.0,21.0,5.0,9.0,13.0,1.0,12.0,2.0,1.0,34.0,1.0,7.0,1.0,1.0,2.0,26.0,3.0,3.0,,,3.0,2.0,26.0,4.0,0.09259259259259259,0.09615384615384616,0.2857142857142857,0.35,,0.35,0.4,0.4,0.2916666666666667,0.4161290322580645,0.47368421052631576,0.2916666666666667,0.4810810810810811,0.5454545454545454,0.4264705882352941,0.12903225806451613,0.05925925925925926,0.1,0.6176470588235294,0.056338028169014086,0.03389830508474576,0.045871559633027525,0.07142857142857142,0.043478260869565216,0.06976744186046512,0.07272727272727272,0.023529411764705882,0.6666666666666666,0.52,0.5777777777777777,0.11538461538461539,0.17419354838709677,0.3333333333333333,0.375,,0.3275862068965517,0.3275862068965517,0.10526315789473684,0.01935483870967742,0.6666666666666666,0.6666666666666666,1.0,0.10967741935483871,0.29411764705882354,0.29411764705882354,,0.375,,0.21052631578947367,0.3333333333333333,0.375,,,,0.29411764705882354,0.47624166666666673,0.1452513966480447,0.16352201257861634,0.1348314606741573,0.16292134831460675,24.51,2.0,2.0,15.0,,,1.0,2.0,,,,,,,,0.5,,0.1111111111111111,,,0.5,,,3.0,1.0,,,,,,,,,,True,,,,,,,
201935,1610612760,James Harden,James Harden,201935,OKC,2952.0,49,-11,105,109,49,61,10.0,214,7.0,,4.0,11.0,116,,1.0,1.0,7.0,,8.0,1.0,9.0,2.0,4.0,7.0,8.0,,46,,19.1304347826087,,0.22580645161290322,0.04,0.05,0.1568627450980392,0.02702702702702703,,0.14285714285714285,,0.4666666666666667,0.26666666666666666,,0.7333333333333333,0.4964066666666667,,7.681818181818182,0.4666666666666667,5.0,,2.0,2.0,,,3.0,1.0,1.0,,1.0,3.0,,1.0,2.0,8.0,2.0,4.0,5.0,27.0,,,,,3.0,4.0,1.0,2.0,2.0,11.0,2.0,14.0,3.0,,3.0,1.0,,2.0,,2.0,,1.0,,1.0,4.0,,1.0,2.0,2.0,,2.0,1.0,1.0,2.0,,1.0,,1.0,4.0,1.0,,,,1.0,4.0,,,,,1.0,,11.0,1.0,0.125,0.125,0.5,0.5,0.5,0.5,0.7272727272727273,,0.75,0.7333333333333333,,0.75,0.75,,0.9166666666666666,0.26666666666666666,,,0.5,,0.1,,,0.13333333333333333,0.4444444444444444,0.07692307692307693,0.2,,0.7142857142857143,0.7142857142857143,0.2,,,,,0.75,0.75,,0.06666666666666667,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,1.0,,0.3333333333333333,0.5,0.3333333333333333,0.47982499999999995,0.2777777777777778,0.2857142857142857,,0.4074074074074074,24.099999999999998,,,3.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,0.25,,,1.0,1.0,,,,,,,,True,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,4565.0,76,5,139,146,53,58,22.0,285,10.0,4.0,1.0,13.0,151,4.0,9.0,1.0,9.0,4.0,14.0,11.0,25.0,5.0,12.0,4.0,3.0,2.0,53,2.0,10.493827160493826,0.4444444444444444,0.16363636363636364,0.21951219512195122,0.041666666666666664,0.12658227848101267,0.16393442622950818,,0.13333333333333333,0.1111111111111111,0.7692307692307693,0.07692307692307693,1.0,0.7692307692307693,0.5345538461538462,0.5599000000000001,4.261538461538462,0.381294964028777,6.0,3.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,9.0,,,3.0,21.0,3.0,,1.0,7.0,3.0,4.0,,,3.0,9.0,10.0,8.0,,6.0,,,2.0,1.0,1.0,2.0,1.0,,,1.0,5.0,1.0,,2.0,2.0,,1.0,,1.0,2.0,,,,,3.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,9.0,1.0,0.5555555555555556,0.8333333333333334,,,,,0.6923076923076923,0.75,0.75,0.6923076923076923,0.75,0.75,0.7,0.7,0.75,,0.15384615384615385,0.2,0.3333333333333333,0.05,0.35714285714285715,0.17391304347826086,0.058823529411764705,0.1875,0.16666666666666666,,,,0.6,0.75,0.5,0.15384615384615385,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,0.75,,,0.75,0.6666666666666666,,,,,0.523675,,,0.3333333333333333,0.42857142857142855,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,0.1111111111111111,,,,,True,,,,,,,
2570,1610612760,Kendrick Perkins,Kendrick Perkins,2570,OKC,17749.0,296,-50,549,550,64,93,70.0,1099,23.0,7.0,4.0,37.0,574,9.0,15.0,9.0,33.0,2.0,44.0,19.0,63.0,12.0,28.0,17.0,13.0,,63,,10.207336523125997,0.18181818181818182,0.14666666666666667,0.07177033492822966,0.16363636363636364,0.15,0.06716417910447761,0.10526315789473684,0.1774193548387097,0.09090909090909091,0.6216216216216216,0.10810810810810811,0.7777777777777778,0.6216216216216216,0.5015594594594593,0.58895,4.4,0.11657559198542805,13.0,3.0,2.0,4.0,2.0,10.0,1.0,,,,,,,,,16.0,,,8.0,40.0,3.0,,6.0,12.0,3.0,5.0,,,3.0,9.0,16.0,16.0,,4.0,,,4.0,6.0,1.0,7.0,1.0,5.0,,1.0,15.0,3.0,3.0,1.0,1.0,,8.0,1.0,3.0,13.0,1.0,5.0,1.0,6.0,21.0,1.0,,1.0,4.0,1.0,7.0,7.0,6.0,,1.0,7.0,4.0,9.0,1.0,0.5,0.5714285714285714,,,,,0.43243243243243246,0.3333333333333333,0.6,0.43243243243243246,0.3333333333333333,0.6,0.46511627906976744,0.5,0.6428571428571429,,0.10810810810810811,0.17391304347826086,0.38095238095238093,0.05084745762711865,0.09090909090909091,0.041237113402061855,0.044444444444444446,0.14457831325301204,0.125,0.18181818181818182,0.17647058823529413,0.5714285714285714,0.5652173913043478,0.6842105263157895,0.5384615384615384,0.2702702702702703,0.2,0.2,0.5,0.25,0.25,,,,,,,,,,0.42857142857142855,0.3333333333333333,,0.8,0.5,,,,,0.55562,0.16279069767441862,0.16279069767441862,0.3,0.225,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.07142857142857142,1.0,5.0,0.07142857142857142,,True,,,,,,,
201953,1610612760,Eric Maynor,Eric Maynor,201953,OKC,924.0,15,12,33,37,15,24,2.0,70,2.0,,1.0,4.0,24,,,1.0,,,1.0,,1.0,,1.0,1.0,2.0,,14,,20.588235294117645,,,,0.16666666666666666,0.041666666666666664,,,,0.3333333333333333,0.3333333333333333,0.16666666666666666,,0.6666666666666666,0.565225,,6.65,0.45454545454545453,2.0,,,,,1.0,1.0,,,,,2.0,,,2.0,3.0,,2.0,1.0,7.0,,,,,,1.0,,2.0,,,,6.0,,,,,1.0,1.0,1.0,2.0,,1.0,,,5.0,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.75,,,0.5,,,0.5,,,0.3333333333333333,0.25,,,,,,,,,,,,1.0,1.0,,0.16666666666666666,,,,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,,,0.6666666666666666,,,0.3673,0.14285714285714285,0.2,,,71.65,,,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,
201161,1610612760,Daequan Cook,Daequan Cook,201161,OKC,451.0,8,-7,18,21,11,13,,39,,,,,17,,,2.0,1.0,,3.0,,3.0,,,2.0,2.0,1.0,10,1.0,16.666666666666668,,0.14285714285714285,,0.4,0.25,,,,1.0,,,,1.0,,,,0.6111111111111112,,,,,,,,,,,,1.0,,,1.0,,,1.0,2.0,2.0,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.5,,0.5,1.0,,,,,,,,0.25,,0.25,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,59.4,,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,True,,,,,,,
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,15929.0,265,-43,494,498,60,96,60.0,992,20.0,10.0,42.0,79.0,505,15.0,17.0,6.0,38.0,2.0,46.0,20.0,66.0,21.0,30.0,14.0,20.0,3.0,57,3.0,17.584369449378332,0.13333333333333333,0.18269230769230768,0.08762886597938144,0.125,0.171875,0.08,0.1111111111111111,0.18518518518518517,0.375,0.25316455696202533,0.5316455696202531,0.6666666666666666,0.25316455696202533,0.440879746835443,0.4827384615384615,11.665822784810125,0.1214574898785425,9.0,3.0,2.0,3.0,2.0,17.0,16.0,,,,,,,,,27.0,,,18.0,72.0,3.0,,8.0,14.0,5.0,9.0,,,8.0,18.0,42.0,12.0,,6.0,,,6.0,2.0,,2.0,,1.0,,1.0,4.0,3.0,6.0,,,,6.0,1.0,2.0,4.0,1.0,4.0,,1.0,10.0,1.0,1.0,,2.0,,7.0,28.0,19.0,2.0,7.0,28.0,20.0,18.0,1.0,0.7777777777777778,0.875,,,,,0.34177215189873417,0.2,0.5555555555555556,0.34177215189873417,0.2,0.5555555555555556,0.4044943820224719,0.35,0.6923076923076923,,0.0759493670886076,0.15,0.6,0.05357142857142857,0.1590909090909091,0.041666666666666664,0.046511627906976744,0.16470588235294117,0.2028985507246377,0.075,0.13043478260869565,0.7142857142857143,0.45,0.5294117647058824,0.5555555555555556,0.21518987341772153,0.11764705882352941,0.13333333333333333,0.5,0.38095238095238093,0.3902439024390244,0.9375,,,,,,,,,0.3,,,0.3333333333333333,0.6666666666666666,,,,,0.4613777777777778,0.08139534883720931,0.08139534883720931,0.19444444444444445,0.25,,,,,,,,,1.0,,,,,,,,,0.11764705882352941,0.023809523809523808,,,,,1.0,,,,,4.0,,,,0.07692307692307693,2.0,True,,,,,,,
