EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGA,PtsUnassisted3s,Fg3aBlocked,FTDefRebounds,BlockingFouls,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,Corner3Frequency,ThreePtShootingFoulsDrawnPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,3SecondViolations,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,on
1889,1610612757,Andre Miller,Andre Miller,1889,POR,9665.0,161.0,-1.0,277.0,276,57.0,73,28.0,553,13.0,18.0,2.0,3.0,5.0,14.0,6.0,16.0,4.0,9.0,1.0,2.0,1.0,2.0,24.0,48.0,4.0,9.0,15.0,75.0,297.0,1.0,2.0,1.0,2.0,2.0,7.0,4.0,11.0,1.0,2.0,5.0,16.0,12.0,36.0,12.0,9.0,4.0,3.0,20.0,6.0,26.0,4.0,2.0,13.0,2.0,5.0,58.0,1.0,3.0,2.0,8.0,10.0,4.0,14.0,2.0,1.0,1.0,7.0,2.0,6.0,2.0,1.0,9.0,1.0,3.0,6.0,14.0,16.0,1.0,19.0,1.0,2.0,8.0,1.0,16.0,57.0,1.0,1.0,0.25,0.25,1.0,0.4444444444444444,0.5,0.5,0.4444444444444444,0.5,0.5,0.36363636363636365,0.5263157894736842,0.625,0.4230769230769231,0.5692307692307692,0.7,0.46875,0.15789473684210525,0.0625,0.05555555555555555,0.14285714285714285,23.94822006472492,0.7777777777777778,0.07920792079207921,0.03,0.06060606060606061,0.03571428571428571,0.07462686567164178,0.03125,0.038461538461538464,0.045454545454545456,0.047619047619047616,0.08,0.027777777777777776,0.125,0.038461538461538464,0.14285714285714285,0.3157894736842105,0.7222222222222222,0.7647058823529411,0.23076923076923078,0.24561403508771928,0.35714285714285715,0.4166666666666667,0.4,0.2807017543859649,0.375,0.375,0.16666666666666666,0.15789473684210525,0.4444444444444444,0.4444444444444444,1.0,0.5,0.5,1.0,0.23076923076923078,0.6666666666666666,0.15384615384615385,0.5,0.47368421052631576,0.4444444444444444,0.4911339285714286,0.4851666666666667,0.49600833333333333,0.125,0.14545454545454545,0.09333333333333334,0.21333333333333335,8.43125,25.766666666666666,0.20577617328519857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,12487.0,208.0,-14.0,365.0,359,94.0,85,43.0,724,14.0,22.0,4.0,7.0,14.0,39.0,12.0,30.0,,,,,,,40.0,91.0,,,15.0,95.0,402.0,3.0,8.0,,,2.0,8.0,7.0,20.0,,,4.0,18.0,52.0,28.0,,,,3.0,5.0,1.0,6.0,1.0,,4.0,,1.0,13.0,4.0,8.0,9.0,17.0,26.0,12.0,38.0,5.0,3.0,2.0,3.0,1.0,1.0,5.0,2.0,8.0,2.0,4.0,5.0,13.0,23.0,2.0,20.0,,,8.0,2.0,18.0,94.0,2.0,2.0,0.65,0.7027027027027027,,,,,,0.43956043956043955,0.375,0.35,0.43956043956043955,0.375,0.35,0.47029702970297027,0.36363636363636365,0.391304347826087,,0.03296703296703297,0.13636363636363635,,26.39225181598063,0.375,0.14285714285714285,0.06299212598425197,0.1956521739130435,0.08695652173913043,0.15757575757575756,0.06936416184971098,0.1388888888888889,0.05660377358490566,0.06060606060606061,0.125,0.11363636363636363,0.18604651162790697,0.1891891891891892,0.2222222222222222,0.24175824175824176,0.6363636363636364,0.7368421052631579,0.6428571428571429,0.42857142857142855,0.358974358974359,0.358974358974359,0.5714285714285714,0.32967032967032966,0.4,0.4,0.75,,,,,,,,0.35,0.5714285714285714,,,0.24175824175824176,,0.4512010989010989,0.56006,0.47659,0.08080808080808081,0.08080808080808081,0.08421052631578947,0.18947368421052632,9.882417582417583,,0.25753424657534246,3.0,6.0,6.0,3.0,3.0,1.0,1.0,9.0,6.0,3.0,9.0,5.0,1.0,1.0,0.15384615384615385,0.0625,0.5555555555555556,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,5436.0,91.0,-6.0,166.0,158,55.0,45,19.0,324,2.0,2.0,,,6.0,11.0,5.0,6.0,3.0,8.0,1.0,1.0,2.0,5.0,13.0,19.0,3.0,9.0,7.0,42.0,186.0,1.0,1.0,1.0,1.0,,5.0,4.0,5.0,2.0,5.0,5.0,19.0,2.0,24.0,6.0,8.0,3.0,1.0,8.0,5.0,13.0,5.0,,3.0,3.0,2.0,31.0,1.0,,,5.0,6.0,1.0,7.0,1.0,1.0,,2.0,,,1.0,2.0,3.0,,3.0,5.0,11.0,10.0,2.0,9.0,1.0,,2.0,3.0,19.0,55.0,2.0,1.0,0.07692307692307693,0.07692307692307693,0.6666666666666666,0.3333333333333333,1.0,0.4,0.3333333333333333,0.6842105263157895,1.0,0.8,0.625,1.25,0.7,0.65625,1.25,0.7916666666666666,0.32142857142857145,0.05263157894736842,,0.09090909090909091,18.18181818181818,0.6666666666666666,0.10416666666666667,,,0.03333333333333333,0.07246376811594203,0.012658227848101266,,,0.047619047619047616,0.15789473684210525,0.07142857142857142,0.06666666666666667,,,0.07142857142857142,1.0,1.0,,0.39285714285714285,0.5454545454545454,0.6,,0.21428571428571427,0.8333333333333334,0.8333333333333334,0.2,0.2857142857142857,0.375,0.42857142857142855,0.6666666666666666,0.5,1.0,1.0,,,0.5,0.4,0.39285714285714285,0.375,0.4496803571428572,,0.42435999999999996,0.10344827586206896,0.1,0.11904761904761904,0.4523809523809524,11.121052631578946,24.644444444444446,0.3313253012048193,,,,,1.0,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.125,0.16666666666666666,0.03571428571428571,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,True
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,5972.0,100.0,-7.0,178.0,177,64.0,70,20.0,355,3.0,6.0,,,3.0,5.0,1.0,1.0,3.0,11.0,,1.0,,3.0,7.0,12.0,5.0,19.0,2.0,31.0,204.0,2.0,2.0,1.0,2.0,,7.0,,,1.0,9.0,2.0,5.0,6.0,8.0,15.0,10.0,3.0,2.0,3.0,1.0,4.0,1.0,,1.0,2.0,,9.0,,1.0,3.0,,4.0,1.0,5.0,1.0,,1.0,2.0,,1.0,2.0,1.0,4.0,,1.0,4.0,8.0,3.0,,2.0,,,1.0,,5.0,64.0,3.0,,0.42857142857142855,0.5,1.0,0.2631578947368421,0.5,0.1111111111111111,0.2777777777777778,0.5833333333333334,1.0,,0.46774193548387094,0.875,0.16666666666666666,0.484375,0.875,0.25,0.6129032258064516,0.16666666666666666,0.3333333333333333,,18.09045226130653,0.5,,0.02,0.13043478260869565,,0.036585365853658534,0.012987012987012988,,0.06666666666666667,,,,,0.15789473684210525,,0.1935483870967742,0.5,0.75,0.6666666666666666,0.16129032258064516,0.6,0.6,0.3333333333333333,0.03225806451612903,1.0,1.0,,0.3548387096774194,0.2727272727272727,0.2727272727272727,1.0,0.25,,,,,0.3333333333333333,,0.8064516129032258,0.3,0.5266,0.5626,0.5445187499999999,0.03125,0.07692307692307693,0.22580645161290322,0.16129032258064516,6.241666666666667,24.926315789473684,0.3595505617977528,1.0,1.0,2.0,,2.0,,,4.0,2.0,2.0,4.0,2.0,,,,,0.5,0.25,1.0,8.0,,,1.0,2.0,,,,,,0.14285714285714285,0.25806451612903225,,2.0,1.0,1.0,1.0,6.0,1.0,0.25,0.25,1.0,0.25,1.0,1.0,0.6666666666666666,0.16666666666666666,,,,,,,,True
2222,1610612757,Gerald Wallace,Gerald Wallace,2222,POR,13534.0,226.0,-4.0,397.0,392,107.0,102,45.0,789,25.0,37.0,7.0,12.0,1.0,6.0,1.0,7.0,3.0,13.0,,,,3.0,27.0,50.0,3.0,17.0,28.0,91.0,426.0,5.0,5.0,,,,10.0,8.0,15.0,,4.0,9.0,25.0,24.0,30.0,9.0,13.0,3.0,7.0,11.0,6.0,17.0,2.0,4.0,2.0,4.0,5.0,40.0,3.0,6.0,10.0,31.0,46.0,9.0,55.0,8.0,6.0,2.0,4.0,5.0,3.0,11.0,1.0,15.0,1.0,4.0,8.0,19.0,24.0,1.0,32.0,,,14.0,2.0,25.0,107.0,2.0,2.0,0.4444444444444444,0.5454545454545454,1.0,0.17647058823529413,,,0.17647058823529413,0.54,1.0,0.5333333333333333,0.4701492537313433,1.0,0.42105263157894735,0.5481927710843374,1.0,0.5208333333333334,0.2537313432835821,0.14,0.13513513513513514,0.3333333333333333,21.92393736017897,0.26666666666666666,0.23134328358208955,0.04411764705882353,0.2,0.061224489795918366,0.22282608695652173,0.04864864864864865,0.05128205128205128,0.034482758620689655,0.02857142857142857,0.1282051282051282,0.23404255319148937,0.3125,0.2,0.2,0.5522388059701493,0.6756756756756757,0.78125,0.48,0.08955223880597014,0.16666666666666666,0.25,,0.1044776119402985,0.14285714285714285,0.14285714285714285,,0.19402985074626866,0.23076923076923078,0.25,1.0,,,,0.631578947368421,0.5833333333333334,0.15789473684210525,,0.8059701492537313,0.23076923076923078,0.5523507462686569,0.5808,0.5516105263157894,0.1728395061728395,0.21875,0.10989010989010989,0.27472527472527475,4.489999999999999,24.676470588235293,0.2695214105793451,4.0,4.0,10.0,,1.0,,,3.0,3.0,,3.0,2.0,,,0.14285714285714285,,0.6666666666666666,0.8,1.0,4.0,,1.0,5.0,,1.0,,,0.058823529411764705,0.07692307692307693,0.29411764705882354,0.05970149253731343,,,,,,1.0,,,,,,,,0.05263157894736842,,1.0,3.0,1.0,2.0,1.0,0.05128205128205128,,True
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,9547.0,159.0,3.0,279.0,275,72.0,63,32.0,554,8.0,12.0,3.0,5.0,3.0,11.0,3.0,6.0,3.0,10.0,1.0,3.0,1.0,5.0,14.0,29.0,8.0,18.0,14.0,66.0,290.0,2.0,5.0,1.0,3.0,1.0,8.0,4.0,10.0,1.0,6.0,2.0,13.0,18.0,10.0,24.0,10.0,3.0,1.0,3.0,2.0,5.0,2.0,,2.0,,1.0,12.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,2.0,2.0,3.0,,3.0,2.0,,5.0,,1.0,4.0,13.0,14.0,2.0,17.0,1.0,,8.0,1.0,13.0,72.0,3.0,1.0,0.6428571428571429,0.6428571428571429,1.0,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.4827586206896552,0.4,0.4,0.5531914893617021,0.4375,0.34375,0.6,0.5,0.38235294117647056,0.3829787234042553,0.034482758620689655,0.08333333333333333,,19.047619047619047,0.6,0.031914893617021274,0.01,0.027777777777777776,0.03125,0.03076923076923077,0.015151515151515152,,0.022727272727272728,0.045454545454545456,0.08695652173913043,,0.02564102564102564,0.03333333333333333,,0.2553191489361702,0.6666666666666666,0.7272727272727273,0.5,0.23404255319148937,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.1276595744680851,0.5,0.5,1.0,0.2127659574468085,0.3,0.3,1.0,0.375,0.3333333333333333,1.0,0.3125,0.6,0.3125,0.2,0.6382978723404256,0.3,0.49829468085106376,0.52245,0.47698124999999997,0.14814814814814814,0.2222222222222222,0.12121212121212122,0.19696969696969696,7.420689655172413,24.049999999999997,0.25806451612903225,2.0,4.0,,1.0,,,,,,,,,,,,0.043478260869565216,,0.5,0.5,8.0,,,,,,,,,,,0.1702127659574468,,5.0,,,,1.0,,0.625,0.625,1.0,,,,0.0625,,1.0,1.0,,3.0,,,0.5,True
948,1610612757,Marcus Camby,Marcus Camby,948,POR,7594.0,127.0,,218.0,217,44.0,44,25.0,435,4.0,9.0,2.0,4.0,1.0,3.0,1.0,3.0,,,,,,,6.0,15.0,,,,12.0,220.0,4.0,9.0,,,,8.0,2.0,5.0,,,,4.0,4.0,8.0,,,,,8.0,,8.0,,,4.0,3.0,1.0,16.0,2.0,13.0,8.0,20.0,37.0,15.0,52.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,,3.0,,1.0,7.0,13.0,3.0,1.0,,,,,,4.0,44.0,,,0.3333333333333333,1.0,,,,,,0.4,0.4444444444444444,0.4,0.4,0.4444444444444444,0.4,0.4,0.4444444444444444,0.4,,,,,7.317073170731708,0.3333333333333333,0.2597402597402597,0.1511627906976744,0.3076923076923077,0.1,0.27184466019417475,0.14150943396226415,0.09523809523809523,0.175,0.125,0.21739130434782608,0.43478260869565216,0.16129032258064516,0.3,0.3333333333333333,0.6,0.4444444444444444,0.4444444444444444,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.8,0.5,,,0.6,,0.5199466666666667,0.6032555555555557,0.49368,,,0.6666666666666666,0.3333333333333333,5.666666666666667,,0.2018348623853211,4.0,8.0,8.0,1.0,,,2.0,7.0,2.0,5.0,7.0,4.0,,,,0.1111111111111111,0.5714285714285714,0.8888888888888888,0.5,,,,9.0,,3.0,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,0.16,,True
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,2819.0,47.0,,85.0,84,33.0,19,11.0,169,1.0,3.0,,1.0,,2.0,,,1.0,4.0,,,,,1.0,5.0,1.0,4.0,3.0,8.0,92.0,,,,,,,,1.0,,,,,2.0,,3.0,4.0,1.0,,2.0,2.0,4.0,1.0,1.0,2.0,,,10.0,1.0,,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,,,,1.0,,1.0,,,4.0,6.0,2.0,,5.0,1.0,2.0,2.0,,,33.0,,,1.0,1.0,1.0,0.25,,,0.25,0.2,,,0.2777777777777778,,,0.4,,,0.4444444444444444,,,,11.34020618556701,,0.07692307692307693,,0.09090909090909091,0.09090909090909091,0.08108108108108109,0.02564102564102564,,,0.1111111111111111,0.2,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,,,,,,,,0.4444444444444444,0.25,0.25,1.0,,,,1.0,,,,0.7777777777777778,0.25,0.5155333333333334,,0.3827,0.2,0.3333333333333333,,,4.7,25.174999999999997,0.38823529411764707,,,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True
202419,1610612757,Chris Johnson,Chris Johnson,202419,POR,490.0,8.0,7.0,15.0,17,7.0,4,1.0,32,,,,,,,,,,,,,,,,,,,2.0,2.0,11.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,4.0,4.0,,4.0,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,2.0,7.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,6.25,,0.36363636363636365,,,,0.3076923076923077,,,,,0.25,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,0.4666666666666667,,,,,,,,2.0,2.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201988,1610612757,Patty Mills,Patty Mills,201988,POR,126.0,2.0,2.0,5.0,4,2.0,4,1.0,9,,1.0,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,33.333333333333336,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5631,,,,,,,1.5,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
