EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,HeaveAttempts,BlockingFouls,Charge Fouls Drawn,BlockingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,BlockedLongMidRange,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3SecondViolations,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,Arc3PctBlocked,DefensiveGoaltends
101133,1610612742,Ian Mahinmi,Ian Mahinmi,101133,DAL,632.0,11,20,19,9,8,2,39,1.0,1.0,1.0,1.0,2.0,2.0,4,21,1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1,2.0,3,3.0,5,2.0,1.0,1.0,2.0,1.0,4.0,9,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,13.636363636363637,1.0,0.2,0.3333333333333333,0.25,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.3547,0.3009,0.3009,1.0,1.0,14.45,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,31442.0,524,948,940,246,250,120,1888,93.0,44.0,93.0,107.0,232.0,102.0,364,951,7.0,14.0,9.0,41.0,38.0,61.0,59.0,156.0,114.0,2.0,7.0,10.0,105,9.0,114,13.0,27,80.0,10.0,1.0,106.0,21.0,150.0,234,1.0,18.0,0.5327102803738317,0.5377358490566038,0.46120689655172414,0.5,0.6229508196721312,0.49809885931558934,0.8,0.6736111111111112,0.5776699029126213,0.8695652173913043,0.765,32.87037037037037,0.3333333333333333,0.022364217252396165,0.017391304347826087,0.02102803738317757,0.007518796992481203,0.011235955056179775,0.35361216730038025,0.35361216730038025,0.4731182795698925,0.4782608695652174,0.6818181818181818,0.4441461977186311,0.45944285714285715,0.4443604166666667,0.11263736263736264,0.42857142857142855,11.3125,0.25949367088607594,106.0,27.0,46.0,1.0,3.0,11.0,15.0,36.0,2.0,6.0,1.0,1.0,2.0,3.0,14.0,25.0,5.0,5.0,5.0,8.0,16.0,31.0,6.0,6.0,7.0,11.0,100.0,45.0,3.0,2.0,25.0,14.0,18.0,16.0,19.0,35.0,14.0,5.0,9.0,3.0,4.0,89.0,22.0,73.0,3.0,8.0,7.0,1.0,26.0,5.0,18.0,20.0,4.0,8.0,3.0,46.0,5.0,14.0,2.0,1.0,4.0,7.0,7.0,32.0,8.0,6.0,2.0,8.0,6.0,1.0,0.9375,0.5161290322580645,1.0,0.6363636363636364,0.5161290322580645,0.11787072243346007,0.07758620689655173,0.21739130434782608,0.07526881720430108,0.010752688172043012,0.5652173913043478,0.2166172106824926,0.16793893129770993,0.202991452991453,0.045454545454545456,0.021739130434782608,0.038461538461538464,0.23711340206185566,0.2033898305084746,0.21311475409836064,0.16831683168316833,0.16666666666666666,0.02459016393442623,0.75,0.17490494296577946,0.5869565217391305,0.75,0.5185185185185185,0.3870967741935484,0.4186046511627907,0.3611111111111111,0.022813688212927757,0.3333333333333333,0.3333333333333333,1.0,0.09505703422053231,0.56,0.56,0.9285714285714286,0.15,0.3333333333333333,0.05,1.0,1.0,0.25,1.0,1.0,0.20833333333333334,0.7333333333333333,0.041666666666666664,0.6666666666666666,0.1111111111111111,0.625,0.29277566539923955,0.56,0.1111111111111111,0.1245136186770428,24.49032258064516,,,,,,,,,,,,,,,,,,True,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,41425.0,690,1243,1250,359,353,160,2493,121.0,2.0,10.0,105.0,220.0,40.0,250,1299,17.0,37.0,7.0,41.0,27.0,55.0,17.0,71.0,126.0,13.0,33.0,8.0,87,46.0,133,24.0,53,45.0,6.0,3.0,47.0,4.0,71.0,347,9.0,4.0,0.6,0.6631578947368421,0.4772727272727273,0.4594594594594595,0.4909090909090909,0.4666666666666667,0.4473684210526316,0.47368421052631576,0.508130081300813,0.4880952380952381,0.5461538461538461,19.873150105708245,0.21621621621621623,0.08270676691729323,0.07692307692307693,0.08098591549295775,0.1016949152542373,0.07518796992481203,0.5377777777777778,0.044444444444444446,0.2,0.2,0.5,0.48216116071428583,0.532435,0.4666357142857142,0.164,0.284,5.542727272727274,0.28881737731295254,69.0,55.0,89.0,11.0,22.0,13.0,20.0,48.0,,3.0,,,,1.0,,2.0,,1.0,,1.0,,5.0,,1.0,,2.0,84.0,,,20.0,1.0,,18.0,28.0,17.0,45.0,14.0,3.0,18.0,5.0,5.0,107.0,31.0,48.0,15.0,21.0,16.0,5.0,23.0,5.0,13.0,13.0,3.0,10.0,3.0,36.0,1.0,8.0,,2.0,2.0,5.0,,22.0,16.0,6.0,10.0,19.0,10.0,,,,,,,0.022222222222222223,0.08181818181818182,0.056179775280898875,0.10743801652892562,,0.6388888888888888,0.11136890951276102,0.18128654970760233,0.13122923588039867,0.08256880733944955,0.05309734513274336,0.08333333333333333,0.031496062992125984,0.10596026490066225,0.1830065359477124,0.1937984496124031,0.14285714285714285,0.1485148514851485,0.5263157894736842,0.39555555555555555,0.6179775280898876,0.6547619047619048,0.6727272727272727,0.39669421487603307,0.4444444444444444,0.5208333333333334,0.013333333333333334,,,,0.008888888888888889,,,,0.5789473684210527,0.5,,,,0.02631578947368421,,,0.3508771929824561,0.65,0.017543859649122806,,0.017543859649122806,,0.4177777777777778,,0.09090909090909091,0.09282700421940929,30.079999999999995,1.0,1.0,1.0,1.0,3.0,3.0,0.18181818181818182,,,,,,,,,,,True,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,23933.0,399,737,728,317,309,103,1465,32.0,30.0,60.0,55.0,107.0,45.0,221,751,3.0,9.0,2.0,14.0,16.0,35.0,30.0,98.0,62.0,,4.0,,22,4.0,26,15.0,30,36.0,2.0,2.0,51.0,12.0,88.0,305,7.0,6.0,0.5636363636363636,0.5636363636363636,0.514018691588785,0.3333333333333333,0.45714285714285713,0.5534591194968553,0.4,0.5573770491803278,0.5961538461538461,0.4375,0.6333333333333333,23.674911660777383,,0.01809954751131222,,0.012422360248447204,0.030927835051546393,,0.20125786163522014,0.37735849056603776,0.5,0.5084745762711864,0.5333333333333333,0.4799893081761006,0.49454545454545457,0.4755393442622951,0.06334841628959276,0.4434389140271493,12.841121495327103,0.43012211668928085,103.0,8.0,15.0,,2.0,2.0,5.0,17.0,8.0,19.0,,1.0,4.0,8.0,14.0,33.0,2.0,5.0,8.0,18.0,22.0,52.0,2.0,6.0,12.0,26.0,48.0,60.0,6.0,,33.0,14.0,5.0,32.0,11.0,43.0,6.0,5.0,17.0,6.0,9.0,97.0,12.0,10.0,1.0,17.0,13.0,4.0,11.0,,8.0,8.0,2.0,3.0,3.0,19.0,2.0,7.0,1.0,,,1.0,4.0,12.0,2.0,,1.0,2.0,1.0,1.0,0.9090909090909091,0.4230769230769231,0.3333333333333333,0.46153846153846156,0.4230769230769231,0.3270440251572327,0.04672897196261682,0.06666666666666667,0.09375,0.016666666666666666,0.5789473684210527,0.04830917874396135,0.09375,0.06567164179104477,,0.015384615384615385,,0.03125,0.04285714285714286,0.0684931506849315,0.1134020618556701,0.03225806451612903,0.012987012987012988,0.5,0.09433962264150944,0.5333333333333333,0.5714285714285714,0.75,0.53125,0.5862068965517241,0.5294117647058824,0.11949685534591195,0.42105263157894735,0.42105263157894735,1.0,0.20754716981132076,0.42424242424242425,0.42424242424242425,0.8571428571428571,0.13333333333333333,,0.06666666666666667,,,0.3333333333333333,0.4,1.0,0.08196721311475409,0.4,0.13114754098360656,0.5,0.29508196721311475,0.4444444444444444,0.42138364779874216,0.42424242424242425,0.07058823529411765,0.1016949152542373,24.22307692307692,,,,1.0,,,,1.0,,,,,,,,,,True,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,10119.0,169,302,307,69,70,43,609,19.0,3.0,7.0,23.0,51.0,10.0,74,356,1.0,2.0,,2.0,1.0,7.0,8.0,13.0,2.0,,2.0,,12,2.0,14,6.0,11,18.0,,2.0,12.0,3.0,13.0,68,1.0,3.0,0.043478260869565216,0.043478260869565216,0.45098039215686275,0.5,0.14285714285714285,0.4155844155844156,0.25,0.17857142857142858,0.4457831325301205,0.25,0.34210526315789475,27.586206896551726,,0.018518518518518517,,0.013245033112582781,0.02127659574468085,,0.24675324675324675,0.09090909090909091,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.4818773333333333,0.4166,0.4641916666666666,0.02702702702702703,0.17567567567567569,6.1686274509803924,0.22847682119205298,-40.0,14.0,25.0,,,,2.0,6.0,2.0,3.0,,,,,4.0,23.0,,2.0,1.0,7.0,6.0,26.0,,2.0,1.0,7.0,44.0,9.0,9.0,,21.0,4.0,9.0,20.0,7.0,27.0,5.0,2.0,10.0,5.0,5.0,61.0,5.0,7.0,1.0,3.0,3.0,,7.0,1.0,6.0,6.0,3.0,1.0,,13.0,1.0,3.0,,,2.0,,,3.0,,,,,,,0.5,0.23076923076923078,,0.14285714285714285,0.25,0.33766233766233766,0.17647058823529413,0.2,0.21052631578947367,,0.5384615384615384,0.07,0.12195121951219512,0.0851063829787234,,0.03333333333333333,,0.03333333333333333,0.07894736842105263,0.09375,0.0967741935483871,0.2,0.02702702702702703,,0.3246753246753247,0.56,0.7,,0.3157894736842105,0.4,,0.03896103896103896,0.6666666666666666,0.6666666666666666,1.0,0.2987012987012987,0.17391304347826086,0.17391304347826086,0.25,,,,,,0.5,,,0.14285714285714285,,,,0.5,0.14285714285714285,0.6623376623376623,0.19047619047619047,0.0375,0.05555555555555555,27.542307692307695,2.0,,,2.0,,,,,,,,,,,,,,True,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,36559.0,609,1095,1103,320,318,134,2198,10.0,11.0,19.0,18.0,41.0,20.0,167,1121,1.0,2.0,,20.0,,5.0,14.0,29.0,6.0,4.0,6.0,4.0,67,10.0,77,16.0,31,26.0,1.0,1.0,26.0,8.0,23.0,308,4.0,4.0,0.16666666666666666,0.16666666666666666,0.43902439024390244,0.5,,0.5364963503649635,0.7692307692307693,0.24193548387096775,0.5604026845637584,0.7692307692307693,0.3625,15.755627009646302,0.11764705882352941,0.017191977077363897,0.027777777777777776,0.02028397565922921,0.025477707006369428,0.02608695652173913,0.072992700729927,0.1386861313868613,0.5789473684210527,0.5789473684210527,0.2727272727272727,0.5173783088235293,0.5101611111111111,0.5189533333333333,0.11976047904191617,0.17365269461077845,11.824390243902439,0.2922374429223744,98.0,5.0,12.0,,,,2.0,2.0,3.0,11.0,,1.0,1.0,4.0,34.0,85.0,6.0,10.0,4.0,22.0,37.0,96.0,6.0,11.0,5.0,26.0,30.0,93.0,18.0,,84.0,34.0,6.0,100.0,33.0,133.0,25.0,8.0,37.0,33.0,30.0,299.0,15.0,48.0,4.0,32.0,17.0,15.0,33.0,11.0,23.0,14.0,2.0,10.0,1.0,47.0,6.0,13.0,,1.0,,1.0,,4.0,7.0,6.0,1.0,8.0,6.0,,0.8378378378378378,0.3854166666666667,0.5454545454545454,0.19230769230769232,0.3894736842105263,0.7007299270072993,0.14634146341463414,0.16666666666666666,0.4,,0.7021276595744681,0.12151898734177215,0.1,0.11559633027522936,0.01098901098901099,0.009900990099009901,0.034482758620689655,0.13559322033898305,0.1037037037037037,0.1267605633802817,0.10619469026548672,0.08108108108108109,0.0547945205479452,0.75,0.08759124087591241,0.4166666666666667,0.5,,0.2,0.3333333333333333,,0.08029197080291971,0.2727272727272727,0.2727272727272727,1.0,0.6204379562043796,0.4,0.4,0.8235294117647058,,,0.07692307692307693,,,0.7692307692307693,0.6,0.8333333333333334,0.06451612903225806,,0.12903225806451613,0.25,0.7096774193548387,0.18181818181818182,0.7883211678832117,0.40476190476190477,0.03546099290780142,0.09090909090909091,25.040624999999995,1.0,3.0,1.0,,1.0,,,,1.0,1.0,0.010309278350515464,,,,,,,True,,
2073,1610612742,Brian Cardinal,Brian Cardinal,2073,DAL,1589.0,26,47,47,9,22,6,94,,,,,,,6,48,,,,3.0,,,,,,,,1.0,1,,1,5.0,7,1.0,,1.0,,,,9,,,,,,,,1.0,1.5,,1.0,1.5,,11.320754716981131,0.25,,,,,,,,,,,0.593,0.58605,,0.5,,,0.19148936170212766,15.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,2.0,3.0,1.0,1.0,,,,6.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,,,,,,1.0,1.0,1.0,2.0,,,,3.0,1.0,,,,1.0,,,,,,,,,,1.0,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,0.5,,,24.066666666666666,,3.0,,,,,,,,,,,,,,,,True,,
2052,1610612742,DeShawn Stevenson,DeShawn Stevenson,2052,DAL,13304.0,222,388,403,25,26,47,791,2.0,1.0,6.0,1.0,12.0,6.0,59,415,,1.0,,3.0,,1.0,,,2.0,,1.0,,11,1.0,12,10.0,24,10.0,,3.0,8.0,,,25,1.0,,1.0,1.0,0.08333333333333333,,,0.4732142857142857,0.1875,,0.49166666666666664,0.1875,,15.945330296127564,,0.007518796992481203,,0.005235602094240838,0.017241379310344827,,0.03571428571428571,0.10714285714285714,0.16666666666666666,0.16666666666666666,1.0,0.5469409090909091,0.5369375,0.4885,0.05084745762711865,,11.033333333333333,0.06443298969072164,-47.0,,4.0,,,,1.0,,7.0,12.0,,2.0,,,10.0,32.0,1.0,5.0,,1.0,17.0,44.0,1.0,7.0,,1.0,,39.0,12.0,,31.0,10.0,2.0,4.0,5.0,9.0,5.0,,1.0,1.0,2.0,23.0,3.0,8.0,,5.0,3.0,2.0,7.0,1.0,6.0,3.0,,1.0,,10.0,,,,,1.0,,,4.0,2.0,1.0,1.0,2.0,2.0,,0.7647058823529411,0.38636363636363635,0.14285714285714285,,0.3953488372093023,0.7857142857142857,0.16666666666666666,0.25,0.5,,0.7,0.04819277108433735,0.10344827586206896,0.05641025641025641,,,,0.021739130434782608,0.05084745762711865,0.06557377049180328,0.09523809523809523,0.125,,1.0,0.07142857142857142,,,,,,,0.21428571428571427,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.5714285714285714,0.3125,0.3125,0.9,,,0.25,,,0.625,0.2,1.0,0.5,,,,0.5,,0.8571428571428571,0.3225806451612903,0.06666666666666667,0.25,25.175,1.0,,,,,,,,,,,1.0,,,,,,True,,
2199,1610612742,Tyson Chandler,Tyson Chandler,2199,DAL,32268.0,538,962,971,254,243,115,1933,5.0,,6.0,46.0,75.0,38.0,130,990,13.0,23.0,9.0,35.0,8.0,11.0,9.0,25.0,72.0,21.0,37.0,6.0,88,58.0,146,29.0,57,62.0,13.0,4.0,59.0,3.0,25.0,244,3.0,2.0,0.782608695652174,1.0,0.6133333333333333,0.5652173913043478,0.7272727272727273,0.6133333333333333,0.5652173913043478,0.7272727272727273,0.6310679611650486,0.5645161290322581,0.7352941176470589,10.357470210815766,0.2222222222222222,0.11974110032362459,0.15789473684210525,0.13122171945701358,0.09420289855072464,0.18518518518518517,0.06666666666666667,0.08,,,,0.5455093333333334,0.5732619047619048,0.5838545454545454,0.2692307692307692,0.19230769230769232,2.984,0.26403326403326405,65.0,45.0,64.0,13.0,22.0,8.0,11.0,1.0,,,,,,,,,,,,,,,,,,,20.0,,,20.0,,,7.0,5.0,1.0,6.0,1.0,,3.0,1.0,1.0,13.0,21.0,61.0,3.0,9.0,5.0,4.0,1.0,,1.0,10.0,,,2.0,11.0,1.0,,1.0,9.0,5.0,4.0,,29.0,16.0,6.0,8.0,16.0,11.0,,,,,,,,0.09333333333333334,0.09375,0.2,,0.09090909090909091,0.17681159420289855,0.1640625,0.1733615221987315,0.1625,0.12087912087912088,0.04,0.16981132075471697,0.1794871794871795,0.18032786885245902,0.19387755102040816,0.06666666666666667,0.13636363636363635,0.6875,0.8533333333333334,0.703125,0.7758620689655172,0.7777777777777778,0.2,0.25,1.0,,,,,,,,,0.9565217391304348,0.5909090909090909,,,,,,,1.0,0.7272727272727273,,,,,0.8533333333333334,,0.29,0.29,,,2.0,3.0,1.0,,,0.23076923076923078,2.0,,,,,2.0,,,,,True,,
2217,1610612742,Brendan Haywood,Brendan Haywood,2217,DAL,7015.0,117,208,211,80,82,33,419,4.0,,,8.0,14.0,9.0,25,239,4.0,6.0,4.0,12.0,2.0,4.0,2.0,6.0,10.0,3.0,13.0,1.0,14,16.0,30,12.0,20,12.0,,,21.0,,6.0,80,4.0,,0.625,1.0,0.5714285714285714,0.6666666666666666,0.5,0.5714285714285714,0.6666666666666666,0.5,0.5208333333333334,0.6,0.42857142857142855,11.934156378600822,0.16666666666666666,0.21311475409836064,0.1111111111111111,0.18181818181818182,0.18518518518518517,0.1,0.2857142857142857,,,,,0.51415,0.5557399999999999,0.50325,0.48,0.24,2.657142857142857,0.38461538461538464,8.0,6.0,10.0,3.0,4.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,6.0,,,6.0,,,2.0,,1.0,1.0,1.0,,,,,3.0,7.0,6.0,1.0,,,,1.0,1.0,,4.0,,1.0,2.0,5.0,3.0,,,,,1.0,,11.0,7.0,4.0,3.0,7.0,3.0,1.0,,,,,,,0.14285714285714285,0.1,0.25,,0.2,0.0821917808219178,0.21212121212121213,0.12264150943396226,0.35294117647058826,0.11764705882352941,0.14285714285714285,0.05555555555555555,0.1111111111111111,0.07142857142857142,0.16,0.375,0.3333333333333333,0.42857142857142855,0.7142857142857143,0.6,0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,,,,,,,,,0.6666666666666666,0.75,,,,,,,0.75,0.3333333333333333,,,,,0.7142857142857143,,0.4583333333333333,0.4583333333333333,,,1.0,,1.0,,,,,,,,,,1.0,,,,True,,
