EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,OffTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,BlockingFoulsDrawn,OffTwoPtReboundPct,OffAtRimReboundPct,SelfORebPct,Clear Path Fouls,DefCorner3ReboundPct,SecondChanceFtPoints,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,AtRimPctBlocked,OffShortMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,PenaltyAtRimFGM,SecondChanceCorner3FGA,PenaltyFG2M,BlockingFouls,ThreePtShootingFoulsDrawn,PenaltyFg2Pct,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimAccuracy,Charge Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangeAssists,2pt And 1 Free Throw Trips,on,PtsUnassisted3s,Travels,BlockedLongMidRange,Offensive Fouls,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,PtsPutbacks,FTOffRebounds,StepOutOfBoundsTurnovers,3SecondViolations,OffFTReboundPct,DefensiveGoaltends
101109,1610612743,Raymond Felton,Raymond Felton,101109,DEN,3470.0,58,-9.0,113,111,27.0,24,13.0,224,1.0,6.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,6.0,13,2.0,6.0,10.0,28.0,128,1.0,2.0,2.0,2.0,2.0,4.0,2.0,8.0,2.0,10.0,6.0,1.0,3.0,2.0,1.0,4.0,5.0,9.0,3.0,2.0,4.0,23.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,1.0,1.0,6.0,12.0,5.0,1.0,8.0,27.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.5,0.4,0.46153846153846156,0.5,0.47368421052631576,0.5,0.5,0.56,0.5,0.5,0.3157894736842105,0.16666666666666666,0.25,21.875,0.6666666666666666,0.12121212121212122,0.0784313725490196,0.09090909090909091,0.16666666666666666,0.125,0.3157894736842105,0.16666666666666666,0.16666666666666666,0.21052631578947367,0.75,0.75,0.3333333333333333,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.10526315789473684,0.21052631578947367,0.5,0.6666666666666666,1.0,0.5,0.3333333333333333,0.16666666666666666,0.5,0.6666666666666666,0.631578947368421,0.6666666666666666,0.46009444444444436,0.4256,0.4917750000000001,0.20833333333333334,0.2777777777777778,0.07142857142857142,0.2857142857142857,7.1230769230769235,26.783333333333335,0.23893805309734514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1733,1610612743,Al Harrington,Al Harrington,1733,DEN,4181.0,70,-6.0,136,134,38.0,26,15.0,270,4.0,6.0,,1.0,,3.0,1.0,3.0,4.0,3.0,3.0,6.0,,,5.0,12,5.0,10.0,3.0,28.0,148,,1.0,3.0,2.0,1.0,3.0,,3.0,8.0,2.0,15.0,,6.0,3.0,,2.0,3.0,5.0,3.0,,1.0,13.0,2.0,6.0,7.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0,7.0,1.0,,3.0,4.0,2.0,,3.0,38.0,,,0.8,0.8,1.0,0.5,0.3333333333333333,0.5,0.4166666666666667,,0.5681818181818182,0.75,0.3,0.5833333333333334,0.75,0.3,0.45454545454545453,,,18.30065359477124,0.25,0.05,0.08064516129032258,0.07692307692307693,0.1111111111111111,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.13636363636363635,,,,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.2727272727272727,0.5,0.5,1.0,,0.2,0.6,,,0.7272727272727273,0.5,0.5422909090909092,0.517325,0.55902,0.08333333333333333,0.14285714285714285,0.10714285714285714,0.10714285714285714,6.133333333333333,24.4,0.27941176470588236,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.16666666666666666,0.6666666666666666,0.2,0.13636363636363635,0.05555555555555555,0.015625,0.1111111111111111,0.17647058823529413,0.75,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,2656.0,44,10.0,87,86,27.0,19,6.0,173,,1.0,1.0,,,1.0,,5.0,1.0,1.0,,1.0,,1.0,,7,,2.0,3.0,3.0,74,,2.0,,,,2.0,2.0,2.0,,,,,1.0,,,,1.0,1.0,1.0,,,3.0,4.0,11.0,13.0,2.0,1.0,1.0,1.0,,2.0,3.0,1.0,5.0,,,3.0,4.0,2.0,,2.0,27.0,1.0,,,,,,,,,,,,,0.13636363636363635,,0.3333333333333333,0.2222222222222222,,,14.893617021276597,0.3333333333333333,0.14285714285714285,0.2,0.1,,0.2727272727272727,0.1111111111111111,,,0.1111111111111111,,,,0.5555555555555556,,,0.1111111111111111,0.1111111111111111,,,,0.5,,0.5,0.5,,0.3333333333333333,,0.46522222222222226,0.4953,0.58725,0.18181818181818182,0.2222222222222222,,0.6666666666666666,13.62857142857143,23.700000000000003,0.3103448275862069,,,,,,,,,,5.0,2.0,2.0,1.0,,,,,0.5,0.29411764705882354,,0.05128205128205128,,0.35714285714285715,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,0.06666666666666667,0.2,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,277.0,5,-4.0,9,9,,2,1.0,18,,1.0,,,,,,1.0,,,,,,,,2,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,0.16666666666666666,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,0.5,,0.44055,,,,,,,9.95,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,2176.0,36,-7.0,72,72,13.0,11,8.0,144,3.0,4.0,,1.0,,,,2.0,,,,,,,3.0,6,,,7.0,13.0,74,,,4.0,1.0,,,5.0,5.0,6.0,,,,,,,1.0,1.0,2.0,,1.0,1.0,5.0,2.0,7.0,10.0,1.0,1.0,,,,2.0,2.0,3.0,4.0,1.0,,7.0,10.0,2.0,3.0,5.0,13.0,,3.0,1.0,1.0,,,,,0.5,,0.5,,,0.5909090909090909,0.6666666666666666,0.625,,,,15.853658536585368,,0.1,0.20689655172413793,,0.3333333333333333,0.09090909090909091,0.6666666666666666,0.75,1.0,,,,,0.3333333333333333,,,,,,,,,1.0,,,,0.6666666666666666,,0.46858333333333335,,0.4029,0.25,0.25,0.3076923076923077,0.38461538461538464,6.916666666666667,,0.18055555555555555,,,,,,,1.0,,2.0,4.0,1.0,3.0,,,,0.16666666666666666,,0.25,0.4444444444444444,0.18181818181818182,0.08108108108108109,0.16666666666666666,0.42857142857142855,1.0,,,,,,,,,1.0,,,,,0.038461538461538464,,,,0.5,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,0.25,0.16666666666666666,0.2,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201568,1610612743,Danilo Gallinari,Danilo Gallinari,201568,DEN,1598.0,27,,51,49,28.0,16,8.0,100,1.0,1.0,,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4,2.0,4.0,3.0,13.0,64,,,,3.0,1.0,2.0,2.0,7.0,,4.0,6.0,,2.0,2.0,,,,,,,,,3.0,3.0,3.0,,,,1.0,,,1.0,,1.0,,,3.0,7.0,1.0,1.0,7.0,28.0,,1.0,,,1.0,0.5,0.5,0.5,0.5,,0.625,,0.5,0.5909090909090909,,0.5,0.5,,,20.0,1.0,0.1875,0.13636363636363635,,,0.42857142857142855,0.125,1.0,1.0,0.125,,,,0.25,0.5,0.5,0.25,0.25,1.0,1.0,1.0,,0.2,0.2,0.2,1.0,0.625,1.0,0.50605,0.633,0.49765999999999994,0.2,0.2,,0.5384615384615384,13.95,24.15,0.5490196078431373,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,,,,,,,,,,,True,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,242.0,4,1.0,7,7,7.0,7,1.0,14,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1,,,3.0,5.0,7,1.0,1.0,2.0,1.0,,,3.0,5.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,4.0,2.0,,5.0,7.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,,,,37.5,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,0.8051,,0.8051,0.6666666666666666,0.6666666666666666,0.4,1.0,0.1,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,1741.0,29,,56,55,17.0,8,6.0,111,1.0,1.0,,1.0,,2.0,,,,,,,,,1.0,3,,,6.0,8.0,67,,,3.0,2.0,,,1.0,3.0,2.0,,,,,,,,,,,,,,7.0,7.0,10.0,1.0,,1.0,,,,,3.0,4.0,,,6.0,10.0,5.0,,3.0,17.0,,,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,,0.5,0.5,0.75,0.5,,,,12.903225806451614,,0.3888888888888889,0.23333333333333334,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,0.5,,,,0.3333333333333333,,0.48406666666666665,,0.5437,0.625,0.625,0.375,0.375,6.566666666666666,,0.30357142857142855,,,,,,,,,,,,3.0,,,,,,,,,0.13043478260869565,,,1.0,,,,,,,,,3.0,1.0,,,,0.16666666666666666,0.14285714285714285,0.5,,,3.0,,,,,1.0,1.0,,1.0,,,,0.2,,,1.0,,1.0,,,0.5,,1.0,,,,1.0,0.16666666666666666,,,,,,,True,,,,,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,1927.0,32,3.0,65,63,13.0,7,7.0,128,1.0,4.0,,1.0,2.0,3.0,1.0,2.0,2.0,,2.0,2.0,,,4.0,9,3.0,4.0,5.0,22.0,69,1.0,1.0,5.0,3.0,,,,2.0,,8.0,9.0,,2.0,2.0,,1.0,4.0,5.0,3.0,1.0,1.0,14.0,2.0,2.0,4.0,,,,1.0,1.0,,1.0,,1.0,,,3.0,5.0,2.0,,2.0,13.0,,,,,1.0,0.75,,0.75,0.4444444444444444,1.0,0.6538461538461539,1.25,0.3333333333333333,0.7,1.25,0.3333333333333333,0.3076923076923077,,,22.22222222222222,1.0,0.125,0.06896551724137931,,0.16666666666666666,0.16666666666666666,0.3076923076923077,0.25,0.25,0.23076923076923078,0.6666666666666666,0.6666666666666666,,0.15384615384615385,0.5,0.5,0.15384615384615385,0.15384615384615385,1.0,1.0,1.0,,0.3333333333333333,,,,0.6153846153846154,1.0,0.5205,,0.5047,0.13333333333333333,0.18181818181818182,0.22727272727272727,0.09090909090909091,8.144444444444444,24.800000000000004,0.2,1.0,,,,1.0,1.0,,,1.0,,,2.0,,,1.0,,,,,0.14285714285714285,0.06666666666666667,,,,,0.5,0.5,1.0,,,,,1.0,1.0,,,,0.043478260869565216,,0.16666666666666666,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,0.16666666666666666,0.25,1.0,,1.0,1.0,,,0.3333333333333333,0.5,,,,,,,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,2637.0,44,-18.0,84,84,20.0,10,10.0,168,2.0,5.0,,1.0,,2.0,2.0,8.0,2.0,1.0,2.0,6.0,2.0,2.0,4.0,15,3.0,8.0,5.0,22.0,99,,,3.0,3.0,3.0,3.0,2.0,13.0,2.0,6.0,9.0,,6.0,2.0,,2.0,1.0,3.0,1.0,,1.0,7.0,2.0,6.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,5.0,,1.0,5.0,6.0,3.0,,13.0,20.0,,,0.25,0.25,1.0,0.375,1.0,0.375,0.26666666666666666,,0.3695652173913043,1.5,0.9166666666666666,0.44,1.5,0.9285714285714286,0.34782608695652173,,,30.208333333333336,0.5,0.08333333333333333,0.15151515151515152,0.125,,0.07692307692307693,0.21739130434782608,0.4,0.6666666666666666,0.08695652173913043,,,,0.34782608695652173,0.25,0.25,0.08695652173913043,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.5652173913043478,0.3333333333333333,0.4836347826086957,0.59145,0.4980583333333333,0.12,0.17647058823529413,0.13636363636363635,0.5909090909090909,11.026666666666667,24.862499999999997,0.23809523809523808,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,3.0,1.0,,1.0,,1.0,0.13333333333333333,,0.3333333333333333,0.3333333333333333,,,,0.2857142857142857,0.5,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,0.5,,,1.0,,,,,,,,,0.4,,,,1.0,,1.0,,,0.3333333333333333,,1.0,,,,,,,1.0,,,1.0,1.0,True,,,,,,,,,,,,
