EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,BlockingFouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,FTOffRebounds,Defensive 3 Seconds Violations,PenaltyFg3Pct,OffFTReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3FGM,Corner3Assists,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,on,HeaveMakes,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,8423.0,140.0,-16.0,263,263,98,74.0,27.0,526,17.0,24.0,2.0,5.0,4.0,6.0,7.0,19.0,2.0,7.0,26.0,50.0,6.0,58.0,271.0,3.0,9.0,6.0,8.0,14.0,2.0,18.0,32.0,20.0,4.0,2.0,7.0,2.0,9.0,2.0,5.0,2.0,20.0,2.0,9.0,4.0,22.0,4.0,30.0,11.0,41.0,2.0,2.0,2.0,5.0,2.0,4.0,9.0,1.0,14.0,1.0,9.0,4.0,12.0,2.0,2.0,3.0,11.0,1.0,1.0,1.0,12.0,6.0,9.0,6.0,3.0,9.0,7.0,18.0,98.0,2.0,0.6153846153846154,0.6666666666666666,0.52,0.3333333333333333,0.5714285714285714,0.52,0.3333333333333333,0.5714285714285714,0.5178571428571429,0.3333333333333333,0.6,0.04,0.041666666666666664,0.05263157894736842,23.80952380952381,0.35714285714285715,0.3333333333333333,0.20952380952380953,0.10843373493975904,0.2222222222222222,0.07142857142857142,0.21138211382113822,0.0990990990990991,0.08695652173913043,0.15625,0.07142857142857142,0.10526315789473684,0.2857142857142857,0.21052631578947367,0.125,0.25,0.16666666666666666,0.09090909090909091,0.7777777777777778,0.48,0.7083333333333334,0.7391304347826086,0.7058823529411765,0.38,0.3684210526315789,0.3888888888888889,0.42857142857142855,0.14,0.2857142857142857,0.2857142857142857,0.5,0.5555555555555556,0.4,0.42857142857142855,0.6666666666666666,0.48,0.503176,0.5458428571428572,0.4829214285714286,0.10714285714285714,0.10714285714285714,0.10344827586206896,0.3103448275862069,5.870000000000001,0.3726235741444867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,5434.0,91.0,9.0,176,175,47,34.0,16.0,351,5.0,8.0,,,,1.0,,6.0,2.0,6.0,7.0,20.0,17.0,43.0,154.0,1.0,1.0,6.0,,3.0,10.0,10.0,6.0,8.0,,,12.0,,12.0,,6.0,4.0,24.0,2.0,,5.0,9.0,,14.0,2.0,16.0,,5.0,3.0,10.0,,7.0,3.0,3.0,13.0,,3.0,2.0,4.0,,,2.0,17.0,1.0,1.0,1.0,24.0,6.0,2.0,1.0,1.0,2.0,1.0,10.0,46.0,,0.42857142857142855,0.42857142857142855,0.35,1.0,,0.4642857142857143,0.5,,0.5526315789473685,0.75,0.5,,,,26.5625,0.7692307692307693,,0.10843373493975904,,0.35714285714285715,0.11764705882352941,0.14432989690721648,0.028169014084507043,,,,0.1,0.07142857142857142,0.06451612903225806,0.20833333333333334,0.4444444444444444,0.2,,0.5,0.2857142857142857,0.625,0.625,0.4,0.21428571428571427,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.5,,,0.3333333333333333,,0.5714285714285714,0.5186518518518518,0.5054,0.41936666666666667,0.1875,0.25,0.13953488372093023,0.23255813953488372,8.725,0.26704545454545453,1.0,3.0,1.0,3.0,5.0,4.0,8.0,1.0,4.0,9.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,0.75,0.5,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.17857142857142858,0.6,0.6,0.6666666666666666,0.5,0.75,27.287499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,1412.0,24.0,-9.0,42,42,7,4.0,7.0,84,4.0,6.0,3.0,4.0,1.0,1.0,1.0,2.0,,,5.0,8.0,,10.0,46.0,3.0,4.0,6.0,1.0,1.0,,2.0,6.0,4.0,4.0,,,,,,,,,,4.0,,3.0,,3.0,4.0,7.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,8.0,2.0,,,2.0,2.0,1.0,1.0,,1.0,,2.0,7.0,,0.6,1.0,0.625,0.75,1.0,0.625,0.75,1.0,0.625,0.75,1.0,,,,18.0,,,0.16666666666666666,0.25,,,0.15789473684210525,0.16666666666666666,0.375,0.3333333333333333,,,,0.16666666666666666,0.3333333333333333,,,0.3333333333333333,,0.75,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.5,1.0,,,,,1.0,0.75,1.0,1.0,0.75,0.493575,0.5449499999999999,0.3846,0.25,0.25,0.6,0.2,2.8,0.16666666666666666,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,10581.0,176.0,-21.0,332,333,117,92.0,36.0,665,3.0,5.0,,1.0,,1.0,,2.0,3.0,7.0,6.0,14.0,9.0,39.0,340.0,,2.0,,,3.0,3.0,9.0,10.0,2.0,,,3.0,2.0,5.0,2.0,2.0,1.0,12.0,,1.0,4.0,19.0,,23.0,2.0,25.0,,3.0,2.0,4.0,1.0,2.0,2.0,2.0,6.0,,1.0,7.0,13.0,,,1.0,9.0,,2.0,1.0,11.0,5.0,3.0,3.0,,3.0,2.0,9.0,116.0,1.0,0.8333333333333334,0.8333333333333334,0.42857142857142855,,,0.4838709677419355,,0.375,0.5416666666666666,,0.45,,,,11.29032258064516,0.6666666666666666,,0.1450381679389313,0.00909090909090909,0.14814814814814814,,0.14556962025316456,0.006711409395973154,,0.024390243902439025,,,0.022727272727272728,0.16326530612244897,0.2631578947368421,0.16666666666666666,0.1111111111111111,,0.6666666666666666,0.16129032258064516,0.6,0.6,1.0,0.06451612903225806,,,,0.22580645161290322,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5,,0.125,,0.7096774193548387,0.5137645161290322,0.3765,0.49505,0.14285714285714285,0.2777777777777778,,0.23076923076923078,11.442857142857141,0.35240963855421686,4.0,5.0,,2.0,12.0,6.0,17.0,,,18.0,,,12.0,2.0,,1.0,,3.0,1.0,,1.0,1.0,1.0,0.35294117647058826,0.35294117647058826,0.5483870967741935,,0.16129032258064516,0.8,0.8,1.0,0.3870967741935484,0.16666666666666666,0.16666666666666666,1.0,,0.16666666666666666,24.394117647058824,,2.0,2.0,3.0,2.0,5.0,1.0,2.0,0.4,0.07692307692307693,0.25,1.0,0.375,,,,,,,,,,,,,,,True,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,8388.0,140.0,-10.0,263,262,87,69.0,24.0,525,13.0,23.0,,,5.0,8.0,7.0,19.0,4.0,12.0,24.0,54.0,17.0,68.0,258.0,1.0,2.0,3.0,6.0,17.0,6.0,21.0,12.0,36.0,,7.0,12.0,6.0,18.0,2.0,7.0,3.0,42.0,,1.0,1.0,9.0,1.0,11.0,1.0,12.0,,7.0,2.0,7.0,3.0,5.0,8.0,2.0,15.0,,4.0,5.0,7.0,,,1.0,18.0,,3.0,,24.0,9.0,1.0,,1.0,1.0,,21.0,86.0,,0.25,0.25,0.4444444444444444,0.5,0.35294117647058826,0.4322033898305085,0.5,0.375,0.4788732394366197,0.5,0.42,0.12962962962962962,0.21739130434782608,0.10526315789473684,29.757785467128027,0.4666666666666667,0.08333333333333333,0.08411214953271028,0.011764705882352941,0.043478260869565216,,0.07692307692307693,0.008849557522123894,,0.03225806451612903,,,0.05555555555555555,0.075,0.12903225806451613,,0.14285714285714285,,,0.3898305084745763,0.5652173913043478,0.7222222222222222,0.3076923076923077,0.3220338983050847,0.3684210526315789,0.4117647058823529,0.14285714285714285,0.2033898305084746,0.3333333333333333,0.3333333333333333,0.25,,,0.4,0.625,0.4745762711864407,0.47666779661016945,0.3272,0.4941075,0.1323529411764706,0.14285714285714285,0.04411764705882353,0.3088235294117647,7.7870370370370345,0.33079847908745247,,2.0,,1.0,3.0,1.0,5.0,,1.0,3.0,,,3.0,1.0,2.0,5.0,2.0,,,,3.0,2.0,1.0,0.2,0.2,0.0847457627118644,,0.03389830508474576,,,,0.05084745762711865,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,24.54,,,1.0,2.0,1.0,3.0,,,0.3333333333333333,,0.05,,0.1,1.0,4.0,1.0,1.0,1.0,0.5,,,,,,,,,True,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,5405.0,90.0,-20.0,168,172,66,47.0,23.0,340,5.0,10.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,10.0,18.0,17.0,37.0,187.0,1.0,3.0,2.0,3.0,7.0,9.0,15.0,4.0,16.0,2.0,1.0,6.0,2.0,8.0,2.0,3.0,2.0,18.0,1.0,2.0,3.0,8.0,1.0,12.0,3.0,15.0,1.0,5.0,2.0,3.0,,2.0,2.0,1.0,5.0,,2.0,4.0,5.0,,,,14.0,,1.0,1.0,17.0,4.0,1.0,,1.0,1.0,,13.0,65.0,1.0,0.2,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.42857142857142855,0.4,0.25,0.25,0.5454545454545454,0.25,0.4375,0.05555555555555555,0.1,,19.587628865979383,0.6,0.125,0.14035087719298245,0.03225806451612903,0.1875,0.05,0.1506849315068493,0.036585365853658534,0.09523809523809523,,,0.07142857142857142,0.10526315789473684,0.14285714285714285,0.17647058823529413,0.18181818181818182,0.2,0.07142857142857142,,0.4,0.5,0.5555555555555556,,0.16,0.75,0.75,,0.16,0.5,0.5,1.0,0.75,0.3333333333333333,0.25,0.3333333333333333,0.68,0.5026,0.48019999999999996,0.5041125000000001,0.13793103448275862,0.18181818181818182,0.05405405405405406,0.40540540540540543,7.094444444444444,0.39285714285714285,,2.0,,,5.0,,7.0,1.0,,,,,5.0,,1.0,3.0,,,,1.0,4.0,3.0,,,,0.28,,0.08,,,,0.2,,,,,,25.97142857142857,,,1.0,4.0,,5.0,,,,,0.08333333333333333,,0.3333333333333333,,,,2.0,,,1.0,0.25,,,,,,,True,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,3933.0,66.0,-25.0,126,125,65,54.0,16.0,251,,,,,,,2.0,2.0,1.0,2.0,3.0,4.0,2.0,14.0,142.0,,,5.0,1.0,1.0,2.0,10.0,4.0,2.0,,,1.0,,1.0,,,1.0,2.0,1.0,,,6.0,2.0,8.0,1.0,9.0,,,,,1.0,,1.0,,1.0,,,3.0,7.0,,1.0,,2.0,1.0,,,2.0,,,,,,,10.0,65.0,1.0,0.6666666666666666,0.6666666666666666,0.75,,1.0,0.42857142857142855,0.75,0.8,0.4666666666666667,0.8333333333333334,0.8333333333333334,,,,11.03448275862069,,0.25,0.13953488372093023,,,0.038461538461538464,0.11320754716981132,0.014705882352941176,,,,0.05555555555555555,0.2857142857142857,0.11764705882352941,,,,,,,,,,0.14285714285714285,1.0,1.0,0.5,0.14285714285714285,0.5,0.5,1.0,,,,,0.7142857142857143,0.5154857142857143,0.57765,0.5231600000000001,,,0.35714285714285715,0.7142857142857143,10.675,0.5158730158730159,,3.0,,2.0,7.0,2.0,10.0,2.0,2.0,6.0,,,7.0,2.0,,,,,,,1.0,1.0,1.0,0.2,0.2,0.7142857142857143,,0.21428571428571427,,,,0.5,0.2857142857142857,0.2857142857142857,1.0,,0.2857142857142857,24.57,,,2.0,2.0,2.0,4.0,,,0.5,,0.4,,0.4,2.0,,,,,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,,True,,,,
686,1610612759,Antonio McDyess,Antonio McDyess,686,SAS,5638.0,94.0,-2.0,179,175,41,26.0,16.0,354,4.0,8.0,1.0,3.0,2.0,3.0,,1.0,6.0,15.0,10.0,24.0,4.0,24.0,171.0,2.0,4.0,6.0,3.0,5.0,4.0,10.0,18.0,2.0,2.0,,3.0,1.0,4.0,,3.0,,9.0,1.0,3.0,3.0,11.0,2.0,16.0,4.0,20.0,,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,,,6.0,12.0,,,,6.0,2.0,,,6.0,,5.0,3.0,2.0,5.0,2.0,10.0,41.0,2.0,0.9,1.0,0.4166666666666667,0.5,0.6,0.4166666666666667,0.5,0.6,0.4444444444444444,0.6,0.625,,,,15.306122448979592,0.6666666666666666,0.6666666666666666,0.14102564102564102,0.05,0.21428571428571427,0.07692307692307693,0.15217391304347827,0.0547945205479452,0.0625,0.09523809523809523,,0.1,0.1724137931034483,0.1111111111111111,0.13636363636363635,0.18181818181818182,0.3333333333333333,,0.4,0.3333333333333333,0.5,0.5,0.75,0.041666666666666664,,,,0.625,0.4,0.4,1.0,0.75,0.3333333333333333,0.6,0.6666666666666666,0.3333333333333333,0.4591625,0.49545,0.5498200000000001,,,0.25,0.4166666666666667,12.262500000000001,0.22905027932960895,,,,,,,,,2.0,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,True,,,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,1440.0,24.0,14.0,42,46,17,18.0,5.0,88,1.0,3.0,1.0,1.0,1.0,2.0,,2.0,,,1.0,5.0,3.0,5.0,36.0,1.0,1.0,2.0,1.0,2.0,,2.0,,2.0,2.0,3.0,,,,,,,,1.0,1.0,,2.0,1.0,3.0,3.0,6.0,,,,,1.0,,2.0,,2.0,1.0,2.0,4.0,4.0,,,,3.0,1.0,,2.0,4.0,2.0,,,,,,2.0,17.0,,,,0.2,1.0,0.5,0.2,1.0,0.5,0.35714285714285715,1.0,0.5,0.6,0.3333333333333333,1.0,19.565217391304348,,0.2,0.125,0.07142857142857142,,0.5,0.1,0.125,0.2,,,0.5,0.6666666666666666,,,,,,,0.6,0.3333333333333333,0.5,,0.4,,,,,,,,1.0,1.0,1.0,0.5,0.6,0.47661999999999993,0.4834,0.52565,0.2857142857142857,0.2857142857142857,0.4,0.4,2.92,0.40476190476190477,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,,,,,,,1.0,,,,,,,,,,,True,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,2239.0,37.0,-27.0,68,70,39,40.0,10.0,138,2.0,2.0,,,2.0,2.0,,4.0,4.0,5.0,6.0,11.0,3.0,21.0,95.0,1.0,1.0,2.0,4.0,7.0,1.0,15.0,,12.0,2.0,1.0,2.0,,2.0,,,1.0,4.0,1.0,1.0,,2.0,1.0,3.0,2.0,5.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,1.0,2.0,,,,3.0,1.0,,,,,,15.0,39.0,,,,0.5454545454545454,1.0,0.5714285714285714,0.47368421052631576,0.5,0.5833333333333334,0.5,0.5,0.5833333333333334,0.09090909090909091,,0.25,25.925925925925924,,0.5,0.11764705882352941,0.041666666666666664,,0.07142857142857142,0.08695652173913043,0.05263157894736842,,0.07692307692307693,,,0.16666666666666666,0.16666666666666666,,,,0.1,,0.10526315789473684,1.0,1.0,,0.21052631578947367,,,,0.2631578947368421,0.8,0.8,,,,0.16666666666666666,1.0,0.5263157894736842,0.46782894736842107,0.4304,0.46546249999999995,0.05,0.08333333333333333,0.09523809523809523,0.7142857142857143,11.127272727272727,0.5735294117647058,,1.0,1.0,2.0,7.0,2.0,8.0,1.0,,3.0,3.0,,7.0,2.0,1.0,,,,,1.0,,,0.5,0.25,0.25,0.42105263157894735,1.0,0.05263157894736842,,,,0.3684210526315789,0.2857142857142857,0.2857142857142857,0.5,0.5,0.2857142857142857,24.95,,,,5.0,2.0,5.0,,,0.4,,,,0.4166666666666667,2.0,,,,,0.4,,,,,,,,,True,,,,
