EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LostBallTurnovers,ShootingFouls,BlockingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceArc3Frequency,ThreePtAssists,Arc3Assists,Corner3Assists,BadPassOutOfBoundsTurnovers,AtRimPctBlocked,FTOffRebounds,OffFTReboundPct,PenaltyFtPoints,Corner3FGM,RecoveredBlocks,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffLongMidRangeReboundPct,on,DefThreePtRebounds,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,BlockingFoulsDrawn,BlockedShortMidRange,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,Travels,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Clear Path Fouls,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,405.0,7,-9.0,12,14,7.0,2.0,2.0,26,1.0,1.0,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,14.285714285714285,1.0,1.0,0.3829,0.3829,13.7,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,2261.0,38,-10.0,68,72,15.0,14.0,9.0,140,3.0,8.0,83,2.0,3.0,2.0,3.0,2.0,2.0,,15.0,27.272727272727273,1.0,0.17647058823529413,0.5119533333333333,0.42451666666666665,5.0125,0.22058823529411764,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,7.0,1.0,1.0,3.0,4.0,9.0,2.0,20.0,1.0,1.0,2.0,3.0,2.0,4.0,6.0,6.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.5,0.4444444444444444,0.5,0.42857142857142855,0.375,0.5294117647058824,0.375,0.5555555555555556,0.375,0.5294117647058824,0.3333333333333333,0.05263157894736842,0.07692307692307693,0.041666666666666664,0.027777777777777776,0.14285714285714285,0.2,0.23529411764705882,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.058823529411764705,1.0,1.0,0.11764705882352941,0.4117647058823529,0.5714285714285714,0.5714285714285714,0.5,0.25,0.25,0.25,1.0,0.7647058823529411,0.75,0.4125,0.05555555555555555,0.1111111111111111,0.15,29.922222222222217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,3006.0,50,-9.0,92,93,30.0,14.0,14.0,185,3.0,16.0,104,7.0,1.0,1.0,2.0,,9.0,,30.0,16.9811320754717,0.5,0.1875,0.52445,0.5410857142857143,2.44375,0.32608695652173914,9.0,13.0,6.0,1.0,,,,,,,,,10.0,,,,20.0,7.0,,,8.0,12.0,8.0,,,,,,,1.0,1.0,,,2.0,,5.0,2.0,7.0,7.0,14.0,3.0,,,3.0,,4.0,3.0,2.0,8.0,0.6,1.0,,,,,0.625,0.625,0.5714285714285714,0.5882352941176471,0.5714285714285714,,0.6666666666666666,0.16129032258064516,,0.1388888888888889,0.14,,0.2727272727272727,0.8125,0.6923076923076923,0.6923076923076923,0.3333333333333333,0.5,1.0,,,,,,,,,0.8571428571428571,,,,0.8125,,0.5998857142857142,0.125,0.125,0.4,,5.0,7.0,4.0,5.0,10.0,4.0,8.0,1.0,1.0,7.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.0625,0.3333333333333333,0.20588235294117646,0.3333333333333333,0.2727272727272727,0.1,0.1,0.4,0.5555555555555556,1.0,0.7142857142857143,0.2,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,2207.0,37,-13.0,68,70,14.0,14.0,9.0,138,1.0,11.0,84,3.0,1.0,,2.0,,2.0,,14.0,20.77922077922078,0.5,0.07692307692307693,0.5028576923076923,0.41635,9.409090909090908,0.20588235294117646,3.0,5.0,,1.0,2.0,5.0,1.0,,,1.0,,1.0,6.0,,2.0,2.0,14.0,1.0,,1.0,4.0,,12.0,,,,,1.0,,3.0,3.0,2.0,1.0,6.0,,4.0,,4.0,,4.0,1.0,1.0,1.0,,,3.0,2.0,1.0,4.0,,,,,,,0.5454545454545454,0.46153846153846156,0.5,0.5,0.5,0.15384615384615385,,0.2,,0.16,,,0.2,0.38461538461538464,0.6,0.6,1.0,1.0,,0.38461538461538464,0.4,0.4,0.07692307692307693,0.07692307692307693,,,,,,0.25,,0.5384615384615384,,0.429,0.07142857142857142,0.08333333333333333,0.2857142857142857,28.4,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,0.6666666666666666,,,,,,,,0.2857142857142857,0.125,,,0.5,,,,,1.0,1.0,1.0,2.0,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,1337.0,22,-8.0,40,41,7.0,8.0,3.0,81,2.0,6.0,51,1.0,1.0,1.0,2.0,,,,7.0,20.930232558139537,0.5,0.2857142857142857,0.45875714285714286,0.4144,9.950000000000001,0.175,1.0,2.0,,2.0,,2.0,1.0,,,,,,3.0,,1.0,,6.0,,,,,,6.0,,,,,,,2.0,4.0,1.0,1.0,10.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,0.5,0.42857142857142855,,0.42857142857142855,,0.14285714285714285,,0.2,,0.2,,,,0.2857142857142857,0.5,1.0,1.0,1.0,,0.2857142857142857,,,0.14285714285714285,,,,,,,,,0.42857142857142855,,,,,,23.3,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,0.16666666666666666,,,,,,0.5,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,1412.0,24,-9.0,42,42,7.0,4.0,7.0,84,,4.0,46,,,,,,2.0,1.0,7.0,14.0,,,0.4783714285714286,,10.925,0.16666666666666666,1.0,2.0,,,,2.0,,,,3.0,,,1.0,,3.0,1.0,3.0,1.0,,,,2.0,,,,,,3.0,,,1.0,,,3.0,,2.0,,2.0,1.0,3.0,,,,,,2.0,1.0,1.0,,1.0,1.0,,,,,0.25,0.14285714285714285,,0.21428571428571427,,0.42857142857142855,,0.1111111111111111,,0.10526315789473684,,,0.16666666666666666,0.2857142857142857,0.5,0.5,,,,0.2857142857142857,,,,0.42857142857142855,,,,,,,,0.7142857142857143,,0.3765,0.14285714285714285,0.25,,25.3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.16666666666666666,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,1328.0,22,6.0,40,37,23.0,2.0,9.0,77,6.0,10.0,35,5.0,,,,,3.0,,23.0,29.166666666666668,,0.5454545454545454,0.43781818181818183,0.43178,11.84,0.575,1.0,1.0,,2.0,1.0,3.0,1.0,,,,,,4.0,,1.0,6.0,14.0,2.0,,,8.0,2.0,6.0,,,,,,,1.0,2.0,1.0,,5.0,,2.0,,2.0,,2.0,1.0,1.0,,1.0,,1.0,6.0,3.0,8.0,0.25,0.25,,,,,0.4,0.36363636363636365,0.6,0.5,0.6666666666666666,0.09090909090909091,,0.125,,0.1,,,0.14285714285714285,0.09090909090909091,1.0,1.0,0.3333333333333333,0.4,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.09090909090909091,,,,,,,,,0.18181818181818182,,0.3961,0.21428571428571427,0.23076923076923078,0.5714285714285714,24.1,,,,,,3.0,,1.0,,,,,,,,,,,,,,,0.6,,,0.1,0.16666666666666666,,,,,0.25,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,1980.0,33,1.0,59,61,11.0,12.0,8.0,120,3.0,5.0,70,,,,1.0,,2.0,1.0,11.0,16.417910447761194,,0.3,0.478455,,10.2,0.1864406779661017,,,,3.0,1.0,2.0,2.0,,1.0,3.0,,,4.0,2.0,5.0,,14.0,,,,,4.0,4.0,6.0,,,,3.0,1.0,,,,,,1.0,4.0,,4.0,1.0,5.0,,,,,,2.0,,,,0.5,0.5,1.0,0.4,,0.4,0.8,0.7,,0.7,,0.5,,0.23529411764705882,0.08333333333333333,0.18181818181818182,0.03125,,,,,,1.0,1.0,0.3333333333333333,0.2,0.5,0.5,0.2,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,0.3333333333333333,,,,,24.580000000000002,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,0.5,0.14285714285714285,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,1.0,0.2,1.0,1.0,0.5,0.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200779,1610612759,Steve Novak,Steve Novak,200779,SAS,343.0,6,2.0,12,11,12.0,,3.0,23,,,10,,,,,,,,12.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,0.16666666666666666,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,343.0,6,2.0,12,11,12.0,,3.0,23,2.0,4.0,10,4.0,,,,,,,12.0,26.666666666666668,,0.5,0.481525,0.481525,6.275,1.0,1.0,2.0,2.0,,,,,,,,,,1.0,,,,2.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,2.0,1.0,1.0,,,,,0.25,0.25,0.25,0.25,0.25,,,,,,0.125,,,0.5,0.5,1.0,,,,,,,,,,,,0.5,,,,0.5,,0.5559,,,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,0.25,,,0.25,,0.16666666666666666,,,,,,1.0,1.0,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
