EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FTDefRebounds,FG3APct,DefFTReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,PtsAssisted3s,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,on,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceFtPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,LongMidRangeAssists,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,Travels,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Corner3Assists,AtRimAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Clear Path Fouls,Loose Ball Fouls,Technical Free Throw Trips,Corner3Frequency,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,FTOffRebounds,SelfOReb,BlockingFouls,Offensive Fouls,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,Corner3FGM,PenaltyCorner3FGM,ShortMidRangeAssists,BlockingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,Offensive Fouls Drawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,SecondChanceTurnovers,DefensiveGoaltends
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,127.0,2,-6.0,5,4,5,1.0,9,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,20.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201947,1610612753,Earl Clark,Earl Clark,201947,ORL,361.0,6,-6.0,13,13,13,3.0,26,16,1.0,2.0,4.0,,,,,,,13,20.0,,0.3333333333333333,0.5,,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,1.0,0.5,0.25,0.2,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.507,0.507,1.0,1.0,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,361.0,6,-6.0,13,13,13,3.0,26,16,,1.0,1.0,,,,,,,13,13.333333333333334,,,,,1.0,8.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,0.460025,0.460025,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,1610612753,Malik Allen,Malik Allen,2124,ORL,361.0,6,-6.0,13,13,13,3.0,26,16,,,,,,,,1.0,2.0,13,6.666666666666667,,,,,1.0,8.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.3935,0.3935,,,14.9,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,1610612753,Gilbert Arenas,Gilbert Arenas,2240,ORL,361.0,6,-6.0,13,13,13,3.0,26,16,,,,,,,,,,13,20.0,,,,,1.0,8.0,,1.0,,,,1.0,1.0,,2.0,3.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,,3.0,,,,0.5,,0.5,0.5,,0.5,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,0.6666666666666666,0.42754999999999993,0.42754999999999993,,1.0,10.35,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,24.4,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,234.0,4,,8,9,8,2.0,17,10,,,,,,,,,,8,30.0,,,,,1.0,8.0,,,,,,,,,,5.0,,,3.0,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,0.75,1.5,0.75,0.8333333333333334,1.5,0.8333333333333334,,,,,,,,,,,,,,,,,,1.0,0.5214,0.5214,0.6,1.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,1.0,25.75,,,1.0,1.0,1.0,1.0,,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52425,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101138,1610612753,Brandon Bass,Brandon Bass,101138,ORL,8351.0,139,-19.0,250,261,82,25.0,511,250,10.0,13.0,25.0,4.0,2.0,7.0,1.0,2.0,7.0,82,18.085106382978726,0.5714285714285714,0.10204081632653061,0.10236220472440945,0.12962962962962962,0.328,75.0,5.0,8.0,1.0,3.0,3.0,4.0,26.0,16.0,38.0,44.0,1.0,5.0,5.0,6.0,8.0,17.0,6.0,,1.0,2.0,1.0,5.0,5.0,7.0,3.0,12.0,3.0,1.0,4.0,,5.0,3.0,17.0,0.42105263157894735,0.2,0.75,0.42105263157894735,0.2,0.75,0.5,0.35714285714285715,0.85,0.08641975308641975,0.10344827586206896,0.10869565217391304,0.09448818897637795,0.07317073170731707,0.11428571428571428,0.125,0.08333333333333333,0.6,0.21052631578947367,0.625,0.7142857142857143,0.6842105263157895,0.6,0.3333333333333333,0.5,0.75,0.21052631578947367,0.44527105263157896,0.45763750000000003,0.11363636363636363,0.38636363636363635,13.594736842105261,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,12.0,,,5.0,,9.0,13.0,1.0,1.0,,,,,,,0.5141,False,2.0,4.0,9.0,3.0,26.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,0.8125,0.8125,0.05263157894736842,0.125,0.25,0.2222222222222222,0.09090909090909091,0.03571428571428571,0.2,0.6,0.10526315789473684,0.5,0.6666666666666666,1.0,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.13953488372093023,0.13953488372093023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,7081.0,118,22.0,216,216,98,33.0,432,230,7.0,10.0,10.0,3.0,1.0,6.0,4.0,3.0,7.0,98,20.634920634920636,0.5,0.08333333333333333,0.1,0.08163265306122448,0.4537037037037037,75.0,5.0,7.0,1.0,1.0,3.0,3.0,15.0,14.0,27.0,40.0,2.0,3.0,4.0,9.0,12.0,27.0,14.0,,3.0,6.0,2.0,15.0,,,3.0,,1.0,,1.0,1.0,1.0,,27.0,0.5185185185185185,0.6666666666666666,0.75,0.36904761904761907,0.4,0.4772727272727273,0.40217391304347827,0.4,0.5208333333333334,,0.1875,,,,,0.09090909090909091,0.21428571428571427,,0.16666666666666666,0.7142857142857143,0.7142857142857143,0.35714285714285715,0.2,1.0,0.13636363636363635,1.0,0.5238095238095238,0.47659285714285715,0.49017499999999997,0.1,0.675,12.529629629629632,13.0,8.0,15.0,10.0,13.0,,0.35714285714285715,,0.30952380952380953,0.36363636363636365,25.38666666666667,,1.0,1.0,1.0,1.0,1.0,,1.0,0.06666666666666667,0.1,0.06666666666666667,0.07692307692307693,0.07692307692307693,0.125,0.07692307692307693,,1.0,9.0,,2.0,6.0,3.0,9.0,12.0,1.0,1.0,1.0,,1.0,0.2,,,0.52628,False,1.0,5.0,8.0,,14.0,1.0,3.0,,1.0,2.0,3.0,,,,,1.0,4.0,,,,,,0.5,0.5,0.037037037037037035,,0.2,,,0.08333333333333333,,0.6,0.11904761904761904,0.2,0.25,,0.5333333333333333,0.5333333333333333,0.5,0.08888888888888889,0.13333333333333333,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.047619047619047616,1.0,0.2,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,8841.0,147,31.0,263,262,94,44.0,525,273,13.0,17.0,27.0,,,1.0,,6.0,16.0,94,10.793650793650794,,0.1368421052631579,0.136,0.16,0.3574144486692015,94.0,2.0,9.0,2.0,5.0,,4.0,,2.0,10.0,28.0,2.0,5.0,6.0,,5.0,2.0,4.0,4.0,1.0,3.0,,7.0,2.0,7.0,4.0,10.0,5.0,2.0,1.0,,1.0,1.0,2.0,0.2,0.4,,0.36666666666666664,0.3333333333333333,,0.42424242424242425,0.42857142857142855,0.1,0.08139534883720931,0.13333333333333333,0.047619047619047616,0.0703125,0.07407407407407407,0.05555555555555555,0.09523809523809523,0.13636363636363635,1.0,0.3,0.2222222222222222,0.2857142857142857,,0.8333333333333334,0.4,0.4444444444444444,,0.9666666666666667,0.53461,0.4877666666666667,0.21428571428571427,0.07142857142857142,2.05,18.0,4.0,20.0,4.0,18.0,,0.6666666666666666,,0.6,0.4444444444444444,25.260000000000005,,3.0,6.0,,6.0,,3.0,6.0,0.3,,0.3,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,1.0,6.0,,1.0,2.0,15.0,8.0,6.0,1.0,1.0,0.8333333333333334,,0.8333333333333334,0.16666666666666666,,,0.52726,False,,1.0,,2.0,,2.0,2.0,2.0,3.0,,1.0,,,2.0,2.0,,2.0,,,1.0,,,,,0.2,0.2222222222222222,,0.05714285714285714,,0.125,0.125,,0.03333333333333333,,,,,,,0.0625,0.16666666666666666,2.0,,,1.0,,,,,,2.0,,0.06666666666666667,,,,1.0,1.0,1.0,1.0,0.14285714285714285,0.125,0.05,,,,,,,,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,12550.0,209,8.0,370,371,133,55.0,741,355,11.0,18.0,19.0,5.0,1.0,7.0,3.0,9.0,18.0,133,18.72146118721461,0.7142857142857143,0.0763888888888889,0.07526881720430108,0.1111111111111111,0.35945945945945945,112.0,8.0,17.0,1.0,2.0,1.0,3.0,14.0,13.0,38.0,55.0,1.0,6.0,4.0,4.0,8.0,27.0,16.0,,4.0,22.0,2.0,48.0,,1.0,3.0,1.0,8.0,4.0,1.0,1.0,1.0,,27.0,0.34210526315789475,0.16666666666666666,0.5,0.34558823529411764,0.14285714285714285,0.4,0.36666666666666664,0.25,0.45,0.008130081300813009,0.07142857142857142,,0.005076142131979695,0.02127659574468085,,0.037037037037037035,0.058823529411764705,,0.25,0.47058823529411764,0.47058823529411764,0.20588235294117646,0.2857142857142857,0.5,0.12,0.3333333333333333,0.6911764705882353,0.49509926470588245,0.49633799999999995,0.07272727272727272,0.4909090909090909,8.876315789473686,23.0,12.0,30.0,17.0,23.0,4.0,0.4411764705882353,0.36363636363636365,0.3382352941176471,0.48,25.060000000000002,,1.0,5.0,3.0,7.0,4.0,15.0,5.0,0.23333333333333334,0.23529411764705882,0.23333333333333334,0.21739130434782608,0.21739130434782608,0.25,0.21739130434782608,,,8.0,,1.0,7.0,6.0,11.0,14.0,3.0,3.0,0.2857142857142857,,0.2,,,,0.4757928571428571,False,2.0,7.0,3.0,2.0,10.0,,18.0,6.0,4.0,4.0,2.0,,1.0,,3.0,,4.0,,,,,,0.38461538461538464,0.38461538461538464,,,,,,0.044444444444444446,0.125,0.5,0.10294117647058823,0.2857142857142857,0.2857142857142857,,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.05555555555555555,0.09523809523809523,7.0,1.0,5.0,2.0,11.0,,1.0,,,,,0.10294117647058823,1.0,0.14285714285714285,0.2,,,,,,,,2.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.5,0.2,,,,,,,,,,,,
