EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,ShootingFouls,SecondChanceFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,AtRimPctBlocked,BlocksRecoveredPct,SecondChanceAtRimFGA,Fg3aBlocked,FTDefRebounds,LostBallTurnovers,Offensive Fouls,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,OffTwoPtRebounds,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,LongMidRangePctBlocked,HeaveAttempts,DefensiveGoaltends,Defensive 3 Seconds Violations,on,PtsUnassisted3s,BlockedLongMidRange,Clear Path Fouls,OffensiveGoaltends,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101109,1610612743,Raymond Felton,Raymond Felton,101109,DEN,5124.0,85,-39.0,170,174,84.0,74.0,17.0,344,4.0,10.0,1.0,5.0,2.0,3.0,2.0,7.0,1.0,1.0,6.0,1.0,1.0,5.0,8.0,20.0,1.0,7.0,12.0,31.0,211,1.0,1.0,1.0,2.0,2.0,10.0,1.0,5.0,8.0,15.0,4.0,12.0,3.0,6.0,1.0,8.0,3.0,11.0,2.0,1.0,6.0,2.0,25.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,6.0,1.0,1.0,5.0,1.0,1.0,11.0,2.0,15.0,1.0,4.0,4.0,11.0,80.0,1.0,1.0,0.25,0.25,1.0,0.14285714285714285,0.2,0.14285714285714285,0.4,1.0,0.2,0.35185185185185186,0.5,0.23333333333333334,0.45588235294117646,0.5,0.375,0.25925925925925924,21.390374331550802,0.6666666666666666,0.058823529411764705,0.0375,0.07142857142857142,0.09523809523809523,0.37037037037037035,0.4,0.4,0.25,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5,0.25925925925925924,0.2857142857142857,0.2857142857142857,0.037037037037037035,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,0.5,0.3333333333333333,0.2,0.3333333333333333,0.2,0.6296296296296297,0.16666666666666666,0.4752888888888889,0.45415,0.46244,0.13333333333333333,0.17391304347826086,0.06451612903225806,0.4838709677419355,8.395,24.314285714285713,0.49411764705882355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1733,1610612743,Al Harrington,Al Harrington,1733,DEN,1741.0,29,,56,55,17.0,8.0,6.0,111,3.0,4.0,,1.0,,2.0,,,1.0,2.0,4.0,1.0,,,3.0,6.0,3.0,5.0,,15.0,67,,1.0,1.0,3.0,,2.0,1.0,1.0,,3.0,4.0,2.0,9.0,4.0,2.0,2.0,3.0,5.0,3.0,,1.0,,13.0,1.0,4.0,5.0,3.0,1.0,1.0,,1.0,2.0,3.0,,,2.0,1.0,,,,,,,,3.0,17.0,,,0.6666666666666666,0.6666666666666666,1.0,0.6,1.0,0.6,0.5,,,0.6818181818181818,0.75,0.5,0.6818181818181818,0.75,0.5,0.45454545454545453,22.580645161290324,0.3333333333333333,0.05555555555555555,0.13333333333333333,0.16666666666666666,,0.36363636363636365,0.75,0.75,0.6666666666666666,0.18181818181818182,,,,,,,0.09090909090909091,0.36363636363636365,0.5,0.5,1.0,0.5,0.3333333333333333,,,,0.8181818181818182,0.5,0.5614818181818181,0.517325,0.5451,,,0.2,0.2,2.65,24.18,0.30357142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.25,0.2,0.043478260869565216,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,3875.0,65,-7.0,127,128,50.0,32.0,13.0,255,1.0,2.0,,1.0,2.0,2.0,2.0,8.0,2.0,1.0,3.0,1.0,,2.0,5.0,12.0,1.0,5.0,4.0,17.0,139,1.0,2.0,1.0,2.0,1.0,2.0,,3.0,2.0,4.0,2.0,8.0,3.0,3.0,1.0,,,,,,,,,7.0,10.0,10.0,2.0,1.0,,1.0,,3.0,3.0,,,11.0,,,4.0,2.0,5.0,1.0,2.0,1.0,4.0,50.0,2.0,,0.2,0.2,1.0,0.2,,0.2,0.4166666666666667,0.5,0.5,0.38235294117647056,0.3333333333333333,0.2,0.4473684210526316,0.3333333333333333,0.3333333333333333,0.29411764705882354,15.602836879432624,,0.16279069767441862,0.15873015873015872,0.2222222222222222,0.1875,0.11764705882352941,0.5,1.0,,0.11764705882352941,1.0,1.0,0.5,0.47058823529411764,0.25,0.25,0.11764705882352941,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2,,0.4,,0.4117647058823529,0.3333333333333333,0.4700294117647058,0.4633833333333333,0.5625500000000001,0.1111111111111111,0.15384615384615385,0.11764705882352941,0.23529411764705882,13.658333333333333,24.160000000000004,0.3937007874015748,,,1.0,,,1.0,,,3.0,,1.0,1.0,5.0,,0.08333333333333333,,0.15,,,,0.1875,,,,,,0.2,,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201568,1610612743,Danilo Gallinari,Danilo Gallinari,201568,DEN,6987.0,116,-13.0,224,230,70.0,42.0,18.0,454,4.0,12.0,2.0,5.0,,2.0,6.0,8.0,1.0,6.0,11.0,,2.0,3.0,10.0,22.0,6.0,12.0,14.0,52.0,245,,1.0,,,5.0,11.0,2.0,3.0,4.0,20.0,6.0,14.0,18.0,11.0,6.0,7.0,1.0,8.0,1.0,,3.0,3.0,17.0,7.0,10.0,11.0,3.0,,3.0,,,2.0,5.0,1.0,1.0,14.0,,1.0,15.0,,17.0,,6.0,1.0,20.0,66.0,1.0,1.0,0.3,0.3,1.0,0.5,0.6666666666666666,0.5,0.45454545454545453,,0.45454545454545453,0.5588235294117647,,0.5714285714285714,0.6190476190476191,,0.625,0.35294117647058826,19.34156378600823,0.6,0.08045977011494253,0.06611570247933884,0.03225806451612903,0.10526315789473684,0.35294117647058826,0.3333333333333333,0.5714285714285714,0.5,0.058823529411764705,,,,0.23529411764705882,0.75,0.75,0.029411764705882353,0.3235294117647059,0.5454545454545454,0.6,1.0,,0.35714285714285715,0.4,0.21428571428571427,0.6666666666666666,0.7058823529411765,0.5454545454545454,0.5203294117647058,,0.5088,0.17073170731707318,0.21428571428571427,,0.38461538461538464,8.522727272727272,24.84166666666667,0.3125,,,,,,6.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,,0.2727272727272727,0.5,0.029411764705882353,0.047619047619047616,0.009900990099009901,0.25,0.043478260869565216,,,,,,,,,,,,,,0.4166666666666667,,1.0,1.0,2.0,3.0,1.0,1.0,0.08333333333333333,0.09090909090909091,0.6666666666666666,0.1111111111111111,0.16666666666666666,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,9722.0,162,-28.0,319,323,115.0,84.0,30.0,642,17.0,32.0,5.0,11.0,2.0,6.0,3.0,8.0,,,,,,,22.0,46.0,,,27.0,71.0,352,4.0,7.0,,17.0,7.0,14.0,,,11.0,25.0,28.0,16.0,,,,5.0,3.0,8.0,2.0,1.0,4.0,1.0,19.0,21.0,31.0,45.0,5.0,2.0,4.0,1.0,3.0,4.0,8.0,2.0,2.0,17.0,,1.0,32.0,2.0,48.0,4.0,21.0,5.0,25.0,111.0,3.0,4.0,0.6363636363636364,0.7,,,,,0.4782608695652174,0.5714285714285714,0.5,0.4782608695652174,0.5714285714285714,0.5,0.5220588235294118,0.6071428571428571,0.5,,21.59090909090909,0.5,0.1875,0.18125,0.21052631578947367,0.16326530612244897,0.6956521739130435,0.53125,0.7391304347826086,0.7058823529411765,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.17391304347826086,0.375,0.375,,,,,,,0.7857142857142857,0.45454545454545453,,,0.6956521739130435,,0.5305934782608696,0.5639,0.55615,0.3333333333333333,0.3333333333333333,0.23943661971830985,0.352112676056338,5.171739130434783,,0.3605015673981191,,,,,,9.0,,1.0,8.0,14.0,3.0,1.0,11.0,,0.1956521739130435,,0.16666666666666666,0.03225806451612903,0.08275862068965517,,0.14285714285714285,,,,,,,,,4.0,4.0,,4.0,1.0,0.28125,0.25,4.0,,2.0,1.0,,,,,0.3333333333333333,0.2,0.6666666666666666,0.5714285714285714,,2.0,9.0,4.0,11.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.10526315789473684,0.09649122807017543,0.125,0.07692307692307693,0.075,0.041666666666666664,0.23076923076923078,0.13333333333333333,0.5,0.5,,,,,,True,,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,8006.0,133,11.0,264,261,90.0,60.0,28.0,525,14.0,21.0,4.0,6.0,2.0,5.0,3.0,10.0,1.0,2.0,6.0,,1.0,3.0,19.0,36.0,3.0,7.0,12.0,59.0,265,3.0,3.0,,6.0,7.0,11.0,1.0,3.0,6.0,23.0,2.0,36.0,9.0,6.0,2.0,4.0,9.0,13.0,7.0,2.0,2.0,2.0,35.0,5.0,9.0,12.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,,9.0,,,11.0,2.0,14.0,,4.0,2.0,21.0,86.0,,1.0,0.05263157894736842,0.05263157894736842,1.0,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.5277777777777778,1.0,0.6363636363636364,0.5465116279069767,1.0,0.6071428571428571,0.5816326530612245,1.0,0.6388888888888888,0.16279069767441862,17.966101694915253,0.5,0.053763440860215055,0.06666666666666667,0.08823529411764706,0.05128205128205128,0.4883720930232558,0.6666666666666666,0.7777777777777778,0.07142857142857142,0.11627906976744186,0.4,0.4,,0.23255813953488372,0.3,0.3333333333333333,0.023255813953488372,0.13953488372093023,0.3333333333333333,0.3333333333333333,1.0,,0.42857142857142855,0.6666666666666666,0.21428571428571427,0.3333333333333333,0.6511627906976745,0.3333333333333333,0.5302546511627908,0.5282,0.5346285714285715,0.0851063829787234,0.1,0.1016949152542373,0.3898305084745763,7.352777777777778,24.77142857142857,0.3409090909090909,1.0,,,,,4.0,,2.0,4.0,3.0,3.0,,3.0,,0.1111111111111111,,0.09523809523809523,0.08695652173913043,0.024390243902439025,0.3333333333333333,0.13333333333333333,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,0.3333333333333333,,1.0,,,1.0,,2.0,,1.0,,,2.0,,,0.01,,0.043478260869565216,,0.05,,0.11764705882352941,1.0,1.0,2.0,0.1,,,,True,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,1720.0,29,-13.0,53,57,23.0,12.0,3.0,110,2.0,4.0,,,,,,4.0,4.0,2.0,4.0,,1.0,3.0,2.0,8.0,5.0,8.0,2.0,21.0,75,,1.0,,,,1.0,4.0,7.0,1.0,13.0,4.0,,15.0,3.0,2.0,1.0,,1.0,,,1.0,,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,3.0,2.0,,3.0,,1.0,2.0,,3.0,1.0,2.0,,13.0,23.0,,,1.0,1.0,1.0,0.625,0.5714285714285714,0.7142857142857143,0.25,,,0.59375,,0.75,0.6176470588235294,,0.7222222222222222,0.5,35.71428571428571,0.3333333333333333,,0.045454545454545456,,,0.25,0.5,1.0,1.0,,,,,0.25,,,0.25,0.25,0.5,0.5,1.0,,,,0.375,0.3333333333333333,0.75,0.6666666666666666,0.5099199999999999,0.344,0.4841142857142858,0.11764705882352941,0.2222222222222222,,0.6190476190476191,9.375,26.549999999999997,0.4339622641509434,3.0,3.0,4.0,,,2.0,,,1.0,,,,2.0,,0.25,,0.16666666666666666,,,,,0.75,0.75,1.0,,,0.5,0.75,,,,,,,0.5,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,,,True,,,,,,,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,4489.0,75,-13.0,153,152,40.0,39.0,14.0,305,3.0,7.0,1.0,1.0,2.0,6.0,2.0,5.0,2.0,2.0,8.0,,,2.0,7.0,18.0,2.0,10.0,4.0,24.0,155,,1.0,,,1.0,4.0,,3.0,4.0,6.0,4.0,10.0,6.0,8.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,12.0,7.0,7.0,7.0,,,2.0,,2.0,,2.0,,,7.0,,,2.0,,5.0,,2.0,,6.0,40.0,1.0,,0.2857142857142857,0.2857142857142857,1.0,0.2,,0.2,0.3888888888888889,,0.25,0.35714285714285715,,0.14285714285714285,0.38333333333333336,,0.2777777777777778,0.35714285714285715,18.823529411764707,1.0,0.12280701754385964,0.09090909090909091,0.058823529411764705,0.13793103448275862,0.25,0.42857142857142855,0.6,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.6666666666666666,,0.17857142857142858,0.4,0.5,0.07142857142857142,0.2857142857142857,0.25,0.25,1.0,,0.14285714285714285,1.0,0.2857142857142857,,0.6071428571428571,0.25,0.4875482142857143,0.3634,0.4870857142857143,0.06666666666666667,0.1,,0.25,8.477777777777778,24.87,0.26143790849673204,,,1.0,,,6.0,1.0,,,,,,4.0,,0.3333333333333333,0.5,,,,,,,,,,,0.14285714285714285,,,,,,,,0.2857142857142857,,,,,,,,,,,0.18181818181818182,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,,,,True,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,6828.0,114,-38.0,226,232,86.0,69.0,21.0,458,4.0,8.0,3.0,5.0,4.0,14.0,5.0,13.0,,,,,,,13.0,35.0,,,8.0,34.0,249,1.0,2.0,,3.0,3.0,10.0,,,6.0,12.0,20.0,6.0,,,,7.0,,7.0,,,6.0,,14.0,23.0,30.0,34.0,1.0,1.0,3.0,2.0,3.0,4.0,7.0,1.0,,12.0,,,8.0,,14.0,,5.0,2.0,12.0,82.0,2.0,2.0,0.7692307692307693,0.8333333333333334,,,,,0.37142857142857144,0.5,0.3,0.37142857142857144,0.5,0.3,0.40476190476190477,0.375,0.4,,19.6,0.42857142857142855,0.27710843373493976,0.25892857142857145,0.21428571428571427,0.3170731707317073,0.22857142857142856,0.5,0.6666666666666666,0.75,0.4,0.2857142857142857,0.3076923076923077,0.5,0.37142857142857144,0.38461538461538464,0.38461538461538464,,,,,,,0.5,0.6,,,0.22857142857142856,,0.44413428571428576,0.5515,0.45743,0.125,0.125,0.08823529411764706,0.35294117647058826,9.588571428571429,,0.3805309734513274,,,,,,3.0,1.0,,6.0,4.0,,1.0,7.0,,0.08571428571428572,0.07142857142857142,0.20689655172413793,,0.03669724770642202,,0.047619047619047616,,,,,,,,,2.0,1.0,1.0,2.0,1.0,0.25,0.5,2.0,,1.0,,,,,,0.16666666666666666,0.2857142857142857,1.0,1.0,,1.0,1.0,2.0,4.0,,,,,,3.0,,,,0.04597701149425287,0.07894736842105263,,0.034482758620689655,,0.625,,0.5,,,,,1.0,1.0,True,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,118.0,2,,3,3,,,,6,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
