EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyFG2M,PenaltyPoints,DeadBallTurnovers,Charge Fouls,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefLongMidRangeReboundPct,PenaltyAtRimAccuracy,PenaltyPointsPct,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,AtRimAssists,LongMidRangeAssists,SelfOReb,Blocked3s,BlockedArc3,Assisted3sPct,PenaltyFg3Pct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,FTDefRebounds,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,Corner3Assists,BadPassTurnovers,SecondChanceTurnovers,Travels,on,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,PenaltyFtPoints,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,OffThreePtRebounds,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,1785.0,30,-11.0,54,55,14.0,11,5.0,109,4.0,6.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,11,1.0,3.0,4.0,17.0,57,1.0,1.0,2.0,2.0,8.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,2,1.0,1.0,4.0,5.0,1.0,3.0,14.0,0.8,0.8,0.3333333333333333,0.3333333333333333,0.45454545454545453,1.0,0.4642857142857143,1.0,0.53125,1.0,0.21428571428571427,0.09090909090909091,0.16666666666666666,26.666666666666668,0.058823529411764705,0.06666666666666667,0.0625,0.1,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.8,0.75,0.2857142857142857,0.07142857142857142,1.0,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.5,0.6428571428571429,0.3333333333333333,0.4775178571428572,0.4216,0.3544,0.1875,0.23076923076923078,0.11764705882352941,6.427272727272728,25.100000000000005,0.25925925925925924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,1610612755,Tony Battie,Tony Battie,1499,PHI,2264.0,38,-15.0,67,68,19.0,15,7.0,135,1.0,1.0,,3.0,,3.0,,,3.0,7,,,1.0,7.0,71,1.0,1.0,3.0,,4.0,2.0,,,,,,,,,,,4.0,4.0,8.0,10,,,2.0,2.0,,1.0,19.0,0.6666666666666666,1.0,,,0.42857142857142855,1.0,0.42857142857142855,1.0,0.4375,0.75,,,,12.0,0.16,0.23529411764705882,0.19047619047619047,0.25,,0.14285714285714285,1.0,1.0,,0.42857142857142855,0.42857142857142855,,,,,,,,0.14285714285714285,,0.4049285714285714,0.4129,,0.125,0.125,0.42857142857142855,12.185714285714285,,0.2835820895522388,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0625,0.05128205128205128,0.14285714285714285,0.16666666666666666,0.3076923076923077,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,609.0,10,-7.0,16,18,4.0,5,3.0,34,1.0,1.0,1.0,1.0,,,,,1.0,2,,,,2.0,26,,,,1.0,,2.0,,,,,,,,,,,1.0,1.0,2.0,2,,,,,,,4.0,,,,,0.5,,0.5,,0.5,,,,,15.789473684210526,0.14285714285714285,0.3333333333333333,0.2,,,0.5,1.0,1.0,,0.5,,,,,,,,1.0,0.5,,0.37439999999999996,,0.3414,,,,7.15,,0.25,,,,,,,,,,1.0,,2.0,,1.0,1.0,,1.0,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,1268.0,21,-10.0,34,36,14.0,15,5.0,70,,,,2.0,1.0,2.0,1.0,3.0,1.0,4,2.0,5.0,,8.0,41,,,,1.0,,2.0,,3.0,1.0,,3.0,1.0,4.0,1.0,1.0,9.0,,1.0,1.0,2,,,,,,,14.0,,,0.4,0.4,0.25,,0.4444444444444444,,0.4444444444444444,,0.5555555555555556,,,21.951219512195124,0.07692307692307693,,0.045454545454545456,,,,,,,0.2222222222222222,0.2222222222222222,0.5,0.5,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5555555555555556,0.3333333333333333,0.49145,,0.4505166666666667,,,,16.15,24.419999999999998,0.4117647058823529,,,,,,1.0,1.0,,,,1.0,2.0,,,,,1.0,1.0,,0.05555555555555555,0.043478260869565216,0.1,,,1.0,,,,,,,1.0,5.0,,,5.0,,1.0,0.8333333333333334,0.8333333333333334,0.25,,0.625,1.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.2222222222222222,0.5,0.5,1.0,1.0,0.6666666666666666,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,1517.0,25,-4.0,47,46,14.0,10,4.0,93,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,6,2.0,3.0,,8.0,38,,,,3.0,2.0,,,2.0,2.0,3.0,1.0,,1.0,,,2.0,4.0,2.0,7.0,7,1.0,1.0,,,,,14.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,,0.4444444444444444,,0.4444444444444444,,0.3333333333333333,0.5,0.5,17.307692307692307,0.14285714285714285,0.26666666666666666,0.20689655172413793,,0.5,0.2222222222222222,0.5,1.0,1.0,0.2222222222222222,0.2222222222222222,,,,0.2222222222222222,1.0,1.0,0.4,0.5555555555555556,1.0,0.4507722222222223,,0.48485000000000006,,,,8.700000000000001,25.166666666666668,0.2978723404255319,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.18181818181818182,,,,,,,1.0,1.0,8.0,,,8.0,,0.3333333333333333,0.8,0.8,0.5,0.5,1.0,,1.0,2.0,2.0,2.0,2.0,6.0,1.0,,,,,1.0,1.0,,0.1111111111111111,,,,1.0,0.4,1.0,1.0,0.5,0.5,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,1158.0,19,-3.0,33,33,8.0,5,4.0,66,1.0,1.0,,,1.0,4.0,,1.0,2.0,5,,1.0,,4.0,39,,,,1.0,,4.0,,1.0,,,,2.0,2.0,1.0,,6.0,,4.0,4.0,4,,,1.0,,,,8.0,,,,,0.4,,0.3333333333333333,,0.3333333333333333,,0.16666666666666666,,,21.62162162162162,0.23529411764705882,,0.19047619047619047,0.125,,0.16666666666666666,1.0,1.0,,,0.6666666666666666,0.25,0.25,,0.16666666666666666,,,,0.3333333333333333,,0.43775000000000003,,0.41555,,,,16.04,25.2,0.24242424242424243,,,,,,,,2.0,,2.0,2.0,2.0,,,,,,,1.0,,,,0.5,,,,,,,,,1.0,2.0,,,2.0,,1.0,0.5,0.5,0.2,,0.5,,,,1.0,,1.0,,,,,,,,,,,,,,,0.5,,,,,,1.0,2.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,224.0,4,-4.0,6,6,3.0,4,,12,,,,,,1.0,,,,1,,,,,8,,,,1.0,,,,,,,1.0,,1.0,,,2.0,,1.0,1.0,1,,,1.0,,,,3.0,,,,,,,,,,,,,,14.285714285714285,1.0,,0.5,,,,,,,,1.0,,,,,,,,,,0.3838,,0.3838,,,,16.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,1431.0,24,-4.0,45,44,12.0,6,4.0,89,2.0,5.0,2.0,1.0,,4.0,,,2.0,10,,,1.0,5.0,37,,1.0,,4.0,,4.0,,,,,1.0,,1.0,,,2.0,1.0,2.0,4.0,5,,,2.0,1.0,1.0,1.0,12.0,,,,,0.2,,0.2,,0.25,,,,,30.612244897959183,0.11764705882352941,0.07692307692307693,0.1,0.25,,0.5,0.4,0.4,,0.1,0.4,,,,,,,0.5,0.5,,0.43348000000000003,0.599,0.45495,0.1,0.1,,9.23,,0.26666666666666666,,1.0,,,,1.0,1.0,2.0,1.0,5.0,1.0,1.0,,1.0,1.0,,1.0,1.0,0.4,0.043478260869565216,0.037037037037037035,0.1111111111111111,,0.1,1.0,,,,1.0,,1.0,1.0,2.0,3.0,,2.0,,0.25,0.25,0.25,,0.5,0.4,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,2.0,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,1064.0,18,-17.0,33,34,7.0,4,3.0,67,,1.0,1.0,,,1.0,1.0,1.0,,2,1.0,1.0,2.0,5.0,38,,,,1.0,,,,1.0,1.0,,,,,,,,,,,1,,,1.0,2.0,,1.0,7.0,,,1.0,1.0,,,0.5,,0.625,,0.3333333333333333,,,11.428571428571429,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.5407666666666667,,0.5548,0.25,0.3333333333333333,,8.6,25.0,0.21212121212121213,,,,,,1.0,1.0,,,,,,,,,,,,,0.06666666666666667,0.05263157894736842,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,5994.0,100,-31.0,176,177,46.0,67,33.0,353,3.0,6.0,1.0,5.0,,10.0,4.0,14.0,6.0,21,5.0,17.0,10.0,37.0,209,,1.0,2.0,5.0,,12.0,6.0,14.0,4.0,1.0,8.0,4.0,12.0,3.0,2.0,28.0,,5.0,6.0,6,4.0,2.0,11.0,14.0,1.0,5.0,46.0,,,0.29411764705882354,0.29411764705882354,0.2857142857142857,,0.35526315789473684,,0.42045454545454547,0.3333333333333333,0.4473684210526316,0.047619047619047616,0.16666666666666666,22.535211267605636,0.08196721311475409,,0.06172839506172839,,,0.15789473684210525,0.5,0.6,,0.13157894736842105,0.2631578947368421,,,,0.3684210526315789,0.2857142857142857,0.2857142857142857,0.09090909090909091,0.6052631578947368,0.2857142857142857,0.44984054054054057,0.60345,0.435665,0.13953488372093023,0.2,0.05405405405405406,11.414285714285715,25.941176470588236,0.26136363636363635,,,3.0,2.0,,,,2.0,1.0,4.0,6.0,6.0,,,,,,,0.5,,,,0.16666666666666666,,,0.6,0.6,,,,,2.0,12.0,2.0,,12.0,,0.4,0.45454545454545453,0.5,0.07692307692307693,,0.32432432432432434,1.0,3.0,2.0,5.0,2.0,6.0,9.0,3.0,3.0,,,,0.6,0.3333333333333333,,0.07894736842105263,0.3333333333333333,0.3333333333333333,1.0,0.5,0.45454545454545453,0.4,1.0,,,0.14285714285714285,1.0,1.0,,1.0,False,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.09090909090909091,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
