EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,FTDefRebounds,SelfOReb,LostBallTurnovers,Clear Path Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,SelfORebPct,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,PenaltyCorner3FGA,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceFtPoints,SecondChanceArc3PctAssisted,Travels,DefensiveGoaltends,3SecondViolations,on,SecondChanceCorner3FGA,Charge Fouls,SecondChanceCorner3Frequency,BlockedShortMidRange,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,HeaveMakes
101122,1610612754,Danny Granger,Danny Granger,101122,IND,2486.0,41,-23.0,82,81,41.0,31.0,13.0,163,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,1.0,2.0,1.0,5.0,1.0,3.0,7.0,12.0,2.0,7.0,6.0,26.0,100,3.0,3.0,1.0,6.0,3.0,5.0,3.0,4.0,10.0,4.0,10.0,6.0,4.0,5.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,2.0,3.0,2.0,5.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,2.0,6.0,39.0,1.0,0.2857142857142857,0.4,1.0,0.2857142857142857,0.2857142857142857,0.5833333333333334,1.0,0.6,0.5263157894736842,0.75,0.375,0.5909090909090909,0.75,0.5,0.3684210526315789,23.958333333333336,0.09523809523809523,0.058823529411764705,0.1875,0.13513513513513514,0.045454545454545456,0.09090909090909091,0.14285714285714285,0.25,0.25,0.1,0.3333333333333333,0.15789473684210525,1.0,1.0,0.3333333333333333,0.10526315789473684,0.3684210526315789,0.5714285714285714,0.5714285714285714,0.25,0.10526315789473684,0.5,0.5,1.0,0.2631578947368421,0.2,0.2,1.0,0.5,1.0,0.25,0.25,1.0,0.375,0.5263157894736842,0.2,0.46413684210526324,0.4693833333333333,0.42241249999999997,0.05,0.07692307692307693,0.23076923076923078,0.38461538461538464,13.08333333333333,24.714285714285715,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,2819.0,47,4.0,82,80,18.0,21.0,13.0,162,1.0,2.0,,,,,1.0,1.0,2.0,,,,,,,3.0,5.0,,,,6.0,82,,1.0,,,1.0,1.0,,,2.0,6.0,,,,,,1.0,,1.0,,,2.0,3.0,2.0,5.0,7.0,6.0,13.0,1.0,,,1.0,4.0,,5.0,7.0,3.0,1.0,,1.0,,2.0,17.0,,1.0,1.0,,,,0.6,,1.0,0.6,,1.0,0.6,,1.0,,9.473684210526317,0.2,0.1,0.25,0.21212121212121213,0.11363636363636363,0.14285714285714285,0.16666666666666666,,0.3076923076923077,0.2857142857142857,,0.4,0.5,0.5,1.0,0.2,0.4,0.5,0.5,1.0,,,,,,,,,,,,,,,0.4,,0.43457999999999997,0.3864,0.384,0.2,0.2,,0.3333333333333333,10.3,,0.21951219512195122,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.75,0.2,0.14285714285714285,0.058823529411764705,0.1,0.25,0.25,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201177,1610612754,Josh McRoberts,Josh McRoberts,201177,IND,4727.0,79,-1.0,149,147,57.0,49.0,22.0,296,6.0,16.0,2.0,5.0,2.0,5.0,3.0,1.0,4.0,,,,1.0,,,8.0,23.0,,1.0,9.0,25.0,154,2.0,6.0,,4.0,2.0,6.0,,4.0,8.0,8.0,8.0,,4.0,1.0,,3.0,3.0,6.0,2.0,2.0,15.0,6.0,,7.0,10.0,8.0,18.0,4.0,2.0,,2.0,5.0,3.0,9.0,17.0,9.0,11.0,,5.0,1.0,8.0,55.0,2.0,0.5,0.6666666666666666,,,,0.34782608695652173,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43103448275862066,0.3333333333333333,0.5,0.041666666666666664,19.653179190751445,0.1590909090909091,0.10909090909090909,,0.11290322580645161,0.10526315789473684,0.2777777777777778,,0.2727272727272727,0.05555555555555555,,,0.6666666666666666,0.375,0.5454545454545454,0.3333333333333333,0.125,0.16666666666666666,0.25,0.25,1.0,,,,,0.041666666666666664,,,,0.8333333333333334,0.4,,0.8333333333333334,0.4,,0.7083333333333334,,0.48786666666666667,0.5258499999999999,0.5020833333333333,0.17857142857142858,0.18518518518518517,0.16,0.32,5.686956521739131,26.7,0.3825503355704698,1.0,,2.0,,2.0,3.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,0.6,,0.09523809523809523,0.04,0.11764705882352941,,0.2,,0.3333333333333333,0.3333333333333333,1.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21739130434782608,0.3125,0.5,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201575,1610612754,Brandon Rush,Brandon Rush,201575,IND,1671.0,28,,50,51,8.0,12.0,7.0,101,2.0,2.0,1.0,1.0,,,,,5.0,,,1.0,2.0,,,2.0,7.0,1.0,2.0,,7.0,54,1.0,2.0,,2.0,,,,,,4.0,,3.0,,2.0,1.0,2.0,1.0,3.0,,,7.0,,1.0,3.0,4.0,,4.0,,,,,,,2.0,3.0,1.0,,,,,,7.0,,1.0,1.0,1.0,0.5,0.5,0.2857142857142857,0.5,,0.3888888888888889,0.5,,0.3888888888888889,0.5,,0.2222222222222222,15.254237288135593,0.2727272727272727,,0.2,0.25,,,,0.2,0.4,0.3333333333333333,,0.2222222222222222,1.0,1.0,1.0,,0.5555555555555556,,,,,,,,0.2222222222222222,0.5,0.5,1.0,0.5,1.0,,,,,0.4444444444444444,0.5,0.44854444444444447,0.44925000000000004,,,,0.2857142857142857,,15.328571428571431,25.450000000000003,0.16,,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201985,1610612754,AJ Price,AJ Price,201985,IND,3016.0,50,7.0,92,88,20.0,16.0,14.0,180,2.0,2.0,1.0,1.0,,,3.0,3.0,8.0,,1.0,4.0,9.0,1.0,2.0,5.0,13.0,4.0,10.0,4.0,26.0,87,1.0,2.0,1.0,5.0,1.0,2.0,2.0,,5.0,2.0,8.0,3.0,2.0,8.0,4.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,1.0,4.0,5.0,2.0,7.0,3.0,2.0,,2.0,6.0,4.0,1.0,4.0,6.0,4.0,,2.0,,5.0,20.0,,0.2,0.25,0.25,0.4,0.4444444444444444,0.38461538461538464,0.5,0.5,0.4782608695652174,0.8333333333333334,0.625,0.52,0.8333333333333334,0.625,0.43478260869565216,28.703703703703702,0.14285714285714285,0.029411764705882353,0.125,0.1388888888888889,0.04,0.1111111111111111,,0.1111111111111111,0.21428571428571427,,0.5,0.08695652173913043,1.0,1.0,,0.13043478260869565,0.34782608695652173,0.375,0.375,0.3333333333333333,0.043478260869565216,,,,0.391304347826087,0.4444444444444444,0.4444444444444444,0.25,0.3333333333333333,1.0,0.3333333333333333,,,0.5,0.5217391304347826,0.5,0.45065000000000005,0.5047833333333333,0.39561666666666667,0.08,0.13333333333333333,0.19230769230769232,0.19230769230769232,13.738461538461538,28.43,0.21739130434782608,,,1.0,,1.0,4.0,2.0,,1.0,,1.0,1.0,,,,,,,,0.6666666666666666,,0.0625,,0.08333333333333333,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,True,,,,,,,
2563,1610612754,Dahntay Jones,Dahntay Jones,2563,IND,1861.0,31,-16.0,56,58,22.0,26.0,8.0,114,3.0,4.0,,1.0,2.0,3.0,4.0,,1.0,,2.0,,1.0,1.0,,4.0,9.0,,3.0,7.0,15.0,72,,1.0,1.0,,2.0,3.0,2.0,4.0,8.0,2.0,6.0,,,1.0,,1.0,1.0,2.0,,1.0,5.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,5.0,4.0,8.0,,3.0,,8.0,21.0,1.0,0.25,0.25,,,,0.4444444444444444,,0.6666666666666666,0.3333333333333333,,0.4,0.5,,0.6666666666666666,0.25,25.396825396825395,,0.0625,,,0.04,,0.16666666666666666,,,,,0.3333333333333333,0.75,1.0,0.3333333333333333,0.3333333333333333,0.08333333333333333,,,,0.16666666666666666,,,,0.08333333333333333,,,,0.5,,0.5,0.6,0.6666666666666666,,0.5833333333333334,,0.48412499999999997,0.472075,0.49005,0.26666666666666666,0.2727272727272727,,0.5333333333333333,5.666666666666667,23.96666666666667,0.39285714285714285,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,0.25,0.3333333333333333,,2.0,1.0,,,,,,,,,,0.2222222222222222,0.25,,,,,,,,,,,,,,,,,2.0,1.0,0.25,0.4,0.25,,,,,,,,True,,,,,,,
201954,1610612754,Darren Collison,Darren Collison,201954,IND,1461.0,24,-7.0,49,49,36.0,29.0,8.0,98,1.0,2.0,,,1.0,2.0,2.0,1.0,4.0,1.0,1.0,,,,,3.0,8.0,1.0,1.0,,9.0,57,,,,,3.0,6.0,1.0,,9.0,,6.0,3.0,,,,1.0,,1.0,,,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,2.0,2.0,,2.0,1.0,,,,,9.0,35.0,1.0,,,1.0,1.0,1.0,0.375,,0.5,0.5,,0.6428571428571429,0.5,,0.6428571428571429,0.1111111111111111,19.29824561403509,0.0625,0.05263157894736842,,0.04,0.043478260869565216,,,,0.25,,,0.2222222222222222,0.5,1.0,,0.2222222222222222,0.4444444444444444,0.25,0.25,,0.1111111111111111,1.0,1.0,1.0,,,,,,,,0.2857142857142857,0.5,,0.3333333333333333,,0.4596499999999999,,0.4678785714285714,,,,1.0,12.674999999999999,23.9,0.7346938775510204,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,0.14285714285714285,,,,1.0,0.5,0.5,,1.0,,,,1.0,1.0,,,,,,0.125,0.5,,0.25,,,,,,,1.0,,,,,1.0,,,1.0,,,0.14285714285714285,,1.0,1.0,,,,,,True,,,,,,,
202331,1610612754,Paul George,Paul George,202331,IND,901.0,15,8.0,30,33,17.0,9.0,3.0,63,1.0,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,2.0,5.0,1.0,2.0,,7.0,26,,,,,2.0,3.0,2.0,,7.0,2.0,2.0,3.0,,1.0,,,,,,,,,1.0,,2.0,,2.0,,,,,,,1.0,2.0,1.0,,,,,7.0,17.0,,0.5,0.5,1.0,0.5,0.5,0.4,,0.6666666666666666,0.5,,0.7,0.5,,0.7,0.2857142857142857,21.21212121212121,,,0.14285714285714285,0.06666666666666667,,,,,,0.25,,0.2857142857142857,0.5,1.0,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,,,,0.2,1.0,0.2,0.5714285714285714,,0.5220714285714286,,0.54374,,,,1.0,7.58,25.25,0.5666666666666667,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,0.4,0.5,0.5,,,,,,,,1.0,,,,,0.5,,,1.0,,1.0,0.2,,1.0,1.0,,,,,,True,,,,,,,
2399,1610612754,Mike Dunleavy,Mike Dunleavy,2399,IND,2573.0,43,26.0,82,76,28.0,25.0,14.0,158,,,,,,,,3.0,5.0,1.0,1.0,2.0,7.0,1.0,2.0,3.0,5.0,3.0,8.0,8.0,23.0,63,,,1.0,4.0,,,2.0,5.0,5.0,4.0,2.0,9.0,,7.0,2.0,5.0,1.0,6.0,,2.0,13.0,,1.0,3.0,4.0,,4.0,2.0,1.0,,,,,,1.0,7.0,12.0,,1.0,2.0,5.0,27.0,,0.6666666666666666,0.6666666666666666,1.0,0.375,0.375,0.6,,,0.5769230769230769,1.5,,0.6388888888888888,1.0,0.5,0.6153846153846154,18.367346938775512,0.12,,0.3333333333333333,0.14285714285714285,,,,0.16666666666666666,0.06666666666666667,0.3333333333333333,,,,,,,0.38461538461538464,0.6,0.6,0.6666666666666666,0.07692307692307693,1.0,1.0,1.0,0.5384615384615384,0.2857142857142857,0.2857142857142857,1.0,,,1.0,,,1.0,0.6153846153846154,0.2857142857142857,0.4831615384615385,,0.402225,0.1875,0.16666666666666666,0.17391304347826086,0.21739130434782608,18.44,25.3,0.34146341463414637,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,1.0,1.0,,,,,1.0,1.0,,2.0,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,2.0,,,0.2,,,1.0,1.0,,,,True,,,,,,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,1134.0,19,-3.0,38,39,26.0,18.0,7.0,77,1.0,5.0,,1.0,1.0,3.0,1.0,,,,,,,,,2.0,6.0,,,2.0,6.0,39,1.0,2.0,,2.0,1.0,3.0,,,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,1.0,2.0,4.0,2.0,6.0,,,,2.0,3.0,3.0,1.0,1.0,5.0,3.0,,2.0,,2.0,26.0,,0.5,1.0,,,,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.42857142857142855,0.5,0.3333333333333333,,21.27659574468085,0.15384615384615385,0.1,0.125,0.14285714285714285,0.09090909090909091,,0.4,,0.3333333333333333,0.2,,0.8333333333333334,0.2,0.25,1.0,0.16666666666666666,,,,,,,,,,,,,0.5,,,1.0,0.3333333333333333,,0.8333333333333334,,0.5554,0.52465,0.6187333333333332,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.3333333333333333,2.1666666666666665,,0.6842105263157895,1.0,,,,,1.0,,,1.0,,,2.0,,1.0,2.0,2.0,,2.0,,0.3333333333333333,,,,,,0.125,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,0.16666666666666666,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,
