EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,PenaltyFtPoints,Charge Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceFtPoints,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,SelfORebPct,PenaltyAtRimFGM,OffThreePtRebounds,Offensive Fouls Drawn,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,FTOffRebounds,OffFTReboundPct,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,Offensive Fouls,on,Corner3FGM,Corner3Assists,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,Defensive 3 Seconds Violations,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
201578,1610612755,Marreese Speights,Marreese Speights,201578,PHI,339.0,6,6.0,10,13,6.0,1.0,,23,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,3075.0,51,-28.0,88,86,18.0,32.0,20.0,174,2.0,3.0,,,2.0,7.0,2.0,,1.0,7.0,,1.0,3.0,12.0,2.0,9.0,8.0,20.0,118,,1.0,,1.0,2.0,4.0,2.0,6.0,,7.0,1.0,,4.0,2.0,6.0,1.0,1.0,2.0,1.0,14.0,,3.0,,3.0,3.0,2.0,1.0,1.0,1.0,,,,,1.0,3.0,3.0,6.0,11.0,,3.0,2.0,18.0,0.6666666666666666,0.6666666666666666,1.0,0.2222222222222222,,0.2222222222222222,0.25,,0.2857142857142857,,0.38461538461538464,0.3333333333333333,0.42857142857142855,,,24.324324324324323,1.0,,0.1,,0.075,,,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.09523809523809523,,,0.3333333333333333,0.09523809523809523,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,,,0.5,,0.5714285714285714,0.14285714285714285,0.45235952380952377,0.453675,0.16,0.2,0.1,12.825000000000001,25.344444444444445,0.20454545454545456,,,1.0,2.0,4.0,,,,,,,,,0.5,0.3333333333333333,0.5,,,,0.1111111111111111,,,,,,0.512525,0.2,1.0,2.0,,1.0,,1.0,,0.15384615384615385,0.14285714285714285,0.14285714285714285,2.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,0.3333333333333333,,False,1.0,1.0,1.0,0.5,0.5,1.0,0.1,,,,,,,,,,,,,,,
1499,1610612755,Tony Battie,Tony Battie,1499,PHI,747.0,12,-11.0,20,22,5.0,5.0,3.0,42,,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,3.0,33,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,2.0,3.0,,,,,,,,,,3.0,3.0,1.0,2.0,,1.0,,5.0,1.0,1.0,,,,,1.0,,1.0,,0.75,,,,,8.695652173913043,,,0.18181818181818182,,0.15384615384615385,0.3333333333333333,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.4463,,0.5,0.5,,7.6,,0.25,,,,,1.0,,1.0,1.0,,2.0,1.0,2.0,2.0,,,0.5,0.14285714285714285,0.09090909090909091,0.2,0.2,,1.0,1.0,,,,0.3333333333333333,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,7827.0,130,3.0,230,229,20.0,44.0,34.0,459,6.0,11.0,1.0,16.0,24.0,13.0,,,,,,,27.0,48.0,,,5.0,59.0,251,2.0,3.0,,,4.0,32.0,22.0,,,,,2.0,,1.0,1.0,1.0,,,,3.0,6.0,16.0,2.0,24.0,33.0,2.0,2.0,,1.0,,2.0,1.0,1.0,3.0,7.0,13.0,7.0,7.0,1.0,4.0,4.0,20.0,0.5925925925925926,0.64,,,,,0.5625,0.6666666666666666,0.5625,0.6666666666666666,0.5784313725490197,0.6666666666666666,,0.041666666666666664,0.18181818181818182,20.074349442379184,0.3333333333333333,0.2222222222222222,0.1927710843373494,0.2,0.19469026548672566,0.24,0.125,0.22916666666666666,0.5454545454545454,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,0.2708333333333333,,,,,,0.3333333333333333,,,,0.22916666666666666,,0.4388583333333333,0.3835,0.0784313725490196,0.0784313725490196,0.06779661016949153,9.902083333333334,,0.08695652173913043,1.0,1.0,3.0,5.0,9.0,4.0,8.0,9.0,2.0,4.0,3.0,4.0,2.0,0.6,0.6,0.6428571428571429,0.08163265306122448,0.07377049180327869,0.06,0.15384615384615385,0.22727272727272727,0.5,0.5,0.2,1.0,0.510575,0.15254237288135594,5.0,,,,1.0,,0.045454545454545456,0.1875,0.38461538461538464,0.38461538461538464,3.0,1.0,,,2.0,,,,,0.05263157894736842,1.0,1.0,1.0,,,0.041666666666666664,0.05555555555555555,,1.0,,1.0,,,0.15384615384615385,,4.0,,,,1.0,False,,,,,,,,2.0,1.0,,,,,,,,,,,,,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,7926.0,132,-14.0,235,233,27.0,48.0,32.0,468,5.0,7.0,,2.0,10.0,9.0,7.0,2.0,7.0,12.0,1.0,1.0,9.0,26.0,10.0,19.0,8.0,56.0,268,,,2.0,3.0,8.0,8.0,10.0,27.0,3.0,12.0,7.0,4.0,18.0,4.0,22.0,3.0,7.0,5.0,6.0,48.0,1.0,10.0,1.0,12.0,13.0,8.0,7.0,1.0,6.0,,1.0,1.0,,7.0,5.0,7.0,8.0,10.0,,4.0,8.0,27.0,0.4444444444444444,0.4444444444444444,0.9,0.5263157894736842,0.6666666666666666,0.5263157894736842,0.34615384615384615,,0.5333333333333333,1.0,0.56,1.0,0.4222222222222222,0.15384615384615385,0.14285714285714285,21.268656716417908,0.8571428571428571,0.1111111111111111,0.12048192771084337,0.03333333333333333,0.09734513274336283,0.16,,0.15555555555555556,0.7142857142857143,0.8333333333333334,0.8,0.2222222222222222,0.2,0.2857142857142857,0.2,0.15555555555555556,0.26666666666666666,0.5833333333333334,0.5833333333333334,0.8571428571428571,,0.6666666666666666,0.3333333333333333,1.0,0.5777777777777777,0.5833333333333334,0.4977733333333333,0.5842499999999999,0.08163265306122448,0.13333333333333333,0.14285714285714285,10.173076923076923,24.626315789473683,0.1148936170212766,,,,2.0,3.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,0.5,0.5,0.010526315789473684,0.00819672131147541,,0.038461538461538464,0.047619047619047616,1.0,,,,0.44258333333333333,0.05357142857142857,2.0,2.0,,1.0,,1.0,,0.15625,0.2222222222222222,0.2222222222222222,,,5.0,1.0,1.0,,,,,,,,,0.3,,,,,,,,,,0.038461538461538464,,,,1.0,,,False,3.0,1.0,,0.42857142857142855,0.42857142857142855,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,8399.0,140,-13.0,249,247,27.0,44.0,39.0,496,10.0,13.0,1.0,,1.0,18.0,4.0,,1.0,8.0,,1.0,16.0,32.0,2.0,12.0,9.0,47.0,280,4.0,7.0,,1.0,9.0,14.0,18.0,6.0,,8.0,1.0,1.0,22.0,7.0,29.0,3.0,9.0,6.0,7.0,65.0,5.0,8.0,3.0,16.0,23.0,4.0,3.0,1.0,4.0,2.0,5.0,1.0,,9.0,5.0,12.0,10.0,12.0,,6.0,9.0,27.0,0.4375,0.5384615384615384,1.0,0.16666666666666666,,0.16666666666666666,0.5,0.5714285714285714,0.4318181818181818,0.5,0.47,0.5,0.2727272727272727,0.03125,,20.13651877133106,0.4444444444444444,0.3333333333333333,0.08888888888888889,0.16129032258064516,0.10743801652892562,0.03333333333333333,0.3333333333333333,0.29545454545454547,0.7692307692307693,0.7692307692307693,0.5,0.022727272727272728,,,0.4090909090909091,0.09090909090909091,0.18181818181818182,0.125,0.125,1.0,0.125,,0.125,,0.5681818181818182,0.125,0.4919579545454545,0.421475,0.12,0.15789473684210525,0.19148936170212766,11.2625,24.50833333333333,0.10843373493975904,3.0,4.0,4.0,5.0,9.0,6.0,6.0,7.0,,2.0,1.0,2.0,,0.8,0.6666666666666666,0.6428571428571429,0.05660377358490566,0.05185185185185185,0.038461538461538464,0.07407407407407407,0.09090909090909091,,,0.6666666666666666,0.75,0.4973583333333333,0.19148936170212766,6.0,1.0,,,1.0,,0.038461538461538464,0.15151515151515152,0.3333333333333333,0.3333333333333333,1.0,,3.0,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,0.034482758620689655,,0.14285714285714285,0.3333333333333333,,1.0,,,0.10714285714285714,,,,1.0,,2.0,False,1.0,4.0,,0.25,0.25,1.0,,1.0,,,,1.0,,,0.16666666666666666,,,,1.0,,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,3263.0,54,-27.0,99,95,9.0,39.0,20.0,194,7.0,14.0,,2.0,3.0,6.0,,,,1.0,,,10.0,23.0,,1.0,2.0,22.0,118,,1.0,,,,14.0,6.0,,,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,5.0,,3.0,,3.0,13.0,1.0,,1.0,1.0,,,,,1.0,3.0,6.0,5.0,4.0,,2.0,,9.0,0.7,1.0,,,,,0.43478260869565216,,0.4166666666666667,,0.4230769230769231,,0.041666666666666664,0.08695652173913043,0.14285714285714285,21.774193548387096,1.0,,0.08333333333333333,,0.06666666666666667,,,0.5833333333333334,0.5,0.5833333333333334,0.5714285714285714,0.125,0.6666666666666666,0.6666666666666666,0.25,,0.041666666666666664,,,,,,,,0.625,,0.4828291666666667,0.3407,0.07692307692307693,0.08,,7.282608695652173,25.1,0.09090909090909091,3.0,5.0,4.0,6.0,8.0,6.0,5.0,10.0,1.0,,,,,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.10638297872340426,0.15625,0.14814814814814814,0.1111111111111111,,,1.0,0.8333333333333334,0.6,0.480075,0.36363636363636365,1.0,,,,,,0.07692307692307693,0.14285714285714285,0.16666666666666666,0.16666666666666666,,1.0,1.0,,,,,,,0.08333333333333333,,5.0,2.0,,,0.29411764705882354,0.36363636363636365,0.16666666666666666,1.0,,,,,,,1.0,,,,,False,,,,,,,,,,,,,,,,,,,,,,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,6150.0,102,5.0,189,186,11.0,19.0,26.0,375,2.0,3.0,,,1.0,8.0,3.0,,5.0,10.0,,1.0,5.0,12.0,7.0,13.0,5.0,36.0,191,,,,1.0,,6.0,4.0,21.0,,10.0,5.0,,1.0,3.0,4.0,2.0,,1.0,,11.0,5.0,3.0,,8.0,10.0,3.0,2.0,1.0,1.0,,,,,1.0,4.0,6.0,3.0,6.0,,2.0,,11.0,0.6,0.6,1.0,0.5384615384615384,,0.5384615384615384,0.4166666666666667,,0.62,,0.6296296296296297,,0.52,,,12.785388127853881,1.0,,0.041666666666666664,0.20833333333333334,0.08333333333333333,0.037037037037037035,0.25,0.12,0.6666666666666666,0.6666666666666666,,0.04,,,0.32,0.12,0.4,0.5,0.625,1.0,,,1.0,,0.64,0.5,0.49122,0.40425,0.07407407407407407,0.14285714285714285,,13.041666666666666,24.876923076923074,0.0582010582010582,,,,,,,2.0,2.0,,,,,,,,,0.025,0.02,0.027777777777777776,0.09523809523809523,0.1875,,,,,0.5838,,3.0,,,,,,0.047619047619047616,,0.375,0.375,,,1.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,2.0,,1.0,,,False,2.0,1.0,,0.6666666666666666,0.6666666666666666,1.0,,1.0,,,,1.0,,,1.0,,,,,2.0,0.15384615384615385,0.2
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,4345.0,72,17.0,122,126,8.0,5.0,16.0,248,6.0,9.0,,3.0,9.0,8.0,,,,1.0,,,11.0,26.0,,1.0,2.0,24.0,135,1.0,1.0,,,2.0,18.0,4.0,,,1.0,,3.0,5.0,2.0,7.0,2.0,4.0,,1.0,16.0,2.0,8.0,1.0,11.0,14.0,,,,1.0,,,1.0,,1.0,5.0,7.0,3.0,4.0,,2.0,2.0,8.0,0.8181818181818182,1.0,,,,,0.4230769230769231,1.0,0.4074074074074074,1.0,0.41379310344827586,1.0,0.037037037037037035,0.11538461538461539,0.2222222222222222,21.58273381294964,1.0,0.2,0.16326530612244897,0.10526315789473684,0.14705882352941177,0.125,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2962962962962963,,0.037037037037037035,,,,,,,,0.37037037037037035,,0.4536907407407408,0.3416,0.06896551724137931,0.07142857142857142,0.08333333333333333,8.607692307692307,26.9,0.06557377049180328,2.0,3.0,2.0,5.0,6.0,4.0,3.0,3.0,,2.0,2.0,2.0,2.0,0.4,0.4,0.5,0.061224489795918366,0.05263157894736842,,0.13333333333333333,0.08333333333333333,1.0,1.0,0.6,0.6666666666666666,0.48485999999999996,0.25,2.0,,,,,,0.2727272727272727,0.2222222222222222,0.25,0.2857142857142857,2.0,,,,,,,,,,,,,,0.125,,,,1.0,,,,,,,,,,,,False,,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,
2804,1610612755,Andres Nocioni,Andres Nocioni,2804,PHI,296.0,5,-1.0,7,7,,4.0,2.0,14,,,,,,1.0,,,,,,,,1.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,0.5,,0.4,,,,,,,,,,1.0,,,,,,,,,,,,0.4127,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
201578,1610612755,Marreese Speights,Marreese Speights,201578,PHI,907.0,15,-6.0,31,29,10.0,,3.0,60,1.0,5.0,2.0,,1.0,6.0,,,,,,,2.0,12.0,,,,4.0,28,1.0,4.0,,,2.0,4.0,,,,,,1.0,,,,,,,,,,4.0,1.0,5.0,6.0,,,,,,,,,,2.0,2.0,,,,,2.0,10.0,1.0,1.0,,,,,0.16666666666666666,0.25,0.16666666666666666,0.25,0.16666666666666666,0.25,,0.08333333333333333,0.2,35.29411764705882,,1.0,0.5714285714285714,,0.36363636363636365,0.6666666666666666,,0.4166666666666667,0.2,0.25,1.0,0.08333333333333333,,,0.5,,,,,,0.5,,,,0.4166666666666667,,0.466875,0.41275,,,0.5,9.775,,0.3225806451612903,,1.0,,1.0,,,1.0,1.0,,,,,,,,,0.0625,0.05263157894736842,0.125,,,,,1.0,,0.6061,,1.0,,,,,,,0.6666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,1.0,,,,,,,,1.0,,0.5,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
