EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,OffThreePtRebounds,SelfOReb,LostBallTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,PenaltyAtRimAccuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,FTOffRebounds,OffFTReboundPct
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,4660.0,78,-19.0,137,136,45.0,73.0,25.0,273,4.0,8.0,2.0,2.0,5.0,1.0,8.0,1.0,2.0,1.0,5.0,13.0,2.0,4.0,7.0,21.0,6.0,15.0,6.0,38.0,163,1.0,2.0,1.0,2.0,4.0,2.0,7.0,2.0,4.0,2.0,12.0,4.0,10.0,9.0,9.0,13.0,5.0,2.0,5.0,3.0,8.0,2.0,1.0,2.0,1.0,2.0,19.0,1.0,3.0,1.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,9.0,2.0,1.0,1.0,12.0,45.0,1.0,0.2857142857142857,0.2857142857142857,0.5,0.4,0.5,0.4,0.3333333333333333,0.5,0.2857142857142857,0.4444444444444444,0.3333333333333333,0.45454545454545453,0.475,0.5,0.5,0.4166666666666667,0.09523809523809523,0.25,25.925925925925924,0.5,0.16666666666666666,0.06521739130434782,0.05555555555555555,0.0625,0.08333333333333333,0.11764705882352941,0.14285714285714285,0.2222222222222222,0.5,0.6666666666666666,0.25,0.1388888888888889,0.4,0.4,0.2222222222222222,0.125,0.125,1.0,0.05555555555555555,0.5,0.5,1.0,0.3611111111111111,0.38461538461538464,0.38461538461538464,0.4,0.3333333333333333,0.18181818181818182,0.36363636363636365,0.5,0.6388888888888888,0.38461538461538464,0.44299857142857146,0.512525,0.40010500000000004,0.07692307692307693,0.08695652173913043,0.0625,0.10526315789473684,0.3157894736842105,9.985714285714286,25.906666666666663,0.3284671532846715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1499,1610612755,Tony Battie,Tony Battie,1499,PHI,1268.0,21,-10.0,34,36,14.0,15.0,5.0,70,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,2.0,3.0,,,1.0,5.0,41,1.0,1.0,,1.0,3.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,2.0,3.0,,5.0,7.0,,,,,,,,,,3.0,3.0,1.0,2.0,1.0,,,,14.0,,0.5,1.0,,,,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.625,0.75,,,,,9.75609756097561,,,0.23076923076923078,0.2222222222222222,0.22727272727272727,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,0.3333333333333333,,0.4268,0.4129,,0.25,0.25,,0.6,,9.666666666666666,,0.4117647058823529,1.0,1.0,2.0,2.0,2.0,0.1111111111111111,0.08695652173913043,0.2,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,9718.0,162,3.0,287,286,48.0,80.0,40.0,573,7.0,12.0,1.0,15.0,24.0,6.0,16.0,,,,,,,,28.0,52.0,,,6.0,62.0,313,2.0,5.0,,2.0,6.0,3.0,6.0,,,2.0,8.0,32.0,24.0,,,,,2.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,8.0,16.0,3.0,27.0,37.0,2.0,2.0,,1.0,,,3.0,4.0,,11.0,18.0,7.0,7.0,3.0,,1.0,8.0,48.0,1.0,0.5714285714285714,0.5925925925925926,,,,,0.5384615384615384,0.4,0.5,0.5384615384615384,0.4,0.5,0.5636363636363636,0.5,0.5714285714285714,,0.038461538461538464,0.16666666666666666,17.933130699088146,0.25,0.21428571428571427,0.15384615384615385,0.21052631578947367,0.16901408450704225,0.12121212121212122,0.1891891891891892,0.2727272727272727,0.23076923076923078,0.5833333333333334,0.7,0.5714285714285714,0.46153846153846156,0.625,0.625,0.3076923076923077,0.375,0.375,0.8333333333333334,,,,,,,,,,0.16666666666666666,,,0.23076923076923078,,0.4432365384615385,0.5259,0.4493666666666667,0.05555555555555555,0.05555555555555555,,0.0967741935483871,0.12903225806451613,10.057692307692308,,0.1672473867595819,,,2.0,9.0,10.0,0.07377049180327869,0.06802721088435375,0.05555555555555555,0.14705882352941177,0.18518518518518517,0.4666666666666667,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,6.0,3.0,1.0,4.0,0.04,0.08571428571428572,0.09090909090909091,0.05263157894736842,0.045454545454545456,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,11281.0,188,-14.0,335,332,74.0,105.0,49.0,667,8.0,14.0,1.0,2.0,12.0,3.0,11.0,3.0,7.0,,8.0,14.0,2.0,3.0,13.0,37.0,11.0,21.0,12.0,71.0,367,,2.0,1.0,1.0,4.0,1.0,2.0,3.0,5.0,5.0,16.0,8.0,18.0,27.0,6.0,14.0,8.0,5.0,24.0,4.0,28.0,3.0,1.0,9.0,7.0,8.0,60.0,1.0,14.0,1.0,16.0,19.0,10.0,8.0,2.0,9.0,,8.0,2.0,11.0,2.0,6.0,10.0,10.0,15.0,5.0,,2.0,16.0,74.0,2.0,0.3076923076923077,0.3076923076923077,0.8181818181818182,0.5238095238095238,0.6,0.5238095238095238,0.35135135135135137,,0.5,0.5086206896551724,0.5,0.7857142857142857,0.5384615384615384,0.5,0.8333333333333334,0.3620689655172414,0.13513513513513514,0.14285714285714285,19.689119170984455,0.8181818181818182,0.07142857142857142,0.11965811965811966,0.02127659574468085,0.09146341463414634,0.13513513513513514,0.13953488372093023,,0.2413793103448276,0.5714285714285714,0.6666666666666666,0.5,0.20689655172413793,0.16666666666666666,0.2222222222222222,0.1896551724137931,0.2727272727272727,0.2727272727272727,,0.1206896551724138,0.42857142857142855,0.42857142857142855,1.0,0.2413793103448276,0.5714285714285714,0.5714285714285714,0.75,,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.603448275862069,0.5714285714285714,0.4916956896551724,0.44258333333333333,0.5229,0.07936507936507936,0.11904761904761904,,0.056338028169014086,0.22535211267605634,9.313513513513515,24.685714285714283,0.2208955223880597,,,,3.0,3.0,0.020833333333333332,0.01694915254237288,0.015873015873015872,0.08108108108108109,0.03333333333333333,,,,,,2.0,1.0,,2.0,,,,,,,1.0,1.0,,2.0,2.0,,,,0.023809523809523808,0.02564102564102564,,0.07142857142857142,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,0.2857142857142857,0.5,,,,,,,,,True,,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,3355.0,56,,100,99,47.0,57.0,17.0,199,5.0,12.0,6.0,2.0,5.0,2.0,5.0,,,,1.0,1.0,,,9.0,22.0,1.0,1.0,2.0,23.0,99,2.0,4.0,,,4.0,4.0,11.0,,,2.0,10.0,14.0,4.0,3.0,,1.0,1.0,6.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,5.0,7.0,1.0,13.0,16.0,2.0,,2.0,,,,,,,5.0,6.0,2.0,2.0,,,1.0,10.0,47.0,1.0,0.7777777777777778,0.7777777777777778,1.0,1.0,,1.0,0.4090909090909091,0.5,0.36363636363636365,0.45652173913043476,0.5,0.36363636363636365,0.4791666666666667,0.5,0.4166666666666667,0.043478260869565216,0.2727272727272727,0.25,20.33898305084746,,0.2,0.20588235294117646,0.29411764705882354,0.23529411764705882,0.16666666666666666,0.2727272727272727,0.5,0.5217391304347826,0.4166666666666667,0.5555555555555556,0.8,0.21739130434782608,0.4,0.6666666666666666,0.21739130434782608,0.4,0.5,0.5,,,,,0.043478260869565216,1.0,1.0,1.0,,0.5454545454545454,,,0.5652173913043478,1.0,0.46674782608695653,0.4871,0.4678090909090909,,,,0.17391304347826086,0.43478260869565216,7.377272727272726,25.6,0.47,2.0,3.0,,2.0,3.0,0.04081632653061224,0.05454545454545454,,0.18181818181818182,0.1111111111111111,1.0,0.75,0.6666666666666666,2.0,1.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,0.16666666666666666,0.09090909090909091,,0.16666666666666666,,,0.3333333333333333,,,,,,,,,,,0.4,,,,,,0.2,1.0,,,,,,,True,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,8936.0,149,-13.0,266,262,50.0,66.0,38.0,528,10.0,13.0,1.0,,1.0,8.0,20.0,1.0,4.0,,1.0,7.0,,1.0,18.0,34.0,2.0,11.0,9.0,51.0,299,4.0,4.0,1.0,1.0,9.0,6.0,9.0,,1.0,1.0,13.0,14.0,22.0,6.0,,7.0,1.0,1.0,23.0,8.0,31.0,4.0,4.0,10.0,5.0,8.0,70.0,5.0,8.0,5.0,18.0,23.0,4.0,3.0,1.0,5.0,2.0,4.0,5.0,10.0,4.0,5.0,11.0,11.0,12.0,6.0,,,13.0,50.0,,0.3888888888888889,0.4666666666666667,1.0,0.18181818181818182,,0.18181818181818182,0.5294117647058824,1.0,0.6666666666666666,0.4666666666666667,0.8,0.6,0.5,0.75,0.5909090909090909,0.24444444444444444,0.029411764705882353,,20.0,0.5,0.4166666666666667,0.08695652173913043,0.14285714285714285,0.10236220472440945,,0.17647058823529413,0.2727272727272727,0.28888888888888886,0.7692307692307693,0.7692307692307693,0.5,0.022222222222222223,,,0.4444444444444444,0.4,0.4,0.25,0.08888888888888889,0.25,0.25,1.0,0.15555555555555556,0.14285714285714285,0.14285714285714285,1.0,,0.1,0.1,,0.5333333333333333,0.14285714285714285,0.48263,0.48640999999999995,0.41434,0.11764705882352941,0.15,,0.17647058823529413,0.2549019607843137,11.758823529411764,24.46363636363636,0.18796992481203006,3.0,3.0,6.0,4.0,5.0,0.036036036036036036,0.0364963503649635,0.02040816326530612,0.07142857142857142,0.08333333333333333,,0.6,1.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,,1.0,,2.0,1.0,1.0,2.0,,,,0.038461538461538464,0.03225806451612903,0.06451612903225806,,,,1.0,,,,1.0,,1.0,,,,,1.0,0.2,,,,,,,1.0,1.0,0.14285714285714285,,,,True,,
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,5232.0,87,21.0,147,150,17.0,23.0,19.0,297,6.0,9.0,1.0,2.0,11.0,2.0,9.0,,,,,1.0,,,10.0,29.0,,1.0,2.0,22.0,157,2.0,8.0,,2.0,6.0,2.0,4.0,,,,4.0,16.0,4.0,,,1.0,,3.0,7.0,2.0,9.0,2.0,,6.0,,1.0,20.0,2.0,11.0,1.0,14.0,17.0,,,,2.0,,,,2.0,,7.0,9.0,4.0,4.0,2.0,,,4.0,17.0,,0.8,1.0,,,,,0.3448275862068966,0.25,0.5,0.3333333333333333,0.25,0.5,0.34375,0.3333333333333333,0.5,0.03333333333333333,0.10344827586206896,0.2222222222222222,20.35928143712575,1.0,0.2,0.18333333333333332,0.08695652173913043,0.1566265060240964,0.21052631578947367,0.17391304347826086,0.08333333333333333,0.3,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.36666666666666664,0.18181818181818182,0.18181818181818182,0.3,0.2222222222222222,0.25,1.0,,,,,0.03333333333333333,,,,,0.25,,,0.3333333333333333,,0.44820166666666666,0.44961249999999997,0.41195000000000004,0.0625,0.06451612903225806,,0.2727272727272727,0.18181818181818182,8.906896551724136,26.9,0.11564625850340136,2.0,3.0,4.0,3.0,3.0,0.05084745762711865,0.04225352112676056,,0.16666666666666666,0.09090909090909091,1.0,0.375,0.6666666666666666,1.0,,,2.0,,,,1.0,,,,,2.0,2.0,,2.0,2.0,2.0,,,0.14285714285714285,0.041666666666666664,,,1.0,1.0,,,,,,,,,,,,,,,,,0.1111111111111111,,,1.0,,,,,True,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,4674.0,78,-33.0,142,137,41.0,69.0,25.0,279,10.0,18.0,3.0,2.0,5.0,4.0,11.0,,,,,1.0,,,16.0,34.0,,1.0,6.0,38.0,165,3.0,6.0,,2.0,8.0,6.0,10.0,,,2.0,14.0,26.0,6.0,,,1.0,,4.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,1.0,4.0,,5.0,16.0,3.0,1.0,2.0,2.0,,1.0,1.0,3.0,,5.0,9.0,8.0,9.0,4.0,,1.0,14.0,41.0,1.0,0.8125,1.0,,,,,0.47058823529411764,0.5,0.6,0.45714285714285713,0.5,0.6,0.48717948717948717,0.5,0.6363636363636364,0.02857142857142857,0.11764705882352941,0.16666666666666666,25.149700598802397,0.6666666666666666,,0.09302325581395349,0.05263157894736842,0.08064516129032258,0.15384615384615385,0.05555555555555555,,0.5142857142857142,0.5555555555555556,0.6666666666666666,0.7,0.14285714285714285,0.4,0.5,0.3142857142857143,0.36363636363636365,0.36363636363636365,1.0,,,,,0.02857142857142857,,,,,0.3,,,0.5428571428571428,,0.48911714285714286,0.5481166666666667,0.46701,0.10526315789473684,0.10810810810810811,,0.21052631578947367,0.3684210526315789,8.08235294117647,25.1,0.2887323943661972,3.0,6.0,6.0,8.0,11.0,0.12698412698412698,0.1375,0.14285714285714285,0.08333333333333333,0.07142857142857142,1.0,1.0,0.5,2.0,3.0,3.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,3.0,0.17647058823529413,0.09090909090909091,0.15384615384615385,0.18181818181818182,0.2,1.0,0.6666666666666666,,,,,,,,,,,0.2,,,,,,,,,,0.16666666666666666,,,,True,,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,6048.0,101,3.0,187,182,22.0,29.0,24.0,369,2.0,4.0,1.0,,,3.0,5.0,2.0,3.0,,6.0,13.0,1.0,2.0,5.0,9.0,8.0,16.0,5.0,39.0,191,,,,,,,1.0,1.0,2.0,,3.0,6.0,4.0,24.0,,13.0,6.0,,1.0,3.0,4.0,2.0,1.0,,1.0,,11.0,5.0,2.0,,7.0,8.0,3.0,2.0,1.0,1.0,,1.0,,1.0,,3.0,5.0,3.0,6.0,2.0,,,3.0,22.0,,0.6,0.6,1.0,0.5,0.5,0.5,0.5555555555555556,,,0.68,,0.5,0.6851851851851852,,0.5,0.64,,,13.20754716981132,1.0,,0.030303030303030304,0.20833333333333334,0.07777777777777778,0.045454545454545456,,0.2222222222222222,0.16,0.5,0.5,,,,,0.2,0.6,0.6,1.0,0.12,0.6666666666666666,0.6666666666666666,1.0,0.52,0.46153846153846156,0.5454545454545454,1.0,,0.3333333333333333,0.6666666666666666,0.5,0.8,0.46153846153846156,0.49628199999999995,,0.4987333333333333,0.07407407407407407,0.18181818181818182,,,0.07692307692307693,10.955555555555556,24.8125,0.11764705882352941,,,,1.0,1.0,0.013513513513513514,0.010526315789473684,0.029411764705882353,0.05,0.2,,,,,,,,,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,0.125,0.15384615384615385,True,,
201578,1610612755,Marreese Speights,Marreese Speights,201578,PHI,986.0,16,-3.0,33,32,12.0,1.0,3.0,65,1.0,5.0,2.0,,1.0,1.0,6.0,,,,,,,,2.0,12.0,,,,4.0,30,,1.0,,,,1.0,4.0,,,,2.0,4.0,,,,,,1.0,,,,,,,,,,,4.0,1.0,5.0,6.0,,,,,,,,,,3.0,3.0,,,,,,2.0,12.0,,1.0,1.0,,,,,0.16666666666666666,,0.25,0.16666666666666666,,0.25,0.16666666666666666,,0.25,,0.08333333333333333,0.2,33.333333333333336,,1.0,0.5,,0.3333333333333333,0.5,0.6666666666666666,,0.4166666666666667,0.2,0.25,1.0,0.08333333333333333,,,0.5,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,0.5,,,0.4166666666666667,,0.466875,0.6061,0.41275,,,,,0.5,9.775,,0.36363636363636365,,1.0,,1.0,1.0,0.0625,0.05263157894736842,0.125,,,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,
