EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FTDefRebounds,FG3APct,DefFTReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,SecondChancePointsPct,PenaltyPointsPct,AtRimFGA,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,AtRimFrequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,Assisted3sPct,SecondChanceFg3Pct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,on,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,LongMidRangeAssists,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,Travels,Charge Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Corner3Assists,AtRimAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Clear Path Fouls,Loose Ball Fouls,Technical Free Throw Trips,Corner3Frequency,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,FTOffRebounds,SelfOReb,BlockingFouls,Offensive Fouls,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,Corner3FGM,PenaltyCorner3FGM,ShortMidRangeAssists,BlockingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,Offensive Fouls Drawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,SecondChanceTurnovers,DefensiveGoaltends
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,204.0,3,-7.0,6,6,6,1.0,12,1.0,1.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,28.57142857142857,1.0,0.5,0.3333333333333333,1.0,1.0,0.381,0.381,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,77.0,1,-1.0,1,2,1,,3,,,2,,,,,,,,,,,1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,438.0,7,-7.0,14,15,14,3.0,29,1.0,1.0,18,1.0,,1.0,1.0,,,,,,,14,11.76470588235294,,,,,0.5,0.460025,0.460025,20.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,1610612753,Malik Allen,Malik Allen,2124,ORL,438.0,7,-7.0,14,15,14,3.0,29,1.0,1.0,18,1.0,,1.0,1.0,,,,,1.0,2.0,14,11.76470588235294,,,0.2,,1.0,0.3935,0.3935,14.9,1.0,8.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.25,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,1610612753,Gilbert Arenas,Gilbert Arenas,2240,ORL,438.0,7,-7.0,14,15,14,3.0,29,1.0,2.0,18,2.0,,,,,,,,,,14,23.52941176470588,,,,,0.25,0.4429875,0.4429875,10.35,1.0,8.0,2.0,2.0,2.0,2.0,2.0,,0.5,,0.5,0.5,0.75,24.95,,3.0,,,,3.0,,,,,,,3.0,,,0.375,,0.375,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5,0.5,0.375,0.375,0.25,0.5,0.5,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201947,1610612753,Earl Clark,Earl Clark,201947,ORL,361.0,6,-6.0,13,13,13,3.0,26,2.0,3.0,16,3.0,1.0,2.0,4.0,,,,,,,13,20.0,,0.3333333333333333,0.5,,0.6666666666666666,0.507,0.507,13.1,1.0,8.0,,,,,,,,,,,0.3333333333333333,,,2.0,,2.0,,2.0,1.0,,,,,,2.0,,,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.16666666666666666,0.5,0.25,0.2,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,234.0,4,,8,9,8,2.0,17,,,10,,,,,,,,,,,8,30.0,,,,,,0.5214,0.5214,,1.0,8.0,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,25.75,2.0,5.0,,3.0,2.0,5.0,,1.0,,2.0,1.0,,5.0,,1.0,0.8333333333333334,1.5,0.8333333333333334,,,0.6,1.0,,,1.0,1.0,1.0,1.0,,1.0,0.5,0.5,0.5,0.75,0.75,,0.5,0.5,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52425,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101138,1610612753,Brandon Bass,Brandon Bass,101138,ORL,8351.0,139,-19.0,250,261,82,25.0,511,26.0,38.0,250,8.0,10.0,13.0,25.0,4.0,2.0,7.0,1.0,2.0,7.0,82,18.085106382978726,0.5714285714285714,0.10204081632653061,0.10236220472440945,0.12962962962962962,0.6842105263157895,0.44527105263157896,0.45763750000000003,13.594736842105261,0.328,75.0,,,,,,,,,,,0.21052631578947367,,12.0,44.0,3.0,5.0,5.0,17.0,3.0,9.0,1.0,13.0,1.0,1.0,17.0,1.0,1.0,0.5,0.35714285714285715,0.85,0.10344827586206896,0.08333333333333333,0.11363636363636363,0.38636363636363635,8.0,4.0,,,,,,,,,,0.42105263157894735,0.75,0.21052631578947367,,,0.5,,,5.0,1.0,3.0,3.0,16.0,1.0,5.0,6.0,6.0,,1.0,2.0,1.0,5.0,5.0,7.0,12.0,3.0,1.0,4.0,,5.0,3.0,0.42105263157894735,0.2,0.75,0.2,0.08641975308641975,0.10869565217391304,0.09448818897637795,0.07317073170731707,0.11428571428571428,0.125,0.6,0.625,0.7142857142857143,0.6,0.3333333333333333,0.75,,,,,,,,,,,,0.5141,False,2.0,4.0,9.0,26.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,0.8125,0.8125,0.05263157894736842,0.125,0.25,0.2222222222222222,0.09090909090909091,0.03571428571428571,0.2,0.6,0.10526315789473684,0.5,0.6666666666666666,1.0,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.13953488372093023,0.13953488372093023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,7004.0,117,23.0,215,214,97,33.0,429,14.0,26.0,228,11.0,7.0,10.0,10.0,3.0,1.0,6.0,4.0,3.0,7.0,97,20.4,0.5,0.08333333333333333,0.10101010101010101,0.08163265306122448,0.34146341463414637,0.47892439024390243,0.4953738095238095,12.242307692307694,0.4511627906976744,75.0,13.0,8.0,15.0,10.0,13.0,,0.36585365853658536,,0.3170731707317073,0.38095238095238093,0.5365853658536586,25.38666666666667,9.0,40.0,,4.0,6.0,27.0,3.0,9.0,,12.0,1.0,,27.0,1.0,1.0,0.4111111111111111,0.4,0.5434782608695652,0.2,0.23076923076923078,0.1,0.675,7.0,3.0,1.0,1.0,1.0,1.0,,1.0,0.06666666666666667,0.1,0.06666666666666667,0.3780487804878049,0.5,0.17073170731707318,0.07692307692307693,0.07692307692307693,0.14285714285714285,0.125,0.07692307692307693,5.0,1.0,1.0,3.0,14.0,2.0,3.0,9.0,14.0,,3.0,6.0,2.0,15.0,,,,1.0,,1.0,1.0,1.0,,0.5384615384615384,0.6666666666666666,0.8181818181818182,0.4,,,,,,0.09090909090909091,,0.7142857142857143,0.7142857142857143,0.2,1.0,1.0,,1.0,,2.0,3.0,1.0,,1.0,0.2,,,0.52628,False,1.0,5.0,8.0,14.0,1.0,3.0,,1.0,2.0,3.0,,,,1.0,4.0,,,,,,0.5,0.5,0.038461538461538464,,0.2,,,0.08333333333333333,,0.6,0.12195121951219512,0.2,0.25,,0.5714285714285714,0.5714285714285714,0.5,0.09090909090909091,0.13793103448275862,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.04878048780487805,1.0,0.2,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,8764.0,146,32.0,262,260,93,44.0,522,,10.0,271,5.0,13.0,17.0,27.0,,,1.0,,6.0,16.0,93,10.86261980830671,,0.1368421052631579,0.13709677419354838,0.16,,0.53461,0.4877666666666667,2.05,0.3549618320610687,94.0,18.0,4.0,20.0,4.0,18.0,,0.6666666666666666,,0.6,0.4444444444444444,0.9666666666666667,25.260000000000005,6.0,28.0,2.0,6.0,2.0,2.0,4.0,8.0,2.0,6.0,1.0,,2.0,3.0,1.0,0.42424242424242425,0.42857142857142855,0.1,0.13793103448275862,0.14285714285714285,0.21428571428571427,0.07142857142857142,9.0,4.0,6.0,,6.0,,3.0,6.0,0.3,,0.3,0.36666666666666664,,0.3,0.3333333333333333,0.3333333333333333,0.4444444444444444,,0.3333333333333333,2.0,2.0,5.0,,2.0,2.0,5.0,,4.0,4.0,1.0,3.0,,7.0,2.0,7.0,10.0,5.0,2.0,1.0,,1.0,1.0,0.2,0.4,,0.3333333333333333,0.08235294117647059,0.04878048780487805,0.07142857142857142,0.07692307692307693,0.05714285714285714,0.09523809523809523,1.0,0.2222222222222222,0.2857142857142857,0.8333333333333334,0.4,,,1.0,,1.0,15.0,0.8333333333333334,,0.8333333333333334,0.16666666666666666,,,0.52726,False,,1.0,,,2.0,2.0,2.0,3.0,,1.0,,,2.0,,2.0,,,1.0,,,,,0.2,0.2222222222222222,,0.05714285714285714,,0.125,0.125,,0.03333333333333333,,,,,,,0.0625,0.16666666666666666,2.0,,,1.0,,,,,,2.0,,0.06666666666666667,,,,1.0,1.0,1.0,1.0,0.14285714285714285,0.125,0.05,,,,,,,,,,,,,,,,,,,,
