EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGM,PtsUnassisted3s,Clear Path Fouls,PenaltyArc3Accuracy,BadPassSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,BlockingFoulsDrawn,LongMidRangePctBlocked,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,on,Loose Ball Fouls Drawn,BlockedLongMidRange,OffensiveGoaltends,HeaveAttempts,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,HeaveMakes,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,5545.0,92,-21,156,156,20,12,29.0,312,6.0,11.0,5.0,7.0,11.0,19.0,3.0,6.0,20.0,36.0,18.0,58.0,185,8.0,11.0,5.0,21.0,2.0,3.0,4.0,8.0,22.0,18.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,5.0,7.0,1.0,2.0,9.0,2.0,13.0,13.0,26.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,6.0,12.0,1.0,2.0,16.0,21.0,3.0,11.0,1.0,3.0,1.0,2.0,3.0,2.0,8.0,20,1.0,0.55,0.6875,0.5555555555555556,0.7272727272727273,0.6666666666666666,0.5555555555555556,0.7272727272727273,0.6666666666666666,0.6444444444444445,0.8076923076923077,0.8,0.08333333333333333,0.09090909090909091,0.10526315789473684,26.17801047120419,0.3333333333333333,0.14285714285714285,0.2,0.1206896551724138,0.1,0.18518518518518517,0.16923076923076924,0.1411764705882353,0.29411764705882354,0.09090909090909091,0.15,0.2857142857142857,0.1,0.3076923076923077,0.18181818181818182,0.14285714285714285,0.07692307692307693,0.6666666666666666,0.3055555555555556,0.5454545454545454,0.6,0.3333333333333333,0.5277777777777778,0.5789473684210527,0.6470588235294118,0.6363636363636364,0.16666666666666666,0.5,0.5,0.6666666666666666,0.6363636363636364,0.7142857142857143,0.2,0.3055555555555556,0.43394444444444447,0.498275,0.36010000000000003,0.25,0.25,0.3620689655172414,0.13793103448275862,6.780555555555555,0.1282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,8215.0,137,-21,243,247,76,59,40.0,490,13.0,23.0,1.0,4.0,5.0,13.0,2.0,9.0,20.0,45.0,14.0,60.0,272,2.0,9.0,,7.0,5.0,9.0,3.0,16.0,22.0,18.0,2.0,2.0,10.0,1.0,11.0,1.0,,7.0,,23.0,3.0,6.0,,5.0,14.0,2.0,21.0,9.0,30.0,1.0,,4.0,,10.0,1.0,3.0,3.0,11.0,,2.0,17.0,19.0,3.0,11.0,,1.0,1.0,,1.0,1.0,16.0,76,,0.55,0.5789473684210527,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.42592592592592593,0.35,0.5909090909090909,0.4838709677419355,0.35,0.6153846153846154,0.044444444444444446,0.043478260869565216,0.07692307692307693,24.74226804123711,0.16666666666666666,,0.208955223880597,0.06976744186046512,0.14705882352941177,0.075,0.18811881188118812,0.07142857142857142,0.04,0.058823529411764705,0.0967741935483871,,0.25,0.10526315789473684,0.25,0.18181818181818182,0.034482758620689655,1.0,0.42592592592592593,0.5652173913043478,0.5909090909090909,0.6923076923076923,0.24074074074074073,0.38461538461538464,0.4166666666666667,0.2,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.5,0.4,0.25,,0.5925925925925926,0.45106481481481486,0.5079571428571429,0.44316818181818185,0.1774193548387097,0.20754716981132076,0.11666666666666667,0.26666666666666666,7.359999999999999,0.31275720164609055,3.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,2.0,6.0,8.0,1.0,3.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,0.2222222222222222,1.0,0.5,0.2222222222222222,0.16666666666666666,0.6,0.1111111111111111,0.08333333333333333,0.018518518518518517,1.0,1.0,1.0,0.14814814814814814,0.125,0.125,1.0,0.1,1.0,1.0,0.2727272727272727,1.0,0.09090909090909091,1.0,0.09090909090909091,0.125,25.53333333333333,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,1331.0,22,-20,40,44,24,32,4.0,84,,,,,,2.0,,2.0,,4.0,2.0,5.0,61,,,,,,3.0,,3.0,,,,1.0,1.0,,1.0,,,,1.0,2.0,,,,,,3.0,3.0,,3.0,,,,,,,,2.0,8.0,,,1.0,2.0,,1.0,,,,,,,3.0,24,,,,,,,0.21428571428571427,,0.25,0.3125,,0.25,0.25,,0.5,17.391304347826086,0.6,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,,,,0.2857142857142857,,,,,,,0.42857142857142855,0.4183285714285714,,0.4232666666666667,0.125,0.2,,0.6,14.625,0.6,,,,,,,1.0,3.0,,,3.0,1.0,3.0,,,1.0,3.0,,3.0,1.0,,1.0,1.0,,,,,,2.0,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.42857142857142855,,,,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,,,,0.5,0.3333333333333333,27.766666666666666,1.0,3.0,1.0,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,9954.0,166,-32,297,296,96,83,51.0,593,14.0,16.0,2.0,2.0,2.0,4.0,5.0,16.0,21.0,36.0,9.0,72.0,344,2.0,4.0,2.0,9.0,9.0,12.0,4.0,25.0,20.0,22.0,4.0,2.0,6.0,1.0,7.0,1.0,,4.0,,15.0,1.0,3.0,1.0,7.0,7.0,,14.0,5.0,19.0,1.0,1.0,3.0,,9.0,1.0,,4.0,10.0,,1.0,11.0,14.0,2.0,7.0,1.0,2.0,2.0,,2.0,1.0,25.0,96,1.0,0.47619047619047616,0.5263157894736842,0.5833333333333334,0.5,0.75,0.5163934426229508,0.7,0.5833333333333334,0.5373134328358209,0.75,0.625,0.05555555555555555,0.0625,,21.34831460674157,,0.07142857142857142,0.0945945945945946,0.029411764705882353,0.175,0.02,0.12280701754385964,0.02631578947368421,,0.07894736842105263,0.02564102564102564,,0.05555555555555555,,0.16666666666666666,0.19230769230769232,0.03333333333333333,0.5,0.26229508196721313,0.875,0.9333333333333333,0.42857142857142855,0.06557377049180328,0.5,0.5,,0.26229508196721313,0.3125,0.3333333333333333,0.8,0.4,1.0,,0.6721311475409836,0.496785,0.47117499999999995,0.4897441176470588,0.10606060606060606,0.17073170731707318,0.125,0.3472222222222222,9.441666666666668,0.32323232323232326,6.0,6.0,2.0,8.0,,1.0,5.0,17.0,1.0,1.0,5.0,7.0,25.0,1.0,1.0,1.0,6.0,21.0,17.0,5.0,2.0,6.0,1.0,6.0,4.0,,,,1.0,1.0,0.28,1.0,0.16666666666666666,0.28,0.4098360655737705,0.6666666666666666,,0.14285714285714285,0.13114754098360656,0.25,0.25,1.0,0.2786885245901639,0.29411764705882354,0.29411764705882354,1.0,0.2,1.0,1.0,0.3333333333333333,1.0,0.05555555555555555,,0.2777777777777778,0.29411764705882354,25.116,1.0,,,0.2,5.0,2.0,1.0,1.0,1.0,0.0625,,,,,True,,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,2145.0,36,-15,72,65,39,31,11.0,137,,,,,,,1.0,4.0,1.0,4.0,3.0,5.0,84,,,,,1.0,2.0,3.0,5.0,2.0,,,,4.0,,4.0,,,2.0,1.0,8.0,,,,2.0,1.0,,3.0,,3.0,,,,,2.0,1.0,1.0,2.0,2.0,,,4.0,4.0,,,2.0,,,,,,5.0,39,2.0,1.0,1.0,0.25,,0.5,0.25,,0.5,0.4166666666666667,,0.625,,,,9.75609756097561,,,0.1111111111111111,,0.3333333333333333,,0.2,,,,,,0.3333333333333333,,,0.2,,,,,,,,,,,1.0,0.25,0.25,1.0,,,,,0.38685,,0.38725,,,,1.0,18.375,0.5416666666666666,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201234,1610612747,Trey Johnson,Trey Johnson,201234,LAL,693.0,12,-8,21,22,12,12,4.0,43,,,,,,,1.0,4.0,1.0,4.0,1.0,3.0,23,1.0,1.0,,2.0,,2.0,,,2.0,,,,,1.0,1.0,,1.0,,,3.0,1.0,,,1.0,,2.0,3.0,1.0,4.0,,,,,,,,1.0,2.0,,,1.0,2.0,,1.0,,,,,,,,12,,1.0,1.0,0.25,1.0,,0.2,1.0,,0.25,1.0,,,,,24.0,0.6666666666666666,,,,0.25,0.16666666666666666,0.14285714285714285,0.07692307692307693,,,0.25,,,,,0.3333333333333333,,,,,,,,,,,0.8,0.25,0.25,1.0,,,,0.2,0.41600000000000004,,0.41713333333333336,0.16666666666666666,0.2,0.6666666666666666,,19.025,0.5714285714285714,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,0.2,,,,,,,,0.2,,,,,,,,,,,0.3333333333333333,,25.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2440,1610612747,Matt Barnes,Matt Barnes,2440,LAL,6704.0,112,-2,198,197,56,45,39.0,395,13.0,18.0,5.0,7.0,,2.0,,4.0,13.0,24.0,4.0,36.0,206,5.0,7.0,1.0,11.0,4.0,7.0,1.0,15.0,16.0,10.0,10.0,2.0,4.0,,4.0,,,3.0,,8.0,3.0,8.0,,4.0,11.0,2.0,17.0,11.0,28.0,1.0,,3.0,,6.0,,1.0,11.0,21.0,1.0,1.0,8.0,7.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,15.0,56,1.0,0.6153846153846154,1.0,0.5416666666666666,0.7142857142857143,0.5714285714285714,0.47058823529411764,0.7142857142857143,0.6363636363636364,0.4864864864864865,0.6875,0.625,0.08333333333333333,0.1111111111111111,,17.62295081967213,0.3333333333333333,,0.18333333333333332,0.1111111111111111,0.14285714285714285,0.08108108108108109,0.17045454545454544,0.10091743119266056,0.14285714285714285,0.1,0.06896551724137931,0.125,0.23076923076923078,0.1875,0.16129032258064516,0.15789473684210525,0.058823529411764705,1.0,0.5294117647058824,0.7222222222222222,0.8125,0.6153846153846154,0.058823529411764705,,,,0.11764705882352941,,,,1.0,0.7142857142857143,,0.8235294117647058,0.5274955882352942,0.6082599999999999,0.5149454545454545,0.08333333333333333,0.11538461538461539,0.3055555555555556,0.4166666666666667,5.154166666666668,0.2828282828282828,4.0,6.0,1.0,3.0,1.0,1.0,1.0,7.0,,,3.0,2.0,10.0,,,2.0,4.0,6.0,7.0,1.0,1.0,6.0,2.0,3.0,2.0,1.0,2.0,,1.0,1.0,0.2,,0.5,0.2,0.29411764705882354,0.5,0.09523809523809523,0.1111111111111111,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.20588235294117646,0.14285714285714285,0.14285714285714285,1.0,,,,0.5454545454545454,0.6666666666666666,0.09090909090909091,1.0,0.2727272727272727,0.14285714285714285,24.5,1.0,,,0.3333333333333333,4.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,2417.0,40,-15,74,69,24,17,9.0,143,1.0,2.0,,1.0,5.0,8.0,1.0,3.0,7.0,13.0,6.0,20.0,102,1.0,2.0,3.0,5.0,2.0,6.0,,4.0,4.0,10.0,,,3.0,1.0,4.0,1.0,,2.0,1.0,9.0,,1.0,,,1.0,,1.0,1.0,2.0,,1.0,2.0,1.0,3.0,,,,,,,6.0,9.0,1.0,4.0,,,,,,,4.0,24,,0.2857142857142857,0.2857142857142857,0.5384615384615384,0.5,0.3333333333333333,0.4117647058823529,0.5,0.2857142857142857,0.475,0.625,0.2857142857142857,,,,27.380952380952383,,,0.08333333333333333,0.05555555555555555,,,0.05,0.034482758620689655,,,,,,0.3333333333333333,,,,,0.11764705882352941,0.5,0.5,,0.47058823529411764,0.625,0.625,0.4,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.5,,,0.35294117647058826,0.41111764705882353,0.5425,0.3526285714285714,0.2,0.25,0.25,0.2,10.276923076923076,0.32432432432432434,1.0,1.0,,,,,,4.0,,,1.0,,4.0,,,,1.0,,4.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,0.23529411764705882,0.3333333333333333,0.125,,,,,,0.23529411764705882,,,,,,,0.14285714285714285,1.0,,,0.14285714285714285,,26.025000000000002,,,,,,,,,1.0,,2.0,,,,True,,,,,,,,,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,4982.0,83,-7,155,153,70,61,24.0,308,7.0,11.0,2.0,5.0,3.0,14.0,1.0,1.0,11.0,26.0,11.0,36.0,184,3.0,7.0,4.0,10.0,6.0,13.0,3.0,15.0,10.0,12.0,4.0,2.0,7.0,5.0,12.0,4.0,1.0,4.0,2.0,29.0,2.0,7.0,3.0,5.0,3.0,2.0,10.0,12.0,22.0,2.0,,2.0,1.0,6.0,,5.0,5.0,9.0,,1.0,9.0,12.0,2.0,7.0,,1.0,1.0,,1.0,1.0,15.0,70,,0.45454545454545453,0.5555555555555556,0.4230769230769231,0.42857142857142855,0.46153846153846156,0.46296296296296297,0.42857142857142855,0.46153846153846156,0.5625,0.5555555555555556,0.5357142857142857,0.07692307692307693,,0.14285714285714285,21.11111111111111,0.2222222222222222,0.375,0.0967741935483871,0.14583333333333334,0.25,0.09523809523809523,0.1568627450980392,0.13043478260869565,0.3333333333333333,0.07692307692307693,0.1111111111111111,,,0.125,0.15384615384615385,0.23076923076923078,0.15384615384615385,1.0,0.4074074074074074,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.5185185185185185,0.21428571428571427,0.25,0.3333333333333333,0.037037037037037035,1.0,1.0,,0.7142857142857143,0.4,,0.4444444444444444,0.45336666666666675,0.5334857142857142,0.43843846153846155,0.21875,0.22580645161290322,0.2777777777777778,0.4166666666666667,5.534615384615384,0.45161290322580644,4.0,6.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,3.0,,,1.0,1.0,,4.0,2.0,1.0,,,1.0,1.0,1.0,,,1.0,0.037037037037037035,0.6666666666666666,0.08695652173913043,0.2857142857142857,0.037037037037037035,1.0,1.0,1.0,,,,,,,,0.46153846153846156,0.6666666666666666,,,,,22.3,,,,,1.0,2.0,,,1.0,,,1.0,,,True,,,,,,,,,,,,,,,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,6932.0,116,-9,200,203,39,40,38.0,403,,1.0,,,,1.0,1.0,3.0,1.0,5.0,,17.0,227,,1.0,,,,,,6.0,,2.0,,,12.0,5.0,17.0,2.0,3.0,6.0,3.0,39.0,,1.0,,5.0,8.0,,13.0,1.0,14.0,,1.0,1.0,,3.0,,,2.0,6.0,,,1.0,,,,,,,,,,6.0,39,,,,0.2,,,0.425,,0.5,0.425,,0.5,,,,9.34959349593496,,,0.12903225806451613,0.014492753623188406,0.16666666666666666,,0.14130434782608695,0.009259259259259259,0.043478260869565216,,,,0.13333333333333333,0.11764705882352941,0.13333333333333333,0.05555555555555555,,,0.05,,,,0.05,,,,0.15,0.3333333333333333,0.3333333333333333,,,,,0.8,0.46674000000000004,0.4314,0.4132,,,,0.35294117647058826,14.280000000000001,0.195,,,1.0,3.0,1.0,1.0,4.0,12.0,,1.0,5.0,5.0,15.0,,1.0,2.0,6.0,12.0,12.0,4.0,3.0,4.0,2.0,2.0,2.0,,1.0,,1.0,0.8,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.75,0.6666666666666666,,0.3333333333333333,0.15,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.3333333333333333,0.75,0.5,,,,,0.16666666666666666,1.0,0.8333333333333334,0.3333333333333333,24.666666666666668,1.0,3.0,,0.2,2.0,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,
