EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,DefPoss,PenaltyDefPoss,TotalPoss,on,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsPutbacks,SelfOReb,Travels,BlockingFouls,Charge Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,FTDefRebounds,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,Charge Fouls,BlockingFoulsDrawn,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,Loose Ball Fouls Drawn,3SecondViolations
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,18.0,1,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201988,1610612757,Patty Mills,Patty Mills,201988,POR,18.0,1,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202356,1610612757,Armon Johnson,Armon Johnson,202356,POR,18.0,1,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202419,1610612757,Chris Johnson,Chris Johnson,202419,POR,18.0,1,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,1610612757,Earl Barron,Earl Barron,2853,POR,18.0,1,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612757,Andre Miller,Andre Miller,1889,POR,11613.0,335,95,667,False,194.0,-26.0,332.0,64.0,31.0,15.0,21.0,1.0,2.0,4.0,6.0,15.0,8.0,21.0,1.0,4.0,9.0,1.0,2.0,1.0,2.0,29.0,57.0,4.0,10.0,19.0,89.0,374.0,1.0,3.0,1.0,2.0,2.0,7.0,5.0,13.0,1.0,2.0,8.0,21.0,12.0,46.0,12.0,9.0,4.0,3.0,26.0,7.0,33.0,4.0,3.0,19.0,2.0,5.0,73.0,1.0,4.0,4.0,10.0,14.0,5.0,19.0,2.0,1.0,1.0,9.0,2.0,8.0,4.0,1.0,1.0,13.0,1.0,4.0,6.0,17.0,1.0,18.0,1.0,24.0,1.0,3.0,8.0,3.0,21.0,64.0,2.0,3.0,0.20689655172413793,0.20689655172413793,1.0,0.4,0.5,0.5,0.4,0.5087719298245614,0.3333333333333333,0.38461538461538464,0.5223880597014925,0.5,0.43333333333333335,0.564935064935065,0.5833333333333334,0.5,0.14925373134328357,0.05263157894736842,0.047619047619047616,0.13333333333333333,24.390243902439025,0.6923076923076923,0.08695652173913043,0.034482758620689655,0.09523809523809523,0.029411764705882353,0.08917197452229299,0.03333333333333333,0.03333333333333333,0.06521739130434782,0.041666666666666664,0.14285714285714285,0.024390243902439025,0.10869565217391304,0.09090909090909091,0.1111111111111111,0.31343283582089554,0.7142857142857143,0.75,0.2,0.22388059701492538,0.4,0.46153846153846156,0.3333333333333333,0.31343283582089554,0.38095238095238093,0.38095238095238093,0.125,0.014925373134328358,0.13432835820895522,0.4444444444444444,0.4444444444444444,1.0,0.2,0.4,0.5,1.0,0.26666666666666666,0.5,0.13333333333333333,0.5,0.4626865671641791,0.4444444444444444,0.49061212121212133,0.50635,0.49569285714285716,0.10810810810810811,0.125,0.07865168539325842,0.23595505617977527,8.782456140350877,25.45,0.1927710843373494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,15481.0,445,118,895,False,258.0,-51.0,450.0,116.0,49.0,20.0,29.0,9.0,5.0,8.0,18.0,46.0,15.0,40.0,,,,,,,,53.0,115.0,,,19.0,125.0,524.0,5.0,11.0,,,2.0,12.0,10.0,26.0,,,4.0,24.0,64.0,42.0,,,,4.0,6.0,2.0,8.0,2.0,,5.0,,1.0,18.0,5.0,11.0,11.0,18.0,29.0,16.0,45.0,8.0,6.0,2.0,4.0,1.0,1.0,5.0,3.0,3.0,9.0,2.0,4.0,9.0,19.0,,29.0,3.0,24.0,,,10.0,2.0,24.0,116.0,2.0,2.0,0.6037735849056604,0.6666666666666666,,,,,,0.4608695652173913,0.45454545454545453,0.38461538461538464,0.4608695652173913,0.45454545454545453,0.38461538461538464,0.4921259842519685,0.42857142857142855,0.41379310344827586,,0.034782608695652174,0.10344827586206896,0.021739130434782608,26.877470355731226,0.4444444444444444,0.1323529411764706,0.0718954248366013,0.18333333333333332,0.08620689655172414,0.14795918367346939,0.07582938388625593,0.17073170731707318,0.05263157894736842,0.05,0.1388888888888889,0.1,0.16,0.1875,0.16666666666666666,0.25217391304347825,0.6896551724137931,0.7692307692307693,0.65,0.4,0.391304347826087,0.4,0.5,0.34782608695652173,0.375,0.375,0.6666666666666666,,,,,,0.8181818181818182,,,,0.3076923076923077,0.625,,,0.25217391304347825,,0.4538313043478261,0.5783375,0.4708961538461539,0.08,0.08,0.096,0.192,9.959999999999999,,0.2577777777777778,5.0,10.0,4.0,1.0,1.0,1.0,10.0,7.0,3.0,10.0,6.0,1.0,1.0,0.01818181818181818,0.16666666666666666,0.06896551724137931,0.6,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,8264.0,240,85,486,False,138.0,-24.0,246.0,78.0,26.0,5.0,5.0,1.0,1.0,1.0,6.0,13.0,7.0,12.0,3.0,4.0,11.0,1.0,1.0,3.0,7.0,18.0,30.0,4.0,14.0,8.0,56.0,283.0,2.0,4.0,1.0,1.0,,7.0,5.0,6.0,3.0,7.0,6.0,25.0,6.0,30.0,6.0,10.0,4.0,2.0,11.0,6.0,17.0,6.0,,6.0,3.0,2.0,40.0,1.0,1.0,,10.0,11.0,2.0,13.0,1.0,1.0,,3.0,,1.0,1.0,1.0,2.0,4.0,,4.0,7.0,13.0,,14.0,2.0,13.0,1.0,,3.0,4.0,25.0,78.0,2.0,2.0,0.16666666666666666,0.16666666666666666,0.5,0.2857142857142857,1.0,0.42857142857142855,0.3076923076923077,0.6,0.5,0.8333333333333334,0.5454545454545454,0.7,0.7307692307692307,0.56,0.7,0.78125,0.3181818181818182,0.06666666666666667,,0.15384615384615385,19.06474820143885,0.75,0.1388888888888889,0.01282051282051282,,0.022727272727272728,0.09009009009009009,0.01639344262295082,,0.034482758620689655,0.03571428571428571,0.16666666666666666,0.125,0.125,,,0.11363636363636363,1.0,1.0,0.2,0.29545454545454547,0.46153846153846156,0.5454545454545454,,0.2727272727272727,0.5833333333333334,0.5833333333333334,0.2857142857142857,0.06818181818181818,0.25,0.36363636363636365,0.4,0.5,0.2,0.2,1.0,1.0,0.07692307692307693,1.0,0.5384615384615384,0.42857142857142855,0.4318181818181818,0.4,0.451906976744186,0.5432,0.4357,0.08695652173913043,0.09375,0.125,0.44642857142857145,11.540000000000001,25.871428571428574,0.3170731707317073,1.0,,,,1.0,,,,,,,,,,,,,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.09090909090909091,0.16666666666666666,0.07142857142857142,,,,,,,,,,,,,,,,,,
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,4851.0,139,37,281,False,81.0,1.0,142.0,52.0,16.0,1.0,4.0,,,1.0,,2.0,,2.0,1.0,3.0,9.0,,1.0,,1.0,1.0,8.0,3.0,10.0,6.0,17.0,153.0,,,,1.0,,,,1.0,,2.0,2.0,2.0,2.0,,6.0,9.0,3.0,,3.0,2.0,5.0,1.0,1.0,2.0,,1.0,12.0,1.0,1.0,6.0,4.0,10.0,2.0,12.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,,1.0,5.0,7.0,,4.0,,9.0,1.0,2.0,3.0,1.0,2.0,52.0,,1.0,1.0,1.0,0.6666666666666666,0.3,,,0.3,0.125,,,0.3055555555555556,,,0.40476190476190477,,0.25,0.5555555555555556,,,,14.19753086419753,0.5,0.08888888888888889,0.022222222222222223,0.25,0.045454545454545456,0.14492753623188406,0.029850746268656716,,0.058823529411764705,0.06666666666666667,0.13333333333333333,0.058823529411764705,0.07692307692307693,0.125,0.5,0.2222222222222222,0.25,0.25,1.0,0.1111111111111111,,,,0.1111111111111111,,,,0.05555555555555555,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,,1.0,,,0.3333333333333333,,0.3333333333333333,,0.7777777777777778,0.3333333333333333,0.49617500000000003,0.5475,0.42536666666666667,0.15,0.3,,0.11764705882352941,7.0625,25.02,0.36619718309859156,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,,3.0,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,9035.0,266,100,530,False,151.0,-28.0,264.0,87.0,27.0,6.0,10.0,1.0,,,4.0,6.0,2.0,4.0,10.0,5.0,16.0,,1.0,1.0,6.0,12.0,20.0,7.0,26.0,3.0,48.0,312.0,2.0,2.0,1.0,2.0,,7.0,1.0,3.0,2.0,12.0,2.0,10.0,8.0,16.0,18.0,14.0,5.0,3.0,7.0,1.0,8.0,1.0,,4.0,2.0,1.0,17.0,,1.0,3.0,5.0,9.0,1.0,10.0,5.0,4.0,1.0,3.0,,2.0,4.0,2.0,1.0,7.0,1.0,1.0,5.0,14.0,1.0,7.0,1.0,4.0,,,2.0,,10.0,87.0,4.0,,0.3333333333333333,0.36363636363636365,0.8571428571428571,0.2692307692307692,0.5,0.16666666666666666,0.2916666666666667,0.6,1.0,0.3333333333333333,0.4891304347826087,0.875,0.26666666666666666,0.5,0.875,0.3125,0.5652173913043478,0.15,0.3,,18.64406779661017,0.42857142857142855,0.058823529411764705,0.013513513513513514,0.07692307692307693,,0.06451612903225806,0.008771929824561403,,0.045454545454545456,,,0.08571428571428572,0.07692307692307693,0.09375,,0.21739130434782608,0.6,0.8571428571428571,0.5,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.25,0.08695652173913043,0.5,0.5,,0.21739130434782608,0.34782608695652173,0.3125,0.3125,0.8,0.25,0.25,,,,,0.4,0.16666666666666666,0.782608695652174,0.35714285714285715,0.5198056818181818,0.5626,0.4879115384615385,0.041666666666666664,0.09090909090909091,0.14583333333333334,0.20833333333333334,6.859999999999999,27.01153846153846,0.32954545454545453,1.0,2.0,,,2.0,,5.0,2.0,3.0,5.0,2.0,,,,,,0.4,1.0,3.0,2.0,,1.0,,,,,,0.14285714285714285,,6.0,1.0,,0.4,2.0,1.0,1.0,1.0,0.2,0.2,1.0,0.25,1.0,1.0,0.16666666666666666,,,
