EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,OffRebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,DefTwoPtRebounds,FTDefRebounds,Travels,Blocked2s,BlockedAtRim,Blocks,DefFTReboundPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceCorner3FGA,Fg3aBlocked,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefAtRimReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceFtPoints,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,RecoveredBlocks,DefensiveGoaltends,OffTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,PtsPutbacks,FTOffRebounds,SelfOReb,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,HeaveAttempts,Offensive Fouls Drawn,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedShortMidRange,on,Defensive 3 Seconds Violations,BlockedLongMidRange,Clear Path Fouls,SecondChanceTurnovers,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3SecondViolations
101109,1610612743,Raymond Felton,Raymond Felton,101109,DEN,4051.0,68,-27.0,128,131,64,55,13.0,259,3.0,7.0,1.0,1.0,5.0,1.0,3.0,1.0,6.0,2.0,1.0,3.0,7.0,1.0,2.0,6.0,5.0,16,3.0,9.0,8.0,27.0,166,1.0,2.0,1.0,2.0,1.0,9.0,2.0,7.0,4.0,12.0,4.0,6.0,6.0,3.0,7.0,3.0,4.0,4.0,8.0,2.0,2.0,2.0,2.0,20.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,8.0,2.0,11.0,1.0,3.0,3.0,8.0,60,1.0,0.4,0.4,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.3125,0.5,0.1111111111111111,0.38,0.3333333333333333,0.25,0.45,0.3333333333333333,0.3157894736842105,0.36,23.23943661971831,0.3333333333333333,0.045454545454545456,0.016666666666666666,0.0625,0.28,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.12,0.3333333333333333,0.3333333333333333,1.0,0.24,0.16666666666666666,0.16666666666666666,0.08,0.28,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3125,0.2,0.0625,0.375,0.3333333333333333,0.64,0.42857142857142855,0.47636400000000007,0.45415,0.47305,0.1111111111111111,0.16666666666666666,0.07407407407407407,0.4444444444444444,9.1875,24.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1733,1610612743,Al Harrington,Al Harrington,1733,DEN,1598.0,27,,51,49,28,16,8.0,100,,1.0,,,1.0,,1.0,,,2.0,1.0,1.0,2.0,,,,,2,3.0,4.0,,9.0,64,,,,,,2.0,1.0,1.0,,3.0,,,9.0,,2.0,1.0,2.0,2.0,4.0,2.0,,1.0,,10.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,3.0,28,,,,1.0,0.75,1.0,0.75,,,,0.75,,0.5,0.75,,0.5,0.6666666666666666,11.666666666666668,1.0,0.3333333333333333,0.09090909090909091,0.5,0.16666666666666666,,,,0.16666666666666666,,,,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,,,0.3333333333333333,,0.3333333333333333,,,0.8333333333333334,0.5,0.5685,,0.5451,,,,0.3333333333333333,2.65,23.55,0.5490196078431373,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.125,0.041666666666666664,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,2407.0,40,3.0,75,76,28,18,5.0,151,1.0,1.0,,1.0,1.0,1.0,1.0,,4.0,2.0,2.0,1.0,3.0,1.0,,2.0,2.0,6,1.0,5.0,4.0,11.0,80,,,1.0,,1.0,1.0,,4.0,2.0,4.0,4.0,,3.0,,3.0,1.0,,1.0,1.0,1.0,,,,3.0,3.0,9.0,9.0,,,,,1.0,1.0,2.0,2.0,,2.0,1.0,4.0,,1.0,1.0,4.0,28,,1.0,1.0,1.0,0.2,,0.2,0.3333333333333333,,1.0,0.3181818181818182,,0.2,0.4230769230769231,,0.3333333333333333,0.45454545454545453,17.72151898734177,,0.23076923076923078,0.18181818181818182,0.2727272727272727,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,0.36363636363636365,,,0.18181818181818182,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,1.0,0.2,1.0,0.4,0.4,,0.5454545454545454,0.3333333333333333,0.49955,0.57465,0.5777100000000001,0.08333333333333333,0.14285714285714285,,0.36363636363636365,12.666666666666666,23.94,0.37333333333333335,,,,,,,,,,,,,,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16129032258064516,0.3076923076923077,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201568,1610612743,Danilo Gallinari,Danilo Gallinari,201568,DEN,8860.0,148,-5.0,284,286,99,70,24.0,570,5.0,13.0,1.0,3.0,6.0,,4.0,7.0,12.0,3.0,1.0,7.0,12.0,,2.0,3.0,12.0,29,7.0,15.0,15.0,60.0,308,,1.0,1.0,,6.0,15.0,2.0,4.0,4.0,22.0,6.0,18.0,21.0,,12.0,7.0,9.0,1.0,10.0,1.0,,4.0,3.0,21.0,2.0,16.0,17.0,4.0,,4.0,,3.0,7.0,7.0,17.0,,17.0,,21.0,,7.0,2.0,22.0,95,2.0,0.25,0.25,1.0,0.4666666666666667,0.5,0.4666666666666667,0.41379310344827586,,0.4,0.5113636363636364,,0.47368421052631576,0.5555555555555556,,0.5,0.3409090909090909,19.614147909967848,0.5714285714285714,0.047619047619047616,0.09027777777777778,0.06666666666666667,0.29545454545454547,0.38461538461538464,0.625,0.4,0.09090909090909091,,,,0.2727272727272727,0.5833333333333334,0.5833333333333334,0.06818181818181818,0.2727272727272727,0.5833333333333334,0.6363636363636364,1.0,0.5,,0.3157894736842105,0.5,0.05263157894736842,0.15789473684210525,0.6666666666666666,0.6363636363636364,0.5833333333333334,0.5076034090909091,0.633,0.49818421052631573,0.15384615384615385,0.19444444444444445,,0.36666666666666664,10.06896551724138,24.560000000000002,0.3485915492957746,,,6.0,2.0,1.0,1.0,0.20689655172413793,0.25,0.03571428571428571,0.008,0.1111111111111111,,,,,11.0,3.0,,,,,0.6,0.10784313725490197,0.029411764705882353,0.15217391304347827,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.06666666666666667,0.38461538461538464,0.08333333333333333,0.13636363636363635,0.14285714285714285,0.5,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,6597.0,110,-9.0,213,216,66,51,14.0,429,5.0,7.0,2.0,3.0,4.0,5.0,11.0,7.0,15.0,,,,,,,,17.0,33,,,7.0,41.0,223,1.0,2.0,,3.0,6.0,10.0,,,5.0,17.0,28.0,6.0,,,,,8.0,,8.0,,,6.0,1.0,16.0,6.0,25.0,28.0,2.0,1.0,2.0,2.0,4.0,6.0,8.0,12.0,,6.0,,12.0,,5.0,1.0,17.0,62,1.0,0.8235294117647058,0.8235294117647058,,,,,0.5151515151515151,0.5,0.6,0.5151515151515151,0.5,0.6,0.5256410256410257,0.5,0.6071428571428571,,19.650655021834062,0.3333333333333333,0.1935483870967742,0.22727272727272727,0.08695652173913043,0.21212121212121213,0.7142857142857143,0.8333333333333334,0.8,0.3333333333333333,0.45454545454545453,0.45454545454545453,0.6,0.45454545454545453,0.4666666666666667,0.4666666666666667,,,,,,1.0,,0.4,0.75,,,,0.21212121212121213,,0.45370303030303033,0.6693,0.47864000000000007,0.13157894736842105,0.13157894736842105,0.07317073170731707,0.4146341463414634,10.49090909090909,,0.30985915492957744,,,1.0,1.0,1.0,3.0,0.030303030303030304,,0.05555555555555555,0.03333333333333333,,,,,,19.0,,,1.0,1.0,1.0,,0.24050632911392406,0.19230769230769232,0.275,,,1.0,1.0,,,,1.0,,,1.0,,0.14285714285714285,,0.23076923076923078,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.027777777777777776,0.07142857142857142,0.0625,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,6987.0,116,-13.0,224,230,70,42,18.0,454,14.0,23.0,3.0,3.0,4.0,2.0,5.0,3.0,8.0,,,,,,,,19.0,36,,,20.0,58.0,245,4.0,6.0,,14.0,5.0,7.0,,,8.0,18.0,26.0,12.0,,,,,5.0,2.0,7.0,2.0,,4.0,1.0,16.0,7.0,26.0,37.0,4.0,1.0,3.0,2.0,1.0,4.0,9.0,14.0,,24.0,2.0,37.0,3.0,16.0,4.0,18.0,66,2.0,0.6842105263157895,0.7647058823529411,,,,,0.5277777777777778,0.6666666666666666,0.7142857142857143,0.5277777777777778,0.6666666666666666,0.7142857142857143,0.5471698113207547,0.6363636363636364,0.5625,,23.456790123456788,0.75,0.20588235294117646,0.2066115702479339,0.17391304347826086,0.6388888888888888,0.6086956521739131,0.7777777777777778,0.7857142857142857,0.1388888888888889,0.4,0.4,,0.2222222222222222,0.375,0.375,,,,,,0.5,,0.5714285714285714,0.75,,,,0.6388888888888888,,0.5310888888888888,0.5446799999999999,0.5397571428571429,0.32653061224489793,0.32653061224489793,0.2413793103448276,0.3103448275862069,5.752777777777777,,0.3125,,,5.0,,1.0,11.0,0.1388888888888889,,0.047619047619047616,0.09900990099009901,,,,,,18.0,1.0,,2.0,2.0,2.0,0.3333333333333333,0.20689655172413793,0.1935483870967742,0.21052631578947367,,,3.0,,1.0,1.0,2.0,,,,3.0,,0.21739130434782608,,0.2222222222222222,0.6666666666666666,,,2.0,6.0,9.0,1.0,3.0,1.0,,0.1125,0.15151515151515152,0.058823529411764705,0.2727272727272727,0.5,0.6666666666666666,4.0,1.0,2.0,0.09090909090909091,0.06666666666666667,0.09375,0.16666666666666666,0.5,,,,,,,,,,,True,,,,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,6953.0,116,18.0,223,223,78,50,18.0,446,9.0,16.0,2.0,2.0,4.0,2.0,4.0,,5.0,1.0,,1.0,5.0,,1.0,3.0,11.0,25,2.0,6.0,12.0,40.0,220,3.0,3.0,,6.0,3.0,6.0,1.0,3.0,7.0,16.0,2.0,20.0,6.0,,4.0,1.0,7.0,8.0,15.0,6.0,2.0,2.0,5.0,38.0,3.0,8.0,10.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,8.0,,9.0,1.0,12.0,,3.0,2.0,14.0,74,,0.09090909090909091,0.09090909090909091,1.0,0.3333333333333333,0.3333333333333333,0.4,0.44,1.0,0.5,0.45161290322580644,1.0,0.5,0.5277777777777778,1.0,0.625,0.1935483870967742,16.39344262295082,0.75,0.08823529411764706,0.06837606837606838,0.13043478260869565,0.5161290322580645,0.5625,0.6923076923076923,0.1111111111111111,0.12903225806451613,0.5,0.6666666666666666,,0.16129032258064516,,,0.03225806451612903,0.16129032258064516,0.2,0.2,1.0,0.6666666666666666,,0.4444444444444444,0.5,,0.3333333333333333,0.3333333333333333,0.7096774193548387,0.25,0.5308400000000001,0.6406499999999999,0.49645625000000004,0.08823529411764706,0.10714285714285714,0.15,0.4,6.384000000000001,28.53333333333333,0.34977578475336324,1.0,,5.0,,,2.0,0.2,0.25,,0.019801980198019802,,1.0,1.0,1.0,,5.0,,,,,,,0.060240963855421686,0.0967741935483871,0.05555555555555555,,,1.0,,1.0,2.0,,,,,1.0,,0.1875,,,,,,2.0,,2.0,1.0,,,,0.02531645569620253,,,,,1.0,,,,,0.0625,0.03225806451612903,,0.5,1.0,1.0,2.0,0.2,,,,,,,True,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,1865.0,31,-8.0,59,58,22,9,7.0,117,3.0,4.0,,,,,1.0,1.0,7.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,12,3.0,5.0,3.0,20.0,74,,2.0,2.0,3.0,,2.0,3.0,4.0,1.0,10.0,4.0,4.0,9.0,,3.0,2.0,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,1.0,2.0,,,1.0,,3.0,4.0,2.0,3.0,,4.0,,4.0,2.0,3.0,,10.0,22,,0.5,0.5,1.0,0.6,0.75,0.6,0.3333333333333333,,,0.5,0.375,0.75,0.5555555555555556,0.375,0.7142857142857143,0.29411764705882354,32.83582089552239,0.25,0.14285714285714285,0.043478260869565216,,0.23529411764705882,0.75,1.0,0.6666666666666666,0.058823529411764705,,,,0.4117647058823529,0.14285714285714285,0.14285714285714285,0.11764705882352941,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,,0.25,,,0.16666666666666666,0.5,0.6666666666666666,0.5294117647058824,0.6666666666666666,0.4728764705882353,0.4829,0.4684916666666667,0.16666666666666666,0.23076923076923078,0.15,0.5,11.258333333333333,24.979999999999997,0.3728813559322034,1.0,1.0,1.0,,,1.0,0.08333333333333333,,,0.038461538461538464,,0.5,0.5,1.0,1.0,,,,,,,,,,,1.0,,,2.0,1.0,1.0,,1.0,,,,,0.25,,,,0.25,,,,1.0,1.0,,,,0.05,,,0.5,,,,,,,,0.1,,,,,,,1.0,1.0,0.5,1.0,1.0,,True,,,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,1473.0,25,6.0,47,44,16,16,5.0,91,,1.0,,,1.0,,,3.0,3.0,,,,,,,,3.0,4,,,3.0,9.0,53,,,,1.0,,1.0,,,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,2.0,4.0,2.0,,,,1.0,1.0,2.0,2.0,,4.0,,6.0,,2.0,1.0,1.0,16,,0.6666666666666666,0.6666666666666666,,,,,0.75,,,0.75,,,0.6428571428571429,0.5,0.25,,14.814814814814813,,,0.10526315789473684,,0.25,,,,,,,,0.75,1.0,1.0,,,,,,,,1.0,,,,,0.25,,0.43605000000000005,,0.4029,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,14.099999999999998,,0.3404255319148936,,,1.0,,1.0,2.0,0.25,,0.2,0.1111111111111111,0.2,,,,,2.0,,,3.0,2.0,3.0,,0.16666666666666666,,0.14285714285714285,,,2.0,,,1.0,,,,,1.0,,1.0,,0.3333333333333333,0.6666666666666666,,,,1.0,1.0,1.0,1.0,1.0,,0.07692307692307693,,,,0.3333333333333333,,,,,,0.16666666666666666,,,,,1.0,,,,,,,,1.0,True,,,,,,,,,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,3249.0,54,6.0,108,109,16,15,8.0,217,2.0,5.0,,,,2.0,4.0,3.0,4.0,2.0,2.0,2.0,6.0,,,,7.0,13,3.0,8.0,3.0,26.0,103,,,,,1.0,1.0,1.0,2.0,1.0,6.0,4.0,10.0,9.0,,6.0,2.0,5.0,2.0,7.0,1.0,1.0,2.0,2.0,16.0,1.0,6.0,6.0,,,2.0,2.0,1.0,3.0,3.0,4.0,,1.0,1.0,3.0,,1.0,,6.0,16,,0.2857142857142857,0.2857142857142857,1.0,0.375,0.5,0.375,0.5384615384615384,,1.0,0.5476190476190477,,0.8333333333333334,0.5681818181818182,,0.8333333333333334,0.38095238095238093,21.186440677966104,0.6666666666666666,0.07142857142857142,0.10344827586206896,,0.23809523809523808,0.4,0.6666666666666666,,0.19047619047619047,0.5,0.6666666666666666,,0.19047619047619047,0.75,1.0,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,,,,,0.6666666666666666,,,0.6190476190476191,0.3333333333333333,0.4868380952380952,,0.4937,0.045454545454545456,0.07142857142857142,,0.23076923076923078,9.36923076923077,24.3625,0.14814814814814814,1.0,1.0,4.0,1.0,,,0.3076923076923077,0.25,,,,0.5,0.5,1.0,0.5,5.0,,,,,,,0.11363636363636363,0.07142857142857142,0.17391304347826086,,,,,,1.0,,,1.0,,,,0.4,,,0.6666666666666666,,,,,,,,,,,,,0.2,,,,,,,,,,,,,1.0,0.25,,,,,,,True,,,,,,,,,,,
