EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsPutbacks,HeaveAttempts,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,LostBallSteals,BlockingFoulsDrawn,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockingFouls,Charge Fouls Drawn,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,on,Charge Fouls,LongMidRangePctBlocked,Arc3PctBlocked,BlockedCorner3,3SecondViolations
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,13129.0,219,48.0,388,399,87,99,42.0,787,14.0,20.0,1.0,2.0,5.0,13.0,30.0,17.0,29.0,9.0,13.0,1.0,2.0,2.0,2.0,44.0,79.0,9.0,13.0,52.0,167.0,459.0,1.0,4.0,1.0,2.0,5.0,10.0,9.0,19.0,2.0,2.0,19.0,43.0,52.0,36.0,27.0,13.0,9.0,5.0,7.0,7.0,14.0,5.0,2.0,5.0,1.0,1.0,35.0,1.0,2.0,11.0,25.0,2.0,38,3.0,41,2.0,2.0,2.0,8.0,1.0,4.0,5.0,4.0,1.0,13.0,3.0,8.0,11.0,1.0,2.0,43.0,2.0,1.0,58.0,2.0,6.0,19.0,8.0,5.0,4.0,1.0,5.0,4.0,1.0,43.0,87,6.0,0.5909090909090909,0.5909090909090909,1.0,0.6923076923076923,0.5,1.0,0.6923076923076923,0.5569620253164557,0.25,0.47368421052631576,0.625,0.4166666666666667,0.5714285714285714,0.688034188034188,0.5555555555555556,0.6666666666666666,0.14130434782608695,0.06329113924050633,0.15,0.06666666666666667,29.953917050691246,0.6153846153846154,0.25,0.18796992481203006,0.018867924528301886,0.19642857142857142,0.018867924528301886,0.19047619047619047,0.018867924528301886,0.027777777777777776,0.022727272727272728,0.02702702702702703,0.14634146341463414,0.13953488372093023,0.2653061224489796,0.23809523809523808,0.07142857142857142,0.058823529411764705,0.8,0.21739130434782608,0.7,0.8235294117647058,0.8571428571428571,0.32608695652173914,0.43333333333333335,0.4642857142857143,0.07692307692307693,0.31521739130434784,0.5862068965517241,0.5862068965517241,0.7647058823529411,0.14130434782608695,0.6923076923076923,0.6923076923076923,1.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.23809523809523808,0.4,0.09523809523809523,1.0,0.358695652173913,0.6923076923076923,0.4559989130434783,0.46877,0.42737380952380954,0.1743119266055046,0.19791666666666666,0.059880239520958084,0.25748502994011974,9.930379746835445,24.876923076923074,0.22422680412371135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,7015.0,117,8.0,208,211,80,82,33.0,419,9.0,12.0,5.0,3.0,5.0,11.0,17.0,,1.0,,1.0,,,,1.0,20.0,30.0,,1.0,8.0,48.0,239.0,6.0,10.0,,,2.0,14.0,9.0,12.0,,1.0,5.0,23.0,24.0,16.0,,,,1.0,6.0,,6.0,,,4.0,2.0,,12.0,3.0,5.0,10.0,11.0,1.0,22,8.0,30,,6.0,6.0,4.0,1.0,2.0,4.0,2.0,1.0,8.0,2.0,4.0,12.0,1.0,1.0,7.0,,1.0,8.0,2.0,,4.0,1.0,3.0,1.0,,3.0,2.0,,23.0,80,1.0,0.6,0.6666666666666666,,,,,,0.6666666666666666,0.6,0.75,0.6451612903225806,0.6,0.6923076923076923,0.7058823529411765,0.6363636363636364,0.7666666666666667,0.03225806451612903,0.03333333333333333,,0.058823529411764705,17.28395061728395,0.5,0.16666666666666666,0.1506849315068493,0.08196721311475409,0.30303030303030304,0.1111111111111111,0.19811320754716982,0.09090909090909091,0.058823529411764705,0.1111111111111111,0.15,0.16666666666666666,0.07407407407407407,0.21428571428571427,0.36,0.125,,0.6666666666666666,0.3870967741935484,0.75,0.75,0.6666666666666666,0.5483870967741935,0.6470588235294118,0.6875,0.5454545454545454,0.03225806451612903,,,,0.03225806451612903,,,,0.5,,,,0.38461538461538464,0.6,0.07692307692307693,,0.41935483870967744,,0.46890000000000004,0.5236666666666666,0.45815,0.12121212121212122,0.125,0.2916666666666667,0.4791666666666667,5.446666666666667,56.8,0.38461538461538464,4.0,4.0,1.0,1.0,2.0,3.0,0.058823529411764705,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,14426.0,240,38.0,429,433,102,113,47.0,862,6.0,11.0,,1.0,4.0,12.0,20.0,10.0,23.0,9.0,21.0,1.0,4.0,3.0,6.0,28.0,54.0,15.0,36.0,25.0,126.0,491.0,,,2.0,5.0,,6.0,5.0,11.0,4.0,8.0,8.0,30.0,26.0,30.0,39.0,21.0,9.0,1.0,15.0,10.0,25.0,7.0,3.0,6.0,2.0,7.0,60.0,,1.0,1.0,9.0,,10,1.0,11,,7.0,3.0,7.0,3.0,5.0,5.0,2.0,2.0,12.0,5.0,8.0,13.0,,,19.0,1.0,1.0,30.0,,2.0,10.0,4.0,2.0,,2.0,2.0,1.0,2.0,30.0,102,4.0,0.4642857142857143,0.4642857142857143,0.8666666666666667,0.4166666666666667,0.4,0.5,0.4166666666666667,0.5185185185185185,,0.45454545454545453,0.5611111111111111,0.6,0.5789473684210527,0.5961538461538461,0.6,0.6086956521739131,0.4,0.018518518518518517,,0.05,24.166666666666668,0.5833333333333334,,0.0625,0.008849557522123894,0.015873015873015872,,0.04830917874396135,0.005714285714285714,,0.022222222222222223,,0.12195121951219512,0.04081632653061224,0.037037037037037035,0.020833333333333332,,,0.5,0.12222222222222222,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.2222222222222222,0.6,0.631578947368421,0.5,0.25555555555555554,0.43478260869565216,0.43478260869565216,0.5,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.7777777777777778,,0.8,0.25,1.0,0.21052631578947367,0.25,0.3157894736842105,0.5,0.5222222222222223,0.42857142857142855,0.49513333333333337,0.6042000000000001,0.5001289473684211,0.1,0.15625,0.047619047619047616,0.23809523809523808,11.627777777777778,24.12222222222222,0.23776223776223776,,,,,,,,,,6.0,15.0,1.0,1.0,1.0,2.0,6.0,4.0,1.0,0.16666666666666666,0.4,0.4,1.0,0.2,1.0,1.0,0.10526315789473684,0.5,,,,,,,,,,,,,,,True,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,12187.0,203,29.0,363,375,79,72,38.0,738,17.0,36.0,1.0,3.0,6.0,13.0,27.0,2.0,8.0,7.0,21.0,,,1.0,6.0,32.0,71.0,8.0,23.0,22.0,110.0,420.0,2.0,3.0,,,,4.0,6.0,13.0,1.0,6.0,11.0,26.0,,64.0,9.0,19.0,7.0,12.0,26.0,17.0,43.0,11.0,6.0,13.0,6.0,7.0,103.0,2.0,1.0,8.0,10.0,,18,3.0,21,1.0,4.0,4.0,5.0,2.0,5.0,5.0,,,10.0,4.0,3.0,13.0,,1.0,25.0,,2.0,26.0,2.0,,10.0,4.0,,,,,,,26.0,79,4.0,,,0.375,0.34782608695652173,,0.16666666666666666,0.38095238095238093,0.4507042253521127,0.6666666666666666,0.46153846153846156,0.46808510638297873,0.6666666666666666,0.39473684210526316,0.5188679245283019,0.6666666666666666,0.52,0.24468085106382978,0.16901408450704225,0.2777777777777778,0.07407407407407407,28.92768079800499,0.5,,0.08064516129032258,0.01020408163265306,0.14035087719298245,0.03571428571428571,0.09944751381215469,0.01948051948051948,,0.02702702702702703,0.02631578947368421,0.025,0.07142857142857142,0.14285714285714285,0.16666666666666666,0.06666666666666667,0.02564102564102564,,0.3829787234042553,0.4722222222222222,0.6538461538461539,,0.2872340425531915,0.48148148148148145,0.52,,0.0851063829787234,0.25,0.25,,0.22340425531914893,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,,,,0.3157894736842105,0.5,0.3157894736842105,0.16666666666666666,0.6276595744680851,0.3684210526315789,0.49320934065934063,0.4316,0.48760000000000003,0.09803921568627451,0.12658227848101267,0.03636363636363636,0.23636363636363636,5.7197183098591555,28.208695652173922,0.21763085399449036,1.0,,2.0,2.0,,2.0,,1.0,,1.0,2.0,,,,,15.0,,4.0,0.02127659574468085,0.5,0.5,1.0,,,,,,1.0,2.0,0.05555555555555555,,,,,,,,,,,,True,,,,,
2217,1610612742,Brendan Haywood,Brendan Haywood,2217,DAL,16468.0,274,35.0,487,500,126,135,57.0,987,16.0,23.0,9.0,1.0,3.0,2.0,8.0,,,,,,,,,18.0,31.0,,,20.0,56.0,563.0,7.0,13.0,,,4.0,18.0,2.0,5.0,,,2.0,6.0,24.0,12.0,,,,2.0,,4.0,4.0,2.0,2.0,,,,12.0,7.0,27.0,12.0,26.0,1.0,39,34.0,73,1.0,2.0,2.0,5.0,1.0,1.0,7.0,4.0,2.0,12.0,1.0,29.0,48.0,3.0,1.0,26.0,1.0,,43.0,3.0,,22.0,1.0,17.0,9.0,,18.0,9.0,1.0,6.0,126,1.0,0.6666666666666666,1.0,,,,,,0.5806451612903226,0.5384615384615384,0.4,0.5806451612903226,0.5384615384615384,0.4,0.5490196078431373,0.5,0.3,,0.06451612903225806,0.043478260869565216,0.125,11.496350364963503,0.4166666666666667,0.1,0.15384615384615385,0.20454545454545456,0.1643835616438356,0.09722222222222222,0.15702479338842976,0.16666666666666666,0.25,0.2037037037037037,0.1,0.20833333333333334,0.13559322033898305,0.12903225806451613,0.12962962962962962,0.2631578947368421,0.1111111111111111,0.5,0.7419354838709677,0.6956521739130435,0.7272727272727273,0.625,0.25806451612903225,0.25,0.2857142857142857,1.0,,,,,,,,,0.6923076923076923,,,,0.6,0.3333333333333333,,,0.7419354838709677,,0.5424903225806451,0.55191,0.46864,0.44,0.44,0.32142857142857145,0.10714285714285714,2.745161290322581,,0.2587268993839836,6.0,12.0,,,8.0,6.0,0.15789473684210525,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.09090909090909091,1.0,5.0,1.0,1.0,1.0,2.0,,,,,,True,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,6149.0,102,15.0,177,182,68,79,27.0,359,1.0,1.0,,,,,1.0,1.0,1.0,4.0,14.0,2.0,3.0,1.0,8.0,2.0,3.0,4.0,15.0,,16.0,202.0,,,2.0,3.0,,6.0,1.0,1.0,1.0,8.0,,5.0,,4.0,12.0,14.0,4.0,,12.0,7.0,19.0,6.0,1.0,2.0,6.0,4.0,45.0,1.0,,1.0,10.0,,11,1.0,12,1.0,1.0,1.0,3.0,,2.0,,1.0,,3.0,1.0,4.0,7.0,,,1.0,,,,,,,,1.0,,,1.0,,,5.0,68,,,,1.0,0.26666666666666666,0.6666666666666666,0.125,0.26666666666666666,0.6666666666666666,,1.0,0.4444444444444444,1.0,0.2777777777777778,0.4444444444444444,1.0,0.2777777777777778,0.8333333333333334,,,,10.096153846153845,1.0,,0.14925373134328357,,0.04,0.037037037037037035,0.11956521739130435,0.013157894736842105,,,,0.1111111111111111,0.045454545454545456,0.25925925925925924,0.05555555555555555,,0.09090909090909091,,0.05555555555555555,1.0,1.0,,0.05555555555555555,,,,0.05555555555555555,1.0,1.0,,0.7777777777777778,0.2857142857142857,0.2857142857142857,1.0,,1.0,0.6666666666666666,1.0,,,0.8888888888888888,0.125,0.8888888888888888,0.2857142857142857,0.4840249999999999,0.53245,0.45957777777777775,,,0.375,0.3125,12.266666666666667,24.52,0.384180790960452,,,,,1.0,1.0,,,,,1.0,,,,,,,,0.05555555555555555,,,,,,,,,1.0,,0.2,,1.0,,,,,,,,,,True,,,,,
2052,1610612742,DeShawn Stevenson,DeShawn Stevenson,2052,DAL,1947.0,32,-23.0,55,66,13,21,5.0,121,,,,,,,,,,,5.0,,,,1.0,,,1.0,6.0,,3.0,71.0,,,,,,,,,,1.0,,,,,3.0,4.0,,,1.0,,1.0,,,,,1.0,2.0,,,2.0,2.0,1.0,5,,5,,4.0,3.0,,,,,,,,,1.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,13,,,,1.0,0.16666666666666666,,,0.2,,,,0.25,,,0.25,,,1.0,,,,10.0,,1.0,0.08,,0.2857142857142857,,0.125,,,,,,0.08333333333333333,0.125,0.25,0.3333333333333333,,,,,,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,1.0,,0.57969,,,,,,,,28.950000000000003,0.23636363636363636,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,
978,1610612742,Peja Stojakovic,Peja Stojakovic,978,DAL,10617.0,177,30.0,316,318,71,66,35.0,634,4.0,5.0,,1.0,2.0,2.0,5.0,3.0,10.0,9.0,19.0,,1.0,3.0,7.0,9.0,20.0,16.0,37.0,4.0,70.0,359.0,1.0,1.0,,4.0,3.0,5.0,1.0,2.0,7.0,14.0,1.0,24.0,12.0,6.0,45.0,19.0,9.0,,2.0,,2.0,,,2.0,,,4.0,1.0,,2.0,11.0,3.0,16,1.0,17,,5.0,5.0,1.0,,1.0,,,,1.0,,7.0,10.0,,,3.0,,,5.0,,,1.0,,2.0,,,2.0,,1.0,24.0,71,,0.6666666666666666,0.6666666666666666,0.9375,0.43243243243243246,,0.5,0.43243243243243246,0.45,1.0,0.5,0.5789473684210527,0.2,0.71875,0.5932203389830508,0.4166666666666667,0.7058823529411765,0.6491228070175439,,,,16.949152542372882,1.0,0.75,0.10476190476190476,,0.0425531914893617,0.02,0.08552631578947369,0.007462686567164179,,,0.03125,0.06896551724137931,0.1,0.1388888888888889,0.027777777777777776,0.09090909090909091,,,0.08771929824561403,0.8,0.8,0.5,0.08771929824561403,0.4,0.4,1.0,0.17543859649122806,0.3,0.3,0.6666666666666666,0.3333333333333333,0.47368421052631576,0.47368421052631576,1.0,,0.2,,,0.125,0.5,0.4375,0.42857142857142855,0.7368421052631579,0.47368421052631576,0.5334771929824561,0.5832999999999999,0.56623125,0.03389830508474576,0.047619047619047616,0.07142857142857142,0.34285714285714286,11.044999999999998,23.9027027027027,0.22468354430379747,,,,,2.0,,,,,7.0,18.0,,3.0,4.0,7.0,3.0,,,0.3157894736842105,0.3888888888888889,0.4117647058823529,0.8571428571428571,0.6,,,0.4375,0.5714285714285714,,,,,,,,,,1.0,1.0,0.02702702702702703,0.05555555555555555,0.02631578947368421,True,,,,,
201147,1610612742,Corey Brewer,Corey Brewer,201147,DAL,316.0,5,-5.0,9,12,1,5,,21,,,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,1.0,,2.0,11.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,1,,1,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1,,,,,,,,,1.0,,,0.5,,,0.5,,,0.5,,,,22.22222222222222,,,,,0.3333333333333333,,0.16666666666666666,,,,,,,,1.0,,,,,,,,0.5,1.0,1.0,,,,,,0.5,,,,,,,,,,1.0,,0.5,,0.4127,,,,,,,6.6,46.2,0.1111111111111111,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,
2073,1610612742,Brian Cardinal,Brian Cardinal,2073,DAL,86.0,1,,3,4,3,3,1.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
