EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,Corner3Assists,OffThreePtRebounds,BadPassSteals,PenaltyTurnovers,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceFtPoints,Offensive Fouls,BlockedShortMidRange,3SecondViolations,FTOffRebounds,Charge Fouls Drawn,Defensive 3 Seconds Violations,OffFTReboundPct,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,on,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Charge Fouls,Blocked3s,BlockedArc3,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,DefensiveGoaltends,OffCorner3ReboundPct
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,11011.0,184,61.0,337,341,23.0,33,39,678,12.0,23.0,1.0,1.0,1.0,1.0,3.0,8.0,11.0,20.0,2.0,5.0,1.0,1.0,1.0,12.0,25.0,2.0,3.0,1.0,26.0,51.0,14.0,30.0,16.0,110.0,321,2.0,2.0,3.0,4.0,13.0,2.0,3.0,2.0,4.0,26.0,26.0,39.0,3.0,2.0,25.0,12.0,7.0,10.0,2.0,12.0,2.0,4.0,2.0,4.0,26.0,3.0,3.0,20.0,3.0,26.0,3.0,29.0,1.0,5.0,5.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,8.0,1.0,9.0,1.0,14.0,3.0,21.0,2.0,4.0,20.0,4.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,23.0,1.0,0.5,0.52,0.9285714285714286,0.4666666666666667,0.75,0.4666666666666667,0.5098039215686274,1.0,0.6666666666666666,0.5802469135802469,1.0833333333333333,0.4,0.6193181818181818,1.0833333333333333,0.4,0.37037037037037035,0.13725490196078433,0.21739130434782608,0.125,0.05,25.130890052356023,0.375,0.23076923076923078,0.14925373134328357,0.022727272727272728,0.06382978723404255,0.1270718232044199,0.0196078431372549,0.022222222222222223,0.03773584905660377,0.1111111111111111,0.15625,0.17543859649122806,0.08571428571428572,0.030303030303030304,1.0,0.2839506172839506,0.5217391304347826,0.6666666666666666,0.5,0.09876543209876543,0.375,0.42857142857142855,0.3333333333333333,0.24691358024691357,0.55,0.5789473684210527,0.5454545454545454,0.06172839506172839,0.4,0.4,1.0,0.30864197530864196,0.48,0.48,0.9166666666666666,0.16666666666666666,1.0,0.16666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,0.2,1.0,0.2,0.2,0.654320987654321,0.48,0.5234259259259259,0.5451833333333334,0.47562999999999994,0.11494252873563218,0.16071428571428573,0.03225806451612903,0.11818181818181818,0.03636363636363636,9.16470588235294,24.833333333333336,0.06824925816023739,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,11071.0,185,58.0,338,346,19.0,34,38,684,17.0,29.0,,2.0,,,3.0,8.0,7.0,18.0,,,,,,,,,,,27.0,55.0,,,9.0,63.0,329,,4.0,,,,,2.0,,2.0,26.0,28.0,,,,,,8.0,33.0,21.0,54.0,14.0,9.0,6.0,18.0,129.0,5.0,7.0,16.0,,23.0,6.0,29.0,1.0,7.0,3.0,12.0,6.0,11.0,9.0,2.0,1.0,1.0,21.0,1.0,2.0,,6.0,1.0,17.0,1.0,1.0,16.0,,,5.0,,3.0,,,,,,2.0,19.0,1.0,0.48148148148148145,0.48148148148148145,,,,,0.4909090909090909,,,0.4909090909090909,,,0.5,,0.3333333333333333,,0.14545454545454545,0.2413793103448276,0.125,,21.98952879581152,0.5714285714285714,,0.11851851851851852,0.038461538461538464,0.14285714285714285,0.125,0.039473684210526314,0.06521739130434782,0.019230769230769232,0.06382978723404255,0.20588235294117646,0.1111111111111111,0.14285714285714285,0.05,,0.5272727272727272,0.5862068965517241,0.7727272727272727,0.4117647058823529,0.14545454545454545,0.375,0.42857142857142855,1.0,0.32727272727272727,0.3888888888888889,0.3888888888888889,0.42857142857142855,,,,,,,,,0.5,,,,,,,,,,,,0.5272727272727272,,0.5173545454545454,0.492425,0.3461,0.08333333333333333,0.08333333333333333,,,0.031746031746031744,7.383636363636363,,0.05621301775147929,2.0,7.0,1.0,4.0,1.0,2.0,1.0,0.045454545454545456,0.03125,0.058823529411764705,0.14285714285714285,,,,,,,,,,,,,True,,,,,,,,,,,,
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,1058.0,18,-3.0,30,34,6.0,5,2,64,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,3.0,4.0,1.0,1.0,3.0,12.0,36,,,,,,2.0,2.0,,7.0,4.0,2.0,3.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,2.0,,,3.0,1.0,,1.0,,1.0,,,,,,7.0,6.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,0.75,,1.0,0.9,,1.0,1.0,,1.1666666666666667,0.2,,,,,18.75,,,,,0.16666666666666666,0.0625,,,,,,,,,,0.2,1.0,1.0,1.0,0.4,0.5,0.5,,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,,,0.5,1.0,,,0.4,,0.47341,,0.47050000000000003,0.2,0.25,,,0.5833333333333334,10.0,22.8,0.2,3.0,,,,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,10970.0,183,62.0,335,340,16.0,29,38,675,10.0,17.0,4.0,5.0,,,7.0,22.0,13.0,31.0,,,,,,,,,,,30.0,70.0,,,13.0,73.0,318,4.0,7.0,,,11.0,1.0,3.0,,3.0,34.0,26.0,,,8.0,,,2.0,11.0,5.0,16.0,4.0,7.0,2.0,2.0,37.0,8.0,10.0,27.0,4.0,41.0,11.0,52.0,2.0,11.0,2.0,3.0,1.0,3.0,4.0,,,,7.0,1.0,7.0,,13.0,1.0,12.0,1.0,,15.0,,,7.0,,1.0,3.0,2.0,,3.0,1.0,3.0,16.0,,0.5666666666666667,0.6538461538461539,,,,,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.46794871794871795,0.6111111111111112,0.375,,0.02857142857142857,0.11764705882352941,,,22.163588390501317,0.42857142857142855,0.3076923076923077,0.2076923076923077,0.06201550387596899,0.21739130434782608,0.21022727272727273,0.0718954248366013,0.11627906976744186,0.038461538461538464,0.1590909090909091,0.15151515151515152,0.2830188679245283,0.2727272727272727,0.05263157894736842,0.3333333333333333,0.24285714285714285,0.5882352941176471,0.6666666666666666,0.5,0.3142857142857143,0.3181818181818182,0.3181818181818182,0.14285714285714285,0.44285714285714284,0.41935483870967744,0.41935483870967744,0.8461538461538461,,,,,,,,,0.7142857142857143,0.8,,,,,,,,,,,0.24285714285714285,,0.4355528571428572,0.5508714285714286,0.3935666666666667,0.09090909090909091,0.09090909090909091,,0.1506849315068493,0.0410958904109589,11.414285714285715,,0.04776119402985075,1.0,1.0,3.0,9.0,,,,0.125,0.029411764705882353,0.15789473684210525,0.07692307692307693,3.0,1.0,1.0,2.0,,,,,,,,,True,,,,,,,,,,,,
979,1610612738,Jermaine O'Neal,Jermaine O'Neal,979,BOS,11830.0,197,60.0,360,367,23.0,36,40,727,11.0,22.0,4.0,9.0,,2.0,7.0,13.0,3.0,8.0,,,,,,,,,,,21.0,43.0,,,10.0,52.0,348,6.0,12.0,,,13.0,,2.0,,,30.0,12.0,,,8.0,,,8.0,7.0,1.0,8.0,1.0,4.0,1.0,2.0,17.0,13.0,7.0,12.0,4.0,23.0,15.0,38.0,,2.0,2.0,3.0,,2.0,5.0,1.0,1.0,,8.0,1.0,25.0,2.0,34.0,1.0,18.0,3.0,6.0,11.0,3.0,,7.0,,,16.0,13.0,,16.0,7.0,,23.0,3.0,0.7142857142857143,0.8823529411764706,,,,,0.4883720930232558,0.5,,0.4883720930232558,0.5,,0.5531914893617021,0.5416666666666666,,,0.18604651162790697,0.3181818181818182,,0.125,13.546798029556651,0.375,0.3076923076923077,0.08450704225352113,0.09285714285714286,0.13725490196078433,0.09844559585492228,0.07926829268292683,0.08333333333333333,0.09433962264150944,0.020833333333333332,0.11428571428571428,0.11864406779661017,0.10810810810810811,,0.4375,0.5116279069767442,0.5,0.7333333333333333,0.45454545454545453,0.3023255813953488,0.5384615384615384,0.5384615384615384,1.0,0.18604651162790697,0.375,0.42857142857142855,1.0,,,,,,,,,0.75,0.4444444444444444,,,,,,,1.0,,,,0.5116279069767442,,0.48481395348837203,0.5342181818181818,0.5346,0.14893617021276595,0.14893617021276595,,0.25,,6.948837209302326,,0.06388888888888888,,,,,1.0,,,,0.10256410256410256,,0.21428571428571427,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.4,,,,,True,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,11254.0,188,70.0,341,349,15.0,31,38,690,7.0,13.0,,1.0,,,1.0,5.0,7.0,17.0,7.0,9.0,3.0,3.0,,11.0,17.0,1.0,1.0,,15.0,35.0,18.0,26.0,4.0,88.0,323,2.0,6.0,4.0,4.0,16.0,,2.0,,2.0,18.0,12.0,51.0,3.0,2.0,17.0,11.0,5.0,8.0,2.0,10.0,,3.0,2.0,3.0,22.0,2.0,5.0,11.0,1.0,17.0,2.0,19.0,,7.0,,3.0,1.0,2.0,1.0,,1.0,,4.0,,6.0,,11.0,,9.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,15.0,,0.6,0.6428571428571429,0.9444444444444444,0.6923076923076923,1.0,0.6923076923076923,0.42857142857142855,0.3333333333333333,,0.6885245901639344,0.8,,0.7096774193548387,0.8,0.3333333333333333,0.4262295081967213,0.14285714285714285,0.3076923076923077,0.2,,17.142857142857142,0.75,0.07692307692307693,0.07971014492753623,0.015384615384615385,0.10416666666666667,0.08602150537634409,0.013071895424836602,0.046511627906976744,,0.10638297872340426,0.030303030303030304,0.08620689655172414,0.058823529411764705,,,0.21311475409836064,0.5384615384615384,0.7777777777777778,0.5714285714285714,0.08196721311475409,0.2,0.25,,0.2786885245901639,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.14754098360655737,0.7777777777777778,0.7777777777777778,1.0,0.2786885245901639,0.6470588235294118,0.6875,0.9090909090909091,0.1,,0.3,1.0,1.0,0.1,1.0,1.0,,,,,0.639344262295082,0.6470588235294118,0.533016393442623,0.494025,0.4364,0.03278688524590164,0.02857142857142857,0.038461538461538464,0.18181818181818182,0.022727272727272728,10.32857142857143,24.41923076923077,0.04398826979472141,2.0,2.0,,7.0,,,1.0,,,,0.21428571428571427,,,,,,,,,1.0,1.0,0.038461538461538464,0.058823529411764705,True,,,,,,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,826.0,14,-2.0,23,25,5.0,5,2,48,1.0,2.0,,,,,1.0,3.0,,1.0,,,,,,,,,,,2.0,6.0,,,,4.0,27,,,,,,,1.0,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,5.0,,0.5,0.5,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,0.16666666666666666,0.5,,,28.0,,,0.09090909090909091,,,0.06666666666666667,,,,0.3333333333333333,,,,,,0.3333333333333333,0.5,1.0,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.41924999999999996,,0.3597,,,,,,7.1499999999999995,,0.21739130434782608,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2753,1610612738,Delonte West,Delonte West,2753,BOS,1130.0,19,-6.0,36,33,8.0,7,3,69,,,,,,,2.0,3.0,1.0,1.0,,,,,,,1.0,,,,3.0,4.0,,1.0,,6.0,38,,,,,,,,,,,6.0,,,,1.0,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,8.0,,,,,,,,0.75,,,0.6,,,0.6,,,0.2,,,,,12.82051282051282,,,,,,,,,,,,,,,,,,,,0.6,0.6666666666666666,0.6666666666666666,,0.2,1.0,1.0,,,,,,0.2,,,,,,,,,,,,,,,,0.2,,0.44597999999999993,,,,,,,,12.4,23.9,0.2222222222222222,,,,2.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101144,1610612738,Von Wafer,Von Wafer,101144,BOS,308.0,5,-3.0,10,10,1.0,8,1,20,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,11,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,18.181818181818183,,,,,0.3333333333333333,0.2,,,,,,,0.3333333333333333,,,0.5,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1.0,,0.463825,,,,,,,,2.6,25.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,9595.0,160,-52.0,302,296,120.0,146,30,598,9.0,15.0,,,5.0,6.0,5.0,17.0,7.0,18.0,1.0,1.0,1.0,1.0,1.0,6.0,16.0,1.0,2.0,7.0,21.0,50.0,7.0,17.0,14.0,77.0,351,1.0,4.0,2.0,3.0,8.0,12.0,25.0,8.0,37.0,18.0,24.0,18.0,3.0,,16.0,6.0,4.0,6.0,7.0,13.0,4.0,5.0,,1.0,33.0,1.0,2.0,11.0,1.0,14.0,2.0,16.0,1.0,7.0,2.0,10.0,2.0,7.0,6.0,,3.0,1.0,16.0,3.0,7.0,1.0,16.0,1.0,13.0,,,14.0,1.0,,5.0,1.0,1.0,1.0,,,2.0,1.0,37.0,119.0,3.0,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.4117647058823529,0.6666666666666666,0.4117647058823529,0.42,0.25,0.48,0.4701492537313433,0.5714285714285714,0.5,0.5273972602739726,0.5714285714285714,0.5285714285714286,0.2537313432835821,0.08,0.06666666666666667,0.058823529411764705,0.1111111111111111,26.567164179104477,0.625,0.14285714285714285,0.12087912087912088,0.01020408163265306,0.05128205128205128,0.1,0.015151515151515152,,,0.03125,0.19230769230769232,0.15151515151515152,0.08333333333333333,0.029411764705882353,0.5,0.22388059701492538,0.6,0.6428571428571429,0.4444444444444444,0.2537313432835821,0.29411764705882354,0.3125,0.4,0.26865671641791045,0.3888888888888889,0.4375,0.42857142857142855,0.014925373134328358,1.0,1.0,1.0,0.23880597014925373,0.375,0.375,0.8333333333333334,,,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,1.0,0.18181818181818182,0.8333333333333334,0.030303030303030304,0.21212121212121213,0.47761194029850745,0.375,0.45744402985074634,0.43138750000000003,0.44546363636363645,0.08333333333333333,0.09259259259259259,0.05555555555555555,0.1038961038961039,0.4805194805194805,10.039999999999997,25.523529411764706,0.3973509933774834,4.0,3.0,1.0,5.0,5.0,1.0,1.0,0.029411764705882353,0.038461538461538464,0.037037037037037035,,,1.0,1.0,,,1.0,1.0,,,,,,False,1.0,2.0,3.0,2.0,1.0,1.0,0.375,1.0,0.2857142857142857,,,
