EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,FG2A,PenaltyFG2A,DefLongMidRangeReboundPct,ShortMidRangeFrequency,Avg2ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG3M,PenaltyFG2M,PenaltyFG3M,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,DefThreePtRebounds,Steals,BadPassSteals,DeadBallTurnovers,Offensive Fouls,DefThreePtReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,Corner3FGA,PenaltyCorner3FGA,Corner3Frequency,PenaltyCorner3Frequency,DefAtRimReboundPct,on,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,PtsPutbacks,Corner3Assists,LongMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,DefensiveGoaltends,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctBlocked,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Charge Fouls,HeaveAttempts,SecondChanceArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedArc3,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,383.0,6.0,-4,16.0,17.0,16.0,17.0,2.0,33.0,2.0,2.0,2.0,4.0,4.0,17.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,16.0,1.0,0.5,1.0,0.5,1.0,22.22222222222222,0.3333333333333333,0.5,0.2,0.3333333333333333,0.1111111111111111,0.3333333333333333,1.0,1.0,1.0,1.0,0.42105000000000004,0.42105000000000004,0.3333333333333333,1.0,0.5,1.0,26.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,65.0,1.0,2,2.0,4.0,2.0,4.0,,6.0,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,2.0,,,,,,50.0,1.0,1.0,,0.5,,,,,,,0.341,0.341,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202066,1610612764,Garrett Temple,Garrett Temple,202066,WAS,509.0,8.0,-19,26.0,33.0,26.0,33.0,3.0,59.0,1.0,1.0,1.0,,5.0,44.0,,,1.0,,5.0,1.0,,,,,,,,,,,,5.0,21.0,,1.25,,1.25,0.5,10.344827586206897,,,,,,,,0.5,0.5,0.5,0.37812500000000004,0.37812500000000004,,,,1.0,26.1,1.0,,1.0,1.0,,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,157.0,3.0,-11,12.0,18.0,12.0,18.0,1.0,30.0,,,,8.0,10.0,25.0,2.0,2.0,,8.0,10.0,,,,,1.0,,1.0,4.0,,8.0,1.0,3.0,4.0,7.0,,1.0,1.0,1.0,,46.15384615384615,,,,0.25,,,,,,1.0,0.4412,0.4412,0.5,0.5,0.2,1.0,,1.0,,1.0,1.0,,,2.6,,,,,1.0,,1.0,,2.0,,,,,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,1610612764,Nene,Nene,2403,WAS,142.0,2.0,-7,11.0,14.0,11.0,14.0,1.0,25.0,,,,2.0,2.0,19.0,,,,2.0,2.0,,,,,,1.0,1.0,1.0,,2.0,,1.0,,6.0,,1.0,,1.0,,8.333333333333334,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1610612764,Al Harrington,Al Harrington,1733,WAS,200.0,3.0,-3,8.0,8.0,8.0,8.0,2.0,16.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202338,1610612764,Kevin Seraphin,Kevin Seraphin,202338,WAS,283.0,5.0,-7,11.0,13.0,11.0,13.0,2.0,24.0,,,,,,16.0,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,,11.0,,,,,,30.769230769230766,,,0.25,1.0,0.14285714285714285,,,,,0.3333333333333333,0.40149999999999997,0.40149999999999997,,,,,,1.0,2.0,3.0,3.0,,0.6666666666666666,7.033333333333334,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.43,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,352.0,6.0,-8,14.0,15.0,14.0,15.0,2.0,29.0,1.0,1.0,1.0,,2.0,19.0,,,1.0,,2.0,1.0,,,,,,,,,,,,2.0,14.0,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,18.75,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4080333333333333,0.4080333333333333,,,,1.0,26.5,1.0,,2.0,2.0,,,19.5,1.0,2.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202344,1610612764,Trevor Booker,Trevor Booker,202344,WAS,228.0,4.0,-10,10.0,12.0,10.0,12.0,,22.0,,,1.0,,,18.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,10.0,,,,,1.0,10.0,1.0,,,,,,,,,1.0,0.5649,0.5649,,,,,24.3,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,126.0,2.0,-15,10.0,16.0,10.0,16.0,1.0,26.0,,,,2.0,2.0,27.0,,,,2.0,2.0,,,1.0,,1.0,,1.0,2.0,,2.0,,1.0,,5.0,,1.0,,1.0,,9.090909090909092,,1.0,,0.3333333333333333,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
