EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,ShootingFouls,Fouls,FG3APct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,SecondChanceFG2A,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls,FoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,DefThreePtRebounds,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,FtPoints,PenaltyFtPoints,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,LongMidRangePctBlocked,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,LongMidRangeAssists,Steals,BadPassSteals,OffLongMidRangeReboundPct,PenaltyAtRimFGM,Corner3Assists,SelfOReb,LostBallSteals,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,SelfORebPct,PenaltyAtRimAccuracy,FTDefRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,DefFTReboundPct,SecondChanceTurnovers,AtRimPctBlocked,on,Travels,Clear Path Fouls,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,469.0,8,-3.0,16,16,10.0,15.0,2.0,32,1.0,2.0,1.0,2.0,2.0,16,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,0.5,0.5,0.5,16.666666666666668,1.0,0.25,0.16666666666666666,0.25,1.0,0.5,0.5,1.0,0.4021,0.3888,18.75,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,385.0,6,-16.0,14,13,2.0,13.0,1.0,27,,1.0,1.0,3.0,2.0,24,,2.0,,,,,,,,2.0,1.0,1.0,0.3333333333333333,0.25,0.25,26.666666666666668,,,,,0.25,,,,0.4369875,0.30525,9.533333333333333,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.25,0.25,1.0,0.5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,587.0,10,-20.0,21,20,2.0,18.0,2.0,41,2.0,5.0,4.0,7.0,8.0,34,,,1.0,1.0,2.0,,,2.0,,2.0,,,0.5714285714285714,0.5,0.5,45.45454545454545,,0.125,0.08333333333333333,,0.625,0.4,0.4,,0.48759375000000005,,13.385714285714284,0.09523809523809523,2.0,2.0,,1.0,,1.0,,1.0,,2.0,0.125,0.25,1.0,1.0,,,0.125,,0.375,24.1,1.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.14285714285714285,0.5,0.25,0.3903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,36.0,1,-3.0,2,2,1.0,1.0,,4,,,,,,3,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203103,1610612760,Perry Jones III,Perry Jones III,203103,OKC,3302.0,55,-36.0,106,106,39.0,54.0,9.0,212,1.0,3.0,4.0,8.0,17.0,126,5.0,4.0,4.0,6.0,9.0,,,1.0,,39.0,0.5,0.6666666666666666,0.5,0.4722222222222222,0.4722222222222222,16.239316239316242,,0.10810810810810811,0.11320754716981132,0.11764705882352941,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.47073333333333334,0.4692363636363636,10.3875,0.36792452830188677,1.0,2.0,3.0,6.0,4.0,10.0,6.0,6.0,3.0,9.0,0.5555555555555556,0.1111111111111111,0.5,0.5,,0.16666666666666666,0.3333333333333333,0.36363636363636365,0.6666666666666666,24.330000000000002,1.0,4.0,,1.0,,3.0,2.0,3.0,1.0,,,1.0,0.06060606060606061,0.05660377358490566,,,0.5085,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,10.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,1.0,0.3,0.3333333333333333,0.3,1.0,0.4,0.5,0.45454545454545453,0.5,0.45454545454545453,0.125,0.3333333333333333,0.125,0.05,0.3333333333333333,0.058823529411764705,0.25,0.1,0.16666666666666666,1.0,0.6666666666666666,1.0,0.5,0.2222222222222222,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,0.09090909090909091,0.18181818181818182,0.5,0.25,0.3333333333333333,0.11764705882352941,0.5882352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202704,1610612760,Reggie Jackson,Reggie Jackson,202704,OKC,1759.0,29,-15.0,54,55,16.0,17.0,6.0,109,1.0,3.0,2.0,5.0,9.0,64,1.0,,2.0,3.0,3.0,2.0,1.0,4.0,,16.0,,,0.4,0.5,0.5625,19.047619047619047,0.5,0.09090909090909091,0.1,,0.42857142857142855,0.3333333333333333,0.5,,0.43445,0.348,11.799999999999999,0.2962962962962963,1.0,1.0,1.0,2.0,,2.0,,2.0,1.0,3.0,0.2857142857142857,0.14285714285714285,1.0,1.0,,0.14285714285714285,0.2857142857142857,,0.42857142857142855,25.65,,4.0,3.0,3.0,1.0,6.0,,,2.0,,,4.0,,,,0.1111111111111111,,,,,,,,,,1.0,,,1.0,,,,1.0,,4.0,3.0,,1.0,2.0,,,,1.0,,,1.0,,,,,4.0,1.0,1.0,0.5,,0.5,,1.0,,1.0,,1.0,0.4,1.0,0.125,,,,0.25,0.25,,,,,,,,,,0.5,0.5,1.0,,,,,,,,0.5,,0.4444444444444444,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.125,0.16666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1610612760,Derek Fisher,Derek Fisher,965,OKC,2704.0,45,-19.0,86,88,37.0,42.0,5.0,174,3.0,7.0,3.0,9.0,12.0,96,5.0,2.0,2.0,3.0,4.0,,,,,37.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.375,17.204301075268816,,0.0625,0.06666666666666667,0.06666666666666667,0.4375,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.42276250000000004,0.42416666666666664,15.133333333333333,0.43023255813953487,,,2.0,7.0,4.0,7.0,4.0,7.0,1.0,2.0,0.4375,,,,,0.125,0.4375,0.4444444444444444,0.4375,25.37142857142857,1.0,4.0,5.0,5.0,3.0,10.0,1.0,1.0,,,,3.0,0.038461538461538464,0.022727272727272728,,,0.4209,,,,,,,,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,10.0,3.0,,2.0,,,,,1.0,,,,,,,,10.0,,0.5,0.2857142857142857,0.5,0.2857142857142857,1.0,0.4,0.5,0.5555555555555556,0.5,0.5555555555555556,,,0.07692307692307693,,,,0.14285714285714285,0.1111111111111111,,,,,,,,,,0.2857142857142857,0.2857142857142857,0.5,,,0.5,,,,0.5,0.2857142857142857,0.16666666666666666,0.8333333333333334,,,1.0,,,1.0,,,,,,3.0,1.0,1.0,1.0,0.06666666666666667,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203087,1610612760,Jeremy Lamb,Jeremy Lamb,203087,OKC,2490.0,42,-11.0,79,77,37.0,34.0,7.0,156,,3.0,12.0,21.0,29.0,83,9.0,12.0,4.0,6.0,9.0,2.0,1.0,2.0,2.0,37.0,0.5,0.5454545454545454,0.5714285714285714,0.48214285714285715,0.5178571428571429,34.09090909090909,1.0,0.16,0.16216216216216217,0.13333333333333333,0.10714285714285714,,,,0.53205,0.5724541666666666,6.2714285714285705,0.46835443037974683,9.0,13.0,5.0,7.0,3.0,7.0,3.0,7.0,2.0,4.0,0.25,0.4642857142857143,0.6923076923076923,0.6923076923076923,0.5555555555555556,0.17857142857142858,0.25,0.25,0.7142857142857143,25.985714285714284,2.0,12.0,3.0,6.0,,15.0,1.0,3.0,,,,5.0,0.038461538461538464,0.07142857142857142,,0.4,0.7009,1.0,2.0,7.0,3.0,,,,,1.0,,,1.0,1.0,,2.0,5.0,,11.0,,2.0,1.0,,3.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,11.0,1.0,,0.14285714285714285,,0.14285714285714285,0.5,0.5555555555555556,0.5,0.4166666666666667,0.5,0.4583333333333333,,,0.16666666666666666,0.125,0.16666666666666666,0.14285714285714285,,0.1,0.5,1.0,0.6,0.6,0.3333333333333333,,,,,0.14285714285714285,0.14285714285714285,,1.0,0.5,,0.5833333333333334,,,,0.14285714285714285,0.06896551724137931,0.3793103448275862,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,,0.07142857142857142,0.09523809523809523,3.0,2.0,3.0,2.0,,4.0,1.0,1.0,1.0,1.0,2.0,0.07142857142857142,0.5714285714285714,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,918.0,15,-12.0,31,31,13.0,26.0,3.0,62,,,2.0,2.0,5.0,36,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,,13.0,0.5,1.0,1.0,1.0,0.8333333333333334,11.76470588235294,1.0,0.09090909090909091,0.13333333333333333,0.2,,,,,0.5437500000000001,0.7727,6.05,0.41935483870967744,1.0,1.0,1.0,,,,,,1.0,2.0,,0.5,1.0,1.0,,0.5,,,0.5,,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,,,,2.0,0.1,0.0625,,,0.5437500000000001,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,4.0,1.0,,2.0,,2.0,,,,,,1.0,1.0,,,,,,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.25,,1.0,,,0.5,,,1.0,1.0,1.0,,,,,,,,0.5,1.0,,1.0,,,,,0.8,0.4,1.0,,1.0,,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203500,1610612760,Steven Adams,Steven Adams,203500,OKC,2293.0,38,-14.0,73,71,27.0,28.0,6.0,144,,,1.0,2.0,2.0,81,,2.0,4.0,5.0,5.0,,,3.0,1.0,27.0,1.0,1.0,0.5,0.5,0.3333333333333333,7.4074074074074066,,0.16,0.1388888888888889,0.2727272727272727,,,,,0.393,,8.15,0.3698630136986301,,,2.0,,,,,,,2.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,2.0,,,3.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,0.16666666666666666,,0.25,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
