EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,FTDefRebounds,DefFTReboundPct,LongMidRangePctAssisted,OffThreePtRebounds,FTOffRebounds,BlockedAtRim,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,PtsPutbacks,Offensive Fouls,Loose Ball Fouls Drawn,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,on,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
101145,1610612742,Monta Ellis,Monta Ellis,101145,DAL,10465.0,174,-28,330,339,75,70,47,669,13.0,28.0,1.0,2.0,2.0,5.0,5.0,10.0,8.0,29.0,2.0,5.0,1.0,1.0,2.0,7.0,19.0,1.0,1.0,2.0,8.0,26.0,67.0,9.0,24.0,22.0,101.0,386,2.0,3.0,1.0,2.0,3.0,10.0,7.0,18.0,3.0,10.0,9.0,32.0,18.0,34.0,24.0,3.0,1.0,18.0,7.0,4.0,12.0,2.0,14.0,2.0,8.0,3.0,1.0,30.0,4.0,3.0,6.0,9.0,4.0,13.0,1.0,9.0,3.0,6.0,7.0,1.0,5.0,4.0,2.0,1.0,1.0,11.0,1.0,3.0,6.0,1.0,14.0,1.0,21.0,1.0,3.0,1.0,25.0,5.0,13.0,2.0,1.0,1.0,1.0,1.0,30.0,72,3.0,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.375,0.5,0.3,0.391304347826087,0.3880597014925373,0.6666666666666666,0.3888888888888889,0.4340659340659341,0.7,0.4107142857142857,0.5,0.8333333333333334,0.5161290322580645,0.26373626373626374,0.05970149253731343,0.10714285714285714,0.034482758620689655,29.319371727748692,0.6363636363636364,0.05504587155963303,0.029197080291970802,0.08823529411764706,0.06293706293706294,0.022099447513812154,0.025,0.06896551724137931,0.014705882352941176,0.06896551724137931,0.023255813953488372,0.08108108108108109,0.13043478260869565,0.02,1.0,0.3076923076923077,0.4642857142857143,0.52,0.5384615384615384,0.10989010989010989,0.5,0.5,0.4,0.31868131868131866,0.27586206896551724,0.2857142857142857,0.054945054945054944,0.4,0.4,1.0,0.2087912087912088,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.4,0.5,0.2,0.2,1.0,1.0,0.17857142857142858,0.4,0.07142857142857142,0.5,0.2857142857142857,0.25,0.5714285714285714,0.3888888888888889,0.5106372222222224,0.44057500000000005,0.4706696428571428,0.13131313131313133,0.17333333333333334,0.09900990099009901,0.31683168316831684,9.88358208955224,26.408333333333335,0.22727272727272727,,,,,,,,,,,,,,,,,,,,,True,,,,,
101181,1610612742,Jose Calderon,Jose Calderon,101181,DAL,8605.0,143,-7,275,273,49,47,39,548,4.0,7.0,,1.0,,,,2.0,14.0,27.0,1.0,4.0,2.0,,,9.0,14.0,1.0,3.0,2.0,3.0,18.0,36.0,10.0,18.0,1.0,67.0,314,,2.0,1.0,5.0,,3.0,,1.0,2.0,3.0,,6.0,4.0,32.0,18.0,12.0,,14.0,9.0,,18.0,9.0,27.0,7.0,11.0,2.0,5.0,63.0,1.0,1.0,2.0,4.0,1.0,5.0,,1.0,1.0,,4.0,1.0,3.0,1.0,1.0,,,5.0,1.0,,7.0,,12.0,1.0,5.0,,,,1.0,1.0,1.0,,,,,,6.0,49,1.0,0.1111111111111111,0.1111111111111111,0.6,0.5555555555555556,0.2,0.6666666666666666,0.5555555555555556,0.5,,,0.6111111111111112,0.21428571428571427,0.75,0.6203703703703703,0.21428571428571427,0.75,0.3333333333333333,,,,18.495297805642632,0.8,0.024096385542168676,0.009433962264150943,0.03333333333333333,0.02654867256637168,0.00684931506849315,0.03333333333333333,,,,0.02702702702702703,0.038461538461538464,0.05,,,0.12962962962962962,0.5714285714285714,0.5714285714285714,0.25,0.037037037037037035,,,,0.5,0.5185185185185185,0.5185185185185185,0.07407407407407407,0.25,0.25,,0.25925925925925924,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.14285714285714285,,0.2857142857142857,0.42857142857142855,0.3333333333333333,1.0,,,,,0.75,0.6666666666666666,0.46296296296296297,0.6428571428571429,0.4986361111111111,0.5436,0.5125500000000001,0.018518518518518517,0.027777777777777776,0.04477611940298507,0.08955223880597014,14.288888888888888,24.56666666666667,0.1781818181818182,2.0,1.0,0.16666666666666666,0.07142857142857142,,,,,,,,,,,,,,,,,True,,,,,
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,4377.0,73,8,145,148,37,39,20,293,1.0,6.0,,,,1.0,,3.0,2.0,6.0,2.0,4.0,1.0,,1.0,4.0,10.0,1.0,1.0,,,3.0,15.0,6.0,14.0,7.0,31.0,148,1.0,1.0,1.0,2.0,,5.0,,2.0,,1.0,1.0,1.0,,6.0,18.0,,,10.0,4.0,2.0,4.0,3.0,7.0,2.0,2.0,2.0,,17.0,2.0,2.0,6.0,8.0,4.0,12.0,,3.0,1.0,2.0,,,,1.0,,,,1.0,,,3.0,2.0,7.0,1.0,9.0,,,,8.0,,3.0,1.0,2.0,,2.0,1.0,1.0,34,,,,1.0,0.42857142857142855,0.5,,0.42857142857142855,0.2,1.0,,0.41379310344827586,0.8333333333333334,,0.4696969696969697,0.8333333333333334,0.125,0.4827586206896552,0.13333333333333333,0.16666666666666666,,20.731707317073173,,0.12244897959183673,0.043478260869565216,0.11764705882352941,0.12121212121212122,0.04477611940298507,,0.09090909090909091,0.047619047619047616,0.21428571428571427,0.07142857142857142,0.09523809523809523,,,0.5,0.20689655172413793,0.16666666666666666,0.2,,0.10344827586206896,,,,0.20689655172413793,0.3333333333333333,0.3333333333333333,0.13793103448275862,0.5,0.5,1.0,0.3448275862068966,0.4,0.4,1.0,,,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,,0.6896551724137931,0.4,0.5163603448275862,0.51635,0.5212333333333333,0.09375,0.16666666666666666,0.16129032258064516,0.03225806451612903,9.513333333333332,24.607142857142858,0.25517241379310346,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.14285714285714285,0.047619047619047616,0.0625,0.4,,,,,,,True,,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,11571.0,193,-32,368,378,84,81,52,746,13.0,20.0,6.0,8.0,3.0,4.0,7.0,19.0,,2.0,2.0,10.0,2.0,1.0,1.0,2.0,8.0,,,2.0,3.0,20.0,41.0,4.0,18.0,7.0,59.0,432,6.0,11.0,,2.0,4.0,16.0,4.0,7.0,3.0,4.0,4.0,21.0,28.0,12.0,12.0,,,8.0,2.0,3.0,6.0,7.0,13.0,6.0,3.0,1.0,2.0,33.0,9.0,7.0,15.0,23.0,14.0,37.0,2.0,6.0,4.0,2.0,4.0,,1.0,1.0,3.0,,,5.0,,2.0,7.0,,11.0,,8.0,,,1.0,11.0,1.0,5.0,1.0,1.0,,1.0,,20.0,81,,0.7,0.875,1.0,0.2222222222222222,,0.75,0.2222222222222222,0.4878048780487805,0.5454545454545454,0.5714285714285714,0.4406779661016949,0.46153846153846156,0.7727272727272727,0.4609375,0.5,0.75,0.3050847457627119,0.07317073170731707,0.15,,16.235294117647058,0.8,0.12605042016806722,0.06338028169014084,0.175,0.13836477987421383,0.061224489795918366,0.17073170731707318,0.03225806451612903,0.014285714285714285,0.125,0.13043478260869565,0.12195121951219512,0.20689655172413793,0.0625,,0.3389830508474576,0.65,0.7647058823529411,0.6923076923076923,0.3220338983050847,0.3684210526315789,0.3684210526315789,0.7142857142857143,0.03389830508474576,,,0.1694915254237288,0.2,0.2,1.0,0.13559322033898305,0.25,0.25,1.0,0.6153846153846154,0.75,0.15384615384615385,,,,0.36363636363636365,0.75,0.09090909090909091,1.0,0.2727272727272727,0.6666666666666666,0.6440677966101694,0.25,0.5336483050847458,0.5752,0.5556045454545454,0.07936507936507936,0.1111111111111111,0.2711864406779661,0.3559322033898305,5.290243902439024,23.9,0.22826086956521738,1.0,1.0,0.1,,3.0,2.0,,1.0,,,0.15384615384615385,0.05555555555555555,0.02702702702702703,0.09090909090909091,8.0,1.0,1.0,0.11764705882352941,0.3333333333333333,,True,,,,,
201148,1610612742,Brandan Wright,Brandan Wright,201148,DAL,1886.0,31,1,61,63,29,22,8,124,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,3.0,3.0,,,,6.0,68,,,,,,,2.0,2.0,,,,4.0,6.0,,,,,,,,3.0,,3.0,,1.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,6.0,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,3.0,,5.0,,1.0,,,,1.0,1.0,1.0,,3.0,,3.0,2.0,4.0,29,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,5.797101449275363,1.0,0.10526315789473684,0.043478260869565216,0.25,0.14814814814814814,0.07142857142857142,0.125,,,,,0.25,0.2857142857142857,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,0.6666666666666666,,0.5081666666666667,,0.5871999999999999,0.3333333333333333,0.3333333333333333,,0.6666666666666666,3.3333333333333335,,0.47540983606557374,,,,,1.0,,3.0,,,,,0.2,0.2,,,,,,,,True,,,,,
201971,1610612742,DeJuan Blair,DeJuan Blair,201971,DAL,1970.0,33,-8,65,74,33,32,10,139,5.0,7.0,2.0,3.0,2.0,4.0,3.0,6.0,1.0,2.0,,,,,,,,,,,,9.0,15.0,,,6.0,24.0,86,2.0,4.0,,,,4.0,5.0,8.0,,,4.0,14.0,14.0,4.0,,,,,,,,,,,,,,,6.0,2.0,3.0,5.0,6.0,11.0,1.0,7.0,4.0,3.0,2.0,,1.0,,1.0,,,2.0,,,5.0,1.0,7.0,,5.0,,,,10.0,,3.0,2.0,,,,,13.0,31,1.0,0.7777777777777778,0.875,,,,,,0.6,0.5,0.625,0.6,0.5,0.625,0.6,0.5,0.5833333333333334,,,,,28.57142857142857,1.0,0.15789473684210525,0.2727272727272727,0.4,0.20833333333333334,0.18181818181818182,0.42857142857142855,0.16666666666666666,0.2222222222222222,,0.16666666666666666,0.25,0.5,0.16666666666666666,,0.4666666666666667,0.7142857142857143,0.7142857142857143,0.6,0.4,0.5,0.5,1.0,0.13333333333333333,0.5,0.5,,,,,,,,,0.75,0.6666666666666666,,,,,0.5,0.5,,,,,0.4666666666666667,,0.4805533333333333,0.52125,0.4419375,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5833333333333334,5.78,,0.5076923076923077,,,,1.0,,,,,1.0,,,,,,2.0,,,,0.5,,True,,,,,
2223,1610612742,Samuel Dalembert,Samuel Dalembert,2223,DAL,6921.0,115,-8,215,213,17,19,29,428,11.0,14.0,4.0,6.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,11.0,17.0,,,10.0,32.0,239,4.0,7.0,,,2.0,10.0,1.0,1.0,,,3.0,5.0,14.0,8.0,,,,,,2.0,,,,,,,,,15.0,5.0,21.0,31.0,17.0,48.0,,2.0,2.0,,1.0,,,2.0,1.0,,,3.0,,,8.0,,15.0,2.0,11.0,,,,11.0,1.0,5.0,1.0,9.0,,9.0,4.0,5.0,17,1.0,0.6363636363636364,1.0,,,,,,0.6470588235294118,0.5714285714285714,1.0,0.6470588235294118,0.5714285714285714,1.0,0.7272727272727273,0.625,0.8333333333333334,,0.11764705882352941,0.14285714285714285,,10.080645161290322,0.3333333333333333,0.28,0.1724137931034483,0.22727272727272727,0.26804123711340205,0.14166666666666666,0.21739130434782608,0.25,0.11363636363636363,0.3888888888888889,0.2857142857142857,0.18181818181818182,0.35714285714285715,,0.4444444444444444,0.8235294117647058,0.7857142857142857,0.9166666666666666,0.6363636363636364,0.058823529411764705,,,,0.11764705882352941,,,,,,,,,,,0.8571428571428571,0.6666666666666666,,,,,1.0,1.0,,,,,0.8235294117647058,,0.5790117647058823,0.5599142857142857,0.7199,0.23809523809523808,0.23809523809523808,0.3125,0.15625,3.4529411764705884,,0.07906976744186046,,5.0,0.7142857142857143,,2.0,,3.0,6.0,1.0,,,0.06060606060606061,0.045454545454545456,,8.0,1.0,3.0,0.09090909090909091,,,True,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,7868.0,131,-45,246,252,51,46,35,498,3.0,7.0,1.0,1.0,2.0,3.0,5.0,10.0,16.0,41.0,,,,,,1.0,5.0,,1.0,1.0,2.0,24.0,58.0,1.0,5.0,11.0,62.0,309,2.0,3.0,,1.0,4.0,8.0,6.0,11.0,1.0,2.0,2.0,17.0,26.0,22.0,,3.0,,5.0,1.0,,6.0,,6.0,,3.0,2.0,1.0,12.0,,8.0,14.0,23.0,1.0,24.0,,5.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,,,5.0,1.0,1.0,6.0,,9.0,,14.0,,,,15.0,,7.0,,2.0,,2.0,,17.0,51,,0.5416666666666666,0.5652173913043478,,0.2,,0.5,0.2,0.41379310344827586,0.6666666666666666,0.5454545454545454,0.40476190476190477,0.5,0.5769230769230769,0.44285714285714284,0.6666666666666666,0.6071428571428571,0.07936507936507936,,,,26.13240418118467,0.4,0.18421052631578946,,0.2857142857142857,0.21153846153846154,0.007142857142857143,,,,0.1,0.2727272727272727,0.13043478260869565,0.14285714285714285,,,0.1111111111111111,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.15873015873015872,0.5,0.5,0.2,0.6507936507936508,0.3902439024390244,0.3902439024390244,,,,,0.07936507936507936,0.2,0.2,,0.25,1.0,,0.25,,,0.23076923076923078,0.6666666666666666,,,0.15384615384615385,0.5,0.19047619047619047,0.2,0.436818253968254,0.471725,0.48612692307692307,0.1,0.1076923076923077,0.12903225806451613,0.27419354838709675,13.939655172413795,25.2,0.2073170731707317,,1.0,0.2,0.625,1.0,,1.0,1.0,,,,0.02631578947368421,0.041666666666666664,0.7142857142857143,2.0,1.0,,,,1.0,True,,,,,
203109,1610612742,Jae Crowder,Jae Crowder,203109,DAL,640.0,11,-14,21,24,6,6,4,45,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,2.0,2.0,,1.0,,4.0,37,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,5,,1.0,1.0,,,,,,1.0,,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,,,,16.666666666666668,1.0,,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,,0.7144833333333334,,,,,,,0.2,24.2,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,True,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,3272.0,55,-26,103,115,36,42,15,218,2.0,4.0,1.0,1.0,1.0,2.0,,,1.0,3.0,,,,,,2.0,8.0,,,2.0,4.0,3.0,7.0,2.0,8.0,,12.0,130,1.0,1.0,,,,2.0,2.0,3.0,2.0,4.0,,10.0,,6.0,3.0,3.0,2.0,6.0,2.0,,7.0,4.0,11.0,2.0,4.0,1.0,2.0,26.0,,,8.0,8.0,,8.0,,,,,2.0,,1.0,2.0,1.0,,,4.0,,,,1.0,5.0,,2.0,,,,,,,,1.0,1.0,1.0,,10.0,33,,,,0.5,0.25,,0.5,0.3333333333333333,0.42857142857142855,1.0,0.6666666666666666,0.4,1.0,0.7142857142857143,0.4,1.0,0.7142857142857143,0.5333333333333333,,,,16.10169491525424,0.5,0.20512820512820512,,,0.16,,,,,0.16666666666666666,0.09090909090909091,0.3125,,,,0.26666666666666666,0.5,0.5,,,,,,0.2,0.3333333333333333,0.3333333333333333,,,,,0.5333333333333333,0.25,0.25,0.5,1.0,1.0,,,,,0.2857142857142857,0.5,,,0.5714285714285714,0.5,0.8,0.3333333333333333,0.5094461538461539,,0.49848333333333333,,,0.16666666666666666,0.8333333333333334,8.642857142857144,31.3375,0.34951456310679613,2.0,,,,,,,,,,,,,,,2.0,,,,,True,,,,,
