EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Offensive Fouls,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,FTOffRebounds,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,PtsUnassisted3s,Steals,LostBallSteals,ShortMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,SecondChanceFtPoints,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,on,Corner3Assists,Travels,Offensive Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,OffCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Arc3PctBlocked,DefensiveGoaltends
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,382.0,6,-3.0,13,12,4.0,8.0,25,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,21,1.0,1.0,3.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.5,1.125,1.5,0.6666666666666666,46.15384615384615,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.4886,0.50445,0.25,0.5,0.3333333333333333,11.4,25.2,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,3380.0,56,-5.0,111,112,72.0,81.0,223,1.0,3.0,2.0,7.0,1.0,5.0,7.0,15.0,2.0,7.0,8.0,28.0,117,1.0,5.0,19.0,4.0,6.0,7.0,2.0,,,,,,1.0,4.0,8.0,,19.0,72.0,1.0,0.2857142857142857,0.2,0.2857142857142857,0.4666666666666667,0.45454545454545453,0.4230769230769231,0.5384615384615384,0.5588235294117647,0.3181818181818182,21.13821138211382,,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.3181818181818182,0.2857142857142857,0.2857142857142857,1.0,0.38461538461538464,0.2,0.5454545454545454,0.2857142857142857,0.46057045454545453,0.4547346153846154,,,0.6785714285714286,11.68,25.971428571428568,0.6486486486486487,11.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,7.0,2.0,2.0,4.0,4.0,8.0,8.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,6.0,2.0,10.0,10.0,1.0,4.0,3.0,0.7142857142857143,0.7142857142857143,1.0,0.5,1.0,1.0,0.06666666666666667,0.2,0.25,0.18181818181818182,0.1111111111111111,0.1568627450980392,0.1111111111111111,0.2,0.21428571428571427,0.13333333333333333,0.22727272727272727,0.6,0.75,0.6666666666666666,1.0,0.3181818181818182,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,1.0,1.0,0.15384615384615385,0.5,0.5922,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201965,1610612759,Jeff Ayres,Jeff Ayres,201965,SAS,3906.0,65,7.0,128,127,85.0,92.0,255,2.0,3.0,,,,,6.0,13.0,,,5.0,17.0,125,,,15.0,2.0,,,,,1.0,,1.0,,6.0,4.0,8.0,2.0,15.0,85.0,,,,,0.46153846153846156,0.46153846153846156,0.5555555555555556,0.5,0.5769230769230769,,12.67605633802817,,0.23076923076923078,0.6666666666666666,0.6666666666666666,,,,,,,0.23076923076923078,,0.38326923076923075,0.3616555555555555,0.13333333333333333,0.13333333333333333,0.8823529411764706,12.323076923076922,,0.6640625,13.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,4.0,5.0,9.0,5.0,10.0,,3.0,2.0,5.0,2.0,2.0,12.0,4.0,7.0,2.0,13.0,19.0,3.0,2.0,2.0,0.8333333333333334,1.0,1.0,0.5555555555555556,1.0,1.0,,,0.25,0.1590909090909091,0.2,0.171875,0.15384615384615385,0.13333333333333333,0.1875,0.25,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5384615384615384,0.2857142857142857,0.2857142857142857,1.0,0.5,1.0,,0.1111111111111111,1.0,0.45925,0.23529411764705882,2.0,1.0,2.0,4.0,6.0,1.0,1.0,0.10810810810810811,0.1111111111111111,0.10909090909090909,0.16666666666666666,0.14285714285714285,0.08333333333333333,0.125,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,1137.0,19,-1.0,37,38,24.0,30.0,75,,,,3.0,,3.0,1.0,2.0,,4.0,2.0,4.0,42,,4.0,4.0,2.0,,3.0,,,,,,,2.0,1.0,2.0,,4.0,24.0,,,,,0.5,0.16666666666666666,0.16666666666666666,0.2857142857142857,0.2857142857142857,0.6666666666666666,17.94871794871795,,,,,0.5,,,,0.5,,0.6666666666666666,,0.4598,0.4598,,,1.0,17.6,24.7,0.6486486486486487,2.0,,,,,,,1.0,2.0,,,,1.0,2.0,2.0,,,,1.0,1.0,1.0,,3.0,,2.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,0.5,,,,,0.3333333333333333,0.15384615384615385,,0.125,0.25,0.16666666666666666,,,,,,,,0.3333333333333333,0.5,0.5,,,,,,,0.53385,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,851.0,14,1.0,27,26,14.0,19.0,53,1.0,1.0,,,,,1.0,1.0,,,2.0,4.0,31,,,2.0,2.0,,,,1.0,,1.0,1.0,,1.0,2.0,2.0,1.0,2.0,14.0,,,,,1.0,1.0,,1.0,1.0,,10.344827586206897,1.0,1.0,1.0,1.0,,,,,,,,,0.5047,,0.5,0.5,0.5,4.8,,0.5185185185185185,2.0,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,1.0,2.0,,3.0,1.0,4.0,5.0,,,,,,,,,,,,0.5,0.375,,0.3,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,155.0,3,,6,5,2.0,2.0,11,1.0,1.0,,,,,2.0,3.0,,,2.0,6.0,6,,,2.0,4.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,,,,,0.6666666666666666,0.6666666666666666,,0.75,1.0,,100.0,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,0.39799999999999996,,,,0.3333333333333333,15.433333333333332,,0.3333333333333333,,,,,,,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,385.0,6,5.0,15,15,6.0,15.0,30,,,2.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,,10.0,10,2.0,3.0,8.0,4.0,3.0,4.0,2.0,,,,,,1.0,,,,8.0,6.0,0.5,0.4,0.6666666666666666,0.4,0.5,0.5555555555555556,0.8,0.5555555555555556,0.8,0.5555555555555556,52.94117647058823,,,,,0.4444444444444444,0.5,0.5,0.5,0.4,1.0,0.6666666666666666,0.5,0.4742611111111111,0.47995,,,0.8,15.125,24.380000000000003,0.4,2.0,,1.0,,,,,2.0,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.1111111111111111,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.1111111111111111,,0.2,,,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,3277.0,55,9.0,107,107,77.0,79.0,214,,,2.0,5.0,2.0,3.0,,1.0,2.0,5.0,1.0,7.0,97,2.0,3.0,7.0,,6.0,5.0,2.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,7.0,77.0,1.0,0.4,0.6666666666666666,0.4,,0.5,0.75,0.5,0.7,0.8333333333333334,6.6115702479338845,,,,,0.8333333333333334,0.4,0.4,1.0,0.75,0.6666666666666666,0.8333333333333334,0.4,0.4923916666666667,0.45666249999999997,,,1.0,19.8,24.48,0.719626168224299,13.0,,,,,,,,1.0,,,,,1.0,1.0,,,6.0,,6.0,,1.0,12.0,4.0,3.0,,7.0,9.0,,1.0,1.0,,,,,,,,,,0.07692307692307693,0.2222222222222222,0.12280701754385964,0.2727272727272727,,,0.13333333333333333,,,,,,0.16666666666666666,,,,,,,,,0.58515,,,3.0,1.0,1.0,2.0,,,0.029411764705882353,0.058823529411764705,0.0392156862745098,,,0.045454545454545456,0.0625,,,,1.0,1.0,,1.0,,,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,3282.0,55,14.0,106,105,76.0,77.0,211,1.0,2.0,,2.0,,1.0,13.0,25.0,,2.0,10.0,36.0,92,,1.0,22.0,22.0,,2.0,,2.0,2.0,1.0,4.0,3.0,3.0,9.0,11.0,7.0,22.0,76.0,,,,,0.52,0.48148148148148145,0.45,0.5806451612903226,0.5238095238095238,0.07407407407407407,29.411764705882355,0.5,0.07407407407407407,0.5,0.5,0.07407407407407407,,,,0.05,,0.4444444444444444,,0.4637277777777778,0.4405225,0.22580645161290322,0.2413793103448276,0.6111111111111112,10.347999999999999,24.0,0.7169811320754716,12.0,8.0,10.0,1.0,1.0,5.0,6.0,4.0,13.0,1.0,3.0,2.0,9.0,19.0,4.0,4.0,,3.0,2.0,5.0,2.0,,12.0,2.0,1.0,,3.0,3.0,2.0,,,0.15384615384615385,0.15384615384615385,0.3333333333333333,0.47368421052631576,0.3333333333333333,0.3333333333333333,,,,0.025,0.1111111111111111,0.05172413793103448,,,0.0625,0.06666666666666667,0.37037037037037035,0.8,0.8,0.25,,0.48148148148148145,0.3076923076923077,0.3076923076923077,,0.3333333333333333,1.0,,0.3,0.8333333333333334,0.4156,0.05555555555555555,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,2.0,2.0,,,,,,0.3333333333333333,,1.0,2.0,1.0,1.0,1.0,3.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203382,1610612759,Aron Baynes,Aron Baynes,203382,SAS,2642.0,44,6.0,86,85,65.0,57.0,171,1.0,4.0,,1.0,,1.0,2.0,7.0,,1.0,7.0,11.0,82,,1.0,9.0,,,1.0,,1.0,3.0,,4.0,3.0,5.0,4.0,8.0,2.0,9.0,65.0,,,,,0.2857142857142857,0.25,0.4,0.4583333333333333,0.5625,0.125,16.494845360824744,0.25,0.5,0.25,0.3333333333333333,0.125,,,,0.2,,0.125,,0.38450625,0.39150999999999997,0.2,0.2222222222222222,0.8181818181818182,12.742857142857144,24.4,0.7558139534883721,10.0,,,,,,,1.0,3.0,1.0,1.0,6.0,2.0,4.0,5.0,4.0,1.0,,,,,,,2.0,7.0,,9.0,12.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.14285714285714285,,,0.22580645161290322,0.125,0.19148936170212766,0.1111111111111111,0.25,0.2857142857142857,0.15384615384615385,,,,,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.3665,0.5454545454545454,,,1.0,1.0,3.0,,1.0,0.04,0.07692307692307693,0.05263157894736842,0.5,,,0.09090909090909091,,,,,,,,,1.0,,1.0,0.5,,1.0,1.0,,,,,,,,,,1.0,2.0,1.0,,,,4.0,1.0,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
