EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,AtRimAssists,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefArc3ReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,FTDefRebounds,SecondChanceFg3Pct,DefFTReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,PenaltyCorner3FGM,Travels,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Fg3aBlocked,LongMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,FG3APctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3PctBlocked,SecondChanceFtPoints,OffCorner3ReboundPct,Charge Fouls,BlockingFouls,FTOffRebounds,OffFTReboundPct,SelfOReb,SelfORebPct,ShortMidRangePctBlocked,on,BlockedLongMidRange,HeaveAttempts,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,OffensiveGoaltends,3SecondViolations,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,DefensiveGoaltends
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,2552.0,43,10,81,78,14,4.0,12.0,159,7.0,10.0,4.0,4.0,1.0,2.0,1.0,5.0,1.0,8.0,16.0,8.0,24.0,78,4.0,4.0,8.0,1.0,2.0,4.0,6.0,6.0,10.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,6.0,1.0,11.0,12.0,6.0,18.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,2.0,13.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,14,1.0,0.375,0.75,0.5,1.0,0.5,0.5,1.0,0.5,0.5454545454545454,1.0,0.6,0.0625,0.1,25.806451612903224,1.0,0.36666666666666664,0.20689655172413793,0.1,0.3,0.15384615384615385,0.25,0.1111111111111111,0.25,0.14285714285714285,0.4444444444444444,0.42857142857142855,1.0,1.0,0.625,0.7,0.7777777777777778,0.42857142857142855,0.3125,0.2,0.2,0.0625,1.0,1.0,1.0,0.5,0.625,0.48411874999999993,0.602075,0.5137,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.25,4.575,0.1728395061728395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,1910.0,32,21,63,58,30,26.0,7.0,121,2.0,4.0,,,,,1.0,1.0,1.0,3.0,6.0,5.0,20.0,60,,,,,1.0,4.0,7.0,,6.0,,1.0,5.0,1.0,6.0,,,13.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,,2.0,,2.0,5.0,5.0,,6.0,1.0,2.0,1.0,,,,,7.0,30,1.0,,,0.5,,,0.625,,0.3,0.7142857142857143,,0.5,0.16666666666666666,0.25,23.52941176470588,0.5,0.13333333333333333,0.07142857142857142,0.09090909090909091,0.11538461538461539,0.045454545454545456,,0.25,,,,0.2857142857142857,,,0.3333333333333333,0.5,0.6666666666666666,,0.08333333333333333,1.0,1.0,0.08333333333333333,,,,,0.8333333333333334,0.5192875000000001,0.5358,0.45683999999999997,0.15384615384615385,0.2857142857142857,,0.35,5.5,0.47619047619047616,1.0,1.0,1.0,3.0,5.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,3.0,6.0,5.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.5,0.25,0.5,0.5,0.1111111111111111,0.08333333333333333,0.4166666666666667,0.6,0.6,0.3333333333333333,1.0,0.2,0.6,0.3333333333333333,0.6,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,4092.0,68,10,131,130,83,80.0,15.0,261,4.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,9.0,8.0,17.0,4.0,26.0,132,2.0,2.0,7.0,4.0,9.0,4.0,15.0,10.0,6.0,,1.0,1.0,2.0,3.0,,,8.0,1.0,3.0,7.0,13.0,1.0,14.0,,,,,,,,1.0,1.0,2.0,,4.0,,,2.0,,,,,15.0,83,2.0,0.625,0.625,0.47058823529411764,1.0,0.4444444444444444,0.4583333333333333,1.1666666666666667,0.39285714285714285,0.5,1.1666666666666667,0.46875,0.058823529411764705,0.16666666666666666,17.449664429530202,,0.16279069767441862,0.023255813953488372,0.13636363636363635,0.15384615384615385,0.01694915254237288,0.125,,,0.1111111111111111,0.23076923076923078,0.14285714285714285,0.2,,0.25,0.6666666666666666,0.8,0.5,0.08333333333333333,0.5,0.5,0.375,0.6666666666666666,1.0,0.14285714285714285,0.5,0.5416666666666666,0.4739104166666667,0.57735,0.4498892857142857,,,0.2692307692307692,0.5769230769230769,11.629411764705882,0.6335877862595419,,,,2.0,7.0,1.0,5.0,2.0,7.0,1.0,1.0,5.0,6.0,,7.0,2.0,2.0,1.0,,,,,,,,,1.0,0.2857142857142857,0.2,0.2857142857142857,0.2916666666666667,0.11764705882352941,,0.2916666666666667,0.2857142857142857,0.2857142857142857,1.0,,,0.35714285714285715,0.2,0.2857142857142857,25.857142857142858,3.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,2288.0,38,22,73,70,39,46.0,5.0,143,1.0,1.0,,,1.0,1.0,,,6.0,5.0,7.0,1.0,29.0,70,,,,2.0,3.0,,16.0,2.0,8.0,,,,2.0,2.0,,,6.0,,,2.0,3.0,,3.0,,,,,,1.0,,,5.0,3.0,,2.0,,1.0,,,,,,16.0,39,,0.2,0.2,0.7142857142857143,,0.6666666666666666,0.7368421052631579,,0.7272727272727273,0.725,,0.7272727272727273,,,27.272727272727273,,0.08,,,0.0625,,,,,,0.1111111111111111,0.09090909090909091,,,0.05263157894736842,1.0,1.0,1.0,,,,0.3157894736842105,,,0.09090909090909091,1.0,0.6842105263157895,0.5216052631578948,0.53385,0.5614772727272727,0.05,0.125,,0.5517241379310345,16.02857142857143,0.5342465753424658,3.0,,3.0,4.0,9.0,2.0,5.0,6.0,12.0,1.0,4.0,8.0,15.0,3.0,9.0,4.0,2.0,,,1.0,,,,,,,0.8333333333333334,0.5,0.5,0.5,0.631578947368421,,0.15789473684210525,0.47368421052631576,0.4444444444444444,0.4444444444444444,0.75,,0.2727272727272727,0.45454545454545453,0.4,0.4444444444444444,24.441666666666666,4.0,,1.0,,1.0,,0.25,,0.6666666666666666,0.6666666666666666,,,1.0,,,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,8132.0,136,48,261,256,131,118.0,30.0,517,2.0,2.0,,,1.0,1.0,2.0,3.0,4.0,6.0,9.0,3.0,27.0,248,,1.0,3.0,3.0,5.0,3.0,15.0,6.0,6.0,,,9.0,2.0,11.0,1.0,3.0,24.0,1.0,5.0,7.0,12.0,2.0,14.0,2.0,1.0,,,,2.0,,5.0,12.0,4.0,,4.0,,,2.0,1.0,,1.0,1.0,15.0,131,2.0,0.5,0.5,0.6666666666666666,,0.6,0.5714285714285714,0.5,0.75,0.5869565217391305,0.5,0.75,,,8.561643835616438,,0.07777777777777778,0.013157894736842105,0.1282051282051282,0.09302325581395349,0.017857142857142856,,,0.02857142857142857,0.12,0.038461538461538464,0.07692307692307693,0.2857142857142857,1.0,0.09523809523809523,1.0,1.0,0.5,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.19047619047619047,,,0.125,1.0,0.6666666666666666,0.49906666666666666,0.5401666666666666,0.44394374999999997,,,0.1111111111111111,0.5555555555555556,12.622222222222222,0.5019157088122606,2.0,1.0,,3.0,10.0,2.0,3.0,4.0,12.0,2.0,2.0,3.0,12.0,,10.0,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,,,,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5714285714285714,0.09375,0.09523809523809523,0.47619047619047616,0.3,0.3,1.0,0.3333333333333333,,0.375,0.6666666666666666,0.3,24.25,2.0,,1.0,1.0,,0.5,,,0.5,0.5,1.0,,0.3333333333333333,,,1.0,,,0.5,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.08333333333333333,0.5,0.027777777777777776,0.03225806451612903,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,2476.0,41,8,81,79,22,21.0,9.0,160,,1.0,,,,,,1.0,4.0,2.0,6.0,,16.0,73,,,,1.0,2.0,,8.0,,4.0,,,2.0,1.0,3.0,,,7.0,,3.0,1.0,4.0,,4.0,4.0,,,,,,,1.0,5.0,2.0,,,,,,1.0,,1.0,,8.0,22,,,,0.3333333333333333,,0.5,0.47058823529411764,,0.5714285714285714,0.47058823529411764,,0.5714285714285714,,,18.88888888888889,,0.03125,,0.3,0.09523809523809523,,,,,0.07692307692307693,,,0.5,,0.058823529411764705,,,,0.058823529411764705,,,0.23529411764705882,,,,,0.7058823529411765,0.47341176470588237,,0.47754285714285716,,,,0.5,15.299999999999997,0.2716049382716049,2.0,,1.0,3.0,9.0,2.0,4.0,4.0,11.0,,2.0,5.0,9.0,3.0,9.0,3.0,1.0,2.0,4.0,,,,1.0,,,1.0,0.75,0.36363636363636365,0.4,0.36363636363636365,0.6470588235294118,0.25,0.11764705882352941,0.5294117647058824,0.3333333333333333,0.375,0.6666666666666666,,0.14285714285714285,0.5714285714285714,0.5,0.3333333333333333,24.863636363636363,2.0,,,,,,,,0.5,0.5,,,,,,1.0,,,0.5,0.5,1.0,,,1.0,,,,1.0,,1.0,0.09090909090909091,,,,,,0.1111111111111111,,,,,,,,,,True,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,2434.0,41,2,79,79,24,9.0,9.0,158,1.0,6.0,,1.0,1.0,2.0,3.0,5.0,7.0,7.0,18.0,6.0,20.0,82,1.0,2.0,3.0,1.0,4.0,5.0,7.0,6.0,8.0,,1.0,2.0,3.0,5.0,1.0,,13.0,,1.0,,1.0,1.0,2.0,,,3.0,,3.0,4.0,1.0,,4.0,5.0,,8.0,,3.0,1.0,,,,,7.0,24,1.0,0.42857142857142855,0.42857142857142855,0.3888888888888889,0.5,0.25,0.3684210526315789,0.5,0.25,0.43478260869565216,0.5,0.5,0.05555555555555555,0.16666666666666666,31.03448275862069,0.75,,,0.1,0.02702702702702703,0.030303030303030304,,,,,,,,,0.3157894736842105,0.16666666666666666,0.2,,0.2631578947368421,0.6,0.6,0.3684210526315789,0.5,,0.5,0.5,0.3684210526315789,0.46866052631578947,0.37955000000000005,0.5472,0.13636363636363635,0.14285714285714285,0.15,0.35,9.5,0.3037974683544304,1.0,,,,,,,,1.0,,,,,,,,2.0,2.0,,1.0,,1.0,,1.0,,1.0,,,,,0.05263157894736842,0.1111111111111111,0.05263157894736842,,,,,,,,,,23.7,3.0,,,,,,,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.1,,,,,1.0,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,3503.0,58,29,112,110,32,24.0,12.0,222,4.0,5.0,,,,,3.0,5.0,2.0,8.0,12.0,6.0,31.0,107,1.0,1.0,2.0,,1.0,3.0,6.0,4.0,12.0,2.0,,4.0,,4.0,,,8.0,2.0,3.0,7.0,14.0,2.0,16.0,2.0,2.0,1.0,1.0,,4.0,,2.0,4.0,10.0,2.0,9.0,1.0,5.0,,2.0,1.0,2.0,1.0,6.0,32,,0.25,0.2857142857142857,0.6666666666666666,1.0,,0.7352941176470589,1.0,0.75,0.7380952380952381,1.0,0.75,,,20.491803278688526,0.25,0.1891891891891892,0.06896551724137931,0.1875,0.18867924528301888,0.04878048780487805,0.08333333333333333,,0.125,0.2727272727272727,0.1,0.1875,,0.5,0.29411764705882354,0.8,0.8,0.5,0.29411764705882354,0.6,0.6,0.11764705882352941,,,,,0.5882352941176471,0.5095941176470589,0.4764,0.48750000000000004,0.23809523809523808,0.3125,0.06451612903225806,0.1935483870967742,7.9750000000000005,0.2857142857142857,,,,3.0,5.0,1.0,1.0,3.0,5.0,,1.0,1.0,9.0,,5.0,3.0,,2.0,,3.0,1.0,1.0,,1.0,,,1.0,0.6,1.0,0.6,0.29411764705882354,0.21428571428571427,,0.29411764705882354,0.6,0.6,1.0,,,0.5,1.0,0.6,25.06,1.0,,,,4.0,,1.0,,0.5,0.5,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,2.0,,,,,,,True,,,,,,,,,,,,,,
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,4372.0,73,32,138,136,87,80.0,18.0,274,9.0,13.0,1.0,1.0,6.0,8.0,3.0,5.0,12.0,16.0,30.0,14.0,46.0,122,1.0,3.0,4.0,11.0,21.0,6.0,28.0,6.0,26.0,,,4.0,4.0,8.0,1.0,2.0,20.0,1.0,3.0,4.0,7.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,13.0,,18.0,4.0,11.0,,,,,,28.0,87,,0.1875,0.1875,0.5333333333333333,0.3333333333333333,0.5238095238095238,0.5,0.3333333333333333,0.5,0.5897435897435898,0.5,0.5833333333333334,,,27.044025157232703,0.5,0.0784313725490196,0.021739130434782608,0.125,0.09333333333333334,0.015625,0.07692307692307693,,,,0.06666666666666667,0.13043478260869565,0.2,,0.40625,0.6923076923076923,0.6923076923076923,0.2222222222222222,0.15625,0.6,0.6,0.375,0.3333333333333333,1.0,0.36363636363636365,0.75,0.46875,0.4586578125,0.4156,0.446625,0.28205128205128205,0.2972972972972973,0.08695652173913043,0.6086956521739131,8.873333333333333,0.6304347826086957,,,,,2.0,,1.0,,2.0,,,1.0,,,2.0,,3.0,1.0,,2.0,2.0,3.0,,1.0,,1.0,,,,,0.0625,0.10526315789473684,,0.0625,,,,,,0.045454545454545456,,,24.0,4.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,2.0,,,1.0,,,,,,True,,,,,,,,,,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,868.0,14,13,28,27,17,17.0,5.0,55,2.0,2.0,,,1.0,1.0,1.0,2.0,,3.0,4.0,2.0,11.0,23,,,3.0,1.0,2.0,2.0,7.0,2.0,4.0,,,2.0,1.0,3.0,,,7.0,,1.0,3.0,6.0,1.0,7.0,,,,,,1.0,,1.0,2.0,3.0,,2.0,,1.0,,,,,,7.0,17,,0.3333333333333333,0.3333333333333333,0.75,,0.5,0.75,1.5,0.625,0.7857142857142857,1.5,0.7,,,22.857142857142858,,0.25,,1.0,0.3076923076923077,,,,,,0.16666666666666666,0.4,,,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,,,,0.25,1.0,0.6666666666666666,0.46036666666666665,0.5082,0.42745,0.14285714285714285,0.2,0.2727272727272727,0.6363636363636364,4.525,0.6071428571428571,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,,0.3333333333333333,0.5,0.5,1.0,,,0.5,0.5,0.5,24.35,,1.0,1.0,1.0,2.0,1.0,0.4,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,0.5,,,,True,,,,,,,,,,,,,,
